ID;AantalVoorzieningen;RegioS;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzeWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
1895;Totaal;Bedrijventerrein;2015;                                        ;         ;        ;;;;;
1896;Totaal;Buitengebied Ede-Stad;1e halfjaar 2015;                                        ;         ;        ;;;;;
1897;Totaal;Buitengebied Ede-Stad;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022820;1.0;145.0;110.0;60.0;130.0
1898;Totaal;Buitengebied Ede-Stad;2015;                                        ;         ;        ;;;;;
1899;Totaal;Bennekom;1e halfjaar 2015;                                        ;         ;        ;;;;;
1900;Totaal;Bennekom;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022830;1.0;1015.0;900.0;65.0;135.0
1901;Totaal;Bennekom;2015;                                        ;         ;        ;;;;;
1902;Totaal;Lunteren;1e halfjaar 2015;                                        ;         ;        ;;;;;
1903;Totaal;Lunteren;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022840;1.0;765.0;625.0;55.0;125.0
1904;Totaal;Lunteren;2015;                                        ;         ;        ;;;;;
1905;Totaal;Ederveen;1e halfjaar 2015;                                        ;         ;        ;;;;;
1906;Totaal;Ederveen;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022850;1.0;175.0;155.0;50.0;135.0
1907;Totaal;Ederveen;2015;                                        ;         ;        ;;;;;
1908;Totaal;De Klomp;1e halfjaar 2015;                                        ;         ;        ;;;;;
1909;Totaal;De Klomp;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022860;1.0;20.0;15.0;40.0;95.0
1910;Totaal;De Klomp;2015;                                        ;         ;        ;;;;;
1911;Totaal;Harskamp;1e halfjaar 2015;                                        ;         ;        ;;;;;
1912;Totaal;Harskamp;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022870;1.0;155.0;135.0;45.0;120.0
1913;Totaal;Harskamp;2015;                                        ;         ;        ;;;;;
1914;Totaal;Wekerom;1e halfjaar 2015;                                        ;         ;        ;;;;;
1915;Totaal;Wekerom;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022880;1.0;155.0;125.0;60.0;130.0
1916;Totaal;Wekerom;2015;                                        ;         ;        ;;;;;
1917;Totaal;Otterlo;1e halfjaar 2015;                                        ;         ;        ;;;;;
1918;Totaal;Otterlo;2e halfjaar 2015;Ede                                     ;Wijk     ;WK022890;1.0;255.0;175.0;100.0;180.0
1919;Totaal;Otterlo;2015;                                        ;         ;        ;;;;;
1920;Totaal;Elburg;1e halfjaar 2015;Elburg                                  ;Gemeente ;GM0230  ;;1495.0;1280.0;65.0;140.0
1921;Totaal;Elburg;2e halfjaar 2015;Elburg                                  ;Gemeente ;GM0230  ;;1505.0;1295.0;65.0;140.0
1922;Totaal;Elburg;2015;Elburg                                  ;Gemeente ;GM0230  ;;1655.0;1395.0;70.0;150.0
1923;Totaal;Wijk 01 Elburg;1e halfjaar 2015;Elburg                                  ;Wijk     ;WK023001;1.0;810.0;685.0;65.0;140.0
1924;Totaal;Wijk 01 Elburg;2e halfjaar 2015;Elburg                                  ;Wijk     ;WK023001;1.0;820.0;700.0;65.0;140.0
1925;Totaal;Wijk 01 Elburg;2015;Elburg                                  ;Wijk     ;WK023001;1.0;905.0;750.0;75.0;150.0
1926;Totaal;Wijk 02;1e halfjaar 2015;Elburg                                  ;Wijk     ;WK023002;1.0;485.0;415.0;70.0;150.0
1927;Totaal;Wijk 02;2e halfjaar 2015;Elburg                                  ;Wijk     ;WK023002;1.0;480.0;420.0;70.0;150.0
1928;Totaal;Wijk 02;2015;Elburg                                  ;Wijk     ;WK023002;1.0;525.0;450.0;80.0;165.0
1929;Totaal;Wijk 03 Doornspijk;1e halfjaar 2015;Elburg                                  ;Wijk     ;WK023003;1.0;200.0;180.0;45.0;115.0
1930;Totaal;Wijk 03 Doornspijk;2e halfjaar 2015;Elburg                                  ;Wijk     ;WK023003;1.0;205.0;175.0;50.0;115.0
1931;Totaal;Wijk 03 Doornspijk;2015;Elburg                                  ;Wijk     ;WK023003;1.0;225.0;195.0;55.0;125.0
1932;Totaal;Epe;1e halfjaar 2015;                                        ;         ;        ;;;;;
1933;Totaal;Epe;2e halfjaar 2015;                                        ;         ;        ;;;;;
1934;Totaal;Epe;2015;                                        ;         ;        ;;;;;
1935;Totaal;Wijk 00 Epe;1e halfjaar 2015;                                        ;         ;        ;;;;;
1936;Totaal;Wijk 00 Epe;2e halfjaar 2015;                                        ;         ;        ;;;;;
1937;Totaal;Wijk 00 Epe;2015;                                        ;         ;        ;;;;;
1938;Totaal;Wijk 01 Emst;1e halfjaar 2015;                                        ;         ;        ;;;;;
1939;Totaal;Wijk 01 Emst;2e halfjaar 2015;                                        ;         ;        ;;;;;
1940;Totaal;Wijk 01 Emst;2015;                                        ;         ;        ;;;;;
1941;Totaal;Wijk 02 Vaassen;1e halfjaar 2015;                                        ;         ;        ;;;;;
1942;Totaal;Wijk 02 Vaassen;2e halfjaar 2015;                                        ;         ;        ;;;;;
1943;Totaal;Wijk 02 Vaassen;2015;                                        ;         ;        ;;;;;
1944;Totaal;Wijk 03 Bosgebied;1e halfjaar 2015;                                        ;         ;        ;;;;;
1945;Totaal;Wijk 03 Bosgebied;2e halfjaar 2015;                                        ;         ;        ;;;;;
1946;Totaal;Wijk 03 Bosgebied;2015;                                        ;         ;        ;;;;;
1947;Totaal;Ermelo;1e halfjaar 2015;Ermelo                                  ;Gemeente ;GM0233  ;;1765.0;1375.0;65.0;120.0
1948;Totaal;Ermelo;2e halfjaar 2015;Ermelo                                  ;Gemeente ;GM0233  ;;2145.0;1685.0;80.0;145.0
1949;Totaal;Ermelo;2015;Ermelo                                  ;Gemeente ;GM0233  ;;2325.0;1805.0;85.0;160.0
1950;Totaal;Wijk 00 Ermelo;1e halfjaar 2015;Ermelo                                  ;Wijk     ;WK023300;1.0;1750.0;1360.0;70.0;125.0
1951;Totaal;Wijk 00 Ermelo;2e halfjaar 2015;Ermelo                                  ;Wijk     ;WK023300;1.0;2125.0;1665.0;80.0;150.0
1952;Totaal;Wijk 00 Ermelo;2015;Ermelo                                  ;Wijk     ;WK023300;1.0;2305.0;1785.0;90.0;160.0
1953;Totaal;Wijk 01 Speuld;1e halfjaar 2015;Ermelo                                  ;Wijk     ;WK023301;1.0;15.0;15.0;25.0;60.0
1954;Totaal;Wijk 01 Speuld;2e halfjaar 2015;Ermelo                                  ;Wijk     ;WK023301;1.0;20.0;20.0;25.0;65.0
1955;Totaal;Wijk 01 Speuld;2015;Ermelo                                  ;Wijk     ;WK023301;1.0;25.0;20.0;30.0;80.0
1956;Totaal;Geldermalsen;1e halfjaar 2015;                                        ;         ;        ;;;;;
1957;Totaal;Geldermalsen;2e halfjaar 2015;Geldermalsen                            ;Gemeente ;GM0236  ;;1695.0;1490.0;65.0;140.0
1958;Totaal;Geldermalsen;2015;                                        ;         ;        ;;;;;
1959;Totaal;Wijk 00 Geldermalsen;1e halfjaar 2015;                                        ;         ;        ;;;;;
1960;Totaal;Wijk 00 Geldermalsen;2e halfjaar 2015;Geldermalsen                            ;Wijk     ;WK023600;1.0;1035.0;915.0;70.0;155.0
1961;Totaal;Wijk 00 Geldermalsen;2015;                                        ;         ;        ;;;;;
1962;Totaal;Wijk 01 Deil;1e halfjaar 2015;                                        ;         ;        ;;;;;
1963;Totaal;Wijk 01 Deil;2e halfjaar 2015;Geldermalsen                            ;Wijk     ;WK023601;1.0;205.0;180.0;50.0;115.0
1964;Totaal;Wijk 01 Deil;2015;                                        ;         ;        ;;;;;
1965;Totaal;Wijk 02 Beesd;1e halfjaar 2015;                                        ;         ;        ;;;;;
1966;Totaal;Wijk 02 Beesd;2e halfjaar 2015;Geldermalsen                            ;Wijk     ;WK023602;1.0;290.0;255.0;60.0;130.0
1967;Totaal;Wijk 02 Beesd;2015;                                        ;         ;        ;;;;;
1968;Totaal;Wijk 03 Buurmalsen;1e halfjaar 2015;                                        ;         ;        ;;;;;
1969;Totaal;Wijk 03 Buurmalsen;2e halfjaar 2015;Geldermalsen                            ;Wijk     ;WK023603;1.0;165.0;140.0;50.0;115.0
1970;Totaal;Wijk 03 Buurmalsen;2015;                                        ;         ;        ;;;;;
1971;Totaal;Groesbeek;1e halfjaar 2015;                                        ;         ;        ;;;;;
1972;Totaal;Groesbeek;2e halfjaar 2015;                                        ;         ;        ;;;;;
1973;Totaal;Groesbeek;2015;                                        ;         ;        ;;;;;
1974;Totaal;Wijk 00 Groesbeek;1e halfjaar 2015;                                        ;         ;        ;;;;;
1975;Totaal;Wijk 00 Groesbeek;2e halfjaar 2015;                                        ;         ;        ;;;;;
1976;Totaal;Wijk 00 Groesbeek;2015;                                        ;         ;        ;;;;;
1977;Totaal;Wijk 01 Breedeweg-Horst;1e halfjaar 2015;                                        ;         ;        ;;;;;
1978;Totaal;Wijk 01 Breedeweg-Horst;2e halfjaar 2015;                                        ;         ;        ;;;;;
1979;Totaal;Wijk 01 Breedeweg-Horst;2015;                                        ;         ;        ;;;;;
1980;Totaal;Ubbergen;1e halfjaar 2015;                                        ;         ;        ;;;;;
1981;Totaal;Ubbergen;2e halfjaar 2015;                                        ;         ;        ;;;;;
1982;Totaal;Ubbergen;2015;                                        ;         ;        ;;;;;
1983;Totaal;Millingen aan de Rijn;1e halfjaar 2015;                                        ;         ;        ;;;;;
1984;Totaal;Millingen aan de Rijn;2e halfjaar 2015;                                        ;         ;        ;;;;;
1985;Totaal;Millingen aan de Rijn;2015;                                        ;         ;        ;;;;;
1986;Totaal;Harderwijk;1e halfjaar 2015;Harderwijk                              ;Gemeente ;GM0243  ;;4360.0;3685.0;95.0;190.0
1987;Totaal;Harderwijk;2e halfjaar 2015;Harderwijk                              ;Gemeente ;GM0243  ;;4440.0;3735.0;95.0;190.0
1988;Totaal;Harderwijk;2015;Harderwijk                              ;Gemeente ;GM0243  ;;4825.0;3995.0;105.0;200.0
1989;Totaal;Wijk 01 Binnenstad;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024301;1.0;170.0;165.0;75.0;125.0
1990;Totaal;Wijk 01 Binnenstad;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024301;1.0;180.0;175.0;80.0;130.0
1991;Totaal;Wijk 01 Binnenstad;2015;Harderwijk                              ;Wijk     ;WK024301;1.0;195.0;185.0;85.0;140.0
1992;Totaal;Wijk 02 Waterstad;1e halfjaar 2015;                                        ;         ;        ;;;;;
1993;Totaal;Wijk 02 Waterstad;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024302;1.0;0.0;0.0;35.0;85.0
1994;Totaal;Wijk 02 Waterstad;2015;Harderwijk                              ;Wijk     ;WK024302;1.0;0.0;0.0;35.0;85.0
1995;Totaal;Wijk 03 Zeebuurt;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024303;1.0;250.0;210.0;115.0;210.0
1996;Totaal;Wijk 03 Zeebuurt;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024303;1.0;250.0;210.0;115.0;210.0
1997;Totaal;Wijk 03 Zeebuurt;2015;Harderwijk                              ;Wijk     ;WK024303;1.0;270.0;220.0;120.0;225.0
1998;Totaal;Wijk 04 Friesegracht;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024304;1.0;100.0;90.0;75.0;145.0
1999;Totaal;Wijk 04 Friesegracht;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024304;1.0;100.0;90.0;75.0;145.0
2000;Totaal;Wijk 04 Friesegracht;2015;Harderwijk                              ;Wijk     ;WK024304;1.0;110.0;100.0;80.0;160.0
2001;Totaal;Wijk 05 Stadsdennen;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024305;1.0;825.0;705.0;135.0;260.0
2002;Totaal;Wijk 05 Stadsdennen;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024305;1.0;855.0;730.0;140.0;275.0
2003;Totaal;Wijk 05 Stadsdennen;2015;Harderwijk                              ;Wijk     ;WK024305;1.0;905.0;760.0;145.0;285.0
2004;Totaal;Wijk 06 De Sypel;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024306;1.0;35.0;30.0;50.0;105.0
2005;Totaal;Wijk 06 De Sypel;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024306;1.0;30.0;25.0;45.0;85.0
2006;Totaal;Wijk 06 De Sypel;2015;Harderwijk                              ;Wijk     ;WK024306;1.0;35.0;30.0;55.0;105.0
2007;Totaal;Wijk 07 Stationsomgeving;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024307;1.0;35.0;30.0;140.0;225.0
2008;Totaal;Wijk 07 Stationsomgeving;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024307;1.0;30.0;30.0;125.0;230.0
2009;Totaal;Wijk 07 Stationsomgeving;2015;Harderwijk                              ;Wijk     ;WK024307;1.0;35.0;35.0;140.0;250.0
2010;Totaal;Wijk 08 Stadsweiden;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024308;1.0;1030.0;840.0;130.0;240.0
2011;Totaal;Wijk 08 Stadsweiden;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024308;1.0;1045.0;840.0;130.0;240.0
2012;Totaal;Wijk 08 Stadsweiden;2015;Harderwijk                              ;Wijk     ;WK024308;1.0;1135.0;905.0;145.0;255.0
2013;Totaal;Wijk 09 Slingerbos;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024309;1.0;75.0;65.0;55.0;120.0
2014;Totaal;Wijk 09 Slingerbos;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024309;1.0;70.0;65.0;50.0;115.0
2015;Totaal;Wijk 09 Slingerbos;2015;Harderwijk                              ;Wijk     ;WK024309;1.0;80.0;70.0;55.0;125.0
2016;Totaal;Wijk 10 Tweelingstad;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024310;1.0;755.0;615.0;115.0;225.0
2017;Totaal;Wijk 10 Tweelingstad;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024310;1.0;780.0;635.0;120.0;225.0
2018;Totaal;Wijk 10 Tweelingstad;2015;Harderwijk                              ;Wijk     ;WK024310;1.0;845.0;675.0;125.0;240.0
2019;Totaal;Wijk 11 Frankrijk;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024311;1.0;270.0;235.0;65.0;145.0
2020;Totaal;Wijk 11 Frankrijk;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024311;1.0;280.0;240.0;70.0;150.0
2021;Totaal;Wijk 11 Frankrijk;2015;Harderwijk                              ;Wijk     ;WK024311;1.0;295.0;250.0;70.0;155.0
2022;Totaal;Wijk 12 Drielanden;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024312;1.0;555.0;480.0;60.0;135.0
2023;Totaal;Wijk 12 Drielanden;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024312;1.0;545.0;475.0;60.0;135.0
2024;Totaal;Wijk 12 Drielanden;2015;Harderwijk                              ;Wijk     ;WK024312;1.0;600.0;515.0;65.0;145.0
2025;Totaal;Wijk 13 Industrieterrein Lorentz;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024313;1.0;10.0;10.0;100.0;190.0
2026;Totaal;Wijk 13 Industrieterrein Lorentz;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024313;1.0;10.0;10.0;100.0;210.0
2027;Totaal;Wijk 13 Industrieterrein Lorentz;2015;Harderwijk                              ;Wijk     ;WK024313;1.0;10.0;10.0;115.0;210.0
2028;Totaal;Wijk 14 Buitengebied Harderwijk;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024314;1.0;65.0;40.0;90.0;120.0
2029;Totaal;Wijk 14 Buitengebied Harderwijk;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024314;1.0;70.0;40.0;90.0;125.0
2030;Totaal;Wijk 14 Buitengebied Harderwijk;2015;Harderwijk                              ;Wijk     ;WK024314;1.0;80.0;45.0;100.0;135.0
2031;Totaal;Wijk 15 Hierden;1e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024315;1.0;195.0;175.0;65.0;140.0
2032;Totaal;Wijk 15 Hierden;2e halfjaar 2015;Harderwijk                              ;Wijk     ;WK024315;1.0;195.0;175.0;65.0;140.0
2033;Totaal;Wijk 15 Hierden;2015;Harderwijk                              ;Wijk     ;WK024315;1.0;220.0;195.0;75.0;155.0
2034;Totaal;Wijk 16 Wolderwijd;1e halfjaar 2015;                                        ;         ;        ;;;;;
2035;Totaal;Wijk 16 Wolderwijd;2e halfjaar 2015;                                        ;         ;        ;;;;;
2036;Totaal;Wijk 16 Wolderwijd;2015;                                        ;         ;        ;;;;;
2037;Totaal;Hattem;1e halfjaar 2015;                                        ;         ;        ;;;;;
2038;Totaal;Hattem;2e halfjaar 2015;                                        ;         ;        ;;;;;
2039;Totaal;Hattem;2015;                                        ;         ;        ;;;;;
2040;Totaal;Wijk 00 Hattem;1e halfjaar 2015;                                        ;         ;        ;;;;;
2041;Totaal;Wijk 00 Hattem;2e halfjaar 2015;                                        ;         ;        ;;;;;
2042;Totaal;Wijk 00 Hattem;2015;                                        ;         ;        ;;;;;
2043;Totaal;Wijk 01 Polder Hattem en Molecaten;1e halfjaar 2015;                                        ;         ;        ;;;;;
2044;Totaal;Wijk 01 Polder Hattem en Molecaten;2e halfjaar 2015;                                        ;         ;        ;;;;;
2045;Totaal;Wijk 01 Polder Hattem en Molecaten;2015;                                        ;         ;        ;;;;;
2046;Totaal;Heerde;1e halfjaar 2015;                                        ;         ;        ;;;;;
2047;Totaal;Heerde;2e halfjaar 2015;                                        ;         ;        ;;;;;
2048;Totaal;Heerde;2015;                                        ;         ;        ;;;;;
2049;Totaal;Wijk 00 Heerde;1e halfjaar 2015;                                        ;         ;        ;;;;;
2050;Totaal;Wijk 00 Heerde;2e halfjaar 2015;                                        ;         ;        ;;;;;
2051;Totaal;Wijk 00 Heerde;2015;                                        ;         ;        ;;;;;
2052;Totaal;Wijk 01 Wapenveld;1e halfjaar 2015;                                        ;         ;        ;;;;;
2053;Totaal;Wijk 01 Wapenveld;2e halfjaar 2015;                                        ;         ;        ;;;;;
2054;Totaal;Wijk 01 Wapenveld;2015;                                        ;         ;        ;;;;;
2055;Totaal;Heumen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2056;Totaal;Heumen;2e halfjaar 2015;                                        ;         ;        ;;;;;
2057;Totaal;Heumen;2015;                                        ;         ;        ;;;;;
2058;Totaal;Wijk 00 Heumen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2059;Totaal;Wijk 00 Heumen;2e halfjaar 2015;                                        ;         ;        ;;;;;
2060;Totaal;Wijk 00 Heumen;2015;                                        ;         ;        ;;;;;
2061;Totaal;Wijk 01 Overasselt;1e halfjaar 2015;                                        ;         ;        ;;;;;
2062;Totaal;Wijk 01 Overasselt;2e halfjaar 2015;                                        ;         ;        ;;;;;
2063;Totaal;Wijk 01 Overasselt;2015;                                        ;         ;        ;;;;;
2064;Totaal;Lochem;1e halfjaar 2015;Lochem                                  ;Gemeente ;GM0262  ;;2235.0;1860.0;65.0;125.0
2065;Totaal;Lochem;2e halfjaar 2015;Lochem                                  ;Gemeente ;GM0262  ;;1995.0;1605.0;60.0;110.0
2066;Totaal;Lochem;2015;Lochem                                  ;Gemeente ;GM0262  ;;2505.0;2060.0;75.0;140.0
2067;Totaal;Wijk 00 Lochem kern;1e halfjaar 2015;Lochem                                  ;Wijk     ;WK026200;1.0;985.0;840.0;80.0;145.0
2068;Totaal;Wijk 00 Lochem kern;2e halfjaar 2015;Lochem                                  ;Wijk     ;WK026200;1.0;870.0;725.0;70.0;125.0
2069;Totaal;Wijk 00 Lochem kern;2015;Lochem                                  ;Wijk     ;WK026200;1.0;1085.0;910.0;85.0;155.0
2070;Totaal;Wijk 01 Lochem buitengebied;1e halfjaar 2015;Lochem                                  ;Wijk     ;WK026201;1.0;80.0;50.0;65.0;100.0
2071;Totaal;Wijk 01 Lochem buitengebied;2e halfjaar 2015;Lochem                                  ;Wijk     ;WK026201;1.0;65.0;50.0;50.0;95.0
2072;Totaal;Wijk 01 Lochem buitengebied;2015;Lochem                                  ;Wijk     ;WK026201;1.0;85.0;65.0;65.0;125.0
2073;Totaal;Wijk 02 Laren;1e halfjaar 2015;Lochem                                  ;Wijk     ;WK026202;1.0;190.0;175.0;45.0;105.0
2074;Totaal;Wijk 02 Laren;2e halfjaar 2015;Lochem                                  ;Wijk     ;WK026202;1.0;150.0;140.0;35.0;85.0
2075;Totaal;Wijk 02 Laren;2015;Lochem                                  ;Wijk     ;WK026202;1.0;210.0;195.0;50.0;115.0
2076;Totaal;Wijk 03 Barchem;1e halfjaar 2015;Lochem                                  ;Wijk     ;WK026203;1.0;75.0;75.0;45.0;100.0
2077;Totaal;Wijk 03 Barchem;2e halfjaar 2015;Lochem                                  ;Wijk     ;WK026203;1.0;65.0;60.0;35.0;80.0
2078;Totaal;Wijk 03 Barchem;2015;Lochem                                  ;Wijk     ;WK026203;1.0;90.0;85.0;50.0;110.0
2079;Totaal;Wijk 04 Gorssel;1e halfjaar 2015;Lochem                                  ;Wijk     ;WK026204;1.0;760.0;590.0;70.0;125.0
2080;Totaal;Wijk 04 Gorssel;2e halfjaar 2015;Lochem                                  ;Wijk     ;WK026204;1.0;725.0;530.0;70.0;110.0
2081;Totaal;Wijk 04 Gorssel;2015;Lochem                                  ;Wijk     ;WK026204;1.0;880.0;665.0;80.0;140.0
2082;Totaal;Wijk 01 Almen-Harfsen;1e halfjaar 2015;Lochem                                  ;Wijk     ;WK026205;1.0;140.0;130.0;45.0;95.0
2083;Totaal;Wijk 01 Almen-Harfsen;2e halfjaar 2015;Lochem                                  ;Wijk     ;WK026205;1.0;110.0;100.0;35.0;75.0
2084;Totaal;Wijk 01 Almen-Harfsen;2015;Lochem                                  ;Wijk     ;WK026205;1.0;160.0;145.0;50.0;105.0
2085;Totaal;Maasdriel;1e halfjaar 2015;                                        ;         ;        ;;;;;
2086;Totaal;Maasdriel;2e halfjaar 2015;                                        ;         ;        ;;;;;
2087;Totaal;Maasdriel;2015;                                        ;         ;        ;;;;;
2088;Totaal;Wijk 00 Kerkdriel;1e halfjaar 2015;                                        ;         ;        ;;;;;
2089;Totaal;Wijk 00 Kerkdriel;2e halfjaar 2015;                                        ;         ;        ;;;;;
2090;Totaal;Wijk 00 Kerkdriel;2015;                                        ;         ;        ;;;;;
2091;Totaal;Wijk 01 Ammerzoden;1e halfjaar 2015;                                        ;         ;        ;;;;;
2092;Totaal;Wijk 01 Ammerzoden;2e halfjaar 2015;                                        ;         ;        ;;;;;
2093;Totaal;Wijk 01 Ammerzoden;2015;                                        ;         ;        ;;;;;
2094;Totaal;Wijk 02 Hedel;1e halfjaar 2015;                                        ;         ;        ;;;;;
2095;Totaal;Wijk 02 Hedel;2e halfjaar 2015;                                        ;         ;        ;;;;;
2096;Totaal;Wijk 02 Hedel;2015;                                        ;         ;        ;;;;;
2097;Totaal;Wijk 03 Heerewaarden;1e halfjaar 2015;                                        ;         ;        ;;;;;
2098;Totaal;Wijk 03 Heerewaarden;2e halfjaar 2015;                                        ;         ;        ;;;;;
2099;Totaal;Wijk 03 Heerewaarden;2015;                                        ;         ;        ;;;;;
2100;Totaal;Wijk 04 Rossum;1e halfjaar 2015;                                        ;         ;        ;;;;;
2101;Totaal;Wijk 04 Rossum;2e halfjaar 2015;                                        ;         ;        ;;;;;
2102;Totaal;Wijk 04 Rossum;2015;                                        ;         ;        ;;;;;
2103;Totaal;Nijkerk;1e halfjaar 2015;                                        ;         ;        ;;;;;
2104;Totaal;Nijkerk;2e halfjaar 2015;                                        ;         ;        ;;;;;
2105;Totaal;Nijkerk;2015;                                        ;         ;        ;;;;;
2106;Totaal;Wijk 01 Nijkerk;1e halfjaar 2015;                                        ;         ;        ;;;;;
2107;Totaal;Wijk 01 Nijkerk;2e halfjaar 2015;                                        ;         ;        ;;;;;
2108;Totaal;Wijk 01 Nijkerk;2015;                                        ;         ;        ;;;;;
2109;Totaal;Wijk 02 't Woud;1e halfjaar 2015;                                        ;         ;        ;;;;;
2110;Totaal;Wijk 02 't Woud;2e halfjaar 2015;                                        ;         ;        ;;;;;
2111;Totaal;Wijk 02 't Woud;2015;                                        ;         ;        ;;;;;
2112;Totaal;Wijk 03 Nijkerkerveen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2113;Totaal;Wijk 03 Nijkerkerveen;2e halfjaar 2015;                                        ;         ;        ;;;;;
2114;Totaal;Wijk 03 Nijkerkerveen;2015;                                        ;         ;        ;;;;;
2115;Totaal;Wijk 04 Verspreide huizen Nijkerk;1e halfjaar 2015;                                        ;         ;        ;;;;;
2116;Totaal;Wijk 04 Verspreide huizen Nijkerk;2e halfjaar 2015;                                        ;         ;        ;;;;;
2117;Totaal;Wijk 04 Verspreide huizen Nijkerk;2015;                                        ;         ;        ;;;;;
2118;Totaal;Wijk 05 Hoevelaken;1e halfjaar 2015;                                        ;         ;        ;;;;;
2119;Totaal;Wijk 05 Hoevelaken;2e halfjaar 2015;                                        ;         ;        ;;;;;
2120;Totaal;Wijk 05 Hoevelaken;2015;                                        ;         ;        ;;;;;
2121;Totaal;Nijmegen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2122;Totaal;Nijmegen;2e halfjaar 2015;Nijmegen                                ;Gemeente ;GM0268  ;;21695.0;17710.0;125.0;185.0
2123;Totaal;Nijmegen;2015;                                        ;         ;        ;;;;;
2124;Totaal;Wijk 01 Nijmegen-Centrum;1e halfjaar 2015;                                        ;         ;        ;;;;;
2125;Totaal;Wijk 01 Nijmegen-Centrum;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026801;1.0;1115.0;830.0;95.0;95.0
2126;Totaal;Wijk 01 Nijmegen-Centrum;2015;                                        ;         ;        ;;;;;
2127;Totaal;Wijk 02 Nijmegen-Oost;1e halfjaar 2015;                                        ;         ;        ;;;;;
2128;Totaal;Wijk 02 Nijmegen-Oost;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026802;1.0;2945.0;2465.0;85.0;110.0
2129;Totaal;Wijk 02 Nijmegen-Oost;2015;                                        ;         ;        ;;;;;
2130;Totaal;Wijk 03 Nijmegen-Oud-West;1e halfjaar 2015;                                        ;         ;        ;;;;;
2131;Totaal;Wijk 03 Nijmegen-Oud-West;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026803;1.0;2260.0;1815.0;160.0;225.0
2132;Totaal;Wijk 03 Nijmegen-Oud-West;2015;                                        ;         ;        ;;;;;
2133;Totaal;Wijk 04 Nijmegen-Nieuw-West;1e halfjaar 2015;                                        ;         ;        ;;;;;
2134;Totaal;Wijk 04 Nijmegen-Nieuw-West;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026804;1.0;2660.0;2085.0;155.0;235.0
2135;Totaal;Wijk 04 Nijmegen-Nieuw-West;2015;                                        ;         ;        ;;;;;
2136;Totaal;Wijk 05 Nijmegen-Midden;1e halfjaar 2015;                                        ;         ;        ;;;;;
2137;Totaal;Wijk 05 Nijmegen-Midden;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026805;1.0;2170.0;1735.0;115.0;170.0
2138;Totaal;Wijk 05 Nijmegen-Midden;2015;                                        ;         ;        ;;;;;
2139;Totaal;Wijk 06 Nijmegen-Zuid;1e halfjaar 2015;                                        ;         ;        ;;;;;
2140;Totaal;Wijk 06 Nijmegen-Zuid;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026806;1.0;3815.0;3195.0;160.0;245.0
2141;Totaal;Wijk 06 Nijmegen-Zuid;2015;                                        ;         ;        ;;;;;
