ID;AantalVoorzieningen;RegioS;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzeWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
2142;Totaal;Wijk 07 Dukenburg;1e halfjaar 2015;                                        ;         ;        ;;;;;
2143;Totaal;Wijk 07 Dukenburg;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026807;1.0;3715.0;3075.0;165.0;275.0
2144;Totaal;Wijk 07 Dukenburg;2015;                                        ;         ;        ;;;;;
2145;Totaal;Wijk 08 Lindenholt;1e halfjaar 2015;                                        ;         ;        ;;;;;
2146;Totaal;Wijk 08 Lindenholt;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026808;1.0;1860.0;1525.0;125.0;230.0
2147;Totaal;Wijk 08 Lindenholt;2015;                                        ;         ;        ;;;;;
2148;Totaal;Wijk 09 Nijmegen-Noord;1e halfjaar 2015;                                        ;         ;        ;;;;;
2149;Totaal;Wijk 09 Nijmegen-Noord;2e halfjaar 2015;Nijmegen                                ;Wijk     ;WK026809;1.0;1150.0;985.0;75.0;165.0
2150;Totaal;Wijk 09 Nijmegen-Noord;2015;                                        ;         ;        ;;;;;
2151;Totaal;Oldebroek;1e halfjaar 2015;Oldebroek                               ;Gemeente ;GM0269  ;;1905.0;1600.0;80.0;175.0
2152;Totaal;Oldebroek;2e halfjaar 2015;Oldebroek                               ;Gemeente ;GM0269  ;;1960.0;1635.0;85.0;180.0
2153;Totaal;Oldebroek;2015;Oldebroek                               ;Gemeente ;GM0269  ;;2090.0;1725.0;90.0;190.0
2154;Totaal;Wijk 00 Oldebroek;1e halfjaar 2015;Oldebroek                               ;Wijk     ;WK026900;1.0;585.0;505.0;80.0;175.0
2155;Totaal;Wijk 00 Oldebroek;2e halfjaar 2015;Oldebroek                               ;Wijk     ;WK026900;1.0;600.0;515.0;80.0;180.0
2156;Totaal;Wijk 00 Oldebroek;2015;Oldebroek                               ;Wijk     ;WK026900;1.0;640.0;545.0;85.0;190.0
2157;Totaal;Wijk 01 Wezep;1e halfjaar 2015;Oldebroek                               ;Wijk     ;WK026901;1.0;1210.0;1000.0;90.0;185.0
2158;Totaal;Wijk 01 Wezep;2e halfjaar 2015;Oldebroek                               ;Wijk     ;WK026901;1.0;1240.0;1015.0;90.0;185.0
2159;Totaal;Wijk 01 Wezep;2015;Oldebroek                               ;Wijk     ;WK026901;1.0;1315.0;1070.0;95.0;195.0
2160;Totaal;Wijk 02 Oosterwolde;1e halfjaar 2015;Oldebroek                               ;Wijk     ;WK026902;1.0;110.0;100.0;45.0;125.0
2161;Totaal;Wijk 02 Oosterwolde;2e halfjaar 2015;Oldebroek                               ;Wijk     ;WK026902;1.0;120.0;105.0;50.0;135.0
2162;Totaal;Wijk 02 Oosterwolde;2015;Oldebroek                               ;Wijk     ;WK026902;1.0;130.0;110.0;55.0;140.0
2163;Totaal;Putten;1e halfjaar 2015;                                        ;         ;        ;;;;;
2164;Totaal;Putten;2e halfjaar 2015;                                        ;         ;        ;;;;;
2165;Totaal;Putten;2015;                                        ;         ;        ;;;;;
2166;Totaal;Wijk 00 Putten;1e halfjaar 2015;                                        ;         ;        ;;;;;
2167;Totaal;Wijk 00 Putten;2e halfjaar 2015;                                        ;         ;        ;;;;;
2168;Totaal;Wijk 00 Putten;2015;                                        ;         ;        ;;;;;
2169;Totaal;Wijk 01 Bosgebied en Krachtighuizen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2170;Totaal;Wijk 01 Bosgebied en Krachtighuizen;2e halfjaar 2015;                                        ;         ;        ;;;;;
2171;Totaal;Wijk 01 Bosgebied en Krachtighuizen;2015;                                        ;         ;        ;;;;;
2172;Totaal;Renkum;1e halfjaar 2015;Renkum                                  ;Gemeente ;GM0274  ;;2685.0;2165.0;85.0;145.0
2173;Totaal;Renkum;2e halfjaar 2015;Renkum                                  ;Gemeente ;GM0274  ;;2860.0;2285.0;90.0;155.0
2174;Totaal;Renkum;2015;Renkum                                  ;Gemeente ;GM0274  ;;3100.0;2430.0;95.0;165.0
2175;Totaal;Wijk 00 Renkum;1e halfjaar 2015;Renkum                                  ;Wijk     ;WK027400;1.0;1125.0;940.0;90.0;160.0
2176;Totaal;Wijk 00 Renkum;2e halfjaar 2015;Renkum                                  ;Wijk     ;WK027400;1.0;1175.0;975.0;95.0;170.0
2177;Totaal;Wijk 00 Renkum;2015;Renkum                                  ;Wijk     ;WK027400;1.0;1280.0;1035.0;100.0;180.0
2178;Totaal;Wijk 01 Oosterbeek;1e halfjaar 2015;Renkum                                  ;Wijk     ;WK027401;1.0;845.0;655.0;75.0;125.0
2179;Totaal;Wijk 01 Oosterbeek;2e halfjaar 2015;Renkum                                  ;Wijk     ;WK027401;1.0;910.0;710.0;80.0;135.0
2180;Totaal;Wijk 01 Oosterbeek;2015;Renkum                                  ;Wijk     ;WK027401;1.0;985.0;750.0;85.0;145.0
2181;Totaal;Wijk 02 Doorwerth;1e halfjaar 2015;Renkum                                  ;Wijk     ;WK027402;1.0;715.0;570.0;95.0;150.0
2182;Totaal;Wijk 02 Doorwerth;2e halfjaar 2015;Renkum                                  ;Wijk     ;WK027402;1.0;775.0;600.0;100.0;155.0
2183;Totaal;Wijk 02 Doorwerth;2015;Renkum                                  ;Wijk     ;WK027402;1.0;835.0;640.0;110.0;170.0
2184;Totaal;Rheden;1e halfjaar 2015;Rheden                                  ;Gemeente ;GM0275  ;;5450.0;4595.0;125.0;215.0
2185;Totaal;Rheden;2e halfjaar 2015;Rheden                                  ;Gemeente ;GM0275  ;;5475.0;4595.0;125.0;215.0
2186;Totaal;Rheden;2015;Rheden                                  ;Gemeente ;GM0275  ;;5940.0;4910.0;135.0;230.0
2187;Totaal;Wijk 00 Dieren;1e halfjaar 2015;Rheden                                  ;Wijk     ;WK027500;1.0;2035.0;1720.0;120.0;220.0
2188;Totaal;Wijk 00 Dieren;2e halfjaar 2015;Rheden                                  ;Wijk     ;WK027500;1.0;2055.0;1730.0;120.0;220.0
2189;Totaal;Wijk 00 Dieren;2015;Rheden                                  ;Wijk     ;WK027500;1.0;2215.0;1845.0;130.0;235.0
2190;Totaal;Wijk 01 Rheden;1e halfjaar 2015;Rheden                                  ;Wijk     ;WK027501;1.0;1135.0;960.0;130.0;230.0
2191;Totaal;Wijk 01 Rheden;2e halfjaar 2015;Rheden                                  ;Wijk     ;WK027501;1.0;1130.0;950.0;130.0;230.0
2192;Totaal;Wijk 01 Rheden;2015;Rheden                                  ;Wijk     ;WK027501;1.0;1235.0;1015.0;140.0;245.0
2193;Totaal;Wijk 02 Velp;1e halfjaar 2015;Rheden                                  ;Wijk     ;WK027502;1.0;2285.0;1915.0;125.0;205.0
2194;Totaal;Wijk 02 Velp;2e halfjaar 2015;Rheden                                  ;Wijk     ;WK027502;1.0;2285.0;1910.0;125.0;205.0
2195;Totaal;Wijk 02 Velp;2015;Rheden                                  ;Wijk     ;WK027502;1.0;2490.0;2050.0;135.0;215.0
2196;Totaal;Rozendaal;1e halfjaar 2015;Rozendaal                               ;Gemeente ;GM0277  ;;85.0;75.0;55.0;115.0
2197;Totaal;Rozendaal;2e halfjaar 2015;Rozendaal                               ;Gemeente ;GM0277  ;;85.0;75.0;55.0;115.0
2198;Totaal;Rozendaal;2015;Rozendaal                               ;Gemeente ;GM0277  ;;90.0;80.0;60.0;125.0
2199;Totaal;Wijk 00;1e halfjaar 2015;Rozendaal                               ;Wijk     ;WK027700;1.0;85.0;75.0;55.0;115.0
2200;Totaal;Wijk 00;2e halfjaar 2015;Rozendaal                               ;Wijk     ;WK027700;1.0;85.0;75.0;55.0;115.0
2201;Totaal;Wijk 00;2015;Rozendaal                               ;Wijk     ;WK027700;1.0;90.0;80.0;60.0;125.0
2202;Totaal;Scherpenzeel;1e halfjaar 2015;                                        ;         ;        ;;;;;
2203;Totaal;Scherpenzeel;2e halfjaar 2015;                                        ;         ;        ;;;;;
2204;Totaal;Scherpenzeel;2015;                                        ;         ;        ;;;;;
2205;Totaal;Wijk 00;1e halfjaar 2015;                                        ;         ;        ;;;;;
2206;Totaal;Wijk 00;2e halfjaar 2015;                                        ;         ;        ;;;;;
2207;Totaal;Wijk 00;2015;                                        ;         ;        ;;;;;
2208;Totaal;Tiel;1e halfjaar 2015;Tiel                                    ;Gemeente ;GM0281  ;;3070.0;2350.0;75.0;130.0
2209;Totaal;Tiel;2e halfjaar 2015;Tiel                                    ;Gemeente ;GM0281  ;;3130.0;2395.0;75.0;130.0
2210;Totaal;Tiel;2015;Tiel                                    ;Gemeente ;GM0281  ;;3450.0;2620.0;80.0;145.0
2211;Totaal;Tiel kern;1e halfjaar 2015;Tiel                                    ;Wijk     ;WK028100;3.0;1900.0;1450.0;95.0;155.0
2212;Totaal;Tiel kern;2e halfjaar 2015;Tiel                                    ;Wijk     ;WK028100;3.0;1925.0;1465.0;95.0;155.0
2213;Totaal;Tiel kern;2015;Tiel                                    ;Wijk     ;WK028100;3.0;2125.0;1605.0;105.0;170.0
2214;Totaal;Tiel-Noord;1e halfjaar 2015;Tiel                                    ;Wijk     ;WK028101;3.0;680.0;525.0;65.0;115.0
2215;Totaal;Tiel-Noord;2e halfjaar 2015;Tiel                                    ;Wijk     ;WK028101;3.0;705.0;540.0;65.0;120.0
2216;Totaal;Tiel-Noord;2015;Tiel                                    ;Wijk     ;WK028101;3.0;765.0;575.0;70.0;125.0
2217;Totaal;Wadenoijen en Kapel Avezaath;1e halfjaar 2015;Tiel                                    ;Wijk     ;WK028102;3.0;85.0;60.0;40.0;80.0
2218;Totaal;Wadenoijen en Kapel Avezaath;2e halfjaar 2015;Tiel                                    ;Wijk     ;WK028102;3.0;80.0;60.0;40.0;75.0
2219;Totaal;Wadenoijen en Kapel Avezaath;2015;Tiel                                    ;Wijk     ;WK028102;3.0;95.0;65.0;45.0;85.0
2220;Totaal;Tiel-Zuid;1e halfjaar 2015;Tiel                                    ;Wijk     ;WK028103;3.0;400.0;315.0;40.0;90.0
2221;Totaal;Tiel-Zuid;2e halfjaar 2015;Tiel                                    ;Wijk     ;WK028103;3.0;420.0;335.0;45.0;95.0
2222;Totaal;Tiel-Zuid;2015;Tiel                                    ;Wijk     ;WK028103;3.0;465.0;370.0;50.0;105.0
2223;Totaal;Voorst;1e halfjaar 2015;                                        ;         ;        ;;;;;
2224;Totaal;Voorst;2e halfjaar 2015;                                        ;         ;        ;;;;;
2225;Totaal;Voorst;2015;                                        ;         ;        ;;;;;
2226;Totaal;Wijk 00 Voorst;1e halfjaar 2015;                                        ;         ;        ;;;;;
2227;Totaal;Wijk 00 Voorst;2e halfjaar 2015;                                        ;         ;        ;;;;;
2228;Totaal;Wijk 00 Voorst;2015;                                        ;         ;        ;;;;;
2229;Totaal;Wijk 01 Twello-Nijbroek;1e halfjaar 2015;                                        ;         ;        ;;;;;
2230;Totaal;Wijk 01 Twello-Nijbroek;2e halfjaar 2015;                                        ;         ;        ;;;;;
2231;Totaal;Wijk 01 Twello-Nijbroek;2015;                                        ;         ;        ;;;;;
2232;Totaal;Wijk 02 Klarenbeek-Teuge;1e halfjaar 2015;                                        ;         ;        ;;;;;
2233;Totaal;Wijk 02 Klarenbeek-Teuge;2e halfjaar 2015;                                        ;         ;        ;;;;;
2234;Totaal;Wijk 02 Klarenbeek-Teuge;2015;                                        ;         ;        ;;;;;
2235;Totaal;Wijk 03 Wilp;1e halfjaar 2015;                                        ;         ;        ;;;;;
2236;Totaal;Wijk 03 Wilp;2e halfjaar 2015;                                        ;         ;        ;;;;;
2237;Totaal;Wijk 03 Wilp;2015;                                        ;         ;        ;;;;;
2238;Totaal;Wageningen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2239;Totaal;Wageningen;2e halfjaar 2015;                                        ;         ;        ;;;;;
2240;Totaal;Wageningen;2015;                                        ;         ;        ;;;;;
2241;Totaal;Wijk 00 Stedelijk gebied;1e halfjaar 2015;                                        ;         ;        ;;;;;
2242;Totaal;Wijk 00 Stedelijk gebied;2e halfjaar 2015;                                        ;         ;        ;;;;;
2243;Totaal;Wijk 00 Stedelijk gebied;2015;                                        ;         ;        ;;;;;
2244;Totaal;Wijk 01 Landelijk gebied;1e halfjaar 2015;                                        ;         ;        ;;;;;
2245;Totaal;Wijk 01 Landelijk gebied;2e halfjaar 2015;                                        ;         ;        ;;;;;
2246;Totaal;Wijk 01 Landelijk gebied;2015;                                        ;         ;        ;;;;;
2247;Totaal;Westervoort;1e halfjaar 2015;                                        ;         ;        ;;;;;
2248;Totaal;Westervoort;2e halfjaar 2015;                                        ;         ;        ;;;;;
2249;Totaal;Westervoort;2015;                                        ;         ;        ;;;;;
2250;Totaal;Wijk 00;1e halfjaar 2015;                                        ;         ;        ;;;;;
2251;Totaal;Wijk 00;2e halfjaar 2015;                                        ;         ;        ;;;;;
2252;Totaal;Wijk 00;2015;                                        ;         ;        ;;;;;
2253;Totaal;Winterswijk;1e halfjaar 2015;                                        ;         ;        ;;;;;
2254;Totaal;Winterswijk;2e halfjaar 2015;                                        ;         ;        ;;;;;
2255;Totaal;Winterswijk;2015;                                        ;         ;        ;;;;;
2256;Totaal;Wijk 00 Stad;1e halfjaar 2015;                                        ;         ;        ;;;;;
2257;Totaal;Wijk 00 Stad;2e halfjaar 2015;                                        ;         ;        ;;;;;
2258;Totaal;Wijk 00 Stad;2015;                                        ;         ;        ;;;;;
2259;Totaal;Wijk 01 Land;1e halfjaar 2015;                                        ;         ;        ;;;;;
2260;Totaal;Wijk 01 Land;2e halfjaar 2015;                                        ;         ;        ;;;;;
2261;Totaal;Wijk 01 Land;2015;                                        ;         ;        ;;;;;
2262;Totaal;Wijchen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2263;Totaal;Wijchen;2e halfjaar 2015;Wijchen                                 ;Gemeente ;GM0296  ;;3830.0;3245.0;95.0;185.0
2264;Totaal;Wijchen;2015;                                        ;         ;        ;;;;;
2265;Totaal;Wijk 00 Wijchen buitengebied;1e halfjaar 2015;                                        ;         ;        ;;;;;
2266;Totaal;Wijk 00 Wijchen buitengebied;2e halfjaar 2015;Wijchen                                 ;Wijk     ;WK029600;1.0;25.0;15.0;85.0;160.0
2267;Totaal;Wijk 00 Wijchen buitengebied;2015;                                        ;         ;        ;;;;;
2268;Totaal;Wijk 01 Wijchen kern;1e halfjaar 2015;                                        ;         ;        ;;;;;
2269;Totaal;Wijk 01 Wijchen kern;2e halfjaar 2015;Wijchen                                 ;Wijk     ;WK029601;1.0;3240.0;2715.0;95.0;185.0
2270;Totaal;Wijk 01 Wijchen kern;2015;                                        ;         ;        ;;;;;
2271;Totaal;Wijk 02 Balgoij;1e halfjaar 2015;                                        ;         ;        ;;;;;
2272;Totaal;Wijk 02 Balgoij;2e halfjaar 2015;Wijchen                                 ;Wijk     ;WK029602;1.0;40.0;30.0;55.0;125.0
2273;Totaal;Wijk 02 Balgoij;2015;                                        ;         ;        ;;;;;
2274;Totaal;Wijk 03 Batenburg;1e halfjaar 2015;                                        ;         ;        ;;;;;
2275;Totaal;Wijk 03 Batenburg;2e halfjaar 2015;Wijchen                                 ;Wijk     ;WK029603;1.0;40.0;40.0;65.0;150.0
2276;Totaal;Wijk 03 Batenburg;2015;                                        ;         ;        ;;;;;
2277;Totaal;Wijk 04 Bergharen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2278;Totaal;Wijk 04 Bergharen;2e halfjaar 2015;Wijchen                                 ;Wijk     ;WK029604;1.0;110.0;100.0;60.0;140.0
2279;Totaal;Wijk 04 Bergharen;2015;                                        ;         ;        ;;;;;
2280;Totaal;Wijk 05 Hernen;1e halfjaar 2015;                                        ;         ;        ;;;;;
2281;Totaal;Wijk 05 Hernen;2e halfjaar 2015;Wijchen                                 ;Wijk     ;WK029605;1.0;45.0;40.0;50.0;115.0
2282;Totaal;Wijk 05 Hernen;2015;                                        ;         ;        ;;;;;
