ID;LandbouwgoederenEnDiensten;Perioden;OutputTegenAfProducentwaarde_1;OutputBasisprijzen_2;OutputTegenAfProducentwaarde_3;OutputBasisprijzen_4;OutputTegenAfProducentwaarde_5;OutputBasisprijzen_6;OutputTegenAfProducentwaarde_7;OutputBasisprijzen_8
817;Tomaten;2000;595.0;595.0;472.0;472.0;1.2;1.1;126.0;126.0
818;Tomaten;2001;430.0;430.0;502.0;502.0;6.4;6.4;85.6;85.6
819;Tomaten;2002;574.0;574.0;512.0;512.0;1.9;1.9;112.1;112.1
820;Tomaten;2003;633.0;633.0;551.0;551.0;7.6;7.6;114.9;114.9
821;Tomaten;2004;536.0;536.0;603.0;603.0;9.4;9.4;88.9;88.9
822;Tomaten;2005;691.0;691.0;614.0;614.0;1.8;1.8;112.6;112.6
823;Tomaten;2006;709.0;709.0;628.0;628.0;2.3;2.3;112.9;112.9
824;Tomaten;2007;639.0;639.0;642.0;642.0;2.2;2.2;99.6;99.6
825;Tomaten;2008;620.0;620.0;689.0;689.0;7.4;7.4;89.9;89.9
826;Tomaten;2009;537.0;537.0;757.0;757.0;9.8;9.8;70.9;70.9
827;Tomaten;2010;795.0;795.0;772.0;772.0;2.1;2.1;103.0;103.0
828;Tomaten;2011;499.0;499.0;772.0;772.0;0.0;0.0;64.6;64.6
829;Tomaten;2012;683.0;683.0;754.0;754.0;-2.4;-2.4;90.7;90.7
830;Tomaten;2013;599.0;599.0;800.0;800.0;6.1;6.1;74.8;74.8
831;Tomaten;2014;707.0;707.0;843.0;843.0;5.3;5.3;84.0;84.0
832;Tomaten;2015;833.0;833.0;833.0;833.0;-1.1;-1.1;100.0;100.0
833;Tomaten;2016;702.0;702.0;842.0;842.0;1.1;1.1;83.4;83.4
834;Tomaten;2017;769.0;769.0;852.0;852.0;1.1;1.1;90.3;90.3
835;Tomaten;2018;658.0;658.0;852.0;852.0;0.0;0.0;77.3;77.3
836;Tomaten;2019;745.0;745.0;852.0;852.0;0.0;0.0;87.5;87.5
837;Tomaten;2020;655.0;655.0;852.0;852.0;0.0;0.0;77.0;77.0
838;Tomaten;2021;858.0;858.0;823.0;823.0;-3.3;-3.3;104.2;104.2
839;Tomaten;2022;826.0;826.0;720.0;720.0;-12.5;-12.5;114.6;114.6
840;Tomaten;2023;;;;;;;;
841;Andere verse groenten;1995;1604.0;1604.0;1866.0;1866.0;;;86.0;86.0
842;Andere verse groenten;1996;1601.0;1601.0;1822.0;1822.0;-2.3;-2.3;87.8;87.8
843;Andere verse groenten;1997;1843.0;1843.0;1955.0;1955.0;7.3;7.3;94.2;94.2
844;Andere verse groenten;1998;1840.0;1840.0;1905.0;1905.0;-2.6;-2.6;96.5;96.5
845;Andere verse groenten;1999;1677.0;1677.0;1933.0;1933.0;1.4;1.4;86.7;86.7
846;Andere verse groenten;2000;1660.0;1660.0;1838.0;1838.0;-4.9;-4.9;90.3;90.3
847;Andere verse groenten;2001;1734.0;1734.0;1821.0;1821.0;-0.9;-0.9;95.2;95.2
848;Andere verse groenten;2002;1726.0;1726.0;1857.0;1857.0;2.0;2.0;93.0;93.0
849;Andere verse groenten;2003;1845.0;1845.0;1901.0;1901.0;2.4;2.4;97.0;97.0
850;Andere verse groenten;2004;1579.0;1579.0;1905.0;1905.0;0.2;0.2;82.9;82.9
851;Andere verse groenten;2005;1523.0;1523.0;1961.0;1961.0;2.9;2.9;77.7;77.7
852;Andere verse groenten;2006;1780.0;1780.0;1887.0;1887.0;-3.7;-3.7;94.3;94.3
853;Andere verse groenten;2007;1824.0;1824.0;1983.0;1983.0;5.1;5.1;92.0;92.0
854;Andere verse groenten;2008;1730.0;1730.0;2040.0;2040.0;2.8;2.8;84.8;84.8
855;Andere verse groenten;2009;1509.0;1509.0;2090.0;2090.0;2.5;2.5;72.2;72.2
856;Andere verse groenten;2010;1904.0;1904.0;1997.0;1997.0;-4.4;-4.4;95.3;95.3
857;Andere verse groenten;2011;1621.0;1621.0;2020.0;2020.0;1.1;1.1;80.2;80.2
858;Andere verse groenten;2012;1625.0;1625.0;2002.0;2002.0;-0.9;-0.9;81.2;81.2
859;Andere verse groenten;2013;1966.0;1966.0;2009.0;2009.0;0.3;0.3;97.9;97.9
860;Andere verse groenten;2014;1655.0;1655.0;2067.0;2067.0;2.9;2.9;80.1;80.1
861;Andere verse groenten;2015;2087.0;2087.0;2087.0;2087.0;1.0;1.0;100.0;100.0
862;Andere verse groenten;2016;1870.0;1870.0;1994.0;1994.0;-4.4;-4.4;93.8;93.8
863;Andere verse groenten;2017;1667.0;1667.0;2116.0;2116.0;6.1;6.1;78.8;78.8
864;Andere verse groenten;2018;1970.0;1970.0;2023.0;2023.0;-4.4;-4.4;97.4;97.4
865;Andere verse groenten;2019;2130.0;2130.0;2115.0;2115.0;4.5;4.5;100.7;100.7
866;Andere verse groenten;2020;2116.0;2116.0;2156.0;2156.0;1.9;1.9;98.2;98.2
867;Andere verse groenten;2021;2126.0;2126.0;2231.0;2231.0;3.5;3.5;95.3;95.3
868;Andere verse groenten;2022;2147.0;2147.0;2032.0;2032.0;-8.9;-8.9;105.6;105.6
869;Andere verse groenten;2023;;;;;;;;
870;Planten en bloemen, totaal;1995;3998.0;3998.0;6117.0;6117.0;;;65.4;65.4
871;Planten en bloemen, totaal;1996;4183.0;4183.0;6231.0;6231.0;1.9;1.9;67.1;67.1
872;Planten en bloemen, totaal;1997;4460.0;4460.0;6468.0;6468.0;3.8;3.8;69.0;69.0
873;Planten en bloemen, totaal;1998;4655.0;4655.0;6468.0;6468.0;0.0;0.0;72.0;72.0
874;Planten en bloemen, totaal;1999;4680.0;4680.0;6798.0;6798.0;5.1;5.1;68.8;68.8
875;Planten en bloemen, totaal;2000;4998.0;4998.0;6880.0;6880.0;1.2;1.2;72.6;72.6
876;Planten en bloemen, totaal;2001;5075.0;5075.0;6639.0;6639.0;-3.5;-3.5;76.4;76.4
877;Planten en bloemen, totaal;2002;5304.0;5304.0;6548.0;6548.0;-1.4;-1.4;81.0;81.0
878;Planten en bloemen, totaal;2003;5431.0;5431.0;6678.0;6678.0;2.0;2.0;81.3;81.3
879;Planten en bloemen, totaal;2004;5347.0;5347.0;6897.0;6897.0;3.3;3.3;77.5;77.5
880;Planten en bloemen, totaal;2005;5531.0;5531.0;6741.0;6741.0;-2.3;-2.3;82.0;82.0
881;Planten en bloemen, totaal;2006;5770.0;5770.0;6736.0;6736.0;-0.1;-0.1;85.7;85.7
882;Planten en bloemen, totaal;2007;6208.0;6208.0;6744.0;6744.0;0.1;0.1;92.0;92.0
883;Planten en bloemen, totaal;2008;6083.0;6083.0;6783.0;6783.0;0.6;0.6;89.7;89.7
884;Planten en bloemen, totaal;2009;5903.0;5903.0;6702.0;6702.0;-1.2;-1.2;88.1;88.1
885;Planten en bloemen, totaal;2010;6284.0;6284.0;6762.0;6762.0;0.9;0.9;92.9;92.9
886;Planten en bloemen, totaal;2011;6215.0;6215.0;6625.0;6625.0;-2.0;-2.0;93.8;93.8
887;Planten en bloemen, totaal;2012;6193.0;6193.0;6556.0;6556.0;-1.0;-1.0;94.5;94.5
888;Planten en bloemen, totaal;2013;6421.0;6421.0;6521.0;6521.0;-0.5;-0.5;98.5;98.5
889;Planten en bloemen, totaal;2014;6506.0;6506.0;6587.0;6587.0;1.0;1.0;98.8;98.8
890;Planten en bloemen, totaal;2015;6578.0;6578.0;6578.0;6578.0;-0.1;-0.1;100.0;100.0
891;Planten en bloemen, totaal;2016;6812.0;6812.0;6628.0;6628.0;0.8;0.8;102.8;102.8
892;Planten en bloemen, totaal;2017;7022.0;7022.0;6545.0;6545.0;-1.3;-1.3;107.3;107.3
893;Planten en bloemen, totaal;2018;6777.0;6777.0;6451.0;6451.0;-1.4;-1.4;105.1;105.1
894;Planten en bloemen, totaal;2019;6880.0;6880.0;6463.0;6463.0;0.2;0.2;106.5;106.5
895;Planten en bloemen, totaal;2020;6939.0;6939.0;6169.0;6169.0;-4.5;-4.5;112.5;112.5
896;Planten en bloemen, totaal;2021;8132.0;8132.0;6570.0;6570.0;6.5;6.5;123.8;123.8
897;Planten en bloemen, totaal;2022;7754.0;7754.0;6170.0;6170.0;-6.1;-6.1;125.7;125.7
898;Planten en bloemen, totaal;2023;7696.0;7696.0;5852.0;5852.0;-5.2;-5.2;131.5;131.5
899;Kwekerijplanten;1995;2162.0;2162.0;3519.0;3519.0;;;61.4;61.4
900;Kwekerijplanten;1996;2312.0;2312.0;3581.0;3581.0;1.8;1.8;64.6;64.6
901;Kwekerijplanten;1997;2444.0;2444.0;3674.0;3674.0;2.6;2.6;66.5;66.5
902;Kwekerijplanten;1998;2550.0;2550.0;3712.0;3712.0;1.0;1.0;68.7;68.7
903;Kwekerijplanten;1999;2568.0;2568.0;3925.0;3925.0;5.7;5.7;65.4;65.4
904;Kwekerijplanten;2000;2630.0;2630.0;3951.0;3951.0;0.7;0.7;66.6;66.6
905;Kwekerijplanten;2001;2759.0;2759.0;3885.0;3885.0;-1.7;-1.7;71.0;71.0
906;Kwekerijplanten;2002;2914.0;2914.0;3793.0;3793.0;-2.4;-2.4;76.8;76.8
907;Kwekerijplanten;2003;3031.0;3031.0;3832.0;3832.0;1.0;1.0;79.1;79.1
908;Kwekerijplanten;2004;2982.0;2982.0;4025.0;4025.0;5.0;5.0;74.1;74.1
909;Kwekerijplanten;2005;3081.0;3081.0;3884.0;3884.0;-3.5;-3.5;79.3;79.3
910;Kwekerijplanten;2006;3257.0;3257.0;3967.0;3967.0;2.1;2.1;82.1;82.1
911;Kwekerijplanten;2007;3634.0;3634.0;4021.0;4021.0;1.4;1.4;90.4;90.4
912;Kwekerijplanten;2008;3651.0;3651.0;4116.0;4116.0;2.4;2.4;88.7;88.7
913;Kwekerijplanten;2009;3789.0;3789.0;4156.0;4156.0;1.0;1.0;91.2;91.2
914;Kwekerijplanten;2010;3927.0;3927.0;4190.0;4190.0;0.8;0.8;93.7;93.7
915;Kwekerijplanten;2011;3937.0;3937.0;4208.0;4208.0;0.4;0.4;93.5;93.5
916;Kwekerijplanten;2012;3829.0;3829.0;4123.0;4123.0;-2.0;-2.0;92.9;92.9
917;Kwekerijplanten;2013;4014.0;4014.0;4084.0;4084.0;-1.0;-1.0;98.3;98.3
918;Kwekerijplanten;2014;4051.0;4051.0;4091.0;4091.0;0.2;0.2;99.0;99.0
919;Kwekerijplanten;2015;4103.0;4103.0;4103.0;4103.0;0.3;0.3;100.0;100.0
920;Kwekerijplanten;2016;4251.0;4251.0;4148.0;4148.0;1.1;1.1;102.5;102.5
921;Kwekerijplanten;2017;4486.0;4486.0;4126.0;4126.0;-0.5;-0.5;108.7;108.7
922;Kwekerijplanten;2018;4349.0;4349.0;4127.0;4127.0;0.0;0.0;105.4;105.4
923;Kwekerijplanten;2019;4398.0;4398.0;4154.0;4154.0;0.6;0.6;105.9;105.9
924;Kwekerijplanten;2020;4576.0;4576.0;4029.0;4029.0;-3.0;-3.0;113.6;113.6
925;Kwekerijplanten;2021;5206.0;5206.0;4296.0;4296.0;6.6;6.6;121.2;121.2
926;Kwekerijplanten;2022;4984.0;4984.0;4005.0;4005.0;-6.8;-6.8;124.5;124.5
927;Kwekerijplanten;2023;;;;;;;;
928;Bloemen en sierplanten (incl. kerstbo...;1995;1765.0;1765.0;2492.0;2492.0;;;70.8;70.8
929;Bloemen en sierplanten (incl. kerstbo...;1996;1795.0;1795.0;2538.0;2538.0;1.9;1.9;70.7;70.7
930;Bloemen en sierplanten (incl. kerstbo...;1997;1925.0;1925.0;2660.0;2660.0;4.8;4.8;72.4;72.4
931;Bloemen en sierplanten (incl. kerstbo...;1998;2027.0;2027.0;2635.0;2635.0;-1.0;-1.0;76.9;76.9
932;Bloemen en sierplanten (incl. kerstbo...;1999;2007.0;2007.0;2724.0;2724.0;3.4;3.4;73.7;73.7
933;Bloemen en sierplanten (incl. kerstbo...;2000;2255.0;2255.0;2775.0;2775.0;1.9;1.9;81.3;81.3
934;Bloemen en sierplanten (incl. kerstbo...;2001;2217.0;2217.0;2640.0;2640.0;-4.9;-4.9;84.0;84.0
935;Bloemen en sierplanten (incl. kerstbo...;2002;2310.0;2310.0;2660.0;2660.0;0.8;0.8;86.8;86.8
936;Bloemen en sierplanten (incl. kerstbo...;2003;2304.0;2304.0;2734.0;2734.0;2.8;2.8;84.3;84.3
937;Bloemen en sierplanten (incl. kerstbo...;2004;2286.0;2286.0;2777.0;2777.0;1.6;1.6;82.3;82.3
938;Bloemen en sierplanten (incl. kerstbo...;2005;2367.0;2367.0;2759.0;2759.0;-0.7;-0.7;85.8;85.8
939;Bloemen en sierplanten (incl. kerstbo...;2006;2431.0;2431.0;2679.0;2679.0;-2.9;-2.9;90.7;90.7
940;Bloemen en sierplanten (incl. kerstbo...;2007;2488.0;2488.0;2639.0;2639.0;-1.5;-1.5;94.3;94.3
941;Bloemen en sierplanten (incl. kerstbo...;2008;2350.0;2350.0;2592.0;2592.0;-1.8;-1.8;90.7;90.7
942;Bloemen en sierplanten (incl. kerstbo...;2009;2037.0;2037.0;2483.0;2483.0;-4.2;-4.2;82.1;82.1
943;Bloemen en sierplanten (incl. kerstbo...;2010;2265.0;2265.0;2492.0;2492.0;0.4;0.4;90.9;90.9
944;Bloemen en sierplanten (incl. kerstbo...;2011;2207.0;2207.0;2358.0;2358.0;-5.4;-5.4;93.6;93.6
945;Bloemen en sierplanten (incl. kerstbo...;2012;2292.0;2292.0;2358.0;2358.0;0.0;0.0;97.2;97.2
946;Bloemen en sierplanten (incl. kerstbo...;2013;2329.0;2329.0;2358.0;2358.0;0.0;0.0;98.7;98.7
947;Bloemen en sierplanten (incl. kerstbo...;2014;2342.0;2342.0;2383.0;2383.0;1.0;1.0;98.3;98.3
948;Bloemen en sierplanten (incl. kerstbo...;2015;2373.0;2373.0;2373.0;2373.0;-0.4;-0.4;100.0;100.0
949;Bloemen en sierplanten (incl. kerstbo...;2016;2440.0;2440.0;2360.0;2360.0;-0.6;-0.6;103.4;103.4
950;Bloemen en sierplanten (incl. kerstbo...;2017;2435.0;2435.0;2321.0;2321.0;-1.6;-1.6;104.9;104.9
951;Bloemen en sierplanten (incl. kerstbo...;2018;2331.0;2331.0;2225.0;2225.0;-4.1;-4.1;104.8;104.8
952;Bloemen en sierplanten (incl. kerstbo...;2019;2380.0;2380.0;2207.0;2207.0;-0.8;-0.8;107.8;107.8
953;Bloemen en sierplanten (incl. kerstbo...;2020;2260.0;2260.0;2040.0;2040.0;-7.6;-7.6;110.8;110.8
954;Bloemen en sierplanten (incl. kerstbo...;2021;2828.0;2828.0;2180.0;2180.0;6.9;6.9;129.7;129.7
955;Bloemen en sierplanten (incl. kerstbo...;2022;2664.0;2664.0;2067.0;2067.0;-5.2;-5.2;128.9;128.9
956;Bloemen en sierplanten (incl. kerstbo...;2023;;;;;;;;
957;Aanplantingen;1995;71.0;71.0;92.0;92.0;;;77.1;77.1
958;Aanplantingen;1996;76.0;76.0;97.0;97.0;5.0;5.0;78.7;78.7
959;Aanplantingen;1997;91.0;91.0;113.0;113.0;17.1;17.1;80.8;80.8
960;Aanplantingen;1998;78.0;78.0;104.0;104.0;-7.7;-7.7;74.9;74.9
961;Aanplantingen;1999;104.0;104.0;134.0;134.0;28.5;28.5;77.8;77.8
962;Aanplantingen;2000;113.0;113.0;136.0;136.0;1.7;1.7;82.6;82.6
963;Aanplantingen;2001;99.0;99.0;111.0;111.0;-18.5;-18.5;89.2;89.2
964;Aanplantingen;2002;80.0;80.0;87.0;87.0;-21.8;-21.8;92.2;92.2
965;Aanplantingen;2003;97.0;97.0;99.0;99.0;14.1;14.1;97.5;97.5
966;Aanplantingen;2004;79.0;79.0;88.0;88.0;-10.8;-10.8;89.1;89.1
967;Aanplantingen;2005;82.0;82.0;87.0;87.0;-1.6;-1.6;94.6;94.6
968;Aanplantingen;2006;81.0;81.0;84.0;84.0;-3.2;-3.2;96.7;96.7
969;Aanplantingen;2007;86.0;86.0;85.0;85.0;0.5;0.5;101.8;101.8
970;Aanplantingen;2008;82.0;82.0;78.0;78.0;-7.5;-7.5;104.5;104.5
971;Aanplantingen;2009;76.0;76.0;70.0;70.0;-10.6;-10.6;108.9;108.9
972;Aanplantingen;2010;91.0;91.0;82.0;82.0;17.0;17.0;111.0;111.0
973;Aanplantingen;2011;71.0;71.0;62.0;62.0;-24.2;-24.2;114.2;114.2
974;Aanplantingen;2012;72.0;72.0;75.0;75.0;21.1;21.1;95.6;95.6
975;Aanplantingen;2013;78.0;78.0;79.0;79.0;5.6;5.6;98.1;98.1
976;Aanplantingen;2014;112.0;112.0;113.0;113.0;42.3;42.3;99.0;99.0
977;Aanplantingen;2015;102.0;102.0;102.0;102.0;-9.8;-9.8;100.0;100.0
978;Aanplantingen;2016;121.0;121.0;121.0;121.0;18.6;18.6;100.0;100.0
979;Aanplantingen;2017;100.0;100.0;98.0;98.0;-19.0;-19.0;102.0;102.0
980;Aanplantingen;2018;97.0;97.0;96.0;96.0;-2.0;-2.0;101.0;101.0
981;Aanplantingen;2019;102.0;102.0;99.0;99.0;3.1;3.1;103.0;103.0
982;Aanplantingen;2020;103.0;103.0;99.0;99.0;0.0;0.0;104.0;104.0
983;Aanplantingen;2021;98.0;98.0;91.0;91.0;-7.8;-7.8;107.3;107.3
984;Aanplantingen;2022;105.0;105.0;96.0;96.0;5.1;5.1;109.4;109.4
985;Aanplantingen;2023;;;;;;;;
986;Aardappelen (incl. pootgoed);1995;770.0;822.0;770.0;756.0;;;100.0;108.7
987;Aardappelen (incl. pootgoed);1996;562.0;620.0;718.0;718.0;-6.8;-5.0;78.3;86.3
988;Aardappelen (incl. pootgoed);1997;558.0;571.0;772.0;756.0;7.6;5.3;72.4;75.4
989;Aardappelen (incl. pootgoed);1998;712.0;725.0;692.0;680.0;-10.3;-10.2;102.9;106.6
990;Aardappelen (incl. pootgoed);1999;872.0;882.0;795.0;775.0;14.8;14.1;109.7;113.7
991;Aardappelen (incl. pootgoed);2000;666.0;677.0;1123.0;1093.0;41.4;40.9;59.3;61.9
992;Aardappelen (incl. pootgoed);2001;908.0;920.0;998.0;994.0;-11.1;-9.0;91.0;92.6
993;Aardappelen (incl. pootgoed);2002;902.0;911.0;996.0;992.0;-0.3;-0.2;90.5;91.9
994;Aardappelen (incl. pootgoed);2003;986.0;996.0;975.0;972.0;-2.1;-2.0;101.1;102.4
995;Aardappelen (incl. pootgoed);2004;782.0;792.0;1036.0;1033.0;6.3;6.2;75.5;76.7
996;Aardappelen (incl. pootgoed);2005;808.0;823.0;1085.0;1084.0;4.7;4.9;74.5;76.0
997;Aardappelen (incl. pootgoed);2006;1346.0;1356.0;1044.0;1043.0;-3.8;-3.8;129.0;130.0
998;Aardappelen (incl. pootgoed);2007;1334.0;1344.0;1097.0;1098.0;5.1;5.3;121.6;122.4
999;Aardappelen (incl. pootgoed);2008;1064.0;1072.0;1162.0;1162.0;6.0;5.8;91.5;92.3
1000;Aardappelen (incl. pootgoed);2009;1070.0;1080.0;1206.0;1205.0;3.7;3.7;88.7;89.6
1001;Aardappelen (incl. pootgoed);2010;1332.0;1343.0;1213.0;1212.0;0.6;0.6;109.9;110.8
1002;Aardappelen (incl. pootgoed);2011;1249.0;1259.0;1238.0;1237.0;2.1;2.1;100.9;101.7
1003;Aardappelen (incl. pootgoed);2012;1398.0;1404.0;1243.0;1243.0;0.4;0.5;112.4;112.9
1004;Aardappelen (incl. pootgoed);2013;1653.0;1653.0;1251.0;1251.0;0.7;0.6;132.1;132.1
1005;Aardappelen (incl. pootgoed);2014;1143.0;1143.0;1321.0;1321.0;5.6;5.6;86.5;86.5
1006;Aardappelen (incl. pootgoed);2015;1321.0;1321.0;1321.0;1321.0;0.0;0.0;100.0;100.0
1007;Aardappelen (incl. pootgoed);2016;1561.0;1561.0;1305.0;1305.0;-1.2;-1.2;119.7;119.7
1008;Aardappelen (incl. pootgoed);2017;1478.0;1478.0;1440.0;1440.0;10.4;10.4;102.6;102.6
1009;Aardappelen (incl. pootgoed);2018;1601.0;1601.0;1366.0;1366.0;-5.1;-5.1;117.2;117.2
1010;Aardappelen (incl. pootgoed);2019;1756.0;1756.0;1368.0;1368.0;0.1;0.1;128.4;128.4
1011;Aardappelen (incl. pootgoed);2020;1239.0;1239.0;1432.0;1432.0;4.7;4.7;86.5;86.5
1012;Aardappelen (incl. pootgoed);2021;1430.0;1430.0;1391.0;1391.0;-2.9;-2.9;102.8;102.8
1013;Aardappelen (incl. pootgoed);2022;1971.0;1971.0;1412.0;1412.0;1.5;1.5;139.6;139.6
1014;Aardappelen (incl. pootgoed);2023;2376.0;2376.0;1419.0;1419.0;0.5;0.5;167.5;167.5
1015;Fruit, totaal;1995;298.0;310.0;247.0;253.0;;;121.0;122.5
1016;Fruit, totaal;1996;310.0;312.0;212.0;212.0;-14.0;-16.3;146.2;147.5
1017;Fruit, totaal;1997;331.0;332.0;255.0;254.0;20.2;19.9;129.8;130.9
1018;Fruit, totaal;1998;303.0;304.0;249.0;248.0;-2.4;-2.4;121.7;122.6
1019;Fruit, totaal;1999;287.0;290.0;263.0;264.0;5.7;6.6;108.9;109.9
1020;Fruit, totaal;2000;322.0;324.0;278.0;278.0;5.8;5.1;115.7;116.7
1021;Fruit, totaal;2001;371.0;375.0;247.0;248.0;-11.4;-10.8;150.5;151.3
1022;Fruit, totaal;2002;358.0;359.0;256.0;256.0;3.8;3.5;140.0;140.0
1023;Fruit, totaal;2003;454.0;454.0;305.0;305.0;19.1;18.9;149.0;148.9
1024;Fruit, totaal;2004;447.0;447.0;332.0;333.0;9.0;9.0;134.6;134.6
1025;Fruit, totaal;2005;402.0;403.0;358.0;359.0;7.8;7.8;112.3;112.4
1026;Fruit, totaal;2006;501.0;501.0;373.0;373.0;4.0;4.0;134.5;134.5
1027;Fruit, totaal;2007;533.0;533.0;416.0;416.0;11.6;11.6;128.2;128.3
1028;Fruit, totaal;2008;640.0;640.0;392.0;392.0;-5.8;-5.8;163.4;163.4
1029;Fruit, totaal;2009;549.0;549.0;433.0;433.0;10.6;10.6;126.7;126.7
1030;Fruit, totaal;2010;598.0;598.0;495.0;495.0;14.2;14.2;120.9;120.9
1031;Fruit, totaal;2011;622.0;622.0;536.0;536.0;8.3;8.3;116.0;116.0
1032;Fruit, totaal;2012;616.0;616.0;530.0;530.0;-1.1;-1.1;116.3;116.3
1033;Fruit, totaal;2013;755.0;755.0;549.0;549.0;3.6;3.6;137.4;137.4
1034;Fruit, totaal;2014;647.0;647.0;658.0;658.0;19.8;19.8;98.3;98.3
1035;Fruit, totaal;2015;676.0;676.0;676.0;676.0;2.8;2.8;100.0;100.0
1036;Fruit, totaal;2016;693.0;693.0;678.0;678.0;0.3;0.3;102.2;102.2
1037;Fruit, totaal;2017;801.0;801.0;667.0;667.0;-1.7;-1.7;120.2;120.2
1038;Fruit, totaal;2018;816.0;816.0;672.0;672.0;0.9;0.9;121.3;121.3
1039;Fruit, totaal;2019;740.0;740.0;713.0;713.0;6.1;6.1;103.7;103.7
1040;Fruit, totaal;2020;900.0;900.0;696.0;696.0;-2.4;-2.4;129.2;129.2
1041;Fruit, totaal;2021;902.0;902.0;689.0;689.0;-1.0;-1.0;130.9;130.9
1042;Fruit, totaal;2022;842.0;842.0;679.0;679.0;-1.4;-1.4;124.0;124.0
1043;Fruit, totaal;2023;951.0;951.0;648.0;648.0;-4.6;-4.6;146.8;146.8
1044;Vers fruit, totaal;1995;298.0;310.0;247.0;253.0;;;121.0;122.5
1045;Vers fruit, totaal;1996;310.0;312.0;212.0;212.0;-14.0;-16.3;146.2;147.5
1046;Vers fruit, totaal;1997;331.0;332.0;255.0;254.0;20.2;19.9;129.8;130.9
1047;Vers fruit, totaal;1998;303.0;304.0;249.0;248.0;-2.4;-2.4;121.7;122.6
1048;Vers fruit, totaal;1999;287.0;290.0;263.0;264.0;5.7;6.6;108.9;109.9
1049;Vers fruit, totaal;2000;322.0;324.0;278.0;278.0;5.8;5.1;115.7;116.7
1050;Vers fruit, totaal;2001;371.0;375.0;247.0;248.0;-11.4;-10.8;150.5;151.3
1051;Vers fruit, totaal;2002;358.0;359.0;256.0;256.0;3.8;3.5;140.0;140.0
1052;Vers fruit, totaal;2003;454.0;454.0;305.0;305.0;19.1;18.9;149.0;148.9
1053;Vers fruit, totaal;2004;447.0;447.0;332.0;333.0;9.0;9.0;134.6;134.6
1054;Vers fruit, totaal;2005;402.0;403.0;358.0;359.0;7.8;7.8;112.3;112.4
1055;Vers fruit, totaal;2006;501.0;501.0;373.0;373.0;4.0;4.0;134.5;134.5
1056;Vers fruit, totaal;2007;533.0;533.0;416.0;416.0;11.6;11.6;128.2;128.3
1057;Vers fruit, totaal;2008;640.0;640.0;392.0;392.0;-5.8;-5.8;163.4;163.4
1058;Vers fruit, totaal;2009;549.0;549.0;433.0;433.0;10.6;10.6;126.7;126.7
1059;Vers fruit, totaal;2010;598.0;598.0;495.0;495.0;14.2;14.2;120.9;120.9
1060;Vers fruit, totaal;2011;622.0;622.0;536.0;536.0;8.3;8.3;116.0;116.0
1061;Vers fruit, totaal;2012;616.0;616.0;530.0;530.0;-1.1;-1.1;116.3;116.3
1062;Vers fruit, totaal;2013;755.0;755.0;549.0;549.0;3.6;3.6;137.4;137.4
1063;Vers fruit, totaal;2014;647.0;647.0;658.0;658.0;19.8;19.8;98.3;98.3
1064;Vers fruit, totaal;2015;676.0;676.0;676.0;676.0;2.8;2.8;100.0;100.0
1065;Vers fruit, totaal;2016;693.0;693.0;678.0;678.0;0.3;0.3;102.2;102.2
1066;Vers fruit, totaal;2017;801.0;801.0;667.0;667.0;-1.7;-1.7;120.2;120.2
1067;Vers fruit, totaal;2018;816.0;816.0;672.0;672.0;0.9;0.9;121.3;121.3
1068;Vers fruit, totaal;2019;740.0;740.0;713.0;713.0;6.1;6.1;103.7;103.7
1069;Vers fruit, totaal;2020;900.0;900.0;696.0;696.0;-2.4;-2.4;129.2;129.2
1070;Vers fruit, totaal;2021;902.0;902.0;689.0;689.0;-1.0;-1.0;130.9;130.9
1071;Vers fruit, totaal;2022;842.0;842.0;679.0;679.0;-1.4;-1.4;124.0;124.0
1072;Vers fruit, totaal;2023;;;;;;;;
1073;Appelen;1995;179.0;190.0;143.0;147.0;;;125.4;129.0
1074;Appelen;1996;199.0;201.0;117.0;116.0;-17.9;-21.4;169.7;173.6
1075;Appelen;1997;156.0;157.0;130.0;128.0;11.1;10.9;119.5;122.3
1076;Appelen;1998;123.0;123.0;134.0;131.0;2.6;2.1;92.1;94.2
1077;Appelen;1999;112.0;115.0;153.0;153.0;14.6;16.7;72.9;74.9
1078;Appelen;2000;128.0;129.0;147.0;144.0;-4.3;-5.7;87.1;89.2
1079;Appelen;2001;101.0;104.0;122.0;122.0;-17.0;-15.4;83.2;85.2
1080;Appelen;2002;95.0;95.0;106.0;107.0;-12.5;-12.5;88.9;89.1
1081;Appelen;2003;113.0;113.0;99.0;99.0;-7.1;-7.5;114.1;114.2
1082;Appelen;2004;125.0;125.0;110.0;109.0;10.8;10.7;114.2;114.3
1083;Appelen;2005;86.0;87.0;111.0;111.0;1.0;1.1;77.8;78.4
1084;Appelen;2006;105.0;105.0;100.0;100.0;-9.3;-9.3;105.1;105.1
1085;Appelen;2007;121.0;121.0;105.0;105.0;4.8;4.8;114.7;114.7
1086;Appelen;2008;144.0;144.0;106.0;106.0;0.7;0.7;135.6;135.6
1087;Appelen;2009;100.0;100.0;108.0;108.0;2.4;2.4;92.2;92.2
1088;Appelen;2010;116.0;116.0;104.0;104.0;-3.9;-3.9;111.5;111.5
1089;Appelen;2011;136.0;136.0;109.0;109.0;4.2;4.2;125.1;125.1
1090;Appelen;2012;136.0;136.0;106.0;106.0;-2.2;-2.2;127.9;127.9
