ID;LandbouwgoederenEnDiensten;Perioden;OutputTegenAfProducentwaarde_1;OutputBasisprijzen_2;OutputTegenAfProducentwaarde_3;OutputBasisprijzen_4;OutputTegenAfProducentwaarde_5;OutputBasisprijzen_6;OutputTegenAfProducentwaarde_7;OutputBasisprijzen_8
263;Haver en mengsels van zomergranen;1997;1.0;1.0;1.0;1.0;45.4;45.4;95.3;95.3
264;Haver en mengsels van zomergranen;1998;1.0;1.0;1.0;1.0;-30.4;-30.4;89.2;89.2
265;Haver en mengsels van zomergranen;1999;2.0;2.0;2.0;2.0;63.2;63.2;90.2;90.2
266;Haver en mengsels van zomergranen;2000;2.0;2.0;2.0;2.0;-1.9;-1.9;90.3;90.3
267;Haver en mengsels van zomergranen;2001;2.0;2.0;2.0;2.0;8.5;8.5;88.5;88.5
268;Haver en mengsels van zomergranen;2002;1.0;1.0;2.0;2.0;-8.0;-8.0;84.3;84.3
269;Haver en mengsels van zomergranen;2003;2.0;2.0;2.0;2.0;16.8;16.8;92.2;92.2
270;Haver en mengsels van zomergranen;2004;1.0;1.0;2.0;2.0;-11.1;-11.1;71.1;71.1
271;Haver en mengsels van zomergranen;2005;1.0;1.0;2.0;2.0;6.4;6.4;57.6;57.6
272;Haver en mengsels van zomergranen;2006;1.0;1.0;2.0;2.0;-5.0;-5.0;71.7;71.7
273;Haver en mengsels van zomergranen;2007;2.0;2.0;1.0;1.0;-19.5;-19.5;107.2;107.2
274;Haver en mengsels van zomergranen;2008;1.0;1.0;1.0;1.0;-1.7;-1.7;107.6;107.6
275;Haver en mengsels van zomergranen;2009;2.0;2.0;2.0;2.0;24.7;24.7;89.8;89.8
276;Haver en mengsels van zomergranen;2010;2.0;2.0;1.0;1.0;-22.3;-22.3;112.0;112.0
277;Haver en mengsels van zomergranen;2011;2.0;2.0;1.0;1.0;6.5;6.5;140.0;140.0
278;Haver en mengsels van zomergranen;2012;3.0;3.0;2.0;2.0;18.2;18.2;206.7;206.7
279;Haver en mengsels van zomergranen;2013;2.0;2.0;2.0;2.0;7.3;7.3;126.8;126.8
280;Haver en mengsels van zomergranen;2014;2.0;2.0;2.0;2.0;-8.6;-8.6;100.0;100.0
281;Haver en mengsels van zomergranen;2015;2.0;2.0;2.0;2.0;2.2;2.2;100.0;100.0
282;Haver en mengsels van zomergranen;2016;2.0;2.0;2.0;2.0;6.5;6.5;100.0;100.0
283;Haver en mengsels van zomergranen;2017;2.0;2.0;2.0;2.0;-1.6;-1.6;99.4;99.4
284;Haver en mengsels van zomergranen;2018;2.0;2.0;2.0;2.0;6.6;6.6;99.4;99.4
285;Haver en mengsels van zomergranen;2019;2.0;2.0;2.0;2.0;-2.1;-2.1;99.4;99.4
286;Haver en mengsels van zomergranen;2020;2.0;2.0;2.0;2.0;-9.5;-9.5;99.4;99.4
287;Haver en mengsels van zomergranen;2021;2.0;2.0;2.0;2.0;-5.3;-5.3;124.3;124.3
288;Haver en mengsels van zomergranen;2022;3.0;3.0;2.0;2.0;19.2;19.2;159.0;159.0
289;Haver en mengsels van zomergranen;2023;2.0;2.0;2.0;2.0;-1.8;-1.8;105.9;105.9
290;Korrelmaïs;1995;11.0;13.0;6.0;7.0;;;178.5;169.9
291;Korrelmaïs;1996;15.0;17.0;9.0;10.0;45.7;39.0;171.2;163.6
292;Korrelmaïs;1997;13.0;15.0;9.0;10.0;-1.8;-1.5;153.0;148.1
293;Korrelmaïs;1998;13.0;15.0;9.0;10.0;0.7;1.2;152.3;148.0
294;Korrelmaïs;1999;14.0;16.0;9.0;11.0;5.1;3.9;152.9;147.7
295;Korrelmaïs;2000;42.0;44.0;31.0;34.0;238.9;213.8;135.4;131.4
296;Korrelmaïs;2001;59.0;62.0;43.0;46.0;38.0;37.8;137.8;134.1
297;Korrelmaïs;2002;49.0;54.0;38.0;41.0;-12.2;-12.3;129.9;132.9
298;Korrelmaïs;2003;51.0;55.0;35.0;38.0;-6.0;-6.2;143.9;143.9
299;Korrelmaïs;2004;43.0;43.0;32.0;32.0;-8.8;-15.2;133.0;133.0
300;Korrelmaïs;2005;43.0;43.0;32.0;32.0;-1.8;-1.8;134.8;134.8
301;Korrelmaïs;2006;28.0;28.0;23.0;23.0;-26.9;-26.9;121.5;121.5
302;Korrelmaïs;2007;36.0;36.0;30.0;30.0;29.0;29.0;121.0;121.0
303;Korrelmaïs;2008;39.0;39.0;32.0;32.0;6.1;6.1;121.4;121.4
304;Korrelmaïs;2009;39.0;39.0;32.0;32.0;0.9;0.9;121.6;121.6
305;Korrelmaïs;2010;30.0;30.0;25.0;25.0;-22.8;-22.8;121.3;121.3
306;Korrelmaïs;2011;30.0;30.0;26.0;26.0;3.3;3.3;117.4;117.4
307;Korrelmaïs;2012;30.0;30.0;24.0;24.0;-6.7;-6.7;125.8;125.8
308;Korrelmaïs;2013;31.0;31.0;23.0;23.0;-3.3;-3.3;134.5;134.5
309;Korrelmaïs;2014;23.0;23.0;22.0;22.0;-6.5;-6.5;106.7;106.7
310;Korrelmaïs;2015;15.0;15.0;15.0;15.0;-30.4;-30.4;100.0;100.0
311;Korrelmaïs;2016;9.0;9.0;8.0;8.0;-46.7;-46.7;112.5;112.5
312;Korrelmaïs;2017;13.0;13.0;11.0;11.0;33.3;33.3;121.9;121.9
313;Korrelmaïs;2018;9.0;9.0;7.0;7.0;-30.8;-30.8;121.9;121.9
314;Korrelmaïs;2019;13.0;13.0;11.0;11.0;55.6;55.6;113.2;113.2
315;Korrelmaïs;2020;17.0;17.0;13.0;13.0;15.4;15.4;128.3;128.3
316;Korrelmaïs;2021;16.0;16.0;13.0;13.0;0.0;0.0;120.7;120.7
317;Korrelmaïs;2022;19.0;19.0;15.0;15.0;14.7;14.7;125.4;125.4
318;Korrelmaïs;2023;13.0;13.0;9.0;9.0;-44.0;-44.0;149.8;149.8
319;Andere granen;1995;2.0;2.0;3.0;3.0;;;69.7;69.7
320;Andere granen;1996;2.0;2.0;3.0;3.0;24.1;24.1;72.4;72.4
321;Andere granen;1997;2.0;2.0;3.0;3.0;-17.0;-17.0;66.5;66.5
322;Andere granen;1998;2.0;2.0;3.0;3.0;11.7;11.7;59.8;59.8
323;Andere granen;1999;1.0;1.0;2.0;2.0;-34.2;-34.2;59.9;59.9
324;Andere granen;2000;4.0;4.0;7.0;7.0;229.4;229.4;59.9;59.9
325;Andere granen;2001;2.0;2.0;2.0;2.0;-63.7;-63.7;97.3;97.3
326;Andere granen;2002;2.0;2.0;3.0;3.0;7.8;7.8;92.6;92.6
327;Andere granen;2003;2.0;2.0;2.0;2.0;-15.6;-15.6;101.4;101.4
328;Andere granen;2004;2.0;2.0;3.0;3.0;14.9;14.9;78.1;78.1
329;Andere granen;2005;2.0;2.0;3.0;3.0;17.2;17.2;63.3;63.3
330;Andere granen;2006;2.0;2.0;3.0;3.0;0.5;0.5;78.9;78.9
331;Andere granen;2007;3.0;3.0;3.0;3.0;-15.1;-15.1;117.8;117.8
332;Andere granen;2008;3.0;3.0;3.0;3.0;1.4;1.4;118.3;118.3
333;Andere granen;2009;2.0;2.0;2.0;2.0;-18.8;-18.8;98.7;98.7
334;Andere granen;2010;2.0;2.0;2.0;2.0;-22.7;-22.7;123.1;123.1
335;Andere granen;2011;2.0;2.0;1.0;1.0;-26.5;-26.5;153.8;153.8
336;Andere granen;2012;3.0;3.0;1.0;1.0;10.6;10.6;239.7;239.7
337;Andere granen;2013;2.0;2.0;1.0;1.0;-9.6;-9.6;138.4;138.4
338;Andere granen;2014;1.0;1.0;1.0;1.0;7.8;7.8;100.0;100.0
339;Andere granen;2015;1.0;1.0;1.0;1.0;-9.1;-9.1;100.0;100.0
340;Andere granen;2016;1.0;1.0;1.0;1.0;-16.4;-16.4;100.0;100.0
341;Andere granen;2017;1.0;1.0;1.0;1.0;22.9;22.9;101.3;101.3
342;Andere granen;2018;1.0;1.0;1.0;1.0;-12.8;-12.8;101.3;101.3
343;Andere granen;2019;1.0;1.0;1.0;1.0;6.1;6.1;101.3;101.3
344;Andere granen;2020;1.0;1.0;1.0;1.0;-23.2;-23.2;101.3;101.3
345;Andere granen;2021;1.0;1.0;1.0;1.0;2.6;2.6;126.7;126.7
346;Andere granen;2022;2.0;2.0;1.0;1.0;20.2;20.2;162.1;162.1
347;Andere granen;2023;1.0;1.0;1.0;1.0;11.8;11.8;107.9;107.9
348;Handelsgewassen, totaal;1995;400.0;400.0;257.0;257.0;;;155.7;155.7
349;Handelsgewassen, totaal;1996;395.0;395.0;265.0;265.0;3.3;3.4;148.9;148.9
350;Handelsgewassen, totaal;1997;403.0;403.0;266.0;266.0;0.1;0.1;151.8;151.8
351;Handelsgewassen, totaal;1998;346.0;346.0;218.0;218.0;-18.1;-18.0;159.0;159.0
352;Handelsgewassen, totaal;1999;359.0;359.0;285.0;285.0;30.8;30.8;126.1;126.1
353;Handelsgewassen, totaal;2000;357.0;357.0;267.0;267.0;-6.1;-6.1;133.5;133.5
354;Handelsgewassen, totaal;2001;384.0;384.0;246.0;246.0;-7.9;-7.9;156.0;156.0
355;Handelsgewassen, totaal;2002;351.0;351.0;257.0;257.0;4.5;4.5;136.6;136.6
356;Handelsgewassen, totaal;2003;373.0;373.0;280.0;280.0;8.9;8.9;133.1;133.1
357;Handelsgewassen, totaal;2004;376.0;376.0;276.0;276.0;-1.4;-1.4;136.1;136.1
358;Handelsgewassen, totaal;2005;318.0;318.0;261.0;261.0;-5.4;-5.4;121.7;121.7
359;Handelsgewassen, totaal;2006;273.0;273.0;226.0;226.0;-13.5;-13.5;120.8;120.8
360;Handelsgewassen, totaal;2007;235.0;235.0;217.0;217.0;-4.2;-4.2;108.6;108.6
361;Handelsgewassen, totaal;2008;220.0;220.0;207.0;207.0;-4.4;-4.4;106.3;106.3
362;Handelsgewassen, totaal;2009;296.0;296.0;236.0;236.0;13.9;13.9;125.2;125.2
363;Handelsgewassen, totaal;2010;265.0;265.0;211.0;211.0;-10.7;-10.7;125.8;125.8
364;Handelsgewassen, totaal;2011;333.0;333.0;222.0;222.0;5.6;5.6;149.6;149.6
365;Handelsgewassen, totaal;2012;352.0;352.0;229.0;229.0;3.0;3.0;153.8;153.8
366;Handelsgewassen, totaal;2013;351.0;351.0;227.0;227.0;-1.1;-1.1;154.7;154.7
367;Handelsgewassen, totaal;2014;322.0;322.0;260.0;260.0;14.7;14.7;123.7;123.7
368;Handelsgewassen, totaal;2015;197.0;197.0;197.0;197.0;-24.2;-24.2;100.0;100.0
369;Handelsgewassen, totaal;2016;206.0;206.0;217.0;217.0;10.0;10.0;94.9;94.9
370;Handelsgewassen, totaal;2017;270.0;270.0;298.0;298.0;37.6;37.6;90.6;90.6
371;Handelsgewassen, totaal;2018;185.0;185.0;256.0;256.0;-14.2;-14.2;72.2;72.2
372;Handelsgewassen, totaal;2019;198.0;198.0;261.0;261.0;2.0;2.0;75.9;75.9
373;Handelsgewassen, totaal;2020;185.0;185.0;256.0;256.0;-1.8;-1.8;72.3;72.3
374;Handelsgewassen, totaal;2021;212.0;212.0;270.0;270.0;5.5;5.5;78.4;78.4
375;Handelsgewassen, totaal;2022;363.0;363.0;281.0;281.0;4.0;4.0;129.1;129.1
376;Handelsgewassen, totaal;2023;357.0;357.0;270.0;270.0;-4.0;-4.0;132.1;132.1
377;Oliehoudende zaden en vruchten (incl....;1995;10.0;10.0;5.0;5.0;;;190.5;190.5
378;Oliehoudende zaden en vruchten (incl....;1996;7.0;7.0;4.0;4.0;-20.0;-20.0;166.7;166.7
379;Oliehoudende zaden en vruchten (incl....;1997;6.0;6.0;4.0;4.0;-14.3;-14.3;166.7;166.7
380;Oliehoudende zaden en vruchten (incl....;1998;7.0;7.0;4.0;4.0;16.7;16.7;166.7;166.7
381;Oliehoudende zaden en vruchten (incl....;1999;8.0;8.0;6.0;6.0;42.9;42.9;133.3;133.3
382;Oliehoudende zaden en vruchten (incl....;2000;8.0;8.0;5.0;5.0;-25.0;-25.0;177.8;177.8
383;Oliehoudende zaden en vruchten (incl....;2001;6.0;6.0;5.0;5.0;0.0;0.0;133.3;133.3
384;Oliehoudende zaden en vruchten (incl....;2002;4.0;4.0;3.0;3.0;-33.3;-33.3;133.3;133.3
385;Oliehoudende zaden en vruchten (incl....;2003;4.0;4.0;3.0;3.0;0.0;0.0;133.3;133.3
386;Oliehoudende zaden en vruchten (incl....;2004;4.0;4.0;3.0;3.0;0.0;0.0;133.3;133.3
387;Oliehoudende zaden en vruchten (incl....;2005;5.0;5.0;4.0;4.0;25.0;25.0;133.3;133.3
388;Oliehoudende zaden en vruchten (incl....;2006;7.0;7.0;5.0;5.0;40.0;40.0;133.3;133.3
389;Oliehoudende zaden en vruchten (incl....;2007;7.0;7.0;5.0;5.0;0.0;0.0;133.3;133.3
390;Oliehoudende zaden en vruchten (incl....;2008;8.0;8.0;6.0;6.0;14.3;14.3;133.3;133.3
391;Oliehoudende zaden en vruchten (incl....;2009;8.0;8.0;6.0;6.0;0.0;0.0;133.3;133.3
392;Oliehoudende zaden en vruchten (incl....;2010;8.0;8.0;6.0;6.0;0.0;0.0;133.3;133.3
393;Oliehoudende zaden en vruchten (incl....;2011;6.0;6.0;4.0;4.0;-25.0;-25.0;133.3;133.3
394;Oliehoudende zaden en vruchten (incl....;2012;7.0;7.0;5.0;5.0;16.7;16.7;133.3;133.3
395;Oliehoudende zaden en vruchten (incl....;2013;9.0;9.0;7.0;7.0;28.6;28.6;133.3;133.3
396;Oliehoudende zaden en vruchten (incl....;2014;7.0;7.0;5.0;5.0;-22.2;-22.2;133.3;133.3
397;Oliehoudende zaden en vruchten (incl....;2015;6.0;6.0;6.0;6.0;14.3;14.3;100.0;100.0
398;Oliehoudende zaden en vruchten (incl....;2016;4.0;4.0;4.0;4.0;-33.3;-33.3;100.0;100.0
399;Oliehoudende zaden en vruchten (incl....;2017;4.0;4.0;4.0;4.0;0.0;0.0;100.0;100.0
400;Oliehoudende zaden en vruchten (incl....;2018;3.0;3.0;4.0;4.0;0.0;0.0;75.0;75.0
401;Oliehoudende zaden en vruchten (incl....;2019;4.0;4.0;4.0;4.0;0.0;0.0;100.0;100.0
402;Oliehoudende zaden en vruchten (incl....;2020;4.0;4.0;4.0;4.0;0.0;0.0;100.0;100.0
403;Oliehoudende zaden en vruchten (incl....;2021;4.0;4.0;3.0;3.0;-25.0;-25.0;133.3;133.3
404;Oliehoudende zaden en vruchten (incl....;2022;8.0;8.0;4.0;4.0;25.0;25.0;213.3;213.3
405;Oliehoudende zaden en vruchten (incl....;2023;8.0;8.0;4.0;4.0;8.7;8.7;190.6;190.6
406;Kool- en raapzaad;1995;1.0;1.0;0.0;0.0;;;114.6;114.6
407;Kool- en raapzaad;1996;0.0;0.0;0.0;0.0;-29.0;-29.0;143.2;143.2
408;Kool- en raapzaad;1997;1.0;1.0;0.0;0.0;-0.5;-0.5;167.1;167.1
409;Kool- en raapzaad;1998;1.0;1.0;0.0;0.0;56.0;56.0;158.2;158.2
410;Kool- en raapzaad;1999;1.0;1.0;1.0;1.0;78.5;78.5;128.3;128.3
411;Kool- en raapzaad;2000;1.0;1.0;1.0;1.0;-31.3;-31.3;176.5;176.5
412;Kool- en raapzaad;2001;1.0;1.0;0.0;0.0;-25.1;-25.1;133.3;133.3
413;Kool- en raapzaad;2002;0.0;0.0;0.0;0.0;-55.4;-55.4;133.3;133.3
414;Kool- en raapzaad;2003;1.0;1.0;0.0;0.0;88.6;88.6;133.3;133.3
415;Kool- en raapzaad;2004;1.0;1.0;1.0;1.0;109.5;109.5;133.3;133.3
416;Kool- en raapzaad;2005;2.0;2.0;1.0;1.0;63.1;63.1;133.3;133.3
417;Kool- en raapzaad;2006;3.0;3.0;3.0;3.0;92.0;92.0;133.3;133.3
418;Kool- en raapzaad;2007;4.0;4.0;3.0;3.0;13.5;13.5;133.3;133.3
419;Kool- en raapzaad;2008;3.0;3.0;3.0;3.0;-8.9;-8.9;133.3;133.3
420;Kool- en raapzaad;2009;4.0;4.0;3.0;3.0;1.5;1.5;133.3;133.3
421;Kool- en raapzaad;2010;4.0;4.0;3.0;3.0;5.0;5.0;133.3;133.3
422;Kool- en raapzaad;2011;2.0;2.0;2.0;2.0;-36.1;-36.1;133.3;133.3
423;Kool- en raapzaad;2012;3.0;3.0;2.0;2.0;17.0;17.0;133.3;133.3
424;Kool- en raapzaad;2013;4.0;4.0;3.0;3.0;33.2;33.2;133.3;133.3
425;Kool- en raapzaad;2014;4.0;4.0;3.0;3.0;-3.2;-3.2;133.3;133.3
426;Kool- en raapzaad;2015;2.0;2.0;2.0;2.0;-14.2;-14.2;100.0;100.0
427;Kool- en raapzaad;2016;1.0;1.0;1.0;1.0;-41.1;-41.1;100.0;100.0
428;Kool- en raapzaad;2017;2.0;2.0;2.0;2.0;44.4;44.4;100.0;100.0
429;Kool- en raapzaad;2018;1.0;1.0;2.0;2.0;-21.5;-21.5;75.0;75.0
430;Kool- en raapzaad;2019;1.0;1.0;1.0;1.0;-10.5;-10.5;100.0;100.0
431;Kool- en raapzaad;2020;1.0;1.0;1.0;1.0;-2.8;-2.8;100.0;100.0
432;Kool- en raapzaad;2021;1.0;1.0;1.0;1.0;-32.6;-32.6;133.3;133.3
433;Kool- en raapzaad;2022;3.0;3.0;1.0;1.0;58.4;58.4;213.3;213.3
434;Kool- en raapzaad;2023;;;;;;;;
435;Andere oliehoudende producten;1995;9.0;9.0;5.0;5.0;;;197.3;197.3
436;Andere oliehoudende producten;1996;7.0;7.0;4.0;4.0;-19.5;-19.5;169.1;169.1
437;Andere oliehoudende producten;1997;5.0;5.0;3.0;3.0;-15.3;-15.3;166.8;166.8
438;Andere oliehoudende producten;1998;6.0;6.0;4.0;4.0;12.8;12.8;168.0;168.0
439;Andere oliehoudende producten;1999;7.0;7.0;5.0;5.0;38.3;38.3;134.1;134.1
440;Andere oliehoudende producten;2000;7.0;7.0;4.0;4.0;-24.0;-24.0;177.9;177.9
441;Andere oliehoudende producten;2001;5.0;5.0;4.0;4.0;3.9;3.9;133.3;133.3
442;Andere oliehoudende producten;2002;4.0;4.0;3.0;3.0;-30.8;-30.8;133.3;133.3
443;Andere oliehoudende producten;2003;3.0;3.0;3.0;3.0;-6.4;-6.4;133.3;133.3
444;Andere oliehoudende producten;2004;3.0;3.0;2.0;2.0;-16.1;-16.1;133.3;133.3
445;Andere oliehoudende producten;2005;3.0;3.0;2.0;2.0;11.1;11.1;133.3;133.3
446;Andere oliehoudende producten;2006;4.0;4.0;3.0;3.0;12.1;12.1;133.3;133.3
447;Andere oliehoudende producten;2007;3.0;3.0;2.0;2.0;-12.4;-12.4;133.3;133.3
448;Andere oliehoudende producten;2008;5.0;5.0;3.0;3.0;41.9;41.9;133.3;133.3
449;Andere oliehoudende producten;2009;4.0;4.0;3.0;3.0;-1.1;-1.1;133.3;133.3
450;Andere oliehoudende producten;2010;4.0;4.0;3.0;3.0;-3.9;-3.9;133.3;133.3
451;Andere oliehoudende producten;2011;4.0;4.0;3.0;3.0;-15.4;-15.4;133.3;133.3
452;Andere oliehoudende producten;2012;4.0;4.0;3.0;3.0;16.4;16.4;133.3;133.3
453;Andere oliehoudende producten;2013;5.0;5.0;4.0;4.0;25.6;25.6;133.3;133.3
454;Andere oliehoudende producten;2014;3.0;3.0;3.0;3.0;-35.4;-35.4;133.3;133.3
455;Andere oliehoudende producten;2015;4.0;4.0;4.0;4.0;43.8;43.8;100.0;100.0
456;Andere oliehoudende producten;2016;3.0;3.0;3.0;3.0;-28.5;-28.5;100.0;100.0
457;Andere oliehoudende producten;2017;2.0;2.0;2.0;2.0;-22.6;-22.6;100.0;100.0
458;Andere oliehoudende producten;2018;2.0;2.0;2.0;2.0;20.5;20.5;75.0;75.0
459;Andere oliehoudende producten;2019;3.0;3.0;3.0;3.0;6.5;6.5;100.0;100.0
460;Andere oliehoudende producten;2020;3.0;3.0;3.0;3.0;1.5;1.5;100.0;100.0
461;Andere oliehoudende producten;2021;3.0;3.0;2.0;2.0;-21.2;-21.2;133.3;133.3
462;Andere oliehoudende producten;2022;5.0;5.0;2.0;2.0;10.8;10.8;213.3;213.3
463;Andere oliehoudende producten;2023;;;;;;;;
464;Eiwitrijke gewassen (incl. zaaigoed);1995;47.0;47.0;20.0;20.0;;;233.7;233.7
465;Eiwitrijke gewassen (incl. zaaigoed);1996;30.0;30.0;27.0;27.0;31.8;31.8;113.4;113.4
466;Eiwitrijke gewassen (incl. zaaigoed);1997;36.0;36.0;35.0;35.0;32.9;32.9;101.6;101.6
467;Eiwitrijke gewassen (incl. zaaigoed);1998;31.0;31.0;33.0;33.0;-6.1;-6.1;93.9;93.9
468;Eiwitrijke gewassen (incl. zaaigoed);1999;32.0;32.0;36.0;36.0;9.5;9.5;87.4;87.4
469;Eiwitrijke gewassen (incl. zaaigoed);2000;29.0;29.0;31.0;31.0;-14.4;-14.4;94.1;94.1
470;Eiwitrijke gewassen (incl. zaaigoed);2001;39.0;39.0;38.0;38.0;23.1;23.1;101.8;101.8
471;Eiwitrijke gewassen (incl. zaaigoed);2002;39.0;39.0;41.0;41.0;7.1;7.1;96.5;96.5
472;Eiwitrijke gewassen (incl. zaaigoed);2003;58.0;58.0;57.0;57.0;39.6;39.6;100.8;100.8
473;Eiwitrijke gewassen (incl. zaaigoed);2004;58.0;58.0;63.0;63.0;10.7;10.7;92.3;92.3
474;Eiwitrijke gewassen (incl. zaaigoed);2005;40.0;40.0;42.0;42.0;-33.9;-33.9;96.0;96.0
475;Eiwitrijke gewassen (incl. zaaigoed);2006;23.0;23.0;24.0;24.0;-43.2;-43.2;95.3;95.3
476;Eiwitrijke gewassen (incl. zaaigoed);2007;14.0;14.0;15.0;15.0;-38.1;-38.1;96.8;96.8
477;Eiwitrijke gewassen (incl. zaaigoed);2008;15.0;15.0;14.0;14.0;-3.6;-3.6;105.9;105.9
478;Eiwitrijke gewassen (incl. zaaigoed);2009;19.0;19.0;17.0;17.0;16.9;16.9;117.2;117.2
479;Eiwitrijke gewassen (incl. zaaigoed);2010;18.0;18.0;15.0;15.0;-8.2;-8.2;118.5;118.5
480;Eiwitrijke gewassen (incl. zaaigoed);2011;13.0;13.0;10.0;10.0;-33.3;-33.3;128.3;128.3
481;Eiwitrijke gewassen (incl. zaaigoed);2012;17.0;17.0;12.0;12.0;15.4;15.4;145.5;145.5
482;Eiwitrijke gewassen (incl. zaaigoed);2013;17.0;17.0;12.0;12.0;0.0;0.0;145.5;145.5
483;Eiwitrijke gewassen (incl. zaaigoed);2014;14.0;14.0;11.0;11.0;-5.9;-5.9;127.3;127.3
484;Eiwitrijke gewassen (incl. zaaigoed);2015;11.0;11.0;11.0;11.0;0.0;0.0;100.0;100.0
485;Eiwitrijke gewassen (incl. zaaigoed);2016;9.0;9.0;10.0;10.0;-9.1;-9.1;90.0;90.0
486;Eiwitrijke gewassen (incl. zaaigoed);2017;11.0;11.0;13.0;13.0;33.3;33.3;82.5;82.5
487;Eiwitrijke gewassen (incl. zaaigoed);2018;8.0;8.0;12.0;12.0;-9.1;-9.1;66.0;66.0
488;Eiwitrijke gewassen (incl. zaaigoed);2019;9.0;9.0;14.0;14.0;12.5;12.5;66.0;66.0
489;Eiwitrijke gewassen (incl. zaaigoed);2020;10.0;10.0;15.0;15.0;11.1;11.1;66.0;66.0
490;Eiwitrijke gewassen (incl. zaaigoed);2021;12.0;12.0;17.0;17.0;10.0;10.0;72.0;72.0
491;Eiwitrijke gewassen (incl. zaaigoed);2022;17.0;17.0;14.0;14.0;-15.0;-15.0;120.1;120.1
492;Eiwitrijke gewassen (incl. zaaigoed);2023;18.0;18.0;15.0;15.0;5.7;5.7;122.8;122.8
493;Suikerbieten;1995;331.0;331.0;215.0;215.0;;;154.1;154.1
494;Suikerbieten;1996;348.0;348.0;216.0;216.0;0.3;0.3;161.2;161.2
495;Suikerbieten;1997;340.0;340.0;210.0;210.0;-2.8;-2.8;162.0;162.0
496;Suikerbieten;1998;290.0;290.0;167.0;167.0;-20.2;-20.2;173.5;173.5
497;Suikerbieten;1999;296.0;296.0;223.0;223.0;33.4;33.4;132.6;132.6
498;Suikerbieten;2000;293.0;293.0;209.0;209.0;-6.4;-6.4;140.1;140.1
499;Suikerbieten;2001;313.0;313.0;186.0;186.0;-10.8;-10.8;168.2;168.2
500;Suikerbieten;2002;277.0;277.0;194.0;194.0;4.1;4.1;143.0;143.0
501;Suikerbieten;2003;278.0;278.0;203.0;203.0;4.8;4.8;137.1;137.1
502;Suikerbieten;2004;279.0;279.0;194.0;194.0;-4.6;-4.6;143.7;143.7
503;Suikerbieten;2005;240.0;240.0;192.0;192.0;-0.8;-0.8;124.7;124.7
504;Suikerbieten;2006;218.0;218.0;176.0;176.0;-8.2;-8.2;123.7;123.7
505;Suikerbieten;2007;197.0;197.0;181.0;181.0;2.5;2.5;109.1;109.1
506;Suikerbieten;2008;179.0;179.0;171.0;171.0;-5.5;-5.5;104.9;104.9
507;Suikerbieten;2009;246.0;246.0;196.0;196.0;14.5;14.5;125.7;125.7
508;Suikerbieten;2010;223.0;223.0;177.0;177.0;-9.8;-9.8;126.3;126.3
509;Suikerbieten;2011;300.0;300.0;198.0;198.0;12.1;12.1;151.6;151.6
510;Suikerbieten;2012;305.0;305.0;197.0;197.0;-0.7;-0.7;155.2;155.2
511;Suikerbieten;2013;305.0;305.0;195.0;195.0;-0.7;-0.7;156.2;156.2
512;Suikerbieten;2014;285.0;285.0;231.0;231.0;18.4;18.4;123.3;123.3
513;Suikerbieten;2015;163.0;163.0;163.0;163.0;-29.5;-29.5;100.0;100.0
514;Suikerbieten;2016;177.0;177.0;186.0;186.0;14.1;14.1;95.2;95.2
515;Suikerbieten;2017;243.0;243.0;268.0;268.0;44.1;44.1;90.7;90.7
516;Suikerbieten;2018;165.0;165.0;228.0;228.0;-14.8;-14.8;72.3;72.3
517;Suikerbieten;2019;172.0;172.0;227.0;227.0;-0.6;-0.6;75.8;75.8
518;Suikerbieten;2020;163.0;163.0;227.0;227.0;0.0;0.0;71.8;71.8
519;Suikerbieten;2021;183.0;183.0;237.0;237.0;4.3;4.3;77.3;77.3
520;Suikerbieten;2022;322.0;322.0;250.0;250.0;5.6;5.6;129.0;129.0
521;Suikerbieten;2023;314.0;314.0;237.0;237.0;-5.0;-5.0;132.4;132.4
522;Andere handelsgewassen, totaal;1995;11.0;11.0;22.0;22.0;;;52.2;52.3
523;Andere handelsgewassen, totaal;1996;10.0;10.0;21.0;21.0;-4.1;-3.3;49.6;49.7
524;Andere handelsgewassen, totaal;1997;22.0;22.0;23.0;23.0;10.8;9.9;93.9;94.0
525;Andere handelsgewassen, totaal;1998;18.0;18.0;20.0;20.0;-13.2;-12.6;88.8;89.0
526;Andere handelsgewassen, totaal;1999;24.0;24.0;24.0;25.0;21.9;21.7;96.4;96.5
527;Andere handelsgewassen, totaal;2000;27.0;27.0;28.0;28.0;15.0;15.0;96.6;96.7
528;Andere handelsgewassen, totaal;2001;26.0;26.0;25.0;25.0;-12.5;-12.6;105.4;105.4
529;Andere handelsgewassen, totaal;2002;31.0;31.0;28.0;28.0;14.3;13.9;108.8;108.8
530;Andere handelsgewassen, totaal;2003;33.0;33.0;30.0;30.0;7.9;7.9;108.3;108.3
531;Andere handelsgewassen, totaal;2004;35.0;35.0;32.0;32.0;4.6;4.6;111.2;111.2
532;Andere handelsgewassen, totaal;2005;33.0;33.0;32.0;32.0;1.9;1.9;102.6;102.6
533;Andere handelsgewassen, totaal;2006;25.0;25.0;25.0;25.0;-24.0;-24.0;102.7;102.7
534;Andere handelsgewassen, totaal;2007;17.0;17.0;17.0;17.0;-32.2;-32.2;100.3;100.3
535;Andere handelsgewassen, totaal;2008;18.0;18.0;17.0;17.0;0.4;0.4;107.5;107.5
