ID;Geslacht;Niveau;Leerweg;Studierichting;Regio;Perioden;MboStudenten_1
8353;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zaanstreek/Waterland (AM);2018/'19;10.0
8354;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zaanstreek/Waterland (AM);2019/'20;10.0
8355;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zaanstreek/Waterland (AM);2020/'21;10.0
8356;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zaanstreek/Waterland (AM);2021/'22;60.0
8357;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zaanstreek/Waterland (AM);2022/'23;0.0
8358;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zaanstreek/Waterland (AM);2023/'24;0.0
8359;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zaanstreek/Waterland (AM);2024/'25;0.0
8360;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2015/'16;80.0
8361;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2016/'17;10.0
8362;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2017/'18;10.0
8363;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2018/'19;20.0
8364;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2019/'20;40.0
8365;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2020/'21;80.0
8366;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2021/'22;80.0
8367;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2022/'23;80.0
8368;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2023/'24;20.0
8369;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Groot Amsterdam (AM);2024/'25;30.0
8370;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2015/'16;0.0
8371;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2016/'17;0.0
8372;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2017/'18;0.0
8373;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2018/'19;0.0
8374;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2019/'20;0.0
8375;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2020/'21;0.0
8376;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2021/'22;10.0
8377;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2022/'23;0.0
8378;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2023/'24;0.0
8379;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Holland Rijnland (AM);2024/'25;0.0
8380;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2015/'16;0.0
8381;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2016/'17;0.0
8382;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2017/'18;0.0
8383;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2018/'19;0.0
8384;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2019/'20;0.0
8385;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2020/'21;0.0
8386;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2021/'22;0.0
8387;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2022/'23;0.0
8388;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2023/'24;0.0
8389;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Holland (AM);2024/'25;0.0
8390;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2015/'16;0.0
8391;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2016/'17;0.0
8392;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2017/'18;0.0
8393;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2018/'19;0.0
8394;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2019/'20;0.0
8395;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2020/'21;0.0
8396;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2021/'22;0.0
8397;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2022/'23;0.0
8398;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2023/'24;0.0
8399;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Haaglanden (AM);2024/'25;100.0
8400;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2015/'16;50.0
8401;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2016/'17;0.0
8402;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2017/'18;0.0
8403;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2018/'19;0.0
8404;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2019/'20;0.0
8405;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2020/'21;0.0
8406;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2021/'22;0.0
8407;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2022/'23;0.0
8408;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2023/'24;0.0
8409;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Rijnmond (AM);2024/'25;10.0
8410;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2015/'16;0.0
8411;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2016/'17;0.0
8412;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2017/'18;0.0
8413;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2018/'19;0.0
8414;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2019/'20;0.0
8415;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2020/'21;0.0
8416;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2021/'22;0.0
8417;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2022/'23;0.0
8418;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2023/'24;0.0
8419;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Drechtsteden (AM);2024/'25;0.0
8420;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2015/'16;0.0
8421;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2016/'17;0.0
8422;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2017/'18;0.0
8423;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2018/'19;0.0
8424;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2019/'20;0.0
8425;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2020/'21;0.0
8426;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2021/'22;0.0
8427;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2022/'23;0.0
8428;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2023/'24;0.0
8429;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zeeland (AM);2024/'25;0.0
8430;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2015/'16;10.0
8431;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2016/'17;0.0
8432;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2017/'18;0.0
8433;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2018/'19;0.0
8434;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2019/'20;0.0
8435;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2020/'21;0.0
8436;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2021/'22;0.0
8437;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2022/'23;0.0
8438;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2023/'24;0.0
8439;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;West-Brabant (AM);2024/'25;10.0
8440;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2015/'16;0.0
8441;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2016/'17;0.0
8442;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2017/'18;0.0
8443;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2018/'19;0.0
8444;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2019/'20;0.0
8445;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2020/'21;0.0
8446;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2021/'22;0.0
8447;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2022/'23;0.0
8448;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2023/'24;0.0
8449;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Brabant (AM);2024/'25;20.0
8450;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2015/'16;0.0
8451;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2016/'17;0.0
8452;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2017/'18;0.0
8453;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2018/'19;0.0
8454;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2019/'20;0.0
8455;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2020/'21;0.0
8456;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2021/'22;10.0
8457;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2022/'23;10.0
8458;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2023/'24;20.0
8459;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noordoost-Brabant (AM);2024/'25;20.0
8460;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2015/'16;0.0
8461;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2016/'17;0.0
8462;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2017/'18;0.0
8463;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2018/'19;0.0
8464;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2019/'20;0.0
8465;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2020/'21;0.0
8466;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2021/'22;10.0
8467;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2022/'23;0.0
8468;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2023/'24;0.0
8469;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuidoost-Brabant (AM);2024/'25;0.0
8470;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2015/'16;0.0
8471;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2016/'17;0.0
8472;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2017/'18;0.0
8473;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2018/'19;0.0
8474;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2019/'20;10.0
8475;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2020/'21;20.0
8476;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2021/'22;10.0
8477;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2022/'23;20.0
8478;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2023/'24;10.0
8479;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Noord-Limburg (AM);2024/'25;10.0
8480;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2015/'16;0.0
8481;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2016/'17;0.0
8482;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2017/'18;0.0
8483;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2018/'19;0.0
8484;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2019/'20;0.0
8485;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2020/'21;0.0
8486;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2021/'22;0.0
8487;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2022/'23;0.0
8488;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2023/'24;0.0
8489;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Limburg (AM);2024/'25;0.0
8490;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2015/'16;70.0
8491;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2016/'17;20.0
8492;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2017/'18;
8493;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2018/'19;
8494;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2019/'20;
8495;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2020/'21;
8496;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2021/'22;
8497;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2022/'23;
8498;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2023/'24;
8499;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Food Valley (AM);2024/'25;
8500;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2015/'16;0.0
8501;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2016/'17;0.0
8502;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2017/'18;0.0
8503;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2018/'19;0.0
8504;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2019/'20;0.0
8505;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2020/'21;0.0
8506;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2021/'22;0.0
8507;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2022/'23;0.0
8508;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2023/'24;0.0
8509;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Helmond-De Peel (AM);2024/'25;0.0
8510;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2015/'16;0.0
8511;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2016/'17;0.0
8512;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2017/'18;0.0
8513;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2018/'19;0.0
8514;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2019/'20;10.0
8515;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2020/'21;20.0
8516;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2021/'22;20.0
8517;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2022/'23;20.0
8518;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2023/'24;10.0
8519;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Midden-Limburg (AM);2024/'25;10.0
8520;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2015/'16;60.0
8521;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2016/'17;0.0
8522;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2017/'18;0.0
8523;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2018/'19;0.0
8524;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2019/'20;0.0
8525;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2020/'21;0.0
8526;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2021/'22;0.0
8527;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2022/'23;0.0
8528;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2023/'24;0.0
8529;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Zuid-Holland Centraal (AM);2024/'25;0.0
8530;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Gorinchem (AM);2015/'16;0.0
8531;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Gorinchem (AM);2016/'17;0.0
8532;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Gorinchem (AM);2017/'18;0.0
8533;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);niet gespecificeerd naar sectorkamer;Gorinchem (AM);2018/'19;0.0
