ID;BewoondeVertrekken;Gebieden;Woningen_1;Totaal_2;NietInDirectContactMetBuitenlucht_3;InDirectContactMetBuitenlucht_4;AantalBewoners_5;Pagina_6;k_1PersoonOfMinder_7;MeerDan1TM2Personen_8;MeerDan2TM3Personen_9;MeerDan3TM4Personen_10;MeerDan4TM6Personen_11;MeerDan6Personen_12;Pagina_13
2904;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Folsgare;9;27;0;27;54;WS 40;0;7;2;0;0;0;WS 88
2905;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Tjalhuizum;4;12;0;12;20;WS 40;0;4;0;0;0;0;WS 88
2906;3 bewoonde vertrekken;Wijmbritseradeel, Wijk IJsbrechtum;17;51;0;51;102;WS 40;4;6;4;2;1;0;WS 88
2907;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Tirns;16;48;1;47;94;WS 40;3;7;5;0;1;0;WS 88
2908;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Scharnegoutum;14;42;4;38;77;WS 40;4;6;3;1;0;0;WS 88
2909;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Loenga;2;6;0;6;15;WS 40;0;1;0;1;0;0;WS 88
2910;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Goenga;19;57;3;54;82;WS 40;7;10;2;0;0;0;WS 88
2911;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Gauw;6;18;0;18;43;WS 40;1;0;4;1;0;0;WS 88
2912;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Offingawier;4;12;1;11;19;WS 40;1;3;0;0;0;0;WS 88
2913;3 bewoonde vertrekken;Winterswijk, Totaal;461;1383;44;1339;2479;WS 10;98;226;115;21;1;0;WS 64
2914;3 bewoonde vertrekken;Winterswijk, Wijk A;197;591;39;552;938;WS 10;60;95;38;4;0;0;WS 64
2915;3 bewoonde vertrekken;Winterswijk, Wijk B;39;117;0;117;210;WS 10;5;25;8;1;0;0;WS 64
2916;3 bewoonde vertrekken;Winterswijk, Wijk C;29;87;1;86;157;WS 10;6;15;6;2;0;0;WS 64
2917;3 bewoonde vertrekken;Winterswijk, Wijk D;49;147;1;146;282;WS 10;7;25;15;2;0;0;WS 64
2918;3 bewoonde vertrekken;Winterswijk, Wijk E;13;39;0;39;77;WS 10;2;6;3;2;0;0;WS 64
2919;3 bewoonde vertrekken;Winterswijk, Wijk F;9;27;1;26;55;WS 10;1;4;4;0;0;0;WS 64
2920;3 bewoonde vertrekken;Winterswijk, Wijk G;7;21;0;21;52;WS 10;0;3;2;2;0;0;WS 64
2921;3 bewoonde vertrekken;Winterswijk, Wijk H;40;120;1;119;221;WS 10;6;19;15;0;0;0;WS 64
2922;3 bewoonde vertrekken;Winterswijk, Wijk I;9;27;0;27;41;WS 10;3;5;1;0;0;0;WS 64
2923;3 bewoonde vertrekken;Winterswijk, Wijk K;40;120;1;119;271;WS 10;4;15;15;5;1;0;WS 64
2924;3 bewoonde vertrekken;Winterswijk, Wijk L;29;87;0;87;175;WS 10;4;14;8;3;0;0;WS 64
2925;3 bewoonde vertrekken;Wonseradeel, Totaal;303;909;29;880;1615;WS 38;68;161;56;16;2;0;WS 86
2926;3 bewoonde vertrekken;Wonseradeel, Wijk Allingawier;9;27;0;27;42;WS 38;1;7;1;0;0;0;WS 86
2927;3 bewoonde vertrekken;Wonseradeel, Wijk Arum;33;99;3;96;185;WS 38;8;16;4;4;1;0;WS 86
2928;3 bewoonde vertrekken;Wonseradeel, Wijk Burgwerd;8;24;0;24;41;WS 38;1;6;1;0;0;0;WS 86
2929;3 bewoonde vertrekken;Wonseradeel, Wijk Cornwerd;11;33;0;33;58;WS 38;2;7;2;0;0;0;WS 86
2930;3 bewoonde vertrekken;Wonseradeel, Wijk Dedgum;4;12;1;11;17;WS 38;1;3;0;0;0;0;WS 86
2931;3 bewoonde vertrekken;Wonseradeel, Wijk Engwier;1;3;0;3;9;WS 38;0;0;1;0;0;0;WS 86
2932;3 bewoonde vertrekken;Wonseradeel, Wijk Exmorra;10;30;0;30;53;WS 38;1;7;2;0;0;0;WS 86
2933;3 bewoonde vertrekken;Wonseradeel, Wijk Ferwoude;10;30;0;30;57;WS 38;0;7;3;0;0;0;WS 86
2934;3 bewoonde vertrekken;Wonseradeel, Wijk Gaast;5;15;0;15;33;WS 38;1;2;1;0;1;0;WS 86
2935;3 bewoonde vertrekken;Wonseradeel, Wijk Greonterp;3;9;0;9;15;WS 38;0;2;1;0;0;0;WS 86
2936;3 bewoonde vertrekken;Wonseradeel, Wijk Hartwerd;1;3;0;3;7;WS 38;0;0;1;0;0;0;WS 86
2937;3 bewoonde vertrekken;Wonseradeel, Wijk Hichtum;5;15;1;14;37;WS 38;0;3;1;1;0;0;WS 86
2938;3 bewoonde vertrekken;Wonseradeel, Wijk Hieslum;0;0;0;0;0;WS 38;0;0;0;0;0;0;WS 86
2939;3 bewoonde vertrekken;Wonseradeel, Wijk Idsegahuizum;4;12;0;12;27;WS 38;0;1;3;0;0;0;WS 86
2940;3 bewoonde vertrekken;Wonseradeel, Wijk Kimswerd;15;45;3;42;76;WS 38;4;6;5;0;0;0;WS 86
2941;3 bewoonde vertrekken;Wonseradeel, Wijk Lollum;9;27;0;27;55;WS 38;2;3;3;1;0;0;WS 86
2942;3 bewoonde vertrekken;Wonseradeel, Wijk Makkum;39;117;7;110;172;WS 38;18;15;5;1;0;0;WS 86
2943;3 bewoonde vertrekken;Wonseradeel, Wijk Oldeclooster;2;6;0;6;18;WS 38;0;1;0;1;0;0;WS 86
2944;3 bewoonde vertrekken;Wonseradeel, Wijk Parrega;6;18;2;16;40;WS 38;1;2;2;1;0;0;WS 86
2945;3 bewoonde vertrekken;Wonseradeel, Wijk Piaam;4;12;0;12;18;WS 38;2;2;0;0;0;0;WS 86
2946;3 bewoonde vertrekken;Wonseradeel, Wijk Pingjum;23;69;4;65;116;WS 38;5;11;7;0;0;0;WS 86
2947;3 bewoonde vertrekken;Wonseradeel, Wijk Schettens;7;21;1;20;37;WS 38;1;5;1;0;0;0;WS 86
2948;3 bewoonde vertrekken;Wonseradeel, Wijk Schraard;9;27;1;26;42;WS 38;3;5;1;0;0;0;WS 86
2949;3 bewoonde vertrekken;Wonseradeel, Wijk Tjerkwerd;16;48;0;48;84;WS 38;2;12;2;0;0;0;WS 86
2950;3 bewoonde vertrekken;Wonseradeel, Wijk Ugoclooster;0;0;0;0;0;WS 38;0;0;0;0;0;0;WS 86
2951;3 bewoonde vertrekken;Wonseradeel, Wijk Witmarsum;37;111;4;107;192;WS 38;9;21;5;2;0;0;WS 86
2952;3 bewoonde vertrekken;Wonseradeel, Wijk Longerhouw;7;21;0;21;30;WS 38;3;3;1;0;0;0;WS 86
2953;3 bewoonde vertrekken;Wonseradeel, Wijk Wons;18;54;2;52;113;WS 38;3;9;2;4;0;0;WS 86
2954;3 bewoonde vertrekken;Wonseradeel, Wijk Zurich;7;21;0;21;41;WS 38;0;5;1;1;0;0;WS 86
2955;3 bewoonde vertrekken;Zaandam, Totaal;523;1569;97;1472;2537;WS 20;170;225;110;17;1;0;WS 72
2956;3 bewoonde vertrekken;Zaandam, Wijk A;51;153;9;144;264;WS 20;12;26;11;2;0;0;WS 72
2957;3 bewoonde vertrekken;Zaandam, Wijk B;38;114;8;106;188;WS 20;10;17;11;0;0;0;WS 72
2958;3 bewoonde vertrekken;Zaandam, Wijk C;45;135;14;121;235;WS 20;14;15;14;2;0;0;WS 72
2959;3 bewoonde vertrekken;Zaandam, Wijk D;31;93;5;88;164;WS 20;10;9;11;1;0;0;WS 72
2960;3 bewoonde vertrekken;Zaandam, Wijk E;13;39;1;38;62;WS 20;4;6;3;0;0;0;WS 72
2961;3 bewoonde vertrekken;Zaandam, Wijk F;54;162;10;152;257;WS 20;19;22;10;2;1;0;WS 72
2962;3 bewoonde vertrekken;Zaandam, Wijk G;93;279;15;264;425;WS 20;30;48;13;2;0;0;WS 72
2963;3 bewoonde vertrekken;Zaandam, Wijk H;61;183;13;170;282;WS 20;23;27;11;0;0;0;WS 72
2964;3 bewoonde vertrekken;Zaandam, Wijk J;32;96;6;90;122;WS 20;17;13;2;0;0;0;WS 72
2965;3 bewoonde vertrekken;Zaandam, Wijk K;81;243;15;228;409;WS 20;27;32;19;3;0;0;WS 72
2966;3 bewoonde vertrekken;Zaandam, Wijk L;15;45;1;44;99;WS 20;1;8;2;4;0;0;WS 72
2967;3 bewoonde vertrekken;Zaandam, Wijk M;9;27;0;27;30;WS 20;3;2;3;1;0;0;WS 72
2968;3 bewoonde vertrekken;Zutphen, Totaal;585;1755;304;1451;2600;WS 10;233;249;86;16;1;0;WS 64
2969;3 bewoonde vertrekken;Zutphen, Wijk A;92;276;52;224;377;WS 10;42;36;12;2;0;0;WS 64
2970;3 bewoonde vertrekken;Zutphen, Wijk B;118;354;48;306;496;WS 10;52;50;13;3;0;0;WS 64
2971;3 bewoonde vertrekken;Zutphen, Wijk C;40;120;33;87;174;WS 10;19;13;7;1;0;0;WS 64
2972;3 bewoonde vertrekken;Zutphen, Wijk D;216;648;128;520;1057;WS 10;67;103;37;8;1;0;WS 64
2973;3 bewoonde vertrekken;Zutphen, Wijk E;89;267;37;230;336;WS 10;46;32;10;1;0;0;WS 64
2974;3 bewoonde vertrekken;Zutphen, Wijk F;30;90;6;84;160;WS 10;7;15;7;1;0;0;WS 64
2975;3 bewoonde vertrekken;Zwolle, Totaal;963;2889;569;2320;4389;WS 40;369;404;161;24;5;0;WS 90
2976;3 bewoonde vertrekken;Zwolle, Wijk A;35;105;15;90;156;WS 40;16;11;7;1;0;0;WS 90
2977;3 bewoonde vertrekken;Zwolle, Wijk B;51;153;25;128;186;WS 40;33;9;7;2;0;0;WS 90
2978;3 bewoonde vertrekken;Zwolle, Wijk C;56;168;38;130;229;WS 40;25;26;3;2;0;0;WS 90
2979;3 bewoonde vertrekken;Zwolle, Wijk D;62;186;41;145;281;WS 40;22;30;8;2;0;0;WS 90
2980;3 bewoonde vertrekken;Zwolle, Wijk E;46;138;24;114;192;WS 40;22;15;9;0;0;0;WS 90
2981;3 bewoonde vertrekken;Zwolle, Wijk F;29;87;20;67;121;WS 40;14;10;4;1;0;0;WS 90
2982;3 bewoonde vertrekken;Zwolle, Wijk G;36;108;16;92;147;WS 40;17;12;6;1;0;0;WS 90
2983;3 bewoonde vertrekken;Zwolle, Wijk H;40;120;21;99;151;WS 40;18;20;2;0;0;0;WS 90
2984;3 bewoonde vertrekken;Zwolle, Wijk I;53;159;23;136;241;WS 40;18;23;11;1;0;0;WS 90
2985;3 bewoonde vertrekken;Zwolle, Wijk K;52;156;38;118;225;WS 40;24;19;8;1;0;0;WS 90
2986;3 bewoonde vertrekken;Zwolle, Wijk L;102;306;59;247;480;WS 40;39;45;13;3;2;0;WS 90
2987;3 bewoonde vertrekken;Zwolle, Wijk M;102;306;58;248;524;WS 40;32;41;24;4;1;0;WS 90
2988;3 bewoonde vertrekken;Zwolle, Wijk N;12;36;10;26;64;WS 40;3;6;3;0;0;0;WS 90
2989;3 bewoonde vertrekken;Zwolle, Wijk O;264;792;172;620;1294;WS 40;75;129;52;6;2;0;WS 90
2990;3 bewoonde vertrekken;Zwolle, Wijk P;23;69;9;60;98;WS 40;11;8;4;0;0;0;WS 90
2991;4 of 5 bewoonde vertrekken;Nederland;166856;723033;80613;642420;855244;WS 52;84671;69449;12169;550;17;0;WS 98
2992;4 of 5 bewoonde vertrekken;Groningen (prv.);4916;21386;1505;19881;26669;WS 46;2250;2229;408;28;1;0;WS 94
2993;4 of 5 bewoonde vertrekken;Friesland;3974;16945;1104;15841;19666;WS 40;2041;1686;239;8;0;0;WS 88
2994;4 of 5 bewoonde vertrekken;Drenthe;1228;5333;290;5043;6623;WS 50;562;557;107;2;0;0;WS 98
2995;4 of 5 bewoonde vertrekken;Overijssel;8409;36357;3849;33508;46037;WS 42;3664;4008;707;29;1;0;WS 92
2996;4 of 5 bewoonde vertrekken;Gelderland;16936;73599;7367;66232;89849;WS 12;8143;7329;1403;57;4;0;WS 64
2997;4 of 5 bewoonde vertrekken;Utrecht (prv.);9250;40082;3631;36451;47490;WS 28;4703;3777;733;36;1;0;WS 78
2998;4 of 5 bewoonde vertrekken;Noordholland;39842;173777;29640;144137;190577;WS 24;22831;14707;2208;92;4;0;WS 74
2999;4 of 5 bewoonde vertrekken;Zuidholland;38065;165000;25233;139767;188375;WS 16;20872;14331;2711;146;5;0;WS 68
3000;4 of 5 bewoonde vertrekken;Zeeland;5670;24443;1777;22666;31108;WS 26;2609;2422;593;45;1;0;WS 76
3001;4 of 5 bewoonde vertrekken;Noordbrabant;20864;89050;3926;85124;112996;WS  6;9193;9695;1896;80;0;0;WS 60
3002;4 of 5 bewoonde vertrekken;Limburg;17702;77061;2291;74770;95854;WS 50;7803;8708;1164;27;0;0;WS 98
3003;4 of 5 bewoonde vertrekken;"Nederland;     500 of minder inwoners";879;3792;123;3669;4965;WS 52;351;456;70;2;0;0;WS 98
3004;4 of 5 bewoonde vertrekken;"Nederland;     501 -   1.000 inwoners";5041;21643;601;21042;28493;WS 52;2023;2525;465;28;0;0;WS 98
3005;4 of 5 bewoonde vertrekken;"Nederland;   1.001 -   2.000 inwoners";15556;66930;2485;64445;86491;WS 52;6659;7370;1449;76;2;0;WS 98
3006;4 of 5 bewoonde vertrekken;"Nederland;   2.001 -   5.000 inwoners";31150;134270;6288;127982;170945;WS 52;13686;14451;2880;130;3;0;WS 98
3007;4 of 5 bewoonde vertrekken;"Nederland;   5.001 -  10.000 inwoners";22427;96541;5231;91310;123009;WS 52;9781;10521;2037;87;1;0;WS 98
3008;4 of 5 bewoonde vertrekken;"Nederland;  10.001 -  20.000 inwoners";14768;64115;6270;57845;74324;WS 52;7750;5945;1034;39;0;0;WS 98
3009;4 of 5 bewoonde vertrekken;"Nederland;  20.001 -  50.000 inwoners";15324;66213;7995;58218;76525;WS 52;8129;6064;1075;54;2;0;WS 98
3010;4 of 5 bewoonde vertrekken;"Nederland;  50.001 - 100.000 inwoners";8560;36995;4313;32682;41533;WS 52;4762;3232;540;24;2;0;WS 98
3011;4 of 5 bewoonde vertrekken;"Nederland; 100.001 of meer   inwoners";53151;232534;47307;185227;248959;WS 52;31530;18885;2619;110;7;0;WS 98
3012;4 of 5 bewoonde vertrekken;"Groningen;   1.001 -   2.000 inwoners";262;1143;62;1081;1593;WS 46;81;152;28;1;0;0;WS 94
3013;4 of 5 bewoonde vertrekken;"Groningen;   2.001 -   5.000 inwoners";1814;7894;342;7552;10845;WS 46;654;932;210;18;0;0;WS 94
3014;4 of 5 bewoonde vertrekken;"Groningen;   5.001 -  10.000 inwoners";911;3957;252;3705;4909;WS 46;424;410;74;3;0;0;WS 94
3015;4 of 5 bewoonde vertrekken;"Groningen;  10.001 -  20.000 inwoners";357;1531;110;1421;1856;WS 46;160;172;25;0;0;0;WS 94
3016;4 of 5 bewoonde vertrekken;"Groningen;  50.001 - 100.000 inwoners";1572;6861;739;6122;7466;WS 46;931;563;71;6;1;0;WS 94
3017;4 of 5 bewoonde vertrekken;"Friesland;     501 -   1.000 inwoners";72;307;30;277;316;WS 40;51;16;5;0;0;0;WS 88
3018;4 of 5 bewoonde vertrekken;"Friesland;   1.001 -   2.000 inwoners";43;188;5;183;205;WS 40;25;17;1;0;0;0;WS 88
3019;4 of 5 bewoonde vertrekken;"Friesland;   2.001 -   5.000 inwoners";307;1321;105;1216;1565;WS 40;154;131;20;2;0;0;WS 88
3020;4 of 5 bewoonde vertrekken;"Friesland;   5.001 -  10.000 inwoners";1398;5807;270;5537;7215;WS 40;636;639;121;2;0;0;WS 88
3021;4 of 5 bewoonde vertrekken;"Friesland;  10.001 -  20.000 inwoners";1484;6402;387;6015;7344;WS 40;758;655;69;2;0;0;WS 88
3022;4 of 5 bewoonde vertrekken;"Friesland;  20.001 -  50.000 inwoners";670;2920;307;2613;3021;WS 40;417;228;23;2;0;0;WS 88
3023;4 of 5 bewoonde vertrekken;"Drenthe;   1.001 -   2.000 inwoners";55;236;5;231;311;WS 50;20;27;8;0;0;0;WS 98
3024;4 of 5 bewoonde vertrekken;"Drenthe;   2.001 -   5.000 inwoners";481;2058;90;1968;2766;WS 50;183;242;54;2;0;0;WS 98
3025;4 of 5 bewoonde vertrekken;"Drenthe;   5.001 -  10.000 inwoners";71;308;13;295;379;WS 50;32;37;2;0;0;0;WS 98
3026;4 of 5 bewoonde vertrekken;"Drenthe;  10.001 -  20.000 inwoners";621;2731;182;2549;3167;WS 50;327;251;43;0;0;0;WS 98
3027;4 of 5 bewoonde vertrekken;"Overijssel;     501 -   1.000 inwoners";34;145;10;135;217;WS 42;10;18;5;1;0;0;WS 92
3028;4 of 5 bewoonde vertrekken;"Overijssel;   1.001 -   2.000 inwoners";307;1325;104;1221;1594;WS 42;131;161;15;0;0;0;WS 92
3029;4 of 5 bewoonde vertrekken;"Overijssel;   2.001 -   5.000 inwoners";1729;7443;499;6944;9927;WS 42;647;923;154;5;0;0;WS 92
3030;4 of 5 bewoonde vertrekken;"Overijssel;   5.001 -  10.000 inwoners";2298;9904;879;9025;13418;WS 42;835;1221;230;12;0;0;WS 92
3031;4 of 5 bewoonde vertrekken;"Overijssel;  10.001 -  20.000 inwoners";1640;7131;737;6394;8636;WS 42;798;703;137;2;0;0;WS 92
3032;4 of 5 bewoonde vertrekken;"Overijssel;  20.001 -  50.000 inwoners";2401;10409;1620;8789;12245;WS 42;1243;982;166;9;1;0;WS 92
3033;4 of 5 bewoonde vertrekken;"Gelderland;     500 of minder inwoners";79;348;28;320;455;WS 12;35;39;5;0;0;0;WS 64
3034;4 of 5 bewoonde vertrekken;"Gelderland;     501 -   1.000 inwoners";177;763;43;720;1015;WS 12;67;89;20;1;0;0;WS 64
3035;4 of 5 bewoonde vertrekken;"Gelderland;   1.001 -   2.000 inwoners";1011;4320;222;4098;5661;WS 12;453;442;104;12;0;0;WS 64
3036;4 of 5 bewoonde vertrekken;"Gelderland;   2.001 -   5.000 inwoners";4896;21181;1836;19345;26974;WS 12;2139;2303;442;10;2;0;WS 64
3037;4 of 5 bewoonde vertrekken;"Gelderland;   5.001 -  10.000 inwoners";3861;16805;1370;15435;21868;WS 12;1600;1853;394;13;1;0;WS 64
3038;4 of 5 bewoonde vertrekken;"Gelderland;  10.001 -  20.000 inwoners";2391;10419;1232;9187;12398;WS 12;1209;980;190;12;0;0;WS 64
3039;4 of 5 bewoonde vertrekken;"Gelderland;  20.001 -  50.000 inwoners";2104;9236;923;8313;10098;WS 12;1220;752;127;4;1;0;WS 64
3040;4 of 5 bewoonde vertrekken;"Gelderland;  50.001 - 100.000 inwoners";2417;10527;1713;8814;11380;WS 12;1420;871;121;5;0;0;WS 64
3041;4 of 5 bewoonde vertrekken;"Utrecht;     500 of minder inwoners";155;678;26;652;978;WS 28;44;91;20;0;0;0;WS 78
3042;4 of 5 bewoonde vertrekken;"Utrecht;     501 -   1.000 inwoners";570;2468;47;2421;3499;WS 28;202;291;73;4;0;0;WS 78
3043;4 of 5 bewoonde vertrekken;"Utrecht;   1.001 -   2.000 inwoners";1104;4825;218;4607;6439;WS 28;433;539;123;9;0;0;WS 78
3044;4 of 5 bewoonde vertrekken;"Utrecht;   2.001 -   5.000 inwoners";1477;6379;309;6070;8355;WS 28;600;704;164;9;0;0;WS 78
3045;4 of 5 bewoonde vertrekken;"Utrecht;   5.001 -  10.000 inwoners";680;2966;152;2814;3271;WS 28;398;233;46;3;0;0;WS 78
3046;4 of 5 bewoonde vertrekken;"Utrecht;  10.001 -  20.000 inwoners";428;1860;211;1649;2084;WS 28;240;162;25;1;0;0;WS 78
3047;4 of 5 bewoonde vertrekken;"Utrecht; 100.001 of meer   inwoners";4836;20906;2668;18238;22864;WS 28;2786;1757;282;10;1;0;WS 78
3048;4 of 5 bewoonde vertrekken;"Noordholland;     500 of minder inwoners";41;173;5;168;178;WS 24;28;12;1;0;0;0;WS 74
3049;4 of 5 bewoonde vertrekken;"Noordholland;     501 -   1.000 inwoners";350;1485;23;1462;1811;WS 24;168;158;21;3;0;0;WS 74
3050;4 of 5 bewoonde vertrekken;"Noordholland;   1.001 -   2.000 inwoners";1141;4853;117;4736;5576;WS 24;620;436;78;7;0;0;WS 74
3051;4 of 5 bewoonde vertrekken;"Noordholland;   2.001 -   5.000 inwoners";2373;10132;577;9555;11876;WS 24;1234;940;190;9;0;0;WS 74
3052;4 of 5 bewoonde vertrekken;"Noordholland;   5.001 -  10.000 inwoners";1967;8483;580;7903;10103;WS 24;1024;774;159;10;0;0;WS 74
3053;4 of 5 bewoonde vertrekken;"Noordholland;  10.001 -  20.000 inwoners";2617;11344;1124;10220;12618;WS 24;1483;942;184;8;0;0;WS 74
3054;4 of 5 bewoonde vertrekken;"Noordholland;  20.001 -  50.000 inwoners";1139;4898;380;4518;5711;WS 24;603;439;93;4;0;0;WS 74
3055;4 of 5 bewoonde vertrekken;"Noordholland;  50.001 - 100.000 inwoners";2650;11392;1141;10251;13065;WS 24;1401;1044;197;8;0;0;WS 74
3056;4 of 5 bewoonde vertrekken;"Noordholland; 100.001 of meer   inwoners";27564;121017;25693;95324;129639;WS 24;16270;9962;1285;43;4;0;WS 74
3057;4 of 5 bewoonde vertrekken;"Zuidholland;     500 of minder inwoners";51;214;2;212;332;WS 16;7;38;6;0;0;0;WS 68
3058;4 of 5 bewoonde vertrekken;"Zuidholland;     501 -   1.000 inwoners";546;2316;100;2216;3292;WS 16;189;277;74;6;0;0;WS 68
3059;4 of 5 bewoonde vertrekken;"Zuidholland;   1.001 -   2.000 inwoners";1971;8477;352;8125;11641;WS 16;805;872;275;17;2;0;WS 68
3060;4 of 5 bewoonde vertrekken;"Zuidholland;   2.001 -   5.000 inwoners";5005;21587;1009;20578;27204;WS 16;2383;2062;531;29;0;0;WS 68
3061;4 of 5 bewoonde vertrekken;"Zuidholland;   5.001 -  10.000 inwoners";2079;8917;541;8376;11439;WS 16;948;887;228;16;0;0;WS 68
3062;4 of 5 bewoonde vertrekken;"Zuidholland;  10.001 -  20.000 inwoners";841;3663;483;3180;4131;WS 16;468;317;54;2;0;0;WS 68
3063;4 of 5 bewoonde vertrekken;"Zuidholland;  20.001 -  50.000 inwoners";4900;21000;3080;17920;24258;WS 16;2588;1958;340;14;0;0;WS 68
3064;4 of 5 bewoonde vertrekken;"Zuidholland;  50.001 - 100.000 inwoners";1921;8215;720;7495;9622;WS 16;1010;754;151;5;1;0;WS 68
3065;4 of 5 bewoonde vertrekken;"Zuidholland; 100.001 of meer   inwoners";20751;90611;18946;71665;96456;WS 16;12474;7166;1052;57;2;0;WS 68
3066;4 of 5 bewoonde vertrekken;"Zeeland;     500 of minder inwoners";72;305;7;298;426;WS 26;24;39;9;0;0;0;WS 76
3067;4 of 5 bewoonde vertrekken;"Zeeland;     501 -   1.000 inwoners";551;2360;80;2280;3295;WS 26;194;285;67;5;0;0;WS 76
3068;4 of 5 bewoonde vertrekken;"Zeeland;   1.001 -   2.000 inwoners";1244;5394;216;5178;7130;WS 26;536;552;143;13;0;0;WS 76
3069;4 of 5 bewoonde vertrekken;"Zeeland;   2.001 -   5.000 inwoners";1591;6839;234;6605;9204;WS 26;652;723;196;19;1;0;WS 76
3070;4 of 5 bewoonde vertrekken;"Zeeland;   5.001 -  10.000 inwoners";696;3012;194;2818;3762;WS 26;338;284;69;5;0;0;WS 76
3071;4 of 5 bewoonde vertrekken;"Zeeland;  10.001 -  20.000 inwoners";1516;6533;1046;5487;7291;WS 26;865;539;109;3;0;0;WS 76
3072;4 of 5 bewoonde vertrekken;"Noordbrabant;     500 of minder inwoners";293;1257;37;1220;1515;WS  6;141;135;15;2;0;0;WS 60
3073;4 of 5 bewoonde vertrekken;"Noordbrabant;     501 -   1.000 inwoners";1081;4591;131;4460;6030;WS  6;420;565;91;5;0;0;WS 60
3074;4 of 5 bewoonde vertrekken;"Noordbrabant;   1.001 -   2.000 inwoners";4216;17927;601;17326;23163;WS  6;1768;2054;381;13;0;0;WS 60
3075;4 of 5 bewoonde vertrekken;"Noordbrabant;   2.001 -   5.000 inwoners";6367;27047;849;26198;34611;WS  6;2779;2954;612;22;0;0;WS 60
3076;4 of 5 bewoonde vertrekken;"Noordbrabant;   5.001 -  10.000 inwoners";4392;18761;527;18234;24102;WS  6;1859;2098;421;14;0;0;WS 60
3077;4 of 5 bewoonde vertrekken;"Noordbrabant;  10.001 -  20.000 inwoners";1250;5390;323;5067;6570;WS  6;616;522;106;6;0;0;WS 60
3078;4 of 5 bewoonde vertrekken;"Noordbrabant;  20.001 -  50.000 inwoners";3265;14077;1458;12619;17005;WS  6;1610;1367;270;18;0;0;WS 60
3079;4 of 5 bewoonde vertrekken;"Limburg;     500 of minder inwoners";188;817;18;799;1081;WS 50;72;102;14;0;0;0;WS 98
3080;4 of 5 bewoonde vertrekken;"Limburg;     501 -   1.000 inwoners";1660;7208;137;7071;9018;WS 50;722;826;109;3;0;0;WS 98
3081;4 of 5 bewoonde vertrekken;"Limburg;   1.001 -   2.000 inwoners";4202;18242;583;17659;23178;WS 50;1787;2118;293;4;0;0;WS 98
3082;4 of 5 bewoonde vertrekken;"Limburg;   2.001 -   5.000 inwoners";5110;22389;438;21951;27618;WS 50;2261;2537;307;5;0;0;WS 98
3083;4 of 5 bewoonde vertrekken;"Limburg;   5.001 -  10.000 inwoners";4074;17621;453;17168;22543;WS 50;1687;2085;293;9;0;0;WS 98
3084;4 of 5 bewoonde vertrekken;"Limburg;  10.001 -  20.000 inwoners";1623;7111;435;6676;8229;WS 50;826;702;92;3;0;0;WS 98
3085;4 of 5 bewoonde vertrekken;"Limburg;  20.001 -  50.000 inwoners";845;3673;227;3446;4187;WS 50;448;338;56;3;0;0;WS 98
3086;4 of 5 bewoonde vertrekken;Achtkarspelen, Totaal;54;230;5;225;281;WS 30;28;22;3;1;0;0;WS 80
3087;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Twijzel;7;29;3;26;36;WS 30;4;2;1;0;0;0;WS 80
3088;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk H. Opeinde;1;4;0;4;3;WS 30;1;0;0;0;0;0;WS 80
3089;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Lutjepost;0;0;0;0;0;WS 30;0;0;0;0;0;0;WS 80
3090;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Surhuisterveen;8;35;0;35;44;WS 30;4;4;0;0;0;0;WS 80
3091;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Rottevalle;3;13;0;13;10;WS 30;3;0;0;0;0;0;WS 80
3092;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Kooten;3;12;0;12;20;WS 30;1;1;0;1;0;0;WS 80
3093;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Gerkeskl. Stroobos;4;18;0;18;22;WS 30;2;1;1;0;0;0;WS 80
3094;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Drogeham;5;20;2;18;29;WS 30;3;1;1;0;0;0;WS 80
3095;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Buitenpost;13;57;0;57;69;WS 30;6;7;0;0;0;0;WS 80
3096;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Augustinusga;6;25;0;25;28;WS 30;3;3;0;0;0;0;WS 80
3097;4 of 5 bewoonde vertrekken;Achtkarspelen, Wijk Surhuizum;4;17;0;17;20;WS 30;1;3;0;0;0;0;WS 80
3098;4 of 5 bewoonde vertrekken;Alkmaar, Totaal;1076;4698;598;4100;4880;WS 20;654;365;56;1;0;0;WS 72
3099;4 of 5 bewoonde vertrekken;Alkmaar, Wijk A;271;1176;101;1075;1273;WS 20;149;109;12;1;0;0;WS 72
