ID;BewoondeVertrekken;Gebieden;Woningen_1;Totaal_2;NietInDirectContactMetBuitenlucht_3;InDirectContactMetBuitenlucht_4;AantalBewoners_5;Pagina_6;k_1PersoonOfMinder_7;MeerDan1TM2Personen_8;MeerDan2TM3Personen_9;MeerDan3TM4Personen_10;MeerDan4TM6Personen_11;MeerDan6Personen_12;Pagina_13
1065;2 bewoonde vertrekken;"Zuidholland;   1.001 -   2.000 inwoners";5815;11630;51351;409;27663;WS 16;1217;1753;1464;900;468;13;WS 68
1066;2 bewoonde vertrekken;"Zuidholland;   2.001 -   5.000 inwoners";13179;26358;116924;640;61034;WS 16;2974;4156;3110;1896;1025;18;WS 68
1067;2 bewoonde vertrekken;"Zuidholland;   5.001 -  10.000 inwoners";7596;15192;70098;258;36209;WS 16;1456;2500;1827;1154;515;144;WS 68
1068;2 bewoonde vertrekken;"Zuidholland;  10.001 -  20.000 inwoners";3036;6072;26311;343;14467;WS 16;625;919;762;497;226;7;WS 68
1069;2 bewoonde vertrekken;"Zuidholland;  20.001 -  50.000 inwoners";8810;17620;65417;1327;36784;WS 16;2760;2607;1846;1066;525;6;WS 68
1070;2 bewoonde vertrekken;"Zuidholland;  50.001 - 100.000 inwoners";4286;8572;31196;298;16481;WS 16;1666;1154;795;440;226;5;WS 68
1071;2 bewoonde vertrekken;"Zuidholland; 100.001 of meer   inwoners";39393;78786;310480;5300;173287;WS 16;10592;12233;8908;5136;2450;74;WS 68
1072;2 bewoonde vertrekken;"Zeeland;     500 of minder inwoners";155;310;1396;2;706;WS 26;30;56;42;19;7;1;WS 76
1073;2 bewoonde vertrekken;"Zeeland;     501 -   1.000 inwoners";1681;3362;14617;95;7809;WS 26;319;589;424;226;120;3;WS 76
1074;2 bewoonde vertrekken;"Zeeland;   1.001 -   2.000 inwoners";3643;7286;32509;229;17513;WS 26;650;1201;900;545;330;17;WS 76
1075;2 bewoonde vertrekken;"Zeeland;   2.001 -   5.000 inwoners";5051;10102;45889;255;24190;WS 26;1018;1661;1237;692;425;18;WS 76
1076;2 bewoonde vertrekken;"Zeeland;   5.001 -  10.000 inwoners";2378;4756;20085;185;10780;WS 26;563;771;539;322;172;11;WS 76
1077;2 bewoonde vertrekken;"Zeeland;  10.001 -  20.000 inwoners";2815;5630;22078;284;11934;WS 26;790;920;594;343;162;6;WS 76
1078;2 bewoonde vertrekken;"Noordbrabant;     500 of minder inwoners";290;580;2463;5;1254;WS  6;71;103;65;33;18;0;WS 60
1079;2 bewoonde vertrekken;"Noordbrabant;     501 -   1.000 inwoners";1419;2838;11974;24;6067;WS  6;358;478;344;172;65;2;WS 60
1080;2 bewoonde vertrekken;"Noordbrabant;   1.001 -   2.000 inwoners";5124;10248;43037;169;22098;WS  6;1146;1875;1285;590;225;3;WS 60
1081;2 bewoonde vertrekken;"Noordbrabant;   2.001 -   5.000 inwoners";13466;26932;118752;438;61073;WS  6;2736;4631;3527;1788;777;7;WS 60
1082;2 bewoonde vertrekken;"Noordbrabant;   5.001 -  10.000 inwoners";6489;12978;56336;186;28929;WS  6;1502;2081;1656;880;365;5;WS 60
1083;2 bewoonde vertrekken;"Noordbrabant;  10.001 -  20.000 inwoners";4464;8928;39547;187;20469;WS  6;928;1450;1171;632;280;3;WS 60
1084;2 bewoonde vertrekken;"Noordbrabant;  20.001 -  50.000 inwoners";6997;13994;55043;757;30151;WS  6;1863;2248;1590;883;407;6;WS 60
1085;2 bewoonde vertrekken;"Limburg;     500 of minder inwoners";110;220;784;2;399;WS 50;46;30;21;9;4;0;WS 98
1086;2 bewoonde vertrekken;"Limburg;     501 -   1.000 inwoners";824;1648;6326;30;3272;WS 50;261;272;168;83;40;0;WS 98
1087;2 bewoonde vertrekken;"Limburg;   1.001 -   2.000 inwoners";2566;5132;20388;128;10673;WS 50;695;851;606;292;120;2;WS 98
1088;2 bewoonde vertrekken;"Limburg;   2.001 -   5.000 inwoners";2131;4262;16166;66;8306;WS 50;670;704;494;212;50;1;WS 98
1089;2 bewoonde vertrekken;"Limburg;   5.001 -  10.000 inwoners";2875;5750;22281;101;11452;WS 50;880;965;624;289;115;2;WS 98
1090;2 bewoonde vertrekken;"Limburg;  10.001 -  20.000 inwoners";929;1858;6338;52;3314;WS 50;376;267;169;80;37;0;WS 98
1091;2 bewoonde vertrekken;"Limburg;  20.001 -  50.000 inwoners";2420;4840;21410;146;11302;WS 50;547;692;623;376;181;1;WS 98
1092;2 bewoonde vertrekken;Achtkarspelen, Totaal;444;888;4283;21;2239;WS 30;63;138;138;70;35;0;WS 80
1093;2 bewoonde vertrekken;Achtkarspelen, Wijk Twijzel;55;110;531;1;272;WS 30;7;23;12;9;4;0;WS 80
1094;2 bewoonde vertrekken;Achtkarspelen, Wijk H. Opeinde;22;44;167;3;95;WS 30;0;11;11;0;0;0;WS 80
1095;2 bewoonde vertrekken;Achtkarspelen, Wijk Lutjepost;1;2;14;0;7;WS 30;0;0;0;1;0;0;WS 80
1096;2 bewoonde vertrekken;Achtkarspelen, Wijk Surhuisterveen;77;154;652;8;369;WS 30;15;18;31;9;4;0;WS 80
1097;2 bewoonde vertrekken;Achtkarspelen, Wijk Rottevalle;19;38;218;0;109;WS 30;2;3;6;6;2;0;WS 80
1098;2 bewoonde vertrekken;Achtkarspelen, Wijk Kooten;45;90;457;1;234;WS 30;8;14;12;5;6;0;WS 80
1099;2 bewoonde vertrekken;Achtkarspelen, Wijk Gerkeskl. Stroobos;32;64;360;0;180;WS 30;4;7;10;7;4;0;WS 80
1100;2 bewoonde vertrekken;Achtkarspelen, Wijk Drogeham;42;84;380;6;212;WS 30;5;15;13;3;6;0;WS 80
1101;2 bewoonde vertrekken;Achtkarspelen, Wijk Buitenpost;70;140;604;2;311;WS 30;15;25;20;5;5;0;WS 80
1102;2 bewoonde vertrekken;Achtkarspelen, Wijk Augustinusga;30;60;320;0;160;WS 30;3;10;7;8;2;0;WS 80
1103;2 bewoonde vertrekken;Achtkarspelen, Wijk Surhuizum;51;102;580;0;290;WS 30;4;12;16;17;2;0;WS 80
1104;2 bewoonde vertrekken;Alkmaar, Totaal;1060;2120;7948;98;4252;WS 20;326;362;205;114;52;1;WS 72
1105;2 bewoonde vertrekken;Alkmaar, Wijk A;115;230;669;21;386;WS 20;51;30;22;8;4;0;WS 72
1106;2 bewoonde vertrekken;Alkmaar, Wijk B;147;294;944;14;502;WS 20;60;49;24;11;3;0;WS 72
1107;2 bewoonde vertrekken;Alkmaar, Wijk C;119;238;774;18;424;WS 20;49;37;18;10;5;0;WS 72
1108;2 bewoonde vertrekken;Alkmaar, Wijk D;216;432;1649;25;903;WS 20;64;72;39;28;12;1;WS 72
1109;2 bewoonde vertrekken;Alkmaar, Wijk E;294;588;2476;8;1262;WS 20;73;104;66;35;16;0;WS 72
1110;2 bewoonde vertrekken;Alkmaar, Wijk F;169;338;1436;12;775;WS 20;29;70;36;22;12;0;WS 72
1111;2 bewoonde vertrekken;Almelo (Stad-), Totaal;936;1872;8128;32;4151;WS 42;241;262;247;132;50;4;WS 90
1112;2 bewoonde vertrekken;Almelo (Stad-), Wijk A;42;84;381;1;196;WS 42;11;8;14;7;2;0;WS 90
1113;2 bewoonde vertrekken;Almelo (Stad-), Wijk B;82;164;747;3;375;WS 42;20;22;20;10;9;1;WS 90
1114;2 bewoonde vertrekken;Almelo (Stad-), Wijk C;190;380;1810;2;906;WS 42;38;58;51;31;12;0;WS 90
1115;2 bewoonde vertrekken;Almelo (Stad-), Wijk D;49;98;438;0;219;WS 42;10;13;19;5;1;1;WS 90
1116;2 bewoonde vertrekken;Almelo (Stad-), Wijk E;47;94;364;0;182;WS 42;17;17;6;6;1;0;WS 90
1117;2 bewoonde vertrekken;Almelo (Stad-), Wijk F;55;110;432;4;227;WS 42;18;14;13;7;2;1;WS 90
1118;2 bewoonde vertrekken;Almelo (Stad-), Wijk G;56;112;278;6;157;WS 42;36;7;7;4;2;0;WS 90
1119;2 bewoonde vertrekken;Almelo (Stad-), Wijk H;16;32;142;0;71;WS 42;5;4;4;2;1;0;WS 90
1120;2 bewoonde vertrekken;Almelo (Stad-), Wijk I;62;124;454;6;244;WS 42;18;19;17;7;1;0;WS 90
1121;2 bewoonde vertrekken;Almelo (Stad-), Wijk K;73;146;650;2;333;WS 42;19;18;20;11;5;0;WS 90
1122;2 bewoonde vertrekken;Almelo (Stad-), Wijk L;71;142;569;5;306;WS 42;18;21;21;7;4;0;WS 90
1123;2 bewoonde vertrekken;Almelo (Stad-), Wijk M;119;238;1200;2;603;WS 42;19;32;33;25;9;1;WS 90
1124;2 bewoonde vertrekken;Almelo (Stad-), Wijk N;74;148;663;1;332;WS 42;12;29;22;10;1;0;WS 90
1125;2 bewoonde vertrekken;Amersfoort, Totaal;1851;3702;14469;101;7571;WS 26;506;559;403;272;109;2;WS 78
1126;2 bewoonde vertrekken;Amersfoort, Wijk A;176;352;1056;10;560;WS 26;80;34;31;26;5;0;WS 78
1127;2 bewoonde vertrekken;Amersfoort, Wijk B;92;184;616;4;328;WS 26;38;21;16;16;1;0;WS 78
1128;2 bewoonde vertrekken;Amersfoort, Wijk C;195;390;1441;15;760;WS 26;74;52;31;28;10;0;WS 78
1129;2 bewoonde vertrekken;Amersfoort, Wijk D;223;446;2000;16;1058;WS 26;46;67;54;42;14;0;WS 78
1130;2 bewoonde vertrekken;Amersfoort, Wijk E;223;446;1488;8;770;WS 26;44;94;40;28;17;0;WS 78
1131;2 bewoonde vertrekken;Amersfoort, Wijk F;197;394;1151;27;658;WS 26;81;45;34;25;12;0;WS 78
1132;2 bewoonde vertrekken;Amersfoort, Wijk G;426;852;3850;10;1959;WS 26;76;134;117;65;33;1;WS 78
1133;2 bewoonde vertrekken;Amersfoort, Wijk H;97;194;1032;4;535;WS 26;15;30;24;19;8;1;WS 78
1134;2 bewoonde vertrekken;Amersfoort, Wijk I;222;444;1835;7;943;WS 26;52;82;56;23;9;0;WS 78
1135;2 bewoonde vertrekken;Amsterdam, Totaal;30085;60170;215503;5071;122587;WS 20;9550;9412;6048;3481;1563;31;WS 70
1136;2 bewoonde vertrekken;Amsterdam, Wijk A;183;366;1215;23;665;WS 18;64;59;39;13;8;0;WS 70
1137;2 bewoonde vertrekken;Amsterdam, Wijk B;161;322;880;34;536;WS 18;75;49;19;16;2;0;WS 70
1138;2 bewoonde vertrekken;Amsterdam, Wijk C;383;766;2953;77;1774;WS 18;85;131;77;58;32;0;WS 70
1139;2 bewoonde vertrekken;Amsterdam, Wijk D;152;304;971;21;538;WS 18;64;46;26;14;2;0;WS 70
1140;2 bewoonde vertrekken;Amsterdam, Wijk E;187;374;837;31;487;WS 18;117;45;15;7;3;0;WS 70
1141;2 bewoonde vertrekken;Amsterdam, Wijk F;200;400;1013;51;636;WS 18;100;59;19;14;8;0;WS 70
1142;2 bewoonde vertrekken;Amsterdam, Wijk G;219;438;1196;62;734;WS 18;97;59;37;21;5;0;WS 70
1143;2 bewoonde vertrekken;Amsterdam, Wijk H;269;538;2019;53;1165;WS 18;78;94;44;29;23;1;WS 70
1144;2 bewoonde vertrekken;Amsterdam, Wijk I;247;494;1633;41;944;WS 18;79;90;46;24;8;0;WS 70
1145;2 bewoonde vertrekken;Amsterdam, Wijk K;446;892;2990;96;1769;WS 18;139;141;103;48;14;1;WS 70
1146;2 bewoonde vertrekken;Amsterdam, Wijk L;492;984;3509;107;2051;WS 18;145;170;92;53;29;3;WS 70
1147;2 bewoonde vertrekken;Amsterdam, Wijk M;350;700;2481;67;1469;WS 18;97;112;71;57;11;2;WS 70
1148;2 bewoonde vertrekken;Amsterdam, Wijk N;446;892;3435;75;1994;WS 18;97;164;99;58;28;0;WS 70
1149;2 bewoonde vertrekken;Amsterdam, Wijk O;428;856;3249;105;2055;WS 18;84;135;96;77;36;0;WS 70
1150;2 bewoonde vertrekken;Amsterdam, Wijk P;372;744;3156;66;1897;WS 18;69;113;85;64;40;1;WS 70
1151;2 bewoonde vertrekken;Amsterdam, Wijk Q;314;628;2721;73;1708;WS 18;48;79;89;49;48;1;WS 70
1152;2 bewoonde vertrekken;Amsterdam, Wijk R;414;828;3724;94;2340;WS 18;49;116;99;81;68;1;WS 70
1153;2 bewoonde vertrekken;Amsterdam, Wijk S;172;344;1833;17;973;WS 18;24;40;44;32;30;2;WS 70
1154;2 bewoonde vertrekken;Amsterdam, Wijk T;2498;4996;21771;335;12096;WS 18;576;790;600;372;159;1;WS 70
1155;2 bewoonde vertrekken;Amsterdam, Wijk U;589;1178;4667;81;2627;WS 18;124;201;158;61;45;0;WS 70
1156;2 bewoonde vertrekken;Amsterdam, Wijk V;372;744;2721;63;1605;WS 18;111;105;79;50;27;0;WS 70
1157;2 bewoonde vertrekken;Amsterdam, Wijk W;511;1022;3966;76;2234;WS 18;147;149;109;65;40;1;WS 70
1158;2 bewoonde vertrekken;Amsterdam, Wijk X;290;580;1749;47;989;WS 18;129;77;54;25;3;2;WS 70
1159;2 bewoonde vertrekken;Amsterdam, Wijk Y;168;336;834;22;463;WS 18;96;40;23;9;0;0;WS 70
1160;2 bewoonde vertrekken;Amsterdam, Wijk Z;573;1146;3492;98;2011;WS 18;244;166;87;55;21;0;WS 70
1161;2 bewoonde vertrekken;Amsterdam, Wijk AA;589;1178;3629;91;2009;WS 18;269;150;99;49;22;0;WS 70
1162;2 bewoonde vertrekken;Amsterdam, Wijk BB;355;710;2148;48;1202;WS 18;161;104;56;22;12;0;WS 70
1163;2 bewoonde vertrekken;Amsterdam, Wijk CC;569;1138;3974;88;2219;WS 18;186;180;125;59;18;1;WS 70
1164;2 bewoonde vertrekken;Amsterdam, Wijk DD;493;986;3664;66;2045;WS 18;140;153;114;67;19;0;WS 70
1165;2 bewoonde vertrekken;Amsterdam, Wijk EE;567;1134;4381;91;2542;WS 18;120;191;146;85;24;1;WS 70
1166;2 bewoonde vertrekken;Amsterdam, Wijk FF;524;1048;4099;101;2449;WS 18;106;178;139;73;28;0;WS 70
1167;2 bewoonde vertrekken;Amsterdam, Wijk GG;543;1086;3898;82;2241;WS 18;143;192;124;60;24;0;WS 70
1168;2 bewoonde vertrekken;Amsterdam, Wijk HH;370;740;2260;96;1337;WS 18;164;93;62;29;22;0;WS 70
1169;2 bewoonde vertrekken;Amsterdam, Wijk II;332;664;1590;70;907;WS 18;187;77;41;14;12;1;WS 70
1170;2 bewoonde vertrekken;Amsterdam, Wijk KK;289;578;1378;52;795;WS 18;168;70;31;16;4;0;WS 70
1171;2 bewoonde vertrekken;Amsterdam, Wijk LL;164;328;713;27;380;WS 18;109;36;12;5;2;0;WS 70
1172;2 bewoonde vertrekken;Amsterdam, Wijk MM;473;946;3260;64;1778;WS 18;165;156;96;42;14;0;WS 70
1173;2 bewoonde vertrekken;Amsterdam, Wijk NN;693;1386;5324;130;3183;WS 18;135;244;174;97;40;3;WS 70
1174;2 bewoonde vertrekken;Amsterdam, Wijk OO;947;1894;7624;134;4309;WS 18;210;299;235;136;66;1;WS 70
1175;2 bewoonde vertrekken;Amsterdam, Wijk PP;838;1676;6432;132;3705;WS 18;184;301;192;119;42;0;WS 70
1176;2 bewoonde vertrekken;Amsterdam, Wijk QQ;1515;3030;12020;210;6722;WS 18;362;502;334;220;97;0;WS 70
1177;2 bewoonde vertrekken;Amsterdam, Wijk RR;81;162;398;18;258;WS 18;44;17;10;8;2;0;WS 70
1178;2 bewoonde vertrekken;Amsterdam, Wijk SS;243;486;1309;43;753;WS 18;101;74;46;17;5;0;WS 70
1179;2 bewoonde vertrekken;Amsterdam, Wijk TT;329;658;1817;97;1210;WS 18;107;120;54;26;22;0;WS 70
1180;2 bewoonde vertrekken;Amsterdam, Wijk UU;1050;2100;7967;157;4572;WS 18;270;346;239;140;51;4;WS 70
1181;2 bewoonde vertrekken;Amsterdam, Wijk VV;651;1302;5781;65;3105;WS 20;133;211;146;112;47;2;WS 70
1182;2 bewoonde vertrekken;Amsterdam, Wijk WW;1375;2750;11036;178;5976;WS 20;321;463;346;181;63;1;WS 70
1183;2 bewoonde vertrekken;Amsterdam, Wijk XX;1075;2150;6212;214;3506;WS 20;516;299;133;96;31;0;WS 70
1184;2 bewoonde vertrekken;Amsterdam, Wijk YY;2098;4196;10475;497;5905;WS 20;1175;534;248;103;38;0;WS 70
1185;2 bewoonde vertrekken;Amsterdam, Wijk ZZ;1649;3298;11021;317;6204;WS 20;578;579;276;145;71;0;WS 70
1186;2 bewoonde vertrekken;Amsterdam, Wijk ONA;1837;3674;14078;188;7515;WS 20;558;613;360;208;97;1;WS 70
1187;2 bewoonde vertrekken;Apeldoorn, Totaal;1645;3290;15515;67;8062;WS  6;281;501;448;270;142;3;WS 60
1188;2 bewoonde vertrekken;Apeldoorn, Wijk A, Apeldoorn;346;692;2784;2;1396;WS  6;113;96;77;41;19;0;WS 60
1189;2 bewoonde vertrekken;Apeldoorn, Wijk N, Hoog Soeren;30;60;217;7;134;WS  6;4;14;8;3;1;0;WS 60
1190;2 bewoonde vertrekken;Apeldoorn, Wijk A, Beekbergen;41;82;516;0;258;WS  6;2;10;8;13;7;1;WS 60
1191;2 bewoonde vertrekken;Apeldoorn, Wijk A, Loenen;40;80;424;0;212;WS  6;4;12;13;7;4;0;WS 60
1192;2 bewoonde vertrekken;Apeldoorn, Wijk B, Zevenhuizen;84;168;733;7;392;WS  6;11;32;27;9;4;1;WS 60
1193;2 bewoonde vertrekken;Apeldoorn, Wijk B, Zilven;25;50;298;2;155;WS  6;1;6;7;5;6;0;WS 60
1194;2 bewoonde vertrekken;Apeldoorn, Wijk B, Brink en Orden;315;630;3100;6;1571;WS  6;47;98;94;47;29;0;WS 60
1195;2 bewoonde vertrekken;Apeldoorn, Wijk D, Wormen;207;414;1815;23;1033;WS  6;30;73;42;47;15;0;WS 60
1196;2 bewoonde vertrekken;Apeldoorn, Wijk L, 't Loo;129;258;1123;5;574;WS  6;35;38;27;20;8;1;WS 60
1197;2 bewoonde vertrekken;Apeldoorn, Wijk A, Lieren;44;88;462;0;231;WS  6;3;12;17;10;2;0;WS 60
1198;2 bewoonde vertrekken;Apeldoorn, Wijk C, Oosterhuizen;66;132;730;4;384;WS  6;4;13;28;10;11;0;WS 60
1199;2 bewoonde vertrekken;Apeldoorn, Wijk D, Engeland;25;50;236;2;129;WS  6;4;5;10;4;2;0;WS 60
1200;2 bewoonde vertrekken;Apeldoorn, Wijk E, Ughelen;32;64;330;0;165;WS  6;5;10;9;4;4;0;WS 60
1201;2 bewoonde vertrekken;Apeldoorn, Wijk E, Woudhuis;39;78;465;1;239;WS  6;4;7;12;8;8;0;WS 60
1202;2 bewoonde vertrekken;Apeldoorn, Wijk F, Anklaar;26;52;298;2;156;WS  6;0;7;10;5;4;0;WS 60
1203;2 bewoonde vertrekken;Apeldoorn, Wijk F, Hoenderloo;29;58;365;1;191;WS  6;1;7;4;10;7;0;WS 60
1204;2 bewoonde vertrekken;Apeldoorn, Wijk G, Broekland;48;96;488;0;244;WS  6;2;18;20;5;3;0;WS 60
1205;2 bewoonde vertrekken;Apeldoorn, Wijk H, Beemte;35;70;352;2;190;WS  6;1;12;11;8;3;0;WS 60
1206;2 bewoonde vertrekken;Apeldoorn, Wijk I, Weenum;27;54;245;1;132;WS  6;3;10;8;5;1;0;WS 60
1207;2 bewoonde vertrekken;Apeldoorn, Wijk K, Wiessel;28;56;286;0;143;WS  6;3;9;9;5;2;0;WS 60
1208;2 bewoonde vertrekken;Apeldoorn, Wijk M, N.-Apeldoorn;29;58;248;2;133;WS  6;4;12;7;4;2;0;WS 60
1209;2 bewoonde vertrekken;Arnhem, Totaal;3949;7898;29177;641;16567;WS  6;1159;1202;904;478;204;2;WS 60
1210;2 bewoonde vertrekken;Arnhem, Wijk I;305;610;2254;36;1248;WS  6;80;118;68;29;10;0;WS 60
1211;2 bewoonde vertrekken;Arnhem, Wijk II;370;740;2087;105;1364;WS  6;148;101;68;33;20;0;WS 60
1212;2 bewoonde vertrekken;Arnhem, Wijk III;309;618;1697;81;1039;WS  6;155;74;46;23;11;0;WS 60
1213;2 bewoonde vertrekken;Arnhem, Wijk IV;582;1164;3922;110;2311;WS  6;209;152;118;75;28;0;WS 60
1214;2 bewoonde vertrekken;Arnhem, Wijk V;378;756;2899;43;1588;WS  6;104;119;97;45;12;1;WS 60
1215;2 bewoonde vertrekken;Arnhem, Wijk VI;1003;2006;7843;147;4411;WS  6;236;341;246;117;63;0;WS 60
1216;2 bewoonde vertrekken;Arnhem, Wijk VII;720;1440;5811;105;3231;WS  6;176;208;189;107;39;1;WS 60
1217;2 bewoonde vertrekken;Arnhem, Wijk VIII;282;564;2664;14;1375;WS  6;51;89;72;49;21;0;WS 60
1218;2 bewoonde vertrekken;Assen, Totaal;735;1470;6208;42;3272;WS 48;188;227;161;112;47;0;WS 96
1219;2 bewoonde vertrekken;Assen, Wijk A;471;942;3701;27;1946;WS 48;148;143;92;61;27;0;WS 96
1220;2 bewoonde vertrekken;Assen, Wijk B;93;186;876;6;471;WS 48;18;27;19;20;9;0;WS 96
1221;2 bewoonde vertrekken;Assen, Wijk C;80;160;741;3;383;WS 48;11;33;17;13;6;0;WS 96
1222;2 bewoonde vertrekken;Assen, Wijk D;91;182;890;6;472;WS 48;11;24;33;18;5;0;WS 96
1223;2 bewoonde vertrekken;Bergen op Zoom, Totaal;1141;2282;9518;102;5130;WS  2;257;375;278;155;76;0;WS 56
1224;2 bewoonde vertrekken;Bergen op Zoom, Wijk A;8;16;49;1;25;WS  2;2;2;1;1;2;0;WS 56
1225;2 bewoonde vertrekken;Bergen op Zoom, Wijk B;63;126;426;8;235;WS  2;25;19;7;9;3;0;WS 56
1226;2 bewoonde vertrekken;Bergen op Zoom, Wijk C;77;154;587;11;330;WS  2;17;28;19;9;4;0;WS 56
1227;2 bewoonde vertrekken;Bergen op Zoom, Wijk D;113;226;889;19;533;WS  2;21;41;27;14;10;0;WS 56
1228;2 bewoonde vertrekken;Bergen op Zoom, Wijk E;141;282;1185;13;620;WS  2;37;45;32;19;8;0;WS 56
1229;2 bewoonde vertrekken;Bergen op Zoom, Wijk F;25;50;100;4;67;WS  2;15;6;3;1;0;0;WS 56
1230;2 bewoonde vertrekken;Bergen op Zoom, Wijk G;49;98;402;4;213;WS  2;12;16;11;6;4;0;WS 56
1231;2 bewoonde vertrekken;Bergen op Zoom, Wijk H;48;96;335;11;201;WS  2;21;5;9;10;3;0;WS 56
1232;2 bewoonde vertrekken;Bergen op Zoom, Wijk I;147;294;1164;12;619;WS  2;35;54;38;12;8;0;WS 56
1233;2 bewoonde vertrekken;Bergen op Zoom, Wijk K;241;482;2319;9;1198;WS  2;33;81;68;45;14;0;WS 56
1234;2 bewoonde vertrekken;Bergen op Zoom, Wijk L;121;242;1168;8;626;WS  2;20;36;30;17;18;0;WS 56
1235;2 bewoonde vertrekken;Bergen op Zoom, Wijk M;108;216;894;2;463;WS  2;19;42;33;12;2;0;WS 56
1236;2 bewoonde vertrekken;Bergen op Zoom, Wijk N;0;0;0;0;0;WS  2;0;0;0;0;0;0;WS 56
1237;2 bewoonde vertrekken;Breda, Totaal;1799;3598;14603;181;7963;WS  2;493;520;390;263;132;1;WS 56
1238;2 bewoonde vertrekken;Dantumadeel, Totaal;295;590;2689;15;1407;WS 30;57;90;90;35;23;0;WS 80
1239;2 bewoonde vertrekken;Dantumadeel, Wijk A;25;50;250;0;125;WS 30;2;10;7;4;2;0;WS 80
1240;2 bewoonde vertrekken;Dantumadeel, Wijk B;23;46;178;2;97;WS 30;5;7;8;1;2;0;WS 80
1241;2 bewoonde vertrekken;Dantumadeel, Wijk C;7;14;55;1;31;WS 30;1;3;2;1;0;0;WS 80
1242;2 bewoonde vertrekken;Dantumadeel, Wijk D;8;16;54;0;27;WS 30;2;4;2;0;0;0;WS 80
1243;2 bewoonde vertrekken;Dantumadeel, Wijk E;50;100;516;0;258;WS 30;10;11;19;3;7;0;WS 80
1244;2 bewoonde vertrekken;Dantumadeel, Wijk F;37;74;304;6;183;WS 30;6;13;8;7;3;0;WS 80
1245;2 bewoonde vertrekken;Dantumadeel, Wijk G;14;28;86;2;51;WS 30;5;5;2;2;0;0;WS 80
1246;2 bewoonde vertrekken;Dantumadeel, Wijk H;27;54;241;1;125;WS 30;6;8;11;1;1;0;WS 80
1247;2 bewoonde vertrekken;Dantumadeel, Wijk I;14;28;149;1;79;WS 30;1;2;6;4;1;0;WS 80
1248;2 bewoonde vertrekken;Dantumadeel, Wijk K;33;66;302;0;151;WS 30;8;9;10;4;2;0;WS 80
1249;2 bewoonde vertrekken;Dantumadeel, Wijk L;10;20;107;1;55;WS 30;3;1;1;4;1;0;WS 80
1250;2 bewoonde vertrekken;Dantumadeel, Wijk M;47;94;447;1;225;WS 30;8;17;14;4;4;0;WS 80
1251;2 bewoonde vertrekken;Delft, Totaal;2311;4622;15229;373;8546;WS 14;952;619;401;230;108;1;WS 66
1252;2 bewoonde vertrekken;Delft, Wijk 1;397;794;2804;26;1463;WS 14;173;97;71;34;22;0;WS 66
1253;2 bewoonde vertrekken;Delft, Wijk 2;341;682;2501;71;1519;WS 14;87;102;81;48;22;1;WS 66
1254;2 bewoonde vertrekken;Delft, Wijk 3;307;614;1710;74;963;WS 14;163;76;37;23;8;0;WS 66
1255;2 bewoonde vertrekken;Delft, Wijk 4;241;482;1579;43;911;WS 14;95;63;46;26;11;0;WS 66
1256;2 bewoonde vertrekken;Delft, Wijk 5;199;398;907;37;508;WS 14;128;42;17;10;2;0;WS 66
1257;2 bewoonde vertrekken;Delft, Wijk 6;311;622;2191;47;1251;WS 14;101;108;51;31;20;0;WS 66
1258;2 bewoonde vertrekken;Delft, Wijk 7;280;560;1509;51;858;WS 14;151;64;40;15;10;0;WS 66
1259;2 bewoonde vertrekken;Delft, Wijk 8;235;470;2028;24;1073;WS 14;54;67;58;43;13;0;WS 66
1260;2 bewoonde vertrekken;Deventer, Totaal;1839;3678;14340;288;8108;WS 40;407;585;510;251;84;2;WS 88
1261;2 bewoonde vertrekken;Dordrecht, Totaal;2584;5168;18838;354;10607;WS 14;819;811;536;286;130;2;WS 66
1262;2 bewoonde vertrekken;Dordrecht, Wijk A;212;424;1384;42;824;WS 14;84;60;34;26;8;0;WS 66
1263;2 bewoonde vertrekken;Dordrecht, Wijk B;74;148;365;25;261;WS 14;38;10;13;7;6;0;WS 66
1264;2 bewoonde vertrekken;Dordrecht, Wijk C;982;1964;7418;142;4215;WS 14;283;301;225;122;50;1;WS 66
1265;2 bewoonde vertrekken;Dordrecht, Wijk D;489;978;3518;68;1965;WS 14;170;133;98;61;27;0;WS 66
1266;2 bewoonde vertrekken;Dordrecht, Wijk E;578;1156;4292;56;2348;WS 14;178;205;116;50;28;1;WS 66
1267;2 bewoonde vertrekken;Dordrecht, Wijk F;249;498;1861;21;994;WS 14;66;102;50;20;11;0;WS 66
1268;2 bewoonde vertrekken;Ede, Totaal;1014;2028;9658;104;5344;WS  8;128;306;281;198;97;4;WS 62
1269;2 bewoonde vertrekken;Ede, Wijk Otterloo;79;158;887;3;462;WS  8;4;22;19;25;9;0;WS 62
1270;2 bewoonde vertrekken;Ede, Wijk Lunteren;209;418;1818;28;1050;WS  8;24;72;66;32;15;0;WS 62
1271;2 bewoonde vertrekken;Ede, Wijk Veenendaal;170;340;1852;6;945;WS  8;22;48;43;28;27;2;WS 62
1272;2 bewoonde vertrekken;Ede, Wijk Bennekom;151;302;1158;34;745;WS  8;27;56;37;20;11;0;WS 62
1273;2 bewoonde vertrekken;Ede, Wijk Ede;405;810;3943;33;2142;WS  8;51;108;116;93;35;2;WS 62
1274;2 bewoonde vertrekken;Emmen, Totaal;479;958;4980;60;2784;WS 48;34;107;154;129;55;0;WS 96
