ID;Persoonskenmerken;Bekendheid_1;Bezit_2;Bekendheid_3;Bezit_4;Bekendheid_5;Bezit_6;Bekendheid_7;Bezit_8;Bekendheid_9;Bezit_10;Bekendheid_11;Bezit_12;Bekendheid_13;Bezit_14;Bekendheid_15;Bezit_16;NietBekendMetDezeBrandveiligeProd_17;Bekendheid_18;Bezit_19;Bekendheid_20;Bezit_21;Bekendheid_22;Bezit_23;Bekendheid_24;Bezit_25;Bekendheid_26;Bezit_27;Bekendheid_28;Bezit_29;Bekendheid_30;Bezit_31;Bekendheid_32;Bezit_33;Bekendheid_34;Bezit_35;Bekendheid_36;Bezit_37;NietBekendMetDezeVeiligheidsprod_38;Bekendheid_39;Bezit_40;Bekendheid_41;Bezit_42;Bekendheid_43;Bezit_44;Bekendheid_45;Bezit_46;Bekendheid_47;Bezit_48;Bekendheid_49;Bezit_50;Bekendheid_51;Bezit_52;Bekendheid_53;Bezit_54;Bekendheid_55;Bezit_56;Bekendheid_57;Bezit_58;Bekendheid_59;Bezit_60;Bekendheid_61;Bezit_62;Bekendheid_63;Bezit_64;Bekendheid_65;Bezit_66;Bekendheid_67;Bezit_68;Bekendheid_69;Bezit_70;Bekendheid_71;Bezit_72;Bekendheid_73;Bezit_74;Bekendheid_75;Bezit_76;Bekendheid_77;Bezit_78;Bekendheid_79;Bezit_80;NietBekendMetDezeKinderveiligeProd_81;Bekendheid_82;Bezit_83;Bekendheid_84;Bezit_85;Bekendheid_86;Bezit_87;Bekendheid_88;Bezit_89;Bekendheid_90;Bezit_91;NietBekendMetDezeKinderveiligeProd_92;Bekendheid_93;Bezit_94;Bekendheid_95;Bezit_96;Bekendheid_97;Bezit_98;Bekendheid_99;Bezit_100;Bekendheid_101;Bezit_102;Bekendheid_103;Bezit_104;Bekendheid_105;Bezit_106;NietBekendMetDezeKlusveiligeProd_107;Afgelopen3MaandenNietGesport_108;Afgelopen3MaandenGesport_109;WarmingUp_110;CoolingDown_111;ValFietshelm_112;Gebitsbeschermer_113;Kniebeschermers_114;Kniebandages_115;Scheenbeschermers_116;Enkelbandages_117;Steunkousen_118;Elleboogbeschermers_119;AndereMaatregelen_120
26;81;98.0;23.0;96.0;4.0;68.0;2.0;80.0;1.0;33.0;0.0;97.0;21.0;91.0;12.0;93.0;81.0;0.0;81.0;21.0;95.0;8.0;81.0;6.0;93.0;33.0;89.0;13.0;96.0;26.0;94.0;20.0;27.0;1.0;91.0;17.0;83.0;20.0;1.0;20.0;14.0;16.0;5.0;15.0;2.0;8.0;0.0;19.0;7.0;18.0;4.0;20.0;16.0;13.0;4.0;11.0;3.0;18.0;4.0;13.0;1.0;8.0;0.0;7.0;0.0;9.0;1.0;21.0;19.0;19.0;14.0;20.0;8.0;19.0;9.0;20.0;15.0;12.0;3.0;20.0;15.0;0.0;28.0;16.0;25.0;10.0;27.0;12.0;27.0;4.0;26.0;3.0;0.0;57.0;12.0;56.0;26.0;38.0;2.0;60.0;26.0;59.0;3.0;59.0;16.0;60.0;36.0;0.0;38.0;63.0;95.0;59.0;5.0;3.0;9.0;5.0;12.0;8.0;0.0;2.0;13.0
27;82;96.0;17.0;96.0;3.0;54.0;2.0;70.0;1.0;28.0;0.0;95.0;17.0;84.0;9.0;82.0;69.0;0.0;78.0;17.0;94.0;6.0;77.0;7.0;89.0;28.0;83.0;11.0;95.0;22.0;93.0;21.0;26.0;1.0;86.0;11.0;79.0;16.0;1.0;17.0;10.0;16.0;5.0;15.0;1.0;9.0;0.0;16.0;5.0;15.0;3.0;17.0;12.0;12.0;3.0;11.0;3.0;15.0;2.0;13.0;0.0;8.0;0.0;7.0;0.0;9.0;1.0;17.0;15.0;17.0;12.0;16.0;5.0;16.0;5.0;16.0;12.0;10.0;3.0;17.0;11.0;0.0;29.0;14.0;26.0;8.0;28.0;8.0;28.0;3.0;28.0;2.0;0.0;44.0;9.0;43.0;19.0;30.0;2.0;48.0;15.0;47.0;2.0;47.0;11.0;47.0;24.0;1.0;48.0;53.0;91.0;60.0;5.0;2.0;9.0;6.0;11.0;8.0;1.0;2.0;15.0
28;83;95.0;23.0;93.0;4.0;71.0;2.0;77.0;2.0;35.0;1.0;97.0;42.0;88.0;15.0;92.0;76.0;1.0;78.0;20.0;92.0;10.0;85.0;15.0;90.0;36.0;84.0;16.0;94.0;30.0;93.0;23.0;30.0;1.0;87.0;18.0;77.0;14.0;2.0;24.0;16.0;20.0;9.0;16.0;3.0;13.0;1.0;21.0;8.0;20.0;6.0;24.0;21.0;20.0;6.0;17.0;5.0;18.0;5.0;16.0;2.0;10.0;1.0;9.0;1.0;12.0;2.0;24.0;18.0;24.0;12.0;24.0;10.0;24.0;10.0;24.0;20.0;16.0;5.0;22.0;16.0;0.0;31.0;16.0;28.0;8.0;30.0;11.0;30.0;3.0;30.0;2.0;1.0;58.0;24.0;57.0;28.0;41.0;7.0;58.0;36.0;58.0;9.0;59.0;24.0;59.0;37.0;2.0;54.0;46.0;92.0;41.0;7.0;1.0;6.0;11.0;12.0;17.0;;2.0;13.0
29;84;98.0;24.0;97.0;4.0;74.0;0.0;86.0;1.0;48.0;1.0;97.0;23.0;92.0;9.0;95.0;81.0;0.0;84.0;17.0;95.0;7.0;87.0;10.0;95.0;33.0;88.0;12.0;94.0;25.0;94.0;22.0;38.0;1.0;90.0;15.0;81.0;16.0;1.0;21.0;12.0;18.0;4.0;13.0;2.0;8.0;0.0;18.0;6.0;18.0;4.0;20.0;13.0;14.0;5.0;11.0;4.0;17.0;3.0;12.0;1.0;10.0;0.0;7.0;1.0;9.0;2.0;21.0;18.0;19.0;12.0;18.0;8.0;18.0;10.0;19.0;14.0;10.0;2.0;19.0;14.0;0.0;30.0;14.0;27.0;9.0;29.0;10.0;29.0;2.0;28.0;1.0;0.0;74.0;42.0;75.0;39.0;60.0;8.0;75.0;44.0;74.0;9.0;74.0;35.0;73.0;44.0;1.0;54.0;46.0;84.0;43.0;10.0;2.0;10.0;2.0;19.0;8.0;1.0;4.0;16.0
30;85;91.0;15.0;90.0;2.0;58.0;1.0;72.0;1.0;36.0;0.0;90.0;17.0;80.0;5.0;84.0;69.0;3.0;77.0;16.0;89.0;7.0;77.0;11.0;86.0;26.0;80.0;11.0;89.0;23.0;89.0;30.0;28.0;0.0;82.0;13.0;73.0;12.0;3.0;14.0;8.0;12.0;4.0;10.0;0.0;6.0;1.0;12.0;4.0;11.0;3.0;14.0;9.0;10.0;2.0;10.0;1.0;11.0;1.0;10.0;1.0;6.0;0.0;6.0;1.0;8.0;2.0;15.0;11.0;12.0;8.0;13.0;4.0;13.0;4.0;14.0;10.0;9.0;3.0;13.0;9.0;1.0;32.0;12.0;30.0;6.0;31.0;8.0;31.0;3.0;31.0;2.0;2.0;57.0;26.0;56.0;27.0;44.0;7.0;57.0;27.0;56.0;8.0;56.0;20.0;55.0;28.0;1.0;61.0;39.0;90.0;54.0;3.0;5.0;9.0;6.0;23.0;13.0;1.0;1.0;15.0
31;86;93.0;19.0;90.0;2.0;54.0;1.0;68.0;1.0;29.0;0.0;92.0;21.0;76.0;6.0;76.0;57.0;2.0;70.0;14.0;87.0;8.0;72.0;7.0;81.0;22.0;75.0;11.0;88.0;24.0;86.0;20.0;29.0;2.0;80.0;13.0;71.0;15.0;5.0;16.0;5.0;13.0;2.0;14.0;0.0;8.0;0.0;13.0;3.0;13.0;2.0;16.0;10.0;9.0;2.0;9.0;2.0;13.0;1.0;9.0;0.0;6.0;0.0;5.0;0.0;6.0;1.0;17.0;7.0;16.0;5.0;16.0;2.0;16.0;2.0;16.0;10.0;10.0;2.0;16.0;11.0;1.0;45.0;21.0;43.0;14.0;44.0;13.0;44.0;4.0;43.0;3.0;1.0;49.0;14.0;50.0;18.0;34.0;2.0;53.0;20.0;51.0;3.0;53.0;14.0;52.0;28.0;2.0;53.0;47.0;90.0;52.0;3.0;3.0;14.0;4.0;7.0;5.0;;4.0;15.0
32;88;92.0;12.0;90.0;6.0;58.0;2.0;68.0;1.0;29.0;0.0;91.0;18.0;79.0;8.0;84.0;63.0;2.0;76.0;19.0;91.0;18.0;74.0;11.0;78.0;21.0;75.0;12.0;86.0;27.0;88.0;30.0;23.0;1.0;82.0;14.0;75.0;21.0;3.0;5.0;2.0;4.0;1.0;3.0;0.0;2.0;0.0;4.0;1.0;4.0;1.0;5.0;3.0;4.0;1.0;3.0;1.0;3.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;5.0;4.0;4.0;3.0;5.0;1.0;5.0;2.0;5.0;3.0;2.0;1.0;4.0;2.0;0.0;9.0;4.0;8.0;2.0;9.0;2.0;9.0;2.0;9.0;1.0;0.0;37.0;7.0;37.0;15.0;24.0;1.0;39.0;18.0;38.0;3.0;39.0;9.0;39.0;20.0;2.0;75.0;25.0;77.0;36.0;9.0;;15.0;6.0;;;;5.0;14.0
33;87;93.0;17.0;93.0;7.0;51.0;1.0;65.0;3.0;27.0;0.0;93.0;23.0;76.0;8.0;73.0;58.0;3.0;72.0;16.0;87.0;6.0;71.0;9.0;79.0;21.0;71.0;8.0;88.0;16.0;84.0;15.0;18.0;1.0;77.0;14.0;67.0;10.0;3.0;7.0;3.0;5.0;1.0;5.0;0.0;3.0;0.0;6.0;3.0;6.0;1.0;7.0;5.0;5.0;2.0;4.0;1.0;6.0;1.0;5.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;8.0;4.0;7.0;3.0;7.0;2.0;6.0;2.0;5.0;5.0;4.0;2.0;7.0;5.0;0.0;58.0;13.0;53.0;9.0;56.0;5.0;54.0;2.0;54.0;3.0;1.0;32.0;6.0;35.0;13.0;20.0;1.0;37.0;11.0;34.0;2.0;35.0;7.0;36.0;15.0;1.0;39.0;62.0;91.0;52.0;4.0;4.0;10.0;5.0;21.0;8.0;;2.0;17.0
34;89;78.0;10.0;83.0;7.0;46.0;1.0;53.0;1.0;24.0;0.0;84.0;16.0;69.0;9.0;70.0;51.0;5.0;71.0;21.0;91.0;28.0;70.0;11.0;69.0;22.0;57.0;10.0;83.0;29.0;83.0;39.0;21.0;1.0;72.0;9.0;65.0;16.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;5.0;26.0;10.0;16.0;0.0;29.0;10.0;27.0;1.0;29.0;5.0;30.0;12.0;2.0;76.0;24.0;87.0;39.0;4.0;;1.0;1.0;1.0;;3.0;1.0;16.0
35;90;90.0;19.0;88.0;3.0;49.0;1.0;60.0;0.0;24.0;0.0;89.0;21.0;76.0;12.0;81.0;64.0;3.0;72.0;16.0;89.0;10.0;74.0;8.0;84.0;27.0;70.0;10.0;88.0;27.0;88.0;26.0;23.0;1.0;81.0;12.0;76.0;20.0;4.0;22.0;12.0;17.0;4.0;18.0;1.0;11.0;0.0;19.0;7.0;18.0;4.0;22.0;13.0;15.0;4.0;13.0;2.0;18.0;3.0;13.0;0.0;9.0;0.0;8.0;0.0;9.0;1.0;22.0;17.0;20.0;11.0;21.0;8.0;19.0;6.0;20.0;15.0;13.0;3.0;20.0;12.0;1.0;32.0;19.0;29.0;9.0;29.0;9.0;30.0;2.0;29.0;1.0;2.0;39.0;4.0;36.0;9.0;23.0;1.0;42.0;9.0;40.0;1.0;40.0;5.0;42.0;18.0;1.0;64.0;36.0;92.0;52.0;1.0;1.0;5.0;4.0;3.0;2.0;;2.0;9.0
