ID;Bestemming;Perioden;InvesteringenWerkelijkePrijzen_1;InvesteringenPrijsniveau2021_2;InvesteringenVolumemutatie_3;InvesteringenPrijsindexcijfers_4
907;26 Elektrotechnische industrie;2003;916.0;1263.0;-4.6;72.5
908;26 Elektrotechnische industrie;2004;931.0;1265.0;0.2;73.6
909;26 Elektrotechnische industrie;2005;1034.0;1381.0;9.1;74.9
910;26 Elektrotechnische industrie;2006;1108.0;1440.0;4.3;77.0
911;26 Elektrotechnische industrie;2007;1096.0;1397.0;-3.0;78.5
912;26 Elektrotechnische industrie;2008;1162.0;1444.0;3.4;80.5
913;26 Elektrotechnische industrie;2009;1060.0;1296.0;-10.2;81.8
914;26 Elektrotechnische industrie;2010;1006.0;1220.0;-5.8;82.4
915;26 Elektrotechnische industrie;2011;1097.0;1325.0;8.5;82.8
916;26 Elektrotechnische industrie;2012;1190.0;1433.0;8.2;83.0
917;26 Elektrotechnische industrie;2013;1304.0;1567.0;9.3;83.2
918;26 Elektrotechnische industrie;2014;1543.0;1844.0;17.7;83.7
919;26 Elektrotechnische industrie;2015;1409.0;1653.0;-10.4;85.2
920;26 Elektrotechnische industrie;2016;1594.0;1842.0;11.4;86.5
921;26 Elektrotechnische industrie;2017;1615.0;1841.0;-0.1;87.7
922;26 Elektrotechnische industrie;2018;1581.0;1757.0;-4.6;90.0
923;26 Elektrotechnische industrie;2019;1602.0;1733.0;-1.3;92.4
924;26 Elektrotechnische industrie;2020;1624.0;1713.0;-1.2;94.8
925;26 Elektrotechnische industrie;2021;1737.0;1737.0;1.4;100.0
926;26 Elektrotechnische industrie;2022;1876.0;1775.0;2.2;105.7
927;26 Elektrotechnische industrie;2023;;;;
928;27 Elektrische apparatenindustrie;1995;530.0;747.0;;70.9
929;27 Elektrische apparatenindustrie;1996;636.0;915.0;22.5;69.5
930;27 Elektrische apparatenindustrie;1997;652.0;926.0;1.3;70.4
931;27 Elektrische apparatenindustrie;1998;693.0;990.0;6.9;70.0
932;27 Elektrische apparatenindustrie;1999;691.0;980.0;-1.0;70.5
933;27 Elektrische apparatenindustrie;2000;717.0;972.0;-0.9;73.8
934;27 Elektrische apparatenindustrie;2001;743.0;991.0;2.0;75.0
935;27 Elektrische apparatenindustrie;2002;653.0;841.0;-15.1;77.6
936;27 Elektrische apparatenindustrie;2003;659.0;847.0;0.6;77.8
937;27 Elektrische apparatenindustrie;2004;637.0;807.0;-4.7;79.0
938;27 Elektrische apparatenindustrie;2005;653.0;826.0;2.4;79.1
939;27 Elektrische apparatenindustrie;2006;760.0;937.0;13.5;81.1
940;27 Elektrische apparatenindustrie;2007;748.0;901.0;-3.8;83.0
941;27 Elektrische apparatenindustrie;2008;819.0;958.0;6.3;85.5
942;27 Elektrische apparatenindustrie;2009;806.0;939.0;-2.0;85.8
943;27 Elektrische apparatenindustrie;2010;743.0;872.0;-7.2;85.2
944;27 Elektrische apparatenindustrie;2011;784.0;929.0;6.6;84.4
945;27 Elektrische apparatenindustrie;2012;824.0;972.0;4.6;84.8
946;27 Elektrische apparatenindustrie;2013;772.0;908.0;-6.6;85.0
947;27 Elektrische apparatenindustrie;2014;777.0;908.0;0.0;85.6
948;27 Elektrische apparatenindustrie;2015;667.0;764.0;-15.8;87.3
949;27 Elektrische apparatenindustrie;2016;721.0;822.0;7.5;87.8
950;27 Elektrische apparatenindustrie;2017;756.0;852.0;3.7;88.7
951;27 Elektrische apparatenindustrie;2018;711.0;784.0;-8.1;90.7
952;27 Elektrische apparatenindustrie;2019;740.0;793.0;1.3;93.3
953;27 Elektrische apparatenindustrie;2020;787.0;825.0;3.9;95.4
954;27 Elektrische apparatenindustrie;2021;768.0;768.0;-6.9;100.0
955;27 Elektrische apparatenindustrie;2022;715.0;675.0;-12.1;105.9
956;27 Elektrische apparatenindustrie;2023;;;;
957;28 Machine-industrie;1995;778.0;1091.0;;71.3
958;28 Machine-industrie;1996;948.0;1325.0;21.5;71.5
959;28 Machine-industrie;1997;990.0;1363.0;2.8;72.6
960;28 Machine-industrie;1998;1138.0;1576.0;15.7;72.2
961;28 Machine-industrie;1999;1185.0;1629.0;3.3;72.7
962;28 Machine-industrie;2000;1260.0;1702.0;4.5;74.0
963;28 Machine-industrie;2001;1467.0;1961.0;15.2;74.8
964;28 Machine-industrie;2002;1235.0;1610.0;-17.9;76.7
965;28 Machine-industrie;2003;1203.0;1555.0;-3.4;77.4
966;28 Machine-industrie;2004;1198.0;1544.0;-0.7;77.6
967;28 Machine-industrie;2005;1168.0;1494.0;-3.3;78.2
968;28 Machine-industrie;2006;1438.0;1813.0;21.3;79.3
969;28 Machine-industrie;2007;1637.0;2036.0;12.3;80.4
970;28 Machine-industrie;2008;1550.0;1888.0;-7.3;82.1
971;28 Machine-industrie;2009;1558.0;1873.0;-0.8;83.2
972;28 Machine-industrie;2010;1749.0;2091.0;11.6;83.6
973;28 Machine-industrie;2011;2104.0;2500.0;19.6;84.2
974;28 Machine-industrie;2012;2073.0;2449.0;-2.0;84.7
975;28 Machine-industrie;2013;2048.0;2406.0;-1.7;85.1
976;28 Machine-industrie;2014;2086.0;2433.0;1.1;85.7
977;28 Machine-industrie;2015;2522.0;2900.0;19.2;87.0
978;28 Machine-industrie;2016;2789.0;3177.0;9.6;87.8
979;28 Machine-industrie;2017;2407.0;2714.0;-14.6;88.7
980;28 Machine-industrie;2018;2879.0;3170.0;16.8;90.8
981;28 Machine-industrie;2019;3295.0;3544.0;11.8;93.0
982;28 Machine-industrie;2020;3011.0;3155.0;-11.0;95.4
983;28 Machine-industrie;2021;3354.0;3354.0;6.3;100.0
984;28 Machine-industrie;2022;3987.0;3765.0;12.3;105.9
985;28 Machine-industrie;2023;;;;
986;29-30 Transportmiddelenindustrie;1995;1090.0;1476.0;;73.8
987;29-30 Transportmiddelenindustrie;1996;503.0;673.0;-54.4;74.7
988;29-30 Transportmiddelenindustrie;1997;451.0;602.0;-10.5;74.9
989;29-30 Transportmiddelenindustrie;1998;639.0;865.0;43.7;73.9
990;29-30 Transportmiddelenindustrie;1999;640.0;856.0;-1.1;74.8
991;29-30 Transportmiddelenindustrie;2000;477.0;622.0;-27.3;76.7
992;29-30 Transportmiddelenindustrie;2001;663.0;856.0;37.7;77.4
993;29-30 Transportmiddelenindustrie;2002;442.0;557.0;-35.0;79.4
994;29-30 Transportmiddelenindustrie;2003;516.0;652.0;17.2;79.1
995;29-30 Transportmiddelenindustrie;2004;563.0;704.0;7.9;79.9
996;29-30 Transportmiddelenindustrie;2005;586.0;718.0;2.0;81.6
997;29-30 Transportmiddelenindustrie;2006;559.0;675.0;-6.0;82.8
998;29-30 Transportmiddelenindustrie;2007;658.0;785.0;16.3;83.8
999;29-30 Transportmiddelenindustrie;2008;555.0;649.0;-17.3;85.5
1000;29-30 Transportmiddelenindustrie;2009;397.0;453.0;-30.3;87.7
1001;29-30 Transportmiddelenindustrie;2010;426.0;482.0;6.5;88.3
1002;29-30 Transportmiddelenindustrie;2011;504.0;568.0;17.8;88.7
1003;29-30 Transportmiddelenindustrie;2012;543.0;605.0;6.5;89.7
1004;29-30 Transportmiddelenindustrie;2013;678.0;756.0;24.9;89.7
1005;29-30 Transportmiddelenindustrie;2014;629.0;696.0;-8.0;90.4
1006;29-30 Transportmiddelenindustrie;2015;552.0;602.0;-13.5;91.7
1007;29-30 Transportmiddelenindustrie;2016;511.0;554.0;-8.0;92.3
1008;29-30 Transportmiddelenindustrie;2017;703.0;763.0;37.8;92.1
1009;29-30 Transportmiddelenindustrie;2018;611.0;651.0;-14.7;93.8
1010;29-30 Transportmiddelenindustrie;2019;701.0;733.0;12.6;95.6
1011;29-30 Transportmiddelenindustrie;2020;584.0;600.0;-18.1;97.3
1012;29-30 Transportmiddelenindustrie;2021;808.0;808.0;34.6;100.0
1013;29-30 Transportmiddelenindustrie;2022;748.0;713.0;-11.8;104.9
1014;29-30 Transportmiddelenindustrie;2023;;;;
1015;29 Auto- en aanhangwagenindustrie;1995;900.0;1285.0;;70.0
1016;29 Auto- en aanhangwagenindustrie;1996;385.0;543.0;-57.8;71.0
1017;29 Auto- en aanhangwagenindustrie;1997;313.0;438.0;-19.2;71.4
1018;29 Auto- en aanhangwagenindustrie;1998;452.0;637.0;45.4;70.9
1019;29 Auto- en aanhangwagenindustrie;1999;427.0;599.0;-6.0;71.3
1020;29 Auto- en aanhangwagenindustrie;2000;283.0;387.0;-35.4;73.1
1021;29 Auto- en aanhangwagenindustrie;2001;356.0;480.0;24.0;74.1
1022;29 Auto- en aanhangwagenindustrie;2002;244.0;322.0;-32.9;75.7
1023;29 Auto- en aanhangwagenindustrie;2003;296.0;388.0;20.5;76.2
1024;29 Auto- en aanhangwagenindustrie;2004;341.0;442.0;13.9;77.1
1025;29 Auto- en aanhangwagenindustrie;2005;379.0;482.0;9.1;78.6
1026;29 Auto- en aanhangwagenindustrie;2006;347.0;435.0;-9.8;79.7
1027;29 Auto- en aanhangwagenindustrie;2007;428.0;529.0;21.6;80.8
1028;29 Auto- en aanhangwagenindustrie;2008;364.0;439.0;-17.1;82.9
1029;29 Auto- en aanhangwagenindustrie;2009;237.0;279.0;-36.5;85.0
1030;29 Auto- en aanhangwagenindustrie;2010;245.0;285.0;2.1;86.1
1031;29 Auto- en aanhangwagenindustrie;2011;295.0;340.0;19.6;86.7
1032;29 Auto- en aanhangwagenindustrie;2012;331.0;375.0;10.2;88.3
1033;29 Auto- en aanhangwagenindustrie;2013;448.0;507.0;35.3;88.3
1034;29 Auto- en aanhangwagenindustrie;2014;408.0;459.0;-9.6;88.9
1035;29 Auto- en aanhangwagenindustrie;2015;369.0;407.0;-11.3;90.7
1036;29 Auto- en aanhangwagenindustrie;2016;340.0;373.0;-8.4;91.2
1037;29 Auto- en aanhangwagenindustrie;2017;493.0;541.0;45.0;91.2
1038;29 Auto- en aanhangwagenindustrie;2018;430.0;462.0;-14.6;93.1
1039;29 Auto- en aanhangwagenindustrie;2019;386.0;406.0;-12.1;95.1
1040;29 Auto- en aanhangwagenindustrie;2020;398.0;409.0;0.8;97.3
1041;29 Auto- en aanhangwagenindustrie;2021;595.0;595.0;45.5;100.0
1042;29 Auto- en aanhangwagenindustrie;2022;562.0;530.0;-10.9;106.0
1043;29 Auto- en aanhangwagenindustrie;2023;;;;
1044;30 Overige transportmiddelenindustrie;1995;190.0;234.0;;81.1
1045;30 Overige transportmiddelenindustrie;1996;118.0;144.0;-38.4;81.8
1046;30 Overige transportmiddelenindustrie;1997;138.0;170.0;17.8;81.2
1047;30 Overige transportmiddelenindustrie;1998;187.0;238.0;39.9;78.7
1048;30 Overige transportmiddelenindustrie;1999;213.0;263.0;10.7;81.0
1049;30 Overige transportmiddelenindustrie;2000;194.0;233.0;-11.3;83.1
1050;30 Overige transportmiddelenindustrie;2001;307.0;368.0;57.7;83.4
1051;30 Overige transportmiddelenindustrie;2002;198.0;230.0;-37.5;86.0
1052;30 Overige transportmiddelenindustrie;2003;220.0;261.0;13.1;84.4
1053;30 Overige transportmiddelenindustrie;2004;222.0;261.0;0.0;85.2
1054;30 Overige transportmiddelenindustrie;2005;207.0;237.0;-9.0;87.3
1055;30 Overige transportmiddelenindustrie;2006;212.0;239.0;1.0;88.6
1056;30 Overige transportmiddelenindustrie;2007;230.0;257.0;7.5;89.4
1057;30 Overige transportmiddelenindustrie;2008;191.0;212.0;-17.8;90.3
1058;30 Overige transportmiddelenindustrie;2009;160.0;173.0;-18.3;92.6
1059;30 Overige transportmiddelenindustrie;2010;181.0;195.0;13.1;92.6
1060;30 Overige transportmiddelenindustrie;2011;209.0;226.0;15.5;92.6
1061;30 Overige transportmiddelenindustrie;2012;212.0;229.0;1.4;92.6
1062;30 Overige transportmiddelenindustrie;2013;230.0;248.0;8.5;92.6
1063;30 Overige transportmiddelenindustrie;2014;221.0;236.0;-4.8;93.5
1064;30 Overige transportmiddelenindustrie;2015;183.0;195.0;-17.6;94.0
1065;30 Overige transportmiddelenindustrie;2016;171.0;181.0;-7.1;94.5
1066;30 Overige transportmiddelenindustrie;2017;210.0;223.0;23.4;94.1
1067;30 Overige transportmiddelenindustrie;2018;181.0;190.0;-14.8;95.1
1068;30 Overige transportmiddelenindustrie;2019;315.0;326.0;71.3;96.7
1069;30 Overige transportmiddelenindustrie;2020;186.0;191.0;-41.3;97.2
1070;30 Overige transportmiddelenindustrie;2021;213.0;213.0;11.3;100.0
1071;30 Overige transportmiddelenindustrie;2022;186.0;183.0;-14.1;101.6
1072;30 Overige transportmiddelenindustrie;2023;;;;
1073;31-33 Overige industrie en reparatie;1995;561.0;624.0;;89.9
1074;31-33 Overige industrie en reparatie;1996;507.0;573.0;-8.2;88.5
1075;31-33 Overige industrie en reparatie;1997;508.0;574.0;0.2;88.5
1076;31-33 Overige industrie en reparatie;1998;564.0;658.0;14.6;85.8
1077;31-33 Overige industrie en reparatie;1999;627.0;736.0;11.9;85.2
1078;31-33 Overige industrie en reparatie;2000;578.0;668.0;-9.3;86.6
1079;31-33 Overige industrie en reparatie;2001;608.0;693.0;3.8;87.7
1080;31-33 Overige industrie en reparatie;2002;525.0;603.0;-13.0;87.0
1081;31-33 Overige industrie en reparatie;2003;517.0;592.0;-1.9;87.4
1082;31-33 Overige industrie en reparatie;2004;500.0;577.0;-2.5;86.7
1083;31-33 Overige industrie en reparatie;2005;447.0;516.0;-10.6;86.7
1084;31-33 Overige industrie en reparatie;2006;595.0;682.0;32.2;87.3
1085;31-33 Overige industrie en reparatie;2007;653.0;741.0;8.7;88.1
1086;31-33 Overige industrie en reparatie;2008;789.0;883.0;19.1;89.3
1087;31-33 Overige industrie en reparatie;2009;800.0;885.0;0.3;90.4
1088;31-33 Overige industrie en reparatie;2010;780.0;862.0;-2.6;90.5
1089;31-33 Overige industrie en reparatie;2011;711.0;785.0;-9.0;90.6
1090;31-33 Overige industrie en reparatie;2012;721.0;790.0;0.7;91.2
1091;31-33 Overige industrie en reparatie;2013;771.0;848.0;7.4;90.9
1092;31-33 Overige industrie en reparatie;2014;777.0;851.0;0.3;91.3
1093;31-33 Overige industrie en reparatie;2015;653.0;712.0;-16.3;91.8
1094;31-33 Overige industrie en reparatie;2016;737.0;804.0;13.0;91.6
1095;31-33 Overige industrie en reparatie;2017;772.0;838.0;4.2;92.1
1096;31-33 Overige industrie en reparatie;2018;776.0;826.0;-1.4;93.9
1097;31-33 Overige industrie en reparatie;2019;755.0;781.0;-5.4;96.6
1098;31-33 Overige industrie en reparatie;2020;641.0;651.0;-16.7;98.5
1099;31-33 Overige industrie en reparatie;2021;652.0;652.0;0.2;100.0
1100;31-33 Overige industrie en reparatie;2022;761.0;731.0;12.1;104.1
1101;31-33 Overige industrie en reparatie;2023;;;;
1102;31-32 Meubel- en overige industrie;1995;257.0;311.0;;82.6
1103;31-32 Meubel- en overige industrie;1996;314.0;383.0;23.0;82.1
1104;31-32 Meubel- en overige industrie;1997;306.0;369.0;-3.5;82.9
1105;31-32 Meubel- en overige industrie;1998;346.0;423.0;14.7;81.7
1106;31-32 Meubel- en overige industrie;1999;406.0;499.0;17.9;81.3
1107;31-32 Meubel- en overige industrie;2000;374.0;450.0;-9.9;83.1
1108;31-32 Meubel- en overige industrie;2001;388.0;460.0;2.1;84.4
1109;31-32 Meubel- en overige industrie;2002;369.0;442.0;-3.9;83.5
1110;31-32 Meubel- en overige industrie;2003;363.0;426.0;-3.5;85.1
1111;31-32 Meubel- en overige industrie;2004;349.0;406.0;-4.7;85.9
1112;31-32 Meubel- en overige industrie;2005;286.0;332.0;-18.3;86.2
1113;31-32 Meubel- en overige industrie;2006;394.0;453.0;36.4;87.1
1114;31-32 Meubel- en overige industrie;2007;387.0;440.0;-2.8;88.0
1115;31-32 Meubel- en overige industrie;2008;535.0;599.0;36.2;89.3
1116;31-32 Meubel- en overige industrie;2009;433.0;477.0;-20.4;90.8
1117;31-32 Meubel- en overige industrie;2010;352.0;392.0;-17.8;89.8
1118;31-32 Meubel- en overige industrie;2011;387.0;429.0;9.4;90.2
1119;31-32 Meubel- en overige industrie;2012;347.0;384.0;-10.6;90.5
1120;31-32 Meubel- en overige industrie;2013;359.0;396.0;3.2;90.7
1121;31-32 Meubel- en overige industrie;2014;351.0;382.0;-3.3;91.8
1122;31-32 Meubel- en overige industrie;2015;266.0;292.0;-23.6;91.1
1123;31-32 Meubel- en overige industrie;2016;306.0;337.0;15.4;90.8
1124;31-32 Meubel- en overige industrie;2017;303.0;332.0;-1.6;91.4
1125;31-32 Meubel- en overige industrie;2018;295.0;314.0;-5.3;93.9
1126;31-32 Meubel- en overige industrie;2019;390.0;403.0;28.5;96.7
1127;31-32 Meubel- en overige industrie;2020;383.0;388.0;-3.8;98.7
1128;31-32 Meubel- en overige industrie;2021;396.0;396.0;2.1;100.0
1129;31-32 Meubel- en overige industrie;2022;451.0;431.0;8.8;104.6
1130;31-32 Meubel- en overige industrie;2023;;;;
1131;31 Meubelindustrie;1995;;;;
1132;31 Meubelindustrie;1996;;;;
1133;31 Meubelindustrie;1997;;;;
1134;31 Meubelindustrie;1998;;;;
1135;31 Meubelindustrie;1999;;;;
1136;31 Meubelindustrie;2000;;;;
1137;31 Meubelindustrie;2001;;;;
1138;31 Meubelindustrie;2002;;;;
1139;31 Meubelindustrie;2003;;;;
1140;31 Meubelindustrie;2004;;;;
1141;31 Meubelindustrie;2005;;;;
1142;31 Meubelindustrie;2006;;;;
1143;31 Meubelindustrie;2007;;;;
1144;31 Meubelindustrie;2008;;;;
1145;31 Meubelindustrie;2009;;;;
1146;31 Meubelindustrie;2010;;;;
1147;31 Meubelindustrie;2011;;;;
1148;31 Meubelindustrie;2012;;;;
1149;31 Meubelindustrie;2013;;;;
1150;31 Meubelindustrie;2014;;;;
1151;31 Meubelindustrie;2015;113.0;125.0;;90.6
1152;31 Meubelindustrie;2016;132.0;146.0;16.8;90.6
1153;31 Meubelindustrie;2017;127.0;140.0;-3.8;90.6
1154;31 Meubelindustrie;2018;136.0;145.0;3.1;94.0
1155;31 Meubelindustrie;2019;191.0;196.0;35.3;97.6
1156;31 Meubelindustrie;2020;172.0;173.0;-11.5;99.4
1157;31 Meubelindustrie;2021;155.0;155.0;-10.5;100.0
1158;31 Meubelindustrie;2022;198.0;190.0;22.6;104.2
1159;31 Meubelindustrie;2023;;;;
1160;32 Overige industrie;1995;;;;
1161;32 Overige industrie;1996;;;;
1162;32 Overige industrie;1997;;;;
1163;32 Overige industrie;1998;;;;
1164;32 Overige industrie;1999;;;;
1165;32 Overige industrie;2000;;;;
1166;32 Overige industrie;2001;;;;
1167;32 Overige industrie;2002;;;;
1168;32 Overige industrie;2003;;;;
1169;32 Overige industrie;2004;;;;
1170;32 Overige industrie;2005;;;;
1171;32 Overige industrie;2006;;;;
1172;32 Overige industrie;2007;;;;
1173;32 Overige industrie;2008;;;;
1174;32 Overige industrie;2009;;;;
1175;32 Overige industrie;2010;;;;
1176;32 Overige industrie;2011;;;;
1177;32 Overige industrie;2012;;;;
1178;32 Overige industrie;2013;;;;
1179;32 Overige industrie;2014;;;;
1180;32 Overige industrie;2015;153.0;167.0;;91.8
1181;32 Overige industrie;2016;174.0;191.0;14.4;91.3
1182;32 Overige industrie;2017;176.0;191.0;0.0;92.3
1183;32 Overige industrie;2018;159.0;169.0;-11.4;94.1
1184;32 Overige industrie;2019;199.0;207.0;22.6;96.0
1185;32 Overige industrie;2020;211.0;215.0;3.5;98.3
1186;32 Overige industrie;2021;241.0;241.0;12.3;100.0
1187;32 Overige industrie;2022;253.0;241.0;0.0;105.0
1188;32 Overige industrie;2023;;;;
1189;33 Reparatie en installatie van machines;1995;304.0;289.0;;105.3
1190;33 Reparatie en installatie van machines;1996;193.0;189.0;-34.5;102.2
1191;33 Reparatie en installatie van machines;1997;202.0;201.0;6.2;100.7
1192;33 Reparatie en installatie van machines;1998;218.0;229.0;14.4;95.0
1193;33 Reparatie en installatie van machines;1999;221.0;235.0;2.3;94.1
1194;33 Reparatie en installatie van machines;2000;204.0;216.0;-8.1;94.6
1195;33 Reparatie en installatie van machines;2001;220.0;230.0;6.9;95.5
1196;33 Reparatie en installatie van machines;2002;156.0;163.0;-29.1;95.5
1197;33 Reparatie en installatie van machines;2003;154.0;167.0;1.9;92.5
1198;33 Reparatie en installatie van machines;2004;151.0;171.0;2.6;88.4
1199;33 Reparatie en installatie van machines;2005;161.0;183.0;7.3;87.8
1200;33 Reparatie en installatie van machines;2006;201.0;229.0;24.8;87.8
1201;33 Reparatie en installatie van machines;2007;266.0;301.0;31.3;88.5
1202;33 Reparatie en installatie van machines;2008;254.0;284.0;-5.6;89.6
1203;33 Reparatie en installatie van machines;2009;367.0;408.0;43.7;90.0
1204;33 Reparatie en installatie van machines;2010;428.0;470.0;15.3;91.1
1205;33 Reparatie en installatie van machines;2011;324.0;357.0;-24.1;90.8
1206;33 Reparatie en installatie van machines;2012;374.0;407.0;14.2;91.8
1207;33 Reparatie en installatie van machines;2013;412.0;453.0;11.2;90.9
1208;33 Reparatie en installatie van machines;2014;426.0;468.0;3.4;90.9
1209;33 Reparatie en installatie van machines;2015;387.0;420.0;-10.3;92.1
1210;33 Reparatie en installatie van machines;2016;431.0;468.0;11.4;92.1
1211;33 Reparatie en installatie van machines;2017;469.0;507.0;8.4;92.5
1212;33 Reparatie en installatie van machines;2018;481.0;512.0;1.1;93.9
1213;33 Reparatie en installatie van machines;2019;365.0;378.0;-26.2;96.5
1214;33 Reparatie en installatie van machines;2020;258.0;263.0;-30.4;98.0
1215;33 Reparatie en installatie van machines;2021;256.0;256.0;-2.7;100.0
1216;33 Reparatie en installatie van machines;2022;310.0;300.0;17.2;103.3
1217;33 Reparatie en installatie van machines;2023;;;;
1218;D Energievoorziening;1995;2031.0;2969.0;;68.4
1219;D Energievoorziening;1996;2135.0;3071.0;3.4;69.5
1220;D Energievoorziening;1997;1804.0;2575.0;-16.2;70.1
1221;D Energievoorziening;1998;1652.0;2355.0;-8.5;70.2
1222;D Energievoorziening;1999;1638.0;2312.0;-1.8;70.8
1223;D Energievoorziening;2000;1829.0;2532.0;9.5;72.2
1224;D Energievoorziening;2001;1500.0;2010.0;-20.6;74.6
1225;D Energievoorziening;2002;1540.0;2018.0;0.4;76.3
1226;D Energievoorziening;2003;1773.0;2308.0;14.4;76.8
1227;D Energievoorziening;2004;2098.0;2718.0;17.8;77.2
1228;D Energievoorziening;2005;2192.0;2833.0;4.2;77.4
1229;D Energievoorziening;2006;2633.0;3348.0;18.2;78.6
1230;D Energievoorziening;2007;3405.0;4232.0;26.4;80.5
1231;D Energievoorziening;2008;3239.0;3894.0;-8.0;83.2
1232;D Energievoorziening;2009;3453.0;4153.0;6.7;83.1
1233;D Energievoorziening;2010;4106.0;4879.0;17.5;84.2
1234;D Energievoorziening;2011;4750.0;5585.0;14.5;85.0
1235;D Energievoorziening;2012;5482.0;6351.0;13.7;86.3
1236;D Energievoorziening;2013;5650.0;6513.0;2.6;86.7
1237;D Energievoorziening;2014;6436.0;7390.0;13.5;87.1
1238;D Energievoorziening;2015;6071.0;6703.0;-9.3;90.6
1239;D Energievoorziening;2016;5840.0;6465.0;-3.5;90.3
1240;D Energievoorziening;2017;4993.0;5431.0;-16.0;91.9
1241;D Energievoorziening;2018;6538.0;6968.0;28.3;93.8
1242;D Energievoorziening;2019;6374.0;6674.0;-4.2;95.5
1243;D Energievoorziening;2020;7944.0;8299.0;24.3;95.7
1244;D Energievoorziening;2021;8156.0;8156.0;-1.7;100.0
1245;D Energievoorziening;2022;10162.0;9241.0;13.3;110.0
1246;D Energievoorziening;2023;10439.0;9065.0;-1.9;115.2
1247;35 Energiebedrijven;1995;2031.0;2969.0;;68.4
1248;35 Energiebedrijven;1996;2135.0;3071.0;3.4;69.5
1249;35 Energiebedrijven;1997;1804.0;2575.0;-16.2;70.1
1250;35 Energiebedrijven;1998;1652.0;2355.0;-8.5;70.2
1251;35 Energiebedrijven;1999;1638.0;2312.0;-1.8;70.8
1252;35 Energiebedrijven;2000;1829.0;2532.0;9.5;72.2
1253;35 Energiebedrijven;2001;1500.0;2010.0;-20.6;74.6
1254;35 Energiebedrijven;2002;1540.0;2018.0;0.4;76.3
1255;35 Energiebedrijven;2003;1773.0;2308.0;14.4;76.8
1256;35 Energiebedrijven;2004;2098.0;2718.0;17.8;77.2
1257;35 Energiebedrijven;2005;2192.0;2833.0;4.2;77.4
1258;35 Energiebedrijven;2006;2633.0;3348.0;18.2;78.6
1259;35 Energiebedrijven;2007;3405.0;4232.0;26.4;80.5
1260;35 Energiebedrijven;2008;3239.0;3894.0;-8.0;83.2
1261;35 Energiebedrijven;2009;3453.0;4153.0;6.7;83.1
1262;35 Energiebedrijven;2010;4106.0;4879.0;17.5;84.2
1263;35 Energiebedrijven;2011;4750.0;5585.0;14.5;85.0
1264;35 Energiebedrijven;2012;5482.0;6351.0;13.7;86.3
1265;35 Energiebedrijven;2013;5650.0;6513.0;2.6;86.7
1266;35 Energiebedrijven;2014;6436.0;7390.0;13.5;87.1
1267;35 Energiebedrijven;2015;6071.0;6703.0;-9.3;90.6
1268;35 Energiebedrijven;2016;5840.0;6465.0;-3.5;90.3
1269;35 Energiebedrijven;2017;4993.0;5431.0;-16.0;91.9
1270;35 Energiebedrijven;2018;6538.0;6968.0;28.3;93.8
1271;35 Energiebedrijven;2019;6374.0;6674.0;-4.2;95.5
1272;35 Energiebedrijven;2020;7944.0;8299.0;24.3;95.7
1273;35 Energiebedrijven;2021;8156.0;8156.0;-1.7;100.0
1274;35 Energiebedrijven;2022;10162.0;9241.0;13.3;110.0
1275;35 Energiebedrijven;2023;;;;
1276;E Waterbedrijven en afvalbeheer;1995;1392.0;1808.0;;77.0
1277;E Waterbedrijven en afvalbeheer;1996;1366.0;1756.0;-2.9;77.8
1278;E Waterbedrijven en afvalbeheer;1997;1535.0;1958.0;11.5;78.4
1279;E Waterbedrijven en afvalbeheer;1998;970.0;1242.0;-36.5;78.1
1280;E Waterbedrijven en afvalbeheer;1999;993.0;1269.0;2.2;78.2
1281;E Waterbedrijven en afvalbeheer;2000;1042.0;1310.0;3.2;79.5
1282;E Waterbedrijven en afvalbeheer;2001;1070.0;1321.0;0.9;81.0
1283;E Waterbedrijven en afvalbeheer;2002;1204.0;1465.0;10.8;82.2
1284;E Waterbedrijven en afvalbeheer;2003;1163.0;1404.0;-4.2;82.8
1285;E Waterbedrijven en afvalbeheer;2004;1139.0;1370.0;-2.4;83.1
1286;E Waterbedrijven en afvalbeheer;2005;1059.0;1271.0;-7.2;83.3
1287;E Waterbedrijven en afvalbeheer;2006;1055.0;1259.0;-0.9;83.8
1288;E Waterbedrijven en afvalbeheer;2007;958.0;1126.0;-10.6;85.1
1289;E Waterbedrijven en afvalbeheer;2008;1460.0;1671.0;48.4;87.4
1290;E Waterbedrijven en afvalbeheer;2009;1441.0;1639.0;-1.9;87.9
1291;E Waterbedrijven en afvalbeheer;2010;1769.0;1987.0;21.2;89.0
1292;E Waterbedrijven en afvalbeheer;2011;1973.0;2191.0;10.3;90.0
1293;E Waterbedrijven en afvalbeheer;2012;1235.0;1356.0;-38.1;91.1
1294;E Waterbedrijven en afvalbeheer;2013;1052.0;1155.0;-14.8;91.1
1295;E Waterbedrijven en afvalbeheer;2014;1195.0;1311.0;13.5;91.1
1296;E Waterbedrijven en afvalbeheer;2015;1230.0;1343.0;2.4;91.6
1297;E Waterbedrijven en afvalbeheer;2016;1379.0;1499.0;11.6;92.0
1298;E Waterbedrijven en afvalbeheer;2017;1316.0;1416.0;-5.5;92.9
1299;E Waterbedrijven en afvalbeheer;2018;1541.0;1632.0;15.2;94.4
1300;E Waterbedrijven en afvalbeheer;2019;1562.0;1620.0;-0.7;96.4
1301;E Waterbedrijven en afvalbeheer;2020;1471.0;1509.0;-6.9;97.5
