ID;BedrijfstypeNEG;RegioS;Perioden;TotaalMestproductie_1;DunneMest_2;VasteMest_3;Stikstofuitscheiding_4;TotaalGasvormigeStikstofverliezen_5;AmmoniakN_6;OverigeGasvormigeStikstofverliezenN_7;TotaalGasvormigeStikstofverliezen_8;AmmoniakN_9;OverigeStikstofverliezenN_10;AmmoniakverliesTijdensBeweidingN_11;TotaalStikstofproductie_12;k_0170KgHa_13;k_170250KgHa_14;k_2501000KgHa_15;k_1000KgHa_16;k_0170KgHa_17;k_170250KgHa_18;k_2501000KgHa_19;k_1000KgHa_20;TotaalFosfaatproductie_21;k_060KgHa_22;k_60110KgHa_23;k_110500KgHa_24;k_500KgHa_25;k_060KgHa_26;k_60110KgHa_27;k_110500KgHa_28;k_500KgHa_29;PlaatsingsruimteStikstof_30;PlaatsingsruimteFosfaat_31;AandeelBedrijvenZonderOverproductie_32;ResterendePlaatsingsruimteStikstof_33;ResterendePlaatsingsruimteFosfaat_34;AandeelBedrijvenMetOverproductie_35;Stikstofoverschot_36;Fosfaatoverschot_37;SaldoPlaatsingsruimteStikstof_38;SaldoPlaatsingsruimteStikstofPerHa_39;SaldoPlaatsingsruimteFosfaat_40;SaldoPlaatsingsruimteFosfaatPerHa_41;PlaatsingsruimteStikstof_42;PlaatsingsruimteFosfaat_43;AandeelBedrijvenZonderOverproductie_44;ResterendePlaatsingsruimteStikstof_45;ResterendePlaatsingsruimteFosfaat_46;AandeelBedrijvenMetOverproductie_47;Stikstofoverschot_48;Fosfaatoverschot_49;SaldoPlaatsingsruimteStikstof_50;SaldoPlaatsingsruimteStikstofPerHa_51;SaldoPlaatsingsruimteFosfaat_52;SaldoPlaatsingsruimteFosfaatPerHa_53;AantalLandbouwbedrijven_54;TotaalBemestbareCultuurgrond_55;Grasland_56;Snijmais_57;OverigBouwland_58
653;Sterk gespecialiseerde melkveebedrijven;Nederland;2007;41690;41488;203;233920;27675.0;22706;4968.0;23246.0;18278;4968.0;4428;210673;3;36;61;0;3171;65289;141576;637;71837;3;79;18;0;1513;55229;14932;163;191705.0;78889;37;9399.0;8381;63;28368;10068;-18968.0;-24.0;-1687;-2;191705;65875;33;9252;3420;67;30282;10731;-21030;-27;-7311;-9;17891;777157;641530;119479;16148
654;Sterk gespecialiseerde melkveebedrijven;Nederland;2008;43644;43472;172;241512;28038.0;22753;5285.0;23158.0;17873;5285.0;4880;218354;3;33;64;0;3874;60432;153387;661;76389;3;75;22;0;1533;54833;19934;89;195517.0;77198;34;9117.0;6306;66;31954;11553;-22837.0;-29.0;-5247;-7;195517;67001;28;8783;2868;72;36300;13091;-27517;-35;-10223;-13;17694;794503;644348;132270;17885
655;Sterk gespecialiseerde melkveebedrijven;Nederland;2009;45060;44910;150;236292;28219.0;22766;5453.0;24179.0;18726;5453.0;4041;212113;4;40;56;0;4975;72792;133731;615;74025;4;77;19;0;1923;55279;16676;146;196541.0;77623;42;11941.0;8071;58;27513;9946;-15572.0;-19.0;-1875;-2;196541;67403;36;11604;3781;64;30997;11188;-19394;-24;-7406;-9;17488;798574;649612;132558;16403
656;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;1994;12783;12705;78;97704;;10679;;;7827;;2853;89877;0;7;93;0;112;3573;86083;109;26213;1;69;30;0;173;16877;9136;27;;50893;99;;24725;1;148;46;;;24679;95;63672;22777;6;358;318;94;26563;7785;-26206;-101;-7467;-29;6887;260142;238953;18138;3051
657;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;1995;12981;12903;78;98570;;10768;;;7875;;2892;90695;0;6;93;0;110;3477;87036;71;26300;2;69;29;0;206;17172;8908;14;;38449;97;;12282;3;403;132;;;12150;46;64146;22936;6;372;321;94;26921;7845;-26549;-101;-7525;-29;6785;262253;240040;18797;3416
658;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;1996;12649;12570;79;94984;;10578;;;7652;;2926;87332;0;7;93;0;104;3737;83446;44;22878;4;85;11;0;460;19494;2915;10;;34330;98;;11534;2;275;83;;;11452;44;63136;22586;6;380;424;94;24576;6472;-24196;-94;-6048;-23;6584;258476;235915;19323;3238
659;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;1997;12169;12102;67;94426;;10580;;;7765;;2815;86661;0;8;92;0;110;4306;82212;34;23174;4;84;12;0;485;19291;3391;8;;34484;97;;11415;3;352;106;;;11309;44;63402;22670;7;480;494;93;23739;6380;-23259;-90;-5886;-23;6389;259872;235911;20661;3300
660;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;1998;12421;12352;69;91020;;8906;;;6361;;2545;84659;1;10;89;0;239;5664;78690;66;24388;3;83;14;0;374;19893;4110;10;;31452;93;;7310;7;792;245;;;7065;27;64674;23115;9;678;571;91;20662;5981;-19985;-75;-5410;-20;6378;265264;239975;21317;3972
661;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;1999;12468;12402;66;87277;12738.0;9773;2965.0;10354.0;7389;2965.0;2384;76923;1;20;79;0;519;12421;63974;9;25917;2;77;21;0;263;19071;6580;3;;31623;89;;6065;11;1013;358;;;5707;21;64811;23190;19;1397;665;81;13644;4624;-12247;-46;-3959;-15;6233;267042;238922;24171;3949
662;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2000;12802;12734;68;83121;12161.0;9307;2854.0;9966.0;7111;2854.0;2195;73155;1;26;72;0;679;16002;56218;256;24523;2;83;15;0;312;19894;4240;76;;29870;89;;5796;11;1279;449;;;5347;20;64030;22851;25;1899;912;75;11119;3755;-9220;-35;-2843;-11;5947;263484;234744;23786;4955
663;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2001;13473;13402;71;88263;12950.0;9929;3021.0;10621.0;7600;3021.0;2328;77642;1;18;80;1;560;11293;65503;286;26586;1;71;27;0;230;17787;8491;79;;28903;70;;3445;30;3225;1128;;;2317;9;64315;22968;16;1413;585;84;15069;5187;-13656;-51;-4602;-17;5796;265589;234417;25547;5624
664;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2002;13059;13001;58;81997;12340.0;9430;2910.0;10380.0;7470;2910.0;1960;71617;2;32;65;1;676;19653;50844;444;24459;2;84;13;1;321;20067;3945;125;;27915;81;;4188;19;2091;731;;;3457;13;63828;22816;29;2285;961;71;10345;3553;-8060;-30;-2591;-10;5538;264634;231275;26913;6446
665;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2003;13132;13077;55;82171;12374.0;9457;2917.0;10438.0;7520;2917.0;1937;71733;2;32;65;1;874;19387;51109;363;25192;2;80;17;1;315;19306;5459;112;;24656;47;;1626;53;6080;2162;;;-536;-2;63497;22749;27;2229;810;73;11238;3974;-9009;-34;-3164;-12;5421;264373;229562;28182;6629
666;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2004;13542;13485;57;78977;10491.0;9063;1428.0;8634.0;7206;1428.0;1857;70344;2;37;60;1;1036;22252;46586;471;24035;3;85;11;1;479;19858;3559;139;;26137;72;;3194;28;3136;1092;;;2102;8;63563;22755;34;2882;1191;66;9920;3412;-7038;-27;-2220;-8;5336;265029;228453;30196;6380
667;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2005;13265;13206;59;78190;8674.0;7236;1438.0;6835.0;5397;1438.0;1840;71355;2;36;61;1;1161;21067;48614;513;23965;4;85;11;1;599;19903;3338;125;;25219;64;;2647;36;4080;1393;;;1254;5;63895;22904;34;2905;1299;66;10473;3539;-7568;-28;-2240;-8;5208;267000;229461;31657;5883
668;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2006;13200;13146;55;76711;8494.0;7098;1397.0;6687.0;5290;1397.0;1808;70025;2;37;60;0;1026;22035;46815;150;23559;4;89;7;0;538;20996;1986;39;66636.0;28704;39;3151.0;3422;61;6540;2222;-3388.0;-13.0;1200;4;66636;23156;38;3143;1334;62;6756;2294;-3612;-13;-960;-4;5043;268765;234339;29717;4709
669;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2007;13132;13077;56;76351;8816.0;7232;1584.0;7228.0;5645;1584.0;1588;69123;3;40;58;0;1125;23136;44740;122;23184;4;89;7;0;612;20532;2004;36;66080.0;27245;41;3396.0;3125;59;6439;2165;-3043.0;-11.0;959;4;66080;22871;39;3371;1352;61;6657;2240;-3286;-12;-888;-3;4851;266605;229168;32383;5053
670;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2008;13826;13778;48;78994;8979.0;7266;1712.0;7258.0;5546;1712.0;1720;71736;3;36;61;0;1521;21402;48767;47;24771;4;86;10;0;614;20791;3356;10;67827.0;26764;38;3324.0;2371;62;7233;2501;-3909.0;-14.0;-130;0;67827;23365;34;3239;1116;66;8138;2819;-4898;-18;-1703;-6;4816;274211;230408;37037;6766
671;Sterk gespecialiseerde melkveebedrijven;Noord-Nederland;2009;14134;14092;43;77373;9056.0;7293;1764.0;7629.0;5865;1764.0;1428;69744;4;43;53;0;1842;25721;42059;121;24070;5;87;8;0;726;20777;2534;33;68038.0;26832;46;4216.0;2949;54;5923;2049;-1707.0;-6.0;899;3;68038;23460;42;4124;1422;58;6633;2297;-2509;-9;-875;-3;4765;274578;232854;36574;5150
672;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;1994;15092;15018;74;104849;;11849;;;9038;;2811;95811;1;6;92;1;202;3245;91623;741;30233;2;40;58;0;161;10344;19667;61;;47309;90;;17770;10;1668;694;;;17076;69;58552;20984;6;397;252;94;37657;12410;-37259;-150;-12157;-49;10329;248068;203337;42028;2703
673;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;1995;15239;15162;77;107824;;12133;;;9183;;2950;98640;1;5;93;1;158;2590;95033;860;29999;2;41;57;0;173;10613;19154;58;;35558;74;;7549;26;5265;1989;;;5559;22;58984;21071;5;337;235;95;39994;12621;-39656;-159;-12386;-50;10075;248787;204784;41158;2846
674;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;1996;14686;14614;72;104749;;11921;;;8816;;3106;95933;1;5;93;1;153;2738;92242;801;26053;3;56;41;0;341;13562;12105;44;;31875;77;;7405;23;4417;1583;;;5822;24;57509;20649;5;325;304;95;38749;11007;-38424;-157;-10703;-44;9703;244459;199379;41795;3285
675;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;1997;14087;14027;60;98369;;11446;;;8638;;2808;89730;1;7;91;1;282;3963;84783;702;26197;3;54;43;0;346;13064;12729;59;;31459;75;;7061;25;4803;1800;;;5261;22;56692;20362;7;515;396;93;33554;10287;-33039;-137;-9891;-41;9220;241506;195722;42425;3359
676;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;1998;14105;14043;62;88696;;9052;;;6842;;2211;81854;1;14;84;0;390;8502;72649;313;25311;3;62;35;0;393;14805;10093;21;;29094;72;;5622;28;4883;1838;;;3783;15;58184;20918;13;998;651;87;24670;8051;-23672;-95;-7400;-30;9109;248472;200320;43911;4241
677;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;1999;13909;13843;67;87656;13316.0;10413;2903.0;11018.0;8115;2903.0;2298;76638;2;20;78;0;597;12257;63570;214;26308;2;59;38;0;299;14485;11486;38;;29255;70;;4834;30;4672;1888;;;2946;12;57875;20967;17;1435;578;83;20525;7395;-19090;-76;-6817;-27;8848;250279;198349;47652;4278
678;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2000;13967;13893;74;79694;12084.0;9385;2699.0;10072.0;7373;2699.0;2012;69622;2;29;68;1;782;17345;51226;269;24441;3;65;32;0;320;15213;8834;73;;27178;70;;4510;30;4311;1773;;;2737;11;56245;20343;23;2142;746;77;16256;6026;-14114;-58;-5280;-22;8294;242947;192216;45178;5553
679;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2001;14295;14219;76;83221;12571.0;9772;2799.0;10433.0;7635;2799.0;2138;72788;3;21;76;1;664;12671;59038;416;25845;3;57;40;0;245;14050;11462;88;;26352;56;;3064;44;6586;2557;;;507;2;55966;20395;16;1950;646;84;20020;7342;-18070;-74;-6696;-27;7981;244415;191010;47066;6339
680;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2002;13781;13712;69;76165;12075.0;9310;2765.0;10487.0;7722;2765.0;1588;65678;3;41;55;1;1373;24628;39231;447;23632;3;73;23;1;435;16782;6293;122;;25959;70;;3960;30;3995;1633;;;2328;9;56996;20736;28;3115;914;72;13120;4963;-10005;-40;-4049;-16;7576;248800;193603;48830;6367
681;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2003;14312;14244;69;80137;12865.0;9891;2974.0;11342.0;8368;2974.0;1523;68795;3;40;56;1;1429;25188;41658;520;25622;2;69;28;1;408;16794;8209;211;;24070;47;;1821;53;8098;3374;;;-1553;-6;58641;21424;24;2840;743;76;15315;6061;-12475;-48;-5318;-21;7702;257557;199033;52227;6297
682;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2004;14543;14470;73;76461;10669.0;9208;1461.0;9223.0;7762;1461.0;1445;67238;4;44;52;1;1570;26885;38435;348;23835;4;74;22;0;576;17127;6044;88;;25098;65;;3325;35;5227;2062;;;1263;5;58493;21360;32;3476;1100;68;13156;4897;-9680;-38;-3797;-15;7455;256836;198324;52819;5693
683;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2005;14100;14032;68;74220;8794.0;7358;1437.0;7304.0;5868;1437.0;1490;66916;4;42;53;1;1612;25574;39434;295;23496;4;75;20;0;626;17023;5783;63;;23806;60;;2630;40;5904;2320;;;310;1;57831;21163;31;3374;1125;69;13168;4877;-9795;-38;-3752;-15;7138;254705;196026;53525;5154
684;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2006;13960;13900;60;72431;8565.0;7149;1416.0;7209.0;5793;1416.0;1356;65221;4;47;49;0;1854;27648;35531;189;23140;5;78;18;0;686;17203;5221;30;62614.0;26644;49;4638.0;4067;51;7245;2848;-2607.0;-10.0;1219;5;62614;21303;41;4473;1323;59;8516;3313;-4043;-16;-1990;-8;6777;254047;201990;47625;4433
685;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2007;13712;13650;63;73478;8919.0;7307;1611.0;7707.0;6096;1611.0;1211;65770;3;42;54;0;1415;24657;39519;180;22814;4;78;17;0;589;17219;4966;39;61744.0;25151;44;3903.0;3170;56;7929;2960;-4026.0;-16.0;209;1;61744;20890;38;3812;1198;62;8837;3281;-5025;-20;-2083;-8;6450;249423;197488;47756;4180
686;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2008;14317;14266;51;75946;9008.0;7318;1690.0;7628.0;5938;1690.0;1380;68318;3;38;59;0;1336;22464;44225;293;24222;3;75;22;0;509;17198;6478;37;62687.0;24503;39;3558.0;2263;61;9189;3444;-5631.0;-22.0;-1181;-5;62687;21141;30;3363;936;70;11108;4132;-7745;-31;-3196;-13;6346;253308;198098;51115;4095
687;Sterk gespecialiseerde melkveebedrijven;Oost-Nederland;2009;14917;14868;49;74053;9030.0;7283;1747.0;7896.0;6149;1747.0;1134;66157;4;46;50;0;1830;27275;36863;190;23342;4;78;18;0;680;17429;5177;56;63513.0;24808;49;4842.0;3008;51;7486;2806;-2644.0;-10.0;202;1;63513;21416;40;4659;1314;60;8941;3336;-4282;-17;-2022;-8;6289;256367;201142;51085;4140
688;Sterk gespecialiseerde melkveebedrijven;West-Nederland;1994;8512;8447;65;65569;;7281;;;5401;;1880;60168;0;5;94;1;86;1710;58027;344;17886;1;48;50;0;110;7523;10233;20;;30984;96;;13272;4;459;174;;;13098;83;38790;13906;5;224;186;95;21602;6649;-21378;-136;-6463;-41;5825;156919;149705;5645;1569
689;Sterk gespecialiseerde melkveebedrijven;West-Nederland;1995;8623;8557;66;66040;;7317;;;5405;;1912;60635;1;6;93;1;97;2047;58114;377;17852;2;50;48;0;129;7811;9893;19;;23561;86;;6290;14;1632;581;;;5709;36;39380;14091;6;287;238;94;21542;6542;-21255;-134;-6304;-40;5710;159124;151441;6220;1463
690;Sterk gespecialiseerde melkveebedrijven;West-Nederland;1996;8446;8377;69;64023;;7215;;;5265;;1950;58758;1;6;93;1;146;2013;56284;315;15657;4;66;30;0;318;9703;5614;21;;20990;87;;5833;13;1474;499;;;5334;34;38800;13881;6;286;285;94;20244;5602;-19958;-127;-5317;-34;5554;157054;148579;6886;1589
691;Sterk gespecialiseerde melkveebedrijven;West-Nederland;1997;8023;7961;62;62771;;7181;;;5336;;1846;57435;1;7;92;1;148;2418;54531;338;15692;4;64;32;0;301;9436;5943;12;;20851;86;;5684;14;1518;525;;;5158;33;38484;13776;7;365;335;93;19316;5495;-18951;-121;-5160;-33;5281;156174;146858;7667;1649
692;Sterk gespecialiseerde melkveebedrijven;West-Nederland;1998;8156;8091;65;60402;;6053;;;4381;;1672;56021;1;8;91;0;194;3011;52639;177;16401;3;63;34;0;249;9644;6497;11;;19053;76;;3535;24;2559;883;;;2652;17;39407;14105;8;450;352;92;17063;5186;-16614;-104;-4834;-30;5231;160015;150128;8022;1865
693;Sterk gespecialiseerde melkveebedrijven;West-Nederland;1999;7869;7808;61;55535;8297.0;6461;1835.0;6785.0;4950;1835.0;1511;48749;2;14;84;0;313;5213;43045;178;16602;2;58;40;0;134;8817;7622;29;;18457;71;;2818;29;2544;963;;;1855;12;38071;13636;15;765;369;85;11491;4048;-10726;-69;-3679;-24;4951;155185;144156;9055;1973
694;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2000;7977;7904;72;52190;7789.0;6044;1746.0;6407.0;4662;1746.0;1382;45783;2;19;79;1;383;6629;38440;331;15525;2;65;32;1;204;9496;5740;85;;17255;72;;2685;28;2536;955;;;1730;11;37200;13304;19;994;477;81;9616;3385;-8622;-57;-2909;-19;4705;151470;140537;8891;2041
695;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2001;8247;8182;65;54383;8118.0;6294;1824.0;6680.0;4856;1824.0;1438;47703;1;15;83;1;287;5803;41292;320;16444;2;56;42;1;129;8758;7465;92;;16792;57;;1738;43;3786;1390;;;348;2;37630;13464;15;794;352;85;10986;3884;-10192;-66;-3532;-23;4545;153800;141193;9933;2674
696;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2002;7842;7778;64;49614;7578.0;5854;1724.0;6381.0;4657;1724.0;1197;43233;2;27;70;1;415;10100;32081;637;14892;2;73;24;1;181;10597;3912;202;;16195;70;;2235;30;2501;932;;;1304;9;37300;13361;26;1301;583;74;7340;2621;-6039;-40;-2038;-13;4319;152833;139691;10492;2650
697;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2003;8000;7940;60;50655;7764.0;6002;1762.0;6563.0;4801;1762.0;1201;44092;2;29;69;1;452;11012;32280;348;15598;2;70;27;1;169;10575;4737;118;;14647;41;;906;59;4899;1857;;;-951;-6;38280;13701;26;1365;532;74;7484;2771;-6119;-39;-2240;-14;4293;157174;142356;11816;3002
698;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2004;8118;8061;57;47596;6414.0;5558;856.0;5299.0;4442;856.0;1116;42297;2;35;62;1;471;13082;28235;508;14590;2;78;19;1;206;11105;3131;149;;15384;65;;1824;35;2792;1031;;;793;5;37811;13539;33;1758;738;67;6338;2262;-4580;-29;-1525;-10;4165;155298;140691;11801;2807
699;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2005;8045;7984;62;47710;5428.0;4538;889.0;4308.0;3419;889.0;1120;43402;2;32;64;1;491;12218;30176;516;14747;3;78;18;1;271;11062;3260;154;;14897;58;;1438;42;3543;1288;;;150;1;38175;13665;31;1654;758;69;6925;2441;-5271;-34;-1682;-11;4059;156931;141650;12439;2841
700;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2006;7970;7914;56;46583;5284.0;4425;860.0;4191.0;3332;860.0;1093;42392;2;33;64;0;521;12667;29040;163;14434;3;83;14;0;270;11724;2393;47;39170.0;17040;34;1790.0;1970;66;5011;1803;-3221.0;-20.0;168;1;39170;13801;33;1787;804;67;5098;1828;-3310;-21;-1024;-6;3882;158272;143473;12604;2196
701;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2007;7826;7769;57;46468;5404.0;4458;946.0;4410.0;3465;946.0;993;42057;2;32;67;0;332;11688;29909;129;14194;2;83;14;0;173;11575;2406;41;38247.0;15897;32;1461.0;1503;68;5272;1853;-3810.0;-25.0;-349;-2;38247;13431;32;1459;686;68;5347;1875;-3888;-25;-1189;-8;3685;154289;139128;13035;2126
702;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2008;8087;8039;48;47166;5395.0;4397;998.0;4342.0;3343;998.0;1054;42824;2;32;66;0;503;11798;30478;46;14854;3;80;17;0;220;11612;3014;8;39157.0;15564;32;1593.0;1229;68;5259;1899;-3667.0;-23.0;-669;-4;39157;13719;31;1579;634;69;5581;2008;-4001;-25;-1373;-9;3646;158259;140784;14971;2504
703;Sterk gespecialiseerde melkveebedrijven;West-Nederland;2009;8317;8280;37;46542;5469.0;4439;1030.0;4585.0;3554;1030.0;885;41957;3;38;59;0;711;14034;27101;111;14552;3;82;15;0;298;11629;2603;22;39390.0;15661;39;2103.0;1557;61;4671;1690;-2567.0;-16.0;-133;-1;39390;13797;37;2084;819;63;4965;1792;-2881;-18;-973;-6;3593;159312;141284;15450;2578
704;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;1994;8295;8254;42;57733;;6506;;;4949;;1557;52784;0;3;95;2;33;841;50737;1174;16588;1;26;73;0;35;3191;13301;61;;21626;80;;5987;20;2480;950;;;5037;42;23854;9473;2;49;31;98;28980;9310;-28930;-244;-9279;-78;4479;118652;78467;36364;3821
705;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;1995;8300;8261;39;58734;;6591;;;4976;;1615;53758;0;2;95;2;28;614;51832;1285;16296;1;27;72;0;41;3340;12857;58;;16109;55;;2027;45;6453;2213;;;-187;-2;23634;9425;1;39;26;99;30163;9314;-30124;-255;-9289;-79;4375;118074;78028;36037;4008
706;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;1996;7963;7924;39;56697;;6429;;;4735;;1694;51962;0;3;95;2;46;627;50003;1285;14035;2;42;56;0;100;4881;9016;37;;14649;61;;2248;39;5152;1635;;;614;5;23021;9223;1;30;34;99;28970;7996;-28941;-249;-7962;-69;4220;116059;75304;36258;4498
707;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;1997;7750;7719;32;53724;;6161;;;4596;;1565;49128;0;3;95;2;37;888;47269;934;14170;1;40;59;0;80;4667;9350;73;;14515;57;;2052;43;5314;1707;;;345;3;22714;9127;1;48;37;99;26462;7766;-26414;-229;-7729;-67;4095;115142;73963;36074;5105
708;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;1998;7722;7691;31;48331;;4872;;;3648;;1224;44684;0;8;91;1;69;2249;41733;633;13700;2;46;52;0;86;5331;8221;62;;13330;52;;1586;48;5822;1955;;;-370;-3;22765;9204;3;90;62;97;22009;6878;-21919;-188;-6815;-59;4049;116378;74033;35824;6521
709;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;1999;7343;7310;33;46155;6934.0;5403;1531.0;5711.0;4180;1531.0;1223;40444;1;11;88;1;101;3029;36990;324;13803;1;42;57;0;55;4824;8875;49;;12939;48;;1229;52;5716;2093;;;-864;-8;21758;8888;4;121;46;96;18904;6559;-18783;-166;-6513;-58;3837;113260;69749;37025;6486
710;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2000;7112;7067;46;40452;6053.0;4686;1367.0;5015.0;3647;1367.0;1038;35437;1;15;83;1;198;4044;30848;347;12341;1;48;50;1;81;5134;7039;87;;11611;48;;1128;52;5026;1857;;;-729;-7;20441;8345;6;215;81;94;15394;5445;-15179;-143;-5364;-50;3488;106270;65617;32811;7842
711;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2001;7382;7343;40;42853;6412.0;4976;1436.0;5299.0;3863;1436.0;1113;37554;1;11;87;1;168;3263;33904;219;13272;1;39;59;0;55;4487;8682;49;;11573;36;;713;64;6575;2412;;;-1699;-16;20596;8525;3;136;53;97;17340;6197;-17204;-158;-6144;-56;3416;109146;65875;34553;8718
712;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2002;6807;6770;37;37618;5906.0;4539;1367.0;5108.0;3741;1367.0;798;32510;2;25;72;1;296;7037;24957;221;11616;2;57;41;1;99;6005;5481;31;;11072;48;;1030;52;4180;1574;;;-545;-5;20391;8459;7;343;112;93;12699;4607;-12356;-114;-4495;-42;3188;108283;65397;34567;8319
713;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2003;7056;7019;37;39420;6240.0;4795;1445.0;5469.0;4024;1445.0;771;33951;2;24;74;1;337;6735;26671;208;12537;1;51;47;0;94;5715;6686;41;;10452;29;;508;71;6709;2592;;;-2084;-19;20861;8678;6;309;95;94;13780;5182;-13471;-121;-5087;-46;3230;111424;66422;36592;8411
714;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2004;7254;7219;35;38198;5286.0;4560;726.0;4547.0;3821;726.0;739;33651;2;27;71;0;371;7557;25617;106;11868;2;56;41;0;160;6085;5594;28;;10710;41;;854;59;5453;2012;;;-1158;-10;20962;8694;8;411;139;92;13285;4759;-12874;-115;-4620;-41;3170;111599;66595;36910;8094
715;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2005;7107;7073;34;37446;4388.0;3663;725.0;3617.0;2892;725.0;771;33829;2;25;73;1;342;6838;26327;322;11805;2;56;41;1;151;5863;5748;42;;10042;34;;621;66;6560;2384;;;-1763;-16;20614;8541;8;384;136;92;13744;4871;-13360;-122;-4735;-43;3076;109683;65332;37193;7158
716;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2006;7065;7039;26;36651;4279.0;3568;712.0;3575.0;2863;712.0;704;33076;3;27;70;1;498;7299;25122;157;11660;3;58;39;0;195;6060;5375;29;26212.0;11260;24;886.0;835;76;7750;2830;-6864.0;-63.0;-1995;-18;26212;8905;17;824;232;83;8744;3179;-7920;-72;-2947;-27;3008;109684;77476;27309;4900
717;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2007;7020;6992;28;37623;4536.0;3708;828.0;3901.0;3073;828.0;636;33722;2;22;76;1;300;5809;27408;206;11644;2;57;40;0;139;5903;5556;46;25633.0;10596;20;639.0;583;80;8728;3089;-8089.0;-76.0;-2506;-23;25633;8683;15;610;184;85;9441;3335;-8831;-83;-3151;-29;2905;106839;75746;26305;4788
718;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2008;7414;7389;25;39405;4656.0;3771;884.0;3930.0;3046;884.0;726;35475;2;18;79;1;514;4769;29917;275;12542;3;49;48;0;190;5232;7086;35;25846.0;10367;16;643.0;442;84;10272;3709;-9630.0;-89.0;-3267;-30;25846;8775;12;602;183;88;11474;4132;-10872;-100;-3950;-36;2886;108724;75058;29147;4519
719;Sterk gespecialiseerde melkveebedrijven;Zuid-Nederland;2009;7692;7671;21;38324;4664.0;3752;911.0;4069.0;3158;911.0;594;34254;3;22;74;0;593;5762;27707;193;12061;3;52;44;0;219;5446;6362;35;25600.0;10322;21;780.0;558;79;9434;3400;-8654.0;-80.0;-2842;-26;25600;8729;16;737;227;84;10458;3763;-9721;-90;-3536;-33;2841;108316;74333;29448;4535
720;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);1994;2153;2140;13;16472;;1801;;;1319;;481;15152;1;8;91;0;31;854;14241;27;4414;1;67;31;0;33;2774;1600;6;;8669;99;;4263;1;29;8;;;4255;96;10778;3889;7;73;69;93;4447;1300;-4375;-99;-1231;-28;1195;44346;40933;2222;1191
