ID;BedrijfstypeNEG;RegioS;Perioden;TotaalMestproductie_1;DunneMest_2;VasteMest_3;Stikstofuitscheiding_4;TotaalGasvormigeStikstofverliezen_5;AmmoniakN_6;OverigeGasvormigeStikstofverliezenN_7;TotaalGasvormigeStikstofverliezen_8;AmmoniakN_9;OverigeStikstofverliezenN_10;AmmoniakverliesTijdensBeweidingN_11;TotaalStikstofproductie_12;k_0170KgHa_13;k_170250KgHa_14;k_2501000KgHa_15;k_1000KgHa_16;k_0170KgHa_17;k_170250KgHa_18;k_2501000KgHa_19;k_1000KgHa_20;TotaalFosfaatproductie_21;k_060KgHa_22;k_60110KgHa_23;k_110500KgHa_24;k_500KgHa_25;k_060KgHa_26;k_60110KgHa_27;k_110500KgHa_28;k_500KgHa_29;PlaatsingsruimteStikstof_30;PlaatsingsruimteFosfaat_31;AandeelBedrijvenZonderOverproductie_32;ResterendePlaatsingsruimteStikstof_33;ResterendePlaatsingsruimteFosfaat_34;AandeelBedrijvenMetOverproductie_35;Stikstofoverschot_36;Fosfaatoverschot_37;SaldoPlaatsingsruimteStikstof_38;SaldoPlaatsingsruimteStikstofPerHa_39;SaldoPlaatsingsruimteFosfaat_40;SaldoPlaatsingsruimteFosfaatPerHa_41;PlaatsingsruimteStikstof_42;PlaatsingsruimteFosfaat_43;AandeelBedrijvenZonderOverproductie_44;ResterendePlaatsingsruimteStikstof_45;ResterendePlaatsingsruimteFosfaat_46;AandeelBedrijvenMetOverproductie_47;Stikstofoverschot_48;Fosfaatoverschot_49;SaldoPlaatsingsruimteStikstof_50;SaldoPlaatsingsruimteStikstofPerHa_51;SaldoPlaatsingsruimteFosfaat_52;SaldoPlaatsingsruimteFosfaatPerHa_53;AantalLandbouwbedrijven_54;TotaalBemestbareCultuurgrond_55;Grasland_56;Snijmais_57;OverigBouwland_58
65;Landbouwbedrijven totaal;Zuid-Nederland;1995;24289;23239;1051;213281;;29133;;;26368;;2765;186913;41;5;34;20;3907;5533;92913;84560;75360;43;12;27;19;1561;6210;28874;38716;;47878;61;;18360;39;95936;45843;;;-27482;-73;70855;27385;43;19532;7474;57;137559;59551;-118027;-312;-52077;-137;28233;378807;155227;87978;135601
66;Landbouwbedrijven totaal;Zuid-Nederland;1996;23892;22800;1092;210669;;28931;;;26030;;2901;184639;42;5;33;20;4156;5306;89934;85242;70922;44;14;24;18;1802;7538;23815;37767;;45293;62;;18613;38;94344;44242;;;-25629;-68;70135;27172;43;19909;7732;57;136192;56768;-116283;-308;-49035;-130;27603;377498;150739;87393;139366
67;Landbouwbedrijven totaal;Zuid-Nederland;1997;21941;20842;1099;191197;;27301;;;24612;;2689;166585;43;6;33;18;4153;5929;86322;70182;65816;45;13;25;17;1782;7526;23858;32651;;45205;62;;18685;38;81745;39297;;;-20612;-55;69889;27078;44;20562;7918;56;119142;51174;-98580;-261;-43256;-115;27010;377333;147927;89493;139913
68;Landbouwbedrijven totaal;Zuid-Nederland;1998;21726;20499;1226;180130;;23907;;;21753;;2154;158378;44;7;32;18;4651;7096;76875;69756;65274;46;15;23;17;1854;8105;21635;33680;;41698;62;;16983;38;83291;40560;;;-23577;-63;69480;26941;46;21049;8077;54;111939;50177;-90890;-241;-42100;-112;26056;376359;145326;82458;148575
69;Landbouwbedrijven totaal;Zuid-Nederland;1999;21538;20281;1258;181969;43667.0;35956;7711.0;41600.0;33889;7711.0;2067;140370;47;7;30;16;5347;8346;67609;59067;67096;46;14;23;17;1763;7772;21643;35918;;40962;62;;16517;38;74383;42651;;;-26134;-71;67856;26374;48;21718;8080;52;96946;51194;-75228;-203;-43114;-116;25214;370340;138455;83316;148570
70;Landbouwbedrijven totaal;Zuid-Nederland;2000;21163;19872;1291;168834;40671.0;33370;7301.0;38808.0;31507;7301.0;1864;130026;48;8;28;16;5653;10036;60566;53772;64562;47;15;21;17;1892;8139;19524;35007;;38959;62;;16063;38;69439;41666;;;-25603;-69;67749;26291;50;22657;8464;50;87934;48863;-65276;-177;-40399;-110;24224;368755;138871;71558;158326
71;Landbouwbedrijven totaal;Zuid-Nederland;2001;20690;19377;1313;162532;38700.0;31666;7034.0;36805.0;29771;7034.0;1895;125726;47;8;29;16;5304;8894;61294;50234;60259;47;15;22;16;1741;7448;20229;30842;;37417;60;;14947;40;66575;37789;;;-22842;-63;65888;25650;49;22069;8170;51;84716;44830;-62647;-174;-36660;-102;22991;360842;133317;69241;158283
72;Landbouwbedrijven totaal;Zuid-Nederland;2002;19092;17825;1267;148131;36008.0;29035;6973.0;34543.0;27571;6973.0;1464;113587;50;10;25;15;6018;13005;49942;44622;55644;49;17;19;15;1929;9109;16410;28197;;36263;64;;15036;36;58603;34418;;;-19382;-53;66496;25945;52;23178;8623;48;73238;40240;-50060;-137;-31616;-87;22152;364572;135705;71413;157454
73;Landbouwbedrijven totaal;Zuid-Nederland;2003;18050;17089;961;135971;31323.0;25564;5759.0;29970.0;24211;5759.0;1353;106001;51;10;25;14;5971;12194;48183;39653;51213;50;16;19;14;1877;8549;16231;24556;;33645;61;;13776;39;55650;31344;;;-17568;-49;64948;25337;54;23274;8568;46;67223;36053;-43949;-123;-27485;-77;21027;356911;130753;71093;155064
74;Landbouwbedrijven totaal;Zuid-Nederland;2004;18359;17264;1095;136789;28118.0;23246;4872.0;26865.0;21993;4872.0;1253;109924;52;10;24;14;6248;12857;45853;44966;51233;51;17;18;14;2067;8870;14540;25756;;33372;64;;13969;36;58996;31830;;;-17861;-50;64927;25297;55;23788;8777;45;71216;36550;-47427;-133;-27772;-78;20557;356276;130696;72360;153220
75;Landbouwbedrijven totaal;Zuid-Nederland;2005;18418;17244;1173;143565;27409.0;23092;4317.0;26114.0;21797;4317.0;1295;117451;51;10;24;15;5916;11956;47139;52439;55377;50;17;18;15;2005;8370;15063;29939;;31473;61;;12839;39;68342;36743;;;-23904;-68;64469;25087;54;23825;8750;46;79279;40914;-55454;-157;-32163;-91;20121;353556;129117;76558;147881
76;Landbouwbedrijven totaal;Zuid-Nederland;2006;18131;16998;1133;142140;27399.0;23090;4310.0;26216.0;21906;4310.0;1183;115924;53;10;22;14;6248;12329;44762;52584;55687;52;17;16;15;2063;8560;14218;30846;70724.0;33514;59;25047.0;13662;41;70864;38308;-45817.0;-130.0;-24646;-70;70724;25381;57;24858;8989;43;73683;39650;-48825;-138;-30662;-87;19616;353243;139540;67569;146135
77;Landbouwbedrijven totaal;Zuid-Nederland;2007;18137;16973;1164;145140;24540.0;20643;3897.0;23461.0;19564;3897.0;1079;121679;52;9;23;15;5970;10183;47452;58075;55659;50;17;17;15;1963;8304;14746;30645;70207.0;32513;58;24935.0;13202;42;76773;38643;-51838.0;-148.0;-25441;-73;70207;25156;56;24816;8953;44;79341;39806;-54525;-156;-30853;-88;18902;349823;138886;66565;144372
78;Landbouwbedrijven totaal;Zuid-Nederland;2008;18691;17526;1165;149233;25197.0;21180;4018.0;24052.0;20034;4018.0;1145;125181;53;8;24;15;6180;8708;48981;61312;57852;52;15;18;15;2078;7373;15779;32622;70090.0;31878;58;25347.0;13116;42;80867;40883;-55520.0;-158.0;-27766;-79;70090;25135;56;25222;9172;44;83887;42219;-58665;-167;-33047;-94;18484;351100;135621;72710;142769
79;Landbouwbedrijven totaal;Zuid-Nederland;2009;19144;18016;1128;149723;25411.0;21282;4129.0;24424.0;20295;4129.0;987;125299;53;9;23;15;5902;9544;46208;63645;59203;52;16;17;16;1951;7493;14870;34890;68242.0;31148;58;24676.0;12882;42;82338;42697;-57662.0;-168.0;-29814;-87;68242;24543;57;24509;8971;43;85091;43986;-60582;-177;-35016;-102;17979;343201;131707;72559;138934
80;Landbouwbedrijven totaal;Groningen (provincie);1994;3117;2998;119;26128;;2939;;;2260;;679;23868;54;9;33;4;2009;2331;17124;2403;7693;58;26;13;4;765;3443;2364;1122;;24791;94;;18351;6;2503;1254;;;17098;106;31754;11489;60;15978;5959;40;8289;3060;7689;47;2899;18;4819;161922;59133;4619;98170
81;Landbouwbedrijven totaal;Groningen (provincie);1995;3149;3021;128;26629;;2986;;;2297;;689;24332;54;9;33;4;2041;2276;17570;2446;7618;58;26;13;3;780;3528;2289;1022;;20186;93;;13819;7;2842;1251;;;12568;78;31739;11493;60;15868;5925;40;8595;2987;7273;45;2938;18;4711;162084;58930;4765;98389
82;Landbouwbedrijven totaal;Groningen (provincie);1996;3132;3004;129;26217;;2982;;;2266;;717;23952;54;9;33;4;2109;2408;17147;2287;6905;61;28;8;3;898;3815;1255;937;;19747;93;;13991;7;2622;1150;;;12841;78;32563;11798;60;16556;6281;40;8071;2656;8485;51;3625;22;4599;165252;62759;5313;97180
83;Landbouwbedrijven totaal;Groningen (provincie);1997;3020;2889;131;26262;;3047;;;2362;;685;23901;54;9;33;4;2066;2456;17071;2309;7143;61;28;8;3;914;3779;1474;976;;19219;92;;13333;8;2764;1256;;;12076;75;31646;11457;61;15670;5925;39;8105;2787;7565;47;3138;19;4482;161196;59504;5717;95975
84;Landbouwbedrijven totaal;Groningen (provincie);1998;3032;2897;135;25043;;2607;;;1989;;618;23054;55;10;32;4;2162;2605;16309;1978;7302;60;29;8;3;865;4077;1476;883;;17882;90;;11755;10;2567;1175;;;10580;65;31787;11506;62;15657;5881;38;7141;2580;8517;53;3302;20;4376;161721;60091;5468;96163
85;Landbouwbedrijven totaal;Groningen (provincie);1999;3139;2988;151;25279;4517.0;3338;1179.0;3930.0;2751;1179.0;587;21349;57;12;28;3;2541;3691;13335;1782;8126;58;28;11;3;848;4079;2127;1072;;17717;89;;11047;11;2517;1456;;;9591;60;31580;11442;66;15386;5637;34;5647;2635;9739;61;3002;19;4325;159940;61534;7012;91395
86;Landbouwbedrijven totaal;Groningen (provincie);2000;3227;3073;154;24320;4320.0;3178;1142.0;3758.0;2615;1142.0;563;20563;57;13;26;4;2673;4171;11982;1736;7830;58;29;9;4;851;4185;1755;1040;;16915;89;;10549;11;2515;1464;;;9084;57;31674;11448;67;15631;5741;33;5025;2420;10607;66;3321;21;4193;159872;61843;6034;91995
87;Landbouwbedrijven totaal;Groningen (provincie);2001;3331;3172;160;24965;4349.0;3193;1156.0;3762.0;2606;1156.0;588;21203;56;12;29;4;2459;3515;13728;1501;7929;56;28;13;3;780;4051;2260;839;;16362;83;;9713;17;2535;1281;;;8432;54;31175;11280;64;14992;5437;36;5463;2369;9529;60;3069;19;4034;157518;60977;6219;90322
88;Landbouwbedrijven totaal;Groningen (provincie);2002;3288;3131;157;24180;4355.0;3175;1180.0;3841.0;2661;1180.0;514;20339;58;15;23;3;2554;5093;11178;1514;7615;58;30;8;3;857;4420;1530;808;;15815;86;;9414;14;2403;1214;;;8201;52;31367;11374;68;15249;5558;32;4691;2076;10558;67;3482;22;3913;158666;61815;6716;90135
89;Landbouwbedrijven totaal;Groningen (provincie);2003;3259;3110;148;23725;4240.0;3088;1151.0;3739.0;2588;1151.0;500;19986;59;15;23;3;2578;4847;10972;1588;7718;58;30;9;4;781;4256;1767;913;;14799;77;;8691;23;3319;1610;;;7081;45;31148;11261;69;15340;5546;31;4745;2184;10595;67;3362;21;3752;157065;61237;6583;89245
90;Landbouwbedrijven totaal;Groningen (provincie);2004;3406;3254;153;23060;3748.0;2944;803.0;3276.0;2473;803.0;471;19784;61;15;20;4;2611;5066;10463;1644;7495;60;29;7;4;859;4355;1393;888;;14971;84;;8846;16;2758;1370;;;7476;47;31586;11436;71;16011;5778;29;4640;2078;11371;71;3700;23;3713;159415;62363;7282;89770
91;Landbouwbedrijven totaal;Groningen (provincie);2005;3353;3198;155;23147;3122.0;2552;570.0;2652.0;2082;570.0;470;20495;60;15;21;4;2354;5125;11282;1734;7618;59;30;7;4;780;4428;1521;890;;14137;81;;8068;19;3325;1549;;;6519;41;31474;11383;71;15693;5672;29;5084;2193;10608;67;3479;22;3634;158152;63135;8015;87002
92;Landbouwbedrijven totaal;Groningen (provincie);2006;3323;3171;152;22697;3079.0;2519;560.0;2621.0;2061;560.0;458;20076;62;14;21;3;2290;5030;11040;1715;7521;60;31;5;3;772;4687;1140;922;31961.0;15042;74;15857.0;8393;26;4034;1830;11823.0;75.0;6563;41;31961;11405;73;15785;5689;27;4297;1961;11488;73;3728;24;3545;158220;63732;8030;86459
93;Landbouwbedrijven totaal;Groningen (provincie);2007;3338;3177;161;23341;3046.0;2479;567.0;2613.0;2047;567.0;432;20728;61;14;21;3;2288;5021;11525;1894;7654;59;31;6;3;792;4561;1356;945;31798.0;14618;73;15489.0;8064;27;4478;1937;11011.0;70.0;6127;39;31798;11318;72;15447;5560;28;4727;2056;10721;68;3504;22;3457;157164;62932;9072;85160
94;Landbouwbedrijven totaal;Groningen (provincie);2008;3516;3357;158;24263;3133.0;2536;598.0;2679.0;2082;598.0;454;21584;61;13;22;3;2582;4590;12361;2051;8101;60;29;8;3;868;4488;1761;984;32816.0;14755;72;15960.0;8120;28;4812;2077;11148.0;69.0;6043;37;32816;11656;70;15932;5716;30;5228;2261;10704;66;3456;21;3460;162320;63880;9639;88801
95;Landbouwbedrijven totaal;Groningen (provincie);2009;3578;3437;140;23581;3101.0;2497;604.0;2710.0;2106;604.0;391;20871;61;16;20;3;2298;5755;10826;1992;7850;60;30;6;3;803;4594;1448;1005;32299.0;14526;74;15736.0;8073;26;4376;1951;11360.0;71.0;6123;38;32299;11483;72;15679;5646;28;4732;2112;10947;69;3534;22;3380;159713;63333;9775;86605
96;Landbouwbedrijven totaal;Friesland;1994;9483;9240;242;75451;;8282;;;6079;;2203;69372;25;10;62;4;1484;3355;61183;3351;20831;30;46;21;4;758;11634;6863;1576;;42786;95;;23562;5;3309;1607;;;21954;98;53858;19273;34;6519;2724;66;22060;7156;-15541;-69;-4431;-20;8146;224656;193136;8741;22779
97;Landbouwbedrijven totaal;Friesland;1995;9532;9287;245;75750;;8302;;;6100;;2202;69650;25;10;62;4;1392;3468;61029;3762;20698;31;46;20;4;760;11721;6589;1629;;32328;93;;13397;7;3990;1767;;;11630;52;53721;19204;34;6366;2684;66;22310;7107;-15944;-71;-4423;-20;7925;224075;191998;9081;22996
98;Landbouwbedrijven totaal;Friesland;1996;9412;9169;243;74033;;8238;;;5969;;2269;68064;24;10;62;4;1433;3595;59605;3432;18362;34;54;9;3;1002;13410;2525;1424;;30012;93;;13262;7;3693;1612;;;11650;51;54714;19566;33;7385;3183;67;20753;6112;-13368;-59;-2929;-13;7808;228448;195300;9292;23856
99;Landbouwbedrijven totaal;Friesland;1997;9015;8787;228;73035;;8221;;;6071;;2151;66964;26;10;59;4;1586;4093;57793;3492;18602;34;53;10;4;1020;13256;2752;1574;;29759;93;;12913;7;3863;1756;;;11157;49;54302;19392;36;7123;3101;64;19814;6075;-12690;-56;-2973;-13;7626;226645;193123;10164;23358
100;Landbouwbedrijven totaal;Friesland;1998;9079;8833;246;70000;;6980;;;5045;;1935;64955;27;11;58;4;1763;4800;54794;3597;19434;33;52;11;4;926;13427;3420;1661;;26872;90;;9437;10;4342;1999;;;7438;33;54552;19498;38;7321;3126;62;17759;5904;-10437;-46;-2778;-12;7494;228301;193337;10583;24381
101;Landbouwbedrijven totaal;Friesland;1999;9073;8797;276;67417;10695.0;8019;2675.0;8892.0;6217;2675.0;1803;58525;30;17;50;3;2230;8853;44515;2928;20728;32;49;16;3;862;12763;5244;1859;;27031;88;;8668;12;4121;2365;;;6303;27;54878;19607;46;8452;3308;54;12271;5163;-3819;-17;-1856;-8;7364;229697;194175;12225;23298
102;Landbouwbedrijven totaal;Friesland;2000;9299;9026;273;64559;10265.0;7692;2574.0;8585.0;6011;2574.0;1681;55974;30;20;46;4;2345;11145;39532;2952;19817;32;52;12;4;966;13382;3609;1860;;25624;87;;8200;13;4128;2394;;;5807;26;54343;19390;49;8681;3442;51;10490;4577;-1809;-8;-1135;-5;7109;227558;191208;12220;24131
103;Landbouwbedrijven totaal;Friesland;2001;9600;9330;270;66654;10538.0;7901;2637.0;8804.0;6167;2637.0;1734;57849;30;16;50;4;2266;8057;44712;2814;20550;31;46;19;4;859;11806;6276;1609;;24551;77;;6513;23;5173;2512;;;4001;18;54214;19297;45;8590;3268;55;12479;5045;-3889;-17;-1778;-8;6904;226480;190279;12686;23515
104;Landbouwbedrijven totaal;Friesland;2002;9380;9112;267;63305;10351.0;7680;2671.0;8862.0;6191;2671.0;1489;54443;32;23;40;4;2600;13476;35161;3206;19349;34;51;10;4;1040;13229;3405;1675;;24029;83;;7062;17;4861;2382;;;4679;20;54621;19450;54;9788;3757;46;9850;4116;-61;0;-359;-2;6705;228852;190633;14109;24110
105;Landbouwbedrijven totaal;Friesland;2003;9307;9053;254;62104;10061.0;7500;2560.0;8606.0;6045;2560.0;1455;53499;33;23;40;4;2740;12676;35234;2849;19520;34;49;13;4;1007;12583;4322;1608;;21200;64;;4954;36;7258;3274;;;1680;7;54043;19273;53;9959;3686;47;9954;4237;5;0;-551;-2;6480;227118;188209;14728;24181
106;Landbouwbedrijven totaal;Friesland;2004;9442;9181;261;58563;8530.0;7008;1523.0;7189.0;5666;1523.0;1341;51374;37;24;34;4;3163;14777;30527;2907;18389;37;50;9;4;1182;12738;2925;1543;;22248;79;;6265;21;5111;2406;;;3859;17;53814;19167;59;10918;4061;41;8709;3659;2208;10;401;2;6417;226550;185808;16389;24353
107;Landbouwbedrijven totaal;Friesland;2005;9338;9067;271;58911;7164.0;5901;1263.0;5824.0;4561;1263.0;1340;53087;37;23;35;4;3346;13947;32200;3594;18687;37;50;8;4;1293;12953;2706;1734;;21547;74;;5696;26;6485;2835;;;2861;12;54330;19384;59;10963;4149;41;9874;3989;1089;5;159;1;6291;229205;187734;17272;24199
108;Landbouwbedrijven totaal;Friesland;2006;9227;8957;270;57693;7076.0;5818;1258.0;5768.0;4510;1258.0;1308;51925;38;25;33;3;3282;14852;30390;3401;18406;38;53;6;3;1262;13559;1806;1780;54635.0;24040;63;10592.0;6516;38;7891;3378;2701.0;12.0;3138;14;54635;19281;62;10584;3957;38;8045;3444;2539;11;513;2;6112;227774;187160;17367;23247
109;Landbouwbedrijven totaal;Friesland;2007;9251;8974;277;59049;7215.0;5882;1334.0;5977.0;4643;1334.0;1239;53072;38;23;36;3;3240;13593;32702;3537;18610;36;54;7;3;1242;13685;1951;1732;54770.0;23153;60;10216.0;5812;40;8539;3486;1677.0;7.0;2326;10;54770;19284;59;10203;3810;41;8696;3554;1507;7;256;1;5959;228818;185154;19301;24363
110;Landbouwbedrijven totaal;Friesland;2008;9592;9328;264;60312;7306.0;5884;1421.0;6010.0;4589;1421.0;1296;54303;38;22;37;3;3195;12531;35123;3454;19433;38;51;8;3;1148;13774;2788;1724;55470.0;22491;59;10281.0;5291;41;9139;3752;1143.0;5.0;1539;7;55470;19446;58;10249;3736;42;9628;3931;621;3;-196;-1;5914;232152;183887;22086;26178
111;Landbouwbedrijven totaal;Friesland;2009;9741;9486;255;59641;7392.0;5940;1452.0;6292.0;4840;1452.0;1100;53349;38;25;34;3;3273;14984;31062;4030;19132;38;51;7;3;1195;13624;2354;1959;54929.0;22247;62;10360.0;5454;38;8808;3689;1552.0;7.0;1765;8;54929;19267;61;10330;3802;39;9244;3852;1086;5;-50;0;5785;229331;183563;21514;24254
112;Landbouwbedrijven totaal;Drenthe;1994;4124;3971;152;34789;;3985;;;3148;;838;31641;47;11;37;5;2361;3547;22089;3645;10420;52;29;14;5;1052;4519;3106;1743;;25624;92;;17154;8;3892;1950;;;15204;95;31891;11678;54;11995;4621;46;11958;4546;37;0;75;0;5845;159968;69344;17085;73539
113;Landbouwbedrijven totaal;Drenthe;1995;4158;3995;163;34877;;3988;;;3143;;845;31734;47;11;37;5;2185;3544;22202;3804;10148;52;30;13;5;997;4600;2894;1657;;20208;90;;12050;10;4394;1990;;;10060;63;31683;11588;54;11907;4567;46;12094;4356;-187;-1;211;1;5674;158581;69098;15995;73488
114;Landbouwbedrijven totaal;Drenthe;1996;4085;3908;177;34098;;3947;;;3081;;865;31016;47;11;37;5;2319;3536;21319;3842;9210;55;32;8;5;1156;4761;1655;1638;;19093;90;;11836;10;4367;1953;;;9883;62;31381;11518;54;11997;4710;46;11766;4035;230;1;674;4;5520;158248;67433;17036;73779
115;Landbouwbedrijven totaal;Drenthe;1997;3931;3758;173;33764;;4001;;;3175;;826;30589;49;11;35;5;2372;3477;20937;3803;9347;56;30;9;5;1182;4558;1888;1718;;19182;90;;11897;10;4403;2063;;;9835;62;31571;11583;56;12356;4818;44;11547;4119;809;5;699;4;5408;158819;68459;17982;72377
116;Landbouwbedrijven totaal;Drenthe;1998;3881;3693;187;31851;;3395;;;2664;;731;29187;50;12;34;5;2670;3759;19148;3610;9495;54;32;9;5;1128;4807;1901;1660;;17733;88;;10352;12;4478;2114;;;8239;52;31662;11597;57;12542;4823;43;10271;3896;2271;14;927;6;5240;159132;68290;16517;74325
117;Landbouwbedrijven totaal;Drenthe;1999;3856;3653;203;30840;5612.0;4203;1409.0;4945.0;3536;1409.0;666;25895;53;14;28;4;3010;5280;14618;2987;10050;54;31;11;4;1040;4833;2293;1883;;17409;87;;9710;13;4020;2351;;;7359;47;31096;11403;62;12550;4654;38;7851;3772;4699;30;882;6;5121;156103;67894;18115;70095
118;Landbouwbedrijven totaal;Drenthe;2000;3893;3685;208;29206;5306.0;3986;1320.0;4679.0;3359;1320.0;627;24527;54;16;25;5;3001;6026;12723;2778;9584;55;31;9;5;1056;4827;1861;1840;;16387;86;;9122;14;3826;2319;;;6803;44;30740;11240;65;12743;4725;35;7037;3520;5706;37;1205;8;4938;153819;67025;15245;71549
119;Landbouwbedrijven totaal;Drenthe;2001;3938;3734;205;29362;5258.0;3938;1320.0;4614.0;3294;1320.0;644;24748;53;15;28;5;2639;5196;14473;2440;9485;54;30;12;4;922;4671;2452;1440;;15780;82;;8345;18;3774;2050;;;6295;42;30167;11050;62;12366;4533;38;7481;3412;4885;32;1120;7;4710;151212;65910;15519;69783
120;Landbouwbedrijven totaal;Drenthe;2002;3835;3622;213;28277;5256.0;3875;1382.0;4699.0;3318;1382.0;557;23577;55;18;23;5;2867;6691;11469;2550;9090;56;32;8;5;1015;4968;1611;1497;;15228;85;;8134;15;3609;1996;;;6137;40;30239;11107;66;12715;4659;34;6535;3085;6180;41;1574;10;4531;151899;66431;16747;68720
121;Landbouwbedrijven totaal;Drenthe;2003;3743;3560;183;26956;4917.0;3659;1258.0;4382.0;3124;1258.0;535;22574;55;18;22;5;2941;6602;10679;2352;8941;55;32;9;5;1037;4740;1772;1393;;14093;77;;7266;23;3936;2115;;;5151;34;29647;10914;65;12737;4602;35;6307;3025;6429;43;1577;11;4329;149700;64386;17531;67783
122;Landbouwbedrijven totaal;Drenthe;2004;3796;3613;183;25705;4226.0;3382;843.0;3727.0;2883;843.0;499;21979;57;18;21;5;2970;6563;10218;2227;8483;56;32;8;4;1065;4736;1390;1292;;14121;82;;7488;18;3462;1850;;;5638;38;29623;10907;68;13108;4764;32;5927;2766;7180;48;1998;13;4238;149794;63982;18231;67582
123;Landbouwbedrijven totaal;Drenthe;2005;3776;3573;203;26567;3715.0;3028;687.0;3216.0;2529;687.0;499;23351;56;18;21;5;2979;6304;10969;3098;8903;55;32;8;5;1104;4672;1510;1617;;13360;79;;6805;21;4701;2349;;;4456;30;29503;10859;67;12898;4688;33;7101;3209;5797;39;1479;10;4181;148854;64268;19258;65328
124;Landbouwbedrijven totaal;Drenthe;2006;3740;3548;192;25708;3646.0;2967;679.0;3157.0;2478;679.0;489;22551;58;17;20;5;2867;6163;10637;2884;8702;57;31;7;5;1057;4756;1241;1647;30544.0;14156;73;13063.0;7142;27;5153;2562;7910.0;54.0;4580;31;30544;10797;71;13025;4703;29;5468;2710;7556;51;1993;14;4127;147393;65104;18331;63958
125;Landbouwbedrijven totaal;Drenthe;2007;3716;3520;196;24346;3368.0;2722;645.0;3017.0;2372;645.0;351;21329;60;23;13;5;3413;8675;6073;3169;8299;57;33;5;5;1235;4356;1037;1671;30739.0;13923;80;14090.0;7563;20;4733;2337;9357.0;63.0;5226;35;30739;10847;77;14040;4983;23;5077;2490;8963;60;2493;17;3962;148715;64132;18899;65684
126;Landbouwbedrijven totaal;Drenthe;2008;3829;3637;192;24769;3389.0;2728;661.0;3006.0;2345;661.0;383;21763;60;22;14;4;3280;8149;7079;3255;8516;58;31;6;4;1162;4514;1146;1694;30916.0;13665;79;14051.0;7248;21;4958;2413;9093.0;61.0;4835;32;30916;10892;75;13973;4955;25;5464;2625;8510;57;2330;16;3969;149432;64186;20432;64814
127;Landbouwbedrijven totaal;Drenthe;2009;3956;3768;188;24383;3385.0;2715;671.0;3056.0;2386;671.0;329;21327;60;23;12;5;3444;8773;5601;3510;8377;59;31;6;5;1229;4282;1079;1787;30654.0;13540;81;14186.0;7354;19;4929;2454;9257.0;63.0;4900;33;30654;10797;78;14113;5008;22;5321;2628;8792;59;2380;16;3830;148024;63853;20478;63693
128;Landbouwbedrijven totaal;Overijssel;1994;12348;12028;320;95075;;11864;;;9927;;1937;85148;21;8;60;11;1532;3392;65803;14422;30854;24;26;41;10;669;6446;17058;6681;;38773;76;;16104;24;16015;8186;;;7918;38;46812;17174;27;5312;2186;73;43946;18041;-38634;-183;-15855;-75;13568;210585;151304;44067;15214
129;Landbouwbedrijven totaal;Overijssel;1995;12335;12015;320;95852;;11892;;;9884;;2008;85968;22;8;60;10;1529;3132;66989;14320;29545;25;26;40;9;696;6625;16364;5861;;29245;66;;8796;34;19798;9096;;;-300;-1;47021;17196;27;5316;2198;73;44496;17058;-39180;-186;-14859;-71;13292;210581;152022;41539;17020
130;Landbouwbedrijven totaal;Overijssel;1996;12080;11749;331;94348;;11793;;;9660;;2134;84688;22;8;59;11;1636;3336;65344;14372;26887;28;31;32;9;893;8012;12408;5574;;26950;67;;8783;33;19346;8720;;;64;0;46781;17161;28;5734;2464;72;43841;15879;-38107;-181;-13415;-64;13000;210818;150408;42214;18196
131;Landbouwbedrijven totaal;Overijssel;1997;11879;11527;352;93162;;12323;;;10354;;1969;82808;23;9;57;11;1742;4043;61251;15771;28019;27;30;33;9;895;7666;12990;6468;;26885;65;;8587;35;21183;9721;;;-1134;-5;46543;17096;29;5920;2530;71;42426;16374;-36506;-173;-13844;-66;12675;210644;148573;43560;18511
132;Landbouwbedrijven totaal;Overijssel;1998;11627;11263;364;84002;;10021;;;8465;;1556;75537;23;12;54;10;1882;6705;53697;13253;26840;27;34;30;9;922;8493;11488;5937;;24571;64;;7237;36;20327;9506;;;-2269;-11;46967;17250;32;6341;2696;68;35212;14455;-28871;-136;-11759;-55;12335;212607;149783;42255;20569
133;Landbouwbedrijven totaal;Overijssel;1999;11210;10819;390;80775;15766.0;12761;3004.0;14215.0;11210;3004.0;1551;66560;27;16;49;9;2538;8652;45605;9765;26672;27;34;30;9;900;8518;11463;5791;;24400;65;;6824;35;16576;9095;;;-2271;-11;46419;17104;37;6962;2672;63;27797;13269;-20836;-99;-10597;-50;11827;211313;147495;43528;20290
134;Landbouwbedrijven totaal;Overijssel;2000;11291;10881;409;75409;14743.0;11892;2852.0;13329.0;10477;2852.0;1415;62080;27;20;45;8;2651;11682;38561;9186;25601;28;36;27;9;944;8964;9908;5785;;23593;65;;6999;35;15775;9007;;;-2008;-9;47047;17300;40;8519;3207;60;24536;12366;-16017;-75;-9158;-43;11397;213473;149730;39480;24263
