ID;SectorBranchesSIC2008;EnterpriseSize;Periods;TurnoverIndices_1;TurnoverChange_2
734;41 Construction buildings, development;10 or more persons employed;2008 1st quarter;;
735;41 Construction buildings, development;10 or more persons employed;2008 April;;
736;41 Construction buildings, development;10 or more persons employed;2008 May;;
737;41 Construction buildings, development;10 or more persons employed;2008 June;;
738;41 Construction buildings, development;10 or more persons employed;2008 2nd quarter;;
739;41 Construction buildings, development;10 or more persons employed;2008 July;;
740;41 Construction buildings, development;10 or more persons employed;2008 August;;
741;41 Construction buildings, development;10 or more persons employed;2008 September;;
742;41 Construction buildings, development;10 or more persons employed;2008 3rd quarter;;
743;41 Construction buildings, development;10 or more persons employed;2008 October;;
744;41 Construction buildings, development;10 or more persons employed;2008 November;;
745;41 Construction buildings, development;10 or more persons employed;2008 December;;
746;41 Construction buildings, development;10 or more persons employed;2008 4th quarter;;
747;41 Construction buildings, development;10 or more persons employed;2008;;
748;41 Construction buildings, development;10 or more persons employed;2009 January;84.0;
749;41 Construction buildings, development;10 or more persons employed;2009 February;113.0;
750;41 Construction buildings, development;10 or more persons employed;2009 March;129.0;
751;41 Construction buildings, development;10 or more persons employed;2009 1st quarter;109.0;
752;41 Construction buildings, development;10 or more persons employed;2009 April;126.0;
753;41 Construction buildings, development;10 or more persons employed;2009 May;119.0;
754;41 Construction buildings, development;10 or more persons employed;2009 June;130.0;
755;41 Construction buildings, development;10 or more persons employed;2009 2nd quarter;125.0;
756;41 Construction buildings, development;10 or more persons employed;2009 July;118.0;
757;41 Construction buildings, development;10 or more persons employed;2009 August;70.0;
758;41 Construction buildings, development;10 or more persons employed;2009 September;128.0;
759;41 Construction buildings, development;10 or more persons employed;2009 3rd quarter;105.0;
760;41 Construction buildings, development;10 or more persons employed;2009 October;129.0;
761;41 Construction buildings, development;10 or more persons employed;2009 November;117.0;
762;41 Construction buildings, development;10 or more persons employed;2009 December;124.0;
763;41 Construction buildings, development;10 or more persons employed;2009 4th quarter;123.0;
764;41 Construction buildings, development;10 or more persons employed;2009;116.0;
765;41 Construction buildings, development;10 or more persons employed;2010 January;65.0;-22.9
766;41 Construction buildings, development;10 or more persons employed;2010 February;78.0;-31.5
767;41 Construction buildings, development;10 or more persons employed;2010 March;109.0;-15.7
768;41 Construction buildings, development;10 or more persons employed;2010 1st quarter;84.0;-23.0
769;41 Construction buildings, development;10 or more persons employed;2010 April;108.0;-14.4
770;41 Construction buildings, development;10 or more persons employed;2010 May;102.0;-14.8
771;41 Construction buildings, development;10 or more persons employed;2010 June;118.0;-9.6
772;41 Construction buildings, development;10 or more persons employed;2010 2nd quarter;109.0;-12.9
773;41 Construction buildings, development;10 or more persons employed;2010 July;108.0;-8.6
774;41 Construction buildings, development;10 or more persons employed;2010 August;60.0;-14.0
775;41 Construction buildings, development;10 or more persons employed;2010 September;106.0;-17.0
776;41 Construction buildings, development;10 or more persons employed;2010 3rd quarter;91.0;-13.2
777;41 Construction buildings, development;10 or more persons employed;2010 October;112.0;-12.9
778;41 Construction buildings, development;10 or more persons employed;2010 November;117.0;0.0
779;41 Construction buildings, development;10 or more persons employed;2010 December;105.0;-14.7
780;41 Construction buildings, development;10 or more persons employed;2010 4rd quarter;112.0;-9.4
781;41 Construction buildings, development;10 or more persons employed;2010;99.0;-14.4
782;41 Construction buildings, development;10 or more persons employed;2011 January;71.0;9.5
783;41 Construction buildings, development;10 or more persons employed;2011 February;94.0;20.7
784;41 Construction buildings, development;10 or more persons employed;2011 March;107.0;-1.9
785;41 Construction buildings, development;10 or more persons employed;2011 1st quarter;91.0;8.0
786;41 Construction buildings, development;10 or more persons employed;2011 April;104.0;-4.1
787;41 Construction buildings, development;10 or more persons employed;2011 May;112.0;10.7
788;41 Construction buildings, development;10 or more persons employed;2011 June;104.0;-11.8
789;41 Construction buildings, development;10 or more persons employed;2011 2nd quarter;107.0;-2.3
790;41 Construction buildings, development;10 or more persons employed;2011 July;96.0;-10.6
791;41 Construction buildings, development;10 or more persons employed;2011 August;62.0;3.2
792;41 Construction buildings, development;10 or more persons employed;2011 September;111.0;4.1
793;41 Construction buildings, development;10 or more persons employed;2011 3rd quarter;90.0;-1.9
794;41 Construction buildings, development;10 or more persons employed;2011 October;106.0;-6.1
795;41 Construction buildings, development;10 or more persons employed;2011 November;112.0;-4.8
796;41 Construction buildings, development;10 or more persons employed;2011 December;119.0;12.6
797;41 Construction buildings, development;10 or more persons employed;2011 4rd quarter;112.0;0.3
798;41 Construction buildings, development;10 or more persons employed;2011;100.0;0.7
799;41 Construction buildings, development;10 or more persons employed;2012 January;62.0;-13.2
800;41 Construction buildings, development;10 or more persons employed;2012 February;76.0;-18.7
801;41 Construction buildings, development;10 or more persons employed;2012 March;97.0;-9.4
802;41 Construction buildings, development;10 or more persons employed;2012 1st quarter;78.0;-13.6
803;41 Construction buildings, development;10 or more persons employed;2012 April;94.0;-9.7
804;41 Construction buildings, development;10 or more persons employed;2012 May;97.0;-13.7
805;41 Construction buildings, development;10 or more persons employed;2012 June;99.0;-4.6
806;41 Construction buildings, development;10 or more persons employed;2012 2nd quarter;97.0;-9.5
807;41 Construction buildings, development;10 or more persons employed;2012 July;84.0;-12.5
808;41 Construction buildings, development;10 or more persons employed;2012 August;65.0;5.0
809;41 Construction buildings, development;10 or more persons employed;2012 September;103.0;-7.0
810;41 Construction buildings, development;10 or more persons employed;2012 3rd quarter;84.0;-6.2
811;41 Construction buildings, development;10 or more persons employed;2012 October;91.0;-13.4
812;41 Construction buildings, development;10 or more persons employed;2012 November;99.0;-11.3
813;41 Construction buildings, development;10 or more persons employed;2012 December;94.0;-21.0
814;41 Construction buildings, development;10 or more persons employed;2012 4th quarter;95.0;-15.4
815;41 Construction buildings, development;10 or more persons employed;2012;88.0;-11.3
816;411 Development of building projects;All enterprises;2005 January;;
817;411 Development of building projects;All enterprises;2005 February;;
818;411 Development of building projects;All enterprises;2005 March;;
819;411 Development of building projects;All enterprises;2005 1st quarter;;
820;411 Development of building projects;All enterprises;2005 April;;
821;411 Development of building projects;All enterprises;2005 May;;
822;411 Development of building projects;All enterprises;2005 June;;
823;411 Development of building projects;All enterprises;2005 2nd quarter;;
824;411 Development of building projects;All enterprises;2005 July;;
825;411 Development of building projects;All enterprises;2005 August;;
826;411 Development of building projects;All enterprises;2005 September;;
827;411 Development of building projects;All enterprises;2005 3rd quarter;;
828;411 Development of building projects;All enterprises;2005 October;;
829;411 Development of building projects;All enterprises;2005 November;;
830;411 Development of building projects;All enterprises;2005 December;;
831;411 Development of building projects;All enterprises;2005 4th quarter;;
832;411 Development of building projects;All enterprises;2005;;
833;411 Development of building projects;All enterprises;2006 January;;
834;411 Development of building projects;All enterprises;2006 February;;
835;411 Development of building projects;All enterprises;2006 March;;
836;411 Development of building projects;All enterprises;2006 1st quarter;;
837;411 Development of building projects;All enterprises;2006 April;;
838;411 Development of building projects;All enterprises;2006 May;;
839;411 Development of building projects;All enterprises;2006 June;;
840;411 Development of building projects;All enterprises;2006 2nd quarter;;
841;411 Development of building projects;All enterprises;2006 July;;
842;411 Development of building projects;All enterprises;2006 August;;
843;411 Development of building projects;All enterprises;2006 September;;
844;411 Development of building projects;All enterprises;2006 3rd quarter;;
845;411 Development of building projects;All enterprises;2006 October;;
846;411 Development of building projects;All enterprises;2006 November;;
847;411 Development of building projects;All enterprises;2006 December;;
848;411 Development of building projects;All enterprises;2006 4th quarter;;
849;411 Development of building projects;All enterprises;2006;;
850;411 Development of building projects;All enterprises;2007 January;;
851;411 Development of building projects;All enterprises;2007 February;;
852;411 Development of building projects;All enterprises;2007 March;;
853;411 Development of building projects;All enterprises;2007 1st quarter;;
854;411 Development of building projects;All enterprises;2007 April;;
855;411 Development of building projects;All enterprises;2007 May;;
856;411 Development of building projects;All enterprises;2007 June;;
857;411 Development of building projects;All enterprises;2007 2nd quarter;;
858;411 Development of building projects;All enterprises;2007 July;;
859;411 Development of building projects;All enterprises;2007 August;;
860;411 Development of building projects;All enterprises;2007 September;;
861;411 Development of building projects;All enterprises;2007 3rd quarter;;
862;411 Development of building projects;All enterprises;2007 October;;
863;411 Development of building projects;All enterprises;2007 November;;
864;411 Development of building projects;All enterprises;2007 December;;
865;411 Development of building projects;All enterprises;2007 4th quarter;;
866;411 Development of building projects;All enterprises;2007;;
867;411 Development of building projects;All enterprises;2008 January;;
868;411 Development of building projects;All enterprises;2008 February;;
869;411 Development of building projects;All enterprises;2008 March;;
870;411 Development of building projects;All enterprises;2008 1st quarter;;
871;411 Development of building projects;All enterprises;2008 April;;
872;411 Development of building projects;All enterprises;2008 May;;
873;411 Development of building projects;All enterprises;2008 June;;
874;411 Development of building projects;All enterprises;2008 2nd quarter;;
875;411 Development of building projects;All enterprises;2008 July;;
876;411 Development of building projects;All enterprises;2008 August;;
877;411 Development of building projects;All enterprises;2008 September;;
878;411 Development of building projects;All enterprises;2008 3rd quarter;;
879;411 Development of building projects;All enterprises;2008 October;;
880;411 Development of building projects;All enterprises;2008 November;;
881;411 Development of building projects;All enterprises;2008 December;;
882;411 Development of building projects;All enterprises;2008 4th quarter;;
883;411 Development of building projects;All enterprises;2008;;
884;411 Development of building projects;All enterprises;2009 January;104.0;
885;411 Development of building projects;All enterprises;2009 February;109.0;
886;411 Development of building projects;All enterprises;2009 March;120.0;
887;411 Development of building projects;All enterprises;2009 1st quarter;111.0;
888;411 Development of building projects;All enterprises;2009 April;132.0;
889;411 Development of building projects;All enterprises;2009 May;108.0;
890;411 Development of building projects;All enterprises;2009 June;118.0;
891;411 Development of building projects;All enterprises;2009 2nd quarter;119.0;
892;411 Development of building projects;All enterprises;2009 July;126.0;
893;411 Development of building projects;All enterprises;2009 August;65.0;
894;411 Development of building projects;All enterprises;2009 September;121.0;
895;411 Development of building projects;All enterprises;2009 3rd quarter;104.0;
896;411 Development of building projects;All enterprises;2009 October;111.0;
897;411 Development of building projects;All enterprises;2009 November;107.0;
898;411 Development of building projects;All enterprises;2009 December;197.0;
899;411 Development of building projects;All enterprises;2009 4th quarter;138.0;
900;411 Development of building projects;All enterprises;2009;118.0;
901;411 Development of building projects;All enterprises;2010 January;67.0;-35.3
902;411 Development of building projects;All enterprises;2010 February;74.0;-32.2
903;411 Development of building projects;All enterprises;2010 March;96.0;-19.7
904;411 Development of building projects;All enterprises;2010 1st quarter;79.0;-28.7
905;411 Development of building projects;All enterprises;2010 April;80.0;-39.0
906;411 Development of building projects;All enterprises;2010 May;85.0;-21.3
907;411 Development of building projects;All enterprises;2010 June;101.0;-14.6
908;411 Development of building projects;All enterprises;2010 2nd quarter;89.0;-25.6
909;411 Development of building projects;All enterprises;2010 July;104.0;-17.7
910;411 Development of building projects;All enterprises;2010 August;60.0;-8.1
911;411 Development of building projects;All enterprises;2010 September;104.0;-14.4
912;411 Development of building projects;All enterprises;2010 3rd quarter;89.0;-14.4
913;411 Development of building projects;All enterprises;2010 October;;
914;411 Development of building projects;All enterprises;2010 November;;
915;411 Development of building projects;All enterprises;2010 December;;
916;411 Development of building projects;All enterprises;2010 4rd quarter;109.0;-21.4
917;411 Development of building projects;All enterprises;2010;92.0;-22.6
918;411 Development of building projects;All enterprises;2011 January;;
919;411 Development of building projects;All enterprises;2011 February;94.0;26.9
920;411 Development of building projects;All enterprises;2011 March;;
921;411 Development of building projects;All enterprises;2011 1st quarter;90.0;14.1
922;411 Development of building projects;All enterprises;2011 April;88.0;10.0
923;411 Development of building projects;All enterprises;2011 May;91.0;6.0
924;411 Development of building projects;All enterprises;2011 June;93.0;-8.3
925;411 Development of building projects;All enterprises;2011 2nd quarter;90.0;1.8
926;411 Development of building projects;All enterprises;2011 July;84.0;-18.6
927;411 Development of building projects;All enterprises;2011 August;54.0;-9.3
928;411 Development of building projects;All enterprises;2011 September;96.0;-7.4
929;411 Development of building projects;All enterprises;2011 3rd quarter;78.0;-12.2
930;411 Development of building projects;All enterprises;2011 October;98.0;-2.6
931;411 Development of building projects;All enterprises;2011 November;86.0;-19.2
932;411 Development of building projects;All enterprises;2011 December;137.0;13.8
933;411 Development of building projects;All enterprises;2011 4rd quarter;107.0;-2.0
934;411 Development of building projects;All enterprises;2011;91.0;-0.1
935;411 Development of building projects;All enterprises;2012 January;66.0;-11.6
936;411 Development of building projects;All enterprises;2012 February;65.0;-30.2
937;411 Development of building projects;All enterprises;2012 March;86.0;-17.2
938;411 Development of building projects;All enterprises;2012 1st quarter;72.0;-20.1
939;411 Development of building projects;All enterprises;2012 April;;
940;411 Development of building projects;All enterprises;2012 May;;
941;411 Development of building projects;All enterprises;2012 June;86.0;-6.7
942;411 Development of building projects;All enterprises;2012 2nd quarter;;
943;411 Development of building projects;All enterprises;2012 July;;
944;411 Development of building projects;All enterprises;2012 August;53.0;-3.4
945;411 Development of building projects;All enterprises;2012 September;98.0;2.4
946;411 Development of building projects;All enterprises;2012 3rd quarter;;
947;411 Development of building projects;All enterprises;2012 October;71.0;-27.2
948;411 Development of building projects;All enterprises;2012 November;73.0;-14.7
949;411 Development of building projects;All enterprises;2012 December;110.0;-19.8
950;411 Development of building projects;All enterprises;2012 4th quarter;85.0;-20.7
951;411 Development of building projects;All enterprises;2012;79.0;-14.0
952;411 Development of building projects;10 or more persons employed;2005 January;;
953;411 Development of building projects;10 or more persons employed;2005 February;;
954;411 Development of building projects;10 or more persons employed;2005 March;;
955;411 Development of building projects;10 or more persons employed;2005 1st quarter;;
956;411 Development of building projects;10 or more persons employed;2005 April;;
957;411 Development of building projects;10 or more persons employed;2005 May;;
958;411 Development of building projects;10 or more persons employed;2005 June;;
959;411 Development of building projects;10 or more persons employed;2005 2nd quarter;;
960;411 Development of building projects;10 or more persons employed;2005 July;;
961;411 Development of building projects;10 or more persons employed;2005 August;;
962;411 Development of building projects;10 or more persons employed;2005 September;;
963;411 Development of building projects;10 or more persons employed;2005 3rd quarter;;
964;411 Development of building projects;10 or more persons employed;2005 October;;
965;411 Development of building projects;10 or more persons employed;2005 November;;
966;411 Development of building projects;10 or more persons employed;2005 December;;
967;411 Development of building projects;10 or more persons employed;2005 4th quarter;;
968;411 Development of building projects;10 or more persons employed;2005;;
969;411 Development of building projects;10 or more persons employed;2006 January;;
970;411 Development of building projects;10 or more persons employed;2006 February;;
971;411 Development of building projects;10 or more persons employed;2006 March;;
972;411 Development of building projects;10 or more persons employed;2006 1st quarter;;
973;411 Development of building projects;10 or more persons employed;2006 April;;
974;411 Development of building projects;10 or more persons employed;2006 May;;
975;411 Development of building projects;10 or more persons employed;2006 June;;
976;411 Development of building projects;10 or more persons employed;2006 2nd quarter;;
977;411 Development of building projects;10 or more persons employed;2006 July;;
978;411 Development of building projects;10 or more persons employed;2006 August;;
979;411 Development of building projects;10 or more persons employed;2006 September;;
980;411 Development of building projects;10 or more persons employed;2006 3rd quarter;;
981;411 Development of building projects;10 or more persons employed;2006 October;;
982;411 Development of building projects;10 or more persons employed;2006 November;;
983;411 Development of building projects;10 or more persons employed;2006 December;;
984;411 Development of building projects;10 or more persons employed;2006 4th quarter;;
985;411 Development of building projects;10 or more persons employed;2006;;
986;411 Development of building projects;10 or more persons employed;2007 January;;
987;411 Development of building projects;10 or more persons employed;2007 February;;
988;411 Development of building projects;10 or more persons employed;2007 March;;
989;411 Development of building projects;10 or more persons employed;2007 1st quarter;;
990;411 Development of building projects;10 or more persons employed;2007 April;;
991;411 Development of building projects;10 or more persons employed;2007 May;;
992;411 Development of building projects;10 or more persons employed;2007 June;;
993;411 Development of building projects;10 or more persons employed;2007 2nd quarter;;
994;411 Development of building projects;10 or more persons employed;2007 July;;
995;411 Development of building projects;10 or more persons employed;2007 August;;
996;411 Development of building projects;10 or more persons employed;2007 September;;
997;411 Development of building projects;10 or more persons employed;2007 3rd quarter;;
998;411 Development of building projects;10 or more persons employed;2007 October;;
999;411 Development of building projects;10 or more persons employed;2007 November;;
1000;411 Development of building projects;10 or more persons employed;2007 December;;
1001;411 Development of building projects;10 or more persons employed;2007 4th quarter;;
1002;411 Development of building projects;10 or more persons employed;2007;;
1003;411 Development of building projects;10 or more persons employed;2008 January;;
1004;411 Development of building projects;10 or more persons employed;2008 February;;
1005;411 Development of building projects;10 or more persons employed;2008 March;;
1006;411 Development of building projects;10 or more persons employed;2008 1st quarter;;
1007;411 Development of building projects;10 or more persons employed;2008 April;;
1008;411 Development of building projects;10 or more persons employed;2008 May;;
1009;411 Development of building projects;10 or more persons employed;2008 June;;
1010;411 Development of building projects;10 or more persons employed;2008 2nd quarter;;
1011;411 Development of building projects;10 or more persons employed;2008 July;;
1012;411 Development of building projects;10 or more persons employed;2008 August;;
1013;411 Development of building projects;10 or more persons employed;2008 September;;
1014;411 Development of building projects;10 or more persons employed;2008 3rd quarter;;
1015;411 Development of building projects;10 or more persons employed;2008 October;;
1016;411 Development of building projects;10 or more persons employed;2008 November;;
1017;411 Development of building projects;10 or more persons employed;2008 December;;
1018;411 Development of building projects;10 or more persons employed;2008 4th quarter;;
1019;411 Development of building projects;10 or more persons employed;2008;;
1020;411 Development of building projects;10 or more persons employed;2009 January;93.0;
1021;411 Development of building projects;10 or more persons employed;2009 February;119.0;
1022;411 Development of building projects;10 or more persons employed;2009 March;110.0;
1023;411 Development of building projects;10 or more persons employed;2009 1st quarter;107.0;
1024;411 Development of building projects;10 or more persons employed;2009 April;134.0;
1025;411 Development of building projects;10 or more persons employed;2009 May;99.0;
1026;411 Development of building projects;10 or more persons employed;2009 June;107.0;
1027;411 Development of building projects;10 or more persons employed;2009 2nd quarter;113.0;
1028;411 Development of building projects;10 or more persons employed;2009 July;121.0;
1029;411 Development of building projects;10 or more persons employed;2009 August;86.0;
1030;411 Development of building projects;10 or more persons employed;2009 September;157.0;
1031;411 Development of building projects;10 or more persons employed;2009 3rd quarter;121.0;
1032;411 Development of building projects;10 or more persons employed;2009 October;110.0;
1033;411 Development of building projects;10 or more persons employed;2009 November;92.0;
1034;411 Development of building projects;10 or more persons employed;2009 December;201.0;
1035;411 Development of building projects;10 or more persons employed;2009 4th quarter;134.0;
1036;411 Development of building projects;10 or more persons employed;2009;119.0;
1037;411 Development of building projects;10 or more persons employed;2010 January;62.0;-33.6
1038;411 Development of building projects;10 or more persons employed;2010 February;78.0;-34.1
1039;411 Development of building projects;10 or more persons employed;2010 March;98.0;-10.9
1040;411 Development of building projects;10 or more persons employed;2010 1st quarter;79.0;-26.1
1041;411 Development of building projects;10 or more persons employed;2010 April;80.0;-40.3
1042;411 Development of building projects;10 or more persons employed;2010 May;102.0;3.1
1043;411 Development of building projects;10 or more persons employed;2010 June;101.0;-5.5
1044;411 Development of building projects;10 or more persons employed;2010 2nd quarter;94.0;-16.7
1045;411 Development of building projects;10 or more persons employed;2010 July;127.0;5.3
1046;411 Development of building projects;10 or more persons employed;2010 August;52.0;-39.4
1047;411 Development of building projects;10 or more persons employed;2010 September;94.0;-40.1
1048;411 Development of building projects;10 or more persons employed;2010 3rd quarter;91.0;-24.8
1049;411 Development of building projects;10 or more persons employed;2010 October;100.0;-9.0
1050;411 Development of building projects;10 or more persons employed;2010 November;129.0;40.4
1051;411 Development of building projects;10 or more persons employed;2010 December;101.0;-49.6
1052;411 Development of building projects;10 or more persons employed;2010 4rd quarter;110.0;-18.0
1053;411 Development of building projects;10 or more persons employed;2010;94.0;-21.2
1054;411 Development of building projects;10 or more persons employed;2011 January;69.0;11.9
1055;411 Development of building projects;10 or more persons employed;2011 February;103.0;31.5
1056;411 Development of building projects;10 or more persons employed;2011 March;79.0;-19.6
1057;411 Development of building projects;10 or more persons employed;2011 1st quarter;84.0;5.4
1058;411 Development of building projects;10 or more persons employed;2011 April;88.0;9.6
1059;411 Development of building projects;10 or more persons employed;2011 May;96.0;-6.3
1060;411 Development of building projects;10 or more persons employed;2011 June;89.0;-12.1
1061;411 Development of building projects;10 or more persons employed;2011 2nd quarter;91.0;-3.9
1062;411 Development of building projects;10 or more persons employed;2011 July;68.0;-47.0
1063;411 Development of building projects;10 or more persons employed;2011 August;52.0;0.3
1064;411 Development of building projects;10 or more persons employed;2011 September;85.0;-10.0
1065;411 Development of building projects;10 or more persons employed;2011 3rd quarter;68.0;-25.3
1066;411 Development of building projects;10 or more persons employed;2011 October;95.0;-5.1
1067;411 Development of building projects;10 or more persons employed;2011 November;91.0;-29.2
1068;411 Development of building projects;10 or more persons employed;2011 December;137.0;35.6
1069;411 Development of building projects;10 or more persons employed;2011 4rd quarter;108.0;-2.1
1070;411 Development of building projects;10 or more persons employed;2011;88.0;-6.6
1071;411 Development of building projects;10 or more persons employed;2012 January;59.0;-14.1
1072;411 Development of building projects;10 or more persons employed;2012 February;67.0;-35.1
1073;411 Development of building projects;10 or more persons employed;2012 March;60.0;-23.3
1074;411 Development of building projects;10 or more persons employed;2012 1st quarter;62.0;-25.6
1075;411 Development of building projects;10 or more persons employed;2012 April;81.0;-7.7
1076;411 Development of building projects;10 or more persons employed;2012 May;75.0;-21.3
1077;411 Development of building projects;10 or more persons employed;2012 June;73.0;-18.0
1078;411 Development of building projects;10 or more persons employed;2012 2nd quarter;76.0;-15.9
1079;411 Development of building projects;10 or more persons employed;2012 July;43.0;-36.9
1080;411 Development of building projects;10 or more persons employed;2012 August;45.0;-13.9
1081;411 Development of building projects;10 or more persons employed;2012 September;81.0;-4.3
1082;411 Development of building projects;10 or more persons employed;2012 3rd quarter;56.0;-17.5
1083;411 Development of building projects;10 or more persons employed;2012 October;55.0;-42.1
1084;411 Development of building projects;10 or more persons employed;2012 November;71.0;-22.3
1085;411 Development of building projects;10 or more persons employed;2012 December;79.0;-42.7
1086;411 Development of building projects;10 or more persons employed;2012 4th quarter;68.0;-36.8
1087;411 Development of building projects;10 or more persons employed;2012;66.0;-25.0
1088;412 Construction of buildings;All enterprises;2005 January;62.0;-3.3
1089;412 Construction of buildings;All enterprises;2005 February;79.0;-4.8
1090;412 Construction of buildings;All enterprises;2005 March;94.0;-6.5
1091;412 Construction of buildings;All enterprises;2005 1st quarter;79.0;-5.1
1092;412 Construction of buildings;All enterprises;2005 April;105.0;4.5
1093;412 Construction of buildings;All enterprises;2005 May;99.0;9.1
1094;412 Construction of buildings;All enterprises;2005 June;121.0;10.8
1095;412 Construction of buildings;All enterprises;2005 2nd quarter;108.0;8.2
1096;412 Construction of buildings;All enterprises;2005 July;98.0;1.2
1097;412 Construction of buildings;All enterprises;2005 August;63.0;10.5
1098;412 Construction of buildings;All enterprises;2005 September;113.0;8.3
1099;412 Construction of buildings;All enterprises;2005 3rd quarter;91.0;6.1
1100;412 Construction of buildings;All enterprises;2005 October;112.0;3.5
1101;412 Construction of buildings;All enterprises;2005 November;118.0;2.8
1102;412 Construction of buildings;All enterprises;2005 December;135.0;10.6
1103;412 Construction of buildings;All enterprises;2005 4th quarter;122.0;5.8
1104;412 Construction of buildings;All enterprises;2005;100.0;4.1
1105;412 Construction of buildings;All enterprises;2006 January;65.0;3.5
1106;412 Construction of buildings;All enterprises;2006 February;88.0;11.2
1107;412 Construction of buildings;All enterprises;2006 March;113.0;20.7
1108;412 Construction of buildings;All enterprises;2006 1st quarter;89.0;13.0
1109;412 Construction of buildings;All enterprises;2006 April;104.0;-0.7
1110;412 Construction of buildings;All enterprises;2006 May;118.0;18.5
1111;412 Construction of buildings;All enterprises;2006 June;126.0;4.4
1112;412 Construction of buildings;All enterprises;2006 2nd quarter;116.0;7.0
1113;412 Construction of buildings;All enterprises;2006 July;99.0;0.4
1114;412 Construction of buildings;All enterprises;2006 August;68.0;7.4
1115;412 Construction of buildings;All enterprises;2006 September;122.0;8.1
1116;412 Construction of buildings;All enterprises;2006 3rd quarter;96.0;5.2
1117;412 Construction of buildings;All enterprises;2006 October;122.0;8.9
1118;412 Construction of buildings;All enterprises;2006 November;132.0;11.9
1119;412 Construction of buildings;All enterprises;2006 December;145.0;7.2
1120;412 Construction of buildings;All enterprises;2006 4th quarter;133.0;9.2
1121;412 Construction of buildings;All enterprises;2006;108.0;8.5
1122;412 Construction of buildings;All enterprises;2007 January;73.0;12.2
1123;412 Construction of buildings;All enterprises;2007 February;101.0;14.7
1124;412 Construction of buildings;All enterprises;2007 March;128.0;13.0
1125;412 Construction of buildings;All enterprises;2007 1st quarter;101.0;13.4
1126;412 Construction of buildings;All enterprises;2007 April;117.0;12.4
1127;412 Construction of buildings;All enterprises;2007 May;123.0;4.4
1128;412 Construction of buildings;All enterprises;2007 June;141.0;11.7
1129;412 Construction of buildings;All enterprises;2007 2nd quarter;127.0;9.4
1130;412 Construction of buildings;All enterprises;2007 July;114.0;15.1
1131;412 Construction of buildings;All enterprises;2007 August;79.0;17.6
1132;412 Construction of buildings;All enterprises;2007 September;128.0;4.5
1133;412 Construction of buildings;All enterprises;2007 3rd quarter;107.0;11.2
1134;412 Construction of buildings;All enterprises;2007 October;138.0;13.3
1135;412 Construction of buildings;All enterprises;2007 November;145.0;9.7
1136;412 Construction of buildings;All enterprises;2007 December;149.0;2.7
1137;412 Construction of buildings;All enterprises;2007 4th quarter;144.0;8.3
1138;412 Construction of buildings;All enterprises;2007;120.0;10.3
1139;412 Construction of buildings;All enterprises;2008 January;88.0;21.3
1140;412 Construction of buildings;All enterprises;2008 February;124.0;22.3
1141;412 Construction of buildings;All enterprises;2008 March;134.0;4.7
1142;412 Construction of buildings;All enterprises;2008 1st quarter;115.0;14.6
1143;412 Construction of buildings;All enterprises;2008 April;141.0;19.8
1144;412 Construction of buildings;All enterprises;2008 May;133.0;8.5
1145;412 Construction of buildings;All enterprises;2008 June;150.0;6.5
1146;412 Construction of buildings;All enterprises;2008 2nd quarter;141.0;11.2
1147;412 Construction of buildings;All enterprises;2008 July;123.0;8.2
1148;412 Construction of buildings;All enterprises;2008 August;88.0;11.3
1149;412 Construction of buildings;All enterprises;2008 September;145.0;13.7
1150;412 Construction of buildings;All enterprises;2008 3rd quarter;119.0;11.1
1151;412 Construction of buildings;All enterprises;2008 October;157.0;13.7
1152;412 Construction of buildings;All enterprises;2008 November;145.0;0.2
1153;412 Construction of buildings;All enterprises;2008 December;158.0;6.2
1154;412 Construction of buildings;All enterprises;2008 4th quarter;153.0;6.6
1155;412 Construction of buildings;All enterprises;2008;132.0;10.5
1156;412 Construction of buildings;All enterprises;2009 January;88.0;0.3
1157;412 Construction of buildings;All enterprises;2009 February;117.0;-5.8
1158;412 Construction of buildings;All enterprises;2009 March;137.0;2.2
1159;412 Construction of buildings;All enterprises;2009 1st quarter;114.0;-1.1
1160;412 Construction of buildings;All enterprises;2009 April;131.0;-6.5
1161;412 Construction of buildings;All enterprises;2009 May;127.0;-4.5
1162;412 Construction of buildings;All enterprises;2009 June;141.0;-6.2
1163;412 Construction of buildings;All enterprises;2009 2nd quarter;133.0;-5.7
1164;412 Construction of buildings;All enterprises;2009 July;125.0;1.4
1165;412 Construction of buildings;All enterprises;2009 August;73.0;-17.0
1166;412 Construction of buildings;All enterprises;2009 September;131.0;-9.7
1167;412 Construction of buildings;All enterprises;2009 3rd quarter;110.0;-7.7
1168;412 Construction of buildings;All enterprises;2009 October;135.0;-13.9
1169;412 Construction of buildings;All enterprises;2009 November;126.0;-13.0
1170;412 Construction of buildings;All enterprises;2009 December;128.0;-18.7
1171;412 Construction of buildings;All enterprises;2009 4th quarter;130.0;-15.3
1172;412 Construction of buildings;All enterprises;2009;122.0;-7.9
1173;412 Construction of buildings;All enterprises;2010 January;69.0;-21.4
1174;412 Construction of buildings;All enterprises;2010 February;83.0;-28.8
1175;412 Construction of buildings;All enterprises;2010 March;118.0;-14.2
1176;412 Construction of buildings;All enterprises;2010 1st quarter;90.0;-21.1
1177;412 Construction of buildings;All enterprises;2010 April;118.0;-10.5
1178;412 Construction of buildings;All enterprises;2010 May;108.0;-15.3
1179;412 Construction of buildings;All enterprises;2010 June;129.0;-8.4
