ID;SectorBranchesSIC2008;EnterpriseSize;Periods;TurnoverIndices_1;TurnoverChange_2
476;412-439 Construction (no development);10 or more persons employed;2009 January;84.0;0.3
477;412-439 Construction (no development);10 or more persons employed;2009 February;108.0;-7.1
478;412-439 Construction (no development);10 or more persons employed;2009 March;135.0;7.5
479;412-439 Construction (no development);10 or more persons employed;2009 1st quarter;109.0;0.5
480;412-439 Construction (no development);10 or more persons employed;2009 April;127.0;-5.0
481;412-439 Construction (no development);10 or more persons employed;2009 May;121.0;-4.7
482;412-439 Construction (no development);10 or more persons employed;2009 June;135.0;-5.9
483;412-439 Construction (no development);10 or more persons employed;2009 2nd quarter;128.0;-5.2
484;412-439 Construction (no development);10 or more persons employed;2009 July;122.0;2.4
485;412-439 Construction (no development);10 or more persons employed;2009 August;82.0;-10.9
486;412-439 Construction (no development);10 or more persons employed;2009 September;129.0;-8.7
487;412-439 Construction (no development);10 or more persons employed;2009 3rd quarter;111.0;-5.5
488;412-439 Construction (no development);10 or more persons employed;2009 October;134.0;-10.0
489;412-439 Construction (no development);10 or more persons employed;2009 November;128.0;-7.9
490;412-439 Construction (no development);10 or more persons employed;2009 December;133.0;-14.8
491;412-439 Construction (no development);10 or more persons employed;2009 4th quarter;132.0;-11.0
492;412-439 Construction (no development);10 or more persons employed;2009;120.0;-5.8
493;412-439 Construction (no development);10 or more persons employed;2010 January;69.0;-17.6
494;412-439 Construction (no development);10 or more persons employed;2010 February;83.0;-23.2
495;412-439 Construction (no development);10 or more persons employed;2010 March;114.0;-15.4
496;412-439 Construction (no development);10 or more persons employed;2010 1st quarter;89.0;-18.6
497;412-439 Construction (no development);10 or more persons employed;2010 April;114.0;-10.1
498;412-439 Construction (no development);10 or more persons employed;2010 May;106.0;-12.5
499;412-439 Construction (no development);10 or more persons employed;2010 June;126.0;-6.0
500;412-439 Construction (no development);10 or more persons employed;2010 2nd quarter;116.0;-9.4
501;412-439 Construction (no development);10 or more persons employed;2010 July;114.0;-7.0
502;412-439 Construction (no development);10 or more persons employed;2010 August;74.0;-9.6
503;412-439 Construction (no development);10 or more persons employed;2010 September;117.0;-9.3
504;412-439 Construction (no development);10 or more persons employed;2010 3rd quarter;101.0;-8.6
505;412-439 Construction (no development);10 or more persons employed;2010 October;121.0;-9.8
506;412-439 Construction (no development);10 or more persons employed;2010 November;125.0;-1.8
507;412-439 Construction (no development);10 or more persons employed;2010 December;126.0;-5.4
508;412-439 Construction (no development);10 or more persons employed;2010 4rd quarter;124.0;-5.7
509;412-439 Construction (no development);10 or more persons employed;2010;107.0;-10.3
510;412-439 Construction (no development);10 or more persons employed;2011 January;75.0;9.3
511;412-439 Construction (no development);10 or more persons employed;2011 February;95.0;15.5
512;412-439 Construction (no development);10 or more persons employed;2011 March;116.0;1.5
513;412-439 Construction (no development);10 or more persons employed;2011 1st quarter;96.0;7.9
514;412-439 Construction (no development);10 or more persons employed;2011 April;112.0;-1.5
515;412-439 Construction (no development);10 or more persons employed;2011 May;123.0;15.4
516;412-439 Construction (no development);10 or more persons employed;2011 June;115.0;-9.1
517;412-439 Construction (no development);10 or more persons employed;2011 2nd quarter;117.0;0.9
518;412-439 Construction (no development);10 or more persons employed;2011 July;109.0;-3.9
519;412-439 Construction (no development);10 or more persons employed;2011 August;78.0;6.0
520;412-439 Construction (no development);10 or more persons employed;2011 September;123.0;5.6
521;412-439 Construction (no development);10 or more persons employed;2011 3rd quarter;104.0;2.1
522;412-439 Construction (no development);10 or more persons employed;2011 October;119.0;-1.7
523;412-439 Construction (no development);10 or more persons employed;2011 November;128.0;2.5
524;412-439 Construction (no development);10 or more persons employed;2011 December;137.0;8.8
525;412-439 Construction (no development);10 or more persons employed;2011 4rd quarter;128.0;3.3
526;412-439 Construction (no development);10 or more persons employed;2011;111.0;3.3
527;412-439 Construction (no development);10 or more persons employed;2012 January;71.0;-6.1
528;412-439 Construction (no development);10 or more persons employed;2012 February;85.0;-11.1
529;412-439 Construction (no development);10 or more persons employed;2012 March;107.0;-7.9
530;412-439 Construction (no development);10 or more persons employed;2012 1st quarter;88.0;-8.5
531;412-439 Construction (no development);10 or more persons employed;2012 April;104.0;-7.6
532;412-439 Construction (no development);10 or more persons employed;2012 May;109.0;-11.2
533;412-439 Construction (no development);10 or more persons employed;2012 June;116.0;0.6
534;412-439 Construction (no development);10 or more persons employed;2012 2nd quarter;109.0;-6.2
535;412-439 Construction (no development);10 or more persons employed;2012 July;101.0;-7.5
536;412-439 Construction (no development);10 or more persons employed;2012 August;79.0;0.5
537;412-439 Construction (no development);10 or more persons employed;2012 September;116.0;-5.7
538;412-439 Construction (no development);10 or more persons employed;2012 3rd quarter;99.0;-4.8
539;412-439 Construction (no development);10 or more persons employed;2012 October;114.0;-4.1
540;412-439 Construction (no development);10 or more persons employed;2012 November;122.0;-5.0
541;412-439 Construction (no development);10 or more persons employed;2012 December;119.0;-13.2
542;412-439 Construction (no development);10 or more persons employed;2012 4th quarter;118.0;-7.6
543;412-439 Construction (no development);10 or more persons employed;2012;104.0;-6.8
544;41 Construction buildings, development;All enterprises;2005 January;;
545;41 Construction buildings, development;All enterprises;2005 February;;
546;41 Construction buildings, development;All enterprises;2005 March;;
547;41 Construction buildings, development;All enterprises;2005 1st quarter;;
548;41 Construction buildings, development;All enterprises;2005 April;;
549;41 Construction buildings, development;All enterprises;2005 May;;
550;41 Construction buildings, development;All enterprises;2005 June;;
551;41 Construction buildings, development;All enterprises;2005 2nd quarter;;
552;41 Construction buildings, development;All enterprises;2005 July;;
553;41 Construction buildings, development;All enterprises;2005 August;;
554;41 Construction buildings, development;All enterprises;2005 September;;
555;41 Construction buildings, development;All enterprises;2005 3rd quarter;;
556;41 Construction buildings, development;All enterprises;2005 October;;
557;41 Construction buildings, development;All enterprises;2005 November;;
558;41 Construction buildings, development;All enterprises;2005 December;;
559;41 Construction buildings, development;All enterprises;2005 4th quarter;;
560;41 Construction buildings, development;All enterprises;2005;;
561;41 Construction buildings, development;All enterprises;2006 January;;
562;41 Construction buildings, development;All enterprises;2006 February;;
563;41 Construction buildings, development;All enterprises;2006 March;;
564;41 Construction buildings, development;All enterprises;2006 1st quarter;;
565;41 Construction buildings, development;All enterprises;2006 April;;
566;41 Construction buildings, development;All enterprises;2006 May;;
567;41 Construction buildings, development;All enterprises;2006 June;;
568;41 Construction buildings, development;All enterprises;2006 2nd quarter;;
569;41 Construction buildings, development;All enterprises;2006 July;;
570;41 Construction buildings, development;All enterprises;2006 August;;
571;41 Construction buildings, development;All enterprises;2006 September;;
572;41 Construction buildings, development;All enterprises;2006 3rd quarter;;
573;41 Construction buildings, development;All enterprises;2006 October;;
574;41 Construction buildings, development;All enterprises;2006 November;;
575;41 Construction buildings, development;All enterprises;2006 December;;
576;41 Construction buildings, development;All enterprises;2006 4th quarter;;
577;41 Construction buildings, development;All enterprises;2006;;
578;41 Construction buildings, development;All enterprises;2007 January;;
579;41 Construction buildings, development;All enterprises;2007 February;;
580;41 Construction buildings, development;All enterprises;2007 March;;
581;41 Construction buildings, development;All enterprises;2007 1st quarter;;
582;41 Construction buildings, development;All enterprises;2007 April;;
583;41 Construction buildings, development;All enterprises;2007 May;;
584;41 Construction buildings, development;All enterprises;2007 June;;
585;41 Construction buildings, development;All enterprises;2007 2nd quarter;;
586;41 Construction buildings, development;All enterprises;2007 July;;
587;41 Construction buildings, development;All enterprises;2007 August;;
588;41 Construction buildings, development;All enterprises;2007 September;;
589;41 Construction buildings, development;All enterprises;2007 3rd quarter;;
590;41 Construction buildings, development;All enterprises;2007 October;;
591;41 Construction buildings, development;All enterprises;2007 November;;
592;41 Construction buildings, development;All enterprises;2007 December;;
593;41 Construction buildings, development;All enterprises;2007 4th quarter;;
594;41 Construction buildings, development;All enterprises;2007;;
595;41 Construction buildings, development;All enterprises;2008 January;;
596;41 Construction buildings, development;All enterprises;2008 February;;
597;41 Construction buildings, development;All enterprises;2008 March;;
598;41 Construction buildings, development;All enterprises;2008 1st quarter;;
599;41 Construction buildings, development;All enterprises;2008 April;;
600;41 Construction buildings, development;All enterprises;2008 May;;
601;41 Construction buildings, development;All enterprises;2008 June;;
602;41 Construction buildings, development;All enterprises;2008 2nd quarter;;
603;41 Construction buildings, development;All enterprises;2008 July;;
604;41 Construction buildings, development;All enterprises;2008 August;;
605;41 Construction buildings, development;All enterprises;2008 September;;
606;41 Construction buildings, development;All enterprises;2008 3rd quarter;;
607;41 Construction buildings, development;All enterprises;2008 October;;
608;41 Construction buildings, development;All enterprises;2008 November;;
609;41 Construction buildings, development;All enterprises;2008 December;;
610;41 Construction buildings, development;All enterprises;2008 4th quarter;;
611;41 Construction buildings, development;All enterprises;2008;;
