ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
2504;Total male and female;0 year;Asia (excluding Indonesian and Turkish);2021;2987.0
2505;Total male and female;0 year;Asia (excluding Indonesian and Turkish);2022;2586.0
2506;Total male and female;0 year;Asia (excluding Indonesian and Turkish);2023;2856.0
2507;Total male and female;0 year;Asia (excluding Indonesian and Turkish);2024;3108.0
2508;Total male and female;0 year;Africa;2014;612.0
2509;Total male and female;0 year;Africa;2015;705.0
2510;Total male and female;0 year;Africa;2016;806.0
2511;Total male and female;0 year;Africa;2017;1116.0
2512;Total male and female;0 year;Africa;2018;1314.0
2513;Total male and female;0 year;Africa;2019;1833.0
2514;Total male and female;0 year;Africa;2020;2047.0
2515;Total male and female;0 year;Africa;2021;1764.0
2516;Total male and female;0 year;Africa;2022;1432.0
2517;Total male and female;0 year;Africa;2023;1236.0
2518;Total male and female;0 year;Africa;2024;1209.0
2519;Total male and female;0 year;America;2014;199.0
2520;Total male and female;0 year;America;2015;208.0
2521;Total male and female;0 year;America;2016;230.0
2522;Total male and female;0 year;America;2017;224.0
2523;Total male and female;0 year;America;2018;253.0
2524;Total male and female;0 year;America;2019;263.0
2525;Total male and female;0 year;America;2020;277.0
2526;Total male and female;0 year;America;2021;270.0
2527;Total male and female;0 year;America;2022;321.0
2528;Total male and female;0 year;America;2023;350.0
2529;Total male and female;0 year;America;2024;364.0
2530;Total male and female;0 year;Asia;2014;1651.0
2531;Total male and female;0 year;Asia;2015;1783.0
2532;Total male and female;0 year;Asia;2016;2122.0
2533;Total male and female;0 year;Asia;2017;3073.0
2534;Total male and female;0 year;Asia;2018;3398.0
2535;Total male and female;0 year;Asia;2019;3820.0
2536;Total male and female;0 year;Asia;2020;3861.0
2537;Total male and female;0 year;Asia;2021;3484.0
2538;Total male and female;0 year;Asia;2022;3103.0
2539;Total male and female;0 year;Asia;2023;3395.0
2540;Total male and female;0 year;Asia;2024;3672.0
2541;Total male and female;0 year;Oceania;2014;6.0
2542;Total male and female;0 year;Oceania;2015;8.0
2543;Total male and female;0 year;Oceania;2016;14.0
2544;Total male and female;0 year;Oceania;2017;18.0
2545;Total male and female;0 year;Oceania;2018;12.0
2546;Total male and female;0 year;Oceania;2019;7.0
2547;Total male and female;0 year;Oceania;2020;17.0
2548;Total male and female;0 year;Oceania;2021;8.0
2549;Total male and female;0 year;Oceania;2022;13.0
2550;Total male and female;0 year;Oceania;2023;18.0
2551;Total male and female;0 year;Oceania;2024;9.0
2552;Total male and female;0 year;European Union (excl. Dutch nationals);2014;4075.0
2553;Total male and female;0 year;European Union (excl. Dutch nationals);2015;4679.0
2554;Total male and female;0 year;European Union (excl. Dutch nationals);2016;5075.0
2555;Total male and female;0 year;European Union (excl. Dutch nationals);2017;5417.0
2556;Total male and female;0 year;European Union (excl. Dutch nationals);2018;5893.0
2557;Total male and female;0 year;European Union (excl. Dutch nationals);2019;6105.0
2558;Total male and female;0 year;European Union (excl. Dutch nationals);2020;6504.0
2559;Total male and female;0 year;European Union (excl. Dutch nationals);2021;6135.0
2560;Total male and female;0 year;European Union (excl. Dutch nationals);2022;6585.0
2561;Total male and female;0 year;European Union (excl. Dutch nationals);2023;6196.0
2562;Total male and female;0 year;European Union (excl. Dutch nationals);2024;6356.0
2563;Total male and female;0 year;Mid- and East European nat. in the EU;2014;2440.0
2564;Total male and female;0 year;Mid- and East European nat. in the EU;2015;2802.0
2565;Total male and female;0 year;Mid- and East European nat. in the EU;2016;3204.0
2566;Total male and female;0 year;Mid- and East European nat. in the EU;2017;3484.0
2567;Total male and female;0 year;Mid- and East European nat. in the EU;2018;3818.0
2568;Total male and female;0 year;Mid- and East European nat. in the EU;2019;4031.0
2569;Total male and female;0 year;Mid- and East European nat. in the EU;2020;4210.0
2570;Total male and female;0 year;Mid- and East European nat. in the EU;2021;4102.0
2571;Total male and female;0 year;Mid- and East European nat. in the EU;2022;4336.0
2572;Total male and female;0 year;Mid- and East European nat. in the EU;2023;4019.0
2573;Total male and female;0 year;Mid- and East European nat. in the EU;2024;4089.0
2574;Total male and female;0 year;GIPS nationalities in the EU;2014;559.0
2575;Total male and female;0 year;GIPS nationalities in the EU;2015;670.0
2576;Total male and female;0 year;GIPS nationalities in the EU;2016;716.0
2577;Total male and female;0 year;GIPS nationalities in the EU;2017;769.0
2578;Total male and female;0 year;GIPS nationalities in the EU;2018;858.0
2579;Total male and female;0 year;GIPS nationalities in the EU;2019;915.0
2580;Total male and female;0 year;GIPS nationalities in the EU;2020;999.0
2581;Total male and female;0 year;GIPS nationalities in the EU;2021;1056.0
2582;Total male and female;0 year;GIPS nationalities in the EU;2022;1095.0
2583;Total male and female;0 year;GIPS nationalities in the EU;2023;1145.0
2584;Total male and female;0 year;GIPS nationalities in the EU;2024;1191.0
2585;Total male and female;0 year;Afghan;2014;56.0
2586;Total male and female;0 year;Afghan;2015;52.0
2587;Total male and female;0 year;Afghan;2016;59.0
2588;Total male and female;0 year;Afghan;2017;90.0
2589;Total male and female;0 year;Afghan;2018;79.0
2590;Total male and female;0 year;Afghan;2019;76.0
2591;Total male and female;0 year;Afghan;2020;117.0
2592;Total male and female;0 year;Afghan;2021;87.0
2593;Total male and female;0 year;Afghan;2022;118.0
2594;Total male and female;0 year;Afghan;2023;178.0
2595;Total male and female;0 year;Afghan;2024;149.0
2596;Total male and female;0 year;Albanian;2014;7.0
2597;Total male and female;0 year;Albanian;2015;14.0
2598;Total male and female;0 year;Albanian;2016;14.0
2599;Total male and female;0 year;Albanian;2017;19.0
2600;Total male and female;0 year;Albanian;2018;26.0
2601;Total male and female;0 year;Albanian;2019;25.0
2602;Total male and female;0 year;Albanian;2020;40.0
2603;Total male and female;0 year;Albanian;2021;37.0
2604;Total male and female;0 year;Albanian;2022;33.0
2605;Total male and female;0 year;Albanian;2023;35.0
2606;Total male and female;0 year;Albanian;2024;50.0
2607;Total male and female;0 year;Algerian;2014;10.0
2608;Total male and female;0 year;Algerian;2015;3.0
2609;Total male and female;0 year;Algerian;2016;10.0
2610;Total male and female;0 year;Algerian;2017;7.0
2611;Total male and female;0 year;Algerian;2018;9.0
2612;Total male and female;0 year;Algerian;2019;7.0
2613;Total male and female;0 year;Algerian;2020;8.0
2614;Total male and female;0 year;Algerian;2021;4.0
2615;Total male and female;0 year;Algerian;2022;6.0
2616;Total male and female;0 year;Algerian;2023;5.0
2617;Total male and female;0 year;Algerian;2024;17.0
2618;Total male and female;0 year;American;2014;99.0
2619;Total male and female;0 year;American;2015;86.0
2620;Total male and female;0 year;American;2016;113.0
2621;Total male and female;0 year;American;2017;93.0
2622;Total male and female;0 year;American;2018;105.0
2623;Total male and female;0 year;American;2019;110.0
2624;Total male and female;0 year;American;2020;117.0
2625;Total male and female;0 year;American;2021;97.0
2626;Total male and female;0 year;American;2022;115.0
2627;Total male and female;0 year;American;2023;125.0
2628;Total male and female;0 year;American;2024;115.0
2629;Total male and female;0 year;Andorran;2014;0.0
2630;Total male and female;0 year;Andorran;2015;0.0
2631;Total male and female;0 year;Andorran;2016;0.0
2632;Total male and female;0 year;Andorran;2017;0.0
2633;Total male and female;0 year;Andorran;2018;0.0
2634;Total male and female;0 year;Andorran;2019;0.0
2635;Total male and female;0 year;Andorran;2020;0.0
2636;Total male and female;0 year;Andorran;2021;0.0
2637;Total male and female;0 year;Andorran;2022;0.0
2638;Total male and female;0 year;Andorran;2023;0.0
2639;Total male and female;0 year;Andorran;2024;0.0
2640;Total male and female;0 year;Angolan;2014;13.0
2641;Total male and female;0 year;Angolan;2015;14.0
2642;Total male and female;0 year;Angolan;2016;9.0
2643;Total male and female;0 year;Angolan;2017;10.0
2644;Total male and female;0 year;Angolan;2018;13.0
2645;Total male and female;0 year;Angolan;2019;10.0
2646;Total male and female;0 year;Angolan;2020;13.0
2647;Total male and female;0 year;Angolan;2021;8.0
2648;Total male and female;0 year;Angolan;2022;10.0
2649;Total male and female;0 year;Angolan;2023;8.0
2650;Total male and female;0 year;Angolan;2024;3.0
2651;Total male and female;0 year;Antiguan and Bermudan;2014;0.0
2652;Total male and female;0 year;Antiguan and Bermudan;2015;0.0
2653;Total male and female;0 year;Antiguan and Bermudan;2016;0.0
2654;Total male and female;0 year;Antiguan and Bermudan;2017;0.0
2655;Total male and female;0 year;Antiguan and Bermudan;2018;0.0
2656;Total male and female;0 year;Antiguan and Bermudan;2019;0.0
2657;Total male and female;0 year;Antiguan and Bermudan;2020;0.0
2658;Total male and female;0 year;Antiguan and Bermudan;2021;0.0
2659;Total male and female;0 year;Antiguan and Bermudan;2022;0.0
2660;Total male and female;0 year;Antiguan and Bermudan;2023;0.0
2661;Total male and female;0 year;Antiguan and Bermudan;2024;0.0
2662;Total male and female;0 year;Argentinian;2014;1.0
2663;Total male and female;0 year;Argentinian;2015;5.0
2664;Total male and female;0 year;Argentinian;2016;5.0
2665;Total male and female;0 year;Argentinian;2017;4.0
2666;Total male and female;0 year;Argentinian;2018;4.0
2667;Total male and female;0 year;Argentinian;2019;8.0
2668;Total male and female;0 year;Argentinian;2020;8.0
2669;Total male and female;0 year;Argentinian;2021;5.0
2670;Total male and female;0 year;Argentinian;2022;8.0
2671;Total male and female;0 year;Argentinian;2023;4.0
2672;Total male and female;0 year;Argentinian;2024;4.0
2673;Total male and female;0 year;Armenian;2014;38.0
2674;Total male and female;0 year;Armenian;2015;27.0
2675;Total male and female;0 year;Armenian;2016;30.0
2676;Total male and female;0 year;Armenian;2017;32.0
2677;Total male and female;0 year;Armenian;2018;35.0
2678;Total male and female;0 year;Armenian;2019;30.0
2679;Total male and female;0 year;Armenian;2020;29.0
2680;Total male and female;0 year;Armenian;2021;20.0
2681;Total male and female;0 year;Armenian;2022;14.0
2682;Total male and female;0 year;Armenian;2023;24.0
2683;Total male and female;0 year;Armenian;2024;13.0
2684;Total male and female;0 year;Austrian;2014;25.0
2685;Total male and female;0 year;Austrian;2015;25.0
2686;Total male and female;0 year;Austrian;2016;25.0
2687;Total male and female;0 year;Austrian;2017;10.0
2688;Total male and female;0 year;Austrian;2018;19.0
2689;Total male and female;0 year;Austrian;2019;19.0
2690;Total male and female;0 year;Austrian;2020;23.0
2691;Total male and female;0 year;Austrian;2021;19.0
2692;Total male and female;0 year;Austrian;2022;24.0
2693;Total male and female;0 year;Austrian;2023;25.0
2694;Total male and female;0 year;Austrian;2024;22.0
2695;Total male and female;0 year;Australian;2014;3.0
2696;Total male and female;0 year;Australian;2015;4.0
2697;Total male and female;0 year;Australian;2016;9.0
2698;Total male and female;0 year;Australian;2017;10.0
2699;Total male and female;0 year;Australian;2018;7.0
2700;Total male and female;0 year;Australian;2019;3.0
2701;Total male and female;0 year;Australian;2020;8.0
2702;Total male and female;0 year;Australian;2021;4.0
2703;Total male and female;0 year;Australian;2022;7.0
2704;Total male and female;0 year;Australian;2023;8.0
2705;Total male and female;0 year;Australian;2024;6.0
2706;Total male and female;0 year;Azerbaijani;2014;3.0
2707;Total male and female;0 year;Azerbaijani;2015;11.0
2708;Total male and female;0 year;Azerbaijani;2016;7.0
2709;Total male and female;0 year;Azerbaijani;2017;8.0
2710;Total male and female;0 year;Azerbaijani;2018;12.0
2711;Total male and female;0 year;Azerbaijani;2019;11.0
2712;Total male and female;0 year;Azerbaijani;2020;18.0
2713;Total male and female;0 year;Azerbaijani;2021;16.0
2714;Total male and female;0 year;Azerbaijani;2022;7.0
2715;Total male and female;0 year;Azerbaijani;2023;15.0
2716;Total male and female;0 year;Azerbaijani;2024;16.0
2717;Total male and female;0 year;Bahamian;2014;0.0
2718;Total male and female;0 year;Bahamian;2015;0.0
2719;Total male and female;0 year;Bahamian;2016;0.0
2720;Total male and female;0 year;Bahamian;2017;0.0
2721;Total male and female;0 year;Bahamian;2018;0.0
2722;Total male and female;0 year;Bahamian;2019;0.0
2723;Total male and female;0 year;Bahamian;2020;0.0
2724;Total male and female;0 year;Bahamian;2021;0.0
2725;Total male and female;0 year;Bahamian;2022;0.0
2726;Total male and female;0 year;Bahamian;2023;0.0
2727;Total male and female;0 year;Bahamian;2024;0.0
2728;Total male and female;0 year;Bahraini;2014;0.0
2729;Total male and female;0 year;Bahraini;2015;0.0
2730;Total male and female;0 year;Bahraini;2016;0.0
2731;Total male and female;0 year;Bahraini;2017;0.0
2732;Total male and female;0 year;Bahraini;2018;0.0
2733;Total male and female;0 year;Bahraini;2019;0.0
2734;Total male and female;0 year;Bahraini;2020;0.0
2735;Total male and female;0 year;Bahraini;2021;2.0
2736;Total male and female;0 year;Bahraini;2022;0.0
2737;Total male and female;0 year;Bahraini;2023;0.0
2738;Total male and female;0 year;Bahraini;2024;0.0
2739;Total male and female;0 year;Barbadian;2014;0.0
2740;Total male and female;0 year;Barbadian;2015;0.0
2741;Total male and female;0 year;Barbadian;2016;0.0
2742;Total male and female;0 year;Barbadian;2017;0.0
2743;Total male and female;0 year;Barbadian;2018;0.0
2744;Total male and female;0 year;Barbadian;2019;0.0
2745;Total male and female;0 year;Barbadian;2020;0.0
2746;Total male and female;0 year;Barbadian;2021;0.0
2747;Total male and female;0 year;Barbadian;2022;0.0
2748;Total male and female;0 year;Barbadian;2023;0.0
2749;Total male and female;0 year;Barbadian;2024;0.0
2750;Total male and female;0 year;Belgian;2014;141.0
2751;Total male and female;0 year;Belgian;2015;170.0
2752;Total male and female;0 year;Belgian;2016;171.0
2753;Total male and female;0 year;Belgian;2017;190.0
2754;Total male and female;0 year;Belgian;2018;203.0
2755;Total male and female;0 year;Belgian;2019;181.0
2756;Total male and female;0 year;Belgian;2020;196.0
2757;Total male and female;0 year;Belgian;2021;178.0
2758;Total male and female;0 year;Belgian;2022;216.0
2759;Total male and female;0 year;Belgian;2023;198.0
2760;Total male and female;0 year;Belgian;2024;195.0
2761;Total male and female;0 year;Belizean;2014;0.0
2762;Total male and female;0 year;Belizean;2015;0.0
2763;Total male and female;0 year;Belizean;2016;0.0
2764;Total male and female;0 year;Belizean;2017;0.0
2765;Total male and female;0 year;Belizean;2018;0.0
2766;Total male and female;0 year;Belizean;2019;0.0
2767;Total male and female;0 year;Belizean;2020;0.0
2768;Total male and female;0 year;Belizean;2021;0.0
2769;Total male and female;0 year;Belizean;2022;0.0
2770;Total male and female;0 year;Belizean;2023;0.0
2771;Total male and female;0 year;Belizean;2024;0.0
2772;Total male and female;0 year;Belorussian;2014;11.0
2773;Total male and female;0 year;Belorussian;2015;16.0
