ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
6013;Total male and female;1 year;Citizen of Kiribati;2021;0.0
6014;Total male and female;1 year;Citizen of Kiribati;2022;0.0
6015;Total male and female;1 year;Citizen of Kiribati;2023;0.0
6016;Total male and female;1 year;Citizen of Kiribati;2024;0.0
6017;Total male and female;1 year;Kosovar;2014;19.0
6018;Total male and female;1 year;Kosovar;2015;7.0
6019;Total male and female;1 year;Kosovar;2016;9.0
6020;Total male and female;1 year;Kosovar;2017;12.0
6021;Total male and female;1 year;Kosovar;2018;6.0
6022;Total male and female;1 year;Kosovar;2019;8.0
6023;Total male and female;1 year;Kosovar;2020;6.0
6024;Total male and female;1 year;Kosovar;2021;6.0
6025;Total male and female;1 year;Kosovar;2022;6.0
6026;Total male and female;1 year;Kosovar;2023;5.0
6027;Total male and female;1 year;Kosovar;2024;2.0
6028;Total male and female;1 year;Kuwaiti;2014;1.0
6029;Total male and female;1 year;Kuwaiti;2015;3.0
6030;Total male and female;1 year;Kuwaiti;2016;1.0
6031;Total male and female;1 year;Kuwaiti;2017;0.0
6032;Total male and female;1 year;Kuwaiti;2018;1.0
6033;Total male and female;1 year;Kuwaiti;2019;2.0
6034;Total male and female;1 year;Kuwaiti;2020;1.0
6035;Total male and female;1 year;Kuwaiti;2021;2.0
6036;Total male and female;1 year;Kuwaiti;2022;0.0
6037;Total male and female;1 year;Kuwaiti;2023;0.0
6038;Total male and female;1 year;Kuwaiti;2024;0.0
6039;Total male and female;1 year;Kyrgyz;2014;0.0
6040;Total male and female;1 year;Kyrgyz;2015;0.0
6041;Total male and female;1 year;Kyrgyz;2016;1.0
6042;Total male and female;1 year;Kyrgyz;2017;0.0
6043;Total male and female;1 year;Kyrgyz;2018;0.0
6044;Total male and female;1 year;Kyrgyz;2019;0.0
6045;Total male and female;1 year;Kyrgyz;2020;1.0
6046;Total male and female;1 year;Kyrgyz;2021;1.0
6047;Total male and female;1 year;Kyrgyz;2022;0.0
6048;Total male and female;1 year;Kyrgyz;2023;2.0
6049;Total male and female;1 year;Kyrgyz;2024;4.0
6050;Total male and female;1 year;Laotian;2014;0.0
6051;Total male and female;1 year;Laotian;2015;0.0
6052;Total male and female;1 year;Laotian;2016;0.0
6053;Total male and female;1 year;Laotian;2017;0.0
6054;Total male and female;1 year;Laotian;2018;0.0
6055;Total male and female;1 year;Laotian;2019;0.0
6056;Total male and female;1 year;Laotian;2020;0.0
6057;Total male and female;1 year;Laotian;2021;0.0
6058;Total male and female;1 year;Laotian;2022;0.0
6059;Total male and female;1 year;Laotian;2023;0.0
6060;Total male and female;1 year;Laotian;2024;0.0
6061;Total male and female;1 year;Latvian;2014;31.0
6062;Total male and female;1 year;Latvian;2015;25.0
6063;Total male and female;1 year;Latvian;2016;46.0
6064;Total male and female;1 year;Latvian;2017;44.0
6065;Total male and female;1 year;Latvian;2018;66.0
6066;Total male and female;1 year;Latvian;2019;53.0
6067;Total male and female;1 year;Latvian;2020;77.0
6068;Total male and female;1 year;Latvian;2021;82.0
6069;Total male and female;1 year;Latvian;2022;105.0
6070;Total male and female;1 year;Latvian;2023;98.0
6071;Total male and female;1 year;Latvian;2024;99.0
6072;Total male and female;1 year;Lebanese;2014;3.0
6073;Total male and female;1 year;Lebanese;2015;5.0
6074;Total male and female;1 year;Lebanese;2016;5.0
6075;Total male and female;1 year;Lebanese;2017;4.0
6076;Total male and female;1 year;Lebanese;2018;5.0
6077;Total male and female;1 year;Lebanese;2019;2.0
6078;Total male and female;1 year;Lebanese;2020;6.0
6079;Total male and female;1 year;Lebanese;2021;7.0
6080;Total male and female;1 year;Lebanese;2022;15.0
6081;Total male and female;1 year;Lebanese;2023;16.0
6082;Total male and female;1 year;Lebanese;2024;9.0
6083;Total male and female;1 year;Citizen of Lesotho;2014;1.0
6084;Total male and female;1 year;Citizen of Lesotho;2015;2.0
6085;Total male and female;1 year;Citizen of Lesotho;2016;0.0
6086;Total male and female;1 year;Citizen of Lesotho;2017;0.0
6087;Total male and female;1 year;Citizen of Lesotho;2018;1.0
6088;Total male and female;1 year;Citizen of Lesotho;2019;0.0
6089;Total male and female;1 year;Citizen of Lesotho;2020;0.0
6090;Total male and female;1 year;Citizen of Lesotho;2021;0.0
6091;Total male and female;1 year;Citizen of Lesotho;2022;0.0
6092;Total male and female;1 year;Citizen of Lesotho;2023;0.0
6093;Total male and female;1 year;Citizen of Lesotho;2024;0.0
6094;Total male and female;1 year;Liberian;2014;4.0
6095;Total male and female;1 year;Liberian;2015;2.0
6096;Total male and female;1 year;Liberian;2016;7.0
6097;Total male and female;1 year;Liberian;2017;4.0
6098;Total male and female;1 year;Liberian;2018;4.0
6099;Total male and female;1 year;Liberian;2019;0.0
6100;Total male and female;1 year;Liberian;2020;1.0
6101;Total male and female;1 year;Liberian;2021;3.0
6102;Total male and female;1 year;Liberian;2022;1.0
6103;Total male and female;1 year;Liberian;2023;1.0
6104;Total male and female;1 year;Liberian;2024;3.0
6105;Total male and female;1 year;Libyan;2014;3.0
6106;Total male and female;1 year;Libyan;2015;4.0
6107;Total male and female;1 year;Libyan;2016;5.0
6108;Total male and female;1 year;Libyan;2017;2.0
6109;Total male and female;1 year;Libyan;2018;6.0
6110;Total male and female;1 year;Libyan;2019;8.0
6111;Total male and female;1 year;Libyan;2020;7.0
6112;Total male and female;1 year;Libyan;2021;6.0
6113;Total male and female;1 year;Libyan;2022;5.0
6114;Total male and female;1 year;Libyan;2023;4.0
6115;Total male and female;1 year;Libyan;2024;5.0
6116;Total male and female;1 year;Citizen of Liechtenstein;2014;0.0
6117;Total male and female;1 year;Citizen of Liechtenstein;2015;0.0
6118;Total male and female;1 year;Citizen of Liechtenstein;2016;0.0
6119;Total male and female;1 year;Citizen of Liechtenstein;2017;0.0
6120;Total male and female;1 year;Citizen of Liechtenstein;2018;0.0
6121;Total male and female;1 year;Citizen of Liechtenstein;2019;0.0
6122;Total male and female;1 year;Citizen of Liechtenstein;2020;0.0
6123;Total male and female;1 year;Citizen of Liechtenstein;2021;0.0
6124;Total male and female;1 year;Citizen of Liechtenstein;2022;0.0
6125;Total male and female;1 year;Citizen of Liechtenstein;2023;0.0
6126;Total male and female;1 year;Citizen of Liechtenstein;2024;0.0
6127;Total male and female;1 year;Lithuanian;2014;53.0
6128;Total male and female;1 year;Lithuanian;2015;63.0
6129;Total male and female;1 year;Lithuanian;2016;75.0
6130;Total male and female;1 year;Lithuanian;2017;72.0
6131;Total male and female;1 year;Lithuanian;2018;92.0
6132;Total male and female;1 year;Lithuanian;2019;85.0
6133;Total male and female;1 year;Lithuanian;2020;123.0
6134;Total male and female;1 year;Lithuanian;2021;105.0
6135;Total male and female;1 year;Lithuanian;2022;118.0
6136;Total male and female;1 year;Lithuanian;2023;130.0
6137;Total male and female;1 year;Lithuanian;2024;90.0
6138;Total male and female;1 year;Luxembourg;2014;0.0
6139;Total male and female;1 year;Luxembourg;2015;1.0
6140;Total male and female;1 year;Luxembourg;2016;2.0
6141;Total male and female;1 year;Luxembourg;2017;1.0
6142;Total male and female;1 year;Luxembourg;2018;2.0
6143;Total male and female;1 year;Luxembourg;2019;1.0
6144;Total male and female;1 year;Luxembourg;2020;1.0
6145;Total male and female;1 year;Luxembourg;2021;2.0
6146;Total male and female;1 year;Luxembourg;2022;2.0
6147;Total male and female;1 year;Luxembourg;2023;5.0
6148;Total male and female;1 year;Luxembourg;2024;3.0
6149;Total male and female;1 year;Macedonian;2014;8.0
6150;Total male and female;1 year;Macedonian;2015;12.0
6151;Total male and female;1 year;Macedonian;2016;10.0
6152;Total male and female;1 year;Macedonian;2017;6.0
6153;Total male and female;1 year;Macedonian;2018;12.0
6154;Total male and female;1 year;Macedonian;2019;13.0
6155;Total male and female;1 year;Macedonian;2020;
6156;Total male and female;1 year;Macedonian;2021;
6157;Total male and female;1 year;Macedonian;2022;
6158;Total male and female;1 year;Macedonian;2023;
6159;Total male and female;1 year;Macedonian;2024;
6160;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2014;
6161;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2015;
6162;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2016;
6163;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2017;
6164;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2018;
6165;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2019;
6166;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2020;8.0
6167;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2021;16.0
6168;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2022;10.0
6169;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2023;15.0
6170;Total male and female;1 year;Citizen of the Rep.of Northern Macedonia;2024;11.0
6171;Total male and female;1 year;Madagascan;2014;0.0
6172;Total male and female;1 year;Madagascan;2015;0.0
6173;Total male and female;1 year;Madagascan;2016;0.0
6174;Total male and female;1 year;Madagascan;2017;0.0
6175;Total male and female;1 year;Madagascan;2018;0.0
6176;Total male and female;1 year;Madagascan;2019;0.0
6177;Total male and female;1 year;Madagascan;2020;0.0
6178;Total male and female;1 year;Madagascan;2021;1.0
6179;Total male and female;1 year;Madagascan;2022;0.0
6180;Total male and female;1 year;Madagascan;2023;1.0
6181;Total male and female;1 year;Madagascan;2024;0.0
6182;Total male and female;1 year;Malawian;2014;0.0
6183;Total male and female;1 year;Malawian;2015;0.0
6184;Total male and female;1 year;Malawian;2016;0.0
6185;Total male and female;1 year;Malawian;2017;0.0
6186;Total male and female;1 year;Malawian;2018;0.0
6187;Total male and female;1 year;Malawian;2019;0.0
6188;Total male and female;1 year;Malawian;2020;1.0
6189;Total male and female;1 year;Malawian;2021;1.0
6190;Total male and female;1 year;Malawian;2022;0.0
6191;Total male and female;1 year;Malawian;2023;1.0
6192;Total male and female;1 year;Malawian;2024;1.0
6193;Total male and female;1 year;Maldivian;2014;0.0
6194;Total male and female;1 year;Maldivian;2015;0.0
6195;Total male and female;1 year;Maldivian;2016;0.0
6196;Total male and female;1 year;Maldivian;2017;0.0
6197;Total male and female;1 year;Maldivian;2018;0.0
6198;Total male and female;1 year;Maldivian;2019;0.0
6199;Total male and female;1 year;Maldivian;2020;0.0
6200;Total male and female;1 year;Maldivian;2021;0.0
6201;Total male and female;1 year;Maldivian;2022;0.0
6202;Total male and female;1 year;Maldivian;2023;1.0
6203;Total male and female;1 year;Maldivian;2024;0.0
6204;Total male and female;1 year;Malaysian;2014;13.0
6205;Total male and female;1 year;Malaysian;2015;12.0
6206;Total male and female;1 year;Malaysian;2016;20.0
6207;Total male and female;1 year;Malaysian;2017;9.0
6208;Total male and female;1 year;Malaysian;2018;16.0
6209;Total male and female;1 year;Malaysian;2019;10.0
6210;Total male and female;1 year;Malaysian;2020;10.0
6211;Total male and female;1 year;Malaysian;2021;8.0
6212;Total male and female;1 year;Malaysian;2022;10.0
6213;Total male and female;1 year;Malaysian;2023;10.0
6214;Total male and female;1 year;Malaysian;2024;5.0
6215;Total male and female;1 year;Malian;2014;3.0
6216;Total male and female;1 year;Malian;2015;0.0
6217;Total male and female;1 year;Malian;2016;0.0
6218;Total male and female;1 year;Malian;2017;0.0
6219;Total male and female;1 year;Malian;2018;0.0
6220;Total male and female;1 year;Malian;2019;1.0
6221;Total male and female;1 year;Malian;2020;1.0
6222;Total male and female;1 year;Malian;2021;1.0
6223;Total male and female;1 year;Malian;2022;0.0
6224;Total male and female;1 year;Malian;2023;0.0
6225;Total male and female;1 year;Malian;2024;1.0
6226;Total male and female;1 year;Maltese;2014;5.0
6227;Total male and female;1 year;Maltese;2015;2.0
6228;Total male and female;1 year;Maltese;2016;3.0
6229;Total male and female;1 year;Maltese;2017;1.0
6230;Total male and female;1 year;Maltese;2018;3.0
6231;Total male and female;1 year;Maltese;2019;2.0
6232;Total male and female;1 year;Maltese;2020;3.0
6233;Total male and female;1 year;Maltese;2021;7.0
6234;Total male and female;1 year;Maltese;2022;3.0
6235;Total male and female;1 year;Maltese;2023;4.0
6236;Total male and female;1 year;Maltese;2024;4.0
6237;Total male and female;1 year;Citizen of the Marshall Islands;2014;0.0
6238;Total male and female;1 year;Citizen of the Marshall Islands;2015;0.0
6239;Total male and female;1 year;Citizen of the Marshall Islands;2016;0.0
6240;Total male and female;1 year;Citizen of the Marshall Islands;2017;0.0
6241;Total male and female;1 year;Citizen of the Marshall Islands;2018;0.0
6242;Total male and female;1 year;Citizen of the Marshall Islands;2019;0.0
6243;Total male and female;1 year;Citizen of the Marshall Islands;2020;0.0
6244;Total male and female;1 year;Citizen of the Marshall Islands;2021;0.0
6245;Total male and female;1 year;Citizen of the Marshall Islands;2022;0.0
6246;Total male and female;1 year;Citizen of the Marshall Islands;2023;0.0
6247;Total male and female;1 year;Citizen of the Marshall Islands;2024;0.0
6248;Total male and female;1 year;Mauritanian;2014;0.0
6249;Total male and female;1 year;Mauritanian;2015;0.0
6250;Total male and female;1 year;Mauritanian;2016;0.0
6251;Total male and female;1 year;Mauritanian;2017;1.0
6252;Total male and female;1 year;Mauritanian;2018;0.0
6253;Total male and female;1 year;Mauritanian;2019;1.0
6254;Total male and female;1 year;Mauritanian;2020;0.0
6255;Total male and female;1 year;Mauritanian;2021;1.0
6256;Total male and female;1 year;Mauritanian;2022;0.0
6257;Total male and female;1 year;Mauritanian;2023;3.0
6258;Total male and female;1 year;Mauritanian;2024;0.0
6259;Total male and female;1 year;Mauritian;2014;1.0
6260;Total male and female;1 year;Mauritian;2015;0.0
6261;Total male and female;1 year;Mauritian;2016;0.0
6262;Total male and female;1 year;Mauritian;2017;1.0
6263;Total male and female;1 year;Mauritian;2018;0.0
6264;Total male and female;1 year;Mauritian;2019;0.0
6265;Total male and female;1 year;Mauritian;2020;0.0
6266;Total male and female;1 year;Mauritian;2021;0.0
6267;Total male and female;1 year;Mauritian;2022;0.0
6268;Total male and female;1 year;Mauritian;2023;2.0
6269;Total male and female;1 year;Mauritian;2024;0.0
6270;Total male and female;1 year;Mexican;2014;8.0
6271;Total male and female;1 year;Mexican;2015;10.0
6272;Total male and female;1 year;Mexican;2016;14.0
6273;Total male and female;1 year;Mexican;2017;8.0
6274;Total male and female;1 year;Mexican;2018;14.0
6275;Total male and female;1 year;Mexican;2019;17.0
6276;Total male and female;1 year;Mexican;2020;17.0
6277;Total male and female;1 year;Mexican;2021;19.0
6278;Total male and female;1 year;Mexican;2022;15.0
6279;Total male and female;1 year;Mexican;2023;29.0
6280;Total male and female;1 year;Mexican;2024;24.0
6281;Total male and female;1 year;Micronesian;2014;0.0
6282;Total male and female;1 year;Micronesian;2015;0.0
6283;Total male and female;1 year;Micronesian;2016;0.0
6284;Total male and female;1 year;Micronesian;2017;0.0
6285;Total male and female;1 year;Micronesian;2018;0.0
6286;Total male and female;1 year;Micronesian;2019;0.0
6287;Total male and female;1 year;Micronesian;2020;0.0
6288;Total male and female;1 year;Micronesian;2021;0.0
6289;Total male and female;1 year;Micronesian;2022;0.0
6290;Total male and female;1 year;Micronesian;2023;0.0
6291;Total male and female;1 year;Micronesian;2024;0.0
6292;Total male and female;1 year;Moldavian;2014;8.0
6293;Total male and female;1 year;Moldavian;2015;3.0
6294;Total male and female;1 year;Moldavian;2016;6.0
6295;Total male and female;1 year;Moldavian;2017;8.0
6296;Total male and female;1 year;Moldavian;2018;9.0
6297;Total male and female;1 year;Moldavian;2019;12.0
6298;Total male and female;1 year;Moldavian;2020;13.0
6299;Total male and female;1 year;Moldavian;2021;12.0
6300;Total male and female;1 year;Moldavian;2022;21.0
6301;Total male and female;1 year;Moldavian;2023;25.0
6302;Total male and female;1 year;Moldavian;2024;22.0
6303;Total male and female;1 year;Monacan;2014;0.0
6304;Total male and female;1 year;Monacan;2015;0.0
6305;Total male and female;1 year;Monacan;2016;0.0
6306;Total male and female;1 year;Monacan;2017;0.0
6307;Total male and female;1 year;Monacan;2018;0.0
6308;Total male and female;1 year;Monacan;2019;0.0
6309;Total male and female;1 year;Monacan;2020;0.0
6310;Total male and female;1 year;Monacan;2021;0.0
6311;Total male and female;1 year;Monacan;2022;0.0
6312;Total male and female;1 year;Monacan;2023;0.0
6313;Total male and female;1 year;Monacan;2024;0.0
6314;Total male and female;1 year;Mongolian;2014;0.0
6315;Total male and female;1 year;Mongolian;2015;3.0
6316;Total male and female;1 year;Mongolian;2016;2.0
6317;Total male and female;1 year;Mongolian;2017;5.0
6318;Total male and female;1 year;Mongolian;2018;5.0
6319;Total male and female;1 year;Mongolian;2019;4.0
6320;Total male and female;1 year;Mongolian;2020;6.0
6321;Total male and female;1 year;Mongolian;2021;2.0
6322;Total male and female;1 year;Mongolian;2022;3.0
6323;Total male and female;1 year;Mongolian;2023;1.0
6324;Total male and female;1 year;Mongolian;2024;2.0
6325;Total male and female;1 year;Citizen of Montenegro;2014;5.0
6326;Total male and female;1 year;Citizen of Montenegro;2015;8.0
6327;Total male and female;1 year;Citizen of Montenegro;2016;7.0
6328;Total male and female;1 year;Citizen of Montenegro;2017;6.0
6329;Total male and female;1 year;Citizen of Montenegro;2018;3.0
6330;Total male and female;1 year;Citizen of Montenegro;2019;4.0
6331;Total male and female;1 year;Citizen of Montenegro;2020;5.0
6332;Total male and female;1 year;Citizen of Montenegro;2021;1.0
6333;Total male and female;1 year;Citizen of Montenegro;2022;3.0
6334;Total male and female;1 year;Citizen of Montenegro;2023;1.0
6335;Total male and female;1 year;Citizen of Montenegro;2024;0.0
6336;Total male and female;1 year;Moroccan;2014;257.0
6337;Total male and female;1 year;Moroccan;2015;200.0
6338;Total male and female;1 year;Moroccan;2016;222.0
6339;Total male and female;1 year;Moroccan;2017;186.0
6340;Total male and female;1 year;Moroccan;2018;156.0
6341;Total male and female;1 year;Moroccan;2019;148.0
6342;Total male and female;1 year;Moroccan;2020;135.0
6343;Total male and female;1 year;Moroccan;2021;150.0
6344;Total male and female;1 year;Moroccan;2022;121.0
6345;Total male and female;1 year;Moroccan;2023;103.0
6346;Total male and female;1 year;Moroccan;2024;108.0
6347;Total male and female;1 year;Mozambican;2014;0.0
6348;Total male and female;1 year;Mozambican;2015;0.0
6349;Total male and female;1 year;Mozambican;2016;0.0
6350;Total male and female;1 year;Mozambican;2017;0.0
6351;Total male and female;1 year;Mozambican;2018;0.0
6352;Total male and female;1 year;Mozambican;2019;0.0
6353;Total male and female;1 year;Mozambican;2020;0.0
6354;Total male and female;1 year;Mozambican;2021;0.0
6355;Total male and female;1 year;Mozambican;2022;0.0
6356;Total male and female;1 year;Mozambican;2023;0.0
6357;Total male and female;1 year;Mozambican;2024;0.0
6358;Total male and female;1 year;Myanmarese;2014;2.0
6359;Total male and female;1 year;Myanmarese;2015;5.0
6360;Total male and female;1 year;Myanmarese;2016;3.0
6361;Total male and female;1 year;Myanmarese;2017;4.0
6362;Total male and female;1 year;Myanmarese;2018;2.0
6363;Total male and female;1 year;Myanmarese;2019;5.0
6364;Total male and female;1 year;Myanmarese;2020;5.0
6365;Total male and female;1 year;Myanmarese;2021;6.0
6366;Total male and female;1 year;Myanmarese;2022;3.0
6367;Total male and female;1 year;Myanmarese;2023;5.0
6368;Total male and female;1 year;Myanmarese;2024;4.0
6369;Total male and female;1 year;Namibian;2014;1.0
6370;Total male and female;1 year;Namibian;2015;1.0
6371;Total male and female;1 year;Namibian;2016;0.0
6372;Total male and female;1 year;Namibian;2017;0.0
6373;Total male and female;1 year;Namibian;2018;0.0
6374;Total male and female;1 year;Namibian;2019;0.0
6375;Total male and female;1 year;Namibian;2020;0.0
6376;Total male and female;1 year;Namibian;2021;1.0
6377;Total male and female;1 year;Namibian;2022;0.0
6378;Total male and female;1 year;Namibian;2023;1.0
6379;Total male and female;1 year;Namibian;2024;2.0
6380;Total male and female;1 year;Nauruan;2014;0.0
6381;Total male and female;1 year;Nauruan;2015;0.0
6382;Total male and female;1 year;Nauruan;2016;0.0
6383;Total male and female;1 year;Nauruan;2017;0.0
6384;Total male and female;1 year;Nauruan;2018;0.0
6385;Total male and female;1 year;Nauruan;2019;0.0
6386;Total male and female;1 year;Nauruan;2020;0.0
6387;Total male and female;1 year;Nauruan;2021;0.0
6388;Total male and female;1 year;Nauruan;2022;0.0
6389;Total male and female;1 year;Nauruan;2023;0.0
6390;Total male and female;1 year;Nauruan;2024;0.0
6391;Total male and female;1 year;Nepalese;2014;8.0
6392;Total male and female;1 year;Nepalese;2015;4.0
6393;Total male and female;1 year;Nepalese;2016;6.0
6394;Total male and female;1 year;Nepalese;2017;7.0
6395;Total male and female;1 year;Nepalese;2018;14.0
6396;Total male and female;1 year;Nepalese;2019;8.0
6397;Total male and female;1 year;Nepalese;2020;7.0
6398;Total male and female;1 year;Nepalese;2021;5.0
6399;Total male and female;1 year;Nepalese;2022;10.0
6400;Total male and female;1 year;Nepalese;2023;8.0
6401;Total male and female;1 year;Nepalese;2024;3.0
6402;Total male and female;1 year;New Zealand;2014;2.0
6403;Total male and female;1 year;New Zealand;2015;2.0
6404;Total male and female;1 year;New Zealand;2016;4.0
6405;Total male and female;1 year;New Zealand;2017;2.0
6406;Total male and female;1 year;New Zealand;2018;9.0
6407;Total male and female;1 year;New Zealand;2019;5.0
6408;Total male and female;1 year;New Zealand;2020;4.0
6409;Total male and female;1 year;New Zealand;2021;8.0
6410;Total male and female;1 year;New Zealand;2022;4.0
6411;Total male and female;1 year;New Zealand;2023;4.0
6412;Total male and female;1 year;New Zealand;2024;6.0
6413;Total male and female;1 year;Nicaraguan;2014;6.0
6414;Total male and female;1 year;Nicaraguan;2015;5.0
6415;Total male and female;1 year;Nicaraguan;2016;1.0
6416;Total male and female;1 year;Nicaraguan;2017;1.0
6417;Total male and female;1 year;Nicaraguan;2018;1.0
6418;Total male and female;1 year;Nicaraguan;2019;0.0
6419;Total male and female;1 year;Nicaraguan;2020;0.0
6420;Total male and female;1 year;Nicaraguan;2021;0.0
6421;Total male and female;1 year;Nicaraguan;2022;1.0
6422;Total male and female;1 year;Nicaraguan;2023;1.0
6423;Total male and female;1 year;Nicaraguan;2024;1.0
6424;Total male and female;1 year;Nigerian;2014;67.0
6425;Total male and female;1 year;Nigerian;2015;67.0
6426;Total male and female;1 year;Nigerian;2016;64.0
6427;Total male and female;1 year;Nigerian;2017;56.0
6428;Total male and female;1 year;Nigerian;2018;40.0
6429;Total male and female;1 year;Nigerian;2019;40.0
6430;Total male and female;1 year;Nigerian;2020;66.0
6431;Total male and female;1 year;Nigerian;2021;101.0
6432;Total male and female;1 year;Nigerian;2022;123.0
6433;Total male and female;1 year;Nigerian;2023;99.0
6434;Total male and female;1 year;Nigerian;2024;134.0
6435;Total male and female;1 year;Nigerien;2014;0.0
6436;Total male and female;1 year;Nigerien;2015;0.0
6437;Total male and female;1 year;Nigerien;2016;0.0
6438;Total male and female;1 year;Nigerien;2017;1.0
6439;Total male and female;1 year;Nigerien;2018;0.0
6440;Total male and female;1 year;Nigerien;2019;0.0
6441;Total male and female;1 year;Nigerien;2020;0.0
6442;Total male and female;1 year;Nigerien;2021;2.0
6443;Total male and female;1 year;Nigerien;2022;1.0
6444;Total male and female;1 year;Nigerien;2023;1.0
6445;Total male and female;1 year;Nigerien;2024;1.0
6446;Total male and female;1 year;North Korean;2014;0.0
6447;Total male and female;1 year;North Korean;2015;1.0
6448;Total male and female;1 year;North Korean;2016;0.0
6449;Total male and female;1 year;North Korean;2017;0.0
6450;Total male and female;1 year;North Korean;2018;1.0
6451;Total male and female;1 year;North Korean;2019;0.0
6452;Total male and female;1 year;North Korean;2020;0.0
6453;Total male and female;1 year;North Korean;2021;0.0
6454;Total male and female;1 year;North Korean;2022;0.0
6455;Total male and female;1 year;North Korean;2023;0.0
6456;Total male and female;1 year;North Korean;2024;0.0
6457;Total male and female;1 year;Norwegian;2014;12.0
6458;Total male and female;1 year;Norwegian;2015;15.0
6459;Total male and female;1 year;Norwegian;2016;15.0
6460;Total male and female;1 year;Norwegian;2017;12.0
6461;Total male and female;1 year;Norwegian;2018;12.0
6462;Total male and female;1 year;Norwegian;2019;12.0
6463;Total male and female;1 year;Norwegian;2020;13.0
6464;Total male and female;1 year;Norwegian;2021;9.0
6465;Total male and female;1 year;Norwegian;2022;9.0
6466;Total male and female;1 year;Norwegian;2023;10.0
6467;Total male and female;1 year;Norwegian;2024;12.0
6468;Total male and female;1 year;Omani;2014;2.0
6469;Total male and female;1 year;Omani;2015;2.0
6470;Total male and female;1 year;Omani;2016;1.0
6471;Total male and female;1 year;Omani;2017;3.0
6472;Total male and female;1 year;Omani;2018;3.0
6473;Total male and female;1 year;Omani;2019;1.0
6474;Total male and female;1 year;Omani;2020;1.0
6475;Total male and female;1 year;Omani;2021;3.0
6476;Total male and female;1 year;Omani;2022;1.0
6477;Total male and female;1 year;Omani;2023;0.0
6478;Total male and female;1 year;Omani;2024;1.0
6479;Total male and female;1 year;Pakistani;2014;43.0
6480;Total male and female;1 year;Pakistani;2015;39.0
6481;Total male and female;1 year;Pakistani;2016;34.0
6482;Total male and female;1 year;Pakistani;2017;43.0
6483;Total male and female;1 year;Pakistani;2018;47.0
6484;Total male and female;1 year;Pakistani;2019;70.0
6485;Total male and female;1 year;Pakistani;2020;74.0
6486;Total male and female;1 year;Pakistani;2021;102.0
6487;Total male and female;1 year;Pakistani;2022;103.0
6488;Total male and female;1 year;Pakistani;2023;111.0
6489;Total male and female;1 year;Pakistani;2024;136.0
6490;Total male and female;1 year;Palause;2014;0.0
6491;Total male and female;1 year;Palause;2015;0.0
6492;Total male and female;1 year;Palause;2016;0.0
6493;Total male and female;1 year;Palause;2017;0.0
6494;Total male and female;1 year;Palause;2018;0.0
6495;Total male and female;1 year;Palause;2019;0.0
6496;Total male and female;1 year;Palause;2020;0.0
6497;Total male and female;1 year;Palause;2021;0.0
6498;Total male and female;1 year;Palause;2022;0.0
6499;Total male and female;1 year;Palause;2023;0.0
6500;Total male and female;1 year;Palause;2024;0.0
6501;Total male and female;1 year;Panamanian;2014;0.0
6502;Total male and female;1 year;Panamanian;2015;0.0
6503;Total male and female;1 year;Panamanian;2016;1.0
6504;Total male and female;1 year;Panamanian;2017;0.0
6505;Total male and female;1 year;Panamanian;2018;1.0
6506;Total male and female;1 year;Panamanian;2019;2.0
6507;Total male and female;1 year;Panamanian;2020;1.0
6508;Total male and female;1 year;Panamanian;2021;0.0
6509;Total male and female;1 year;Panamanian;2022;0.0
6510;Total male and female;1 year;Panamanian;2023;0.0
6511;Total male and female;1 year;Panamanian;2024;0.0
6512;Total male and female;1 year;Papua New Guinean;2014;0.0
6513;Total male and female;1 year;Papua New Guinean;2015;0.0
6514;Total male and female;1 year;Papua New Guinean;2016;0.0
6515;Total male and female;1 year;Papua New Guinean;2017;0.0
6516;Total male and female;1 year;Papua New Guinean;2018;0.0
6517;Total male and female;1 year;Papua New Guinean;2019;0.0
6518;Total male and female;1 year;Papua New Guinean;2020;0.0
6519;Total male and female;1 year;Papua New Guinean;2021;0.0
6520;Total male and female;1 year;Papua New Guinean;2022;0.0
6521;Total male and female;1 year;Papua New Guinean;2023;0.0
6522;Total male and female;1 year;Papua New Guinean;2024;0.0
6523;Total male and female;1 year;Paraguayan;2014;0.0
6524;Total male and female;1 year;Paraguayan;2015;0.0
6525;Total male and female;1 year;Paraguayan;2016;0.0
6526;Total male and female;1 year;Paraguayan;2017;0.0
6527;Total male and female;1 year;Paraguayan;2018;0.0
6528;Total male and female;1 year;Paraguayan;2019;0.0
6529;Total male and female;1 year;Paraguayan;2020;0.0
6530;Total male and female;1 year;Paraguayan;2021;0.0
6531;Total male and female;1 year;Paraguayan;2022;1.0
6532;Total male and female;1 year;Paraguayan;2023;0.0
6533;Total male and female;1 year;Paraguayan;2024;0.0
6534;Total male and female;1 year;Peruvian;2014;2.0
