ID;VormenVanJeugdzorg;Regio;Perioden;BegroteKosten_1;GerealiseerdeKosten_2;BegroteKostenPer1000Inwoners_3;GerealiseerdeKostenPer1000Inwoners_4
5784;JZ Totaal jeugdzorg;Uithoorn;2e halfjaar 2016;3743.0;2623.0;128.0;90.0
5785;JZ Totaal jeugdzorg;Uithoorn;2016;7486.0;4797.0;257.0;165.0
5786;JZ Totaal jeugdzorg;Uithoorn;1e halfjaar 2017;;;;
5787;JZ Totaal jeugdzorg;Uithoorn;2e halfjaar 2017;;;;
5788;JZ Totaal jeugdzorg;Uithoorn;2017;5249.0;6677.0;181.0;230.0
5789;JZ Totaal jeugdzorg;Uithoorn;1e halfjaar 2018;;;;
5790;JZ Totaal jeugdzorg;Uithoorn;2e halfjaar 2018;;;;
5791;JZ Totaal jeugdzorg;Uithoorn;2018;7399.0;7260.0;251.0;246.0
5792;JZ Totaal jeugdzorg;Uithoorn;2019;6884.0;6865.0;233.0;233.0
5793;JZ Totaal jeugdzorg;Uithoorn;2020;7930.0;9043.0;269.0;306.0
5794;JZ Totaal jeugdzorg;Uithoorn;2021;10521.0;10689.0;348.0;353.0
5795;JZ Totaal jeugdzorg;Uithoorn;2022;10420.0;10974.0;335.0;353.0
5796;JZ Totaal jeugdzorg;Uithoorn;2023;11567.0;10651.0;367.0;338.0
5797;JZ Totaal jeugdzorg;Urk;1e halfjaar 2015;;;;
5798;JZ Totaal jeugdzorg;Urk;2e halfjaar 2015;;;;
5799;JZ Totaal jeugdzorg;Urk;2015;;;;
5800;JZ Totaal jeugdzorg;Urk;1e halfjaar 2016;;;;
5801;JZ Totaal jeugdzorg;Urk;2e halfjaar 2016;;;;
5802;JZ Totaal jeugdzorg;Urk;2016;;;;
5803;JZ Totaal jeugdzorg;Urk;1e halfjaar 2017;;;;
5804;JZ Totaal jeugdzorg;Urk;2e halfjaar 2017;;;;
5805;JZ Totaal jeugdzorg;Urk;2017;;;;
5806;JZ Totaal jeugdzorg;Urk;1e halfjaar 2018;;;;
5807;JZ Totaal jeugdzorg;Urk;2e halfjaar 2018;;;;
5808;JZ Totaal jeugdzorg;Urk;2018;4191.0;4379.0;204.0;213.0
5809;JZ Totaal jeugdzorg;Urk;2019;4788.0;4428.0;230.0;213.0
5810;JZ Totaal jeugdzorg;Urk;2020;5225.0;4689.0;248.0;222.0
5811;JZ Totaal jeugdzorg;Urk;2021;5103.0;4931.0;240.0;232.0
5812;JZ Totaal jeugdzorg;Urk;2022;3546.0;3164.0;165.0;147.0
5813;JZ Totaal jeugdzorg;Urk;2023;3421.0;3989.0;156.0;182.0
5814;JZ Totaal jeugdzorg;Utrecht (gemeente);1e halfjaar 2015;;37874.0;;113.0
5815;JZ Totaal jeugdzorg;Utrecht (gemeente);2e halfjaar 2015;;30930.0;;93.0
5816;JZ Totaal jeugdzorg;Utrecht (gemeente);2015;;68805.0;;206.0
5817;JZ Totaal jeugdzorg;Utrecht (gemeente);1e halfjaar 2016;;34257.0;;101.0
5818;JZ Totaal jeugdzorg;Utrecht (gemeente);2e halfjaar 2016;;34257.0;;101.0
5819;JZ Totaal jeugdzorg;Utrecht (gemeente);2016;;68515.0;;202.0
5820;JZ Totaal jeugdzorg;Utrecht (gemeente);1e halfjaar 2017;36549.0;;107.0;
5821;JZ Totaal jeugdzorg;Utrecht (gemeente);2e halfjaar 2017;38672.0;39840.0;113.0;116.0
5822;JZ Totaal jeugdzorg;Utrecht (gemeente);2017;75221.0;;219.0;
5823;JZ Totaal jeugdzorg;Utrecht (gemeente);1e halfjaar 2018;;;;
5824;JZ Totaal jeugdzorg;Utrecht (gemeente);2e halfjaar 2018;;;;
5825;JZ Totaal jeugdzorg;Utrecht (gemeente);2018;81607.0;80604.0;234.0;231.0
5826;JZ Totaal jeugdzorg;Utrecht (gemeente);2019;93420.0;88102.0;264.0;249.0
5827;JZ Totaal jeugdzorg;Utrecht (gemeente);2020;88851.0;90560.0;248.0;253.0
5828;JZ Totaal jeugdzorg;Utrecht (gemeente);2021;101908.0;100489.0;283.0;279.0
5829;JZ Totaal jeugdzorg;Utrecht (gemeente);2022;122304.0;122131.0;338.0;337.0
5830;JZ Totaal jeugdzorg;Utrecht (gemeente);2023;127024.0;127714.0;345.0;347.0
5831;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;1e halfjaar 2015;;;;
5832;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2e halfjaar 2015;;;;
5833;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2015;;;;
5834;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;1e halfjaar 2016;;;;
5835;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2e halfjaar 2016;;;;
5836;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2016;;;;
5837;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;1e halfjaar 2017;;;;
5838;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2e halfjaar 2017;;;;
5839;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2017;9672.0;12741.0;197.0;260.0
5840;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;1e halfjaar 2018;;;;
5841;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2e halfjaar 2018;;;;
5842;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2018;12289.0;14030.0;249.0;284.0
5843;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2019;13323.0;15318.0;269.0;309.0
5844;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2020;16065.0;16241.0;323.0;327.0
5845;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2021;15433.0;17211.0;308.0;344.0
5846;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2022;13018.0;10589.0;260.0;211.0
5847;JZ Totaal jeugdzorg;Utrechtse Heuvelrug;2023;13327.0;13665.0;264.0;270.0
5848;JZ Totaal jeugdzorg;Vaals;1e halfjaar 2015;;445.0;;46.0
5849;JZ Totaal jeugdzorg;Vaals;2e halfjaar 2015;;445.0;;46.0
5850;JZ Totaal jeugdzorg;Vaals;2015;;890.0;;92.0
5851;JZ Totaal jeugdzorg;Vaals;1e halfjaar 2016;0.0;636.0;0.0;66.0
5852;JZ Totaal jeugdzorg;Vaals;2e halfjaar 2016;0.0;591.0;0.0;61.0
5853;JZ Totaal jeugdzorg;Vaals;2016;0.0;1227.0;0.0;127.0
5854;JZ Totaal jeugdzorg;Vaals;1e halfjaar 2017;;;;
5855;JZ Totaal jeugdzorg;Vaals;2e halfjaar 2017;;;;
5856;JZ Totaal jeugdzorg;Vaals;2017;1301.0;1599.0;144.0;177.0
5857;JZ Totaal jeugdzorg;Vaals;1e halfjaar 2018;;;;
5858;JZ Totaal jeugdzorg;Vaals;2e halfjaar 2018;;;;
5859;JZ Totaal jeugdzorg;Vaals;2018;1600.0;1524.0;162.0;154.0
5860;JZ Totaal jeugdzorg;Vaals;2019;1592.0;1612.0;157.0;159.0
5861;JZ Totaal jeugdzorg;Vaals;2020;1514.0;1699.0;149.0;168.0
5862;JZ Totaal jeugdzorg;Vaals;2021;1787.0;1616.0;177.0;160.0
5863;JZ Totaal jeugdzorg;Vaals;2022;1710.0;1784.0;168.0;176.0
5864;JZ Totaal jeugdzorg;Vaals;2023;1885.0;2264.0;184.0;222.0
5865;JZ Totaal jeugdzorg;Valkenburg aan de Geul;1e halfjaar 2015;;;;
5866;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2e halfjaar 2015;;;;
5867;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2015;;;;
5868;JZ Totaal jeugdzorg;Valkenburg aan de Geul;1e halfjaar 2016;;1000.0;;60.0
5869;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2e halfjaar 2016;;1000.0;;60.0
5870;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2016;;2000.0;;121.0
5871;JZ Totaal jeugdzorg;Valkenburg aan de Geul;1e halfjaar 2017;;1063.0;;65.0
5872;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2e halfjaar 2017;;;;
5873;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2017;;;;
5874;JZ Totaal jeugdzorg;Valkenburg aan de Geul;1e halfjaar 2018;;;;
5875;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2e halfjaar 2018;;;;
5876;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2018;2782.0;2869.0;169.0;174.0
5877;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2019;2782.0;3151.0;168.0;191.0
5878;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2020;2790.0;3503.0;170.0;214.0
5879;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2021;3941.0;4535.0;240.0;277.0
5880;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2022;4140.0;3594.0;256.0;222.0
5881;JZ Totaal jeugdzorg;Valkenburg aan de Geul;2023;3937.0;3926.0;239.0;239.0
5882;JZ Totaal jeugdzorg;Valkenswaard;1e halfjaar 2015;;;;
5883;JZ Totaal jeugdzorg;Valkenswaard;2e halfjaar 2015;;;;
5884;JZ Totaal jeugdzorg;Valkenswaard;2015;;;;
5885;JZ Totaal jeugdzorg;Valkenswaard;1e halfjaar 2016;;;;
5886;JZ Totaal jeugdzorg;Valkenswaard;2e halfjaar 2016;;;;
5887;JZ Totaal jeugdzorg;Valkenswaard;2016;;;;
5888;JZ Totaal jeugdzorg;Valkenswaard;1e halfjaar 2017;3742.0;1637.0;123.0;54.0
5889;JZ Totaal jeugdzorg;Valkenswaard;2e halfjaar 2017;4292.0;1945.0;141.0;64.0
5890;JZ Totaal jeugdzorg;Valkenswaard;2017;8035.0;3582.0;263.0;117.0
5891;JZ Totaal jeugdzorg;Valkenswaard;1e halfjaar 2018;;;;
5892;JZ Totaal jeugdzorg;Valkenswaard;2e halfjaar 2018;;;;
5893;JZ Totaal jeugdzorg;Valkenswaard;2018;;;;
5894;JZ Totaal jeugdzorg;Valkenswaard;2019;5516.0;5149.0;178.0;166.0
5895;JZ Totaal jeugdzorg;Valkenswaard;2020;5306.0;5747.0;170.0;184.0
5896;JZ Totaal jeugdzorg;Valkenswaard;2021;5305.0;5252.0;169.0;168.0
5897;JZ Totaal jeugdzorg;Valkenswaard;2022;4806.0;5304.0;153.0;169.0
5898;JZ Totaal jeugdzorg;Valkenswaard;2023;5637.0;6334.0;178.0;200.0
5899;JZ Totaal jeugdzorg;Veendam;1e halfjaar 2015;;;;
5900;JZ Totaal jeugdzorg;Veendam;2e halfjaar 2015;;;;
5901;JZ Totaal jeugdzorg;Veendam;2015;;;;
5902;JZ Totaal jeugdzorg;Veendam;1e halfjaar 2016;;;;
5903;JZ Totaal jeugdzorg;Veendam;2e halfjaar 2016;;;;
5904;JZ Totaal jeugdzorg;Veendam;2016;;;;
5905;JZ Totaal jeugdzorg;Veendam;1e halfjaar 2017;;;;
5906;JZ Totaal jeugdzorg;Veendam;2e halfjaar 2017;;;;
5907;JZ Totaal jeugdzorg;Veendam;2017;;;;
5908;JZ Totaal jeugdzorg;Veendam;1e halfjaar 2018;;;;
5909;JZ Totaal jeugdzorg;Veendam;2e halfjaar 2018;;;;
5910;JZ Totaal jeugdzorg;Veendam;2018;8553.0;13132.0;310.0;477.0
5911;JZ Totaal jeugdzorg;Veendam;2019;9636.0;13308.0;350.0;484.0
5912;JZ Totaal jeugdzorg;Veendam;2020;9624.0;13692.0;351.0;499.0
5913;JZ Totaal jeugdzorg;Veendam;2021;12514.0;13706.0;456.0;499.0
5914;JZ Totaal jeugdzorg;Veendam;2022;16044.0;16818.0;584.0;612.0
5915;JZ Totaal jeugdzorg;Veendam;2023;11050.0;12409.0;400.0;449.0
5916;JZ Totaal jeugdzorg;Veenendaal;1e halfjaar 2015;;;;
5917;JZ Totaal jeugdzorg;Veenendaal;2e halfjaar 2015;;;;
5918;JZ Totaal jeugdzorg;Veenendaal;2015;;;;
5919;JZ Totaal jeugdzorg;Veenendaal;1e halfjaar 2016;;4621.0;;72.0
5920;JZ Totaal jeugdzorg;Veenendaal;2e halfjaar 2016;;;;
5921;JZ Totaal jeugdzorg;Veenendaal;2016;;;;
5922;JZ Totaal jeugdzorg;Veenendaal;1e halfjaar 2017;;;;
5923;JZ Totaal jeugdzorg;Veenendaal;2e halfjaar 2017;;;;
5924;JZ Totaal jeugdzorg;Veenendaal;2017;12625.0;16297.0;197.0;254.0
5925;JZ Totaal jeugdzorg;Veenendaal;1e halfjaar 2018;;;;
5926;JZ Totaal jeugdzorg;Veenendaal;2e halfjaar 2018;;;;
5927;JZ Totaal jeugdzorg;Veenendaal;2018;17328.0;16497.0;266.0;254.0
5928;JZ Totaal jeugdzorg;Veenendaal;2019;18192.0;18436.0;277.0;281.0
5929;JZ Totaal jeugdzorg;Veenendaal;2020;19434.0;19550.0;292.0;294.0
5930;JZ Totaal jeugdzorg;Veenendaal;2021;20391.0;19734.0;304.0;294.0
5931;JZ Totaal jeugdzorg;Veenendaal;2022;22002.0;23037.0;325.0;340.0
5932;JZ Totaal jeugdzorg;Veenendaal;2023;24834.0;27709.0;362.0;404.0
5933;JZ Totaal jeugdzorg;Veere;1e halfjaar 2015;;;;
5934;JZ Totaal jeugdzorg;Veere;2e halfjaar 2015;;;;
5935;JZ Totaal jeugdzorg;Veere;2015;;;;
5936;JZ Totaal jeugdzorg;Veere;1e halfjaar 2016;;;;
5937;JZ Totaal jeugdzorg;Veere;2e halfjaar 2016;;;;
5938;JZ Totaal jeugdzorg;Veere;2016;;;;
5939;JZ Totaal jeugdzorg;Veere;1e halfjaar 2017;;;;
5940;JZ Totaal jeugdzorg;Veere;2e halfjaar 2017;;;;
5941;JZ Totaal jeugdzorg;Veere;2017;;;;
5942;JZ Totaal jeugdzorg;Veere;1e halfjaar 2018;;;;
5943;JZ Totaal jeugdzorg;Veere;2e halfjaar 2018;;;;
5944;JZ Totaal jeugdzorg;Veere;2018;3178.0;3668.0;145.0;167.0
5945;JZ Totaal jeugdzorg;Veere;2019;3408.0;3984.0;156.0;182.0
5946;JZ Totaal jeugdzorg;Veere;2020;3525.0;4637.0;161.0;211.0
5947;JZ Totaal jeugdzorg;Veere;2021;4254.0;5072.0;193.0;231.0
5948;JZ Totaal jeugdzorg;Veere;2022;5280.0;4648.0;241.0;212.0
5949;JZ Totaal jeugdzorg;Veere;2023;4864.0;5345.0;220.0;242.0
5950;JZ Totaal jeugdzorg;Veghel;1e halfjaar 2015;;;;
5951;JZ Totaal jeugdzorg;Veghel;2e halfjaar 2015;;;;
5952;JZ Totaal jeugdzorg;Veghel;2015;;;;
5953;JZ Totaal jeugdzorg;Veghel;1e halfjaar 2016;;;;
5954;JZ Totaal jeugdzorg;Veghel;2e halfjaar 2016;;;;
5955;JZ Totaal jeugdzorg;Veghel;2016;;;;
5956;JZ Totaal jeugdzorg;Veghel;1e halfjaar 2017;;;;
5957;JZ Totaal jeugdzorg;Veghel;2e halfjaar 2017;;;;
5958;JZ Totaal jeugdzorg;Veghel;2017;;;;
5959;JZ Totaal jeugdzorg;Veghel;1e halfjaar 2018;;;;
5960;JZ Totaal jeugdzorg;Veghel;2e halfjaar 2018;;;;
5961;JZ Totaal jeugdzorg;Veghel;2018;;;;
5962;JZ Totaal jeugdzorg;Veghel;2019;;;;
5963;JZ Totaal jeugdzorg;Veghel;2020;;;;
5964;JZ Totaal jeugdzorg;Veghel;2021;;;;
5965;JZ Totaal jeugdzorg;Veghel;2022;;;;
5966;JZ Totaal jeugdzorg;Veghel;2023;;;;
5967;JZ Totaal jeugdzorg;Veldhoven;1e halfjaar 2015;;;;
5968;JZ Totaal jeugdzorg;Veldhoven;2e halfjaar 2015;;;;
5969;JZ Totaal jeugdzorg;Veldhoven;2015;;;;
5970;JZ Totaal jeugdzorg;Veldhoven;1e halfjaar 2016;;;;
5971;JZ Totaal jeugdzorg;Veldhoven;2e halfjaar 2016;;;;
5972;JZ Totaal jeugdzorg;Veldhoven;2016;;;;
5973;JZ Totaal jeugdzorg;Veldhoven;1e halfjaar 2017;;;;
5974;JZ Totaal jeugdzorg;Veldhoven;2e halfjaar 2017;;;;
5975;JZ Totaal jeugdzorg;Veldhoven;2017;11567.0;12152.0;262.0;276.0
5976;JZ Totaal jeugdzorg;Veldhoven;1e halfjaar 2018;;;;
5977;JZ Totaal jeugdzorg;Veldhoven;2e halfjaar 2018;;;;
5978;JZ Totaal jeugdzorg;Veldhoven;2018;10953.0;10521.0;243.0;234.0
5979;JZ Totaal jeugdzorg;Veldhoven;2019;10513.0;10881.0;231.0;240.0
5980;JZ Totaal jeugdzorg;Veldhoven;2020;8680.0;9039.0;190.0;198.0
5981;JZ Totaal jeugdzorg;Veldhoven;2021;10997.0;11814.0;241.0;259.0
5982;JZ Totaal jeugdzorg;Veldhoven;2022;11007.0;10456.0;240.0;228.0
5983;JZ Totaal jeugdzorg;Veldhoven;2023;10622.0;11167.0;228.0;240.0
5984;JZ Totaal jeugdzorg;Velsen;1e halfjaar 2015;;;;
5985;JZ Totaal jeugdzorg;Velsen;2e halfjaar 2015;;;;
5986;JZ Totaal jeugdzorg;Velsen;2015;;;;
5987;JZ Totaal jeugdzorg;Velsen;1e halfjaar 2016;;;;
5988;JZ Totaal jeugdzorg;Velsen;2e halfjaar 2016;;;;
5989;JZ Totaal jeugdzorg;Velsen;2016;;;;
5990;JZ Totaal jeugdzorg;Velsen;1e halfjaar 2017;;;;
5991;JZ Totaal jeugdzorg;Velsen;2e halfjaar 2017;;;;
5992;JZ Totaal jeugdzorg;Velsen;2017;;;;
5993;JZ Totaal jeugdzorg;Velsen;1e halfjaar 2018;;;;
5994;JZ Totaal jeugdzorg;Velsen;2e halfjaar 2018;;;;
5995;JZ Totaal jeugdzorg;Velsen;2018;;15700.0;;231.0
5996;JZ Totaal jeugdzorg;Velsen;2019;16900.0;18800.0;247.0;275.0
5997;JZ Totaal jeugdzorg;Velsen;2020;22562.0;22532.0;328.0;328.0
5998;JZ Totaal jeugdzorg;Velsen;2021;23130.0;24328.0;337.0;354.0
5999;JZ Totaal jeugdzorg;Velsen;2022;21791.0;22076.0;318.0;322.0
6000;JZ Totaal jeugdzorg;Velsen;2023;21011.0;26997.0;305.0;392.0
6001;JZ Totaal jeugdzorg;Venlo;1e halfjaar 2015;;;;
6002;JZ Totaal jeugdzorg;Venlo;2e halfjaar 2015;;;;
6003;JZ Totaal jeugdzorg;Venlo;2015;;;;
6004;JZ Totaal jeugdzorg;Venlo;1e halfjaar 2016;;;;
6005;JZ Totaal jeugdzorg;Venlo;2e halfjaar 2016;;;;
6006;JZ Totaal jeugdzorg;Venlo;2016;;;;
6007;JZ Totaal jeugdzorg;Venlo;1e halfjaar 2017;;;;
6008;JZ Totaal jeugdzorg;Venlo;2e halfjaar 2017;;;;
6009;JZ Totaal jeugdzorg;Venlo;2017;;;;
6010;JZ Totaal jeugdzorg;Venlo;1e halfjaar 2018;;;;
6011;JZ Totaal jeugdzorg;Venlo;2e halfjaar 2018;;;;
6012;JZ Totaal jeugdzorg;Venlo;2018;27584.0;28341.0;272.0;280.0
6013;JZ Totaal jeugdzorg;Venlo;2019;29111.0;28284.0;286.0;278.0
6014;JZ Totaal jeugdzorg;Venlo;2020;31345.0;31641.0;307.0;310.0
6015;JZ Totaal jeugdzorg;Venlo;2021;30767.0;28803.0;301.0;282.0
6016;JZ Totaal jeugdzorg;Venlo;2022;32814.0;32262.0;321.0;315.0
6017;JZ Totaal jeugdzorg;Venlo;2023;36007.0;34678.0;348.0;335.0
6018;JZ Totaal jeugdzorg;Venray;1e halfjaar 2015;;;;
6019;JZ Totaal jeugdzorg;Venray;2e halfjaar 2015;;;;
6020;JZ Totaal jeugdzorg;Venray;2015;;;;
6021;JZ Totaal jeugdzorg;Venray;1e halfjaar 2016;;;;
6022;JZ Totaal jeugdzorg;Venray;2e halfjaar 2016;;;;
6023;JZ Totaal jeugdzorg;Venray;2016;;;;
6024;JZ Totaal jeugdzorg;Venray;1e halfjaar 2017;;;;
6025;JZ Totaal jeugdzorg;Venray;2e halfjaar 2017;;;;
6026;JZ Totaal jeugdzorg;Venray;2017;;;;
6027;JZ Totaal jeugdzorg;Venray;1e halfjaar 2018;;;;
6028;JZ Totaal jeugdzorg;Venray;2e halfjaar 2018;;;;
6029;JZ Totaal jeugdzorg;Venray;2018;10493.0;11104.0;242.0;256.0
6030;JZ Totaal jeugdzorg;Venray;2019;10815.0;11112.0;249.0;256.0
6031;JZ Totaal jeugdzorg;Venray;2020;10452.0;12225.0;239.0;280.0
6032;JZ Totaal jeugdzorg;Venray;2021;13782.0;13297.0;315.0;304.0
6033;JZ Totaal jeugdzorg;Venray;2022;13562.0;13387.0;308.0;304.0
6034;JZ Totaal jeugdzorg;Venray;2023;14727.0;15400.0;330.0;345.0
6035;JZ Totaal jeugdzorg;Vianen;1e halfjaar 2015;;;;
6036;JZ Totaal jeugdzorg;Vianen;2e halfjaar 2015;;;;
6037;JZ Totaal jeugdzorg;Vianen;2015;;;;
6038;JZ Totaal jeugdzorg;Vianen;1e halfjaar 2016;;;;
6039;JZ Totaal jeugdzorg;Vianen;2e halfjaar 2016;;;;
6040;JZ Totaal jeugdzorg;Vianen;2016;;;;
6041;JZ Totaal jeugdzorg;Vianen;1e halfjaar 2017;;;;
6042;JZ Totaal jeugdzorg;Vianen;2e halfjaar 2017;;;;
6043;JZ Totaal jeugdzorg;Vianen;2017;2916.0;3494.0;153.0;183.0
6044;JZ Totaal jeugdzorg;Vianen;1e halfjaar 2018;;;;
6045;JZ Totaal jeugdzorg;Vianen;2e halfjaar 2018;;;;
6046;JZ Totaal jeugdzorg;Vianen;2018;2909.0;5060.0;153.0;266.0
6047;JZ Totaal jeugdzorg;Vianen;2019;;;;
6048;JZ Totaal jeugdzorg;Vianen;2020;;;;
6049;JZ Totaal jeugdzorg;Vianen;2021;;;;
6050;JZ Totaal jeugdzorg;Vianen;2022;;;;
6051;JZ Totaal jeugdzorg;Vianen;2023;;;;
6052;JZ Totaal jeugdzorg;Vijfheerenlanden;1e halfjaar 2015;;;;
6053;JZ Totaal jeugdzorg;Vijfheerenlanden;2e halfjaar 2015;;;;
6054;JZ Totaal jeugdzorg;Vijfheerenlanden;2015;;;;
6055;JZ Totaal jeugdzorg;Vijfheerenlanden;1e halfjaar 2016;;;;
6056;JZ Totaal jeugdzorg;Vijfheerenlanden;2e halfjaar 2016;;;;
6057;JZ Totaal jeugdzorg;Vijfheerenlanden;2016;;;;
6058;JZ Totaal jeugdzorg;Vijfheerenlanden;1e halfjaar 2017;;;;
6059;JZ Totaal jeugdzorg;Vijfheerenlanden;2e halfjaar 2017;;;;
6060;JZ Totaal jeugdzorg;Vijfheerenlanden;2017;;;;
6061;JZ Totaal jeugdzorg;Vijfheerenlanden;1e halfjaar 2018;;;;
6062;JZ Totaal jeugdzorg;Vijfheerenlanden;2e halfjaar 2018;;;;
6063;JZ Totaal jeugdzorg;Vijfheerenlanden;2018;;;;
6064;JZ Totaal jeugdzorg;Vijfheerenlanden;2019;14929.0;15176.0;267.0;272.0
6065;JZ Totaal jeugdzorg;Vijfheerenlanden;2020;15155.0;16526.0;266.0;290.0
6066;JZ Totaal jeugdzorg;Vijfheerenlanden;2021;19574.0;20441.0;338.0;353.0
6067;JZ Totaal jeugdzorg;Vijfheerenlanden;2022;21695.0;21418.0;369.0;364.0
6068;JZ Totaal jeugdzorg;Vijfheerenlanden;2023;22650.0;22673.0;377.0;377.0
6069;JZ Totaal jeugdzorg;Vlaardingen;1e halfjaar 2015;;;;
6070;JZ Totaal jeugdzorg;Vlaardingen;2e halfjaar 2015;;;;
6071;JZ Totaal jeugdzorg;Vlaardingen;2015;;;;
6072;JZ Totaal jeugdzorg;Vlaardingen;1e halfjaar 2016;;;;
6073;JZ Totaal jeugdzorg;Vlaardingen;2e halfjaar 2016;;;;
6074;JZ Totaal jeugdzorg;Vlaardingen;2016;;;;
6075;JZ Totaal jeugdzorg;Vlaardingen;1e halfjaar 2017;;;;
6076;JZ Totaal jeugdzorg;Vlaardingen;2e halfjaar 2017;;;;
6077;JZ Totaal jeugdzorg;Vlaardingen;2017;;;;
6078;JZ Totaal jeugdzorg;Vlaardingen;1e halfjaar 2018;;;;
6079;JZ Totaal jeugdzorg;Vlaardingen;2e halfjaar 2018;;;;
6080;JZ Totaal jeugdzorg;Vlaardingen;2018;;;;
6081;JZ Totaal jeugdzorg;Vlaardingen;2019;13816.0;15161.0;190.0;209.0
6082;JZ Totaal jeugdzorg;Vlaardingen;2020;15255.0;15003.0;207.0;204.0
6083;JZ Totaal jeugdzorg;Vlaardingen;2021;26290.0;25793.0;355.0;348.0
6084;JZ Totaal jeugdzorg;Vlaardingen;2022;16802.0;19184.0;226.0;258.0
6085;JZ Totaal jeugdzorg;Vlaardingen;2023;32398.0;32652.0;431.0;434.0
6086;JZ Totaal jeugdzorg;Vlagtwedde;1e halfjaar 2015;;;;
6087;JZ Totaal jeugdzorg;Vlagtwedde;2e halfjaar 2015;;;;
6088;JZ Totaal jeugdzorg;Vlagtwedde;2015;;;;
6089;JZ Totaal jeugdzorg;Vlagtwedde;1e halfjaar 2016;;;;
6090;JZ Totaal jeugdzorg;Vlagtwedde;2e halfjaar 2016;;;;
6091;JZ Totaal jeugdzorg;Vlagtwedde;2016;;;;
6092;JZ Totaal jeugdzorg;Vlagtwedde;1e halfjaar 2017;;;;
6093;JZ Totaal jeugdzorg;Vlagtwedde;2e halfjaar 2017;;;;
6094;JZ Totaal jeugdzorg;Vlagtwedde;2017;;;;
6095;JZ Totaal jeugdzorg;Vlagtwedde;1e halfjaar 2018;;;;
6096;JZ Totaal jeugdzorg;Vlagtwedde;2e halfjaar 2018;;;;
6097;JZ Totaal jeugdzorg;Vlagtwedde;2018;;;;
6098;JZ Totaal jeugdzorg;Vlagtwedde;2019;;;;
6099;JZ Totaal jeugdzorg;Vlagtwedde;2020;;;;
6100;JZ Totaal jeugdzorg;Vlagtwedde;2021;;;;
6101;JZ Totaal jeugdzorg;Vlagtwedde;2022;;;;
6102;JZ Totaal jeugdzorg;Vlagtwedde;2023;;;;
6103;JZ Totaal jeugdzorg;Vlieland;1e halfjaar 2015;;;;
6104;JZ Totaal jeugdzorg;Vlieland;2e halfjaar 2015;;;;
6105;JZ Totaal jeugdzorg;Vlieland;2015;;;;
6106;JZ Totaal jeugdzorg;Vlieland;1e halfjaar 2016;;4.0;;4.0
6107;JZ Totaal jeugdzorg;Vlieland;2e halfjaar 2016;;10.0;;9.0
6108;JZ Totaal jeugdzorg;Vlieland;2016;;13.0;;12.0
6109;JZ Totaal jeugdzorg;Vlieland;1e halfjaar 2017;;;;
6110;JZ Totaal jeugdzorg;Vlieland;2e halfjaar 2017;;;;
6111;JZ Totaal jeugdzorg;Vlieland;2017;127.0;108.0;127.0;108.0
6112;JZ Totaal jeugdzorg;Vlieland;1e halfjaar 2018;;;;
6113;JZ Totaal jeugdzorg;Vlieland;2e halfjaar 2018;;;;
6114;JZ Totaal jeugdzorg;Vlieland;2018;166.0;96.0;147.0;85.0
6115;JZ Totaal jeugdzorg;Vlieland;2019;125.0;99.0;109.0;87.0
6116;JZ Totaal jeugdzorg;Vlieland;2020;114.0;161.0;99.0;140.0
6117;JZ Totaal jeugdzorg;Vlieland;2021;154.0;177.0;128.0;148.0
6118;JZ Totaal jeugdzorg;Vlieland;2022;114.0;66.0;95.0;55.0
6119;JZ Totaal jeugdzorg;Vlieland;2023;125.0;130.0;96.0;100.0
6120;JZ Totaal jeugdzorg;Vlissingen;1e halfjaar 2015;;;;
6121;JZ Totaal jeugdzorg;Vlissingen;2e halfjaar 2015;;;;
6122;JZ Totaal jeugdzorg;Vlissingen;2015;;;;
