ID;VormenVanJeugdzorg;Regio;Perioden;BegroteKosten_1;GerealiseerdeKosten_2;BegroteKostenPer1000Inwoners_3;GerealiseerdeKostenPer1000Inwoners_4
1571;JZ Totaal jeugdzorg;Edam-Volendam;2e halfjaar 2017;;;;
1572;JZ Totaal jeugdzorg;Edam-Volendam;2017;;;;
1573;JZ Totaal jeugdzorg;Edam-Volendam;1e halfjaar 2018;;;;
1574;JZ Totaal jeugdzorg;Edam-Volendam;2e halfjaar 2018;;;;
1575;JZ Totaal jeugdzorg;Edam-Volendam;2018;4122.0;4645.0;114.0;129.0
1576;JZ Totaal jeugdzorg;Edam-Volendam;2019;5491.0;5293.0;152.0;146.0
1577;JZ Totaal jeugdzorg;Edam-Volendam;2020;5665.0;6009.0;156.0;165.0
1578;JZ Totaal jeugdzorg;Edam-Volendam;2021;6060.0;6673.0;167.0;183.0
1579;JZ Totaal jeugdzorg;Edam-Volendam;2022;6885.0;8518.0;188.0;233.0
1580;JZ Totaal jeugdzorg;Edam-Volendam;2023;7394.0;8843.0;201.0;240.0
1581;JZ Totaal jeugdzorg;Ede;1e halfjaar 2015;;11555.0;;104.0
1582;JZ Totaal jeugdzorg;Ede;2e halfjaar 2015;;11861.0;;106.0
1583;JZ Totaal jeugdzorg;Ede;2015;;23416.0;;210.0
1584;JZ Totaal jeugdzorg;Ede;1e halfjaar 2016;;11969.0;;106.0
1585;JZ Totaal jeugdzorg;Ede;2e halfjaar 2016;0.0;14160.0;0.0;126.0
1586;JZ Totaal jeugdzorg;Ede;2016;;26129.0;;232.0
1587;JZ Totaal jeugdzorg;Ede;1e halfjaar 2017;;;;
1588;JZ Totaal jeugdzorg;Ede;2e halfjaar 2017;;;;
1589;JZ Totaal jeugdzorg;Ede;2017;;27766.0;;245.0
1590;JZ Totaal jeugdzorg;Ede;1e halfjaar 2018;;;;
1591;JZ Totaal jeugdzorg;Ede;2e halfjaar 2018;;;;
1592;JZ Totaal jeugdzorg;Ede;2018;;31017.0;;270.0
1593;JZ Totaal jeugdzorg;Ede;2019;30746.0;31759.0;265.0;274.0
1594;JZ Totaal jeugdzorg;Ede;2020;30019.0;30760.0;256.0;262.0
1595;JZ Totaal jeugdzorg;Ede;2021;31311.0;32084.0;264.0;270.0
1596;JZ Totaal jeugdzorg;Ede;2022;28515.0;31278.0;237.0;260.0
1597;JZ Totaal jeugdzorg;Ede;2023;30212.0;35976.0;247.0;294.0
1598;JZ Totaal jeugdzorg;Eemnes;1e halfjaar 2015;;;;
1599;JZ Totaal jeugdzorg;Eemnes;2e halfjaar 2015;;;;
1600;JZ Totaal jeugdzorg;Eemnes;2015;;;;
1601;JZ Totaal jeugdzorg;Eemnes;1e halfjaar 2016;;;;
1602;JZ Totaal jeugdzorg;Eemnes;2e halfjaar 2016;;;;
1603;JZ Totaal jeugdzorg;Eemnes;2016;;;;
1604;JZ Totaal jeugdzorg;Eemnes;1e halfjaar 2017;;;;
1605;JZ Totaal jeugdzorg;Eemnes;2e halfjaar 2017;;;;
1606;JZ Totaal jeugdzorg;Eemnes;2017;;;;
1607;JZ Totaal jeugdzorg;Eemnes;1e halfjaar 2018;;;;
1608;JZ Totaal jeugdzorg;Eemnes;2e halfjaar 2018;;;;
1609;JZ Totaal jeugdzorg;Eemnes;2018;;;;
1610;JZ Totaal jeugdzorg;Eemnes;2019;;;;
1611;JZ Totaal jeugdzorg;Eemnes;2020;;;;
1612;JZ Totaal jeugdzorg;Eemnes;2021;;;;
1613;JZ Totaal jeugdzorg;Eemnes;2022;;;;
1614;JZ Totaal jeugdzorg;Eemnes;2023;;;;
1615;JZ Totaal jeugdzorg;Eemsdelta;1e halfjaar 2015;;;;
1616;JZ Totaal jeugdzorg;Eemsdelta;2e halfjaar 2015;;;;
1617;JZ Totaal jeugdzorg;Eemsdelta;2015;;;;
1618;JZ Totaal jeugdzorg;Eemsdelta;1e halfjaar 2016;;;;
1619;JZ Totaal jeugdzorg;Eemsdelta;2e halfjaar 2016;;;;
1620;JZ Totaal jeugdzorg;Eemsdelta;2016;;;;
1621;JZ Totaal jeugdzorg;Eemsdelta;1e halfjaar 2017;;;;
1622;JZ Totaal jeugdzorg;Eemsdelta;2e halfjaar 2017;;;;
1623;JZ Totaal jeugdzorg;Eemsdelta;2017;;;;
1624;JZ Totaal jeugdzorg;Eemsdelta;1e halfjaar 2018;;;;
1625;JZ Totaal jeugdzorg;Eemsdelta;2e halfjaar 2018;;;;
1626;JZ Totaal jeugdzorg;Eemsdelta;2018;;;;
1627;JZ Totaal jeugdzorg;Eemsdelta;2019;;;;
1628;JZ Totaal jeugdzorg;Eemsdelta;2020;;;;
1629;JZ Totaal jeugdzorg;Eemsdelta;2021;16326.0;17282.0;358.0;379.0
1630;JZ Totaal jeugdzorg;Eemsdelta;2022;20171.0;18538.0;444.0;408.0
1631;JZ Totaal jeugdzorg;Eemsdelta;2023;19654.0;19571.0;432.0;431.0
1632;JZ Totaal jeugdzorg;Eemsmond;1e halfjaar 2015;;;;
1633;JZ Totaal jeugdzorg;Eemsmond;2e halfjaar 2015;;;;
1634;JZ Totaal jeugdzorg;Eemsmond;2015;;;;
1635;JZ Totaal jeugdzorg;Eemsmond;1e halfjaar 2016;;;;
1636;JZ Totaal jeugdzorg;Eemsmond;2e halfjaar 2016;;;;
1637;JZ Totaal jeugdzorg;Eemsmond;2016;;;;
1638;JZ Totaal jeugdzorg;Eemsmond;1e halfjaar 2017;;;;
1639;JZ Totaal jeugdzorg;Eemsmond;2e halfjaar 2017;;;;
1640;JZ Totaal jeugdzorg;Eemsmond;2017;;;;
1641;JZ Totaal jeugdzorg;Eemsmond;1e halfjaar 2018;;;;
1642;JZ Totaal jeugdzorg;Eemsmond;2e halfjaar 2018;;;;
1643;JZ Totaal jeugdzorg;Eemsmond;2018;;;;
1644;JZ Totaal jeugdzorg;Eemsmond;2019;;;;
1645;JZ Totaal jeugdzorg;Eemsmond;2020;;;;
1646;JZ Totaal jeugdzorg;Eemsmond;2021;;;;
1647;JZ Totaal jeugdzorg;Eemsmond;2022;;;;
1648;JZ Totaal jeugdzorg;Eemsmond;2023;;;;
1649;JZ Totaal jeugdzorg;Eersel;1e halfjaar 2015;;;;
1650;JZ Totaal jeugdzorg;Eersel;2e halfjaar 2015;;;;
1651;JZ Totaal jeugdzorg;Eersel;2015;;;;
1652;JZ Totaal jeugdzorg;Eersel;1e halfjaar 2016;1298.0;684.0;70.0;37.0
1653;JZ Totaal jeugdzorg;Eersel;2e halfjaar 2016;1298.0;603.0;70.0;33.0
1654;JZ Totaal jeugdzorg;Eersel;2016;2596.0;1287.0;140.0;69.0
1655;JZ Totaal jeugdzorg;Eersel;1e halfjaar 2017;1400.0;902.0;75.0;49.0
1656;JZ Totaal jeugdzorg;Eersel;2e halfjaar 2017;;;;
1657;JZ Totaal jeugdzorg;Eersel;2017;;;;
1658;JZ Totaal jeugdzorg;Eersel;1e halfjaar 2018;;;;
1659;JZ Totaal jeugdzorg;Eersel;2e halfjaar 2018;;;;
1660;JZ Totaal jeugdzorg;Eersel;2018;;2524.0;;134.0
1661;JZ Totaal jeugdzorg;Eersel;2019;2942.0;2793.0;153.0;146.0
1662;JZ Totaal jeugdzorg;Eersel;2020;2701.0;2542.0;139.0;131.0
1663;JZ Totaal jeugdzorg;Eersel;2021;2800.0;2748.0;143.0;140.0
1664;JZ Totaal jeugdzorg;Eersel;2022;2505.0;2352.0;126.0;118.0
1665;JZ Totaal jeugdzorg;Eersel;2023;2524.0;3223.0;126.0;161.0
1666;JZ Totaal jeugdzorg;Eijsden-Margraten;1e halfjaar 2015;;;;
1667;JZ Totaal jeugdzorg;Eijsden-Margraten;2e halfjaar 2015;;;;
1668;JZ Totaal jeugdzorg;Eijsden-Margraten;2015;;;;
1669;JZ Totaal jeugdzorg;Eijsden-Margraten;1e halfjaar 2016;;;;
1670;JZ Totaal jeugdzorg;Eijsden-Margraten;2e halfjaar 2016;;;;
1671;JZ Totaal jeugdzorg;Eijsden-Margraten;2016;;;;
1672;JZ Totaal jeugdzorg;Eijsden-Margraten;1e halfjaar 2017;;;;
1673;JZ Totaal jeugdzorg;Eijsden-Margraten;2e halfjaar 2017;;;;
1674;JZ Totaal jeugdzorg;Eijsden-Margraten;2017;4186.0;4826.0;167.0;193.0
1675;JZ Totaal jeugdzorg;Eijsden-Margraten;1e halfjaar 2018;;;;
1676;JZ Totaal jeugdzorg;Eijsden-Margraten;2e halfjaar 2018;;;;
1677;JZ Totaal jeugdzorg;Eijsden-Margraten;2018;4656.0;5734.0;182.0;224.0
1678;JZ Totaal jeugdzorg;Eijsden-Margraten;2019;5595.0;6517.0;218.0;254.0
1679;JZ Totaal jeugdzorg;Eijsden-Margraten;2020;7185.0;7478.0;279.0;290.0
1680;JZ Totaal jeugdzorg;Eijsden-Margraten;2021;5476.0;6277.0;211.0;242.0
1681;JZ Totaal jeugdzorg;Eijsden-Margraten;2022;5818.0;5059.0;225.0;195.0
1682;JZ Totaal jeugdzorg;Eijsden-Margraten;2023;5674.0;5463.0;218.0;210.0
1683;JZ Totaal jeugdzorg;Eindhoven;1e halfjaar 2015;;;;
1684;JZ Totaal jeugdzorg;Eindhoven;2e halfjaar 2015;;;;
1685;JZ Totaal jeugdzorg;Eindhoven;2015;;;;
1686;JZ Totaal jeugdzorg;Eindhoven;1e halfjaar 2016;;;;
1687;JZ Totaal jeugdzorg;Eindhoven;2e halfjaar 2016;;;;
1688;JZ Totaal jeugdzorg;Eindhoven;2016;;;;
1689;JZ Totaal jeugdzorg;Eindhoven;1e halfjaar 2017;;;;
1690;JZ Totaal jeugdzorg;Eindhoven;2e halfjaar 2017;;;;
1691;JZ Totaal jeugdzorg;Eindhoven;2017;;;;
1692;JZ Totaal jeugdzorg;Eindhoven;1e halfjaar 2018;;;;
1693;JZ Totaal jeugdzorg;Eindhoven;2e halfjaar 2018;;;;
1694;JZ Totaal jeugdzorg;Eindhoven;2018;53561.0;54974.0;233.0;239.0
1695;JZ Totaal jeugdzorg;Eindhoven;2019;50631.0;46903.0;218.0;202.0
1696;JZ Totaal jeugdzorg;Eindhoven;2020;50427.0;54191.0;215.0;231.0
1697;JZ Totaal jeugdzorg;Eindhoven;2021;57798.0;60945.0;245.0;258.0
1698;JZ Totaal jeugdzorg;Eindhoven;2022;64098.0;63108.0;268.0;264.0
1699;JZ Totaal jeugdzorg;Eindhoven;2023;75447.0;74514.0;309.0;305.0
1700;JZ Totaal jeugdzorg;Elburg;1e halfjaar 2015;;896.0;;39.0
1701;JZ Totaal jeugdzorg;Elburg;2e halfjaar 2015;;;;
1702;JZ Totaal jeugdzorg;Elburg;2015;;;;
1703;JZ Totaal jeugdzorg;Elburg;1e halfjaar 2016;;;;
1704;JZ Totaal jeugdzorg;Elburg;2e halfjaar 2016;;;;
1705;JZ Totaal jeugdzorg;Elburg;2016;;;;
1706;JZ Totaal jeugdzorg;Elburg;1e halfjaar 2017;;;;
1707;JZ Totaal jeugdzorg;Elburg;2e halfjaar 2017;;;;
1708;JZ Totaal jeugdzorg;Elburg;2017;;;;
1709;JZ Totaal jeugdzorg;Elburg;1e halfjaar 2018;;;;
1710;JZ Totaal jeugdzorg;Elburg;2e halfjaar 2018;;;;
1711;JZ Totaal jeugdzorg;Elburg;2018;4871.0;5023.0;210.0;217.0
1712;JZ Totaal jeugdzorg;Elburg;2019;5298.0;5566.0;229.0;241.0
1713;JZ Totaal jeugdzorg;Elburg;2020;5630.0;6035.0;243.0;260.0
1714;JZ Totaal jeugdzorg;Elburg;2021;5815.0;6288.0;248.0;268.0
1715;JZ Totaal jeugdzorg;Elburg;2022;5579.0;6180.0;235.0;260.0
1716;JZ Totaal jeugdzorg;Elburg;2023;5692.0;7495.0;236.0;311.0
1717;JZ Totaal jeugdzorg;Emmen;1e halfjaar 2015;;;;
1718;JZ Totaal jeugdzorg;Emmen;2e halfjaar 2015;;;;
1719;JZ Totaal jeugdzorg;Emmen;2015;;;;
1720;JZ Totaal jeugdzorg;Emmen;1e halfjaar 2016;276.0;1.0;3.0;0.0
1721;JZ Totaal jeugdzorg;Emmen;2e halfjaar 2016;318.0;5.0;3.0;0.0
1722;JZ Totaal jeugdzorg;Emmen;2016;593.0;6.0;6.0;0.0
1723;JZ Totaal jeugdzorg;Emmen;1e halfjaar 2017;;;;
1724;JZ Totaal jeugdzorg;Emmen;2e halfjaar 2017;;;;
1725;JZ Totaal jeugdzorg;Emmen;2017;;;;
1726;JZ Totaal jeugdzorg;Emmen;1e halfjaar 2018;;;;
1727;JZ Totaal jeugdzorg;Emmen;2e halfjaar 2018;;;;
1728;JZ Totaal jeugdzorg;Emmen;2018;31441.0;31391.0;293.0;292.0
1729;JZ Totaal jeugdzorg;Emmen;2019;32913.0;32975.0;307.0;307.0
1730;JZ Totaal jeugdzorg;Emmen;2020;36186.0;35608.0;338.0;332.0
1731;JZ Totaal jeugdzorg;Emmen;2021;35642.0;33754.0;333.0;315.0
1732;JZ Totaal jeugdzorg;Emmen;2022;37878.0;39563.0;351.0;366.0
1733;JZ Totaal jeugdzorg;Emmen;2023;40298.0;40452.0;370.0;371.0
1734;JZ Totaal jeugdzorg;Enkhuizen;1e halfjaar 2015;;;;
1735;JZ Totaal jeugdzorg;Enkhuizen;2e halfjaar 2015;;;;
1736;JZ Totaal jeugdzorg;Enkhuizen;2015;;;;
1737;JZ Totaal jeugdzorg;Enkhuizen;1e halfjaar 2016;;;;
1738;JZ Totaal jeugdzorg;Enkhuizen;2e halfjaar 2016;;;;
1739;JZ Totaal jeugdzorg;Enkhuizen;2016;;;;
1740;JZ Totaal jeugdzorg;Enkhuizen;1e halfjaar 2017;2528.0;1069.0;137.0;58.0
1741;JZ Totaal jeugdzorg;Enkhuizen;2e halfjaar 2017;;;;
1742;JZ Totaal jeugdzorg;Enkhuizen;2017;;;;
1743;JZ Totaal jeugdzorg;Enkhuizen;1e halfjaar 2018;;;;
1744;JZ Totaal jeugdzorg;Enkhuizen;2e halfjaar 2018;;;;
1745;JZ Totaal jeugdzorg;Enkhuizen;2018;4582.0;5597.0;247.0;302.0
1746;JZ Totaal jeugdzorg;Enkhuizen;2019;4004.0;6193.0;216.0;334.0
1747;JZ Totaal jeugdzorg;Enkhuizen;2020;6048.0;5130.0;325.0;275.0
1748;JZ Totaal jeugdzorg;Enkhuizen;2021;5032.0;4864.0;270.0;261.0
1749;JZ Totaal jeugdzorg;Enkhuizen;2022;5253.0;5525.0;282.0;296.0
1750;JZ Totaal jeugdzorg;Enkhuizen;2023;4660.0;7245.0;246.0;383.0
1751;JZ Totaal jeugdzorg;Enschede;1e halfjaar 2015;;;;
1752;JZ Totaal jeugdzorg;Enschede;2e halfjaar 2015;;;;
1753;JZ Totaal jeugdzorg;Enschede;2015;;;;
1754;JZ Totaal jeugdzorg;Enschede;1e halfjaar 2016;20195.0;14842.0;128.0;94.0
1755;JZ Totaal jeugdzorg;Enschede;2e halfjaar 2016;20195.0;20942.0;128.0;132.0
1756;JZ Totaal jeugdzorg;Enschede;2016;40390.0;35784.0;255.0;226.0
1757;JZ Totaal jeugdzorg;Enschede;1e halfjaar 2017;;;;
1758;JZ Totaal jeugdzorg;Enschede;2e halfjaar 2017;;;;
1759;JZ Totaal jeugdzorg;Enschede;2017;36247.0;48635.0;229.0;307.0
1760;JZ Totaal jeugdzorg;Enschede;1e halfjaar 2018;;;;
1761;JZ Totaal jeugdzorg;Enschede;2e halfjaar 2018;;;;
1762;JZ Totaal jeugdzorg;Enschede;2018;49191.0;47496.0;310.0;300.0
1763;JZ Totaal jeugdzorg;Enschede;2019;51215.0;50358.0;322.0;316.0
1764;JZ Totaal jeugdzorg;Enschede;2020;50018.0;52848.0;313.0;330.0
1765;JZ Totaal jeugdzorg;Enschede;2021;56304.0;58389.0;352.0;365.0
1766;JZ Totaal jeugdzorg;Enschede;2022;65830.0;74394.0;409.0;463.0
1767;JZ Totaal jeugdzorg;Enschede;2023;74270.0;89373.0;460.0;554.0
1768;JZ Totaal jeugdzorg;Epe;1e halfjaar 2015;;915.0;;28.0
1769;JZ Totaal jeugdzorg;Epe;2e halfjaar 2015;;2795.0;;87.0
1770;JZ Totaal jeugdzorg;Epe;2015;;3710.0;;115.0
1771;JZ Totaal jeugdzorg;Epe;1e halfjaar 2016;2392.0;2831.0;74.0;88.0
1772;JZ Totaal jeugdzorg;Epe;2e halfjaar 2016;2392.0;2831.0;74.0;88.0
1773;JZ Totaal jeugdzorg;Epe;2016;4783.0;5663.0;148.0;175.0
1774;JZ Totaal jeugdzorg;Epe;1e halfjaar 2017;2358.0;2798.0;72.0;86.0
1775;JZ Totaal jeugdzorg;Epe;2e halfjaar 2017;2347.0;2591.0;72.0;80.0
1776;JZ Totaal jeugdzorg;Epe;2017;4705.0;5389.0;145.0;166.0
1777;JZ Totaal jeugdzorg;Epe;1e halfjaar 2018;5666.0;2344.0;172.0;71.0
1778;JZ Totaal jeugdzorg;Epe;2e halfjaar 2018;5158.0;2258.0;157.0;69.0
1779;JZ Totaal jeugdzorg;Epe;2018;10824.0;4602.0;329.0;140.0
1780;JZ Totaal jeugdzorg;Epe;2019;6090.0;5966.0;183.0;180.0
1781;JZ Totaal jeugdzorg;Epe;2020;7542.0;6165.0;227.0;185.0
1782;JZ Totaal jeugdzorg;Epe;2021;6875.0;7724.0;207.0;232.0
1783;JZ Totaal jeugdzorg;Epe;2022;7270.0;7884.0;218.0;237.0
1784;JZ Totaal jeugdzorg;Epe;2023;7979.0;8212.0;239.0;246.0
1785;JZ Totaal jeugdzorg;Ermelo;1e halfjaar 2015;;1612.0;;62.0
1786;JZ Totaal jeugdzorg;Ermelo;2e halfjaar 2015;;1221.0;;47.0
1787;JZ Totaal jeugdzorg;Ermelo;2015;;2833.0;;108.0
1788;JZ Totaal jeugdzorg;Ermelo;1e halfjaar 2016;;334.0;;13.0
1789;JZ Totaal jeugdzorg;Ermelo;2e halfjaar 2016;2597.0;1872.0;98.0;71.0
1790;JZ Totaal jeugdzorg;Ermelo;2016;;2207.0;;83.0
1791;JZ Totaal jeugdzorg;Ermelo;1e halfjaar 2017;;;;
1792;JZ Totaal jeugdzorg;Ermelo;2e halfjaar 2017;;;;
1793;JZ Totaal jeugdzorg;Ermelo;2017;;11187.0;;430.0
1794;JZ Totaal jeugdzorg;Ermelo;1e halfjaar 2018;;;;
1795;JZ Totaal jeugdzorg;Ermelo;2e halfjaar 2018;;;;
1796;JZ Totaal jeugdzorg;Ermelo;2018;10060.0;8877.0;375.0;331.0
1797;JZ Totaal jeugdzorg;Ermelo;2019;9430.0;11690.0;351.0;435.0
1798;JZ Totaal jeugdzorg;Ermelo;2020;11059.0;11196.0;409.0;414.0
1799;JZ Totaal jeugdzorg;Ermelo;2021;12395.0;12614.0;458.0;466.0
1800;JZ Totaal jeugdzorg;Ermelo;2022;12532.0;7830.0;459.0;287.0
1801;JZ Totaal jeugdzorg;Ermelo;2023;7754.0;7939.0;282.0;288.0
1802;JZ Totaal jeugdzorg;Etten-Leur;1e halfjaar 2015;;4548.0;;107.0
1803;JZ Totaal jeugdzorg;Etten-Leur;2e halfjaar 2015;;4911.0;;116.0
1804;JZ Totaal jeugdzorg;Etten-Leur;2015;;9460.0;;223.0
1805;JZ Totaal jeugdzorg;Etten-Leur;1e halfjaar 2016;1941.0;1784.0;45.0;42.0
1806;JZ Totaal jeugdzorg;Etten-Leur;2e halfjaar 2016;4427.0;4375.0;103.0;102.0
1807;JZ Totaal jeugdzorg;Etten-Leur;2016;6368.0;6159.0;149.0;144.0
1808;JZ Totaal jeugdzorg;Etten-Leur;1e halfjaar 2017;7905.0;2730.0;184.0;63.0
1809;JZ Totaal jeugdzorg;Etten-Leur;2e halfjaar 2017;;534.0;;12.0
1810;JZ Totaal jeugdzorg;Etten-Leur;2017;;3264.0;;76.0
1811;JZ Totaal jeugdzorg;Etten-Leur;1e halfjaar 2018;;;;
1812;JZ Totaal jeugdzorg;Etten-Leur;2e halfjaar 2018;;;;
1813;JZ Totaal jeugdzorg;Etten-Leur;2018;7599.0;7888.0;174.0;181.0
1814;JZ Totaal jeugdzorg;Etten-Leur;2019;8802.0;9114.0;201.0;208.0
1815;JZ Totaal jeugdzorg;Etten-Leur;2020;9151.0;8907.0;208.0;202.0
1816;JZ Totaal jeugdzorg;Etten-Leur;2021;9115.0;9410.0;207.0;214.0
1817;JZ Totaal jeugdzorg;Etten-Leur;2022;10192.0;9979.0;230.0;226.0
1818;JZ Totaal jeugdzorg;Etten-Leur;2023;11593.0;11768.0;260.0;263.0
1819;JZ Totaal jeugdzorg;Ferwerderadiel;1e halfjaar 2015;;;;
1820;JZ Totaal jeugdzorg;Ferwerderadiel;2e halfjaar 2015;;;;
1821;JZ Totaal jeugdzorg;Ferwerderadiel;2015;;;;
1822;JZ Totaal jeugdzorg;Ferwerderadiel;1e halfjaar 2016;;;;
1823;JZ Totaal jeugdzorg;Ferwerderadiel;2e halfjaar 2016;;;;
1824;JZ Totaal jeugdzorg;Ferwerderadiel;2016;;;;
1825;JZ Totaal jeugdzorg;Ferwerderadiel;1e halfjaar 2017;;;;
1826;JZ Totaal jeugdzorg;Ferwerderadiel;2e halfjaar 2017;;;;
1827;JZ Totaal jeugdzorg;Ferwerderadiel;2017;;;;
1828;JZ Totaal jeugdzorg;Ferwerderadiel;1e halfjaar 2018;;;;
1829;JZ Totaal jeugdzorg;Ferwerderadiel;2e halfjaar 2018;;;;
1830;JZ Totaal jeugdzorg;Ferwerderadiel;2018;;;;
1831;JZ Totaal jeugdzorg;Ferwerderadiel;2019;;;;
1832;JZ Totaal jeugdzorg;Ferwerderadiel;2020;;;;
1833;JZ Totaal jeugdzorg;Ferwerderadiel;2021;;;;
1834;JZ Totaal jeugdzorg;Ferwerderadiel;2022;;;;
1835;JZ Totaal jeugdzorg;Ferwerderadiel;2023;;;;
1836;JZ Totaal jeugdzorg;Franekeradeel;1e halfjaar 2015;;;;
1837;JZ Totaal jeugdzorg;Franekeradeel;2e halfjaar 2015;;;;
1838;JZ Totaal jeugdzorg;Franekeradeel;2015;;;;
1839;JZ Totaal jeugdzorg;Franekeradeel;1e halfjaar 2016;;163.0;;8.0
1840;JZ Totaal jeugdzorg;Franekeradeel;2e halfjaar 2016;;2281.0;;113.0
1841;JZ Totaal jeugdzorg;Franekeradeel;2016;;2443.0;;121.0
1842;JZ Totaal jeugdzorg;Franekeradeel;1e halfjaar 2017;;;;
1843;JZ Totaal jeugdzorg;Franekeradeel;2e halfjaar 2017;;;;
1844;JZ Totaal jeugdzorg;Franekeradeel;2017;4113.0;3956.0;205.0;197.0
1845;JZ Totaal jeugdzorg;Franekeradeel;1e halfjaar 2018;;;;
1846;JZ Totaal jeugdzorg;Franekeradeel;2e halfjaar 2018;;;;
1847;JZ Totaal jeugdzorg;Franekeradeel;2018;;;;
1848;JZ Totaal jeugdzorg;Franekeradeel;2019;;;;
1849;JZ Totaal jeugdzorg;Franekeradeel;2020;;;;
1850;JZ Totaal jeugdzorg;Franekeradeel;2021;;;;
1851;JZ Totaal jeugdzorg;Franekeradeel;2022;;;;
1852;JZ Totaal jeugdzorg;Franekeradeel;2023;;;;
1853;JZ Totaal jeugdzorg;De Friese Meren;1e halfjaar 2015;;;;
1854;JZ Totaal jeugdzorg;De Friese Meren;2e halfjaar 2015;;;;
1855;JZ Totaal jeugdzorg;De Friese Meren;2015;;;;
1856;JZ Totaal jeugdzorg;De Friese Meren;1e halfjaar 2016;;;;
1857;JZ Totaal jeugdzorg;De Friese Meren;2e halfjaar 2016;;;;
1858;JZ Totaal jeugdzorg;De Friese Meren;2016;;;;
1859;JZ Totaal jeugdzorg;De Friese Meren;1e halfjaar 2017;;;;
1860;JZ Totaal jeugdzorg;De Friese Meren;2e halfjaar 2017;;;;
1861;JZ Totaal jeugdzorg;De Friese Meren;2017;;;;
1862;JZ Totaal jeugdzorg;De Friese Meren;1e halfjaar 2018;;;;
1863;JZ Totaal jeugdzorg;De Friese Meren;2e halfjaar 2018;;;;
1864;JZ Totaal jeugdzorg;De Friese Meren;2018;;;;
1865;JZ Totaal jeugdzorg;De Friese Meren;2019;;;;
1866;JZ Totaal jeugdzorg;De Friese Meren;2020;;;;
1867;JZ Totaal jeugdzorg;De Friese Meren;2021;;;;
1868;JZ Totaal jeugdzorg;De Friese Meren;2022;;;;
1869;JZ Totaal jeugdzorg;De Friese Meren;2023;;;;
1870;JZ Totaal jeugdzorg;De Fryske Marren;1e halfjaar 2015;;;;
1871;JZ Totaal jeugdzorg;De Fryske Marren;2e halfjaar 2015;;;;
1872;JZ Totaal jeugdzorg;De Fryske Marren;2015;;;;
1873;JZ Totaal jeugdzorg;De Fryske Marren;1e halfjaar 2016;;576.0;;11.0
1874;JZ Totaal jeugdzorg;De Fryske Marren;2e halfjaar 2016;;8256.0;;161.0
1875;JZ Totaal jeugdzorg;De Fryske Marren;2016;;8832.0;;172.0
1876;JZ Totaal jeugdzorg;De Fryske Marren;1e halfjaar 2017;3906.0;1303.0;76.0;25.0
1877;JZ Totaal jeugdzorg;De Fryske Marren;2e halfjaar 2017;3907.0;9707.0;76.0;188.0
1878;JZ Totaal jeugdzorg;De Fryske Marren;2017;7813.0;11010.0;151.0;213.0
1879;JZ Totaal jeugdzorg;De Fryske Marren;1e halfjaar 2018;;;;
1880;JZ Totaal jeugdzorg;De Fryske Marren;2e halfjaar 2018;;;;
1881;JZ Totaal jeugdzorg;De Fryske Marren;2018;10908.0;12856.0;210.0;248.0
1882;JZ Totaal jeugdzorg;De Fryske Marren;2019;11833.0;12194.0;230.0;237.0
1883;JZ Totaal jeugdzorg;De Fryske Marren;2020;11517.0;10947.0;223.0;212.0
1884;JZ Totaal jeugdzorg;De Fryske Marren;2021;10665.0;8952.0;205.0;172.0
1885;JZ Totaal jeugdzorg;De Fryske Marren;2022;11791.0;12068.0;228.0;233.0
1886;JZ Totaal jeugdzorg;De Fryske Marren;2023;13548.0;16171.0;260.0;311.0
1887;JZ Totaal jeugdzorg;Geertruidenberg;1e halfjaar 2015;;;;
1888;JZ Totaal jeugdzorg;Geertruidenberg;2e halfjaar 2015;;;;
1889;JZ Totaal jeugdzorg;Geertruidenberg;2015;;;;
1890;JZ Totaal jeugdzorg;Geertruidenberg;1e halfjaar 2016;;;;
1891;JZ Totaal jeugdzorg;Geertruidenberg;2e halfjaar 2016;;;;
1892;JZ Totaal jeugdzorg;Geertruidenberg;2016;;;;
1893;JZ Totaal jeugdzorg;Geertruidenberg;1e halfjaar 2017;;;;
1894;JZ Totaal jeugdzorg;Geertruidenberg;2e halfjaar 2017;;;;
1895;JZ Totaal jeugdzorg;Geertruidenberg;2017;;;;
1896;JZ Totaal jeugdzorg;Geertruidenberg;1e halfjaar 2018;;;;
1897;JZ Totaal jeugdzorg;Geertruidenberg;2e halfjaar 2018;;;;
1898;JZ Totaal jeugdzorg;Geertruidenberg;2018;;;;
1899;JZ Totaal jeugdzorg;Geertruidenberg;2019;;;;
1900;JZ Totaal jeugdzorg;Geertruidenberg;2020;4294.0;4316.0;199.0;200.0
1901;JZ Totaal jeugdzorg;Geertruidenberg;2021;4481.0;4967.0;205.0;228.0
1902;JZ Totaal jeugdzorg;Geertruidenberg;2022;5400.0;5398.0;246.0;246.0
1903;JZ Totaal jeugdzorg;Geertruidenberg;2023;6204.0;6754.0;280.0;305.0
1904;JZ Totaal jeugdzorg;Geldermalsen;1e halfjaar 2015;;;;
1905;JZ Totaal jeugdzorg;Geldermalsen;2e halfjaar 2015;;;;
1906;JZ Totaal jeugdzorg;Geldermalsen;2015;;;;
1907;JZ Totaal jeugdzorg;Geldermalsen;1e halfjaar 2016;;;;
1908;JZ Totaal jeugdzorg;Geldermalsen;2e halfjaar 2016;;;;
