ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
1718;Listed monuments total ;Schiermonnikoog;2016;30
1719;Listed monuments total ;Schiermonnikoog;2017;30
1720;Listed monuments total ;Schinnen;2013;78
1721;Listed monuments total ;Schinnen;2014;78
1722;Listed monuments total ;Schinnen;2015;78
1723;Listed monuments total ;Schinnen;2016;78
1724;Listed monuments total ;Schinnen;2017;78
1725;Listed monuments total ;Schouwen-Duiveland;2013;817
1726;Listed monuments total ;Schouwen-Duiveland;2014;817
1727;Listed monuments total ;Schouwen-Duiveland;2015;816
1728;Listed monuments total ;Schouwen-Duiveland;2016;817
1729;Listed monuments total ;Schouwen-Duiveland;2017;817
1730;Listed monuments total ;Simpelveld;2013;48
1731;Listed monuments total ;Simpelveld;2014;48
1732;Listed monuments total ;Simpelveld;2015;48
1733;Listed monuments total ;Simpelveld;2016;48
1734;Listed monuments total ;Simpelveld;2017;48
1735;Listed monuments total ;Sint Anthonis;2013;81
1736;Listed monuments total ;Sint Anthonis;2014;81
1737;Listed monuments total ;Sint Anthonis;2015;82
1738;Listed monuments total ;Sint Anthonis;2016;82
1739;Listed monuments total ;Sint Anthonis;2017;82
1740;Listed monuments total ;Sint-Michielsgestel;2013;119
1741;Listed monuments total ;Sint-Michielsgestel;2014;119
1742;Listed monuments total ;Sint-Michielsgestel;2015;119
1743;Listed monuments total ;Sint-Michielsgestel;2016;119
1744;Listed monuments total ;Sint-Michielsgestel;2017;119
1745;Listed monuments total ;Sittard-Geleen;2013;255
1746;Listed monuments total ;Sittard-Geleen;2014;255
1747;Listed monuments total ;Sittard-Geleen;2015;255
1748;Listed monuments total ;Sittard-Geleen;2016;255
1749;Listed monuments total ;Sittard-Geleen;2017;255
1750;Listed monuments total ;Sliedrecht;2013;8
1751;Listed monuments total ;Sliedrecht;2014;8
1752;Listed monuments total ;Sliedrecht;2015;8
1753;Listed monuments total ;Sliedrecht;2016;8
1754;Listed monuments total ;Sliedrecht;2017;8
1755;Listed monuments total ;Slochteren;2013;74
1756;Listed monuments total ;Slochteren;2014;74
1757;Listed monuments total ;Slochteren;2015;74
1758;Listed monuments total ;Slochteren;2016;74
1759;Listed monuments total ;Slochteren;2017;74
1760;Listed monuments total ;Sluis;2013;212
1761;Listed monuments total ;Sluis;2014;209
1762;Listed monuments total ;Sluis;2015;209
1763;Listed monuments total ;Sluis;2016;209
1764;Listed monuments total ;Sluis;2017;209
1765;Listed monuments total ;Smallingerland;2013;70
1766;Listed monuments total ;Smallingerland;2014;70
1767;Listed monuments total ;Smallingerland;2015;70
1768;Listed monuments total ;Smallingerland;2016;70
1769;Listed monuments total ;Smallingerland;2017;70
1770;Listed monuments total ;Soest;2013;38
1771;Listed monuments total ;Soest;2014;38
1772;Listed monuments total ;Soest;2015;38
1773;Listed monuments total ;Soest;2016;38
1774;Listed monuments total ;Soest;2017;38
1775;Listed monuments total ;Someren;2013;14
1776;Listed monuments total ;Someren;2014;14
1777;Listed monuments total ;Someren;2015;14
1778;Listed monuments total ;Someren;2016;14
1779;Listed monuments total ;Someren;2017;14
1780;Listed monuments total ;Son en Breugel;2013;6
1781;Listed monuments total ;Son en Breugel;2014;6
1782;Listed monuments total ;Son en Breugel;2015;6
1783;Listed monuments total ;Son en Breugel;2016;6
1784;Listed monuments total ;Son en Breugel;2017;6
1785;Listed monuments total ;Stadskanaal;2013;71
1786;Listed monuments total ;Stadskanaal;2014;71
1787;Listed monuments total ;Stadskanaal;2015;71
1788;Listed monuments total ;Stadskanaal;2016;71
1789;Listed monuments total ;Stadskanaal;2017;71
1790;Listed monuments total ;Staphorst;2013;307
1791;Listed monuments total ;Staphorst;2014;307
1792;Listed monuments total ;Staphorst;2015;304
1793;Listed monuments total ;Staphorst;2016;304
1794;Listed monuments total ;Staphorst;2017;304
1795;Listed monuments total ;Stede Broec;2013;12
1796;Listed monuments total ;Stede Broec;2014;12
1797;Listed monuments total ;Stede Broec;2015;12
1798;Listed monuments total ;Stede Broec;2016;12
1799;Listed monuments total ;Stede Broec;2017;12
1800;Listed monuments total ;Steenbergen;2013;43
1801;Listed monuments total ;Steenbergen;2014;43
1802;Listed monuments total ;Steenbergen;2015;43
1803;Listed monuments total ;Steenbergen;2016;43
1804;Listed monuments total ;Steenbergen;2017;43
1805;Listed monuments total ;Steenwijkerland;2013;274
1806;Listed monuments total ;Steenwijkerland;2014;274
1807;Listed monuments total ;Steenwijkerland;2015;274
1808;Listed monuments total ;Steenwijkerland;2016;274
1809;Listed monuments total ;Steenwijkerland;2017;274
1810;Listed monuments total ;Stein (L.);2013;65
1811;Listed monuments total ;Stein (L.);2014;65
1812;Listed monuments total ;Stein (L.);2015;65
1813;Listed monuments total ;Stein (L.);2016;65
1814;Listed monuments total ;Stein (L.);2017;65
1815;Listed monuments total ;Stichtse Vecht;2013;806
1816;Listed monuments total ;Stichtse Vecht;2014;793
1817;Listed monuments total ;Stichtse Vecht;2015;797
1818;Listed monuments total ;Stichtse Vecht;2016;798
1819;Listed monuments total ;Stichtse Vecht;2017;796
1820;Listed monuments total ;Strijen;2013;13
1821;Listed monuments total ;Strijen;2014;13
1822;Listed monuments total ;Strijen;2015;13
1823;Listed monuments total ;Strijen;2016;13
1824;Listed monuments total ;Strijen;2017;13
1825;Listed monuments total ;Súdwest-Fryslân;2013;672
1826;Listed monuments total ;Súdwest-Fryslân;2014;672
1827;Listed monuments total ;Súdwest-Fryslân;2015;672
1828;Listed monuments total ;Súdwest-Fryslân;2016;672
1829;Listed monuments total ;Súdwest-Fryslân;2017;672
1830;Listed monuments total ;Terneuzen;2013;73
1831;Listed monuments total ;Terneuzen;2014;73
1832;Listed monuments total ;Terneuzen;2015;73
1833;Listed monuments total ;Terneuzen;2016;73
1834;Listed monuments total ;Terneuzen;2017;73
1835;Listed monuments total ;Terschelling;2013;106
1836;Listed monuments total ;Terschelling;2014;106
1837;Listed monuments total ;Terschelling;2015;106
1838;Listed monuments total ;Terschelling;2016;106
1839;Listed monuments total ;Terschelling;2017;106
1840;Listed monuments total ;Texel;2013;193
1841;Listed monuments total ;Texel;2014;193
1842;Listed monuments total ;Texel;2015;193
1843;Listed monuments total ;Texel;2016;193
1844;Listed monuments total ;Texel;2017;193
1845;Listed monuments total ;Teylingen;2013;105
1846;Listed monuments total ;Teylingen;2014;105
1847;Listed monuments total ;Teylingen;2015;105
1848;Listed monuments total ;Teylingen;2016;105
1849;Listed monuments total ;Teylingen;2017;105
1850;Listed monuments total ;Tholen;2013;150
1851;Listed monuments total ;Tholen;2014;149
1852;Listed monuments total ;Tholen;2015;149
1853;Listed monuments total ;Tholen;2016;149
1854;Listed monuments total ;Tholen;2017;149
1855;Listed monuments total ;Tiel;2013;91
1856;Listed monuments total ;Tiel;2014;91
1857;Listed monuments total ;Tiel;2015;93
1858;Listed monuments total ;Tiel;2016;93
1859;Listed monuments total ;Tiel;2017;103
1860;Listed monuments total ;Tilburg;2013;325
1861;Listed monuments total ;Tilburg;2014;325
1862;Listed monuments total ;Tilburg;2015;328
1863;Listed monuments total ;Tilburg;2016;329
1864;Listed monuments total ;Tilburg;2017;329
1865;Listed monuments total ;Tubbergen;2013;59
1866;Listed monuments total ;Tubbergen;2014;59
1867;Listed monuments total ;Tubbergen;2015;59
1868;Listed monuments total ;Tubbergen;2016;59
1869;Listed monuments total ;Tubbergen;2017;59
1870;Listed monuments total ;Twenterand;2013;25
1871;Listed monuments total ;Twenterand;2014;25
1872;Listed monuments total ;Twenterand;2015;25
1873;Listed monuments total ;Twenterand;2016;25
1874;Listed monuments total ;Twenterand;2017;25
1875;Listed monuments total ;Tynaarlo;2013;81
1876;Listed monuments total ;Tynaarlo;2014;81
1877;Listed monuments total ;Tynaarlo;2015;81
1878;Listed monuments total ;Tynaarlo;2016;81
1879;Listed monuments total ;Tynaarlo;2017;81
1880;Listed monuments total ;Tytsjerksteradiel;2013;160
1881;Listed monuments total ;Tytsjerksteradiel;2014;161
1882;Listed monuments total ;Tytsjerksteradiel;2015;161
1883;Listed monuments total ;Tytsjerksteradiel;2016;160
1884;Listed monuments total ;Tytsjerksteradiel;2017;160
1885;Listed monuments total ;Uden;2013;23
1886;Listed monuments total ;Uden;2014;23
1887;Listed monuments total ;Uden;2015;24
1888;Listed monuments total ;Uden;2016;24
1889;Listed monuments total ;Uden;2017;24
1890;Listed monuments total ;Uitgeest;2013;16
1891;Listed monuments total ;Uitgeest;2014;16
1892;Listed monuments total ;Uitgeest;2015;16
1893;Listed monuments total ;Uitgeest;2016;16
1894;Listed monuments total ;Uitgeest;2017;16
1895;Listed monuments total ;Uithoorn;2013;11
1896;Listed monuments total ;Uithoorn;2014;11
1897;Listed monuments total ;Uithoorn;2015;11
1898;Listed monuments total ;Uithoorn;2016;11
1899;Listed monuments total ;Uithoorn;2017;11
1900;Listed monuments total ;Urk;2013;33
1901;Listed monuments total ;Urk;2014;33
1902;Listed monuments total ;Urk;2015;33
1903;Listed monuments total ;Urk;2016;33
1904;Listed monuments total ;Urk;2017;33
1905;Listed monuments total ;Utrecht (municipality);2013;1506
1906;Listed monuments total ;Utrecht (municipality);2014;1506
1907;Listed monuments total ;Utrecht (municipality);2015;1508
1908;Listed monuments total ;Utrecht (municipality);2016;1587
1909;Listed monuments total ;Utrecht (municipality);2017;1588
1910;Listed monuments total ;Utrechtse Heuvelrug;2013;472
1911;Listed monuments total ;Utrechtse Heuvelrug;2014;472
1912;Listed monuments total ;Utrechtse Heuvelrug;2015;468
1913;Listed monuments total ;Utrechtse Heuvelrug;2016;468
1914;Listed monuments total ;Utrechtse Heuvelrug;2017;468
1915;Listed monuments total ;Vaals;2013;158
1916;Listed monuments total ;Vaals;2014;158
1917;Listed monuments total ;Vaals;2015;158
1918;Listed monuments total ;Vaals;2016;158
1919;Listed monuments total ;Vaals;2017;158
1920;Listed monuments total ;Valkenburg aan de Geul;2013;171
1921;Listed monuments total ;Valkenburg aan de Geul;2014;171
1922;Listed monuments total ;Valkenburg aan de Geul;2015;171
1923;Listed monuments total ;Valkenburg aan de Geul;2016;171
1924;Listed monuments total ;Valkenburg aan de Geul;2017;171
1925;Listed monuments total ;Valkenswaard;2013;21
1926;Listed monuments total ;Valkenswaard;2014;21
1927;Listed monuments total ;Valkenswaard;2015;21
1928;Listed monuments total ;Valkenswaard;2016;21
1929;Listed monuments total ;Valkenswaard;2017;21
1930;Listed monuments total ;Veendam;2013;76
1931;Listed monuments total ;Veendam;2014;76
1932;Listed monuments total ;Veendam;2015;76
1933;Listed monuments total ;Veendam;2016;76
1934;Listed monuments total ;Veendam;2017;76
1935;Listed monuments total ;Veenendaal;2013;19
1936;Listed monuments total ;Veenendaal;2014;19
1937;Listed monuments total ;Veenendaal;2015;19
1938;Listed monuments total ;Veenendaal;2016;19
1939;Listed monuments total ;Veenendaal;2017;19
1940;Listed monuments total ;Veere;2013;332
1941;Listed monuments total ;Veere;2014;332
1942;Listed monuments total ;Veere;2015;332
1943;Listed monuments total ;Veere;2016;332
1944;Listed monuments total ;Veere;2017;332
1945;Listed monuments total ;Veldhoven;2013;28
1946;Listed monuments total ;Veldhoven;2014;28
1947;Listed monuments total ;Veldhoven;2015;28
1948;Listed monuments total ;Veldhoven;2016;28
1949;Listed monuments total ;Veldhoven;2017;28
1950;Listed monuments total ;Velsen;2013;149
1951;Listed monuments total ;Velsen;2014;152
1952;Listed monuments total ;Velsen;2015;152
1953;Listed monuments total ;Velsen;2016;152
1954;Listed monuments total ;Velsen;2017;152
1955;Listed monuments total ;Venlo;2013;202
1956;Listed monuments total ;Venlo;2014;202
1957;Listed monuments total ;Venlo;2015;202
1958;Listed monuments total ;Venlo;2016;203
1959;Listed monuments total ;Venlo;2017;203
1960;Listed monuments total ;Venray;2013;98
1961;Listed monuments total ;Venray;2014;98
1962;Listed monuments total ;Venray;2015;97
1963;Listed monuments total ;Venray;2016;97
1964;Listed monuments total ;Venray;2017;97
1965;Listed monuments total ;Vianen;2013;179
1966;Listed monuments total ;Vianen;2014;184
1967;Listed monuments total ;Vianen;2015;184
1968;Listed monuments total ;Vianen;2016;185
1969;Listed monuments total ;Vianen;2017;185
1970;Listed monuments total ;Vlaardingen;2013;57
1971;Listed monuments total ;Vlaardingen;2014;57
1972;Listed monuments total ;Vlaardingen;2015;57
1973;Listed monuments total ;Vlaardingen;2016;57
1974;Listed monuments total ;Vlaardingen;2017;57
1975;Listed monuments total ;Vlagtwedde;2013;52
1976;Listed monuments total ;Vlagtwedde;2014;52
1977;Listed monuments total ;Vlagtwedde;2015;52
1978;Listed monuments total ;Vlagtwedde;2016;52
1979;Listed monuments total ;Vlagtwedde;2017;52
1980;Listed monuments total ;Vlieland;2013;40
1981;Listed monuments total ;Vlieland;2014;40
1982;Listed monuments total ;Vlieland;2015;40
1983;Listed monuments total ;Vlieland;2016;40
1984;Listed monuments total ;Vlieland;2017;40
1985;Listed monuments total ;Vlissingen;2013;312
1986;Listed monuments total ;Vlissingen;2014;311
1987;Listed monuments total ;Vlissingen;2015;310
1988;Listed monuments total ;Vlissingen;2016;310
1989;Listed monuments total ;Vlissingen;2017;310
1990;Listed monuments total ;Voerendaal;2013;98
1991;Listed monuments total ;Voerendaal;2014;98
1992;Listed monuments total ;Voerendaal;2015;98
1993;Listed monuments total ;Voerendaal;2016;98
1994;Listed monuments total ;Voerendaal;2017;98
1995;Listed monuments total ;Voorschoten;2013;102
1996;Listed monuments total ;Voorschoten;2014;102
1997;Listed monuments total ;Voorschoten;2015;102
1998;Listed monuments total ;Voorschoten;2016;102
1999;Listed monuments total ;Voorschoten;2017;102
2000;Listed monuments total ;Voorst;2013;166
2001;Listed monuments total ;Voorst;2014;166
2002;Listed monuments total ;Voorst;2015;166
2003;Listed monuments total ;Voorst;2016;166
2004;Listed monuments total ;Voorst;2017;166
2005;Listed monuments total ;Vught;2013;117
2006;Listed monuments total ;Vught;2014;117
2007;Listed monuments total ;Vught;2015;117
2008;Listed monuments total ;Vught;2016;117
2009;Listed monuments total ;Vught;2017;117
2010;Listed monuments total ;Waalre;2013;27
2011;Listed monuments total ;Waalre;2014;27
2012;Listed monuments total ;Waalre;2015;27
2013;Listed monuments total ;Waalre;2016;27
2014;Listed monuments total ;Waalre;2017;27
2015;Listed monuments total ;Waalwijk;2013;114
2016;Listed monuments total ;Waalwijk;2014;114
2017;Listed monuments total ;Waalwijk;2015;114
2018;Listed monuments total ;Waalwijk;2016;114
2019;Listed monuments total ;Waalwijk;2017;114
2020;Listed monuments total ;Waddinxveen;2013;6
2021;Listed monuments total ;Waddinxveen;2014;6
2022;Listed monuments total ;Waddinxveen;2015;6
2023;Listed monuments total ;Waddinxveen;2016;6
2024;Listed monuments total ;Waddinxveen;2017;6
2025;Listed monuments total ;Wageningen;2013;51
2026;Listed monuments total ;Wageningen;2014;51
2027;Listed monuments total ;Wageningen;2015;52
2028;Listed monuments total ;Wageningen;2016;52
2029;Listed monuments total ;Wageningen;2017;52
2030;Listed monuments total ;Wassenaar;2013;336
2031;Listed monuments total ;Wassenaar;2014;337
2032;Listed monuments total ;Wassenaar;2015;338
2033;Listed monuments total ;Wassenaar;2016;338
2034;Listed monuments total ;Wassenaar;2017;338
2035;Listed monuments total ;Waterland;2013;317
2036;Listed monuments total ;Waterland;2014;317
2037;Listed monuments total ;Waterland;2015;318
2038;Listed monuments total ;Waterland;2016;318
2039;Listed monuments total ;Waterland;2017;318
2040;Listed monuments total ;Weert;2013;96
2041;Listed monuments total ;Weert;2014;96
2042;Listed monuments total ;Weert;2015;96
2043;Listed monuments total ;Weert;2016;96
2044;Listed monuments total ;Weert;2017;96
2045;Listed monuments total ;Weesp;2013;225
2046;Listed monuments total ;Weesp;2014;197
2047;Listed monuments total ;Weesp;2015;197
2048;Listed monuments total ;Weesp;2016;197
2049;Listed monuments total ;Weesp;2017;196
2050;Listed monuments total ;Werkendam;2013;40
2051;Listed monuments total ;Werkendam;2014;40
2052;Listed monuments total ;Werkendam;2015;63
2053;Listed monuments total ;Werkendam;2016;60
2054;Listed monuments total ;Werkendam;2017;60
2055;Listed monuments total ;West Maas en Waal;2013;53
2056;Listed monuments total ;West Maas en Waal;2014;53
2057;Listed monuments total ;West Maas en Waal;2015;53
2058;Listed monuments total ;West Maas en Waal;2016;53
2059;Listed monuments total ;West Maas en Waal;2017;53
2060;Listed monuments total ;Westerveld;2013;181
2061;Listed monuments total ;Westerveld;2014;181
2062;Listed monuments total ;Westerveld;2015;181
2063;Listed monuments total ;Westerveld;2016;181
2064;Listed monuments total ;Westerveld;2017;181
2065;Listed monuments total ;Westervoort;2013;5
2066;Listed monuments total ;Westervoort;2014;5
2067;Listed monuments total ;Westervoort;2015;5
2068;Listed monuments total ;Westervoort;2016;5
2069;Listed monuments total ;Westervoort;2017;5
2070;Listed monuments total ;Westland;2013;78
2071;Listed monuments total ;Westland;2014;78
2072;Listed monuments total ;Westland;2015;78
2073;Listed monuments total ;Westland;2016;78
2074;Listed monuments total ;Westland;2017;78
2075;Listed monuments total ;Weststellingwerf;2013;39
2076;Listed monuments total ;Weststellingwerf;2014;39
2077;Listed monuments total ;Weststellingwerf;2015;39
2078;Listed monuments total ;Weststellingwerf;2016;39
2079;Listed monuments total ;Weststellingwerf;2017;39
2080;Listed monuments total ;Westvoorne;2013;33
2081;Listed monuments total ;Westvoorne;2014;33
2082;Listed monuments total ;Westvoorne;2015;33
2083;Listed monuments total ;Westvoorne;2016;33
2084;Listed monuments total ;Westvoorne;2017;33
2085;Listed monuments total ;Wierden;2013;30
2086;Listed monuments total ;Wierden;2014;30
2087;Listed monuments total ;Wierden;2015;29
2088;Listed monuments total ;Wierden;2016;29
2089;Listed monuments total ;Wierden;2017;29
2090;Listed monuments total ;Wijchen;2013;96
2091;Listed monuments total ;Wijchen;2014;96
2092;Listed monuments total ;Wijchen;2015;96
2093;Listed monuments total ;Wijchen;2016;96
2094;Listed monuments total ;Wijchen;2017;96
2095;Listed monuments total ;Wijdemeren;2013;292
2096;Listed monuments total ;Wijdemeren;2014;289
2097;Listed monuments total ;Wijdemeren;2015;291
2098;Listed monuments total ;Wijdemeren;2016;291
2099;Listed monuments total ;Wijdemeren;2017;292
2100;Listed monuments total ;Wijk bij Duurstede;2013;162
2101;Listed monuments total ;Wijk bij Duurstede;2014;162
2102;Listed monuments total ;Wijk bij Duurstede;2015;162
2103;Listed monuments total ;Wijk bij Duurstede;2016;169
2104;Listed monuments total ;Wijk bij Duurstede;2017;169
2105;Listed monuments total ;Winsum;2013;154
2106;Listed monuments total ;Winsum;2014;154
2107;Listed monuments total ;Winsum;2015;154
2108;Listed monuments total ;Winsum;2016;154
2109;Listed monuments total ;Winsum;2017;154
2110;Listed monuments total ;Winterswijk;2013;80
2111;Listed monuments total ;Winterswijk;2014;80
2112;Listed monuments total ;Winterswijk;2015;80
2113;Listed monuments total ;Winterswijk;2016;80
2114;Listed monuments total ;Winterswijk;2017;80
2115;Listed monuments total ;Woensdrecht;2013;47
2116;Listed monuments total ;Woensdrecht;2014;47
2117;Listed monuments total ;Woensdrecht;2015;47
2118;Listed monuments total ;Woensdrecht;2016;48
2119;Listed monuments total ;Woensdrecht;2017;48
2120;Listed monuments total ;Woerden;2013;109
2121;Listed monuments total ;Woerden;2014;109
2122;Listed monuments total ;Woerden;2015;109
2123;Listed monuments total ;Woerden;2016;109
2124;Listed monuments total ;Woerden;2017;109
2125;Listed monuments total ;De Wolden;2013;127
2126;Listed monuments total ;De Wolden;2014;127
2127;Listed monuments total ;De Wolden;2015;122
2128;Listed monuments total ;De Wolden;2016;122
2129;Listed monuments total ;De Wolden;2017;122
2130;Listed monuments total ;Wormerland;2013;33
2131;Listed monuments total ;Wormerland;2014;33
2132;Listed monuments total ;Wormerland;2015;33
2133;Listed monuments total ;Wormerland;2016;33
2134;Listed monuments total ;Wormerland;2017;33
2135;Listed monuments total ;Woudenberg;2013;55
2136;Listed monuments total ;Woudenberg;2014;55
2137;Listed monuments total ;Woudenberg;2015;55
2138;Listed monuments total ;Woudenberg;2016;55
2139;Listed monuments total ;Woudenberg;2017;55
2140;Listed monuments total ;Woudrichem;2013;107
2141;Listed monuments total ;Woudrichem;2014;107
2142;Listed monuments total ;Woudrichem;2015;116
2143;Listed monuments total ;Woudrichem;2016;114
2144;Listed monuments total ;Woudrichem;2017;114
2145;Listed monuments total ;Zaanstad;2013;276
2146;Listed monuments total ;Zaanstad;2014;276
2147;Listed monuments total ;Zaanstad;2015;276
2148;Listed monuments total ;Zaanstad;2016;276
2149;Listed monuments total ;Zaanstad;2017;276
2150;Listed monuments total ;Zaltbommel;2013;236
2151;Listed monuments total ;Zaltbommel;2014;236
2152;Listed monuments total ;Zaltbommel;2015;246
2153;Listed monuments total ;Zaltbommel;2016;244
2154;Listed monuments total ;Zaltbommel;2017;244
2155;Listed monuments total ;Zandvoort;2013;12
2156;Listed monuments total ;Zandvoort;2014;12
2157;Listed monuments total ;Zandvoort;2015;12
2158;Listed monuments total ;Zandvoort;2016;12
2159;Listed monuments total ;Zandvoort;2017;12
2160;Listed monuments total ;Zederik;2013;104
2161;Listed monuments total ;Zederik;2014;104
2162;Listed monuments total ;Zederik;2015;102
2163;Listed monuments total ;Zederik;2016;102
2164;Listed monuments total ;Zederik;2017;102
2165;Listed monuments total ;Zeewolde;2013;0
2166;Listed monuments total ;Zeewolde;2014;0
2167;Listed monuments total ;Zeewolde;2015;0
2168;Listed monuments total ;Zeewolde;2016;0
2169;Listed monuments total ;Zeewolde;2017;0
2170;Listed monuments total ;Zeist;2013;178
2171;Listed monuments total ;Zeist;2014;178
2172;Listed monuments total ;Zeist;2015;182
2173;Listed monuments total ;Zeist;2016;182
2174;Listed monuments total ;Zeist;2017;182
2175;Listed monuments total ;Zevenaar;2013;73
2176;Listed monuments total ;Zevenaar;2014;73
2177;Listed monuments total ;Zevenaar;2015;73
2178;Listed monuments total ;Zevenaar;2016;73
2179;Listed monuments total ;Zevenaar;2017;73
2180;Listed monuments total ;Zoetermeer;2013;16
2181;Listed monuments total ;Zoetermeer;2014;16
2182;Listed monuments total ;Zoetermeer;2015;16
2183;Listed monuments total ;Zoetermeer;2016;16
2184;Listed monuments total ;Zoetermeer;2017;16
2185;Listed monuments total ;Zoeterwoude;2013;47
2186;Listed monuments total ;Zoeterwoude;2014;47
2187;Listed monuments total ;Zoeterwoude;2015;47
2188;Listed monuments total ;Zoeterwoude;2016;47
2189;Listed monuments total ;Zoeterwoude;2017;47
2190;Listed monuments total ;Zuidhorn;2013;106
2191;Listed monuments total ;Zuidhorn;2014;106
2192;Listed monuments total ;Zuidhorn;2015;106
2193;Listed monuments total ;Zuidhorn;2016;106
2194;Listed monuments total ;Zuidhorn;2017;106
2195;Listed monuments total ;Zuidplas;2013;59
2196;Listed monuments total ;Zuidplas;2014;59
2197;Listed monuments total ;Zuidplas;2015;59
2198;Listed monuments total ;Zuidplas;2016;59
2199;Listed monuments total ;Zuidplas;2017;59
2200;Listed monuments total ;Zundert;2013;50
2201;Listed monuments total ;Zundert;2014;50
2202;Listed monuments total ;Zundert;2015;50
2203;Listed monuments total ;Zundert;2016;50
2204;Listed monuments total ;Zundert;2017;50
2205;Listed monuments total ;Zutphen;2013;439
2206;Listed monuments total ;Zutphen;2014;437
2207;Listed monuments total ;Zutphen;2015;436
2208;Listed monuments total ;Zutphen;2016;436
2209;Listed monuments total ;Zutphen;2017;436
2210;Listed monuments total ;Zwartewaterland;2013;92
2211;Listed monuments total ;Zwartewaterland;2014;92
2212;Listed monuments total ;Zwartewaterland;2015;92
2213;Listed monuments total ;Zwartewaterland;2016;92
2214;Listed monuments total ;Zwartewaterland;2017;92
2215;Listed monuments total ;Zwijndrecht;2013;13
2216;Listed monuments total ;Zwijndrecht;2014;13
2217;Listed monuments total ;Zwijndrecht;2015;13
2218;Listed monuments total ;Zwijndrecht;2016;13
2219;Listed monuments total ;Zwijndrecht;2017;13
2220;Listed monuments total ;Zwolle;2013;482
2221;Listed monuments total ;Zwolle;2014;482
2222;Listed monuments total ;Zwolle;2015;481
2223;Listed monuments total ;Zwolle;2016;481
2224;Listed monuments total ;Zwolle;2017;481
2225;Public buildings;Nederland;2013;2051
2226;Public buildings;Nederland;2014;2053
2227;Public buildings;Nederland;2015;2071
2228;Public buildings;Nederland;2016;2078
2229;Public buildings;Nederland;2017;2085
2230;Public buildings;Noord-Nederland (LD);2013;284
2231;Public buildings;Noord-Nederland (LD);2014;289
2232;Public buildings;Noord-Nederland (LD);2015;289
2233;Public buildings;Noord-Nederland (LD);2016;288
2234;Public buildings;Noord-Nederland (LD);2017;288
2235;Public buildings;Oost-Nederland (LD);2013;387
2236;Public buildings;Oost-Nederland (LD);2014;395
2237;Public buildings;Oost-Nederland (LD);2015;404
2238;Public buildings;Oost-Nederland (LD);2016;405
2239;Public buildings;Oost-Nederland (LD);2017;409
2240;Public buildings;West-Nederland (LD);2013;857
2241;Public buildings;West-Nederland (LD);2014;846
2242;Public buildings;West-Nederland (LD);2015;846
2243;Public buildings;West-Nederland (LD);2016;857
2244;Public buildings;West-Nederland (LD);2017;859
2245;Public buildings;Zuid-Nederland (LD);2013;523
2246;Public buildings;Zuid-Nederland (LD);2014;523
2247;Public buildings;Zuid-Nederland (LD);2015;532
2248;Public buildings;Zuid-Nederland (LD);2016;528
2249;Public buildings;Zuid-Nederland (LD);2017;529
2250;Public buildings;Groningen (PV);2013;86
2251;Public buildings;Groningen (PV);2014;85
2252;Public buildings;Groningen (PV);2015;85
2253;Public buildings;Groningen (PV);2016;84
2254;Public buildings;Groningen (PV);2017;84
2255;Public buildings;Friesland (PV);2013;109
2256;Public buildings;Friesland (PV);2014;107
2257;Public buildings;Friesland (PV);2015;107
2258;Public buildings;Friesland (PV);2016;107
2259;Public buildings;Friesland (PV);2017;107
2260;Public buildings;Drenthe (PV);2013;89
2261;Public buildings;Drenthe (PV);2014;97
2262;Public buildings;Drenthe (PV);2015;97
2263;Public buildings;Drenthe (PV);2016;97
2264;Public buildings;Drenthe (PV);2017;97
2265;Public buildings;Overijssel (PV);2013;88
2266;Public buildings;Overijssel (PV);2014;88
2267;Public buildings;Overijssel (PV);2015;89
2268;Public buildings;Overijssel (PV);2016;89
2269;Public buildings;Overijssel (PV);2017;89
2270;Public buildings;Flevoland (PV);2013;4
2271;Public buildings;Flevoland (PV);2014;4
2272;Public buildings;Flevoland (PV);2015;4
2273;Public buildings;Flevoland (PV);2016;5
2274;Public buildings;Flevoland (PV);2017;5
2275;Public buildings;Gelderland (PV);2013;299
2276;Public buildings;Gelderland (PV);2014;307
2277;Public buildings;Gelderland (PV);2015;315
2278;Public buildings;Gelderland (PV);2016;316
2279;Public buildings;Gelderland (PV);2017;320
2280;Public buildings;Utrecht (PV);2013;190
2281;Public buildings;Utrecht (PV);2014;179
2282;Public buildings;Utrecht (PV);2015;176
2283;Public buildings;Utrecht (PV);2016;184
2284;Public buildings;Utrecht (PV);2017;184
2285;Public buildings;Noord-Holland (PV);2013;363
2286;Public buildings;Noord-Holland (PV);2014;361
2287;Public buildings;Noord-Holland (PV);2015;363
2288;Public buildings;Noord-Holland (PV);2016;364
2289;Public buildings;Noord-Holland (PV);2017;364
2290;Public buildings;Zuid-Holland (PV);2013;300
2291;Public buildings;Zuid-Holland (PV);2014;302
2292;Public buildings;Zuid-Holland (PV);2015;303
2293;Public buildings;Zuid-Holland (PV);2016;304
2294;Public buildings;Zuid-Holland (PV);2017;306
2295;Public buildings;Zeeland (PV);2013;78
2296;Public buildings;Zeeland (PV);2014;78
2297;Public buildings;Zeeland (PV);2015;78
2298;Public buildings;Zeeland (PV);2016;78
2299;Public buildings;Zeeland (PV);2017;78
2300;Public buildings;Noord-Brabant (PV);2013;307
