ID;Geslacht;Regeling;VorigeNationaliteit;Perioden;Nationaliteitswijzigingen_1
7128;Mannen;Nederlanderschap verlening: zelfst. nat.;Cambodjaans;2022;0.0
7129;Mannen;Nederlanderschap verlening: zelfst. nat.;Cambodjaans;2023;2.0
7130;Mannen;Nederlanderschap verlening: zelfst. nat.;Canadees;2022;14.0
7131;Mannen;Nederlanderschap verlening: zelfst. nat.;Canadees;2023;25.0
7132;Mannen;Nederlanderschap verlening: zelfst. nat.;Centraal-Afrikaans;2022;1.0
7133;Mannen;Nederlanderschap verlening: zelfst. nat.;Centraal-Afrikaans;2023;0.0
7134;Mannen;Nederlanderschap verlening: zelfst. nat.;Chileens;2022;7.0
7135;Mannen;Nederlanderschap verlening: zelfst. nat.;Chileens;2023;15.0
7136;Mannen;Nederlanderschap verlening: zelfst. nat.;Chinees;2022;142.0
7137;Mannen;Nederlanderschap verlening: zelfst. nat.;Chinees;2023;212.0
7138;Mannen;Nederlanderschap verlening: zelfst. nat.;Colombiaans;2022;51.0
7139;Mannen;Nederlanderschap verlening: zelfst. nat.;Colombiaans;2023;56.0
7140;Mannen;Nederlanderschap verlening: zelfst. nat.;Comorees;2022;1.0
7141;Mannen;Nederlanderschap verlening: zelfst. nat.;Comorees;2023;0.0
7142;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Congo;2022;13.0
7143;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Congo;2023;16.0
7144;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Democratische Republiek Congo;2022;32.0
7145;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Democratische Republiek Congo;2023;30.0
7146;Mannen;Nederlanderschap verlening: zelfst. nat.;Costa Ricaans;2022;6.0
7147;Mannen;Nederlanderschap verlening: zelfst. nat.;Costa Ricaans;2023;9.0
7148;Mannen;Nederlanderschap verlening: zelfst. nat.;Cubaans;2022;19.0
7149;Mannen;Nederlanderschap verlening: zelfst. nat.;Cubaans;2023;28.0
7150;Mannen;Nederlanderschap verlening: zelfst. nat.;Cyprisch;2022;0.0
7151;Mannen;Nederlanderschap verlening: zelfst. nat.;Cyprisch;2023;0.0
7152;Mannen;Nederlanderschap verlening: zelfst. nat.;Deens;2022;1.0
7153;Mannen;Nederlanderschap verlening: zelfst. nat.;Deens;2023;0.0
7154;Mannen;Nederlanderschap verlening: zelfst. nat.;Djiboutiaans;2022;0.0
7155;Mannen;Nederlanderschap verlening: zelfst. nat.;Djiboutiaans;2023;0.0
7156;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Dominica;2022;0.0
7157;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Dominica;2023;0.0
7158;Mannen;Nederlanderschap verlening: zelfst. nat.;Dominicaans;2022;15.0
7159;Mannen;Nederlanderschap verlening: zelfst. nat.;Dominicaans;2023;28.0
7160;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Bondsrepubliek Duitsland;2022;25.0
7161;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Bondsrepubliek Duitsland;2023;26.0
7162;Mannen;Nederlanderschap verlening: zelfst. nat.;Ecuadoraans;2022;8.0
7163;Mannen;Nederlanderschap verlening: zelfst. nat.;Ecuadoraans;2023;19.0
7164;Mannen;Nederlanderschap verlening: zelfst. nat.;Egyptisch;2022;190.0
7165;Mannen;Nederlanderschap verlening: zelfst. nat.;Egyptisch;2023;260.0
7166;Mannen;Nederlanderschap verlening: zelfst. nat.;Equatoriaal-Guinees;2022;1.0
7167;Mannen;Nederlanderschap verlening: zelfst. nat.;Equatoriaal-Guinees;2023;0.0
7168;Mannen;Nederlanderschap verlening: zelfst. nat.;Eritrees;2022;1568.0
7169;Mannen;Nederlanderschap verlening: zelfst. nat.;Eritrees;2023;1396.0
7170;Mannen;Nederlanderschap verlening: zelfst. nat.;Estisch;2022;2.0
7171;Mannen;Nederlanderschap verlening: zelfst. nat.;Estisch;2023;3.0
7172;Mannen;Nederlanderschap verlening: zelfst. nat.;Eswatinische;2022;0.0
7173;Mannen;Nederlanderschap verlening: zelfst. nat.;Eswatinische;2023;0.0
7174;Mannen;Nederlanderschap verlening: zelfst. nat.;Ethiopisch;2022;87.0
7175;Mannen;Nederlanderschap verlening: zelfst. nat.;Ethiopisch;2023;68.0
7176;Mannen;Nederlanderschap verlening: zelfst. nat.;Fijisch;2022;0.0
7177;Mannen;Nederlanderschap verlening: zelfst. nat.;Fijisch;2023;0.0
7178;Mannen;Nederlanderschap verlening: zelfst. nat.;Filippijns;2022;73.0
7179;Mannen;Nederlanderschap verlening: zelfst. nat.;Filippijns;2023;86.0
7180;Mannen;Nederlanderschap verlening: zelfst. nat.;Fins;2022;0.0
7181;Mannen;Nederlanderschap verlening: zelfst. nat.;Fins;2023;0.0
7182;Mannen;Nederlanderschap verlening: zelfst. nat.;Frans;2022;3.0
7183;Mannen;Nederlanderschap verlening: zelfst. nat.;Frans;2023;3.0
7184;Mannen;Nederlanderschap verlening: zelfst. nat.;Gabonees;2022;0.0
7185;Mannen;Nederlanderschap verlening: zelfst. nat.;Gabonees;2023;1.0
7186;Mannen;Nederlanderschap verlening: zelfst. nat.;Gambiaans;2022;27.0
7187;Mannen;Nederlanderschap verlening: zelfst. nat.;Gambiaans;2023;56.0
7188;Mannen;Nederlanderschap verlening: zelfst. nat.;Georgisch;2022;21.0
7189;Mannen;Nederlanderschap verlening: zelfst. nat.;Georgisch;2023;20.0
7190;Mannen;Nederlanderschap verlening: zelfst. nat.;Ghanees;2022;88.0
7191;Mannen;Nederlanderschap verlening: zelfst. nat.;Ghanees;2023;146.0
7192;Mannen;Nederlanderschap verlening: zelfst. nat.;Grenadaans;2022;1.0
7193;Mannen;Nederlanderschap verlening: zelfst. nat.;Grenadaans;2023;1.0
7194;Mannen;Nederlanderschap verlening: zelfst. nat.;Grieks;2022;19.0
7195;Mannen;Nederlanderschap verlening: zelfst. nat.;Grieks;2023;21.0
7196;Mannen;Nederlanderschap verlening: zelfst. nat.;Guatemalaans;2022;7.0
7197;Mannen;Nederlanderschap verlening: zelfst. nat.;Guatemalaans;2023;9.0
7198;Mannen;Nederlanderschap verlening: zelfst. nat.;Guinee-Bissaus;2022;1.0
7199;Mannen;Nederlanderschap verlening: zelfst. nat.;Guinee-Bissaus;2023;0.0
7200;Mannen;Nederlanderschap verlening: zelfst. nat.;Guinees;2022;41.0
7201;Mannen;Nederlanderschap verlening: zelfst. nat.;Guinees;2023;28.0
7202;Mannen;Nederlanderschap verlening: zelfst. nat.;Guyaans;2022;3.0
7203;Mannen;Nederlanderschap verlening: zelfst. nat.;Guyaans;2023;3.0
7204;Mannen;Nederlanderschap verlening: zelfst. nat.;Haïtiaans;2022;0.0
7205;Mannen;Nederlanderschap verlening: zelfst. nat.;Haïtiaans;2023;3.0
7206;Mannen;Nederlanderschap verlening: zelfst. nat.;Hondurees;2022;4.0
7207;Mannen;Nederlanderschap verlening: zelfst. nat.;Hondurees;2023;6.0
7208;Mannen;Nederlanderschap verlening: zelfst. nat.;Hongaars;2022;47.0
7209;Mannen;Nederlanderschap verlening: zelfst. nat.;Hongaars;2023;57.0
7210;Mannen;Nederlanderschap verlening: zelfst. nat.;Iers;2022;1.0
7211;Mannen;Nederlanderschap verlening: zelfst. nat.;Iers;2023;4.0
7212;Mannen;Nederlanderschap verlening: zelfst. nat.;IJslands;2022;0.0
7213;Mannen;Nederlanderschap verlening: zelfst. nat.;IJslands;2023;0.0
7214;Mannen;Nederlanderschap verlening: zelfst. nat.;Indiaas;2022;1134.0
7215;Mannen;Nederlanderschap verlening: zelfst. nat.;Indiaas;2023;1461.0
7216;Mannen;Nederlanderschap verlening: zelfst. nat.;Indonesisch;2022;32.0
7217;Mannen;Nederlanderschap verlening: zelfst. nat.;Indonesisch;2023;31.0
7218;Mannen;Nederlanderschap verlening: zelfst. nat.;Iraaks;2022;448.0
7219;Mannen;Nederlanderschap verlening: zelfst. nat.;Iraaks;2023;443.0
7220;Mannen;Nederlanderschap verlening: zelfst. nat.;Iraans;2022;522.0
7221;Mannen;Nederlanderschap verlening: zelfst. nat.;Iraans;2023;567.0
7222;Mannen;Nederlanderschap verlening: zelfst. nat.;Israëlisch;2022;25.0
7223;Mannen;Nederlanderschap verlening: zelfst. nat.;Israëlisch;2023;21.0
7224;Mannen;Nederlanderschap verlening: zelfst. nat.;Italiaans;2022;19.0
7225;Mannen;Nederlanderschap verlening: zelfst. nat.;Italiaans;2023;17.0
7226;Mannen;Nederlanderschap verlening: zelfst. nat.;Ivoriaans;2022;12.0
7227;Mannen;Nederlanderschap verlening: zelfst. nat.;Ivoriaans;2023;13.0
7228;Mannen;Nederlanderschap verlening: zelfst. nat.;Jamaicaans;2022;25.0
7229;Mannen;Nederlanderschap verlening: zelfst. nat.;Jamaicaans;2023;19.0
7230;Mannen;Nederlanderschap verlening: zelfst. nat.;Japans;2022;0.0
7231;Mannen;Nederlanderschap verlening: zelfst. nat.;Japans;2023;2.0
7232;Mannen;Nederlanderschap verlening: zelfst. nat.;Jemenitisch;2022;28.0
7233;Mannen;Nederlanderschap verlening: zelfst. nat.;Jemenitisch;2023;127.0
7234;Mannen;Nederlanderschap verlening: zelfst. nat.;Joegoslavisch;2022;0.0
7235;Mannen;Nederlanderschap verlening: zelfst. nat.;Joegoslavisch;2023;0.0
7236;Mannen;Nederlanderschap verlening: zelfst. nat.;(voormalig) Joegoslavië;2022;184.0
7237;Mannen;Nederlanderschap verlening: zelfst. nat.;(voormalig) Joegoslavië;2023;209.0
7238;Mannen;Nederlanderschap verlening: zelfst. nat.;Jordaans;2022;33.0
7239;Mannen;Nederlanderschap verlening: zelfst. nat.;Jordaans;2023;26.0
7240;Mannen;Nederlanderschap verlening: zelfst. nat.;Kaapverdisch;2022;20.0
7241;Mannen;Nederlanderschap verlening: zelfst. nat.;Kaapverdisch;2023;22.0
7242;Mannen;Nederlanderschap verlening: zelfst. nat.;Kameroens;2022;23.0
7243;Mannen;Nederlanderschap verlening: zelfst. nat.;Kameroens;2023;29.0
7244;Mannen;Nederlanderschap verlening: zelfst. nat.;Kazachs;2022;11.0
7245;Mannen;Nederlanderschap verlening: zelfst. nat.;Kazachs;2023;18.0
7246;Mannen;Nederlanderschap verlening: zelfst. nat.;Keniaans;2022;14.0
7247;Mannen;Nederlanderschap verlening: zelfst. nat.;Keniaans;2023;24.0
7248;Mannen;Nederlanderschap verlening: zelfst. nat.;Kirgizisch;2022;3.0
7249;Mannen;Nederlanderschap verlening: zelfst. nat.;Kirgizisch;2023;5.0
7250;Mannen;Nederlanderschap verlening: zelfst. nat.;Kiribatisch;2022;0.0
7251;Mannen;Nederlanderschap verlening: zelfst. nat.;Kiribatisch;2023;0.0
7252;Mannen;Nederlanderschap verlening: zelfst. nat.;Koeweits;2022;0.0
7253;Mannen;Nederlanderschap verlening: zelfst. nat.;Koeweits;2023;0.0
7254;Mannen;Nederlanderschap verlening: zelfst. nat.;Kosovaars;2022;21.0
7255;Mannen;Nederlanderschap verlening: zelfst. nat.;Kosovaars;2023;20.0
7256;Mannen;Nederlanderschap verlening: zelfst. nat.;Kroatisch;2022;5.0
7257;Mannen;Nederlanderschap verlening: zelfst. nat.;Kroatisch;2023;11.0
7258;Mannen;Nederlanderschap verlening: zelfst. nat.;Laotiaans;2022;0.0
7259;Mannen;Nederlanderschap verlening: zelfst. nat.;Laotiaans;2023;1.0
7260;Mannen;Nederlanderschap verlening: zelfst. nat.;Lesothaans;2022;0.0
7261;Mannen;Nederlanderschap verlening: zelfst. nat.;Lesothaans;2023;0.0
7262;Mannen;Nederlanderschap verlening: zelfst. nat.;Lets;2022;14.0
7263;Mannen;Nederlanderschap verlening: zelfst. nat.;Lets;2023;20.0
7264;Mannen;Nederlanderschap verlening: zelfst. nat.;Libanees;2022;38.0
7265;Mannen;Nederlanderschap verlening: zelfst. nat.;Libanees;2023;63.0
7266;Mannen;Nederlanderschap verlening: zelfst. nat.;Liberiaans;2022;10.0
7267;Mannen;Nederlanderschap verlening: zelfst. nat.;Liberiaans;2023;13.0
7268;Mannen;Nederlanderschap verlening: zelfst. nat.;Libisch;2022;18.0
7269;Mannen;Nederlanderschap verlening: zelfst. nat.;Libisch;2023;16.0
7270;Mannen;Nederlanderschap verlening: zelfst. nat.;Liechtensteins;2022;0.0
7271;Mannen;Nederlanderschap verlening: zelfst. nat.;Liechtensteins;2023;0.0
7272;Mannen;Nederlanderschap verlening: zelfst. nat.;Litouws;2022;10.0
7273;Mannen;Nederlanderschap verlening: zelfst. nat.;Litouws;2023;24.0
7274;Mannen;Nederlanderschap verlening: zelfst. nat.;Luxemburgs;2022;0.0
7275;Mannen;Nederlanderschap verlening: zelfst. nat.;Luxemburgs;2023;0.0
7276;Mannen;Nederlanderschap verlening: zelfst. nat.;Macedonisch;2022;
7277;Mannen;Nederlanderschap verlening: zelfst. nat.;Macedonisch;2023;
7278;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Republiek Noord-Macedonië;2022;35.0
7279;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Republiek Noord-Macedonië;2023;38.0
7280;Mannen;Nederlanderschap verlening: zelfst. nat.;Madagaskisch;2022;0.0
7281;Mannen;Nederlanderschap verlening: zelfst. nat.;Madagaskisch;2023;2.0
7282;Mannen;Nederlanderschap verlening: zelfst. nat.;Malawisch;2022;2.0
7283;Mannen;Nederlanderschap verlening: zelfst. nat.;Malawisch;2023;1.0
7284;Mannen;Nederlanderschap verlening: zelfst. nat.;Maledivisch;2022;0.0
7285;Mannen;Nederlanderschap verlening: zelfst. nat.;Maledivisch;2023;2.0
7286;Mannen;Nederlanderschap verlening: zelfst. nat.;Maleisisch;2022;4.0
7287;Mannen;Nederlanderschap verlening: zelfst. nat.;Maleisisch;2023;8.0
7288;Mannen;Nederlanderschap verlening: zelfst. nat.;Malinees;2022;1.0
7289;Mannen;Nederlanderschap verlening: zelfst. nat.;Malinees;2023;0.0
7290;Mannen;Nederlanderschap verlening: zelfst. nat.;Maltees;2022;0.0
7291;Mannen;Nederlanderschap verlening: zelfst. nat.;Maltees;2023;0.0
7292;Mannen;Nederlanderschap verlening: zelfst. nat.;Marshalleilands;2022;0.0
7293;Mannen;Nederlanderschap verlening: zelfst. nat.;Marshalleilands;2023;0.0
7294;Mannen;Nederlanderschap verlening: zelfst. nat.;Marokkaans;2022;492.0
7295;Mannen;Nederlanderschap verlening: zelfst. nat.;Marokkaans;2023;723.0
7296;Mannen;Nederlanderschap verlening: zelfst. nat.;Mauritaans;2022;7.0
7297;Mannen;Nederlanderschap verlening: zelfst. nat.;Mauritaans;2023;3.0
7298;Mannen;Nederlanderschap verlening: zelfst. nat.;Mauritiaans;2022;2.0
7299;Mannen;Nederlanderschap verlening: zelfst. nat.;Mauritiaans;2023;1.0
7300;Mannen;Nederlanderschap verlening: zelfst. nat.;Mexicaans;2022;61.0
7301;Mannen;Nederlanderschap verlening: zelfst. nat.;Mexicaans;2023;84.0
7302;Mannen;Nederlanderschap verlening: zelfst. nat.;Micronesische;2022;0.0
7303;Mannen;Nederlanderschap verlening: zelfst. nat.;Micronesische;2023;0.0
7304;Mannen;Nederlanderschap verlening: zelfst. nat.;Moldavisch;2022;6.0
7305;Mannen;Nederlanderschap verlening: zelfst. nat.;Moldavisch;2023;8.0
7306;Mannen;Nederlanderschap verlening: zelfst. nat.;Monegaskisch;2022;0.0
7307;Mannen;Nederlanderschap verlening: zelfst. nat.;Monegaskisch;2023;0.0
7308;Mannen;Nederlanderschap verlening: zelfst. nat.;Mongools;2022;1.0
7309;Mannen;Nederlanderschap verlening: zelfst. nat.;Mongools;2023;6.0
7310;Mannen;Nederlanderschap verlening: zelfst. nat.;Montenegrijns;2022;7.0
7311;Mannen;Nederlanderschap verlening: zelfst. nat.;Montenegrijns;2023;11.0
7312;Mannen;Nederlanderschap verlening: zelfst. nat.;Mozambikaans;2022;3.0
7313;Mannen;Nederlanderschap verlening: zelfst. nat.;Mozambikaans;2023;1.0
7314;Mannen;Nederlanderschap verlening: zelfst. nat.;Myanmarees;2022;23.0
7315;Mannen;Nederlanderschap verlening: zelfst. nat.;Myanmarees;2023;12.0
7316;Mannen;Nederlanderschap verlening: zelfst. nat.;Namibisch;2022;1.0
7317;Mannen;Nederlanderschap verlening: zelfst. nat.;Namibisch;2023;7.0
7318;Mannen;Nederlanderschap verlening: zelfst. nat.;Nauruaans;2022;0.0
7319;Mannen;Nederlanderschap verlening: zelfst. nat.;Nauruaans;2023;0.0
7320;Mannen;Nederlanderschap verlening: zelfst. nat.;Nepalees;2022;33.0
7321;Mannen;Nederlanderschap verlening: zelfst. nat.;Nepalees;2023;43.0
7322;Mannen;Nederlanderschap verlening: zelfst. nat.;Nicaraguaans;2022;1.0
7323;Mannen;Nederlanderschap verlening: zelfst. nat.;Nicaraguaans;2023;7.0
7324;Mannen;Nederlanderschap verlening: zelfst. nat.;Nieuw-Zeelands;2022;3.0
7325;Mannen;Nederlanderschap verlening: zelfst. nat.;Nieuw-Zeelands;2023;6.0
7326;Mannen;Nederlanderschap verlening: zelfst. nat.;Nigerees;2022;6.0
7327;Mannen;Nederlanderschap verlening: zelfst. nat.;Nigerees;2023;5.0
7328;Mannen;Nederlanderschap verlening: zelfst. nat.;Nigeriaans;2022;82.0
7329;Mannen;Nederlanderschap verlening: zelfst. nat.;Nigeriaans;2023;124.0
7330;Mannen;Nederlanderschap verlening: zelfst. nat.;Noord-Koreaans;2022;0.0
7331;Mannen;Nederlanderschap verlening: zelfst. nat.;Noord-Koreaans;2023;1.0
7332;Mannen;Nederlanderschap verlening: zelfst. nat.;Noors;2022;0.0
7333;Mannen;Nederlanderschap verlening: zelfst. nat.;Noors;2023;0.0
7334;Mannen;Nederlanderschap verlening: zelfst. nat.;Oekraïens;2022;153.0
7335;Mannen;Nederlanderschap verlening: zelfst. nat.;Oekraïens;2023;211.0
7336;Mannen;Nederlanderschap verlening: zelfst. nat.;Oezbeeks;2022;10.0
7337;Mannen;Nederlanderschap verlening: zelfst. nat.;Oezbeeks;2023;11.0
7338;Mannen;Nederlanderschap verlening: zelfst. nat.;Omaans;2022;2.0
7339;Mannen;Nederlanderschap verlening: zelfst. nat.;Omaans;2023;0.0
7340;Mannen;Nederlanderschap verlening: zelfst. nat.;Oostenrijks;2022;2.0
7341;Mannen;Nederlanderschap verlening: zelfst. nat.;Oostenrijks;2023;1.0
7342;Mannen;Nederlanderschap verlening: zelfst. nat.;Pakistaans;2022;163.0
7343;Mannen;Nederlanderschap verlening: zelfst. nat.;Pakistaans;2023;272.0
7344;Mannen;Nederlanderschap verlening: zelfst. nat.;Palause;2022;0.0
7345;Mannen;Nederlanderschap verlening: zelfst. nat.;Palause;2023;0.0
7346;Mannen;Nederlanderschap verlening: zelfst. nat.;Panamees;2022;1.0
7347;Mannen;Nederlanderschap verlening: zelfst. nat.;Panamees;2023;2.0
7348;Mannen;Nederlanderschap verlening: zelfst. nat.;Papoea-Nieuw-Guinees;2022;0.0
7349;Mannen;Nederlanderschap verlening: zelfst. nat.;Papoea-Nieuw-Guinees;2023;0.0
7350;Mannen;Nederlanderschap verlening: zelfst. nat.;Paraguayaans;2022;1.0
7351;Mannen;Nederlanderschap verlening: zelfst. nat.;Paraguayaans;2023;0.0
7352;Mannen;Nederlanderschap verlening: zelfst. nat.;Peruaans;2022;12.0
7353;Mannen;Nederlanderschap verlening: zelfst. nat.;Peruaans;2023;23.0
7354;Mannen;Nederlanderschap verlening: zelfst. nat.;Pools;2022;79.0
7355;Mannen;Nederlanderschap verlening: zelfst. nat.;Pools;2023;108.0
7356;Mannen;Nederlanderschap verlening: zelfst. nat.;Portugees;2022;7.0
7357;Mannen;Nederlanderschap verlening: zelfst. nat.;Portugees;2023;14.0
7358;Mannen;Nederlanderschap verlening: zelfst. nat.;Qatarees;2022;0.0
7359;Mannen;Nederlanderschap verlening: zelfst. nat.;Qatarees;2023;0.0
7360;Mannen;Nederlanderschap verlening: zelfst. nat.;Roemeens;2022;38.0
7361;Mannen;Nederlanderschap verlening: zelfst. nat.;Roemeens;2023;76.0
7362;Mannen;Nederlanderschap verlening: zelfst. nat.;Russisch;2022;250.0
7363;Mannen;Nederlanderschap verlening: zelfst. nat.;Russisch;2023;474.0
7364;Mannen;Nederlanderschap verlening: zelfst. nat.;Rwandees;2022;11.0
7365;Mannen;Nederlanderschap verlening: zelfst. nat.;Rwandees;2023;5.0
7366;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger Saint Kitts en Nevis;2022;0.0
7367;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger Saint Kitts en Nevis;2023;1.0
7368;Mannen;Nederlanderschap verlening: zelfst. nat.;Saint Luciaans;2022;0.0
7369;Mannen;Nederlanderschap verlening: zelfst. nat.;Saint Luciaans;2023;1.0
7370;Mannen;Nederlanderschap verlening: zelfst. nat.;Salomonseilands;2022;0.0
7371;Mannen;Nederlanderschap verlening: zelfst. nat.;Salomonseilands;2023;0.0
7372;Mannen;Nederlanderschap verlening: zelfst. nat.;Salvadoraans;2022;3.0
7373;Mannen;Nederlanderschap verlening: zelfst. nat.;Salvadoraans;2023;11.0
7374;Mannen;Nederlanderschap verlening: zelfst. nat.;Samoaans;2022;0.0
7375;Mannen;Nederlanderschap verlening: zelfst. nat.;Samoaans;2023;0.0
7376;Mannen;Nederlanderschap verlening: zelfst. nat.;San Marinees;2022;0.0
7377;Mannen;Nederlanderschap verlening: zelfst. nat.;San Marinees;2023;0.0
7378;Mannen;Nederlanderschap verlening: zelfst. nat.;Saoedi-Arabisch;2022;2.0
7379;Mannen;Nederlanderschap verlening: zelfst. nat.;Saoedi-Arabisch;2023;1.0
7380;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van São Tomé en Principe;2022;0.0
7381;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van São Tomé en Principe;2023;1.0
7382;Mannen;Nederlanderschap verlening: zelfst. nat.;Senegalees;2022;14.0
7383;Mannen;Nederlanderschap verlening: zelfst. nat.;Senegalees;2023;18.0
7384;Mannen;Nederlanderschap verlening: zelfst. nat.;Servisch;2022;76.0
7385;Mannen;Nederlanderschap verlening: zelfst. nat.;Servisch;2023;80.0
7386;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Servië en Montenegro;2022;0.0
7387;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Servië en Montenegro;2023;0.0
7388;Mannen;Nederlanderschap verlening: zelfst. nat.;Seychels;2022;0.0
7389;Mannen;Nederlanderschap verlening: zelfst. nat.;Seychels;2023;0.0
7390;Mannen;Nederlanderschap verlening: zelfst. nat.;Sierra Leoons;2022;56.0
7391;Mannen;Nederlanderschap verlening: zelfst. nat.;Sierra Leoons;2023;38.0
7392;Mannen;Nederlanderschap verlening: zelfst. nat.;Singaporees;2022;2.0
7393;Mannen;Nederlanderschap verlening: zelfst. nat.;Singaporees;2023;2.0
7394;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger Sint Vincent en Grenadines;2022;0.0
7395;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger Sint Vincent en Grenadines;2023;0.0
7396;Mannen;Nederlanderschap verlening: zelfst. nat.;Sloveens;2022;0.0
7397;Mannen;Nederlanderschap verlening: zelfst. nat.;Sloveens;2023;0.0
7398;Mannen;Nederlanderschap verlening: zelfst. nat.;Slowaaks;2022;6.0
7399;Mannen;Nederlanderschap verlening: zelfst. nat.;Slowaaks;2023;7.0
7400;Mannen;Nederlanderschap verlening: zelfst. nat.;Soedanees;2022;88.0
7401;Mannen;Nederlanderschap verlening: zelfst. nat.;Soedanees;2023;83.0
7402;Mannen;Nederlanderschap verlening: zelfst. nat.;Somalisch;2022;145.0
7403;Mannen;Nederlanderschap verlening: zelfst. nat.;Somalisch;2023;127.0
7404;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van de Sovjet-Unie;2022;0.0
7405;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van de Sovjet-Unie;2023;0.0
7406;Mannen;Nederlanderschap verlening: zelfst. nat.;(voormalige) Sovjet-Unie;2022;606.0
7407;Mannen;Nederlanderschap verlening: zelfst. nat.;(voormalige) Sovjet-Unie;2023;940.0
7408;Mannen;Nederlanderschap verlening: zelfst. nat.;Spaans;2022;15.0
7409;Mannen;Nederlanderschap verlening: zelfst. nat.;Spaans;2023;21.0
7410;Mannen;Nederlanderschap verlening: zelfst. nat.;Sri Lankaans;2022;39.0
7411;Mannen;Nederlanderschap verlening: zelfst. nat.;Sri Lankaans;2023;37.0
7412;Mannen;Nederlanderschap verlening: zelfst. nat.;Surinaams;2022;156.0
7413;Mannen;Nederlanderschap verlening: zelfst. nat.;Surinaams;2023;222.0
7414;Mannen;Nederlanderschap verlening: zelfst. nat.;Swazisch;2022;
7415;Mannen;Nederlanderschap verlening: zelfst. nat.;Swazisch;2023;
7416;Mannen;Nederlanderschap verlening: zelfst. nat.;Syrisch;2022;4447.0
7417;Mannen;Nederlanderschap verlening: zelfst. nat.;Syrisch;2023;3642.0
7418;Mannen;Nederlanderschap verlening: zelfst. nat.;Tadzjieks;2022;5.0
7419;Mannen;Nederlanderschap verlening: zelfst. nat.;Tadzjieks;2023;4.0
7420;Mannen;Nederlanderschap verlening: zelfst. nat.;Taiwanees;2022;38.0
7421;Mannen;Nederlanderschap verlening: zelfst. nat.;Taiwanees;2023;61.0
7422;Mannen;Nederlanderschap verlening: zelfst. nat.;Tanzaniaans;2022;6.0
7423;Mannen;Nederlanderschap verlening: zelfst. nat.;Tanzaniaans;2023;10.0
7424;Mannen;Nederlanderschap verlening: zelfst. nat.;Thais;2022;24.0
7425;Mannen;Nederlanderschap verlening: zelfst. nat.;Thais;2023;30.0
7426;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Timor Leste;2022;0.0
7427;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Timor Leste;2023;0.0
7428;Mannen;Nederlanderschap verlening: zelfst. nat.;Togolees;2022;11.0
7429;Mannen;Nederlanderschap verlening: zelfst. nat.;Togolees;2023;9.0
7430;Mannen;Nederlanderschap verlening: zelfst. nat.;Tongaans;2022;0.0
7431;Mannen;Nederlanderschap verlening: zelfst. nat.;Tongaans;2023;0.0
7432;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Trinidad en Tobago;2022;7.0
7433;Mannen;Nederlanderschap verlening: zelfst. nat.;Burger van Trinidad en Tobago;2023;6.0
7434;Mannen;Nederlanderschap verlening: zelfst. nat.;Tsjadisch;2022;0.0
7435;Mannen;Nederlanderschap verlening: zelfst. nat.;Tsjadisch;2023;0.0
7436;Mannen;Nederlanderschap verlening: zelfst. nat.;Tsjechisch;2022;2.0
7437;Mannen;Nederlanderschap verlening: zelfst. nat.;Tsjechisch;2023;3.0
7438;Mannen;Nederlanderschap verlening: zelfst. nat.;Tsjecho-Slowaaks;2022;0.0
7439;Mannen;Nederlanderschap verlening: zelfst. nat.;Tsjecho-Slowaaks;2023;0.0
7440;Mannen;Nederlanderschap verlening: zelfst. nat.;(voormalig) Tsjecho-slowakije;2022;8.0
7441;Mannen;Nederlanderschap verlening: zelfst. nat.;(voormalig) Tsjecho-slowakije;2023;10.0
7442;Mannen;Nederlanderschap verlening: zelfst. nat.;Tunesisch;2022;61.0
7443;Mannen;Nederlanderschap verlening: zelfst. nat.;Tunesisch;2023;82.0
7444;Mannen;Nederlanderschap verlening: zelfst. nat.;Turkmeens;2022;1.0
7445;Mannen;Nederlanderschap verlening: zelfst. nat.;Turkmeens;2023;0.0
7446;Mannen;Nederlanderschap verlening: zelfst. nat.;Turks;2022;602.0
7447;Mannen;Nederlanderschap verlening: zelfst. nat.;Turks;2023;1078.0
