ID;Geslacht;Regeling;VorigeNationaliteit;Perioden;Nationaliteitswijzigingen_1
1784;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Afrika (exclusief Marokkaans);2022;18.0
1785;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Afrika (exclusief Marokkaans);2023;2.0
1786;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Azië (exclusief Indonesisch en Turks);2022;2.0
1787;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Azië (exclusief Indonesisch en Turks);2023;3.0
1788;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Amerika en Oceanië (exclusief Surinaams);2022;0.0
1789;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Amerika en Oceanië (exclusief Surinaams);2023;10.0
1790;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Afghaans;2022;0.0
1791;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Afghaans;2023;0.0
1792;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Albanees;2022;0.0
1793;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Albanees;2023;0.0
1794;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Algerijns;2022;0.0
1795;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Algerijns;2023;0.0
1796;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Amerikaans;2022;0.0
1797;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Amerikaans;2023;10.0
1798;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Andorrees;2022;0.0
1799;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Andorrees;2023;0.0
1800;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Angolees;2022;0.0
1801;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Angolees;2023;0.0
1802;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Antigua en Barbuda;2022;0.0
1803;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Antigua en Barbuda;2023;0.0
1804;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Argentijns;2022;0.0
1805;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Argentijns;2023;0.0
1806;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Armeens;2022;0.0
1807;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Armeens;2023;0.0
1808;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Australisch;2022;0.0
1809;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Australisch;2023;0.0
1810;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Azerbeidzjaans;2022;0.0
1811;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Azerbeidzjaans;2023;0.0
1812;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bahamaans;2022;0.0
1813;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bahamaans;2023;0.0
1814;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bahreins;2022;0.0
1815;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bahreins;2023;0.0
1816;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Barbadaans;2022;0.0
1817;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Barbadaans;2023;0.0
1818;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Belarussisch;2022;0.0
1819;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Belarussisch;2023;0.0
1820;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Belgisch;2022;0.0
1821;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Belgisch;2023;0.0
1822;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Belizaans;2022;0.0
1823;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Belizaans;2023;0.0
1824;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bengalees;2022;0.0
1825;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bengalees;2023;0.0
1826;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Benins;2022;0.0
1827;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Benins;2023;0.0
1828;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bhutaans;2022;0.0
1829;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bhutaans;2023;0.0
1830;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Boliviaans;2022;0.0
1831;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Boliviaans;2023;0.0
1832;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Bosnië-Herzegovina;2022;0.0
1833;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Bosnië-Herzegovina;2023;0.0
1834;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Botswaans;2022;0.0
1835;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Botswaans;2023;0.0
1836;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Braziliaans;2022;0.0
1837;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Braziliaans;2023;0.0
1838;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Brits;2022;0.0
1839;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Brits;2023;0.0
1840;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bruneis;2022;0.0
1841;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bruneis;2023;0.0
1842;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bulgaars;2022;0.0
1843;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Bulgaars;2023;0.0
1844;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burkinees;2022;0.0
1845;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burkinees;2023;0.0
1846;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burundees;2022;0.0
1847;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burundees;2023;0.0
1848;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Cambodjaans;2022;0.0
1849;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Cambodjaans;2023;0.0
1850;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Canadees;2022;0.0
1851;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Canadees;2023;0.0
1852;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Centraal-Afrikaans;2022;0.0
1853;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Centraal-Afrikaans;2023;0.0
1854;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Chileens;2022;0.0
1855;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Chileens;2023;0.0
1856;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Chinees;2022;0.0
1857;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Chinees;2023;0.0
1858;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Colombiaans;2022;0.0
1859;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Colombiaans;2023;0.0
1860;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Comorees;2022;0.0
1861;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Comorees;2023;0.0
1862;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Congo;2022;0.0
1863;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Congo;2023;0.0
1864;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Democratische Republiek Congo;2022;0.0
1865;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Democratische Republiek Congo;2023;0.0
1866;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Costa Ricaans;2022;0.0
1867;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Costa Ricaans;2023;0.0
1868;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Cubaans;2022;0.0
1869;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Cubaans;2023;0.0
1870;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Cyprisch;2022;0.0
1871;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Cyprisch;2023;0.0
1872;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Deens;2022;0.0
1873;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Deens;2023;0.0
1874;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Djiboutiaans;2022;0.0
1875;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Djiboutiaans;2023;0.0
1876;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Dominica;2022;0.0
1877;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Dominica;2023;0.0
1878;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Dominicaans;2022;0.0
1879;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Dominicaans;2023;0.0
1880;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Bondsrepubliek Duitsland;2022;0.0
1881;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Bondsrepubliek Duitsland;2023;0.0
1882;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ecuadoraans;2022;0.0
1883;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ecuadoraans;2023;0.0
1884;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Egyptisch;2022;0.0
1885;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Egyptisch;2023;0.0
1886;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Equatoriaal-Guinees;2022;0.0
1887;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Equatoriaal-Guinees;2023;0.0
1888;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Eritrees;2022;17.0
1889;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Eritrees;2023;2.0
1890;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Estisch;2022;0.0
1891;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Estisch;2023;0.0
1892;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Eswatinische;2022;0.0
1893;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Eswatinische;2023;0.0
1894;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ethiopisch;2022;1.0
1895;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ethiopisch;2023;0.0
1896;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Fijisch;2022;0.0
1897;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Fijisch;2023;0.0
1898;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Filippijns;2022;1.0
1899;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Filippijns;2023;1.0
1900;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Fins;2022;0.0
1901;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Fins;2023;0.0
1902;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Frans;2022;0.0
1903;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Frans;2023;0.0
1904;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Gabonees;2022;0.0
1905;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Gabonees;2023;0.0
1906;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Gambiaans;2022;0.0
1907;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Gambiaans;2023;0.0
1908;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Georgisch;2022;0.0
1909;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Georgisch;2023;0.0
1910;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ghanees;2022;0.0
1911;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ghanees;2023;0.0
1912;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Grenadaans;2022;0.0
1913;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Grenadaans;2023;0.0
1914;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Grieks;2022;0.0
1915;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Grieks;2023;0.0
1916;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guatemalaans;2022;0.0
1917;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guatemalaans;2023;0.0
1918;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guinee-Bissaus;2022;0.0
1919;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guinee-Bissaus;2023;0.0
1920;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guinees;2022;0.0
1921;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guinees;2023;0.0
1922;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guyaans;2022;0.0
1923;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Guyaans;2023;0.0
1924;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Haïtiaans;2022;0.0
1925;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Haïtiaans;2023;0.0
1926;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Hondurees;2022;0.0
1927;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Hondurees;2023;0.0
1928;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Hongaars;2022;0.0
1929;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Hongaars;2023;0.0
1930;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Iers;2022;0.0
1931;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Iers;2023;0.0
1932;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;IJslands;2022;0.0
1933;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;IJslands;2023;0.0
1934;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Indiaas;2022;0.0
1935;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Indiaas;2023;0.0
1936;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Indonesisch;2022;0.0
1937;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Indonesisch;2023;0.0
1938;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Iraaks;2022;0.0
1939;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Iraaks;2023;0.0
1940;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Iraans;2022;0.0
1941;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Iraans;2023;0.0
1942;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Israëlisch;2022;0.0
1943;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Israëlisch;2023;0.0
1944;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Italiaans;2022;0.0
1945;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Italiaans;2023;0.0
1946;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ivoriaans;2022;0.0
1947;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Ivoriaans;2023;0.0
1948;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Jamaicaans;2022;0.0
1949;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Jamaicaans;2023;0.0
1950;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Japans;2022;0.0
1951;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Japans;2023;0.0
1952;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Jemenitisch;2022;0.0
1953;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Jemenitisch;2023;0.0
1954;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Joegoslavisch;2022;0.0
1955;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Joegoslavisch;2023;0.0
1956;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;(voormalig) Joegoslavië;2022;0.0
1957;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;(voormalig) Joegoslavië;2023;0.0
1958;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Jordaans;2022;0.0
1959;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Jordaans;2023;0.0
1960;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kaapverdisch;2022;0.0
1961;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kaapverdisch;2023;0.0
1962;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kameroens;2022;0.0
1963;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kameroens;2023;0.0
1964;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kazachs;2022;0.0
1965;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kazachs;2023;0.0
1966;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Keniaans;2022;0.0
1967;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Keniaans;2023;0.0
1968;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kirgizisch;2022;0.0
1969;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kirgizisch;2023;0.0
1970;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kiribatisch;2022;0.0
1971;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kiribatisch;2023;0.0
1972;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Koeweits;2022;0.0
1973;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Koeweits;2023;0.0
1974;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kosovaars;2022;0.0
1975;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kosovaars;2023;0.0
1976;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kroatisch;2022;0.0
1977;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Kroatisch;2023;0.0
1978;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Laotiaans;2022;0.0
1979;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Laotiaans;2023;0.0
1980;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Lesothaans;2022;0.0
1981;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Lesothaans;2023;0.0
1982;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Lets;2022;0.0
1983;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Lets;2023;0.0
1984;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Libanees;2022;0.0
1985;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Libanees;2023;0.0
1986;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Liberiaans;2022;0.0
1987;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Liberiaans;2023;0.0
1988;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Libisch;2022;0.0
1989;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Libisch;2023;0.0
1990;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Liechtensteins;2022;0.0
1991;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Liechtensteins;2023;0.0
1992;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Litouws;2022;0.0
1993;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Litouws;2023;0.0
1994;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Luxemburgs;2022;0.0
1995;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Luxemburgs;2023;0.0
1996;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Macedonisch;2022;
1997;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Macedonisch;2023;
1998;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Republiek Noord-Macedonië;2022;0.0
1999;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Burger van Republiek Noord-Macedonië;2023;0.0
2000;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Madagaskisch;2022;0.0
2001;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Madagaskisch;2023;0.0
2002;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Malawisch;2022;0.0
2003;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Malawisch;2023;0.0
2004;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Maledivisch;2022;0.0
2005;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Maledivisch;2023;0.0
2006;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Maleisisch;2022;0.0
2007;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Maleisisch;2023;0.0
2008;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Malinees;2022;0.0
2009;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Malinees;2023;0.0
2010;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Maltees;2022;0.0
2011;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Maltees;2023;0.0
2012;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Marshalleilands;2022;0.0
2013;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Marshalleilands;2023;0.0
2014;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Marokkaans;2022;0.0
2015;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Marokkaans;2023;0.0
2016;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mauritaans;2022;0.0
2017;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mauritaans;2023;0.0
2018;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mauritiaans;2022;0.0
2019;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mauritiaans;2023;0.0
2020;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mexicaans;2022;0.0
2021;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mexicaans;2023;0.0
2022;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Micronesische;2022;0.0
2023;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Micronesische;2023;0.0
2024;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Moldavisch;2022;0.0
2025;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Moldavisch;2023;0.0
2026;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Monegaskisch;2022;0.0
2027;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Monegaskisch;2023;0.0
2028;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mongools;2022;0.0
2029;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mongools;2023;0.0
2030;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Montenegrijns;2022;0.0
2031;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Montenegrijns;2023;0.0
2032;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mozambikaans;2022;0.0
2033;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Mozambikaans;2023;0.0
2034;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Myanmarees;2022;0.0
2035;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Myanmarees;2023;0.0
2036;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Namibisch;2022;0.0
2037;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Namibisch;2023;0.0
2038;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nauruaans;2022;0.0
2039;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nauruaans;2023;0.0
2040;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nepalees;2022;0.0
2041;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nepalees;2023;0.0
2042;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nicaraguaans;2022;0.0
2043;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nicaraguaans;2023;0.0
2044;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nieuw-Zeelands;2022;0.0
2045;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nieuw-Zeelands;2023;0.0
2046;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nigerees;2022;0.0
2047;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nigerees;2023;0.0
2048;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nigeriaans;2022;0.0
2049;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Nigeriaans;2023;0.0
2050;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Noord-Koreaans;2022;0.0
2051;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Noord-Koreaans;2023;0.0
2052;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Noors;2022;0.0
2053;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Noors;2023;0.0
2054;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Oekraïens;2022;0.0
2055;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Oekraïens;2023;0.0
2056;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Oezbeeks;2022;0.0
2057;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Oezbeeks;2023;0.0
2058;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Omaans;2022;0.0
2059;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Omaans;2023;0.0
2060;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Oostenrijks;2022;0.0
2061;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Oostenrijks;2023;0.0
2062;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Pakistaans;2022;1.0
2063;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Pakistaans;2023;0.0
2064;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Palause;2022;0.0
2065;Totaal mannen en vrouwen;Nederlanderschap van rechtswege: overig;Palause;2023;0.0
