ID;Mineralen;Mestsoorten;Perioden;TotaalAfzetBuitenDeLandbouw_1;MestexportNetto_2;HobbybedrijvenEnParticulieren_3;Natuurterreinen_4;Mestverwerking_5
325;Stikstof (N);Vaste varkensmest;2009;0.0;0.0;0.0;0.0;0.0
326;Stikstof (N);Vaste varkensmest;2010;1.2;0.8;0.4;0.0;0.0
327;Stikstof (N);Vaste varkensmest;2011;0.8;0.5;0.2;0.0;0.0
328;Stikstof (N);Vaste varkensmest;2012;0.7;0.5;0.2;0.0;0.0
329;Stikstof (N);Vaste varkensmest;2013;0.8;0.5;0.2;0.0;0.0
330;Stikstof (N);Vaste varkensmest;2014;0.7;0.6;0.1;0.0;0.0
331;Stikstof (N);Vaste varkensmest;2015;0.3;0.2;0.1;0.0;0.0
332;Stikstof (N);Vaste varkensmest;2016;0.2;0.2;0.1;0.0;0.0
333;Stikstof (N);Vaste varkensmest;2017;0.2;0.2;0.1;0.0;0.0
334;Stikstof (N);Vaste varkensmest;2018;0.4;0.3;0.1;0.0;0.0
335;Stikstof (N);Vaste varkensmest;2019;0.4;0.3;0.1;0.0;0.0
336;Stikstof (N);Vaste varkensmest;2020;0.5;0.4;0.0;0.0;0.0
337;Stikstof (N);Vaste varkensmest;2021;0.4;0.4;0.0;0.0;0.0
338;Stikstof (N);Vaste varkensmest;2022;0.4;0.4;0.0;0.0;0.0
339;Stikstof (N);Vaste varkensmest;2023;0.3;0.3;0.0;0.0;0.0
340;Stikstof (N);Gescheiden varkensmest;1990;0.0;0.0;0.0;;0.0
341;Stikstof (N);Gescheiden varkensmest;1991;0.0;0.0;0.0;;0.0
342;Stikstof (N);Gescheiden varkensmest;1992;0.0;0.0;0.0;;0.0
343;Stikstof (N);Gescheiden varkensmest;1993;0.0;0.0;0.0;;0.0
344;Stikstof (N);Gescheiden varkensmest;1994;0.0;0.0;0.0;;0.0
345;Stikstof (N);Gescheiden varkensmest;1995;0.0;0.0;0.0;;0.0
346;Stikstof (N);Gescheiden varkensmest;1996;0.0;0.0;0.0;;0.0
347;Stikstof (N);Gescheiden varkensmest;1997;0.0;0.0;0.0;;0.0
348;Stikstof (N);Gescheiden varkensmest;1998;0.0;0.0;0.0;;0.0
349;Stikstof (N);Gescheiden varkensmest;1999;0.0;0.0;0.0;;0.0
350;Stikstof (N);Gescheiden varkensmest;2000;0.0;0.0;0.0;;0.0
351;Stikstof (N);Gescheiden varkensmest;2001;0.0;0.0;0.0;;0.0
352;Stikstof (N);Gescheiden varkensmest;2002;0.0;0.0;0.0;;0.0
353;Stikstof (N);Gescheiden varkensmest;2003;0.0;0.0;0.0;;0.0
354;Stikstof (N);Gescheiden varkensmest;2004;0.0;0.0;0.0;;0.0
355;Stikstof (N);Gescheiden varkensmest;2005;0.0;0.0;0.0;;0.0
356;Stikstof (N);Gescheiden varkensmest;2006;0.0;0.0;0.0;0.0;0.0
357;Stikstof (N);Gescheiden varkensmest;2007;0.0;0.0;0.0;0.0;0.0
358;Stikstof (N);Gescheiden varkensmest;2008;0.0;0.0;0.0;0.0;0.0
359;Stikstof (N);Gescheiden varkensmest;2009;0.4;0.4;0.0;0.0;0.0
360;Stikstof (N);Gescheiden varkensmest;2010;0.4;0.4;0.0;0.0;0.0
361;Stikstof (N);Gescheiden varkensmest;2011;0.8;0.8;0.0;0.0;0.0
362;Stikstof (N);Gescheiden varkensmest;2012;1.3;1.3;0.0;0.0;0.0
363;Stikstof (N);Gescheiden varkensmest;2013;1.8;1.8;0.0;0.0;0.0
364;Stikstof (N);Gescheiden varkensmest;2014;2.6;2.6;0.0;0.0;0.0
365;Stikstof (N);Gescheiden varkensmest;2015;4.2;4.2;0.0;0.0;0.0
366;Stikstof (N);Gescheiden varkensmest;2016;5.8;5.8;0.0;0.0;0.0
367;Stikstof (N);Gescheiden varkensmest;2017;5.6;5.6;0.0;0.0;0.0
368;Stikstof (N);Gescheiden varkensmest;2018;6.1;6.1;0.0;0.0;0.0
369;Stikstof (N);Gescheiden varkensmest;2019;6.8;6.8;0.0;0.0;0.0
370;Stikstof (N);Gescheiden varkensmest;2020;6.0;6.0;0.0;0.0;0.0
371;Stikstof (N);Gescheiden varkensmest;2021;6.2;6.2;0.0;0.0;0.0
372;Stikstof (N);Gescheiden varkensmest;2022;6.1;6.1;0.0;0.0;0.0
373;Stikstof (N);Gescheiden varkensmest;2023;5.7;5.7;0.0;0.0;0.0
374;Stikstof (N);Dunne vleesvarkensmest;1990;2.9;0.3;2.6;;0.0
375;Stikstof (N);Dunne vleesvarkensmest;1991;6.1;0.0;6.1;;0.0
376;Stikstof (N);Dunne vleesvarkensmest;1992;6.7;0.0;6.7;;0.0
377;Stikstof (N);Dunne vleesvarkensmest;1993;6.8;0.0;6.8;;0.0
378;Stikstof (N);Dunne vleesvarkensmest;1994;8.3;0.4;7.2;;0.7
379;Stikstof (N);Dunne vleesvarkensmest;1995;8.2;0.7;7.4;;0.0
380;Stikstof (N);Dunne vleesvarkensmest;1996;7.7;0.2;7.5;;0.0
381;Stikstof (N);Dunne vleesvarkensmest;1997;9.4;0.2;9.0;;0.2
382;Stikstof (N);Dunne vleesvarkensmest;1998;9.1;0.2;8.9;;0.0
383;Stikstof (N);Dunne vleesvarkensmest;1999;6.6;0.6;6.0;;0.0
384;Stikstof (N);Dunne vleesvarkensmest;2000;3.3;0.0;3.2;;0.2
385;Stikstof (N);Dunne vleesvarkensmest;2001;13.9;2.2;11.7;;0.0
386;Stikstof (N);Dunne vleesvarkensmest;2002;9.3;1.7;7.6;;0.0
387;Stikstof (N);Dunne vleesvarkensmest;2003;8.4;1.1;7.3;;0.0
388;Stikstof (N);Dunne vleesvarkensmest;2004;9.7;1.0;8.7;;0.0
389;Stikstof (N);Dunne vleesvarkensmest;2005;7.9;2.7;5.2;;0.0
390;Stikstof (N);Dunne vleesvarkensmest;2006;4.0;0.9;3.1;0.0;0.0
391;Stikstof (N);Dunne vleesvarkensmest;2007;4.2;0.8;3.3;0.0;0.0
392;Stikstof (N);Dunne vleesvarkensmest;2008;5.5;3.7;1.8;0.0;0.0
393;Stikstof (N);Dunne vleesvarkensmest;2009;7.3;5.4;1.9;0.0;0.0
394;Stikstof (N);Dunne vleesvarkensmest;2010;6.6;3.0;3.6;0.0;0.0
395;Stikstof (N);Dunne vleesvarkensmest;2011;7.6;3.2;4.4;0.0;0.0
396;Stikstof (N);Dunne vleesvarkensmest;2012;9.8;5.2;4.6;0.0;0.0
397;Stikstof (N);Dunne vleesvarkensmest;2013;9.7;4.7;5.0;0.0;0.0
398;Stikstof (N);Dunne vleesvarkensmest;2014;9.1;6.2;2.9;0.0;0.0
399;Stikstof (N);Dunne vleesvarkensmest;2015;8.9;7.1;1.8;0.0;0.0
400;Stikstof (N);Dunne vleesvarkensmest;2016;8.5;6.9;1.5;0.0;0.0
401;Stikstof (N);Dunne vleesvarkensmest;2017;9.4;7.8;1.7;0.0;0.0
402;Stikstof (N);Dunne vleesvarkensmest;2018;7.3;6.0;1.3;0.0;0.0
403;Stikstof (N);Dunne vleesvarkensmest;2019;7.8;6.5;1.4;0.0;0.0
404;Stikstof (N);Dunne vleesvarkensmest;2020;8.1;6.9;1.1;0.0;0.0
405;Stikstof (N);Dunne vleesvarkensmest;2021;6.5;5.5;1.0;0.0;0.0
406;Stikstof (N);Dunne vleesvarkensmest;2022;5.1;4.3;0.9;0.0;0.0
407;Stikstof (N);Dunne vleesvarkensmest;2023;4.9;4.4;0.5;0.0;0.0
408;Stikstof (N);Dunne fokvarkensmest;1990;0.9;0.0;0.9;;0.0
409;Stikstof (N);Dunne fokvarkensmest;1991;0.2;0.0;0.2;;0.0
410;Stikstof (N);Dunne fokvarkensmest;1992;0.2;0.0;0.2;;0.0
411;Stikstof (N);Dunne fokvarkensmest;1993;0.2;0.0;0.2;;0.0
412;Stikstof (N);Dunne fokvarkensmest;1994;0.5;0.3;0.2;;0.0
413;Stikstof (N);Dunne fokvarkensmest;1995;0.6;0.3;0.3;;0.0
414;Stikstof (N);Dunne fokvarkensmest;1996;0.5;0.2;0.3;;0.0
415;Stikstof (N);Dunne fokvarkensmest;1997;0.5;0.2;0.4;;0.0
416;Stikstof (N);Dunne fokvarkensmest;1998;0.6;0.0;0.4;;0.2
417;Stikstof (N);Dunne fokvarkensmest;1999;0.4;0.0;0.4;;0.0
418;Stikstof (N);Dunne fokvarkensmest;2000;0.3;0.0;0.3;;0.0
419;Stikstof (N);Dunne fokvarkensmest;2001;0.4;0.2;0.2;;0.0
420;Stikstof (N);Dunne fokvarkensmest;2002;0.1;0.0;0.1;;0.0
421;Stikstof (N);Dunne fokvarkensmest;2003;0.3;0.2;0.2;;0.0
422;Stikstof (N);Dunne fokvarkensmest;2004;0.3;0.2;0.2;;0.0
423;Stikstof (N);Dunne fokvarkensmest;2005;3.1;0.8;2.3;;0.0
424;Stikstof (N);Dunne fokvarkensmest;2006;4.5;0.3;4.1;0.0;0.0
425;Stikstof (N);Dunne fokvarkensmest;2007;5.2;1.5;3.7;0.0;0.0
426;Stikstof (N);Dunne fokvarkensmest;2008;7.3;3.9;3.4;0.0;0.0
427;Stikstof (N);Dunne fokvarkensmest;2009;4.3;1.2;3.1;0.0;0.0
428;Stikstof (N);Dunne fokvarkensmest;2010;1.5;0.3;1.2;0.0;0.0
429;Stikstof (N);Dunne fokvarkensmest;2011;1.7;0.3;1.4;0.0;0.0
430;Stikstof (N);Dunne fokvarkensmest;2012;2.0;0.5;1.5;0.0;0.0
431;Stikstof (N);Dunne fokvarkensmest;2013;2.0;0.4;1.5;0.0;0.0
432;Stikstof (N);Dunne fokvarkensmest;2014;1.8;0.7;1.2;0.0;0.0
433;Stikstof (N);Dunne fokvarkensmest;2015;2.0;1.0;0.9;0.0;0.0
434;Stikstof (N);Dunne fokvarkensmest;2016;2.2;1.3;0.9;0.0;0.0
435;Stikstof (N);Dunne fokvarkensmest;2017;2.5;1.5;1.0;0.0;0.0
436;Stikstof (N);Dunne fokvarkensmest;2018;2.5;1.6;0.8;0.0;0.0
437;Stikstof (N);Dunne fokvarkensmest;2019;2.9;2.0;0.8;0.0;0.0
438;Stikstof (N);Dunne fokvarkensmest;2020;3.5;2.7;0.8;0.0;0.0
439;Stikstof (N);Dunne fokvarkensmest;2021;2.5;1.8;0.7;0.0;0.0
440;Stikstof (N);Dunne fokvarkensmest;2022;2.3;1.7;0.7;0.0;0.0
441;Stikstof (N);Dunne fokvarkensmest;2023;1.9;1.6;0.4;0.0;0.0
442;Stikstof (N);Dunne legpluimveemest;1990;4.1;0.0;4.1;;0.0
443;Stikstof (N);Dunne legpluimveemest;1991;0.3;0.0;0.3;;0.0
444;Stikstof (N);Dunne legpluimveemest;1992;0.3;0.0;0.3;;0.0
445;Stikstof (N);Dunne legpluimveemest;1993;0.3;0.0;0.3;;0.0
446;Stikstof (N);Dunne legpluimveemest;1994;1.8;1.6;0.3;;0.0
447;Stikstof (N);Dunne legpluimveemest;1995;1.5;1.2;0.3;;0.0
448;Stikstof (N);Dunne legpluimveemest;1996;1.0;0.7;0.3;;0.0
449;Stikstof (N);Dunne legpluimveemest;1997;0.3;0.0;0.3;;0.0
450;Stikstof (N);Dunne legpluimveemest;1998;0.4;0.2;0.3;;0.0
451;Stikstof (N);Dunne legpluimveemest;1999;0.5;0.2;0.3;;0.0
452;Stikstof (N);Dunne legpluimveemest;2000;0.7;0.5;0.2;;0.0
453;Stikstof (N);Dunne legpluimveemest;2001;0.3;0.3;0.0;;0.0
454;Stikstof (N);Dunne legpluimveemest;2002;0.0;0.0;0.0;;0.0
455;Stikstof (N);Dunne legpluimveemest;2003;0.4;0.0;0.4;;0.0
456;Stikstof (N);Dunne legpluimveemest;2004;0.4;0.0;0.4;;0.0
457;Stikstof (N);Dunne legpluimveemest;2005;0.3;0.0;0.3;;0.0
458;Stikstof (N);Dunne legpluimveemest;2006;0.0;0.0;0.0;0.0;0.0
459;Stikstof (N);Dunne legpluimveemest;2007;0.0;0.0;0.0;0.0;0.0
460;Stikstof (N);Dunne legpluimveemest;2008;0.0;0.0;0.0;0.0;0.0
461;Stikstof (N);Dunne legpluimveemest;2009;0.0;0.0;0.0;0.0;0.0
462;Stikstof (N);Dunne legpluimveemest;2010;0.0;0.0;0.0;0.0;0.0
463;Stikstof (N);Dunne legpluimveemest;2011;0.0;0.0;0.0;0.0;0.0
464;Stikstof (N);Dunne legpluimveemest;2012;0.0;0.0;0.0;0.0;0.0
465;Stikstof (N);Dunne legpluimveemest;2013;0.0;0.0;0.0;0.0;0.0
466;Stikstof (N);Dunne legpluimveemest;2014;0.0;0.0;0.0;0.0;0.0
467;Stikstof (N);Dunne legpluimveemest;2015;0.0;0.0;0.0;0.0;0.0
468;Stikstof (N);Dunne legpluimveemest;2016;0.0;0.0;0.0;0.0;0.0
469;Stikstof (N);Dunne legpluimveemest;2017;0.0;0.0;0.0;0.0;0.0
470;Stikstof (N);Dunne legpluimveemest;2018;0.0;0.0;0.0;0.0;0.0
471;Stikstof (N);Dunne legpluimveemest;2019;0.0;0.0;0.0;0.0;0.0
472;Stikstof (N);Dunne legpluimveemest;2020;0.0;0.0;0.0;0.0;0.0
473;Stikstof (N);Dunne legpluimveemest;2021;0.0;0.0;0.0;0.0;0.0
474;Stikstof (N);Dunne legpluimveemest;2022;0.0;0.0;0.0;0.0;0.0
475;Stikstof (N);Dunne legpluimveemest;2023;0.0;0.0;0.0;0.0;0.0
476;Stikstof (N);Vaste legpluimveemest;1990;0.0;0.0;0.0;;0.0
477;Stikstof (N);Vaste legpluimveemest;1991;0.0;0.0;0.0;;0.0
478;Stikstof (N);Vaste legpluimveemest;1992;0.0;0.0;0.0;;0.0
479;Stikstof (N);Vaste legpluimveemest;1993;0.0;0.0;0.0;;0.0
480;Stikstof (N);Vaste legpluimveemest;1994;1.2;1.2;0.0;;0.0
481;Stikstof (N);Vaste legpluimveemest;1995;1.4;1.4;0.0;;0.0
482;Stikstof (N);Vaste legpluimveemest;1996;0.7;0.7;0.0;;0.0
483;Stikstof (N);Vaste legpluimveemest;1997;0.5;0.5;0.0;;0.0
484;Stikstof (N);Vaste legpluimveemest;1998;0.5;0.5;0.0;;0.0
485;Stikstof (N);Vaste legpluimveemest;1999;2.2;2.2;0.0;;0.0
486;Stikstof (N);Vaste legpluimveemest;2000;4.3;4.3;0.0;;0.0
487;Stikstof (N);Vaste legpluimveemest;2001;6.2;5.6;0.0;;0.5
488;Stikstof (N);Vaste legpluimveemest;2002;7.0;6.1;0.0;;0.9
489;Stikstof (N);Vaste legpluimveemest;2003;3.4;3.0;0.0;;0.4
490;Stikstof (N);Vaste legpluimveemest;2004;9.5;8.6;0.0;;0.8
491;Stikstof (N);Vaste legpluimveemest;2005;13.6;12.7;0.0;;0.9
492;Stikstof (N);Vaste legpluimveemest;2006;8.8;8.3;0.1;0.0;0.4
493;Stikstof (N);Vaste legpluimveemest;2007;15.3;15.2;0.0;0.0;0.0
494;Stikstof (N);Vaste legpluimveemest;2008;18.7;14.0;0.0;0.0;4.6
495;Stikstof (N);Vaste legpluimveemest;2009;21.3;14.6;0.0;0.0;6.7
496;Stikstof (N);Vaste legpluimveemest;2010;25.9;18.1;0.2;0.0;7.6
497;Stikstof (N);Vaste legpluimveemest;2011;24.4;16.7;0.6;0.0;7.1
498;Stikstof (N);Vaste legpluimveemest;2012;21.9;14.4;0.6;0.0;7.0
499;Stikstof (N);Vaste legpluimveemest;2013;23.8;16.1;0.4;0.0;7.3
500;Stikstof (N);Vaste legpluimveemest;2014;24.0;17.5;0.1;0.0;6.5
501;Stikstof (N);Vaste legpluimveemest;2015;24.4;17.6;0.0;0.0;6.8
502;Stikstof (N);Vaste legpluimveemest;2016;24.0;17.5;0.0;0.0;6.4
503;Stikstof (N);Vaste legpluimveemest;2017;21.7;16.0;0.0;0.0;5.6
504;Stikstof (N);Vaste legpluimveemest;2018;19.6;16.0;0.0;0.0;3.5
505;Stikstof (N);Vaste legpluimveemest;2019;22.2;16.9;0.0;0.0;5.3
506;Stikstof (N);Vaste legpluimveemest;2020;21.3;15.9;0.0;0.0;5.4
507;Stikstof (N);Vaste legpluimveemest;2021;18.4;13.9;0.0;0.0;4.6
508;Stikstof (N);Vaste legpluimveemest;2022;17.3;13.1;0.0;0.0;4.2
509;Stikstof (N);Vaste legpluimveemest;2023;18.0;13.2;0.0;0.0;4.8
510;Stikstof (N);Vleeskuikenmest;1990;11.4;6.4;0.0;;4.9
511;Stikstof (N);Vleeskuikenmest;1991;8.3;8.3;0.0;;0.0
512;Stikstof (N);Vleeskuikenmest;1992;13.1;13.1;0.0;;0.0
513;Stikstof (N);Vleeskuikenmest;1993;17.4;17.4;0.0;;0.0
514;Stikstof (N);Vleeskuikenmest;1994;19.1;19.1;0.0;;0.0
515;Stikstof (N);Vleeskuikenmest;1995;21.4;21.4;0.0;;0.0
516;Stikstof (N);Vleeskuikenmest;1996;11.9;11.9;0.0;;0.0
517;Stikstof (N);Vleeskuikenmest;1997;9.0;9.0;0.0;;0.0
518;Stikstof (N);Vleeskuikenmest;1998;7.6;7.6;0.0;;0.0
519;Stikstof (N);Vleeskuikenmest;1999;10.3;10.3;0.0;;0.0
520;Stikstof (N);Vleeskuikenmest;2000;12.1;12.1;0.0;;0.0
521;Stikstof (N);Vleeskuikenmest;2001;14.6;14.6;0.0;;0.0
522;Stikstof (N);Vleeskuikenmest;2002;17.5;17.5;0.0;;0.0
523;Stikstof (N);Vleeskuikenmest;2003;6.1;6.1;0.0;;0.0
524;Stikstof (N);Vleeskuikenmest;2004;3.4;3.4;0.0;;0.0
525;Stikstof (N);Vleeskuikenmest;2005;8.9;8.9;0.0;;0.0
526;Stikstof (N);Vleeskuikenmest;2006;6.8;6.7;0.0;0.0;0.0
527;Stikstof (N);Vleeskuikenmest;2007;9.7;9.6;0.0;0.0;0.0
528;Stikstof (N);Vleeskuikenmest;2008;12.0;9.6;0.0;0.0;2.3
529;Stikstof (N);Vleeskuikenmest;2009;13.5;7.1;0.0;0.0;6.4
530;Stikstof (N);Vleeskuikenmest;2010;15.9;6.3;0.1;0.0;9.5
531;Stikstof (N);Vleeskuikenmest;2011;15.7;7.5;0.2;0.0;8.0
532;Stikstof (N);Vleeskuikenmest;2012;14.8;3.4;0.3;0.0;11.1
533;Stikstof (N);Vleeskuikenmest;2013;15.4;5.3;0.2;0.0;9.9
534;Stikstof (N);Vleeskuikenmest;2014;14.0;4.3;0.1;0.0;9.6
535;Stikstof (N);Vleeskuikenmest;2015;15.2;5.8;0.0;0.0;9.4
536;Stikstof (N);Vleeskuikenmest;2016;15.2;6.2;0.0;0.0;9.0
537;Stikstof (N);Vleeskuikenmest;2017;14.2;4.7;0.0;0.0;9.4
538;Stikstof (N);Vleeskuikenmest;2018;13.4;5.3;0.0;0.0;8.1
539;Stikstof (N);Vleeskuikenmest;2019;13.9;4.0;0.0;0.0;9.9
540;Stikstof (N);Vleeskuikenmest;2020;13.2;3.9;0.0;0.0;9.3
541;Stikstof (N);Vleeskuikenmest;2021;12.9;3.7;0.0;0.0;9.2
542;Stikstof (N);Vleeskuikenmest;2022;13.3;2.0;0.0;0.0;11.3
543;Stikstof (N);Vleeskuikenmest;2023;11.9;3.6;0.0;0.0;8.3
544;Stikstof (N);Eendenmest;1990;0.0;0.0;0.0;;0.0
545;Stikstof (N);Eendenmest;1991;0.0;0.0;0.0;;0.0
546;Stikstof (N);Eendenmest;1992;0.0;0.0;0.0;;0.0
547;Stikstof (N);Eendenmest;1993;0.0;0.0;0.0;;0.0
548;Stikstof (N);Eendenmest;1994;0.0;0.0;0.0;;0.0
549;Stikstof (N);Eendenmest;1995;0.0;0.0;0.0;;0.0
550;Stikstof (N);Eendenmest;1996;0.0;0.0;0.0;;0.0
551;Stikstof (N);Eendenmest;1997;0.0;0.0;0.0;;0.0
552;Stikstof (N);Eendenmest;1998;0.0;0.0;0.0;;0.0
553;Stikstof (N);Eendenmest;1999;0.0;0.0;0.0;;0.0
554;Stikstof (N);Eendenmest;2000;0.0;0.0;0.0;;0.0
555;Stikstof (N);Eendenmest;2001;0.0;0.0;0.0;;0.0
556;Stikstof (N);Eendenmest;2002;0.0;0.0;0.0;;0.0
557;Stikstof (N);Eendenmest;2003;0.0;0.0;0.0;;0.0
558;Stikstof (N);Eendenmest;2004;0.0;0.0;0.0;;0.0
559;Stikstof (N);Eendenmest;2005;0.0;0.0;0.0;;0.0
560;Stikstof (N);Eendenmest;2006;0.0;0.0;0.0;0.0;0.0
561;Stikstof (N);Eendenmest;2007;0.0;0.0;0.0;0.0;0.0
562;Stikstof (N);Eendenmest;2008;0.1;0.1;0.0;0.0;0.0
563;Stikstof (N);Eendenmest;2009;0.1;0.1;0.0;0.0;0.0
564;Stikstof (N);Eendenmest;2010;0.2;0.2;0.0;0.0;0.0
565;Stikstof (N);Eendenmest;2011;0.2;0.1;0.0;0.0;0.0
566;Stikstof (N);Eendenmest;2012;0.2;0.1;0.1;0.0;0.0
567;Stikstof (N);Eendenmest;2013;0.2;0.0;0.2;0.0;0.0
568;Stikstof (N);Eendenmest;2014;0.2;0.2;0.0;0.0;0.0
569;Stikstof (N);Eendenmest;2015;0.3;0.3;0.0;0.0;0.0
570;Stikstof (N);Eendenmest;2016;0.4;0.4;0.0;0.0;0.0
571;Stikstof (N);Eendenmest;2017;0.3;0.2;0.0;0.0;0.0
572;Stikstof (N);Eendenmest;2018;0.2;0.2;0.0;0.0;0.0
573;Stikstof (N);Eendenmest;2019;0.2;0.2;0.0;0.0;0.0
574;Stikstof (N);Eendenmest;2020;0.1;0.1;0.0;0.0;0.0
575;Stikstof (N);Eendenmest;2021;0.2;0.2;0.0;0.0;0.0
576;Stikstof (N);Eendenmest;2022;0.1;0.1;0.0;0.0;0.0
577;Stikstof (N);Eendenmest;2023;0.2;0.2;0.0;0.0;0.0
578;Stikstof (N);Kalkoenenmest;1990;0.0;0.0;0.0;;0.0
579;Stikstof (N);Kalkoenenmest;1991;0.0;0.0;0.0;;0.0
580;Stikstof (N);Kalkoenenmest;1992;0.0;0.0;0.0;;0.0
581;Stikstof (N);Kalkoenenmest;1993;0.0;0.0;0.0;;0.0
582;Stikstof (N);Kalkoenenmest;1994;0.0;0.0;0.0;;0.0
583;Stikstof (N);Kalkoenenmest;1995;0.0;0.0;0.0;;0.0
584;Stikstof (N);Kalkoenenmest;1996;0.0;0.0;0.0;;0.0
585;Stikstof (N);Kalkoenenmest;1997;0.0;0.0;0.0;;0.0
586;Stikstof (N);Kalkoenenmest;1998;0.0;0.0;0.0;;0.0
587;Stikstof (N);Kalkoenenmest;1999;0.0;0.0;0.0;;0.0
588;Stikstof (N);Kalkoenenmest;2000;0.0;0.0;0.0;;0.0
589;Stikstof (N);Kalkoenenmest;2001;0.0;0.0;0.0;;0.0
590;Stikstof (N);Kalkoenenmest;2002;0.0;0.0;0.0;;0.0
591;Stikstof (N);Kalkoenenmest;2003;0.0;0.0;0.0;;0.0
592;Stikstof (N);Kalkoenenmest;2004;0.0;0.0;0.0;;0.0
593;Stikstof (N);Kalkoenenmest;2005;0.0;0.0;0.0;;0.0
594;Stikstof (N);Kalkoenenmest;2006;1.1;1.1;0.0;0.0;0.0
595;Stikstof (N);Kalkoenenmest;2007;0.8;0.8;0.0;0.0;0.0
596;Stikstof (N);Kalkoenenmest;2008;1.1;0.7;0.0;0.0;0.4
597;Stikstof (N);Kalkoenenmest;2009;1.2;0.6;0.0;0.0;0.6
598;Stikstof (N);Kalkoenenmest;2010;1.2;0.4;0.0;0.0;0.8
599;Stikstof (N);Kalkoenenmest;2011;1.0;0.4;0.0;0.0;0.5
600;Stikstof (N);Kalkoenenmest;2012;0.7;0.2;0.0;0.0;0.5
601;Stikstof (N);Kalkoenenmest;2013;0.8;0.3;0.0;0.0;0.5
602;Stikstof (N);Kalkoenenmest;2014;0.7;0.2;0.0;0.0;0.5
603;Stikstof (N);Kalkoenenmest;2015;0.6;0.1;0.0;0.0;0.5
604;Stikstof (N);Kalkoenenmest;2016;0.4;0.1;0.0;0.0;0.4
605;Stikstof (N);Kalkoenenmest;2017;0.6;0.1;0.0;0.0;0.5
606;Stikstof (N);Kalkoenenmest;2018;0.6;0.2;0.0;0.0;0.4
607;Stikstof (N);Kalkoenenmest;2019;0.5;0.0;0.0;0.0;0.5
608;Stikstof (N);Kalkoenenmest;2020;0.5;0.0;0.0;0.0;0.5
609;Stikstof (N);Kalkoenenmest;2021;0.6;0.1;0.0;0.0;0.5
610;Stikstof (N);Kalkoenenmest;2022;0.4;0.0;0.0;0.0;0.4
611;Stikstof (N);Kalkoenenmest;2023;0.4;0.0;0.0;0.0;0.4
612;Stikstof (N);Pluimveemestkorrels;1990;0.3;0.3;0.0;;0.0
613;Stikstof (N);Pluimveemestkorrels;1991;0.0;0.0;0.0;;0.0
614;Stikstof (N);Pluimveemestkorrels;1992;0.0;0.0;0.0;;0.0
615;Stikstof (N);Pluimveemestkorrels;1993;0.0;0.0;0.0;;0.0
616;Stikstof (N);Pluimveemestkorrels;1994;0.0;0.0;0.0;;0.0
617;Stikstof (N);Pluimveemestkorrels;1995;0.1;0.1;0.0;;0.0
618;Stikstof (N);Pluimveemestkorrels;1996;0.4;0.4;0.0;;0.0
619;Stikstof (N);Pluimveemestkorrels;1997;1.1;1.1;0.0;;0.0
620;Stikstof (N);Pluimveemestkorrels;1998;3.4;3.4;0.0;;0.0
621;Stikstof (N);Pluimveemestkorrels;1999;3.9;3.9;0.0;;0.0
622;Stikstof (N);Pluimveemestkorrels;2000;3.3;3.3;0.0;;0.0
623;Stikstof (N);Pluimveemestkorrels;2001;3.5;3.5;0.0;;0.0
624;Stikstof (N);Pluimveemestkorrels;2002;3.0;3.0;0.0;;0.0
625;Stikstof (N);Pluimveemestkorrels;2003;2.7;2.7;0.0;;0.0
626;Stikstof (N);Pluimveemestkorrels;2004;3.1;3.1;0.0;;0.0
627;Stikstof (N);Pluimveemestkorrels;2005;3.4;3.4;0.0;;0.0
628;Stikstof (N);Pluimveemestkorrels;2006;3.4;3.4;0.0;0.0;0.0
629;Stikstof (N);Pluimveemestkorrels;2007;3.4;3.4;0.0;0.0;0.0
630;Stikstof (N);Pluimveemestkorrels;2008;4.0;3.9;0.0;0.0;0.0
631;Stikstof (N);Pluimveemestkorrels;2009;4.4;4.3;0.1;0.0;0.0
632;Stikstof (N);Pluimveemestkorrels;2010;4.5;4.1;0.5;0.0;0.0
633;Stikstof (N);Pluimveemestkorrels;2011;3.0;2.7;0.3;0.0;0.0
634;Stikstof (N);Pluimveemestkorrels;2012;3.9;3.5;0.4;0.0;0.0
635;Stikstof (N);Pluimveemestkorrels;2013;4.3;3.9;0.4;0.0;0.0
636;Stikstof (N);Pluimveemestkorrels;2014;4.6;4.1;0.5;0.0;0.0
637;Stikstof (N);Pluimveemestkorrels;2015;5.7;5.1;0.6;0.0;0.0
638;Stikstof (N);Pluimveemestkorrels;2016;6.3;5.7;0.6;0.0;0.0
639;Stikstof (N);Pluimveemestkorrels;2017;7.3;6.5;0.7;0.0;0.0
640;Stikstof (N);Pluimveemestkorrels;2018;6.8;6.1;0.7;0.0;0.0
641;Stikstof (N);Pluimveemestkorrels;2019;5.4;4.8;0.5;0.0;0.0
642;Stikstof (N);Pluimveemestkorrels;2020;5.8;5.2;0.6;0.0;0.0
643;Stikstof (N);Pluimveemestkorrels;2021;7.3;6.6;0.7;0.0;0.0
644;Stikstof (N);Pluimveemestkorrels;2022;6.9;6.2;0.7;0.0;0.0
645;Stikstof (N);Pluimveemestkorrels;2023;8.1;7.3;0.8;0.0;0.0
646;Stikstof (N);Overige producten van pluimveemest;1990;0.0;0.0;0.0;;0.0
647;Stikstof (N);Overige producten van pluimveemest;1991;0.0;0.0;0.0;;0.0
