ID;Mineralen;Mestsoorten;Perioden;TotaalAfzetBuitenDeLandbouw_1;MestexportNetto_2;HobbybedrijvenEnParticulieren_3;Natuurterreinen_4;Mestverwerking_5
1260;Fosfaat (P2O5);Dunne fokvarkensmest;1992;0.2;0.0;0.2;;0.0
1261;Fosfaat (P2O5);Dunne fokvarkensmest;1993;0.2;0.0;0.2;;0.0
1262;Fosfaat (P2O5);Dunne fokvarkensmest;1994;0.4;0.2;0.2;;0.0
1263;Fosfaat (P2O5);Dunne fokvarkensmest;1995;0.4;0.2;0.2;;0.0
1264;Fosfaat (P2O5);Dunne fokvarkensmest;1996;0.3;0.1;0.2;;0.0
1265;Fosfaat (P2O5);Dunne fokvarkensmest;1997;0.3;0.1;0.2;;0.0
1266;Fosfaat (P2O5);Dunne fokvarkensmest;1998;0.4;0.0;0.3;;0.1
1267;Fosfaat (P2O5);Dunne fokvarkensmest;1999;0.2;0.0;0.2;;0.0
1268;Fosfaat (P2O5);Dunne fokvarkensmest;2000;0.2;0.0;0.2;;0.0
1269;Fosfaat (P2O5);Dunne fokvarkensmest;2001;0.2;0.1;0.1;;0.0
1270;Fosfaat (P2O5);Dunne fokvarkensmest;2002;0.1;0.0;0.1;;0.0
1271;Fosfaat (P2O5);Dunne fokvarkensmest;2003;0.2;0.1;0.1;;0.0
1272;Fosfaat (P2O5);Dunne fokvarkensmest;2004;0.2;0.1;0.1;;0.0
1273;Fosfaat (P2O5);Dunne fokvarkensmest;2005;1.9;0.5;1.4;;0.0
1274;Fosfaat (P2O5);Dunne fokvarkensmest;2006;2.7;0.2;2.5;0.0;0.0
1275;Fosfaat (P2O5);Dunne fokvarkensmest;2007;3.0;0.9;2.1;0.0;0.0
1276;Fosfaat (P2O5);Dunne fokvarkensmest;2008;4.3;2.3;2.0;0.0;0.0
1277;Fosfaat (P2O5);Dunne fokvarkensmest;2009;2.7;0.7;1.9;0.0;0.0
1278;Fosfaat (P2O5);Dunne fokvarkensmest;2010;0.9;0.2;0.7;0.0;0.0
1279;Fosfaat (P2O5);Dunne fokvarkensmest;2011;1.0;0.2;0.8;0.0;0.0
1280;Fosfaat (P2O5);Dunne fokvarkensmest;2012;1.1;0.3;0.8;0.0;0.0
1281;Fosfaat (P2O5);Dunne fokvarkensmest;2013;1.1;0.2;0.9;0.0;0.0
1282;Fosfaat (P2O5);Dunne fokvarkensmest;2014;1.1;0.4;0.7;0.0;0.0
1283;Fosfaat (P2O5);Dunne fokvarkensmest;2015;1.2;0.6;0.5;0.0;0.0
1284;Fosfaat (P2O5);Dunne fokvarkensmest;2016;1.3;0.8;0.5;0.0;0.0
1285;Fosfaat (P2O5);Dunne fokvarkensmest;2017;1.4;0.8;0.5;0.0;0.0
1286;Fosfaat (P2O5);Dunne fokvarkensmest;2018;1.4;0.9;0.5;0.0;0.0
1287;Fosfaat (P2O5);Dunne fokvarkensmest;2019;1.6;1.1;0.5;0.0;0.0
1288;Fosfaat (P2O5);Dunne fokvarkensmest;2020;1.9;1.5;0.4;0.0;0.0
1289;Fosfaat (P2O5);Dunne fokvarkensmest;2021;1.4;1.0;0.4;0.0;0.0
1290;Fosfaat (P2O5);Dunne fokvarkensmest;2022;1.3;0.9;0.4;0.0;0.0
1291;Fosfaat (P2O5);Dunne fokvarkensmest;2023;1.1;0.9;0.2;0.0;0.0
1292;Fosfaat (P2O5);Dunne legpluimveemest;1990;2.8;0.0;2.8;;0.0
1293;Fosfaat (P2O5);Dunne legpluimveemest;1991;0.2;0.0;0.2;;0.0
1294;Fosfaat (P2O5);Dunne legpluimveemest;1992;0.2;0.0;0.2;;0.0
1295;Fosfaat (P2O5);Dunne legpluimveemest;1993;0.2;0.0;0.2;;0.0
1296;Fosfaat (P2O5);Dunne legpluimveemest;1994;1.2;1.0;0.2;;0.0
1297;Fosfaat (P2O5);Dunne legpluimveemest;1995;0.9;0.7;0.2;;0.0
1298;Fosfaat (P2O5);Dunne legpluimveemest;1996;0.6;0.4;0.2;;0.0
1299;Fosfaat (P2O5);Dunne legpluimveemest;1997;0.2;0.0;0.2;;0.0
1300;Fosfaat (P2O5);Dunne legpluimveemest;1998;0.3;0.1;0.2;;0.0
1301;Fosfaat (P2O5);Dunne legpluimveemest;1999;0.3;0.1;0.2;;0.0
1302;Fosfaat (P2O5);Dunne legpluimveemest;2000;0.5;0.3;0.2;;0.0
1303;Fosfaat (P2O5);Dunne legpluimveemest;2001;0.2;0.2;0.0;;0.0
1304;Fosfaat (P2O5);Dunne legpluimveemest;2002;0.0;0.0;0.0;;0.0
1305;Fosfaat (P2O5);Dunne legpluimveemest;2003;0.3;0.0;0.3;;0.0
1306;Fosfaat (P2O5);Dunne legpluimveemest;2004;0.2;0.0;0.2;;0.0
1307;Fosfaat (P2O5);Dunne legpluimveemest;2005;0.2;0.0;0.2;;0.0
1308;Fosfaat (P2O5);Dunne legpluimveemest;2006;0.0;0.0;0.0;0.0;0.0
1309;Fosfaat (P2O5);Dunne legpluimveemest;2007;0.0;0.0;0.0;0.0;0.0
1310;Fosfaat (P2O5);Dunne legpluimveemest;2008;0.0;0.0;0.0;0.0;0.0
1311;Fosfaat (P2O5);Dunne legpluimveemest;2009;0.0;0.0;0.0;0.0;0.0
1312;Fosfaat (P2O5);Dunne legpluimveemest;2010;0.0;0.0;0.0;0.0;0.0
1313;Fosfaat (P2O5);Dunne legpluimveemest;2011;0.0;0.0;0.0;0.0;0.0
1314;Fosfaat (P2O5);Dunne legpluimveemest;2012;0.0;0.0;0.0;0.0;0.0
1315;Fosfaat (P2O5);Dunne legpluimveemest;2013;0.0;0.0;0.0;0.0;0.0
1316;Fosfaat (P2O5);Dunne legpluimveemest;2014;0.0;0.0;0.0;0.0;0.0
1317;Fosfaat (P2O5);Dunne legpluimveemest;2015;0.0;0.0;0.0;0.0;0.0
1318;Fosfaat (P2O5);Dunne legpluimveemest;2016;0.0;0.0;0.0;0.0;0.0
1319;Fosfaat (P2O5);Dunne legpluimveemest;2017;0.0;0.0;0.0;0.0;0.0
1320;Fosfaat (P2O5);Dunne legpluimveemest;2018;0.0;0.0;0.0;0.0;0.0
1321;Fosfaat (P2O5);Dunne legpluimveemest;2019;0.0;0.0;0.0;0.0;0.0
1322;Fosfaat (P2O5);Dunne legpluimveemest;2020;0.0;0.0;0.0;0.0;0.0
1323;Fosfaat (P2O5);Dunne legpluimveemest;2021;0.0;0.0;0.0;0.0;0.0
1324;Fosfaat (P2O5);Dunne legpluimveemest;2022;0.0;0.0;0.0;0.0;0.0
1325;Fosfaat (P2O5);Dunne legpluimveemest;2023;0.0;0.0;0.0;0.0;0.0
1326;Fosfaat (P2O5);Vaste legpluimveemest;1990;0.0;0.0;0.0;;0.0
1327;Fosfaat (P2O5);Vaste legpluimveemest;1991;0.0;0.0;0.0;;0.0
1328;Fosfaat (P2O5);Vaste legpluimveemest;1992;0.0;0.0;0.0;;0.0
1329;Fosfaat (P2O5);Vaste legpluimveemest;1993;0.0;0.0;0.0;;0.0
1330;Fosfaat (P2O5);Vaste legpluimveemest;1994;1.0;1.0;0.0;;0.0
1331;Fosfaat (P2O5);Vaste legpluimveemest;1995;1.0;1.0;0.0;;0.0
1332;Fosfaat (P2O5);Vaste legpluimveemest;1996;0.5;0.5;0.0;;0.0
1333;Fosfaat (P2O5);Vaste legpluimveemest;1997;0.4;0.4;0.0;;0.0
1334;Fosfaat (P2O5);Vaste legpluimveemest;1998;0.4;0.4;0.0;;0.0
1335;Fosfaat (P2O5);Vaste legpluimveemest;1999;1.7;1.7;0.0;;0.0
1336;Fosfaat (P2O5);Vaste legpluimveemest;2000;3.4;3.4;0.0;;0.0
1337;Fosfaat (P2O5);Vaste legpluimveemest;2001;4.7;4.3;0.0;;0.4
1338;Fosfaat (P2O5);Vaste legpluimveemest;2002;5.4;4.7;0.0;;0.7
1339;Fosfaat (P2O5);Vaste legpluimveemest;2003;2.6;2.3;0.0;;0.3
1340;Fosfaat (P2O5);Vaste legpluimveemest;2004;6.8;6.2;0.0;;0.6
1341;Fosfaat (P2O5);Vaste legpluimveemest;2005;9.6;9.0;0.0;;0.7
1342;Fosfaat (P2O5);Vaste legpluimveemest;2006;6.3;6.0;0.1;0.0;0.3
1343;Fosfaat (P2O5);Vaste legpluimveemest;2007;10.3;10.3;0.0;0.0;0.0
1344;Fosfaat (P2O5);Vaste legpluimveemest;2008;12.5;9.4;0.0;0.0;3.1
1345;Fosfaat (P2O5);Vaste legpluimveemest;2009;14.4;9.8;0.0;0.0;4.5
1346;Fosfaat (P2O5);Vaste legpluimveemest;2010;16.8;11.7;0.1;0.0;4.9
1347;Fosfaat (P2O5);Vaste legpluimveemest;2011;16.4;11.2;0.4;0.0;4.8
1348;Fosfaat (P2O5);Vaste legpluimveemest;2012;15.2;10.0;0.4;0.0;4.8
1349;Fosfaat (P2O5);Vaste legpluimveemest;2013;15.7;10.6;0.2;0.0;4.8
1350;Fosfaat (P2O5);Vaste legpluimveemest;2014;16.1;11.7;0.0;0.0;4.4
1351;Fosfaat (P2O5);Vaste legpluimveemest;2015;16.4;11.8;0.0;0.0;4.5
1352;Fosfaat (P2O5);Vaste legpluimveemest;2016;16.4;12.0;0.0;0.0;4.4
1353;Fosfaat (P2O5);Vaste legpluimveemest;2017;14.9;11.0;0.0;0.0;3.9
1354;Fosfaat (P2O5);Vaste legpluimveemest;2018;13.2;10.8;0.0;0.0;2.4
1355;Fosfaat (P2O5);Vaste legpluimveemest;2019;14.6;11.1;0.0;0.0;3.5
1356;Fosfaat (P2O5);Vaste legpluimveemest;2020;13.9;10.4;0.0;0.0;3.5
1357;Fosfaat (P2O5);Vaste legpluimveemest;2021;11.6;8.7;0.0;0.0;2.9
1358;Fosfaat (P2O5);Vaste legpluimveemest;2022;10.8;8.2;0.0;0.0;2.6
1359;Fosfaat (P2O5);Vaste legpluimveemest;2023;11.3;8.3;0.0;0.0;3.0
1360;Fosfaat (P2O5);Vleeskuikenmest;1990;4.9;2.8;0.0;;2.1
1361;Fosfaat (P2O5);Vleeskuikenmest;1991;3.4;3.4;0.0;;0.0
1362;Fosfaat (P2O5);Vleeskuikenmest;1992;5.6;5.6;0.0;;0.0
1363;Fosfaat (P2O5);Vleeskuikenmest;1993;7.7;7.7;0.0;;0.0
1364;Fosfaat (P2O5);Vleeskuikenmest;1994;8.8;8.8;0.0;;0.0
1365;Fosfaat (P2O5);Vleeskuikenmest;1995;8.5;8.5;0.0;;0.0
1366;Fosfaat (P2O5);Vleeskuikenmest;1996;4.9;4.9;0.0;;0.0
1367;Fosfaat (P2O5);Vleeskuikenmest;1997;4.0;4.0;0.0;;0.0
1368;Fosfaat (P2O5);Vleeskuikenmest;1998;3.3;3.3;0.0;;0.0
1369;Fosfaat (P2O5);Vleeskuikenmest;1999;5.0;5.0;0.0;;0.0
1370;Fosfaat (P2O5);Vleeskuikenmest;2000;6.2;6.2;0.0;;0.0
1371;Fosfaat (P2O5);Vleeskuikenmest;2001;6.4;6.4;0.0;;0.0
1372;Fosfaat (P2O5);Vleeskuikenmest;2002;7.1;7.1;0.0;;0.0
1373;Fosfaat (P2O5);Vleeskuikenmest;2003;2.8;2.8;0.0;;0.0
1374;Fosfaat (P2O5);Vleeskuikenmest;2004;1.5;1.5;0.0;;0.0
1375;Fosfaat (P2O5);Vleeskuikenmest;2005;3.8;3.8;0.0;;0.0
1376;Fosfaat (P2O5);Vleeskuikenmest;2006;2.8;2.8;0.0;0.0;0.0
1377;Fosfaat (P2O5);Vleeskuikenmest;2007;4.1;4.1;0.0;0.0;0.0
1378;Fosfaat (P2O5);Vleeskuikenmest;2008;5.0;4.0;0.0;0.0;1.0
1379;Fosfaat (P2O5);Vleeskuikenmest;2009;5.5;2.9;0.0;0.0;2.6
1380;Fosfaat (P2O5);Vleeskuikenmest;2010;6.2;2.5;0.0;0.0;3.7
1381;Fosfaat (P2O5);Vleeskuikenmest;2011;6.3;3.0;0.1;0.0;3.2
1382;Fosfaat (P2O5);Vleeskuikenmest;2012;5.3;1.2;0.1;0.0;4.0
1383;Fosfaat (P2O5);Vleeskuikenmest;2013;5.7;2.0;0.1;0.0;3.7
1384;Fosfaat (P2O5);Vleeskuikenmest;2014;5.4;1.7;0.0;0.0;3.7
1385;Fosfaat (P2O5);Vleeskuikenmest;2015;5.6;2.1;0.0;0.0;3.5
1386;Fosfaat (P2O5);Vleeskuikenmest;2016;5.6;2.3;0.0;0.0;3.3
1387;Fosfaat (P2O5);Vleeskuikenmest;2017;5.2;1.7;0.0;0.0;3.5
1388;Fosfaat (P2O5);Vleeskuikenmest;2018;4.5;1.8;0.0;0.0;2.7
1389;Fosfaat (P2O5);Vleeskuikenmest;2019;4.6;1.3;0.0;0.0;3.3
1390;Fosfaat (P2O5);Vleeskuikenmest;2020;4.4;1.3;0.0;0.0;3.1
1391;Fosfaat (P2O5);Vleeskuikenmest;2021;4.0;1.2;0.0;0.0;2.9
1392;Fosfaat (P2O5);Vleeskuikenmest;2022;3.8;0.6;0.0;0.0;3.2
1393;Fosfaat (P2O5);Vleeskuikenmest;2023;3.8;1.2;0.0;0.0;2.6
1394;Fosfaat (P2O5);Eendenmest;1990;0.0;0.0;0.0;;0.0
1395;Fosfaat (P2O5);Eendenmest;1991;0.0;0.0;0.0;;0.0
1396;Fosfaat (P2O5);Eendenmest;1992;0.0;0.0;0.0;;0.0
1397;Fosfaat (P2O5);Eendenmest;1993;0.0;0.0;0.0;;0.0
1398;Fosfaat (P2O5);Eendenmest;1994;0.0;0.0;0.0;;0.0
1399;Fosfaat (P2O5);Eendenmest;1995;0.0;0.0;0.0;;0.0
1400;Fosfaat (P2O5);Eendenmest;1996;0.0;0.0;0.0;;0.0
1401;Fosfaat (P2O5);Eendenmest;1997;0.0;0.0;0.0;;0.0
1402;Fosfaat (P2O5);Eendenmest;1998;0.0;0.0;0.0;;0.0
1403;Fosfaat (P2O5);Eendenmest;1999;0.0;0.0;0.0;;0.0
1404;Fosfaat (P2O5);Eendenmest;2000;0.0;0.0;0.0;;0.0
1405;Fosfaat (P2O5);Eendenmest;2001;0.0;0.0;0.0;;0.0
1406;Fosfaat (P2O5);Eendenmest;2002;0.0;0.0;0.0;;0.0
1407;Fosfaat (P2O5);Eendenmest;2003;0.0;0.0;0.0;;0.0
1408;Fosfaat (P2O5);Eendenmest;2004;0.0;0.0;0.0;;0.0
1409;Fosfaat (P2O5);Eendenmest;2005;0.0;0.0;0.0;;0.0
1410;Fosfaat (P2O5);Eendenmest;2006;0.0;0.0;0.0;0.0;0.0
1411;Fosfaat (P2O5);Eendenmest;2007;0.0;0.0;0.0;0.0;0.0
1412;Fosfaat (P2O5);Eendenmest;2008;0.1;0.0;0.0;0.0;0.0
1413;Fosfaat (P2O5);Eendenmest;2009;0.0;0.0;0.0;0.0;0.0
1414;Fosfaat (P2O5);Eendenmest;2010;0.1;0.1;0.0;0.0;0.0
1415;Fosfaat (P2O5);Eendenmest;2011;0.1;0.1;0.0;0.0;0.0
1416;Fosfaat (P2O5);Eendenmest;2012;0.1;0.1;0.1;0.0;0.0
1417;Fosfaat (P2O5);Eendenmest;2013;0.1;0.0;0.1;0.0;0.0
1418;Fosfaat (P2O5);Eendenmest;2014;0.2;0.2;0.0;0.0;0.0
1419;Fosfaat (P2O5);Eendenmest;2015;0.2;0.2;0.0;0.0;0.0
1420;Fosfaat (P2O5);Eendenmest;2016;0.2;0.2;0.0;0.0;0.0
1421;Fosfaat (P2O5);Eendenmest;2017;0.2;0.2;0.0;0.0;0.0
1422;Fosfaat (P2O5);Eendenmest;2018;0.2;0.1;0.0;0.0;0.0
1423;Fosfaat (P2O5);Eendenmest;2019;0.2;0.2;0.0;0.0;0.0
1424;Fosfaat (P2O5);Eendenmest;2020;0.1;0.1;0.0;0.0;0.0
1425;Fosfaat (P2O5);Eendenmest;2021;0.1;0.1;0.0;0.0;0.0
1426;Fosfaat (P2O5);Eendenmest;2022;0.1;0.1;0.0;0.0;0.0
1427;Fosfaat (P2O5);Eendenmest;2023;0.1;0.1;0.0;0.0;0.0
1428;Fosfaat (P2O5);Kalkoenenmest;1990;0.0;0.0;0.0;;0.0
1429;Fosfaat (P2O5);Kalkoenenmest;1991;0.0;0.0;0.0;;0.0
1430;Fosfaat (P2O5);Kalkoenenmest;1992;0.0;0.0;0.0;;0.0
1431;Fosfaat (P2O5);Kalkoenenmest;1993;0.0;0.0;0.0;;0.0
1432;Fosfaat (P2O5);Kalkoenenmest;1994;0.0;0.0;0.0;;0.0
1433;Fosfaat (P2O5);Kalkoenenmest;1995;0.0;0.0;0.0;;0.0
1434;Fosfaat (P2O5);Kalkoenenmest;1996;0.0;0.0;0.0;;0.0
1435;Fosfaat (P2O5);Kalkoenenmest;1997;0.0;0.0;0.0;;0.0
1436;Fosfaat (P2O5);Kalkoenenmest;1998;0.0;0.0;0.0;;0.0
1437;Fosfaat (P2O5);Kalkoenenmest;1999;0.0;0.0;0.0;;0.0
1438;Fosfaat (P2O5);Kalkoenenmest;2000;0.0;0.0;0.0;;0.0
1439;Fosfaat (P2O5);Kalkoenenmest;2001;0.0;0.0;0.0;;0.0
1440;Fosfaat (P2O5);Kalkoenenmest;2002;0.0;0.0;0.0;;0.0
1441;Fosfaat (P2O5);Kalkoenenmest;2003;0.0;0.0;0.0;;0.0
1442;Fosfaat (P2O5);Kalkoenenmest;2004;0.0;0.0;0.0;;0.0
1443;Fosfaat (P2O5);Kalkoenenmest;2005;0.0;0.0;0.0;;0.0
1444;Fosfaat (P2O5);Kalkoenenmest;2006;1.0;1.0;0.0;0.0;0.0
1445;Fosfaat (P2O5);Kalkoenenmest;2007;0.7;0.7;0.0;0.0;0.0
1446;Fosfaat (P2O5);Kalkoenenmest;2008;0.9;0.6;0.0;0.0;0.3
1447;Fosfaat (P2O5);Kalkoenenmest;2009;1.0;0.5;0.0;0.0;0.5
1448;Fosfaat (P2O5);Kalkoenenmest;2010;1.0;0.3;0.0;0.0;0.6
1449;Fosfaat (P2O5);Kalkoenenmest;2011;0.9;0.4;0.0;0.0;0.5
1450;Fosfaat (P2O5);Kalkoenenmest;2012;0.8;0.2;0.0;0.0;0.5
1451;Fosfaat (P2O5);Kalkoenenmest;2013;0.8;0.3;0.0;0.0;0.5
1452;Fosfaat (P2O5);Kalkoenenmest;2014;0.7;0.2;0.0;0.0;0.5
1453;Fosfaat (P2O5);Kalkoenenmest;2015;0.6;0.1;0.0;0.0;0.5
1454;Fosfaat (P2O5);Kalkoenenmest;2016;0.4;0.0;0.0;0.0;0.3
1455;Fosfaat (P2O5);Kalkoenenmest;2017;0.5;0.1;0.0;0.0;0.4
1456;Fosfaat (P2O5);Kalkoenenmest;2018;0.4;0.1;0.0;0.0;0.3
1457;Fosfaat (P2O5);Kalkoenenmest;2019;0.4;0.0;0.0;0.0;0.4
1458;Fosfaat (P2O5);Kalkoenenmest;2020;0.4;0.0;0.0;0.0;0.4
1459;Fosfaat (P2O5);Kalkoenenmest;2021;0.4;0.1;0.0;0.0;0.3
1460;Fosfaat (P2O5);Kalkoenenmest;2022;0.3;0.0;0.0;0.0;0.3
1461;Fosfaat (P2O5);Kalkoenenmest;2023;0.3;0.0;0.0;0.0;0.3
1462;Fosfaat (P2O5);Pluimveemestkorrels;1990;0.3;0.3;0.0;;0.0
1463;Fosfaat (P2O5);Pluimveemestkorrels;1991;0.0;0.0;0.0;;0.0
1464;Fosfaat (P2O5);Pluimveemestkorrels;1992;0.0;0.0;0.0;;0.0
1465;Fosfaat (P2O5);Pluimveemestkorrels;1993;0.0;0.0;0.0;;0.0
1466;Fosfaat (P2O5);Pluimveemestkorrels;1994;0.0;0.0;0.0;;0.0
1467;Fosfaat (P2O5);Pluimveemestkorrels;1995;0.1;0.1;0.0;;0.0
1468;Fosfaat (P2O5);Pluimveemestkorrels;1996;0.3;0.3;0.0;;0.0
1469;Fosfaat (P2O5);Pluimveemestkorrels;1997;0.8;0.8;0.0;;0.0
1470;Fosfaat (P2O5);Pluimveemestkorrels;1998;2.6;2.6;0.0;;0.0
1471;Fosfaat (P2O5);Pluimveemestkorrels;1999;3.0;3.0;0.0;;0.0
1472;Fosfaat (P2O5);Pluimveemestkorrels;2000;2.6;2.6;0.0;;0.0
1473;Fosfaat (P2O5);Pluimveemestkorrels;2001;2.7;2.7;0.0;;0.0
1474;Fosfaat (P2O5);Pluimveemestkorrels;2002;2.3;2.3;0.0;;0.0
1475;Fosfaat (P2O5);Pluimveemestkorrels;2003;2.1;2.1;0.0;;0.0
1476;Fosfaat (P2O5);Pluimveemestkorrels;2004;2.2;2.2;0.0;;0.0
1477;Fosfaat (P2O5);Pluimveemestkorrels;2005;2.4;2.4;0.0;;0.0
1478;Fosfaat (P2O5);Pluimveemestkorrels;2006;2.4;2.4;0.0;0.0;0.0
1479;Fosfaat (P2O5);Pluimveemestkorrels;2007;2.2;2.2;0.0;0.0;0.0
1480;Fosfaat (P2O5);Pluimveemestkorrels;2008;2.6;2.6;0.0;0.0;0.0
1481;Fosfaat (P2O5);Pluimveemestkorrels;2009;2.9;2.9;0.0;0.0;0.0
1482;Fosfaat (P2O5);Pluimveemestkorrels;2010;2.9;2.6;0.3;0.0;0.0
1483;Fosfaat (P2O5);Pluimveemestkorrels;2011;2.0;1.8;0.2;0.0;0.0
1484;Fosfaat (P2O5);Pluimveemestkorrels;2012;2.7;2.4;0.3;0.0;0.0
1485;Fosfaat (P2O5);Pluimveemestkorrels;2013;2.9;2.6;0.3;0.0;0.0
1486;Fosfaat (P2O5);Pluimveemestkorrels;2014;2.8;2.5;0.3;0.0;0.0
1487;Fosfaat (P2O5);Pluimveemestkorrels;2015;3.7;3.3;0.4;0.0;0.0
1488;Fosfaat (P2O5);Pluimveemestkorrels;2016;4.2;3.8;0.4;0.0;0.0
1489;Fosfaat (P2O5);Pluimveemestkorrels;2017;5.0;4.5;0.5;0.0;0.0
1490;Fosfaat (P2O5);Pluimveemestkorrels;2018;4.3;3.9;0.4;0.0;0.0
1491;Fosfaat (P2O5);Pluimveemestkorrels;2019;3.4;3.1;0.3;0.0;0.0
1492;Fosfaat (P2O5);Pluimveemestkorrels;2020;3.6;3.2;0.4;0.0;0.0
1493;Fosfaat (P2O5);Pluimveemestkorrels;2021;4.4;4.0;0.4;0.0;0.0
1494;Fosfaat (P2O5);Pluimveemestkorrels;2022;4.2;3.8;0.4;0.0;0.0
1495;Fosfaat (P2O5);Pluimveemestkorrels;2023;5.1;4.6;0.5;0.0;0.0
1496;Fosfaat (P2O5);Overige producten van pluimveemest;1990;0.0;0.0;0.0;;0.0
1497;Fosfaat (P2O5);Overige producten van pluimveemest;1991;0.0;0.0;0.0;;0.0
1498;Fosfaat (P2O5);Overige producten van pluimveemest;1992;0.0;0.0;0.0;;0.0
1499;Fosfaat (P2O5);Overige producten van pluimveemest;1993;0.0;0.0;0.0;;0.0
1500;Fosfaat (P2O5);Overige producten van pluimveemest;1994;1.2;0.0;0.0;;1.2
1501;Fosfaat (P2O5);Overige producten van pluimveemest;1995;0.8;0.0;0.0;;0.8
1502;Fosfaat (P2O5);Overige producten van pluimveemest;1996;0.5;0.0;0.0;;0.5
1503;Fosfaat (P2O5);Overige producten van pluimveemest;1997;0.4;0.0;0.0;;0.4
1504;Fosfaat (P2O5);Overige producten van pluimveemest;1998;1.5;0.0;0.0;;1.5
1505;Fosfaat (P2O5);Overige producten van pluimveemest;1999;1.9;0.0;0.0;;1.9
1506;Fosfaat (P2O5);Overige producten van pluimveemest;2000;1.5;0.0;0.0;;1.5
1507;Fosfaat (P2O5);Overige producten van pluimveemest;2001;1.4;0.0;0.0;;1.4
1508;Fosfaat (P2O5);Overige producten van pluimveemest;2002;1.9;0.0;0.0;;1.9
1509;Fosfaat (P2O5);Overige producten van pluimveemest;2003;1.6;0.0;0.0;;1.6
1510;Fosfaat (P2O5);Overige producten van pluimveemest;2004;2.0;0.0;0.0;;2.0
1511;Fosfaat (P2O5);Overige producten van pluimveemest;2005;1.7;0.0;0.0;;1.7
1512;Fosfaat (P2O5);Overige producten van pluimveemest;2006;1.2;1.2;0.1;0.0;0.0
1513;Fosfaat (P2O5);Overige producten van pluimveemest;2007;1.3;1.2;0.0;0.0;0.0
1514;Fosfaat (P2O5);Overige producten van pluimveemest;2008;1.3;1.2;0.0;0.0;0.0
1515;Fosfaat (P2O5);Overige producten van pluimveemest;2009;1.1;1.1;0.0;0.0;0.0
1516;Fosfaat (P2O5);Overige producten van pluimveemest;2010;0.7;0.6;0.1;0.0;0.0
1517;Fosfaat (P2O5);Overige producten van pluimveemest;2011;1.1;0.9;0.1;0.0;0.0
1518;Fosfaat (P2O5);Overige producten van pluimveemest;2012;0.8;0.7;0.1;0.0;0.0
1519;Fosfaat (P2O5);Overige producten van pluimveemest;2013;0.8;0.7;0.1;0.0;0.0
1520;Fosfaat (P2O5);Overige producten van pluimveemest;2014;0.8;0.7;0.1;0.0;0.0
1521;Fosfaat (P2O5);Overige producten van pluimveemest;2015;0.6;0.5;0.1;0.0;0.0
1522;Fosfaat (P2O5);Overige producten van pluimveemest;2016;0.7;0.6;0.1;0.0;0.0
1523;Fosfaat (P2O5);Overige producten van pluimveemest;2017;0.6;0.5;0.1;0.0;0.0
1524;Fosfaat (P2O5);Overige producten van pluimveemest;2018;0.6;0.6;0.1;0.0;0.0
1525;Fosfaat (P2O5);Overige producten van pluimveemest;2019;0.7;0.6;0.1;0.0;0.0
1526;Fosfaat (P2O5);Overige producten van pluimveemest;2020;0.7;0.6;0.1;0.0;0.0
1527;Fosfaat (P2O5);Overige producten van pluimveemest;2021;0.8;0.7;0.1;0.0;0.0
1528;Fosfaat (P2O5);Overige producten van pluimveemest;2022;0.9;0.8;0.1;0.0;0.0
1529;Fosfaat (P2O5);Overige producten van pluimveemest;2023;1.8;1.8;0.1;0.0;0.0
1530;Fosfaat (P2O5);Mest van paarden en pony's;1990;0.0;0.0;0.0;;0.0
1531;Fosfaat (P2O5);Mest van paarden en pony's;1991;0.0;0.0;0.0;;0.0
1532;Fosfaat (P2O5);Mest van paarden en pony's;1992;0.0;0.0;0.0;;0.0
1533;Fosfaat (P2O5);Mest van paarden en pony's;1993;0.0;0.0;0.0;;0.0
1534;Fosfaat (P2O5);Mest van paarden en pony's;1994;0.0;0.0;0.0;;0.0
1535;Fosfaat (P2O5);Mest van paarden en pony's;1995;0.0;0.0;0.0;;0.0
1536;Fosfaat (P2O5);Mest van paarden en pony's;1996;0.0;0.0;0.0;;0.0
1537;Fosfaat (P2O5);Mest van paarden en pony's;1997;0.0;0.0;0.0;;0.0
1538;Fosfaat (P2O5);Mest van paarden en pony's;1998;0.0;0.0;0.0;;0.0
1539;Fosfaat (P2O5);Mest van paarden en pony's;1999;0.0;0.0;0.0;;0.0
1540;Fosfaat (P2O5);Mest van paarden en pony's;2000;0.0;0.0;0.0;;0.0
1541;Fosfaat (P2O5);Mest van paarden en pony's;2001;0.0;0.0;0.0;;0.0
1542;Fosfaat (P2O5);Mest van paarden en pony's;2002;0.0;0.0;0.0;;0.0
1543;Fosfaat (P2O5);Mest van paarden en pony's;2003;0.0;0.0;0.0;;0.0
1544;Fosfaat (P2O5);Mest van paarden en pony's;2004;0.0;0.0;0.0;;0.0
1545;Fosfaat (P2O5);Mest van paarden en pony's;2005;0.2;0.0;0.0;;0.2
1546;Fosfaat (P2O5);Mest van paarden en pony's;2006;0.5;0.5;0.0;0.0;0.0
1547;Fosfaat (P2O5);Mest van paarden en pony's;2007;0.6;0.5;0.0;0.0;0.0
1548;Fosfaat (P2O5);Mest van paarden en pony's;2008;0.5;0.5;0.0;0.0;0.0
1549;Fosfaat (P2O5);Mest van paarden en pony's;2009;0.5;0.4;0.0;0.0;0.0
