ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
2668;Taxes;IJmond (CR);2021;51;3;47;253;16;238
2669;Taxes;IJmond (CR);2022;47;3;44;233;14;219
2670;Taxes;IJmond (CR);2023;49;3;46;244;14;230
2671;Taxes;IJmond (CR);2024;52;3;49;257;15;242
2672;Taxes;IJmond (CR);2025;56;5;51;277;24;253
2673;Taxes;Agglomeratie Haarlem (CR);2017;93;5;88;402;21;381
2674;Taxes;Agglomeratie Haarlem (CR);2018;77;5;72;329;20;308
2675;Taxes;Agglomeratie Haarlem (CR);2019;73;5;68;319;22;297
2676;Taxes;Agglomeratie Haarlem (CR);2020;76;5;71;330;23;307
2677;Taxes;Agglomeratie Haarlem (CR);2021;80;6;74;347;25;322
2678;Taxes;Agglomeratie Haarlem (CR);2022;75;6;69;324;24;300
2679;Taxes;Agglomeratie Haarlem (CR);2023;80;6;74;342;26;317
2680;Taxes;Agglomeratie Haarlem (CR);2024;85;7;79;361;29;332
2681;Taxes;Agglomeratie Haarlem (CR);2025;90;8;82;379;33;346
2682;Taxes;Zaanstreek (CR);2017;41;3;38;243;20;223
2683;Taxes;Zaanstreek (CR);2018;44;3;40;256;20;236
2684;Taxes;Zaanstreek (CR);2019;45;3;42;260;19;241
2685;Taxes;Zaanstreek (CR);2020;47;3;44;269;17;252
2686;Taxes;Zaanstreek (CR);2021;49;4;45;283;24;260
2687;Taxes;Zaanstreek (CR);2022;50;4;46;287;21;266
2688;Taxes;Zaanstreek (CR);2023;51;5;46;287;26;261
2689;Taxes;Zaanstreek (CR);2024;54;5;49;301;28;273
2690;Taxes;Zaanstreek (CR);2025;56;5;51;315;30;285
2691;Taxes;Groot-Amsterdam (CR);2017;515;162;353;382;120;262
2692;Taxes;Groot-Amsterdam (CR);2018;528;43;485;389;32;357
2693;Taxes;Groot-Amsterdam (CR);2019;601;60;540;436;44;392
2694;Taxes;Groot-Amsterdam (CR);2020;660;68;593;474;48;425
2695;Taxes;Groot-Amsterdam (CR);2021;686;61;625;492;43;448
2696;Taxes;Groot-Amsterdam (CR);2022;708;62;645;501;44;457
2697;Taxes;Groot-Amsterdam (CR);2023;801;69;732;549;48;501
2698;Taxes;Groot-Amsterdam (CR);2024;874;78;796;592;53;539
2699;Taxes;Groot-Amsterdam (CR);2025;1028;90;938;694;61;633
2700;Taxes;Het Gooi en Vechtstreek (CR);2017;65;5;60;259;19;241
2701;Taxes;Het Gooi en Vechtstreek (CR);2018;66;5;61;260;20;240
2702;Taxes;Het Gooi en Vechtstreek (CR);2019;68;5;63;266;19;247
2703;Taxes;Het Gooi en Vechtstreek (CR);2020;70;5;64;271;21;250
2704;Taxes;Het Gooi en Vechtstreek (CR);2021;74;5;69;285;20;265
2705;Taxes;Het Gooi en Vechtstreek (CR);2022;70;6;64;267;21;245
2706;Taxes;Het Gooi en Vechtstreek (CR);2023;70;6;63;285;26;259
2707;Taxes;Het Gooi en Vechtstreek (CR);2024;75;7;69;308;28;281
2708;Taxes;Het Gooi en Vechtstreek (CR);2025;79;7;72;321;28;292
2709;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2017;155;6;149;367;15;353
2710;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2018;160;5;155;376;12;365
2711;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2019;167;6;161;392;15;377
2712;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2020;174;7;166;403;17;387
2713;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2021;182;7;174;421;17;403
2714;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2022;170;9;161;391;21;370
2715;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2023;180;8;173;410;17;393
2716;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2024;198;9;190;445;20;425
2717;Taxes;Agglomeratie Leiden en Bollenstreek (CR);2025;217;9;207;484;21;463
2718;Taxes;Agglomeratie 's-Gravenhage (CR);2017;230;11;219;269;12;257
2719;Taxes;Agglomeratie 's-Gravenhage (CR);2018;237;12;225;275;14;261
2720;Taxes;Agglomeratie 's-Gravenhage (CR);2019;260;12;248;298;14;284
2721;Taxes;Agglomeratie 's-Gravenhage (CR);2020;280;12;268;318;14;304
2722;Taxes;Agglomeratie 's-Gravenhage (CR);2021;299;12;287;337;13;323
2723;Taxes;Agglomeratie 's-Gravenhage (CR);2022;288;13;275;321;14;307
2724;Taxes;Agglomeratie 's-Gravenhage (CR);2023;330;13;316;362;15;347
2725;Taxes;Agglomeratie 's-Gravenhage (CR);2024;343;15;328;374;17;357
2726;Taxes;Agglomeratie 's-Gravenhage (CR);2025;381;16;365;413;18;395
2727;Taxes;Delft en Westland (CR);2017;64;3;61;283;12;271
2728;Taxes;Delft en Westland (CR);2018;65;4;62;285;16;270
2729;Taxes;Delft en Westland (CR);2019;63;4;59;273;16;257
2730;Taxes;Delft en Westland (CR);2020;68;4;64;290;17;273
2731;Taxes;Delft en Westland (CR);2021;70;4;66;298;18;280
2732;Taxes;Delft en Westland (CR);2022;71;4;66;298;18;281
2733;Taxes;Delft en Westland (CR);2023;74;4;70;308;17;291
2734;Taxes;Delft en Westland (CR);2024;81;4;77;331;17;314
2735;Taxes;Delft en Westland (CR);2025;88;5;84;358;19;339
2736;Taxes;Oost-Zuid-Holland (CR);2017;85;4;81;261;12;249
2737;Taxes;Oost-Zuid-Holland (CR);2018;82;4;78;250;12;238
2738;Taxes;Oost-Zuid-Holland (CR);2019;84;4;80;255;13;242
2739;Taxes;Oost-Zuid-Holland (CR);2020;87;4;83;259;12;247
2740;Taxes;Oost-Zuid-Holland (CR);2021;90;4;86;266;13;254
2741;Taxes;Oost-Zuid-Holland (CR);2022;86;4;82;251;12;240
2742;Taxes;Oost-Zuid-Holland (CR);2023;91;4;87;263;12;251
2743;Taxes;Oost-Zuid-Holland (CR);2024;97;5;92;278;13;265
2744;Taxes;Oost-Zuid-Holland (CR);2025;112;5;107;317;13;304
2745;Taxes;Groot-Rijnmond (CR);2017;513;58;455;359;40;319
2746;Taxes;Groot-Rijnmond (CR);2018;531;62;469;371;44;327
2747;Taxes;Groot-Rijnmond (CR);2019;550;47;503;381;33;349
2748;Taxes;Groot-Rijnmond (CR);2020;578;45;533;397;31;366
2749;Taxes;Groot-Rijnmond (CR);2021;614;53;561;420;36;384
2750;Taxes;Groot-Rijnmond (CR);2022;623;59;564;423;40;383
2751;Taxes;Groot-Rijnmond (CR);2023;691;76;615;464;51;413
2752;Taxes;Groot-Rijnmond (CR);2024;785;73;712;522;48;474
2753;Taxes;Groot-Rijnmond (CR);2025;838;84;754;555;56;499
2754;Taxes;Zuidoost-Zuid-Holland (CR);2017;104;6;98;259;15;244
2755;Taxes;Zuidoost-Zuid-Holland (CR);2018;103;6;97;256;15;241
2756;Taxes;Zuidoost-Zuid-Holland (CR);2019;96;5;92;260;12;248
2757;Taxes;Zuidoost-Zuid-Holland (CR);2020;97;5;93;262;12;250
2758;Taxes;Zuidoost-Zuid-Holland (CR);2021;99;5;94;267;14;253
2759;Taxes;Zuidoost-Zuid-Holland (CR);2022;92;5;87;245;13;232
2760;Taxes;Zuidoost-Zuid-Holland (CR);2023;100;8;92;264;21;243
2761;Taxes;Zuidoost-Zuid-Holland (CR);2024;108;9;99;284;24;260
2762;Taxes;Zuidoost-Zuid-Holland (CR);2025;118;9;109;309;23;286
2763;Taxes;Zeeuwsch-Vlaanderen (CR);2017;34;1;33;325;13;312
2764;Taxes;Zeeuwsch-Vlaanderen (CR);2018;34;1;33;325;14;312
2765;Taxes;Zeeuwsch-Vlaanderen (CR);2019;34;2;33;326;14;312
2766;Taxes;Zeeuwsch-Vlaanderen (CR);2020;36;2;34;341;18;323
2767;Taxes;Zeeuwsch-Vlaanderen (CR);2021;36;2;34;345;18;327
2768;Taxes;Zeeuwsch-Vlaanderen (CR);2022;36;2;34;339;19;320
2769;Taxes;Zeeuwsch-Vlaanderen (CR);2023;38;2;36;358;20;338
2770;Taxes;Zeeuwsch-Vlaanderen (CR);2024;40;2;38;380;23;357
2771;Taxes;Zeeuwsch-Vlaanderen (CR);2025;43;3;41;406;24;382
2772;Taxes;Overig Zeeland (CR);2017;85;6;79;307;21;286
2773;Taxes;Overig Zeeland (CR);2018;91;6;85;329;21;308
2774;Taxes;Overig Zeeland (CR);2019;96;9;87;344;32;313
2775;Taxes;Overig Zeeland (CR);2020;101;9;91;362;33;329
2776;Taxes;Overig Zeeland (CR);2021;108;10;98;387;37;350
2777;Taxes;Overig Zeeland (CR);2022;107;8;99;381;28;353
2778;Taxes;Overig Zeeland (CR);2023;113;9;104;394;31;363
2779;Taxes;Overig Zeeland (CR);2024;116;10;106;406;35;371
2780;Taxes;Overig Zeeland (CR);2025;123;11;113;429;37;392
2781;Taxes;West-Noord-Brabant (CR);2017;148;8;141;236;13;224
2782;Taxes;West-Noord-Brabant (CR);2018;151;9;142;239;14;225
2783;Taxes;West-Noord-Brabant (CR);2019;155;9;145;244;15;229
2784;Taxes;West-Noord-Brabant (CR);2020;162;10;152;254;16;238
2785;Taxes;West-Noord-Brabant (CR);2021;170;10;159;266;16;250
2786;Taxes;West-Noord-Brabant (CR);2022;174;14;160;272;22;250
2787;Taxes;West-Noord-Brabant (CR);2023;177;16;161;273;25;248
2788;Taxes;West-Noord-Brabant (CR);2024;188;17;171;289;26;263
2789;Taxes;West-Noord-Brabant (CR);2025;209;18;192;320;27;293
2790;Taxes;Midden-Noord-Brabant (CR);2017;103;4;99;218;8;210
2791;Taxes;Midden-Noord-Brabant (CR);2018;107;4;103;224;8;216
2792;Taxes;Midden-Noord-Brabant (CR);2019;111;4;106;231;9;222
2793;Taxes;Midden-Noord-Brabant (CR);2020;120;5;115;248;9;239
2794;Taxes;Midden-Noord-Brabant (CR);2021;127;5;122;257;10;247
2795;Taxes;Midden-Noord-Brabant (CR);2022;135;5;130;271;10;261
2796;Taxes;Midden-Noord-Brabant (CR);2023;142;10;132;281;20;261
2797;Taxes;Midden-Noord-Brabant (CR);2024;153;6;147;302;12;290
2798;Taxes;Midden-Noord-Brabant (CR);2025;166;7;159;325;14;311
2799;Taxes;Noordoost-Noord-Brabant (CR);2017;170;12;157;261;19;242
2800;Taxes;Noordoost-Noord-Brabant (CR);2018;172;15;158;263;22;241
2801;Taxes;Noordoost-Noord-Brabant (CR);2019;179;13;166;271;20;251
2802;Taxes;Noordoost-Noord-Brabant (CR);2020;186;13;173;280;20;260
2803;Taxes;Noordoost-Noord-Brabant (CR);2021;193;13;180;293;20;273
2804;Taxes;Noordoost-Noord-Brabant (CR);2022;201;14;187;302;21;282
2805;Taxes;Noordoost-Noord-Brabant (CR);2023;210;14;196;313;21;292
2806;Taxes;Noordoost-Noord-Brabant (CR);2024;228;15;213;337;22;314
2807;Taxes;Noordoost-Noord-Brabant (CR);2025;242;15;226;354;22;332
2808;Taxes;Zuidoost-Noord-Brabant (CR);2017;189;7;181;248;9;238
2809;Taxes;Zuidoost-Noord-Brabant (CR);2018;199;10;189;259;13;247
2810;Taxes;Zuidoost-Noord-Brabant (CR);2019;218;9;209;282;12;271
2811;Taxes;Zuidoost-Noord-Brabant (CR);2020;230;9;220;294;12;282
2812;Taxes;Zuidoost-Noord-Brabant (CR);2021;238;9;229;303;12;291
2813;Taxes;Zuidoost-Noord-Brabant (CR);2022;248;10;238;314;13;301
2814;Taxes;Zuidoost-Noord-Brabant (CR);2023;258;10;248;322;13;309
2815;Taxes;Zuidoost-Noord-Brabant (CR);2024;274;12;262;339;15;324
2816;Taxes;Zuidoost-Noord-Brabant (CR);2025;295;12;282;361;15;346
2817;Taxes;Noord-Limburg (CR);2017;82;4;78;292;14;278
2818;Taxes;Noord-Limburg (CR);2018;83;4;80;296;13;283
2819;Taxes;Noord-Limburg (CR);2019;84;4;80;300;14;285
2820;Taxes;Noord-Limburg (CR);2020;88;4;84;311;15;296
2821;Taxes;Noord-Limburg (CR);2021;90;4;86;319;14;305
2822;Taxes;Noord-Limburg (CR);2022;92;5;87;322;17;305
2823;Taxes;Noord-Limburg (CR);2023;95;6;90;330;20;310
2824;Taxes;Noord-Limburg (CR);2024;98;8;91;339;26;313
2825;Taxes;Noord-Limburg (CR);2025;104;6;98;356;20;336
2826;Taxes;Midden-Limburg (CR);2017;53;2;51;222;8;214
2827;Taxes;Midden-Limburg (CR);2018;53;2;51;225;8;217
2828;Taxes;Midden-Limburg (CR);2019;54;2;52;229;7;222
2829;Taxes;Midden-Limburg (CR);2020;55;2;54;233;7;226
2830;Taxes;Midden-Limburg (CR);2021;59;2;57;247;8;239
2831;Taxes;Midden-Limburg (CR);2022;61;2;59;256;9;247
2832;Taxes;Midden-Limburg (CR);2023;64;3;62;267;11;256
2833;Taxes;Midden-Limburg (CR);2024;68;3;65;279;12;266
2834;Taxes;Midden-Limburg (CR);2025;72;3;68;293;14;280
2835;Taxes;Zuid-Limburg (CR);2017;187;13;174;311;21;290
2836;Taxes;Zuid-Limburg (CR);2018;186;10;176;310;17;293
2837;Taxes;Zuid-Limburg (CR);2019;193;10;183;322;17;306
2838;Taxes;Zuid-Limburg (CR);2020;198;7;191;332;12;321
2839;Taxes;Zuid-Limburg (CR);2021;212;6;206;357;10;347
2840;Taxes;Zuid-Limburg (CR);2022;218;6;212;368;11;357
2841;Taxes;Zuid-Limburg (CR);2023;224;7;216;374;13;361
2842;Taxes;Zuid-Limburg (CR);2024;231;7;224;386;12;373
2843;Taxes;Zuid-Limburg (CR);2025;242;8;234;403;13;390
2844;Taxes;Flevoland (CR);2017;106;5;100;259;13;246
2845;Taxes;Flevoland (CR);2018;108;6;102;262;15;248
2846;Taxes;Flevoland (CR);2019;109;5;104;262;13;249
2847;Taxes;Flevoland (CR);2020;112;6;107;266;13;253
2848;Taxes;Flevoland (CR);2021;120;6;114;279;14;266
2849;Taxes;Flevoland (CR);2022;125;7;118;288;15;272
2850;Taxes;Flevoland (CR);2023;135;7;128;304;16;288
2851;Taxes;Flevoland (CR);2024;148;8;140;328;18;310
2852;Taxes;Flevoland (CR);2025;169;9;160;370;19;351
2853;Taxes;Fewer than 5,000 inhabitants;2017;4;0;4;351;40;311
2854;Taxes;Fewer than 5,000 inhabitants;2018;4;1;4;367;42;326
2855;Taxes;Fewer than 5,000 inhabitants;2019;5;0;4;373;29;343
2856;Taxes;Fewer than 5,000 inhabitants;2020;5;0;5;422;30;392
2857;Taxes;Fewer than 5,000 inhabitants;2021;6;0;5;443;33;410
2858;Taxes;Fewer than 5,000 inhabitants;2022;5;0;5;433;31;402
2859;Taxes;Fewer than 5,000 inhabitants;2023;6;0;6;493;35;458
2860;Taxes;Fewer than 5,000 inhabitants;2024;7;1;6;513;42;471
2861;Taxes;Fewer than 5,000 inhabitants;2025;7;1;6;545;51;494
2862;Taxes;5,000 to 9,999 inhabitants;2017;34;3;31;242;19;223
2863;Taxes;5,000 to 9,999 inhabitants;2018;33;2;31;251;16;235
2864;Taxes;5,000 to 9,999 inhabitants;2019;33;2;30;282;21;260
2865;Taxes;5,000 to 9,999 inhabitants;2020;21;2;20;288;23;264
2866;Taxes;5,000 to 9,999 inhabitants;2021;19;1;18;343;23;319
2867;Taxes;5,000 to 9,999 inhabitants;2022;18;1;17;324;24;300
2868;Taxes;5,000 to 9,999 inhabitants;2023;19;1;18;329;22;307
2869;Taxes;5,000 to 9,999 inhabitants;2024;20;2;19;351;28;322
2870;Taxes;5,000 to 9,999 inhabitants;2025;16;1;14;319;28;291
2871;Taxes;10,000 to 19,999 inhabitants;2017;326;19;307;231;14;218
2872;Taxes;10,000 to 19,999 inhabitants;2018;317;20;297;241;15;225
2873;Taxes;10,000 to 19,999 inhabitants;2019;250;17;233;238;16;222
2874;Taxes;10,000 to 19,999 inhabitants;2020;255;15;240;251;15;236
2875;Taxes;10,000 to 19,999 inhabitants;2021;260;14;246;264;14;249
2876;Taxes;10,000 to 19,999 inhabitants;2022;248;14;234;267;15;251
2877;Taxes;10,000 to 19,999 inhabitants;2023;238;19;220;288;23;265
2878;Taxes;10,000 to 19,999 inhabitants;2024;249;16;233;308;19;288
2879;Taxes;10,000 to 19,999 inhabitants;2025;279;19;260;331;23;308
2880;Taxes;20,000 to 49,999 inhabitants;2017;1402;83;1319;234;14;220
2881;Taxes;20,000 to 49,999 inhabitants;2018;1449;93;1356;240;15;224
2882;Taxes;20,000 to 49,999 inhabitants;2019;1496;100;1397;246;16;230
2883;Taxes;20,000 to 49,999 inhabitants;2020;1550;104;1446;259;17;242
2884;Taxes;20,000 to 49,999 inhabitants;2021;1648;105;1543;272;17;255
2885;Taxes;20,000 to 49,999 inhabitants;2022;1575;101;1474;264;17;247
2886;Taxes;20,000 to 49,999 inhabitants;2023;1650;106;1545;275;18;258
2887;Taxes;20,000 to 49,999 inhabitants;2024;1703;115;1587;289;20;270
2888;Taxes;20,000 to 49,999 inhabitants;2025;1798;119;1679;307;20;287
2889;Taxes;50,000 to 99,999 inhabitants;2017;861;59;801;263;18;245
2890;Taxes;50,000 to 99,999 inhabitants;2018;882;55;827;263;16;246
2891;Taxes;50,000 to 99,999 inhabitants;2019;975;58;917;269;16;253
2892;Taxes;50,000 to 99,999 inhabitants;2020;1034;57;977;275;15;260
2893;Taxes;50,000 to 99,999 inhabitants;2021;1080;57;1023;286;15;271
2894;Taxes;50,000 to 99,999 inhabitants;2022;1126;60;1066;282;15;267
2895;Taxes;50,000 to 99,999 inhabitants;2023;1198;62;1136;288;15;273
2896;Taxes;50,000 to 99,999 inhabitants;2024;1347;75;1272;310;17;293
2897;Taxes;50,000 to 99,999 inhabitants;2025;1460;82;1378;330;19;312
2898;Taxes;100,000 to 149,999 inhabitants;2017;549;22;527;340;14;326
2899;Taxes;100,000 to 149,999 inhabitants;2018;558;23;535;341;14;327
2900;Taxes;100,000 to 149,999 inhabitants;2019;573;24;549;347;14;333
2901;Taxes;100,000 to 149,999 inhabitants;2020;541;24;517;337;15;322
2902;Taxes;100,000 to 149,999 inhabitants;2021;564;24;540;351;15;336
2903;Taxes;100,000 to 149,999 inhabitants;2022;553;27;526;341;17;325
2904;Taxes;100,000 to 149,999 inhabitants;2023;580;29;551;353;17;336
2905;Taxes;100,000 to 149,999 inhabitants;2024;619;32;587;373;19;353
2906;Taxes;100,000 to 149,999 inhabitants;2025;675;33;642;404;20;384
2907;Taxes;150,000 to 249,999 inhabitants;2017;741;33;708;323;14;309
2908;Taxes;150,000 to 249,999 inhabitants;2018;760;40;720;329;17;312
2909;Taxes;150,000 to 249,999 inhabitants;2019;807;41;767;342;17;325
2910;Taxes;150,000 to 249,999 inhabitants;2020;922;47;875;364;18;345
2911;Taxes;150,000 to 249,999 inhabitants;2021;969;53;915;381;21;360
2912;Taxes;150,000 to 249,999 inhabitants;2022;987;57;930;385;22;363
2913;Taxes;150,000 to 249,999 inhabitants;2023;1037;68;969;399;26;372
2914;Taxes;150,000 to 249,999 inhabitants;2024;1120;68;1052;425;26;399
2915;Taxes;150,000 to 249,999 inhabitants;2025;1198;71;1127;451;27;425
2916;Taxes;250,000 inhabitants or more;2017;973;219;754;413;93;320
2917;Taxes;250,000 inhabitants or more;2018;1006;111;895;424;47;377
2918;Taxes;250,000 inhabitants or more;2019;1117;111;1006;466;46;419
2919;Taxes;250,000 inhabitants or more;2020;1209;115;1094;498;47;451
2920;Taxes;250,000 inhabitants or more;2021;1274;116;1158;524;48;476
2921;Taxes;250,000 inhabitants or more;2022;1326;125;1202;540;51;490
2922;Taxes;250,000 inhabitants or more;2023;1537;151;1386;611;60;551
2923;Taxes;250,000 inhabitants or more;2024;1692;159;1533;665;63;602
2924;Taxes;250,000 inhabitants or more;2025;1940;185;1754;760;73;687
2925;General payments and other payments Ge..;The Netherlands;2017;27067;11;27056;1584;1;1583
2926;General payments and other payments Ge..;The Netherlands;2018;28384;5;28379;1652;0;1651
2927;General payments and other payments Ge..;The Netherlands;2019;30122;5;30116;1743;0;1743
2928;General payments and other payments Ge..;The Netherlands;2020;31558;6;31552;1813;0;1812
2929;General payments and other payments Ge..;The Netherlands;2021;32535;6;32529;1862;0;1861
2930;General payments and other payments Ge..;The Netherlands;2022;34768;7;34761;1976;0;1976
2931;General payments and other payments Ge..;The Netherlands;2023;38809;9;38800;2178;1;2178
2932;General payments and other payments Ge..;The Netherlands;2024;42296;16;42280;2357;1;2356
2933;General payments and other payments Ge..;The Netherlands;2025;44712;19;44693;2478;1;2477
2934;General payments and other payments Ge..;Noord-Nederland (LD);2017;3032;2;3030;1760;1;1759
2935;General payments and other payments Ge..;Noord-Nederland (LD);2018;3179;1;3178;1845;1;1845
2936;General payments and other payments Ge..;Noord-Nederland (LD);2019;3375;1;3374;1958;1;1957
2937;General payments and other payments Ge..;Noord-Nederland (LD);2020;3488;1;3487;2017;1;2016
2938;General payments and other payments Ge..;Noord-Nederland (LD);2021;3571;1;3570;2061;1;2060
2939;General payments and other payments Ge..;Noord-Nederland (LD);2022;3843;2;3842;2206;1;2205
2940;General payments and other payments Ge..;Noord-Nederland (LD);2023;4203;1;4201;2391;1;2390
2941;General payments and other payments Ge..;Noord-Nederland (LD);2024;4576;2;4574;2589;1;2588
2942;General payments and other payments Ge..;Noord-Nederland (LD);2025;4857;1;4855;2737;1;2737
2943;General payments and other payments Ge..;Oost-Nederland (LD);2017;5557;2;5555;1542;1;1542
2944;General payments and other payments Ge..;Oost-Nederland (LD);2018;5835;1;5834;1610;0;1610
2945;General payments and other payments Ge..;Oost-Nederland (LD);2019;6189;0;6189;1698;0;1698
2946;General payments and other payments Ge..;Oost-Nederland (LD);2020;6480;1;6479;1765;0;1764
2947;General payments and other payments Ge..;Oost-Nederland (LD);2021;6655;1;6654;1803;0;1803
2948;General payments and other payments Ge..;Oost-Nederland (LD);2022;7131;1;7130;1918;0;1918
2949;General payments and other payments Ge..;Oost-Nederland (LD);2023;7896;2;7895;2098;0;2098
2950;General payments and other payments Ge..;Oost-Nederland (LD);2024;8647;3;8644;2282;1;2281
2951;General payments and other payments Ge..;Oost-Nederland (LD);2025;9167;6;9161;2404;2;2402
2952;General payments and other payments Ge..;West-Nederland (LD);2017;12944;2;12941;1592;0;1591
2953;General payments and other payments Ge..;West-Nederland (LD);2018;13598;2;13596;1660;0;1660
2954;General payments and other payments Ge..;West-Nederland (LD);2019;14482;3;14479;1755;0;1754
2955;General payments and other payments Ge..;West-Nederland (LD);2020;15229;2;15227;1829;0;1829
2956;General payments and other payments Ge..;West-Nederland (LD);2021;15785;2;15783;1888;0;1888
2957;General payments and other payments Ge..;West-Nederland (LD);2022;16739;3;16736;1988;0;1987
2958;General payments and other payments Ge..;West-Nederland (LD);2023;18873;5;18868;2210;1;2209
2959;General payments and other payments Ge..;West-Nederland (LD);2024;20501;5;20495;2380;1;2380
2960;General payments and other payments Ge..;West-Nederland (LD);2025;21564;3;21561;2491;0;2490
2961;General payments and other payments Ge..;Zuid-Nederland (LD);2017;5534;4;5529;1524;1;1523
2962;General payments and other payments Ge..;Zuid-Nederland (LD);2018;5773;1;5771;1583;0;1583
2963;General payments and other payments Ge..;Zuid-Nederland (LD);2019;6075;1;6074;1659;0;1659
2964;General payments and other payments Ge..;Zuid-Nederland (LD);2020;6361;1;6360;1728;0;1728
2965;General payments and other payments Ge..;Zuid-Nederland (LD);2021;6524;1;6523;1768;0;1768
2966;General payments and other payments Ge..;Zuid-Nederland (LD);2022;7055;2;7053;1901;1;1901
2967;General payments and other payments Ge..;Zuid-Nederland (LD);2023;7838;1;7836;2087;0;2087
2968;General payments and other payments Ge..;Zuid-Nederland (LD);2024;8571;5;8566;2269;1;2267
2969;General payments and other payments Ge..;Zuid-Nederland (LD);2025;9124;8;9116;2401;2;2399
2970;General payments and other payments Ge..;Groningen (PV);2017;1114;0;1114;1909;0;1909
2971;General payments and other payments Ge..;Groningen (PV);2018;1180;0;1180;2024;0;2024
2972;General payments and other payments Ge..;Groningen (PV);2019;1250;0;1250;2139;0;2139
2973;General payments and other payments Ge..;Groningen (PV);2020;1277;0;1277;2179;0;2179
2974;General payments and other payments Ge..;Groningen (PV);2021;1307;0;1307;2227;0;2227
2975;General payments and other payments Ge..;Groningen (PV);2022;1396;0;1396;2366;0;2366
2976;General payments and other payments Ge..;Groningen (PV);2023;1538;0;1537;2579;0;2579
2977;General payments and other payments Ge..;Groningen (PV);2024;1673;0;1673;2781;0;2781
2978;General payments and other payments Ge..;Groningen (PV);2025;1770;0;1770;2935;0;2935
2979;General payments and other payments Ge..;Fryslân (PV);2017;1094;0;1094;1691;0;1691
2980;General payments and other payments Ge..;Fryslân (PV);2018;1152;0;1152;1780;1;1779
2981;General payments and other payments Ge..;Fryslân (PV);2019;1217;1;1216;1879;1;1878
2982;General payments and other payments Ge..;Fryslân (PV);2020;1262;0;1261;1941;0;1941
2983;General payments and other payments Ge..;Fryslân (PV);2021;1295;1;1294;1988;1;1987
2984;General payments and other payments Ge..;Fryslân (PV);2022;1400;1;1399;2141;2;2139
2985;General payments and other payments Ge..;Fryslân (PV);2023;1514;0;1514;2295;0;2295
2986;General payments and other payments Ge..;Fryslân (PV);2024;1657;1;1657;2504;1;2502
2987;General payments and other payments Ge..;Fryslân (PV);2025;1768;1;1768;2662;1;2661
2988;General payments and other payments Ge..;Drenthe (PV);2017;824;2;822;1675;3;1671
2989;General payments and other payments Ge..;Drenthe (PV);2018;846;1;846;1719;1;1718
2990;General payments and other payments Ge..;Drenthe (PV);2019;909;1;908;1847;1;1846
2991;General payments and other payments Ge..;Drenthe (PV);2020;950;1;949;1924;1;1923
2992;General payments and other payments Ge..;Drenthe (PV);2021;969;1;968;1959;1;1957
2993;General payments and other payments Ge..;Drenthe (PV);2022;1047;0;1046;2103;1;2102
2994;General payments and other payments Ge..;Drenthe (PV);2023;1151;1;1150;2292;2;2291
2995;General payments and other payments Ge..;Drenthe (PV);2024;1246;2;1245;2472;3;2469
2996;General payments and other payments Ge..;Drenthe (PV);2025;1318;1;1317;2601;1;2600
2997;General payments and other payments Ge..;Overijssel (PV);2017;1852;2;1850;1614;1;1612
2998;General payments and other payments Ge..;Overijssel (PV);2018;1930;0;1930;1676;0;1676
2999;General payments and other payments Ge..;Overijssel (PV);2019;2039;1;2039;1764;1;1763
3000;General payments and other payments Ge..;Overijssel (PV);2020;2136;0;2136;1837;0;1837
3001;General payments and other payments Ge..;Overijssel (PV);2021;2184;0;2183;1872;0;1872
3002;General payments and other payments Ge..;Overijssel (PV);2022;2335;2;2333;1993;1;1991
3003;General payments and other payments Ge..;Overijssel (PV);2023;2588;0;2588;2185;0;2185
3004;General payments and other payments Ge..;Overijssel (PV);2024;2828;1;2827;2378;1;2377
3005;General payments and other payments Ge..;Overijssel (PV);2025;2999;2;2997;2508;2;2506
3006;General payments and other payments Ge..;Flevoland (PV);2017;649;0;649;1591;1;1591
3007;General payments and other payments Ge..;Flevoland (PV);2018;682;0;682;1657;1;1656
3008;General payments and other payments Ge..;Flevoland (PV);2019;729;0;730;1752;-1;1753
3009;General payments and other payments Ge..;Flevoland (PV);2020;762;0;762;1802;0;1801
3010;General payments and other payments Ge..;Flevoland (PV);2021;784;0;784;1831;0;1831
3011;General payments and other payments Ge..;Flevoland (PV);2022;851;0;851;1957;0;1957
3012;General payments and other payments Ge..;Flevoland (PV);2023;933;1;932;2097;2;2095
3013;General payments and other payments Ge..;Flevoland (PV);2024;1032;0;1032;2290;1;2289
3014;General payments and other payments Ge..;Flevoland (PV);2025;1079;0;1079;2363;0;2363
3015;General payments and other payments Ge..;Gelderland (PV);2017;3056;0;3056;1492;0;1492
3016;General payments and other payments Ge..;Gelderland (PV);2018;3222;0;3222;1564;0;1564
3017;General payments and other payments Ge..;Gelderland (PV);2019;3420;0;3420;1651;0;1651
