ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
338;Total municipal tasks;Agglomeratie Haarlem (CR);2022;817;817;0;3533;3533;0
339;Total municipal tasks;Agglomeratie Haarlem (CR);2023;885;885;0;3773;3773;0
340;Total municipal tasks;Agglomeratie Haarlem (CR);2024;965;965;0;4080;4079;0
341;Total municipal tasks;Agglomeratie Haarlem (CR);2025;1052;1052;0;4432;4433;0
342;Total municipal tasks;Zaanstreek (CR);2017;530;530;0;3128;3128;0
343;Total municipal tasks;Zaanstreek (CR);2018;544;544;0;3182;3182;0
344;Total municipal tasks;Zaanstreek (CR);2019;581;581;0;3373;3373;0
345;Total municipal tasks;Zaanstreek (CR);2020;603;603;0;3483;3483;0
346;Total municipal tasks;Zaanstreek (CR);2021;612;612;0;3532;3532;0
347;Total municipal tasks;Zaanstreek (CR);2022;645;645;0;3715;3715;0
348;Total municipal tasks;Zaanstreek (CR);2023;732;732;0;4151;4151;0
349;Total municipal tasks;Zaanstreek (CR);2024;811;811;0;4558;4558;0
350;Total municipal tasks;Zaanstreek (CR);2025;846;846;0;4719;4718;0
351;Total municipal tasks;Groot-Amsterdam (CR);2017;6692;6692;0;4963;4963;0
352;Total municipal tasks;Groot-Amsterdam (CR);2018;6844;6844;0;5034;5034;0
353;Total municipal tasks;Groot-Amsterdam (CR);2019;7008;7008;0;5089;5089;0
354;Total municipal tasks;Groot-Amsterdam (CR);2020;7868;7868;0;5649;5649;0
355;Total municipal tasks;Groot-Amsterdam (CR);2021;8442;8442;0;6049;6049;0
356;Total municipal tasks;Groot-Amsterdam (CR);2022;8236;8236;0;5831;5831;0
357;Total municipal tasks;Groot-Amsterdam (CR);2023;8382;8382;0;5743;5743;0
358;Total municipal tasks;Groot-Amsterdam (CR);2024;8934;8934;0;6050;6050;0
359;Total municipal tasks;Groot-Amsterdam (CR);2025;10192;10192;0;6877;6877;0
360;Total municipal tasks;Het Gooi en Vechtstreek (CR);2017;597;597;0;2380;2380;0
361;Total municipal tasks;Het Gooi en Vechtstreek (CR);2018;645;645;0;2549;2549;0
362;Total municipal tasks;Het Gooi en Vechtstreek (CR);2019;654;654;0;2566;2566;0
363;Total municipal tasks;Het Gooi en Vechtstreek (CR);2020;681;681;0;2649;2649;0
364;Total municipal tasks;Het Gooi en Vechtstreek (CR);2021;678;678;0;2616;2616;0
365;Total municipal tasks;Het Gooi en Vechtstreek (CR);2022;716;716;0;2748;2748;0
366;Total municipal tasks;Het Gooi en Vechtstreek (CR);2023;704;704;0;2885;2885;0
367;Total municipal tasks;Het Gooi en Vechtstreek (CR);2024;808;808;0;3302;3302;0
368;Total municipal tasks;Het Gooi en Vechtstreek (CR);2025;860;860;0;3502;3502;0
369;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2017;1265;1265;0;3003;3003;0
370;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2018;1251;1252;0;2947;2947;0
371;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2019;1275;1275;0;2985;2985;0
372;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2020;1325;1325;0;3079;3079;0
373;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2021;1342;1342;0;3109;3109;0
374;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2022;1440;1440;0;3315;3315;0
375;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2023;1493;1493;0;3391;3391;0
376;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2024;1639;1639;0;3677;3677;0
377;Total municipal tasks;Agglomeratie Leiden en Bollenstreek (CR);2025;1800;1800;0;4021;4021;0
378;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2017;3411;3411;0;3997;3997;0
379;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2018;3403;3403;0;3941;3941;0
380;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2019;3593;3593;0;4119;4119;0
381;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2020;3781;3781;0;4282;4282;0
382;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2021;3803;3803;0;4286;4286;0
383;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2022;3994;3994;0;4457;4457;0
384;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2023;4310;4310;0;4736;4736;0
385;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2024;4531;4531;0;4941;4941;0
386;Total municipal tasks;Agglomeratie 's-Gravenhage (CR);2025;4917;4917;0;5327;5327;0
387;Total municipal tasks;Delft en Westland (CR);2017;655;655;0;2897;2897;0
388;Total municipal tasks;Delft en Westland (CR);2018;670;670;0;2925;2925;0
389;Total municipal tasks;Delft en Westland (CR);2019;795;795;0;3438;3438;0
390;Total municipal tasks;Delft en Westland (CR);2020;731;731;0;3131;3131;0
391;Total municipal tasks;Delft en Westland (CR);2021;789;789;0;3365;3365;0
392;Total municipal tasks;Delft en Westland (CR);2022;828;828;0;3500;3500;0
393;Total municipal tasks;Delft en Westland (CR);2023;900;900;0;3742;3742;0
394;Total municipal tasks;Delft en Westland (CR);2024;941;940;0;3840;3840;0
395;Total municipal tasks;Delft en Westland (CR);2025;978;978;0;3966;3967;0
396;Total municipal tasks;Oost-Zuid-Holland (CR);2017;892;892;0;2750;2754;-4
397;Total municipal tasks;Oost-Zuid-Holland (CR);2018;954;954;0;2909;2909;0
398;Total municipal tasks;Oost-Zuid-Holland (CR);2019;1004;1004;0;3026;3026;0
399;Total municipal tasks;Oost-Zuid-Holland (CR);2020;1047;1047;0;3128;3128;0
400;Total municipal tasks;Oost-Zuid-Holland (CR);2021;1078;1078;0;3192;3192;0
401;Total municipal tasks;Oost-Zuid-Holland (CR);2022;1102;1102;0;3236;3236;0
402;Total municipal tasks;Oost-Zuid-Holland (CR);2023;1237;1237;0;3580;3580;0
403;Total municipal tasks;Oost-Zuid-Holland (CR);2024;1479;1479;0;4242;4242;0
404;Total municipal tasks;Oost-Zuid-Holland (CR);2025;1406;1406;0;3995;3995;0
405;Total municipal tasks;Groot-Rijnmond (CR);2017;5785;5785;0;4056;4056;0
406;Total municipal tasks;Groot-Rijnmond (CR);2018;5745;5745;0;4014;4014;0
407;Total municipal tasks;Groot-Rijnmond (CR);2019;5839;5839;0;4050;4050;0
408;Total municipal tasks;Groot-Rijnmond (CR);2020;6239;6239;0;4287;4288;0
409;Total municipal tasks;Groot-Rijnmond (CR);2021;6530;6530;0;4466;4466;0
410;Total municipal tasks;Groot-Rijnmond (CR);2022;6756;6756;0;4592;4592;0
411;Total municipal tasks;Groot-Rijnmond (CR);2023;7187;7187;0;4828;4828;0
412;Total municipal tasks;Groot-Rijnmond (CR);2024;7736;7736;0;5147;5147;0
413;Total municipal tasks;Groot-Rijnmond (CR);2025;8304;8304;0;5496;5496;0
414;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2017;1207;1207;0;3005;3001;3
415;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2018;1365;1365;0;3379;3379;0
416;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2019;1215;1215;0;3281;3281;0
417;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2020;1278;1278;0;3436;3436;0
418;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2021;1318;1318;0;3534;3534;0
419;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2022;1387;1387;0;3699;3699;0
420;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2023;1523;1523;0;4011;4011;0
421;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2024;1617;1617;0;4242;4242;0
422;Total municipal tasks;Zuidoost-Zuid-Holland (CR);2025;1794;1794;0;4685;4685;0
423;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2017;276;276;0;2614;2614;0
424;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2018;285;285;0;2700;2700;0
425;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2019;296;296;0;2809;2809;0
426;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2020;310;310;0;2945;2945;0
427;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2021;316;316;0;3008;3008;0
428;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2022;331;331;0;3143;3143;0
429;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2023;369;369;0;3489;3489;0
430;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2024;425;425;0;4028;4028;0
431;Total municipal tasks;Zeeuwsch-Vlaanderen (CR);2025;468;468;0;4406;4406;0
432;Total municipal tasks;Overig Zeeland (CR);2017;872;872;0;3162;3162;0
433;Total municipal tasks;Overig Zeeland (CR);2018;892;892;0;3220;3220;0
434;Total municipal tasks;Overig Zeeland (CR);2019;935;935;0;3368;3368;0
435;Total municipal tasks;Overig Zeeland (CR);2020;985;985;0;3539;3539;0
436;Total municipal tasks;Overig Zeeland (CR);2021;1004;1004;0;3583;3583;0
437;Total municipal tasks;Overig Zeeland (CR);2022;1047;1047;0;3717;3717;0
438;Total municipal tasks;Overig Zeeland (CR);2023;1127;1127;0;3949;3949;0
439;Total municipal tasks;Overig Zeeland (CR);2024;1252;1252;0;4377;4377;0
440;Total municipal tasks;Overig Zeeland (CR);2025;1373;1373;0;4785;4785;0
441;Total municipal tasks;West-Noord-Brabant (CR);2017;1826;1826;0;2905;2905;0
442;Total municipal tasks;West-Noord-Brabant (CR);2018;1906;1906;0;3016;3016;0
443;Total municipal tasks;West-Noord-Brabant (CR);2019;1898;1898;0;2992;2992;0
444;Total municipal tasks;West-Noord-Brabant (CR);2020;2013;2013;0;3164;3164;0
445;Total municipal tasks;West-Noord-Brabant (CR);2021;2061;2061;0;3236;3236;0
446;Total municipal tasks;West-Noord-Brabant (CR);2022;2170;2170;0;3390;3390;0
447;Total municipal tasks;West-Noord-Brabant (CR);2023;2242;2242;0;3466;3466;0
448;Total municipal tasks;West-Noord-Brabant (CR);2024;2551;2551;0;3916;3916;0
449;Total municipal tasks;West-Noord-Brabant (CR);2025;2730;2730;0;4174;4174;0
450;Total municipal tasks;Midden-Noord-Brabant (CR);2017;1475;1475;0;3127;3127;0
451;Total municipal tasks;Midden-Noord-Brabant (CR);2018;1479;1479;0;3111;3111;0
452;Total municipal tasks;Midden-Noord-Brabant (CR);2019;1644;1644;0;3432;3432;0
453;Total municipal tasks;Midden-Noord-Brabant (CR);2020;1564;1564;0;3237;3237;0
454;Total municipal tasks;Midden-Noord-Brabant (CR);2021;1610;1610;0;3265;3265;0
455;Total municipal tasks;Midden-Noord-Brabant (CR);2022;1701;1701;0;3420;3420;0
456;Total municipal tasks;Midden-Noord-Brabant (CR);2023;1974;1974;0;3918;3918;0
457;Total municipal tasks;Midden-Noord-Brabant (CR);2024;1997;1997;0;3934;3934;0
458;Total municipal tasks;Midden-Noord-Brabant (CR);2025;2229;2229;0;4353;4353;0
459;Total municipal tasks;Noordoost-Noord-Brabant (CR);2017;1958;1958;0;3008;3008;0
460;Total municipal tasks;Noordoost-Noord-Brabant (CR);2018;2044;2044;0;3121;3121;0
461;Total municipal tasks;Noordoost-Noord-Brabant (CR);2019;2180;2180;0;3311;3311;0
462;Total municipal tasks;Noordoost-Noord-Brabant (CR);2020;2278;2278;0;3434;3434;0
463;Total municipal tasks;Noordoost-Noord-Brabant (CR);2021;2256;2256;0;3420;3420;0
464;Total municipal tasks;Noordoost-Noord-Brabant (CR);2022;2292;2292;0;3450;3450;0
465;Total municipal tasks;Noordoost-Noord-Brabant (CR);2023;2485;2485;0;3695;3695;0
466;Total municipal tasks;Noordoost-Noord-Brabant (CR);2024;2687;2687;0;3971;3971;0
467;Total municipal tasks;Noordoost-Noord-Brabant (CR);2025;2860;2860;0;4194;4194;0
468;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2017;2241;2241;0;2942;2942;0
469;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2018;2350;2350;0;3065;3065;0
470;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2019;2414;2414;0;3122;3122;0
471;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2020;2466;2466;0;3158;3158;0
472;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2021;2583;2583;0;3293;3293;0
473;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2022;2662;2662;0;3365;3365;0
474;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2023;2901;2901;0;3611;3611;0
475;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2024;3074;3074;0;3799;3799;0
476;Total municipal tasks;Zuidoost-Noord-Brabant (CR);2025;3289;3289;0;4028;4028;0
477;Total municipal tasks;Noord-Limburg (CR);2017;833;833;0;2958;2958;0
478;Total municipal tasks;Noord-Limburg (CR);2018;881;881;0;3128;3128;0
479;Total municipal tasks;Noord-Limburg (CR);2019;865;865;0;3069;3069;0
480;Total municipal tasks;Noord-Limburg (CR);2020;907;907;0;3208;3208;0
481;Total municipal tasks;Noord-Limburg (CR);2021;917;917;0;3236;3236;0
482;Total municipal tasks;Noord-Limburg (CR);2022;976;976;0;3424;3424;0
483;Total municipal tasks;Noord-Limburg (CR);2023;1075;1075;0;3715;3715;0
484;Total municipal tasks;Noord-Limburg (CR);2024;1215;1215;0;4182;4183;0
485;Total municipal tasks;Noord-Limburg (CR);2025;1293;1293;0;4437;4437;0
486;Total municipal tasks;Midden-Limburg (CR);2017;617;617;0;2612;2614;-2
487;Total municipal tasks;Midden-Limburg (CR);2018;633;633;0;2672;2673;0
488;Total municipal tasks;Midden-Limburg (CR);2019;653;653;0;2759;2759;0
489;Total municipal tasks;Midden-Limburg (CR);2020;663;663;0;2792;2792;0
490;Total municipal tasks;Midden-Limburg (CR);2021;695;695;0;2917;2917;0
491;Total municipal tasks;Midden-Limburg (CR);2022;723;723;0;3026;3026;0
492;Total municipal tasks;Midden-Limburg (CR);2023;779;779;0;3225;3225;0
493;Total municipal tasks;Midden-Limburg (CR);2024;881;881;0;3633;3633;0
494;Total municipal tasks;Midden-Limburg (CR);2025;919;919;0;3768;3768;0
495;Total municipal tasks;Zuid-Limburg (CR);2017;2035;2035;0;3392;3392;0
496;Total municipal tasks;Zuid-Limburg (CR);2018;2050;2050;0;3422;3421;0
497;Total municipal tasks;Zuid-Limburg (CR);2019;2220;2220;0;3716;3716;0
498;Total municipal tasks;Zuid-Limburg (CR);2020;2280;2280;0;3818;3818;0
499;Total municipal tasks;Zuid-Limburg (CR);2021;2187;2187;0;3680;3680;0
500;Total municipal tasks;Zuid-Limburg (CR);2022;2324;2324;0;3912;3912;0
501;Total municipal tasks;Zuid-Limburg (CR);2023;2422;2422;0;4053;4053;0
502;Total municipal tasks;Zuid-Limburg (CR);2024;2642;2642;0;4401;4401;0
503;Total municipal tasks;Zuid-Limburg (CR);2025;2793;2793;0;4653;4653;0
504;Total municipal tasks;Flevoland (CR);2017;1346;1346;0;3300;3301;0
505;Total municipal tasks;Flevoland (CR);2018;1421;1421;0;3452;3452;0
506;Total municipal tasks;Flevoland (CR);2019;1545;1545;0;3709;3709;0
507;Total municipal tasks;Flevoland (CR);2020;1663;1663;0;3932;3932;0
508;Total municipal tasks;Flevoland (CR);2021;1653;1653;0;3860;3860;0
509;Total municipal tasks;Flevoland (CR);2022;1771;1771;0;4073;4073;0
510;Total municipal tasks;Flevoland (CR);2023;1858;1858;0;4177;4177;0
511;Total municipal tasks;Flevoland (CR);2024;2041;2041;0;4526;4526;0
512;Total municipal tasks;Flevoland (CR);2025;2181;2181;0;4779;4779;0
513;Total municipal tasks;Fewer than 5,000 inhabitants;2017;62;62;0;5194;5195;-2
514;Total municipal tasks;Fewer than 5,000 inhabitants;2018;63;63;0;5184;5184;-1
515;Total municipal tasks;Fewer than 5,000 inhabitants;2019;63;63;0;5115;5117;-3
516;Total municipal tasks;Fewer than 5,000 inhabitants;2020;64;64;0;5194;5194;0
517;Total municipal tasks;Fewer than 5,000 inhabitants;2021;70;70;0;5648;5648;0
518;Total municipal tasks;Fewer than 5,000 inhabitants;2022;78;78;0;6145;6145;0
519;Total municipal tasks;Fewer than 5,000 inhabitants;2023;81;81;0;6335;6334;1
520;Total municipal tasks;Fewer than 5,000 inhabitants;2024;104;104;0;8131;8132;-2
521;Total municipal tasks;Fewer than 5,000 inhabitants;2025;100;100;0;7867;7866;1
522;Total municipal tasks;5,000 to 9,999 inhabitants;2017;351;351;0;2511;2511;0
523;Total municipal tasks;5,000 to 9,999 inhabitants;2018;337;337;0;2561;2560;0
524;Total municipal tasks;5,000 to 9,999 inhabitants;2019;281;281;0;2423;2424;0
525;Total municipal tasks;5,000 to 9,999 inhabitants;2020;212;212;0;2845;2845;0
526;Total municipal tasks;5,000 to 9,999 inhabitants;2021;155;155;0;2777;2778;0
527;Total municipal tasks;5,000 to 9,999 inhabitants;2022;161;161;0;2849;2849;0
528;Total municipal tasks;5,000 to 9,999 inhabitants;2023;172;172;0;2993;2993;0
529;Total municipal tasks;5,000 to 9,999 inhabitants;2024;190;190;0;3268;3268;0
530;Total municipal tasks;5,000 to 9,999 inhabitants;2025;179;179;0;3673;3673;0
531;Total municipal tasks;10,000 to 19,999 inhabitants;2017;3435;3435;0;2434;2434;0
532;Total municipal tasks;10,000 to 19,999 inhabitants;2018;3254;3254;0;2469;2469;0
533;Total municipal tasks;10,000 to 19,999 inhabitants;2019;2688;2688;0;2559;2559;0
534;Total municipal tasks;10,000 to 19,999 inhabitants;2020;2682;2682;0;2639;2639;0
535;Total municipal tasks;10,000 to 19,999 inhabitants;2021;2654;2654;0;2692;2692;0
536;Total municipal tasks;10,000 to 19,999 inhabitants;2022;2608;2608;0;2803;2803;0
537;Total municipal tasks;10,000 to 19,999 inhabitants;2023;2457;2457;0;2967;2967;0
538;Total municipal tasks;10,000 to 19,999 inhabitants;2024;2636;2636;0;3259;3259;0
539;Total municipal tasks;10,000 to 19,999 inhabitants;2025;2989;2989;0;3546;3546;0
540;Total municipal tasks;20,000 to 49,999 inhabitants;2017;14863;14863;0;2482;2482;0
541;Total municipal tasks;20,000 to 49,999 inhabitants;2018;15342;15342;0;2539;2539;0
542;Total municipal tasks;20,000 to 49,999 inhabitants;2019;16166;16166;0;2663;2663;0
543;Total municipal tasks;20,000 to 49,999 inhabitants;2020;16373;16374;0;2739;2739;0
544;Total municipal tasks;20,000 to 49,999 inhabitants;2021;17103;17104;0;2823;2823;0
545;Total municipal tasks;20,000 to 49,999 inhabitants;2022;17581;17581;0;2947;2947;0
546;Total municipal tasks;20,000 to 49,999 inhabitants;2023;18735;18735;0;3124;3124;0
547;Total municipal tasks;20,000 to 49,999 inhabitants;2024;20007;20007;0;3398;3398;0
548;Total municipal tasks;20,000 to 49,999 inhabitants;2025;21232;21232;0;3632;3632;0
549;Total municipal tasks;50,000 to 99,999 inhabitants;2017;9939;9939;0;3035;3036;-1
550;Total municipal tasks;50,000 to 99,999 inhabitants;2018;10545;10545;0;3141;3141;0
551;Total municipal tasks;50,000 to 99,999 inhabitants;2019;11422;11422;0;3148;3148;0
552;Total municipal tasks;50,000 to 99,999 inhabitants;2020;12206;12206;0;3246;3246;0
553;Total municipal tasks;50,000 to 99,999 inhabitants;2021;12443;12443;0;3296;3296;0
554;Total municipal tasks;50,000 to 99,999 inhabitants;2022;13482;13482;0;3381;3381;0
555;Total municipal tasks;50,000 to 99,999 inhabitants;2023;14810;14810;0;3560;3560;0
556;Total municipal tasks;50,000 to 99,999 inhabitants;2024;17011;17011;0;3920;3920;0
557;Total municipal tasks;50,000 to 99,999 inhabitants;2025;18351;18351;0;4154;4154;0
558;Total municipal tasks;100,000 to 149,999 inhabitants;2017;5688;5688;0;3519;3519;0
559;Total municipal tasks;100,000 to 149,999 inhabitants;2018;6059;6059;0;3701;3701;0
560;Total municipal tasks;100,000 to 149,999 inhabitants;2019;6387;6387;0;3869;3869;0
561;Total municipal tasks;100,000 to 149,999 inhabitants;2020;6374;6374;0;3968;3968;0
562;Total municipal tasks;100,000 to 149,999 inhabitants;2021;6334;6334;0;3936;3936;0
563;Total municipal tasks;100,000 to 149,999 inhabitants;2022;6705;6705;0;4139;4139;0
564;Total municipal tasks;100,000 to 149,999 inhabitants;2023;7246;7246;0;4414;4413;0
565;Total municipal tasks;100,000 to 149,999 inhabitants;2024;7872;7872;0;4740;4740;0
566;Total municipal tasks;100,000 to 149,999 inhabitants;2025;8378;8378;0;5014;5014;0
567;Total municipal tasks;150,000 to 249,999 inhabitants;2017;8919;8919;0;3889;3889;0
568;Total municipal tasks;150,000 to 249,999 inhabitants;2018;9287;9287;0;4018;4018;0
569;Total municipal tasks;150,000 to 249,999 inhabitants;2019;9775;9775;0;4147;4147;0
570;Total municipal tasks;150,000 to 249,999 inhabitants;2020;10443;10443;0;4121;4121;0
571;Total municipal tasks;150,000 to 249,999 inhabitants;2021;10592;10592;0;4163;4163;0
572;Total municipal tasks;150,000 to 249,999 inhabitants;2022;11012;11012;0;4295;4295;0
573;Total municipal tasks;150,000 to 249,999 inhabitants;2023;12057;12057;0;4633;4633;0
574;Total municipal tasks;150,000 to 249,999 inhabitants;2024;12867;12867;0;4884;4884;0
575;Total municipal tasks;150,000 to 249,999 inhabitants;2025;13937;13937;0;5253;5253;0
576;Total municipal tasks;250,000 inhabitants or more;2017;12877;12877;0;5469;5469;0
577;Total municipal tasks;250,000 inhabitants or more;2018;12851;12851;0;5413;5413;0
578;Total municipal tasks;250,000 inhabitants or more;2019;13146;13146;0;5481;5481;0
579;Total municipal tasks;250,000 inhabitants or more;2020;14302;14302;0;5893;5893;0
580;Total municipal tasks;250,000 inhabitants or more;2021;15122;15122;0;6216;6216;0
581;Total municipal tasks;250,000 inhabitants or more;2022;15166;15166;0;6180;6180;0
582;Total municipal tasks;250,000 inhabitants or more;2023;15967;15967;0;6346;6346;0
583;Total municipal tasks;250,000 inhabitants or more;2024;16926;16926;0;6647;6647;0
584;Total municipal tasks;250,000 inhabitants or more;2025;18750;18750;0;7344;7344;0
585;Total civil administration and civil s..;The Netherlands;2017;38306;11111;27195;2241;650;1591
586;Total civil administration and civil s..;The Netherlands;2018;39876;11634;28242;2321;677;1644
587;Total civil administration and civil s..;The Netherlands;2019;41123;11749;29374;2379;680;1700
588;Total civil administration and civil s..;The Netherlands;2020;43225;12353;30872;2483;710;1773
