ID;Geslacht;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;NietBeroepsbevolking_7;BeschikbaarNietGezocht_8;NietGezochtVanwegeOntmoediging_9;NietGezochtVanwegeAndereReden_10;GezochtNietBeschikbaar_11;NietGezochtNietBeschikbaar_12
891;Vrouwen;Eemnes;2022;4;3;0;2;1;0;1;0;0;0;0;1
892;Vrouwen;Eemsdelta;2022;16;10;1;9;6;0;6;0;0;0;0;5
893;Vrouwen;Eersel;2022;7;5;0;5;2;0;2;0;0;0;0;2
894;Vrouwen;Eijsden-Margraten;2022;9;6;0;6;3;0;3;0;0;0;0;3
895;Vrouwen;Eindhoven;2022;88;60;4;56;29;3;26;1;0;1;1;24
896;Vrouwen;Elburg;2022;9;6;0;6;3;0;2;0;0;0;0;2
897;Vrouwen;Emmen;2022;40;25;2;23;15;1;14;0;0;0;0;13
898;Vrouwen;Enkhuizen;2022;7;5;0;4;2;0;2;0;0;0;0;2
899;Vrouwen;Enschede;2022;59;38;3;35;21;2;19;1;0;1;1;18
900;Vrouwen;Epe;2022;12;8;1;7;4;0;4;0;0;0;0;3
901;Vrouwen;Ermelo;2022;10;7;0;6;3;0;3;0;0;0;0;3
902;Vrouwen;Etten-Leur;2022;16;11;1;10;5;0;5;0;0;0;0;5
903;Vrouwen;De Fryske Marren;2022;19;13;1;12;6;0;5;0;0;0;0;5
904;Vrouwen;Geertruidenberg;2022;8;6;0;5;2;0;2;0;0;0;0;2
905;Vrouwen;Geldrop-Mierlo;2022;15;10;1;9;5;0;5;0;0;0;0;4
906;Vrouwen;Gemert-Bakel;2022;11;8;1;7;3;0;3;0;0;0;0;3
907;Vrouwen;Gennep;2022;6;4;0;4;2;0;2;0;0;0;0;2
908;Vrouwen;Gilze en Rijen;2022;10;7;0;6;3;0;3;0;0;0;0;3
909;Vrouwen;Goeree-Overflakkee;2022;19;13;1;12;6;0;5;0;0;0;0;5
910;Vrouwen;Goes;2022;14;10;1;9;5;0;4;0;0;0;0;4
911;Vrouwen;Goirle;2022;9;6;0;6;3;0;3;0;0;0;0;2
912;Vrouwen;Gooise Meren;2022;21;15;1;14;6;1;6;0;0;0;0;5
913;Vrouwen;Gorinchem;2022;14;10;1;9;5;0;4;0;0;0;0;4
914;Vrouwen;Gouda;2022;28;19;1;18;9;1;8;0;0;0;0;8
915;Vrouwen;'s-Gravenhage (gemeente);2022;214;137;9;127;77;8;69;4;0;4;3;62
916;Vrouwen;Groningen (gemeente);2022;95;67;5;62;29;4;25;2;0;2;1;22
917;Vrouwen;Gulpen-Wittem;2022;5;3;0;3;2;0;2;0;0;0;0;2
918;Vrouwen;Haaksbergen;2022;9;6;0;6;3;0;3;0;0;0;0;2
919;Vrouwen;Haarlem;2022;62;44;3;41;18;2;17;1;0;1;1;15
920;Vrouwen;Haarlemmermeer;2022;61;43;3;40;18;2;16;1;0;1;1;14
921;Vrouwen;Halderberge;2022;11;8;1;7;4;0;4;0;0;0;0;3
922;Vrouwen;Hardenberg;2022;22;16;1;15;6;0;6;0;0;0;0;5
923;Vrouwen;Harderwijk;2022;18;12;1;12;6;0;5;0;0;0;0;5
924;Vrouwen;Hardinxveld-Giessendam;2022;7;5;0;4;2;0;2;0;0;0;0;2
925;Vrouwen;Harlingen;2022;6;4;0;3;2;0;2;0;0;0;0;2
926;Vrouwen;Hattem;2022;4;3;0;3;1;0;1;0;0;0;0;1
927;Vrouwen;Heemskerk;2022;15;10;1;9;5;0;4;0;0;0;0;4
928;Vrouwen;Heemstede;2022;10;6;0;6;3;0;3;0;0;0;0;3
929;Vrouwen;Heerde;2022;7;5;0;4;2;0;2;0;0;0;0;2
930;Vrouwen;Heerenveen;2022;19;13;1;12;6;0;5;0;0;0;0;5
931;Vrouwen;Heerlen;2022;32;19;1;18;13;1;12;0;0;0;0;12
932;Vrouwen;Heeze-Leende;2022;6;4;0;4;2;0;2;0;0;0;0;2
933;Vrouwen;Heiloo;2022;9;6;0;6;3;0;3;0;0;0;0;2
934;Vrouwen;Den Helder;2022;21;13;1;12;8;0;7;0;0;0;0;7
935;Vrouwen;Hellendoorn;2022;13;9;1;9;4;0;4;0;0;0;0;3
936;Vrouwen;Hellevoetsluis;2022;15;10;1;9;6;0;5;0;0;0;0;5
937;Vrouwen;Helmond;2022;35;24;2;22;12;1;11;0;0;0;0;10
938;Vrouwen;Hendrik-Ido-Ambacht;2022;12;8;1;8;3;0;3;0;0;0;0;3
939;Vrouwen;Hengelo (O.);2022;30;21;1;19;10;1;9;0;0;0;0;8
940;Vrouwen;'s-Hertogenbosch;2022;60;42;3;40;18;2;16;1;0;1;0;15
941;Vrouwen;Heumen;2022;6;4;0;4;2;0;2;0;0;0;0;2
942;Vrouwen;Heusden;2022;17;12;1;11;5;0;5;0;0;0;0;5
943;Vrouwen;Hillegom;2022;8;6;0;5;2;0;2;0;0;0;0;2
944;Vrouwen;Hilvarenbeek;2022;6;4;0;4;2;0;1;0;0;0;0;1
945;Vrouwen;Hilversum;2022;34;24;1;22;11;1;10;1;0;0;0;9
946;Vrouwen;Hoeksche Waard;2022;33;23;1;21;10;1;9;0;0;0;0;9
947;Vrouwen;Hof van Twente;2022;13;9;1;8;4;0;3;0;0;0;0;3
948;Vrouwen;Het Hogeland;2022;17;11;1;11;6;0;6;0;0;0;0;5
949;Vrouwen;Hollands Kroon;2022;18;12;1;11;6;0;5;0;0;0;0;5
950;Vrouwen;Hoogeveen;2022;20;13;1;12;7;0;6;0;0;0;0;6
951;Vrouwen;Hoorn;2022;28;19;1;18;9;1;9;0;0;0;0;8
952;Vrouwen;Horst aan de Maas;2022;16;12;1;11;4;0;4;0;0;0;0;4
953;Vrouwen;Houten;2022;19;14;1;13;5;0;5;0;0;0;0;5
954;Vrouwen;Huizen;2022;16;10;1;10;5;0;5;0;0;0;0;4
955;Vrouwen;Hulst;2022;10;6;0;6;4;0;4;0;0;0;0;3
956;Vrouwen;IJsselstein;2022;13;9;1;9;4;0;3;0;0;0;0;3
957;Vrouwen;Kaag en Braassem;2022;10;8;0;7;3;0;3;0;0;0;0;2
958;Vrouwen;Kampen;2022;20;14;1;13;6;0;5;0;0;0;0;5
959;Vrouwen;Kapelle;2022;5;3;0;3;1;0;1;0;0;0;0;1
960;Vrouwen;Katwijk;2022;24;17;1;16;7;1;6;0;0;0;0;6
961;Vrouwen;Kerkrade;2022;17;9;1;9;7;0;7;0;0;0;0;6
962;Vrouwen;Koggenland;2022;8;6;0;6;2;0;2;0;0;0;0;2
963;Vrouwen;Krimpen aan den IJssel;2022;11;7;1;7;4;0;3;0;0;0;0;3
964;Vrouwen;Krimpenerwaard;2022;21;15;1;14;6;0;6;0;0;0;0;5
965;Vrouwen;Laarbeek;2022;8;6;0;5;3;0;2;0;0;0;0;2
966;Vrouwen;Land van Cuijk;2022;33;23;2;22;10;1;9;0;0;0;0;9
967;Vrouwen;Landgraaf;2022;14;8;1;8;6;0;5;0;0;0;0;5
968;Vrouwen;Landsmeer;2022;4;3;0;3;1;0;1;0;0;0;0;1
969;Vrouwen;Lansingerland;2022;23;18;1;16;6;1;5;0;0;0;0;5
970;Vrouwen;Laren (NH.);2022;4;2;0;2;2;0;1;0;0;0;0;1
971;Vrouwen;Leeuwarden;2022;48;32;3;30;15;2;14;1;0;1;1;13
972;Vrouwen;Leiden;2022;52;37;3;34;15;2;14;1;0;1;1;12
973;Vrouwen;Leiderdorp;2022;10;7;0;7;3;0;3;0;0;0;0;3
974;Vrouwen;Leidschendam-Voorburg;2022;29;19;1;18;10;1;9;0;0;0;0;8
975;Vrouwen;Lelystad;2022;31;20;1;18;11;1;10;0;0;0;0;9
976;Vrouwen;Leudal;2022;13;9;1;8;4;0;4;0;0;0;0;4
977;Vrouwen;Leusden;2022;11;8;0;8;3;0;3;0;0;0;0;3
978;Vrouwen;Lingewaard;2022;17;12;1;11;5;0;5;0;0;0;0;5
979;Vrouwen;Lisse;2022;9;6;0;6;2;0;2;0;0;0;0;2
980;Vrouwen;Lochem;2022;12;8;1;8;4;0;4;0;0;0;0;4
981;Vrouwen;Loon op Zand;2022;9;6;0;6;3;0;2;0;0;0;0;2
982;Vrouwen;Lopik;2022;5;4;0;4;1;0;1;0;0;0;0;1
983;Vrouwen;Losser;2022;8;6;0;5;3;0;3;0;0;0;0;2
984;Vrouwen;Maasdriel;2022;10;7;0;6;3;0;3;0;0;0;0;2
985;Vrouwen;Maasgouw;2022;9;6;0;5;3;0;3;0;0;0;0;3
986;Vrouwen;Maashorst;2022;21;15;1;14;7;0;6;0;0;0;0;6
987;Vrouwen;Maassluis;2022;13;8;1;8;4;0;4;0;0;0;0;4
988;Vrouwen;Maastricht;2022;50;31;2;28;19;2;17;1;0;1;1;15
989;Vrouwen;Medemblik;2022;17;11;1;11;5;0;5;0;0;0;0;5
990;Vrouwen;Meerssen;2022;7;5;0;4;2;0;2;0;0;0;0;2
991;Vrouwen;Meierijstad;2022;30;22;1;20;9;1;8;0;0;0;0;8
992;Vrouwen;Meppel;2022;13;9;1;9;4;0;4;0;0;0;0;3
993;Vrouwen;Middelburg (Z.);2022;18;12;1;11;6;0;6;0;0;0;0;5
994;Vrouwen;Midden-Delfland;2022;7;5;0;5;2;0;2;0;0;0;0;2
995;Vrouwen;Midden-Drenthe;2022;12;9;1;8;4;0;4;0;0;0;0;4
996;Vrouwen;Midden-Groningen;2022;22;14;1;13;8;1;7;0;0;0;0;7
997;Vrouwen;Moerdijk;2022;14;9;1;9;4;0;4;0;0;0;0;4
998;Vrouwen;Molenlanden;2022;16;11;1;11;5;0;4;0;0;0;0;4
999;Vrouwen;Montferland;2022;14;9;1;8;5;0;4;0;0;0;0;4
1000;Vrouwen;Montfoort;2022;5;4;0;3;1;0;1;0;0;0;0;1
1001;Vrouwen;Mook en Middelaar;2022;3;2;0;2;1;0;1;0;0;0;0;1
1002;Vrouwen;Neder-Betuwe;2022;9;6;0;6;3;0;2;0;0;0;0;2
1003;Vrouwen;Nederweert;2022;6;4;0;4;2;0;2;0;0;0;0;2
1004;Vrouwen;Nieuwegein;2022;25;17;1;16;8;1;8;0;0;0;0;7
1005;Vrouwen;Nieuwkoop;2022;11;8;0;7;3;0;3;0;0;0;0;3
1006;Vrouwen;Nijkerk;2022;16;12;1;11;5;0;4;0;0;0;0;4
1007;Vrouwen;Nijmegen;2022;73;50;3;47;23;2;20;1;0;1;1;19
1008;Vrouwen;Nissewaard;2022;33;21;2;20;12;1;11;0;0;0;0;10
1009;Vrouwen;Noardeast-Fryslân;2022;16;11;1;10;5;0;5;0;0;0;0;4
1010;Vrouwen;Noord-Beveland;2022;3;2;0;2;1;0;1;0;0;0;0;1
1011;Vrouwen;Noordenveld;2022;11;8;1;7;4;0;3;0;0;0;0;3
1012;Vrouwen;Noordoostpolder;2022;17;12;1;11;5;0;5;0;0;0;0;4
1013;Vrouwen;Noordwijk;2022;16;12;1;11;5;0;5;0;0;0;0;4
1014;Vrouwen;Nuenen, Gerwen en Nederwetten;2022;9;6;0;5;3;0;3;0;0;0;0;2
1015;Vrouwen;Nunspeet;2022;10;7;0;6;3;0;3;0;0;0;0;3
1016;Vrouwen;Oegstgeest;2022;9;7;0;6;3;0;2;0;0;0;0;2
1017;Vrouwen;Oirschot;2022;7;5;0;5;2;0;2;0;0;0;0;2
1018;Vrouwen;Oisterwijk;2022;12;8;1;8;4;0;3;0;0;0;0;3
1019;Vrouwen;Oldambt;2022;14;9;1;8;5;0;5;0;0;0;0;5
1020;Vrouwen;Oldebroek;2022;9;6;0;6;3;0;3;0;0;0;0;2
1021;Vrouwen;Oldenzaal;2022;12;8;1;7;4;0;3;0;0;0;0;3
1022;Vrouwen;Olst-Wijhe;2022;7;5;0;4;2;0;2;0;0;0;0;2
1023;Vrouwen;Ommen;2022;7;5;0;4;2;0;2;0;0;0;0;2
1024;Vrouwen;Oost Gelre;2022;11;8;1;7;3;0;3;0;0;0;0;3
1025;Vrouwen;Oosterhout;2022;21;14;1;13;7;1;6;0;0;0;0;6
1026;Vrouwen;Ooststellingwerf;2022;9;6;0;6;3;0;3;0;0;0;0;3
1027;Vrouwen;Oostzaan;2022;4;3;0;2;1;0;1;0;0;0;0;1
1028;Vrouwen;Opmeer;2022;4;3;0;3;1;0;1;0;0;0;0;1
1029;Vrouwen;Opsterland;2022;11;7;1;7;3;0;3;0;0;0;0;3
1030;Vrouwen;Oss;2022;35;24;2;22;11;1;10;0;0;0;0;10
1031;Vrouwen;Oude IJsselstreek;2022;14;10;1;9;5;0;4;0;0;0;0;4
1032;Vrouwen;Ouder-Amstel;2022;5;4;0;4;2;0;1;0;0;0;0;1
1033;Vrouwen;Oudewater;2022;4;3;0;3;1;0;1;0;0;0;0;1
1034;Vrouwen;Overbetuwe;2022;18;13;1;12;5;0;5;0;0;0;0;5
1035;Vrouwen;Papendrecht;2022;12;8;1;7;4;0;4;0;0;0;0;3
1036;Vrouwen;Peel en Maas;2022;16;11;1;11;5;0;4;0;0;0;0;4
1037;Vrouwen;Pekela;2022;4;3;0;3;2;0;2;0;0;0;0;2
1038;Vrouwen;Pijnacker-Nootdorp;2022;21;16;1;15;5;0;5;0;0;0;0;4
1039;Vrouwen;Purmerend;2022;35;24;2;22;11;1;10;0;0;0;0;10
1040;Vrouwen;Putten;2022;9;6;0;6;3;0;2;0;0;0;0;2
1041;Vrouwen;Raalte;2022;14;10;1;9;4;0;4;0;0;0;0;3
1042;Vrouwen;Reimerswaal;2022;8;6;0;5;2;0;2;0;0;0;0;2
1043;Vrouwen;Renkum;2022;11;7;0;7;4;0;4;0;0;0;0;3
1044;Vrouwen;Renswoude;2022;2;2;0;1;1;0;0;0;0;0;0;0
1045;Vrouwen;Reusel-De Mierden;2022;5;4;0;3;1;0;1;0;0;0;0;1
1046;Vrouwen;Rheden;2022;16;10;1;9;6;0;5;0;0;0;0;5
1047;Vrouwen;Rhenen;2022;7;5;0;5;2;0;2;0;0;0;0;2
1048;Vrouwen;Ridderkerk;2022;17;12;1;11;6;0;5;0;0;0;0;5
1049;Vrouwen;Rijssen-Holten;2022;13;10;1;9;4;0;3;0;0;0;0;3
1050;Vrouwen;Rijswijk (ZH.);2022;21;14;1;13;7;1;7;0;0;0;0;6
1051;Vrouwen;Roerdalen;2022;8;5;0;5;3;0;3;0;0;0;0;2
1052;Vrouwen;Roermond;2022;22;14;1;13;8;1;7;0;0;0;0;7
1053;Vrouwen;De Ronde Venen;2022;17;12;1;11;5;0;5;0;0;0;0;4
1054;Vrouwen;Roosendaal;2022;29;19;1;17;10;1;9;0;0;0;0;9
1055;Vrouwen;Rotterdam;2022;256;165;12;153;91;10;81;5;0;5;3;73
1056;Vrouwen;Rozendaal;2022;1;0;0;0;0;0;0;0;0;0;0;0
1057;Vrouwen;Rucphen;2022;9;6;0;5;3;0;3;0;0;0;0;3
1058;Vrouwen;Schagen;2022;17;12;1;11;6;0;5;0;0;0;0;5
1059;Vrouwen;Scherpenzeel;2022;4;3;0;2;1;0;1;0;0;0;0;1
1060;Vrouwen;Schiedam;2022;30;20;1;19;11;1;9;0;0;0;0;9
1061;Vrouwen;Schiermonnikoog;2022;0;0;0;0;0;0;0;0;0;0;0;0
1062;Vrouwen;Schouwen-Duiveland;2022;12;8;0;8;4;0;4;0;0;0;0;4
1063;Vrouwen;Simpelveld;2022;4;2;0;2;1;0;1;0;0;0;0;1
1064;Vrouwen;Sint-Michielsgestel;2022;11;8;0;7;3;0;3;0;0;0;0;3
1065;Vrouwen;Sittard-Geleen;2022;35;21;1;20;13;1;13;0;0;0;0;12
1066;Vrouwen;Sliedrecht;2022;9;6;0;6;3;0;3;0;0;0;0;3
1067;Vrouwen;Sluis;2022;8;5;0;5;3;0;3;0;0;0;0;3
1068;Vrouwen;Smallingerland;2022;20;13;1;12;7;1;6;0;0;0;0;6
1069;Vrouwen;Soest;2022;17;12;1;11;6;0;5;0;0;0;0;5
1070;Vrouwen;Someren;2022;7;5;0;5;2;0;2;0;0;0;0;2
1071;Vrouwen;Son en Breugel;2022;6;4;0;4;2;0;2;0;0;0;0;2
1072;Vrouwen;Stadskanaal;2022;11;7;1;7;4;0;4;0;0;0;0;4
1073;Vrouwen;Staphorst;2022;6;4;0;4;2;0;1;0;0;0;0;1
1074;Vrouwen;Stede Broec;2022;8;5;0;5;3;0;2;0;0;0;0;2
1075;Vrouwen;Steenbergen;2022;9;6;0;6;3;0;3;0;0;0;0;3
1076;Vrouwen;Steenwijkerland;2022;16;11;1;10;5;0;5;0;0;0;0;5
1077;Vrouwen;Stein (L.);2022;9;6;0;6;3;0;3;0;0;0;0;3
1078;Vrouwen;Stichtse Vecht;2022;24;17;1;16;8;1;7;0;0;0;0;6
1079;Vrouwen;Súdwest-Fryslân;2022;32;22;2;21;10;1;9;0;0;0;0;9
1080;Vrouwen;Terneuzen;2022;20;12;1;11;8;1;7;0;0;0;0;7
1081;Vrouwen;Terschelling;2022;2;1;0;1;0;0;0;0;0;0;0;0
1082;Vrouwen;Texel;2022;5;4;0;3;2;0;2;0;0;0;0;1
1083;Vrouwen;Teylingen;2022;14;10;1;10;4;0;3;0;0;0;0;3
1084;Vrouwen;Tholen;2022;10;7;0;6;3;0;3;0;0;0;0;3
1085;Vrouwen;Tiel;2022;16;11;1;10;5;0;5;0;0;0;0;5
1086;Vrouwen;Tilburg;2022;87;60;4;55;27;3;24;1;0;1;1;22
1087;Vrouwen;Tubbergen;2022;8;6;0;5;2;0;2;0;0;0;0;2
1088;Vrouwen;Twenterand;2022;12;8;1;8;4;0;4;0;0;0;0;3
1089;Vrouwen;Tynaarlo;2022;12;8;1;8;4;0;3;0;0;0;0;3
1090;Vrouwen;Tytsjerksteradiel;2022;11;8;1;7;3;0;3;0;0;0;0;3
1091;Vrouwen;Uitgeest;2022;5;4;0;3;1;0;1;0;0;0;0;1
1092;Vrouwen;Uithoorn;2022;11;8;1;8;3;0;3;0;0;0;0;3
1093;Vrouwen;Urk;2022;7;5;0;5;2;0;2;0;0;0;0;1
1094;Vrouwen;Utrecht (gemeente);2022;146;107;7;101;38;5;33;2;0;2;1;30
1095;Vrouwen;Utrechtse Heuvelrug;2022;18;12;1;11;6;0;5;0;0;0;0;5
1096;Vrouwen;Vaals;2022;4;2;0;2;2;0;2;0;0;0;0;2
1097;Vrouwen;Valkenburg aan de Geul;2022;6;4;0;4;2;0;2;0;0;0;0;2
1098;Vrouwen;Valkenswaard;2022;11;8;1;7;4;0;3;0;0;0;0;3
1099;Vrouwen;Veendam;2022;10;6;0;6;4;0;3;0;0;0;0;3
1100;Vrouwen;Veenendaal;2022;25;17;1;16;8;1;7;0;0;0;0;7
1101;Vrouwen;Veere;2022;8;5;0;5;3;0;3;0;0;0;0;2
1102;Vrouwen;Veldhoven;2022;17;11;1;11;5;0;5;0;0;0;0;5
1103;Vrouwen;Velsen;2022;26;18;1;16;8;1;7;0;0;0;0;7
1104;Vrouwen;Venlo;2022;38;25;2;23;13;1;12;0;0;0;0;11
1105;Vrouwen;Venray;2022;16;11;1;10;5;0;5;0;0;0;0;4
1106;Vrouwen;Vijfheerenlanden;2022;22;15;1;14;7;1;6;0;0;0;0;6
1107;Vrouwen;Vlaardingen;2022;28;18;1;17;10;1;9;0;0;0;0;8
1108;Vrouwen;Vlieland;2022;1;0;0;0;0;0;0;0;0;0;0;0
1109;Vrouwen;Vlissingen;2022;16;10;1;10;6;0;6;0;0;0;0;5
1110;Vrouwen;Voerendaal;2022;5;3;0;3;2;0;1;0;0;0;0;1
1111;Vrouwen;Voorschoten;2022;9;6;0;6;3;0;3;0;0;0;0;2
1112;Vrouwen;Voorst;2022;9;6;0;6;3;0;3;0;0;0;0;2
1113;Vrouwen;Vught;2022;11;8;1;8;3;0;3;0;0;0;0;3
1114;Vrouwen;Waadhoeke;2022;17;11;1;10;5;0;5;0;0;0;0;5
1115;Vrouwen;Waalre;2022;6;4;0;4;2;0;2;0;0;0;0;2
1116;Vrouwen;Waalwijk;2022;18;12;1;12;6;0;5;0;0;0;0;5
1117;Vrouwen;Waddinxveen;2022;11;8;1;8;3;0;3;0;0;0;0;3
1118;Vrouwen;Wageningen;2022;16;11;1;10;5;1;5;0;0;0;0;4
1119;Vrouwen;Wassenaar;2022;10;6;0;6;4;0;3;0;0;0;0;3
1120;Vrouwen;Waterland;2022;6;4;0;4;2;0;2;0;0;0;0;2
1121;Vrouwen;Weert;2022;19;12;1;11;6;0;6;0;0;0;0;5
1122;Vrouwen;Weesp;2022;8;6;0;5;2;0;2;0;0;0;0;2
1123;Vrouwen;West Betuwe;2022;19;13;1;13;6;0;5;0;0;0;0;5
1124;Vrouwen;West Maas en Waal;2022;7;5;0;5;2;0;2;0;0;0;0;2
1125;Vrouwen;Westerkwartier;2022;23;16;1;15;7;1;6;0;0;0;0;6
1126;Vrouwen;Westerveld;2022;7;5;0;4;3;0;2;0;0;0;0;2
1127;Vrouwen;Westervoort;2022;6;4;0;4;2;0;2;0;0;0;0;2
1128;Vrouwen;Westerwolde;2022;9;6;0;5;3;0;3;0;0;0;0;3
1129;Vrouwen;Westland;2022;42;31;2;29;11;1;10;0;0;0;0;9
1130;Vrouwen;Weststellingwerf;2022;9;6;0;6;3;0;3;0;0;0;0;3
1131;Vrouwen;Westvoorne;2022;5;4;0;3;2;0;2;0;0;0;0;2
1132;Vrouwen;Wierden;2022;9;6;0;6;3;0;2;0;0;0;0;2
1133;Vrouwen;Wijchen;2022;16;11;1;10;5;0;4;0;0;0;0;4
1134;Vrouwen;Wijdemeren;2022;9;6;0;6;3;0;3;0;0;0;0;2
1135;Vrouwen;Wijk bij Duurstede;2022;9;6;0;6;3;0;3;0;0;0;0;2
1136;Vrouwen;Winterswijk;2022;11;7;1;7;3;0;3;0;0;0;0;3
1137;Vrouwen;Woensdrecht;2022;8;5;0;5;3;0;3;0;0;0;0;3
1138;Vrouwen;Woerden;2022;20;14;1;13;5;0;5;0;0;0;0;5
1139;Vrouwen;De Wolden;2022;9;6;0;6;3;0;2;0;0;0;0;2
1140;Vrouwen;Wormerland;2022;6;4;0;4;2;0;2;0;0;0;0;2
1141;Vrouwen;Woudenberg;2022;5;4;0;3;1;0;1;0;0;0;0;1
1142;Vrouwen;Zaanstad;2022;59;39;3;36;20;2;19;1;0;1;1;17
1143;Vrouwen;Zaltbommel;2022;11;8;1;7;3;0;3;0;0;0;0;3
1144;Vrouwen;Zandvoort;2022;6;4;0;4;2;0;2;0;0;0;0;2
1145;Vrouwen;Zeewolde;2022;9;7;0;6;2;0;2;0;0;0;0;2
1146;Vrouwen;Zeist;2022;24;16;1;15;8;1;7;0;0;0;0;6
1147;Vrouwen;Zevenaar;2022;17;11;1;10;6;0;5;0;0;0;0;5
1148;Vrouwen;Zoetermeer;2022;48;32;2;30;16;1;15;1;0;1;0;14
1149;Vrouwen;Zoeterwoude;2022;3;2;0;2;1;0;1;0;0;0;0;1
1150;Vrouwen;Zuidplas;2022;17;12;1;11;5;0;4;0;0;0;0;4
1151;Vrouwen;Zundert;2022;8;6;0;5;2;0;2;0;0;0;0;2
1152;Vrouwen;Zutphen;2022;18;12;1;11;6;0;6;0;0;0;0;6
1153;Vrouwen;Zwartewaterland;2022;8;6;0;5;2;0;2;0;0;0;0;2
1154;Vrouwen;Zwijndrecht;2022;17;11;1;10;6;0;5;0;0;0;0;5
1155;Vrouwen;Zwolle;2022;50;36;2;34;13;1;12;1;0;1;0;11
1156;Vrouwen;Groningen (AM);2022;282;189;14;175;93;8;84;4;0;3;3;78
1157;Vrouwen;Friesland (AM);2022;237;161;13;149;76;6;70;3;0;3;2;65
1158;Vrouwen;Drenthe (AM);2022;103;68;6;62;36;2;33;1;0;1;1;32
1159;Vrouwen;Twente (AM);2022;231;156;11;145;75;6;69;3;0;3;2;64
1160;Vrouwen;Stedendriehoek en Noordwest Veluwe (AM);2022;217;148;10;138;70;5;64;2;0;2;2;60
1161;Vrouwen;Midden-Gelderland (AM);2022;151;102;7;95;50;4;46;2;0;2;1;42
1162;Vrouwen;Rijk van Nijmegen (AM);2022;128;88;6;82;40;4;36;2;0;1;1;33
1163;Vrouwen;Achterhoek (AM);2022;110;75;5;70;35;2;33;1;0;1;1;31
1164;Vrouwen;Rivierenland (AM);2022;93;65;4;60;29;2;26;1;0;1;1;25
1165;Vrouwen;Flevoland (AM);2022;156;107;7;100;49;4;44;2;0;2;2;40
1166;Vrouwen;Gooi en Vechtstreek (AM);2022;92;63;4;59;29;2;26;1;0;1;1;24
1167;Vrouwen;Midden-Utrecht (AM);2022;333;238;15;223;95;10;85;5;1;4;3;78
1168;Vrouwen;Amersfoort (AM);2022;127;91;6;85;36;3;33;1;0;1;1;31
1169;Vrouwen;Noord-Holland Noord (AM);2022;254;172;12;160;82;6;76;3;0;3;2;71
1170;Vrouwen;Zaanstreek/Waterland (AM);2022;129;87;6;81;42;3;39;2;0;2;1;36
1171;Vrouwen;Groot Amsterdam (AM);2022;523;361;26;335;162;18;144;11;1;9;7;126
1172;Vrouwen;Holland Rijnland (AM);2022;209;149;10;140;60;5;55;2;0;2;2;50
1173;Vrouwen;Midden-Holland (AM);2022;73;51;3;48;22;2;20;1;0;1;1;19
1174;Vrouwen;Haaglanden (AM);2022;323;212;15;198;111;11;100;6;1;5;4;90
1175;Vrouwen;Rijnmond (AM);2022;538;354;25;329;184;17;167;9;1;8;6;152
1176;Vrouwen;Drechtsteden (AM);2022;108;72;5;67;36;3;33;1;0;1;1;31
1177;Vrouwen;Zeeland (AM);2022;141;93;6;87;49;3;45;2;0;1;1;43
1178;Vrouwen;West-Brabant (AM);2022;261;177;12;165;84;6;78;3;0;3;2;73
1179;Vrouwen;Midden-Brabant (AM);2022;183;127;9;118;56;5;52;2;0;2;1;48
1180;Vrouwen;Noordoost-Brabant (AM);2022;230;161;11;151;69;5;64;2;0;2;2;60
1181;Vrouwen;Zuidoost-Brabant (AM);2022;188;130;9;121;59;5;54;2;0;2;2;50
1182;Vrouwen;Noord-Limburg (AM);2022;103;70;5;66;32;2;30;1;0;1;1;28
1183;Vrouwen;Zuid-Limburg (AM);2022;226;139;9;130;86;6;81;3;0;3;2;75
1184;Vrouwen;Helmond-De Peel (AM);2022;95;65;5;60;30;2;28;1;0;1;1;26
1185;Vrouwen;Midden-Limburg (AM);2022;96;63;4;59;33;2;31;1;0;1;1;29
1186;Vrouwen;Zuid-Holland Centraal (AM);2022;141;97;6;91;44;4;40;2;0;2;1;36
1187;Vrouwen;Gorinchem (AM);2022;52;36;2;33;16;1;15;1;0;1;0;14
1188;Vrouwen;Regio Zwolle (AM);2022;205;146;10;135;59;5;55;2;0;2;2;51
1189;Vrouwen;Zuid-Kennemerland en IJmond (AM);2022;142;98;6;92;44;4;41;2;0;2;1;37
1190;Vrouwen;FoodValley (AM);2022;131;91;6;84;40;3;37;2;0;1;1;34
