ID;SBI93;RegioS;Perioden;BanenVanWerknemersNiveau_1;BanenVanWerknemersMutatie_2
1933;4;Harlingen;2006 december nader voorlopig;5.13;
1934;4;Harlingen;2007 december voorlopig;5.18;0.05
1935;4;Harlingen;2007 december nader voorlopig;5.22;
1936;4;Harlingen;2008 december voorlopig;5.17;-0.05
1937;4;Harlingen;2008 december nader voorlopig;5.23;
1938;4;Harlingen;2009 december voorlopig;5.07;-0.16
1939;4;Hattem;2006 december voorlopig;3.63;
1940;4;Hattem;2006 december nader voorlopig;3.13;
1941;4;Hattem;2007 december voorlopig;3.12;-0.01
1942;4;Hattem;2007 december nader voorlopig;3.11;
1943;4;Hattem;2008 december voorlopig;3.08;-0.03
1944;4;Hattem;2008 december nader voorlopig;3.65;
1945;4;Hattem;2009 december voorlopig;3.71;0.06
1946;4;Heel;2006 december voorlopig;3.53;
1947;4;Heel;2006 december nader voorlopig;2.73;
1948;4;Heel;2007 december voorlopig;0.0;0.0
1949;4;Heel;2007 december nader voorlopig;;
1950;4;Heel;2008 december voorlopig;;
1951;4;Heel;2008 december nader voorlopig;0.0;0.0
1952;4;Heel;2009 december voorlopig;0.0;0.0
1953;4;Heemskerk;2006 december voorlopig;8.82;
1954;4;Heemskerk;2006 december nader voorlopig;8.74;
1955;4;Heemskerk;2007 december voorlopig;7.88;-0.86
1956;4;Heemskerk;2007 december nader voorlopig;8.17;
1957;4;Heemskerk;2008 december voorlopig;9.66;1.48
1958;4;Heemskerk;2008 december nader voorlopig;9.77;
1959;4;Heemskerk;2009 december voorlopig;9.6;-0.17
1960;4;Heemstede;2006 december voorlopig;7.39;
1961;4;Heemstede;2006 december nader voorlopig;7.4;
1962;4;Heemstede;2007 december voorlopig;7.54;0.14
1963;4;Heemstede;2007 december nader voorlopig;7.6;
1964;4;Heemstede;2008 december voorlopig;7.52;-0.07
1965;4;Heemstede;2008 december nader voorlopig;7.82;
1966;4;Heemstede;2009 december voorlopig;7.57;-0.25
1967;4;Heerde;2006 december voorlopig;6.23;
1968;4;Heerde;2006 december nader voorlopig;6.01;
1969;4;Heerde;2007 december voorlopig;6.02;0.01
1970;4;Heerde;2007 december nader voorlopig;6.15;
1971;4;Heerde;2008 december voorlopig;6.17;0.01
1972;4;Heerde;2008 december nader voorlopig;6.21;
1973;4;Heerde;2009 december voorlopig;5.89;-0.32
1974;4;Heerenveen;2006 december voorlopig;24.89;
1975;4;Heerenveen;2006 december nader voorlopig;24.12;
1976;4;Heerenveen;2007 december voorlopig;24.76;0.64
1977;4;Heerenveen;2007 december nader voorlopig;25.39;
1978;4;Heerenveen;2008 december voorlopig;23.97;-1.42
1979;4;Heerenveen;2008 december nader voorlopig;23.96;
1980;4;Heerenveen;2009 december voorlopig;23.89;-0.07
1981;4;Heerhugowaard;2006 december voorlopig;21.36;
1982;4;Heerhugowaard;2006 december nader voorlopig;21.27;
1983;4;Heerhugowaard;2007 december voorlopig;22.12;0.85
1984;4;Heerhugowaard;2007 december nader voorlopig;22.55;
1985;4;Heerhugowaard;2008 december voorlopig;22.38;-0.18
1986;4;Heerhugowaard;2008 december nader voorlopig;21.51;
1987;4;Heerhugowaard;2009 december voorlopig;21.54;0.03
1988;4;Heerlen;2006 december voorlopig;53.75;
1989;4;Heerlen;2006 december nader voorlopig;52.84;
1990;4;Heerlen;2007 december voorlopig;53.38;0.55
1991;4;Heerlen;2007 december nader voorlopig;55.09;
1992;4;Heerlen;2008 december voorlopig;54.65;-0.44
1993;4;Heerlen;2008 december nader voorlopig;54.33;
1994;4;Heerlen;2009 december voorlopig;54.24;-0.09
1995;4;Heeze-Leende;2006 december voorlopig;4.81;
1996;4;Heeze-Leende;2006 december nader voorlopig;4.78;
1997;4;Heeze-Leende;2007 december voorlopig;5.13;0.35
1998;4;Heeze-Leende;2007 december nader voorlopig;5.04;
1999;4;Heeze-Leende;2008 december voorlopig;5.04;0.01
2000;4;Heeze-Leende;2008 december nader voorlopig;5.01;
2001;4;Heeze-Leende;2009 december voorlopig;4.91;-0.1
2002;4;Heiloo;2006 december voorlopig;6.14;
2003;4;Heiloo;2006 december nader voorlopig;6.14;
2004;4;Heiloo;2007 december voorlopig;5.8;-0.34
2005;4;Heiloo;2007 december nader voorlopig;5.81;
2006;4;Heiloo;2008 december voorlopig;5.71;-0.1
2007;4;Heiloo;2008 december nader voorlopig;5.56;
2008;4;Heiloo;2009 december voorlopig;5.28;-0.28
2009;4;Helden;2006 december voorlopig;8.47;
2010;4;Helden;2006 december nader voorlopig;7.81;
2011;4;Helden;2007 december voorlopig;8.71;0.9
2012;4;Helden;2007 december nader voorlopig;9.29;
2013;4;Helden;2008 december voorlopig;9.61;0.32
2014;4;Helden;2008 december nader voorlopig;9.49;
2015;4;Helden;2009 december voorlopig;8.94;-0.54
2016;4;Den Helder;2006 december voorlopig;22.3;
2017;4;Den Helder;2006 december nader voorlopig;28.48;
2018;4;Den Helder;2007 december voorlopig;28.36;-0.13
2019;4;Den Helder;2007 december nader voorlopig;28.91;
2020;4;Den Helder;2008 december voorlopig;28.13;-0.78
2021;4;Den Helder;2008 december nader voorlopig;29.1;
2022;4;Den Helder;2009 december voorlopig;31.09;1.99
2023;4;Hellendoorn;2006 december voorlopig;11.69;
2024;4;Hellendoorn;2006 december nader voorlopig;11.57;
2025;4;Hellendoorn;2007 december voorlopig;11.99;0.42
2026;4;Hellendoorn;2007 december nader voorlopig;12.02;
2027;4;Hellendoorn;2008 december voorlopig;12.85;0.83
2028;4;Hellendoorn;2008 december nader voorlopig;12.8;
2029;4;Hellendoorn;2009 december voorlopig;12.39;-0.41
2030;4;Hellevoetsluis;2006 december voorlopig;9.54;
2031;4;Hellevoetsluis;2006 december nader voorlopig;9.57;
2032;4;Hellevoetsluis;2007 december voorlopig;9.92;0.35
2033;4;Hellevoetsluis;2007 december nader voorlopig;9.93;
2034;4;Hellevoetsluis;2008 december voorlopig;9.31;-0.63
2035;4;Hellevoetsluis;2008 december nader voorlopig;8.66;
2036;4;Hellevoetsluis;2009 december voorlopig;8.51;-0.15
2037;4;Helmond;2006 december voorlopig;38.16;
2038;4;Helmond;2006 december nader voorlopig;37.83;
2039;4;Helmond;2007 december voorlopig;39.0;1.17
2040;4;Helmond;2007 december nader voorlopig;39.13;
2041;4;Helmond;2008 december voorlopig;37.6;-1.53
2042;4;Helmond;2008 december nader voorlopig;38.25;
2043;4;Helmond;2009 december voorlopig;37.31;-0.94
2044;4;Hendrik-Ido-Ambacht;2006 december voorlopig;7.15;
2045;4;Hendrik-Ido-Ambacht;2006 december nader voorlopig;7.15;
2046;4;Hendrik-Ido-Ambacht;2007 december voorlopig;6.94;-0.2
2047;4;Hendrik-Ido-Ambacht;2007 december nader voorlopig;7.37;
2048;4;Hendrik-Ido-Ambacht;2008 december voorlopig;7.52;0.15
2049;4;Hendrik-Ido-Ambacht;2008 december nader voorlopig;7.2;
2050;4;Hendrik-Ido-Ambacht;2009 december voorlopig;7.0;-0.2
2051;4;Hengelo (O.);2006 december voorlopig;42.87;
2052;4;Hengelo (O.);2006 december nader voorlopig;42.92;
2053;4;Hengelo (O.);2007 december voorlopig;44.4;1.48
2054;4;Hengelo (O.);2007 december nader voorlopig;45.05;
2055;4;Hengelo (O.);2008 december voorlopig;46.47;1.42
2056;4;Hengelo (O.);2008 december nader voorlopig;45.42;
2057;4;Hengelo (O.);2009 december voorlopig;45.7;0.28
2058;4;'s-Hertogenbosch;2006 december voorlopig;97.42;
2059;4;'s-Hertogenbosch;2006 december nader voorlopig;95.06;
2060;4;'s-Hertogenbosch;2007 december voorlopig;96.61;1.55
2061;4;'s-Hertogenbosch;2007 december nader voorlopig;100.43;
2062;4;'s-Hertogenbosch;2008 december voorlopig;100.98;0.55
2063;4;'s-Hertogenbosch;2008 december nader voorlopig;102.0;
2064;4;'s-Hertogenbosch;2009 december voorlopig;101.73;-0.28
2065;4;Heumen;2006 december voorlopig;5.2;
2066;4;Heumen;2006 december nader voorlopig;5.33;
2067;4;Heumen;2007 december voorlopig;5.56;0.24
2068;4;Heumen;2007 december nader voorlopig;5.6;
2069;4;Heumen;2008 december voorlopig;5.69;0.09
2070;4;Heumen;2008 december nader voorlopig;5.8;
2071;4;Heumen;2009 december voorlopig;5.35;-0.45
2072;4;Heusden;2006 december voorlopig;12.05;
2073;4;Heusden;2006 december nader voorlopig;11.95;
2074;4;Heusden;2007 december voorlopig;11.87;-0.08
2075;4;Heusden;2007 december nader voorlopig;11.88;
2076;4;Heusden;2008 december voorlopig;12.17;0.29
2077;4;Heusden;2008 december nader voorlopig;11.93;
2078;4;Heusden;2009 december voorlopig;11.13;-0.81
2079;4;Heythuysen;2006 december voorlopig;3.21;
2080;4;Heythuysen;2006 december nader voorlopig;3.4;
2081;4;Heythuysen;2007 december voorlopig;0.0;0.0
2082;4;Heythuysen;2007 december nader voorlopig;;
2083;4;Heythuysen;2008 december voorlopig;;
2084;4;Heythuysen;2008 december nader voorlopig;0.0;0.0
2085;4;Heythuysen;2009 december voorlopig;0.0;0.0
2086;4;Hillegom;2006 december voorlopig;7.5;
2087;4;Hillegom;2006 december nader voorlopig;6.87;
2088;4;Hillegom;2007 december voorlopig;7.01;0.14
2089;4;Hillegom;2007 december nader voorlopig;7.2;
2090;4;Hillegom;2008 december voorlopig;7.48;0.28
2091;4;Hillegom;2008 december nader voorlopig;6.96;
2092;4;Hillegom;2009 december voorlopig;6.97;0.01
2093;4;Hilvarenbeek;2006 december voorlopig;4.17;
2094;4;Hilvarenbeek;2006 december nader voorlopig;4.22;
2095;4;Hilvarenbeek;2007 december voorlopig;4.29;0.07
2096;4;Hilvarenbeek;2007 december nader voorlopig;4.3;
2097;4;Hilvarenbeek;2008 december voorlopig;4.46;0.16
2098;4;Hilvarenbeek;2008 december nader voorlopig;4.47;
2099;4;Hilvarenbeek;2009 december voorlopig;4.33;-0.14
2100;4;Hilversum;2006 december voorlopig;51.32;
2101;4;Hilversum;2006 december nader voorlopig;52.87;
2102;4;Hilversum;2007 december voorlopig;53.51;0.65
2103;4;Hilversum;2007 december nader voorlopig;53.81;
2104;4;Hilversum;2008 december voorlopig;54.18;0.37
2105;4;Hilversum;2008 december nader voorlopig;53.6;
2106;4;Hilversum;2009 december voorlopig;50.77;-2.82
2107;4;Hof van Twente;2006 december voorlopig;11.35;
2108;4;Hof van Twente;2006 december nader voorlopig;11.39;
2109;4;Hof van Twente;2007 december voorlopig;11.36;-0.03
2110;4;Hof van Twente;2007 december nader voorlopig;11.36;
2111;4;Hof van Twente;2008 december voorlopig;11.57;0.2
2112;4;Hof van Twente;2008 december nader voorlopig;11.37;
2113;4;Hof van Twente;2009 december voorlopig;11.07;-0.3
2114;4;Hoogeveen;2006 december voorlopig;25.75;
2115;4;Hoogeveen;2006 december nader voorlopig;25.66;
2116;4;Hoogeveen;2007 december voorlopig;26.71;1.05
2117;4;Hoogeveen;2007 december nader voorlopig;27.11;
2118;4;Hoogeveen;2008 december voorlopig;26.92;-0.19
2119;4;Hoogeveen;2008 december nader voorlopig;27.17;
2120;4;Hoogeveen;2009 december voorlopig;27.76;0.59
2121;4;Hoogezand-Sappemeer;2006 december voorlopig;13.31;
2122;4;Hoogezand-Sappemeer;2006 december nader voorlopig;13.35;
2123;4;Hoogezand-Sappemeer;2007 december voorlopig;13.75;0.4
2124;4;Hoogezand-Sappemeer;2007 december nader voorlopig;13.79;
2125;4;Hoogezand-Sappemeer;2008 december voorlopig;13.69;-0.1
2126;4;Hoogezand-Sappemeer;2008 december nader voorlopig;13.62;
2127;4;Hoogezand-Sappemeer;2009 december voorlopig;13.17;-0.45
2128;4;Hoorn;2006 december voorlopig;31.9;
2129;4;Hoorn;2006 december nader voorlopig;31.74;
2130;4;Hoorn;2007 december voorlopig;33.38;1.63
2131;4;Hoorn;2007 december nader voorlopig;34.72;
2132;4;Hoorn;2008 december voorlopig;34.0;-0.72
2133;4;Hoorn;2008 december nader voorlopig;32.25;
2134;4;Hoorn;2009 december voorlopig;32.21;-0.04
2135;4;Horst aan de Maas;2006 december voorlopig;13.06;
2136;4;Horst aan de Maas;2006 december nader voorlopig;13.13;
2137;4;Horst aan de Maas;2007 december voorlopig;14.68;1.55
2138;4;Horst aan de Maas;2007 december nader voorlopig;14.53;
2139;4;Horst aan de Maas;2008 december voorlopig;15.12;0.58
2140;4;Horst aan de Maas;2008 december nader voorlopig;14.44;
2141;4;Horst aan de Maas;2009 december voorlopig;13.88;-0.56
2142;4;Houten;2006 december voorlopig;18.74;
2143;4;Houten;2006 december nader voorlopig;18.53;
2144;4;Houten;2007 december voorlopig;19.76;1.23
2145;4;Houten;2007 december nader voorlopig;19.84;
2146;4;Houten;2008 december voorlopig;20.87;1.02
2147;4;Houten;2008 december nader voorlopig;21.04;
2148;4;Houten;2009 december voorlopig;21.13;0.1
2149;4;Huizen;2006 december voorlopig;12.92;
2150;4;Huizen;2006 december nader voorlopig;12.96;
2151;4;Huizen;2007 december voorlopig;12.77;-0.19
2152;4;Huizen;2007 december nader voorlopig;12.86;
2153;4;Huizen;2008 december voorlopig;12.55;-0.31
2154;4;Huizen;2008 december nader voorlopig;12.85;
2155;4;Huizen;2009 december voorlopig;12.68;-0.17
2156;4;Hulst;2006 december voorlopig;8.01;
2157;4;Hulst;2006 december nader voorlopig;7.94;
2158;4;Hulst;2007 december voorlopig;7.92;-0.02
2159;4;Hulst;2007 december nader voorlopig;7.79;
2160;4;Hulst;2008 december voorlopig;7.82;0.03
2161;4;Hulst;2008 december nader voorlopig;7.92;
2162;4;Hulst;2009 december voorlopig;9.52;1.6
2163;4;Hunsel;2006 december voorlopig;2.08;
2164;4;Hunsel;2006 december nader voorlopig;2.07;
2165;4;Hunsel;2007 december voorlopig;0.0;0.0
2166;4;Hunsel;2007 december nader voorlopig;0.0;0.0
2167;4;Hunsel;2008 december voorlopig;0.0;0.0
2168;4;Hunsel;2008 december nader voorlopig;0.0;0.0
2169;4;Hunsel;2009 december voorlopig;0.0;0.0
2170;4;IJsselstein;2006 december voorlopig;12.02;
2171;4;IJsselstein;2006 december nader voorlopig;11.42;
2172;4;IJsselstein;2007 december voorlopig;11.08;-0.34
2173;4;IJsselstein;2007 december nader voorlopig;11.26;
2174;4;IJsselstein;2008 december voorlopig;11.24;-0.02
2175;4;IJsselstein;2008 december nader voorlopig;11.08;
2176;4;IJsselstein;2009 december voorlopig;10.66;-0.42
2177;4;Jacobswoude;2006 december voorlopig;2.07;
2178;4;Jacobswoude;2006 december nader voorlopig;2.08;
2179;4;Jacobswoude;2007 december voorlopig;2.09;0.02
2180;4;Jacobswoude;2007 december nader voorlopig;2.13;
2181;4;Jacobswoude;2008 december voorlopig;2.16;0.03
2182;4;Jacobswoude;2008 december nader voorlopig;2.16;
2183;4;Jacobswoude;2009 december voorlopig;0.0;0.0
2184;4;Kaag en Braassem;2006 december voorlopig;0.0;0.0
2185;4;Kaag en Braassem;2006 december nader voorlopig;0.0;0.0
2186;4;Kaag en Braassem;2007 december voorlopig;0.0;0.0
2187;4;Kaag en Braassem;2007 december nader voorlopig;0.0;0.0
2188;4;Kaag en Braassem;2008 december voorlopig;0.0;0.0
2189;4;Kaag en Braassem;2008 december nader voorlopig;0.0;0.0
2190;4;Kaag en Braassem;2009 december voorlopig;10.2;2.9
2191;4;Kampen;2006 december voorlopig;16.72;
2192;4;Kampen;2006 december nader voorlopig;16.51;
2193;4;Kampen;2007 december voorlopig;17.01;0.5
2194;4;Kampen;2007 december nader voorlopig;17.18;
2195;4;Kampen;2008 december voorlopig;18.14;0.96
2196;4;Kampen;2008 december nader voorlopig;18.23;
2197;4;Kampen;2009 december voorlopig;17.53;-0.7
2198;4;Kapelle;2006 december voorlopig;3.15;
2199;4;Kapelle;2006 december nader voorlopig;3.26;
2200;4;Kapelle;2007 december voorlopig;3.41;0.16
2201;4;Kapelle;2007 december nader voorlopig;3.56;
2202;4;Kapelle;2008 december voorlopig;3.61;0.05
2203;4;Kapelle;2008 december nader voorlopig;3.55;
2204;4;Kapelle;2009 december voorlopig;3.72;0.18
2205;4;Katwijk;2006 december voorlopig;23.59;
2206;4;Katwijk;2006 december nader voorlopig;23.23;
2207;4;Katwijk;2007 december voorlopig;24.57;1.34
2208;4;Katwijk;2007 december nader voorlopig;24.62;
2209;4;Katwijk;2008 december voorlopig;24.82;0.2
2210;4;Katwijk;2008 december nader voorlopig;24.59;
2211;4;Katwijk;2009 december voorlopig;24.57;-0.02
2212;4;Kerkrade;2006 december voorlopig;17.07;
2213;4;Kerkrade;2006 december nader voorlopig;17.0;
2214;4;Kerkrade;2007 december voorlopig;16.63;-0.38
2215;4;Kerkrade;2007 december nader voorlopig;16.9;
2216;4;Kerkrade;2008 december voorlopig;17.09;0.18
2217;4;Kerkrade;2008 december nader voorlopig;16.82;
2218;4;Kerkrade;2009 december voorlopig;15.09;-1.74
2219;4;Kessel;2006 december voorlopig;1.27;
2220;4;Kessel;2006 december nader voorlopig;1.27;
2221;4;Kessel;2007 december voorlopig;1.36;0.09
2222;4;Kessel;2007 december nader voorlopig;1.36;
2223;4;Kessel;2008 december voorlopig;1.31;-0.05
2224;4;Kessel;2008 december nader voorlopig;1.3;
2225;4;Kessel;2009 december voorlopig;1.25;-0.05
2226;4;Koggenland;2006 december voorlopig;0.0;0.0
2227;4;Koggenland;2006 december nader voorlopig;0.0;0.0
2228;4;Koggenland;2007 december voorlopig;7.14;0.28
2229;4;Koggenland;2007 december nader voorlopig;7.13;
2230;4;Koggenland;2008 december voorlopig;7.15;0.02
2231;4;Koggenland;2008 december nader voorlopig;7.01;
2232;4;Koggenland;2009 december voorlopig;6.99;-0.02
2233;4;Kollumerland en Nieuwkruisland;2006 december voorlopig;2.77;
2234;4;Kollumerland en Nieuwkruisland;2006 december nader voorlopig;2.76;
2235;4;Kollumerland en Nieuwkruisland;2007 december voorlopig;2.99;0.23
2236;4;Kollumerland en Nieuwkruisland;2007 december nader voorlopig;3.02;
2237;4;Kollumerland en Nieuwkruisland;2008 december voorlopig;2.98;-0.04
2238;4;Kollumerland en Nieuwkruisland;2008 december nader voorlopig;3.01;
2239;4;Kollumerland en Nieuwkruisland;2009 december voorlopig;3.15;0.13
2240;4;Korendijk;2006 december voorlopig;1.58;
2241;4;Korendijk;2006 december nader voorlopig;1.63;
2242;4;Korendijk;2007 december voorlopig;1.78;0.15
2243;4;Korendijk;2007 december nader voorlopig;1.77;
2244;4;Korendijk;2008 december voorlopig;1.82;0.05
2245;4;Korendijk;2008 december nader voorlopig;1.73;
2246;4;Korendijk;2009 december voorlopig;1.71;-0.02
2247;4;Krimpen aan den IJssel;2006 december voorlopig;8.32;
2248;4;Krimpen aan den IJssel;2006 december nader voorlopig;8.25;
2249;4;Krimpen aan den IJssel;2007 december voorlopig;8.57;0.32
2250;4;Krimpen aan den IJssel;2007 december nader voorlopig;8.8;
2251;4;Krimpen aan den IJssel;2008 december voorlopig;8.63;-0.17
2252;4;Krimpen aan den IJssel;2008 december nader voorlopig;8.67;
2253;4;Krimpen aan den IJssel;2009 december voorlopig;8.03;-0.64
2254;4;Laarbeek;2006 december voorlopig;6.65;
2255;4;Laarbeek;2006 december nader voorlopig;6.63;
2256;4;Laarbeek;2007 december voorlopig;7.18;0.55
2257;4;Laarbeek;2007 december nader voorlopig;7.23;
2258;4;Laarbeek;2008 december voorlopig;7.98;0.74
2259;4;Laarbeek;2008 december nader voorlopig;7.82;
2260;4;Laarbeek;2009 december voorlopig;7.76;-0.06
2261;4;Landerd;2006 december voorlopig;5.9;
2262;4;Landerd;2006 december nader voorlopig;6.04;
2263;4;Landerd;2007 december voorlopig;7.03;0.99
2264;4;Landerd;2007 december nader voorlopig;5.29;
2265;4;Landerd;2008 december voorlopig;5.27;-0.02
2266;4;Landerd;2008 december nader voorlopig;5.2;
2267;4;Landerd;2009 december voorlopig;4.82;-0.39
2268;4;Landgraaf;2006 december voorlopig;9.67;
2269;4;Landgraaf;2006 december nader voorlopig;9.78;
2270;4;Landgraaf;2007 december voorlopig;9.89;0.12
2271;4;Landgraaf;2007 december nader voorlopig;10.14;
2272;4;Landgraaf;2008 december voorlopig;9.81;-0.33
2273;4;Landgraaf;2008 december nader voorlopig;9.14;
2274;4;Landgraaf;2009 december voorlopig;8.68;-0.45
2275;4;Landsmeer;2006 december voorlopig;2.0;
2276;4;Landsmeer;2006 december nader voorlopig;2.01;
2277;4;Landsmeer;2007 december voorlopig;1.93;-0.08
2278;4;Landsmeer;2007 december nader voorlopig;1.91;
2279;4;Landsmeer;2008 december voorlopig;1.88;-0.03
2280;4;Landsmeer;2008 december nader voorlopig;1.82;
2281;4;Landsmeer;2009 december voorlopig;1.72;-0.1
2282;4;Langedijk;2006 december voorlopig;7.88;
2283;4;Langedijk;2006 december nader voorlopig;7.73;
2284;4;Langedijk;2007 december voorlopig;7.88;0.15
2285;4;Langedijk;2007 december nader voorlopig;7.85;
2286;4;Langedijk;2008 december voorlopig;8.0;0.15
2287;4;Langedijk;2008 december nader voorlopig;7.34;
2288;4;Langedijk;2009 december voorlopig;7.44;0.1
2289;4;Lansingerland;2006 december voorlopig;0.0;0.0
2290;4;Lansingerland;2006 december nader voorlopig;0.0;0.0
2291;4;Lansingerland;2007 december voorlopig;18.61;0.94
2292;4;Lansingerland;2007 december nader voorlopig;18.57;
2293;4;Lansingerland;2008 december voorlopig;19.11;0.53
2294;4;Lansingerland;2008 december nader voorlopig;18.92;
2295;4;Lansingerland;2009 december voorlopig;19.84;0.92
2296;4;Laren (NH.);2006 december voorlopig;5.31;
2297;4;Laren (NH.);2006 december nader voorlopig;5.31;
2298;4;Laren (NH.);2007 december voorlopig;5.49;0.17
2299;4;Laren (NH.);2007 december nader voorlopig;5.48;
2300;4;Laren (NH.);2008 december voorlopig;5.33;-0.15
2301;4;Laren (NH.);2008 december nader voorlopig;5.31;
2302;4;Laren (NH.);2009 december voorlopig;5.07;-0.24
2303;4;Leek;2006 december voorlopig;9.1;
2304;4;Leek;2006 december nader voorlopig;8.93;
2305;4;Leek;2007 december voorlopig;8.78;-0.15
2306;4;Leek;2007 december nader voorlopig;8.93;
2307;4;Leek;2008 december voorlopig;8.87;-0.05
2308;4;Leek;2008 december nader voorlopig;8.79;
2309;4;Leek;2009 december voorlopig;8.19;-0.6
2310;4;Leerdam;2006 december voorlopig;8.69;
2311;4;Leerdam;2006 december nader voorlopig;8.61;
2312;4;Leerdam;2007 december voorlopig;8.79;0.18
2313;4;Leerdam;2007 december nader voorlopig;8.75;
2314;4;Leerdam;2008 december voorlopig;8.76;0.01
2315;4;Leerdam;2008 december nader voorlopig;8.52;
