ID;SBI93;RegioS;Perioden;BanenVanWerknemersNiveau_1;BanenVanWerknemersMutatie_2
1461;4;Delfzijl;2008 december nader voorlopig;11.71;
1462;4;Delfzijl;2009 december voorlopig;11.56;-0.15
1463;4;Deurne;2006 december voorlopig;11.1;
1464;4;Deurne;2006 december nader voorlopig;10.85;
1465;4;Deurne;2007 december voorlopig;11.73;0.89
1466;4;Deurne;2007 december nader voorlopig;11.72;
1467;4;Deurne;2008 december voorlopig;12.31;0.59
1468;4;Deurne;2008 december nader voorlopig;12.43;
1469;4;Deurne;2009 december voorlopig;12.18;-0.25
1470;4;Deventer;2006 december voorlopig;47.57;
1471;4;Deventer;2006 december nader voorlopig;47.5;
1472;4;Deventer;2007 december voorlopig;47.52;0.01
1473;4;Deventer;2007 december nader voorlopig;48.26;
1474;4;Deventer;2008 december voorlopig;50.95;2.69
1475;4;Deventer;2008 december nader voorlopig;50.46;
1476;4;Deventer;2009 december voorlopig;49.67;-0.79
1477;4;Diemen;2006 december voorlopig;33.18;
1478;4;Diemen;2006 december nader voorlopig;33.02;
1479;4;Diemen;2007 december voorlopig;32.05;-0.97
1480;4;Diemen;2007 december nader voorlopig;33.32;
1481;4;Diemen;2008 december voorlopig;28.32;-4.99
1482;4;Diemen;2008 december nader voorlopig;28.19;
1483;4;Diemen;2009 december voorlopig;28.46;0.27
1484;4;Dinkelland;2006 december voorlopig;8.7;
1485;4;Dinkelland;2006 december nader voorlopig;8.88;
1486;4;Dinkelland;2007 december voorlopig;9.11;0.23
1487;4;Dinkelland;2007 december nader voorlopig;9.27;
1488;4;Dinkelland;2008 december voorlopig;9.14;-0.13
1489;4;Dinkelland;2008 december nader voorlopig;9.06;
1490;4;Dinkelland;2009 december voorlopig;8.67;-0.39
1491;4;Dirksland;2006 december voorlopig;2.47;
1492;4;Dirksland;2006 december nader voorlopig;2.44;
1493;4;Dirksland;2007 december voorlopig;2.78;0.34
1494;4;Dirksland;2007 december nader voorlopig;2.78;
1495;4;Dirksland;2008 december voorlopig;2.93;0.14
1496;4;Dirksland;2008 december nader voorlopig;2.95;
1497;4;Dirksland;2009 december voorlopig;2.76;-0.19
1498;4;Doesburg;2006 december voorlopig;2.8;
1499;4;Doesburg;2006 december nader voorlopig;2.8;
1500;4;Doesburg;2007 december voorlopig;2.95;0.16
1501;4;Doesburg;2007 december nader voorlopig;3.09;
1502;4;Doesburg;2008 december voorlopig;3.15;0.07
1503;4;Doesburg;2008 december nader voorlopig;3.12;
1504;4;Doesburg;2009 december voorlopig;2.89;-0.23
1505;4;Doetinchem;2006 december voorlopig;30.42;
1506;4;Doetinchem;2006 december nader voorlopig;30.01;
1507;4;Doetinchem;2007 december voorlopig;31.04;1.03
1508;4;Doetinchem;2007 december nader voorlopig;31.45;
1509;4;Doetinchem;2008 december voorlopig;32.48;1.03
1510;4;Doetinchem;2008 december nader voorlopig;31.45;
1511;4;Doetinchem;2009 december voorlopig;31.53;0.08
1512;4;Dongen;2006 december voorlopig;8.43;
1513;4;Dongen;2006 december nader voorlopig;8.4;
1514;4;Dongen;2007 december voorlopig;8.57;0.16
1515;4;Dongen;2007 december nader voorlopig;8.54;
1516;4;Dongen;2008 december voorlopig;8.87;0.34
1517;4;Dongen;2008 december nader voorlopig;8.54;
1518;4;Dongen;2009 december voorlopig;7.98;-0.56
1519;4;Dongeradeel;2006 december voorlopig;8.44;
1520;4;Dongeradeel;2006 december nader voorlopig;8.35;
1521;4;Dongeradeel;2007 december voorlopig;8.18;-0.16
1522;4;Dongeradeel;2007 december nader voorlopig;8.88;
1523;4;Dongeradeel;2008 december voorlopig;8.55;-0.33
1524;4;Dongeradeel;2008 december nader voorlopig;8.45;
1525;4;Dongeradeel;2009 december voorlopig;7.98;-0.47
1526;4;Dordrecht;2006 december voorlopig;56.81;
1527;4;Dordrecht;2006 december nader voorlopig;56.99;
1528;4;Dordrecht;2007 december voorlopig;57.16;0.17
1529;4;Dordrecht;2007 december nader voorlopig;57.43;
1530;4;Dordrecht;2008 december voorlopig;58.11;0.68
1531;4;Dordrecht;2008 december nader voorlopig;57.99;
1532;4;Dordrecht;2009 december voorlopig;57.2;-0.79
1533;4;Drechterland;2006 december voorlopig;5.3;
1534;4;Drechterland;2006 december nader voorlopig;5.33;
1535;4;Drechterland;2007 december voorlopig;5.2;-0.13
1536;4;Drechterland;2007 december nader voorlopig;5.18;
1537;4;Drechterland;2008 december voorlopig;5.61;0.43
1538;4;Drechterland;2008 december nader voorlopig;5.5;
1539;4;Drechterland;2009 december voorlopig;5.08;-0.42
1540;4;Drimmelen;2006 december voorlopig;7.02;
1541;4;Drimmelen;2006 december nader voorlopig;7.01;
1542;4;Drimmelen;2007 december voorlopig;7.24;0.23
1543;4;Drimmelen;2007 december nader voorlopig;7.31;
1544;4;Drimmelen;2008 december voorlopig;7.07;-0.24
1545;4;Drimmelen;2008 december nader voorlopig;7.14;
1546;4;Drimmelen;2009 december voorlopig;6.9;-0.23
1547;4;Dronten;2006 december voorlopig;9.32;
1548;4;Dronten;2006 december nader voorlopig;10.72;
1549;4;Dronten;2007 december voorlopig;11.49;0.77
1550;4;Dronten;2007 december nader voorlopig;11.64;
1551;4;Dronten;2008 december voorlopig;12.41;0.77
1552;4;Dronten;2008 december nader voorlopig;11.93;
1553;4;Dronten;2009 december voorlopig;11.84;-0.09
1554;4;Druten;2006 december voorlopig;6.09;
1555;4;Druten;2006 december nader voorlopig;6.09;
1556;4;Druten;2007 december voorlopig;6.05;-0.03
1557;4;Druten;2007 december nader voorlopig;6.11;
1558;4;Druten;2008 december voorlopig;6.16;0.05
1559;4;Druten;2008 december nader voorlopig;5.97;
1560;4;Druten;2009 december voorlopig;5.77;-0.2
1561;4;Duiven;2006 december voorlopig;13.45;
1562;4;Duiven;2006 december nader voorlopig;13.79;
1563;4;Duiven;2007 december voorlopig;13.89;0.11
1564;4;Duiven;2007 december nader voorlopig;14.04;
1565;4;Duiven;2008 december voorlopig;14.45;0.41
1566;4;Duiven;2008 december nader voorlopig;13.71;
1567;4;Duiven;2009 december voorlopig;13.71;0.0
1568;4;Echt-Susteren;2006 december voorlopig;9.28;
1569;4;Echt-Susteren;2006 december nader voorlopig;9.68;
1570;4;Echt-Susteren;2007 december voorlopig;9.97;0.29
1571;4;Echt-Susteren;2007 december nader voorlopig;9.85;
1572;4;Echt-Susteren;2008 december voorlopig;10.31;0.46
1573;4;Echt-Susteren;2008 december nader voorlopig;10.23;
1574;4;Echt-Susteren;2009 december voorlopig;9.89;-0.34
1575;4;Edam-Volendam;2006 december voorlopig;11.57;
1576;4;Edam-Volendam;2006 december nader voorlopig;11.48;
1577;4;Edam-Volendam;2007 december voorlopig;11.13;-0.35
1578;4;Edam-Volendam;2007 december nader voorlopig;11.11;
1579;4;Edam-Volendam;2008 december voorlopig;11.27;0.17
1580;4;Edam-Volendam;2008 december nader voorlopig;11.16;
1581;4;Edam-Volendam;2009 december voorlopig;11.37;0.22
1582;4;Ede;2006 december voorlopig;49.12;
1583;4;Ede;2006 december nader voorlopig;49.54;
1584;4;Ede;2007 december voorlopig;52.13;2.59
1585;4;Ede;2007 december nader voorlopig;52.38;
1586;4;Ede;2008 december voorlopig;53.13;0.75
1587;4;Ede;2008 december nader voorlopig;52.88;
1588;4;Ede;2009 december voorlopig;52.43;-0.45
1589;4;Eemnes;2006 december voorlopig;2.07;
1590;4;Eemnes;2006 december nader voorlopig;2.08;
1591;4;Eemnes;2007 december voorlopig;2.32;0.24
1592;4;Eemnes;2007 december nader voorlopig;2.09;
1593;4;Eemnes;2008 december voorlopig;2.46;0.38
1594;4;Eemnes;2008 december nader voorlopig;2.34;
1595;4;Eemnes;2009 december voorlopig;2.34;0.0
1596;4;Eemsmond;2006 december voorlopig;4.04;
1597;4;Eemsmond;2006 december nader voorlopig;3.63;
1598;4;Eemsmond;2007 december voorlopig;3.59;-0.04
1599;4;Eemsmond;2007 december nader voorlopig;3.65;
1600;4;Eemsmond;2008 december voorlopig;3.77;0.12
1601;4;Eemsmond;2008 december nader voorlopig;3.83;
1602;4;Eemsmond;2009 december voorlopig;3.76;-0.07
1603;4;Eersel;2006 december voorlopig;7.84;
1604;4;Eersel;2006 december nader voorlopig;7.79;
1605;4;Eersel;2007 december voorlopig;8.25;0.46
1606;4;Eersel;2007 december nader voorlopig;6.96;
1607;4;Eersel;2008 december voorlopig;7.1;0.14
1608;4;Eersel;2008 december nader voorlopig;6.98;
1609;4;Eersel;2009 december voorlopig;6.39;-0.59
1610;4;Eijsden;2006 december voorlopig;2.09;
1611;4;Eijsden;2006 december nader voorlopig;2.1;
1612;4;Eijsden;2007 december voorlopig;2.34;0.24
1613;4;Eijsden;2007 december nader voorlopig;2.31;
1614;4;Eijsden;2008 december voorlopig;2.25;-0.06
1615;4;Eijsden;2008 december nader voorlopig;2.19;
1616;4;Eijsden;2009 december voorlopig;2.13;-0.06
1617;4;Eindhoven;2006 december voorlopig;155.22;
1618;4;Eindhoven;2006 december nader voorlopig;153.19;
1619;4;Eindhoven;2007 december voorlopig;156.7;3.52
1620;4;Eindhoven;2007 december nader voorlopig;157.07;
1621;4;Eindhoven;2008 december voorlopig;162.03;4.96
1622;4;Eindhoven;2008 december nader voorlopig;158.77;
1623;4;Eindhoven;2009 december voorlopig;155.42;-3.35
1624;4;Elburg;2006 december voorlopig;6.43;
1625;4;Elburg;2006 december nader voorlopig;8.08;
1626;4;Elburg;2007 december voorlopig;8.09;0.0
1627;4;Elburg;2007 december nader voorlopig;8.21;
1628;4;Elburg;2008 december voorlopig;8.48;0.27
1629;4;Elburg;2008 december nader voorlopig;8.49;
1630;4;Elburg;2009 december voorlopig;8.18;-0.31
1631;4;Emmen;2006 december voorlopig;45.67;
1632;4;Emmen;2006 december nader voorlopig;46.16;
1633;4;Emmen;2007 december voorlopig;47.16;1.0
1634;4;Emmen;2007 december nader voorlopig;48.55;
1635;4;Emmen;2008 december voorlopig;48.03;-0.52
1636;4;Emmen;2008 december nader voorlopig;47.61;
1637;4;Emmen;2009 december voorlopig;46.51;-1.1
1638;4;Enkhuizen;2006 december voorlopig;6.43;
1639;4;Enkhuizen;2006 december nader voorlopig;6.27;
1640;4;Enkhuizen;2007 december voorlopig;6.58;0.31
1641;4;Enkhuizen;2007 december nader voorlopig;6.68;
1642;4;Enkhuizen;2008 december voorlopig;6.93;0.25
1643;4;Enkhuizen;2008 december nader voorlopig;7.08;
1644;4;Enkhuizen;2009 december voorlopig;7.21;0.13
1645;4;Enschede;2006 december voorlopig;73.35;
1646;4;Enschede;2006 december nader voorlopig;73.19;
1647;4;Enschede;2007 december voorlopig;77.17;3.98
1648;4;Enschede;2007 december nader voorlopig;77.66;
1649;4;Enschede;2008 december voorlopig;76.64;-1.02
1650;4;Enschede;2008 december nader voorlopig;75.04;
1651;4;Enschede;2009 december voorlopig;75.52;0.47
1652;4;Epe;2006 december voorlopig;11.38;
1653;4;Epe;2006 december nader voorlopig;11.16;
1654;4;Epe;2007 december voorlopig;12.4;1.24
1655;4;Epe;2007 december nader voorlopig;12.28;
1656;4;Epe;2008 december voorlopig;11.79;-0.48
1657;4;Epe;2008 december nader voorlopig;11.68;
1658;4;Epe;2009 december voorlopig;10.55;-1.14
1659;4;Ermelo;2006 december voorlopig;12.77;
1660;4;Ermelo;2006 december nader voorlopig;14.67;
1661;4;Ermelo;2007 december voorlopig;14.62;-0.05
1662;4;Ermelo;2007 december nader voorlopig;15.07;
1663;4;Ermelo;2008 december voorlopig;14.92;-0.15
1664;4;Ermelo;2008 december nader voorlopig;15.03;
1665;4;Ermelo;2009 december voorlopig;15.28;0.25
1666;4;Etten-Leur;2006 december voorlopig;20.34;
1667;4;Etten-Leur;2006 december nader voorlopig;20.32;
1668;4;Etten-Leur;2007 december voorlopig;21.2;0.88
1669;4;Etten-Leur;2007 december nader voorlopig;21.47;
1670;4;Etten-Leur;2008 december voorlopig;22.06;0.59
1671;4;Etten-Leur;2008 december nader voorlopig;22.34;
1672;4;Etten-Leur;2009 december voorlopig;21.32;-1.01
1673;4;Ferwerderadiel;2006 december voorlopig;2.34;
1674;4;Ferwerderadiel;2006 december nader voorlopig;2.32;
1675;4;Ferwerderadiel;2007 december voorlopig;2.3;-0.02
1676;4;Ferwerderadiel;2007 december nader voorlopig;2.3;
1677;4;Ferwerderadiel;2008 december voorlopig;2.19;-0.11
1678;4;Ferwerderadiel;2008 december nader voorlopig;2.13;
1679;4;Ferwerderadiel;2009 december voorlopig;2.21;0.08
1680;4;Franekeradeel;2006 december voorlopig;6.83;
1681;4;Franekeradeel;2006 december nader voorlopig;6.79;
1682;4;Franekeradeel;2007 december voorlopig;6.78;-0.02
1683;4;Franekeradeel;2007 december nader voorlopig;6.91;
1684;4;Franekeradeel;2008 december voorlopig;7.39;0.48
1685;4;Franekeradeel;2008 december nader voorlopig;7.11;
1686;4;Franekeradeel;2009 december voorlopig;6.87;-0.24
1687;4;Gaasterlân-Sleat;2006 december voorlopig;2.69;
1688;4;Gaasterlân-Sleat;2006 december nader voorlopig;2.69;
1689;4;Gaasterlân-Sleat;2007 december voorlopig;2.77;0.08
1690;4;Gaasterlân-Sleat;2007 december nader voorlopig;2.76;
1691;4;Gaasterlân-Sleat;2008 december voorlopig;2.79;0.03
1692;4;Gaasterlân-Sleat;2008 december nader voorlopig;2.68;
1693;4;Gaasterlân-Sleat;2009 december voorlopig;2.61;-0.07
1694;4;Geertruidenberg;2006 december voorlopig;11.44;
1695;4;Geertruidenberg;2006 december nader voorlopig;11.57;
1696;4;Geertruidenberg;2007 december voorlopig;12.2;0.64
1697;4;Geertruidenberg;2007 december nader voorlopig;12.24;
1698;4;Geertruidenberg;2008 december voorlopig;12.37;0.13
1699;4;Geertruidenberg;2008 december nader voorlopig;12.9;
1700;4;Geertruidenberg;2009 december voorlopig;11.38;-1.52
1701;4;Geldermalsen;2006 december voorlopig;11.29;
1702;4;Geldermalsen;2006 december nader voorlopig;11.32;
1703;4;Geldermalsen;2007 december voorlopig;11.36;0.04
1704;4;Geldermalsen;2007 december nader voorlopig;11.29;
1705;4;Geldermalsen;2008 december voorlopig;12.61;1.32
1706;4;Geldermalsen;2008 december nader voorlopig;12.45;
1707;4;Geldermalsen;2009 december voorlopig;12.56;0.11
1708;4;Geldrop-Mierlo;2006 december voorlopig;11.55;
1709;4;Geldrop-Mierlo;2006 december nader voorlopig;11.47;
1710;4;Geldrop-Mierlo;2007 december voorlopig;11.64;0.17
1711;4;Geldrop-Mierlo;2007 december nader voorlopig;11.75;
1712;4;Geldrop-Mierlo;2008 december voorlopig;11.63;-0.12
1713;4;Geldrop-Mierlo;2008 december nader voorlopig;11.78;
1714;4;Geldrop-Mierlo;2009 december voorlopig;11.46;-0.32
1715;4;Gemert-Bakel;2006 december voorlopig;8.96;
1716;4;Gemert-Bakel;2006 december nader voorlopig;8.91;
1717;4;Gemert-Bakel;2007 december voorlopig;9.68;0.77
1718;4;Gemert-Bakel;2007 december nader voorlopig;9.71;
1719;4;Gemert-Bakel;2008 december voorlopig;9.98;0.27
1720;4;Gemert-Bakel;2008 december nader voorlopig;9.59;
1721;4;Gemert-Bakel;2009 december voorlopig;9.75;0.16
1722;4;Gennep;2006 december voorlopig;8.97;
1723;4;Gennep;2006 december nader voorlopig;8.87;
1724;4;Gennep;2007 december voorlopig;8.92;0.06
1725;4;Gennep;2007 december nader voorlopig;8.86;
1726;4;Gennep;2008 december voorlopig;8.74;-0.12
1727;4;Gennep;2008 december nader voorlopig;8.88;
1728;4;Gennep;2009 december voorlopig;7.86;-1.03
1729;4;Giessenlanden;2006 december voorlopig;3.74;
1730;4;Giessenlanden;2006 december nader voorlopig;3.73;
1731;4;Giessenlanden;2007 december voorlopig;3.85;0.11
1732;4;Giessenlanden;2007 december nader voorlopig;3.81;
1733;4;Giessenlanden;2008 december voorlopig;3.98;0.17
1734;4;Giessenlanden;2008 december nader voorlopig;3.75;
1735;4;Giessenlanden;2009 december voorlopig;3.76;0.01
1736;4;Gilze en Rijen;2006 december voorlopig;11.12;
1737;4;Gilze en Rijen;2006 december nader voorlopig;12.02;
1738;4;Gilze en Rijen;2007 december voorlopig;13.52;1.5
1739;4;Gilze en Rijen;2007 december nader voorlopig;13.41;
1740;4;Gilze en Rijen;2008 december voorlopig;14.87;1.45
1741;4;Gilze en Rijen;2008 december nader voorlopig;14.4;
1742;4;Gilze en Rijen;2009 december voorlopig;14.64;0.23
1743;4;Goedereede;2006 december voorlopig;3.84;
1744;4;Goedereede;2006 december nader voorlopig;3.99;
1745;4;Goedereede;2007 december voorlopig;4.33;0.34
1746;4;Goedereede;2007 december nader voorlopig;4.21;
1747;4;Goedereede;2008 december voorlopig;4.22;0.01
1748;4;Goedereede;2008 december nader voorlopig;3.98;
1749;4;Goedereede;2009 december voorlopig;4.19;0.21
1750;4;Goes;2006 december voorlopig;25.15;
1751;4;Goes;2006 december nader voorlopig;25.03;
1752;4;Goes;2007 december voorlopig;26.11;1.09
1753;4;Goes;2007 december nader voorlopig;26.55;
1754;4;Goes;2008 december voorlopig;26.38;-0.17
1755;4;Goes;2008 december nader voorlopig;26.28;
1756;4;Goes;2009 december voorlopig;25.65;-0.63
1757;4;Goirle;2006 december voorlopig;7.06;
1758;4;Goirle;2006 december nader voorlopig;7.04;
1759;4;Goirle;2007 december voorlopig;7.45;0.41
1760;4;Goirle;2007 december nader voorlopig;7.49;
1761;4;Goirle;2008 december voorlopig;7.6;0.11
1762;4;Goirle;2008 december nader voorlopig;7.17;
1763;4;Goirle;2009 december voorlopig;6.8;-0.37
1764;4;Gorinchem;2006 december voorlopig;22.86;
1765;4;Gorinchem;2006 december nader voorlopig;22.85;
1766;4;Gorinchem;2007 december voorlopig;23.66;0.81
1767;4;Gorinchem;2007 december nader voorlopig;23.77;
1768;4;Gorinchem;2008 december voorlopig;23.84;0.07
1769;4;Gorinchem;2008 december nader voorlopig;23.64;
1770;4;Gorinchem;2009 december voorlopig;23.05;-0.59
1771;4;Gouda;2006 december voorlopig;36.11;
1772;4;Gouda;2006 december nader voorlopig;35.78;
1773;4;Gouda;2007 december voorlopig;37.31;1.53
1774;4;Gouda;2007 december nader voorlopig;37.74;
1775;4;Gouda;2008 december voorlopig;37.21;-0.53
1776;4;Gouda;2008 december nader voorlopig;37.04;
1777;4;Gouda;2009 december voorlopig;36.93;-0.11
1778;4;Graafstroom;2006 december voorlopig;3.42;
1779;4;Graafstroom;2006 december nader voorlopig;3.42;
1780;4;Graafstroom;2007 december voorlopig;3.55;0.13
1781;4;Graafstroom;2007 december nader voorlopig;3.5;
1782;4;Graafstroom;2008 december voorlopig;3.55;0.05
1783;4;Graafstroom;2008 december nader voorlopig;3.57;
1784;4;Graafstroom;2009 december voorlopig;3.42;-0.16
1785;4;Graft-De Rijp;2006 december voorlopig;1.47;
1786;4;Graft-De Rijp;2006 december nader voorlopig;1.46;
1787;4;Graft-De Rijp;2007 december voorlopig;1.44;-0.02
1788;4;Graft-De Rijp;2007 december nader voorlopig;1.47;
1789;4;Graft-De Rijp;2008 december voorlopig;1.38;-0.08
1790;4;Graft-De Rijp;2008 december nader voorlopig;1.36;
1791;4;Graft-De Rijp;2009 december voorlopig;1.24;-0.13
1792;4;Grave;2006 december voorlopig;3.71;
1793;4;Grave;2006 december nader voorlopig;3.31;
1794;4;Grave;2007 december voorlopig;3.94;0.64
1795;4;Grave;2007 december nader voorlopig;4.03;
1796;4;Grave;2008 december voorlopig;3.71;-0.33
1797;4;Grave;2008 december nader voorlopig;3.69;
1798;4;Grave;2009 december voorlopig;3.58;-0.11
1799;4;'s-Gravendeel;2006 december voorlopig;2.61;
1800;4;'s-Gravendeel;2006 december nader voorlopig;2.43;
1801;4;'s-Gravendeel;2007 december voorlopig;0.0;0.0
1802;4;'s-Gravendeel;2007 december nader voorlopig;0.0;0.0
1803;4;'s-Gravendeel;2008 december voorlopig;0.0;0.0
1804;4;'s-Gravendeel;2008 december nader voorlopig;0.0;0.0
1805;4;'s-Gravendeel;2009 december voorlopig;0.0;0.0
1806;4;'s-Gravenhage (gemeente);2006 december voorlopig;273.16;
1807;4;'s-Gravenhage (gemeente);2006 december nader voorlopig;266.58;
1808;4;'s-Gravenhage (gemeente);2007 december voorlopig;268.74;2.15
1809;4;'s-Gravenhage (gemeente);2007 december nader voorlopig;268.86;
1810;4;'s-Gravenhage (gemeente);2008 december voorlopig;272.1;3.25
1811;4;'s-Gravenhage (gemeente);2008 december nader voorlopig;268.85;
1812;4;'s-Gravenhage (gemeente);2009 december voorlopig;269.0;0.15
1813;4;Groenlo;2006 december voorlopig;14.22;
1814;4;Groenlo;2006 december nader voorlopig;13.94;
1815;4;Groenlo;2007 december voorlopig;0.0;0.0
1816;4;Groenlo;2007 december nader voorlopig;;
1817;4;Groenlo;2008 december voorlopig;;
1818;4;Groenlo;2008 december nader voorlopig;0.0;0.0
1819;4;Groenlo;2009 december voorlopig;0.0;0.0
1820;4;Groesbeek;2006 december voorlopig;6.59;
1821;4;Groesbeek;2006 december nader voorlopig;6.59;
1822;4;Groesbeek;2007 december voorlopig;7.1;0.5
1823;4;Groesbeek;2007 december nader voorlopig;7.16;
1824;4;Groesbeek;2008 december voorlopig;6.98;-0.19
1825;4;Groesbeek;2008 december nader voorlopig;7.2;
1826;4;Groesbeek;2009 december voorlopig;7.26;0.06
1827;4;Groningen (gemeente);2006 december voorlopig;128.99;
1828;4;Groningen (gemeente);2006 december nader voorlopig;127.93;
1829;4;Groningen (gemeente);2007 december voorlopig;130.35;2.42
1830;4;Groningen (gemeente);2007 december nader voorlopig;129.88;
1831;4;Groningen (gemeente);2008 december voorlopig;131.71;1.82
1832;4;Groningen (gemeente);2008 december nader voorlopig;131.71;
1833;4;Groningen (gemeente);2009 december voorlopig;133.21;1.5
1834;4;Grootegast;2006 december voorlopig;2.34;
1835;4;Grootegast;2006 december nader voorlopig;2.33;
1836;4;Grootegast;2007 december voorlopig;2.37;0.04
1837;4;Grootegast;2007 december nader voorlopig;2.46;
1838;4;Grootegast;2008 december voorlopig;2.57;0.11
1839;4;Grootegast;2008 december nader voorlopig;2.39;
1840;4;Grootegast;2009 december voorlopig;2.44;0.05
1841;4;Gulpen-Wittem;2006 december voorlopig;2.6;
1842;4;Gulpen-Wittem;2006 december nader voorlopig;2.75;
1843;4;Gulpen-Wittem;2007 december voorlopig;2.85;0.1
1844;4;Gulpen-Wittem;2007 december nader voorlopig;2.82;
1845;4;Gulpen-Wittem;2008 december voorlopig;3.12;0.29
1846;4;Gulpen-Wittem;2008 december nader voorlopig;3.03;
1847;4;Gulpen-Wittem;2009 december voorlopig;2.87;-0.16
1848;4;Haaksbergen;2006 december voorlopig;8.93;
1849;4;Haaksbergen;2006 december nader voorlopig;8.94;
1850;4;Haaksbergen;2007 december voorlopig;9.03;0.09
1851;4;Haaksbergen;2007 december nader voorlopig;9.28;
1852;4;Haaksbergen;2008 december voorlopig;9.4;0.12
1853;4;Haaksbergen;2008 december nader voorlopig;9.41;
1854;4;Haaksbergen;2009 december voorlopig;9.38;-0.03
1855;4;Haaren;2006 december voorlopig;4.4;
1856;4;Haaren;2006 december nader voorlopig;4.42;
1857;4;Haaren;2007 december voorlopig;4.59;0.17
1858;4;Haaren;2007 december nader voorlopig;4.66;
1859;4;Haaren;2008 december voorlopig;4.79;0.13
1860;4;Haaren;2008 december nader voorlopig;4.79;
1861;4;Haaren;2009 december voorlopig;4.96;0.17
1862;4;Haarlem;2006 december voorlopig;70.06;
1863;4;Haarlem;2006 december nader voorlopig;69.65;
1864;4;Haarlem;2007 december voorlopig;69.88;0.23
1865;4;Haarlem;2007 december nader voorlopig;70.58;
1866;4;Haarlem;2008 december voorlopig;71.74;1.15
1867;4;Haarlem;2008 december nader voorlopig;68.38;
1868;4;Haarlem;2009 december voorlopig;67.6;-0.78
1869;4;Haarlemmerliede en Spaarnwoude;2006 december voorlopig;1.6;
1870;4;Haarlemmerliede en Spaarnwoude;2006 december nader voorlopig;1.54;
1871;4;Haarlemmerliede en Spaarnwoude;2007 december voorlopig;1.43;-0.11
1872;4;Haarlemmerliede en Spaarnwoude;2007 december nader voorlopig;1.4;
1873;4;Haarlemmerliede en Spaarnwoude;2008 december voorlopig;1.59;0.19
1874;4;Haarlemmerliede en Spaarnwoude;2008 december nader voorlopig;1.54;
1875;4;Haarlemmerliede en Spaarnwoude;2009 december voorlopig;1.47;-0.07
1876;4;Haarlemmermeer;2006 december voorlopig;140.81;
1877;4;Haarlemmermeer;2006 december nader voorlopig;141.62;
1878;4;Haarlemmermeer;2007 december voorlopig;148.23;6.61
1879;4;Haarlemmermeer;2007 december nader voorlopig;149.43;
1880;4;Haarlemmermeer;2008 december voorlopig;154.0;4.57
1881;4;Haarlemmermeer;2008 december nader voorlopig;152.9;
1882;4;Haarlemmermeer;2009 december voorlopig;146.41;-6.48
1883;4;Haelen;2006 december voorlopig;3.64;
1884;4;Haelen;2006 december nader voorlopig;3.48;
1885;4;Haelen;2007 december voorlopig;0.0;0.0
1886;4;Haelen;2007 december nader voorlopig;;
1887;4;Haelen;2008 december voorlopig;;
1888;4;Haelen;2008 december nader voorlopig;0.0;0.0
1889;4;Haelen;2009 december voorlopig;0.0;0.0
1890;4;Halderberge;2006 december voorlopig;7.31;
1891;4;Halderberge;2006 december nader voorlopig;7.22;
1892;4;Halderberge;2007 december voorlopig;7.45;0.23
1893;4;Halderberge;2007 december nader voorlopig;7.53;
1894;4;Halderberge;2008 december voorlopig;7.78;0.25
1895;4;Halderberge;2008 december nader voorlopig;7.71;
1896;4;Halderberge;2009 december voorlopig;7.22;-0.49
1897;4;Hardenberg;2006 december voorlopig;21.55;
1898;4;Hardenberg;2006 december nader voorlopig;21.31;
1899;4;Hardenberg;2007 december voorlopig;21.62;0.32
1900;4;Hardenberg;2007 december nader voorlopig;21.84;
1901;4;Hardenberg;2008 december voorlopig;22.23;0.39
1902;4;Hardenberg;2008 december nader voorlopig;22.08;
1903;4;Hardenberg;2009 december voorlopig;21.68;-0.4
1904;4;Harderwijk;2006 december voorlopig;22.4;
1905;4;Harderwijk;2006 december nader voorlopig;21.74;
1906;4;Harderwijk;2007 december voorlopig;22.43;0.69
1907;4;Harderwijk;2007 december nader voorlopig;23.42;
1908;4;Harderwijk;2008 december voorlopig;23.58;0.16
1909;4;Harderwijk;2008 december nader voorlopig;23.35;
1910;4;Harderwijk;2009 december voorlopig;23.02;-0.33
1911;4;Hardinxveld-Giessendam;2006 december voorlopig;8.13;
1912;4;Hardinxveld-Giessendam;2006 december nader voorlopig;8.12;
1913;4;Hardinxveld-Giessendam;2007 december voorlopig;8.44;0.33
1914;4;Hardinxveld-Giessendam;2007 december nader voorlopig;8.42;
1915;4;Hardinxveld-Giessendam;2008 december voorlopig;8.58;0.15
1916;4;Hardinxveld-Giessendam;2008 december nader voorlopig;8.57;
1917;4;Hardinxveld-Giessendam;2009 december voorlopig;8.47;-0.09
1918;4;Haren;2006 december voorlopig;6.29;
1919;4;Haren;2006 december nader voorlopig;6.35;
1920;4;Haren;2007 december voorlopig;6.11;-0.23
1921;4;Haren;2007 december nader voorlopig;7.15;
1922;4;Haren;2008 december voorlopig;7.39;0.25
1923;4;Haren;2008 december nader voorlopig;7.31;
1924;4;Haren;2009 december voorlopig;6.89;-0.42
1925;4;Harenkarspel;2006 december voorlopig;4.62;
1926;4;Harenkarspel;2006 december nader voorlopig;4.58;
1927;4;Harenkarspel;2007 december voorlopig;4.79;0.21
1928;4;Harenkarspel;2007 december nader voorlopig;4.85;
1929;4;Harenkarspel;2008 december voorlopig;5.08;0.24
1930;4;Harenkarspel;2008 december nader voorlopig;4.85;
1931;4;Harenkarspel;2009 december voorlopig;4.85;0.01
1932;4;Harlingen;2006 december voorlopig;5.11;
