ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
2206;Heiligeboom;824;Oisterwijk                 ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
2207;255;39;Scheemda                   ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
2208;Heille;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;nee;nee
2209;Heiloo;399;Heiloo                     ;55;Noord-Kennemerland                                ;27;NH. ;ja ;ja 
2210;Heilust;928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
2211;Heimolen;873;Woensdrecht                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
2212;Heinenoord;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;nee
2213;Heinist;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
2214;Heinkenszand;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
2215;Heino;162;Heino                      ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;ja 
2216;Heisterbrug;962;Schinnen                   ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
2217;Heistraat;826;Oosterhout                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
2218;Heistraat;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
2219;Heitrak;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
2220;Hekelingen;612;Spijkenisse                ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;ja ;nee
2221;Hekendorp;589;Oudewater                  ;49;Utrechts weidegebied                              ;26;U.  ;ja ;nee
2222;Hekkens;907;Gennep                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
2223;Heksenberg;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
2224;Helden;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;ja 
2225;Heldensedijk;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
2226;Helder, Den;400;Den Helder                 ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;ja ;ja 
2227;Helenaveen;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
2228;Helhoek;614;Westvoorne                 ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;nee;nee
2229;Helkant;1665;Made                       ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
2230;Hell;273;Putten                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
2231;Helle;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
2232;Hellebroek;951;Nuth                       ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
2233;Hellen, De;785;Goirle                     ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
2234;Hellendoorn;163;Hellendoorn                ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
2235;Hellevoetsluis;530;Hellevoetsluis             ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;ja ;ja 
2236;Helling;993;Meerlo-Wanssum             ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
2237;Hellouw;304;Neerijnen                  ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
2238;282;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
2239;Helmond;794;Helmond                    ;115;Industriegebied Helmond                           ;30;NB. ;ja ;ja 
2240;Helsdingen;620;Vianen                     ;78;Vijfheerenlanden                                  ;28;ZH. ;nee;nee
2241;Helvoirt;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
2242;Helwerd;1651;Eemsmond                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
2243;Helwijk;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
2244;Helzenhoek;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;nee;nee
2245;Hem;454;Venhuizen                  ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
2246;Hembrug;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
2247;883;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
2248;Hemert;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
2249;738;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;nee;nee
2250;Hemmen;283;Valburg                    ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
2251;144;17;Haren                      ;8;Randgebied stad Groningen                         ;20;Gr. ;nee;nee
2252;692;80;Leeuwarden                 ;11;Leeuwarden                                        ;21;F.  ;ja ;nee
2253;786;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
2254;Hendrik-Ido-Ambacht;531;Hendrik-Ido-Ambacht        ;87;Oostelijk IJsselmonde                             ;28;ZH. ;ja ;ja 
2255;Hengeland;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
2256;Hengelo;164;Hengelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;ja 
2257;Hengelo;248;Hengelo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;ja 
2258;Hengelose-Es;164;Hengelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
2259;Hengevelde;142;Ambt Delden                ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
2260;Hengforden;174;Olst                       ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
2261;Hengstdijk;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;ja ;nee
2262;Hengstheuvel;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
2263;Hennaard;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
2264;Hennaarderadeel;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
2265;Hensbroek;429;Obdam                      ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;nee
2266;Henxel;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;nee
2267;628;70;Franekeradeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
2268;Herfte;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
2269;Herike;169;Markelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
2270;Hering, Op den;881;Onderbanken                ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
2271;Herkenbosch;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
2272;Herkenrade;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
2273;Herkingen;504;Dirksland                  ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;nee
2274;Hermalen;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
2275;Hernen;296;Wijchen                    ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
2276;Herongerberg;983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
2277;Herpen;835;Ravenstein                 ;111;Maaskant                                          ;30;NB. ;ja ;nee
2278;Herpt;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
2279;Hersel;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
2280;Hert;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
2281;Herten;957;Roermond                   ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
2282;Hertme;147;Borne                      ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
2283;Hertogenbosch, 's-;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;ja ;ja 
2284;Herveld;283;Valburg                    ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
2285;Herwen;196;Rijnwaarden                ;26;De Lijmers                                        ;25;Gld.;ja ;nee
2286;Herwijnen;733;Lingewaal                  ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
2287;Herxen;190;Wijhe                      ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
2288;Hesens;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
2289;Heseveld;268;Nijmegen                   ;39;Nijmegen                                          ;25;Gld.;nee;nee
2290;Hesselingen;119;Meppel                     ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
2291;Hessum;148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
2292;Heteren;251;Heteren                    ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;ja 
2293;Heugde;914;Haelen                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
2294;Heugem;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
2295;Heugemerveld;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
2296;Heukelom;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
2297;Heukelom;824;Oisterwijk                 ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
2298;Heukelum;733;Lingewaal                  ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
2299;Heul;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
2300;Heul, De;431;Oostzaan                   ;57;Waterland                                         ;27;NH. ;nee;nee
2301;Heumen;252;Heumen                     ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;ja 
2302;Heuneind;855;Tilburg                    ;107;Tilburg                                           ;30;NB. ;nee;nee
2303;Heure;211;Borculo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
2304;Heurne;278;Ruurlo                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
2305;Heurne;197;Aalten                     ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;nee
2306;Heurne, De;219;Dinxperlo                  ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;ja ;nee
2307;Heusden;743;Asten                      ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
2308;Heusden;797;Heusden                    ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;ja 
2309;Heusdenhout;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
2310;Heuvel;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
2311;Heuvel;1721;Bernheze                   ;111;Maaskant                                          ;30;NB. ;nee;nee
2312;Heuvel;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
2313;Heuvel;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
2314;Heuvel;1728;Bladel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
2315;Heuvel, De;866;Waalre                     ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
2316;Heuvelberg;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
2317;Heuvels;835;Ravenstein                 ;111;Maaskant                                          ;30;NB. ;nee;nee
2318;Heuvelstraat;824;Oisterwijk                 ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
2319;Heuven, De;295;Wisch                      ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;nee;nee
2320;Heveadorp;274;Renkum                     ;36;Overige gemeenten zuidelijke Veluwezoom           ;25;Gld.;nee;nee
2321;Heveringen;614;Westvoorne                 ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;nee;nee
2322;74;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
2323;Heythuysen;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;ja 
2324;Hezelaar;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
2325;Hezelaar;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
2326;Hezingen;183;Tubbergen                  ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
2327;517;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
2328;Hichtum;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
2329;Hidaard;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
