ID;Rechtsvorm;HerkomstFaillissement;Perioden;AfgewikkeldeFaillissementen_1;SaldoActiva_2;TotaalSchulden_3;Boedelkosten_4;SchuldenAanFiscusEnUWV_5;OverigeSchulden_6
284;Vennootschappen e.d.;Op verzoek bank;2000;49.0;3.7;31.7;2.0;5.5;24.7
285;Vennootschappen e.d.;Op verzoek bank;2002;34.0;1.8;18.5;1.0;5.6;11.8
286;Vennootschappen e.d.;Op verzoek bank;2004;65.0;5.6;51.7;2.0;10.0;39.2
287;Vennootschappen e.d.;Op verzoek bank;2006;76.0;6.5;98.0;4.0;8.7;85.1
288;Vennootschappen e.d.;Op verzoek bank;2008;60.0;2.3;59.1;2.0;6.9;50.4
289;Vennootschappen e.d.;Op verzoek bank;2010;42.0;4.6;51.5;2.0;5.7;43.3
290;Vennootschappen e.d.;Na surseance van betaling;1992;184.0;39.4;308.6;23.0;40.7;244.6
291;Vennootschappen e.d.;Na surseance van betaling;1994;273.0;35.3;196.0;18.0;43.2;135.1
292;Vennootschappen e.d.;Na surseance van betaling;1996;234.0;42.8;248.5;30.0;51.1;167.6
293;Vennootschappen e.d.;Na surseance van betaling;1998;190.0;76.8;305.0;27.0;35.5;242.6
294;Vennootschappen e.d.;Na surseance van betaling;2000;210.0;43.7;208.8;32.0;40.9;136.2
295;Vennootschappen e.d.;Na surseance van betaling;2002;166.0;22.6;137.6;14.0;23.3;99.9
296;Vennootschappen e.d.;Na surseance van betaling;2004;251.0;43.5;318.7;32.0;52.0;234.9
297;Vennootschappen e.d.;Na surseance van betaling;2006;320.0;67.6;492.8;48.0;78.1;366.4
298;Vennootschappen e.d.;Na surseance van betaling;2008;239.0;131.3;816.1;42.0;70.5;703.2
299;Vennootschappen e.d.;Na surseance van betaling;2010;271.0;70.4;373.3;36.0;70.9;266.7
300;Vennootschappen e.d.;Na schuldsanering;1992;;;;;;
301;Vennootschappen e.d.;Na schuldsanering;1994;;;;;;
302;Vennootschappen e.d.;Na schuldsanering;1996;;;;;;
303;Vennootschappen e.d.;Na schuldsanering;1998;;;;;;
304;Vennootschappen e.d.;Na schuldsanering;2000;;;;;;
305;Vennootschappen e.d.;Na schuldsanering;2002;;;;;;
306;Vennootschappen e.d.;Na schuldsanering;2004;;;;;;
307;Vennootschappen e.d.;Na schuldsanering;2006;;;;;;
308;Vennootschappen e.d.;Na schuldsanering;2008;;;;;;
309;Vennootschappen e.d.;Na schuldsanering;2010;;;;;;
310;Vennootschappen e.d.;Onbekend;1992;625.0;14.8;265.4;12.0;68.3;185.5
311;Vennootschappen e.d.;Onbekend;1994;842.0;22.8;354.2;13.0;71.7;269.7
312;Vennootschappen e.d.;Onbekend;1996;906.0;18.9;278.7;14.0;81.7;183.3
313;Vennootschappen e.d.;Onbekend;1998;991.0;17.3;340.9;18.0;74.1;248.3
314;Vennootschappen e.d.;Onbekend;2000;812.0;29.7;360.3;23.0;64.6;272.5
315;Vennootschappen e.d.;Onbekend;2002;849.0;23.1;324.0;19.0;96.6;208.4
316;Vennootschappen e.d.;Onbekend;2004;993.0;27.0;413.3;23.0;93.5;296.6
317;Vennootschappen e.d.;Onbekend;2006;1389.0;397.7;1009.2;43.0;189.2;777.4
318;Vennootschappen e.d.;Onbekend;2008;1121.0;52.8;745.4;33.0;171.4;540.8
319;Vennootschappen e.d.;Onbekend;2010;1346.0;64.0;1207.6;51.0;292.3;864.4
