ID;Herkomstgroepering;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratiesaldo_7;MigratiesaldoMannen_8;MigratiesaldoVrouwen_9
695;Indonesië;2055;1697;679;1018;840;415;425;857;264;593
696;Indonesië;2056;1697;679;1018;840;415;425;857;264;593
697;Indonesië;2057;1697;679;1018;840;415;425;857;264;593
698;Indonesië;2058;1697;679;1018;840;415;425;857;264;593
699;Indonesië;2059;1697;679;1018;840;415;425;857;264;593
700;Overig buiten Europa;2010;6755;3319;3436;6021;3100;2921;735;219;516
701;Overig buiten Europa;2011;6755;3319;3436;6145;3135;3011;610;184;425
702;Overig buiten Europa;2012;6759;3321;3438;6228;3157;3071;531;164;367
703;Overig buiten Europa;2013;6773;3329;3444;6274;3166;3108;499;163;336
704;Overig buiten Europa;2014;6789;3338;3451;6293;3164;3129;496;174;322
705;Overig buiten Europa;2015;6812;3351;3461;6292;3155;3137;520;196;324
706;Overig buiten Europa;2016;6836;3369;3467;6277;3141;3136;559;228;331
707;Overig buiten Europa;2017;6864;3381;3483;6254;3125;3129;610;256;354
708;Overig buiten Europa;2018;6905;3403;3502;6225;3107;3119;680;297;383
709;Overig buiten Europa;2019;6944;3424;3520;6193;3087;3105;752;337;415
710;Overig buiten Europa;2020;6984;3446;3538;6154;3066;3089;830;380;450
711;Overig buiten Europa;2021;7029;3471;3558;6167;3073;3094;862;398;464
712;Overig buiten Europa;2022;7073;3495;3578;6187;3084;3103;886;411;475
713;Overig buiten Europa;2023;7137;3527;3610;6213;3098;3115;924;429;496
714;Overig buiten Europa;2024;7187;3559;3628;6246;3116;3130;941;443;498
715;Overig buiten Europa;2025;7237;3582;3655;6281;3135;3145;956;447;510
716;Overig buiten Europa;2026;7293;3613;3680;6318;3156;3163;975;458;517
717;Overig buiten Europa;2027;7352;3648;3704;6359;3178;3181;993;470;523
718;Overig buiten Europa;2028;7412;3681;3731;6404;3203;3200;1008;478;531
719;Overig buiten Europa;2029;7461;3703;3758;6449;3228;3221;1012;475;537
720;Overig buiten Europa;2030;7518;3737;3781;6495;3253;3242;1023;484;539
721;Overig buiten Europa;2031;7571;3771;3800;6541;3279;3262;1030;492;538
722;Overig buiten Europa;2032;7626;3794;3832;6588;3305;3283;1038;489;549
723;Overig buiten Europa;2033;7672;3824;3848;6634;3330;3304;1038;494;544
724;Overig buiten Europa;2034;7727;3852;3875;6679;3356;3324;1048;496;551
725;Overig buiten Europa;2035;7772;3877;3895;6725;3381;3344;1047;496;551
726;Overig buiten Europa;2036;7812;3896;3916;6769;3405;3364;1043;491;552
727;Overig buiten Europa;2037;7848;3918;3930;6810;3427;3383;1038;491;547
728;Overig buiten Europa;2038;7887;3944;3943;6849;3449;3400;1038;495;543
729;Overig buiten Europa;2039;7917;3957;3960;6886;3471;3416;1031;486;544
730;Overig buiten Europa;2040;7940;3971;3969;6919;3489;3430;1021;482;539
731;Overig buiten Europa;2041;7962;3982;3980;6949;3506;3443;1013;476;537
732;Overig buiten Europa;2042;7982;3996;3986;6976;3522;3454;1006;474;532
733;Overig buiten Europa;2043;7992;3998;3994;7000;3536;3464;992;462;530
734;Overig buiten Europa;2044;7996;3999;3997;7020;3547;3474;976;452;524
735;Overig buiten Europa;2045;7996;3999;3997;7035;3555;3481;961;445;516
736;Overig buiten Europa;2046;7996;3999;3997;7047;3560;3486;949;439;511
737;Overig buiten Europa;2047;7996;3999;3997;7055;3565;3490;941;434;507
738;Overig buiten Europa;2048;7996;3999;3997;7061;3568;3493;935;431;504
739;Overig buiten Europa;2049;7996;3999;3997;7065;3570;3496;931;429;502
740;Overig buiten Europa;2050;7996;3999;3997;7069;3572;3497;927;427;500
741;Overig buiten Europa;2051;7996;3999;3997;7071;3573;3499;925;426;499
742;Overig buiten Europa;2052;7996;3999;3997;7073;3574;3500;923;425;498
743;Overig buiten Europa;2053;7996;3999;3997;7075;3575;3500;921;424;497
744;Overig buiten Europa;2054;7996;3999;3997;7076;3575;3501;920;424;496
745;Overig buiten Europa;2055;7996;3999;3997;7077;3576;3501;919;423;496
746;Overig buiten Europa;2056;7996;3999;3997;7078;3576;3502;918;423;495
747;Overig buiten Europa;2057;7996;3999;3997;7078;3576;3502;918;423;495
748;Overig buiten Europa;2058;7996;3999;3997;7079;3577;3502;917;423;495
749;Overig buiten Europa;2059;7996;3999;3997;7079;3577;3502;917;422;495
