ID;SBIIndelingEnOESOSectoren;Perioden;TotaalRDPersoneel_1;TotaleRDUitgaven_2;BrutoLoonkosten_3;OverigeExploitatieKosten_4;TotaalExploitatieUitgaven_5;Gebouwen_6;MachinesApparatuur_7;TotaalInvesteringen_8
275;Totaal diensten en overig;1970;2200.0;107.0;61.0;32.0;93.0;0.0;14.0;14.0
276;Totaal diensten en overig;1971;2100.0;52.0;32.0;16.0;48.0;0.0;5.0;5.0
277;Totaal diensten en overig;1972;2300.0;56.0;34.0;14.0;48.0;0.0;8.0;8.0
278;Totaal diensten en overig;1973;2650.0;63.0;38.0;19.0;57.0;2.0;4.0;6.0
279;Totaal diensten en overig;1974;2670.0;91.0;56.0;25.0;82.0;5.0;5.0;10.0
280;Totaal diensten en overig;1975;2680.0;98.0;61.0;29.0;90.0;2.0;5.0;8.0
281;Totaal diensten en overig;1976;2690.0;111.0;72.0;32.0;103.0;1.0;6.0;7.0
282;Totaal diensten en overig;1977;2723.0;124.0;74.0;37.0;112.0;5.0;8.0;13.0
283;Totaal diensten en overig;1978;2670.0;125.0;78.0;40.0;118.0;1.0;5.0;7.0
284;Totaal diensten en overig;1979;2860.0;142.0;84.0;47.0;131.0;4.0;8.0;11.0
285;Totaal diensten en overig;1980;2910.0;147.0;87.0;46.0;133.0;3.0;10.0;13.0
286;Totaal diensten en overig;1981;2973.0;171.0;95.0;53.0;148.0;12.0;10.0;22.0
287;Totaal diensten en overig;1982;3000.0;182.0;103.0;64.0;166.0;4.0;12.0;15.0
288;Totaal diensten en overig;1983;2990.0;181.0;103.0;62.0;165.0;5.0;11.0;15.0
289;Totaal diensten en overig;1984;3030.0;190.0;108.0;61.0;169.0;8.0;14.0;21.0
290;Totaal diensten en overig;1985;3290.0;209.0;118.0;68.0;186.0;8.0;15.0;23.0
291;Totaal diensten en overig;1986;3300.0;217.0;118.0;74.0;191.0;7.0;19.0;25.0
292;Totaal diensten en overig;1987;3260.0;216.0;119.0;76.0;195.0;6.0;15.0;21.0
293;Totaal diensten en overig;1988;3560.0;227.0;127.0;77.0;203.0;8.0;16.0;24.0
294;Totaal diensten en overig;1989;3920.0;253.0;141.0;83.0;223.0;8.0;21.0;29.0
295;Totaal diensten en overig;1990;4180.0;272.0;158.0;89.0;247.0;5.0;20.0;25.0
296;Totaal diensten en overig;1991;4030.0;270.0;157.0;88.0;245.0;4.0;21.0;25.0
297;Totaal diensten en overig;1992;3980.0;275.0;159.0;93.0;253.0;6.0;16.0;23.0
298;Totaal diensten en overig;1993;5040.0;364.0;225.0;107.0;332.0;6.0;26.0;33.0
299;Totaal diensten en overig;1994;7133.0;528.0;325.0;144.0;469.0;16.0;44.0;59.0
300;Transport,communicatie en zak. dienstvl.;1970;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
301;Transport,communicatie en zak. dienstvl.;1971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
302;Transport,communicatie en zak. dienstvl.;1972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
303;Transport,communicatie en zak. dienstvl.;1973;1210.0;34.0;22.0;10.0;32.0;1.0;2.0;3.0
304;Transport,communicatie en zak. dienstvl.;1974;1170.0;38.0;26.0;10.0;36.0;0.0;2.0;2.0
305;Transport,communicatie en zak. dienstvl.;1975;1140.0;41.0;28.0;10.0;38.0;0.0;3.0;3.0
306;Transport,communicatie en zak. dienstvl.;1976;1120.0;48.0;34.0;11.0;45.0;0.0;2.0;2.0
307;Transport,communicatie en zak. dienstvl.;1977;1073.0;49.0;32.0;12.0;44.0;1.0;4.0;5.0
308;Transport,communicatie en zak. dienstvl.;1978;1080.0;51.0;34.0;15.0;49.0;0.0;2.0;2.0
309;Transport,communicatie en zak. dienstvl.;1979;1150.0;57.0;37.0;16.0;53.0;0.0;4.0;4.0
310;Transport,communicatie en zak. dienstvl.;1980;1220.0;64.0;39.0;16.0;55.0;2.0;6.0;9.0
311;Transport,communicatie en zak. dienstvl.;1981;1269.0;76.0;43.0;21.0;64.0;6.0;5.0;12.0
312;Transport,communicatie en zak. dienstvl.;1982;1340.0;82.0;49.0;28.0;76.0;0.0;5.0;5.0
313;Transport,communicatie en zak. dienstvl.;1983;1370.0;83.0;49.0;28.0;77.0;1.0;5.0;6.0
314;Transport,communicatie en zak. dienstvl.;1984;1370.0;86.0;50.0;27.0;77.0;1.0;7.0;9.0
315;Transport,communicatie en zak. dienstvl.;1985;1290.0;85.0;47.0;28.0;75.0;2.0;8.0;10.0
316;Transport,communicatie en zak. dienstvl.;1986;1280.0;91.0;46.0;32.0;79.0;4.0;9.0;12.0
317;Transport,communicatie en zak. dienstvl.;1987;1230.0;90.0;46.0;34.0;80.0;3.0;7.0;10.0
318;Transport,communicatie en zak. dienstvl.;1988;1420.0;95.0;49.0;34.0;84.0;4.0;7.0;11.0
319;Transport,communicatie en zak. dienstvl.;1989;1420.0;97.0;50.0;35.0;86.0;3.0;9.0;11.0
320;Transport,communicatie en zak. dienstvl.;1990;1670.0;118.0;66.0;42.0;108.0;2.0;9.0;11.0
321;Transport,communicatie en zak. dienstvl.;1991;1600.0;117.0;67.0;39.0;106.0;0.0;10.0;11.0
322;Transport,communicatie en zak. dienstvl.;1992;1600.0;119.0;67.0;42.0;109.0;1.0;9.0;10.0
323;Transport,communicatie en zak. dienstvl.;1993;2190.0;140.0;88.0;37.0;125.0;3.0;12.0;15.0
324;Transport,communicatie en zak. dienstvl.;1994;3161.0;214.0;135.0;50.0;185.0;6.0;23.0;29.0
325;Landbouw en visserij;1970;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
326;Landbouw en visserij;1971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
327;Landbouw en visserij;1972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
328;Landbouw en visserij;1973;352.0;10.0;5.0;4.0;8.0;1.0;0.0;1.0
329;Landbouw en visserij;1974;390.0;11.0;6.0;4.0;10.0;1.0;0.0;1.0
330;Landbouw en visserij;1975;410.0;13.0;7.0;5.0;11.0;1.0;0.0;1.0
331;Landbouw en visserij;1976;420.0;14.0;7.0;5.0;13.0;0.0;1.0;1.0
332;Landbouw en visserij;1977;504.0;20.0;10.0;7.0;16.0;2.0;1.0;3.0
333;Landbouw en visserij;1978;490.0;20.0;10.0;8.0;18.0;1.0;1.0;2.0
334;Landbouw en visserij;1979;540.0;24.0;11.0;9.0;20.0;2.0;2.0;4.0
335;Landbouw en visserij;1980;580.0;24.0;12.0;10.0;22.0;1.0;1.0;2.0
336;Landbouw en visserij;1981;558.0;29.0;12.0;11.0;23.0;5.0;1.0;7.0
337;Landbouw en visserij;1982;550.0;31.0;13.0;12.0;25.0;4.0;3.0;6.0
338;Landbouw en visserij;1983;570.0;33.0;14.0;13.0;27.0;4.0;2.0;6.0
339;Landbouw en visserij;1984;580.0;36.0;15.0;13.0;28.0;6.0;2.0;8.0
340;Landbouw en visserij;1985;650.0;41.0;17.0;16.0;33.0;6.0;3.0;9.0
341;Landbouw en visserij;1986;650.0;40.0;17.0;16.0;34.0;3.0;4.0;6.0
342;Landbouw en visserij;1987;690.0;42.0;19.0;18.0;37.0;3.0;2.0;5.0
343;Landbouw en visserij;1988;740.0;46.0;20.0;21.0;40.0;3.0;2.0;5.0
344;Landbouw en visserij;1989;950.0;59.0;30.0;23.0;53.0;2.0;4.0;6.0
345;Landbouw en visserij;1990;950.0;54.0;30.0;18.0;48.0;1.0;5.0;6.0
346;Landbouw en visserij;1991;930.0;54.0;31.0;19.0;49.0;1.0;4.0;5.0
347;Landbouw en visserij;1992;930.0;54.0;32.0;17.0;49.0;4.0;2.0;6.0
348;Landbouw en visserij;1993;1180.0;67.0;39.0;23.0;62.0;2.0;3.0;5.0
349;Landbouw en visserij;1994;623.0;39.0;20.0;15.0;34.0;2.0;3.0;5.0
350;Bouwnijverheid en installatiebedrijven;1970;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
351;Bouwnijverheid en installatiebedrijven;1971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
352;Bouwnijverheid en installatiebedrijven;1972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
353;Bouwnijverheid en installatiebedrijven;1973;275.0;9.0;5.0;2.0;8.0;0.0;1.0;1.0
354;Bouwnijverheid en installatiebedrijven;1974;250.0;9.0;5.0;2.0;8.0;0.0;0.0;1.0
355;Bouwnijverheid en installatiebedrijven;1975;270.0;10.0;6.0;3.0;9.0;0.0;0.0;1.0
356;Bouwnijverheid en installatiebedrijven;1976;280.0;10.0;7.0;3.0;10.0;0.0;0.0;1.0
357;Bouwnijverheid en installatiebedrijven;1977;282.0;11.0;8.0;3.0;11.0;0.0;0.0;0.0
358;Bouwnijverheid en installatiebedrijven;1978;270.0;12.0;9.0;3.0;11.0;0.0;0.0;0.0
359;Bouwnijverheid en installatiebedrijven;1979;270.0;14.0;9.0;5.0;13.0;0.0;0.0;0.0
360;Bouwnijverheid en installatiebedrijven;1980;260.0;14.0;9.0;5.0;14.0;0.0;0.0;0.0
361;Bouwnijverheid en installatiebedrijven;1981;272.0;16.0;10.0;5.0;15.0;0.0;1.0;1.0
362;Bouwnijverheid en installatiebedrijven;1982;230.0;15.0;9.0;5.0;14.0;0.0;1.0;1.0
363;Bouwnijverheid en installatiebedrijven;1983;210.0;12.0;8.0;3.0;11.0;0.0;1.0;1.0
364;Bouwnijverheid en installatiebedrijven;1984;200.0;12.0;8.0;4.0;11.0;0.0;1.0;1.0
365;Bouwnijverheid en installatiebedrijven;1985;250.0;14.0;10.0;3.0;12.0;0.0;1.0;1.0
366;Bouwnijverheid en installatiebedrijven;1986;270.0;15.0;10.0;4.0;13.0;0.0;2.0;2.0
367;Bouwnijverheid en installatiebedrijven;1987;250.0;14.0;10.0;3.0;12.0;0.0;1.0;1.0
368;Bouwnijverheid en installatiebedrijven;1988;310.0;17.0;12.0;4.0;15.0;0.0;2.0;2.0
369;Bouwnijverheid en installatiebedrijven;1989;250.0;15.0;11.0;3.0;14.0;0.0;1.0;1.0
370;Bouwnijverheid en installatiebedrijven;1990;240.0;14.0;10.0;3.0;13.0;0.0;0.0;0.0
371;Bouwnijverheid en installatiebedrijven;1991;210.0;13.0;10.0;3.0;13.0;0.0;0.0;0.0
372;Bouwnijverheid en installatiebedrijven;1992;210.0;14.0;10.0;4.0;13.0;0.0;0.0;0.0
373;Bouwnijverheid en installatiebedrijven;1993;130.0;10.0;7.0;2.0;9.0;;;1.0
374;Bouwnijverheid en installatiebedrijven;1994;383.0;29.0;17.0;6.0;23.0;1.0;4.0;5.0
375;Elektriciteit, gas en water;1970;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
376;Elektriciteit, gas en water;1971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
377;Elektriciteit, gas en water;1972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
378;Elektriciteit, gas en water;1973;68.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0
379;Elektriciteit, gas en water;1974;80.0;3.0;2.0;1.0;3.0;0.0;0.0;0.0
380;Elektriciteit, gas en water;1975;70.0;4.0;2.0;1.0;3.0;0.0;0.0;0.0
381;Elektriciteit, gas en water;1976;70.0;5.0;3.0;1.0;4.0;0.0;1.0;1.0
382;Elektriciteit, gas en water;1977;86.0;4.0;3.0;1.0;4.0;0.0;0.0;0.0
383;Elektriciteit, gas en water;1978;70.0;4.0;3.0;1.0;4.0;0.0;0.0;0.0
384;Elektriciteit, gas en water;1979;80.0;4.0;3.0;1.0;4.0;0.0;0.0;0.0
385;Elektriciteit, gas en water;1980;70.0;5.0;3.0;1.0;5.0;0.0;0.0;0.0
386;Elektriciteit, gas en water;1981;62.0;5.0;3.0;1.0;4.0;0.0;0.0;1.0
387;Elektriciteit, gas en water;1982;70.0;5.0;3.0;2.0;5.0;0.0;0.0;0.0
388;Elektriciteit, gas en water;1983;60.0;4.0;2.0;1.0;4.0;0.0;0.0;0.0
389;Elektriciteit, gas en water;1984;60.0;5.0;2.0;2.0;4.0;0.0;0.0;0.0
390;Elektriciteit, gas en water;1985;60.0;5.0;3.0;2.0;5.0;0.0;0.0;0.0
391;Elektriciteit, gas en water;1986;70.0;5.0;3.0;1.0;4.0;0.0;1.0;1.0
392;Elektriciteit, gas en water;1987;60.0;5.0;2.0;2.0;4.0;0.0;0.0;0.0
393;Elektriciteit, gas en water;1988;70.0;6.0;3.0;2.0;5.0;0.0;1.0;1.0
394;Elektriciteit, gas en water;1989;90.0;7.0;4.0;2.0;6.0;0.0;1.0;1.0
395;Elektriciteit, gas en water;1990;90.0;7.0;4.0;3.0;6.0;0.0;0.0;1.0
396;Elektriciteit, gas en water;1991;80.0;7.0;4.0;2.0;6.0;1.0;0.0;1.0
397;Elektriciteit, gas en water;1992;70.0;6.0;3.0;2.0;5.0;0.0;0.0;1.0
398;Elektriciteit, gas en water;1993;60.0;4.0;2.0;1.0;3.0;0.0;0.0;0.0
399;Elektriciteit, gas en water;1994;80.0;5.0;4.0;1.0;5.0;0.0;0.0;0.0
400;Research-ondernemingen;1970;780.0;14.0;8.0;4.0;12.0;0.0;1.0;1.0
401;Research-ondernemingen;1971;730.0;14.0;9.0;3.0;12.0;1.0;1.0;2.0
402;Research-ondernemingen;1972;590.0;17.0;10.0;4.0;14.0;1.0;1.0;3.0
403;Research-ondernemingen;1973;509.0;15.0;10.0;4.0;14.0;0.0;1.0;2.0
404;Research-ondernemingen;1974;540.0;19.0;12.0;5.0;17.0;0.0;1.0;1.0
405;Research-ondernemingen;1975;590.0;24.0;14.0;8.0;22.0;1.0;1.0;2.0
406;Research-ondernemingen;1976;590.0;26.0;16.0;9.0;25.0;0.0;1.0;1.0
407;Research-ondernemingen;1977;481.0;24.0;15.0;8.0;23.0;0.0;1.0;1.0
408;Research-ondernemingen;1978;470.0;24.0;15.0;8.0;23.0;0.0;1.0;1.0
409;Research-ondernemingen;1979;490.0;27.0;15.0;11.0;26.0;0.0;1.0;1.0
410;Research-ondernemingen;1980;440.0;23.0;14.0;8.0;22.0;0.0;1.0;1.0
411;Research-ondernemingen;1981;439.0;25.0;15.0;9.0;24.0;0.0;1.0;1.0
412;Research-ondernemingen;1982;440.0;26.0;16.0;9.0;25.0;0.0;1.0;1.0
413;Research-ondernemingen;1983;410.0;25.0;16.0;8.0;24.0;0.0;1.0;1.0
414;Research-ondernemingen;1984;420.0;25.0;17.0;5.0;23.0;0.0;2.0;2.0
415;Research-ondernemingen;1985;480.0;31.0;22.0;8.0;29.0;0.0;1.0;1.0
416;Research-ondernemingen;1986;460.0;31.0;21.0;8.0;29.0;0.0;2.0;2.0
417;Research-ondernemingen;1987;460.0;30.0;20.0;8.0;29.0;0.0;2.0;2.0
418;Research-ondernemingen;1988;460.0;30.0;21.0;7.0;28.0;0.0;2.0;2.0
419;Research-ondernemingen;1989;440.0;29.0;20.0;7.0;27.0;0.0;2.0;2.0
420;Research-ondernemingen;1990;430.0;29.0;18.0;9.0;27.0;0.0;2.0;2.0
421;Research-ondernemingen;1991;380.0;27.0;15.0;10.0;25.0;0.0;2.0;2.0
422;Research-ondernemingen;1992;380.0;29.0;16.0;10.0;27.0;0.0;2.0;3.0
423;Research-ondernemingen;1993;390.0;29.0;18.0;10.0;28.0;0.0;2.0;2.0
424;Research-ondernemingen;1994;366.0;29.0;20.0;8.0;27.0;0.0;2.0;2.0
425;Overige bedrijven;1970;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
426;Overige bedrijven;1971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
427;Overige bedrijven;1972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
428;Overige bedrijven;1973;236.0;8.0;5.0;2.0;7.0;0.0;0.0;0.0
429;Overige bedrijven;1974;240.0;12.0;5.0;3.0;8.0;3.0;0.0;4.0
430;Overige bedrijven;1975;200.0;7.0;4.0;3.0;7.0;0.0;0.0;0.0
431;Overige bedrijven;1976;210.0;8.0;5.0;3.0;8.0;0.0;0.0;0.0
432;Overige bedrijven;1977;297.0;16.0;8.0;6.0;14.0;2.0;1.0;3.0
433;Overige bedrijven;1978;290.0;15.0;8.0;6.0;14.0;0.0;0.0;0.0
434;Overige bedrijven;1979;330.0;16.0;10.0;5.0;15.0;1.0;0.0;1.0
435;Overige bedrijven;1980;340.0;17.0;10.0;6.0;16.0;0.0;0.0;0.0
436;Overige bedrijven;1981;373.0;19.0;12.0;6.0;19.0;0.0;0.0;0.0
437;Overige bedrijven;1982;370.0;23.0;14.0;9.0;22.0;0.0;1.0;1.0
438;Overige bedrijven;1983;370.0;23.0;14.0;9.0;22.0;0.0;1.0;1.0
439;Overige bedrijven;1984;400.0;26.0;15.0;10.0;25.0;0.0;1.0;1.0
440;Overige bedrijven;1985;560.0;33.0;20.0;12.0;32.0;0.0;1.0;1.0
441;Overige bedrijven;1986;570.0;35.0;21.0;13.0;34.0;0.0;1.0;1.0
442;Overige bedrijven;1987;570.0;35.0;22.0;11.0;33.0;0.0;2.0;2.0
443;Overige bedrijven;1988;560.0;34.0;22.0;9.0;30.0;0.0;3.0;3.0
444;Overige bedrijven;1989;770.0;45.0;26.0;12.0;38.0;3.0;5.0;7.0
445;Overige bedrijven;1990;800.0;49.0;30.0;15.0;45.0;1.0;4.0;5.0
446;Overige bedrijven;1991;830.0;51.0;31.0;15.0;46.0;1.0;4.0;5.0
447;Overige bedrijven;1992;790.0;53.0;31.0;19.0;50.0;1.0;2.0;3.0
448;Overige bedrijven;1993;1090.0;115.0;70.0;34.0;105.0;;;10.0
449;Overige bedrijven;1994;2520.0;211.0;130.0;64.0;194.0;6.0;11.0;17.0
450;Research;1970;12660.0;232.0;142.0;59.0;201.0;14.0;15.0;31.0
451;Research;1971;12380.0;258.0;163.0;66.0;228.0;11.0;18.0;30.0
452;Research;1972;12540.0;291.0;189.0;71.0;259.0;12.0;18.0;32.0
453;Research;1973;12138.0;333.0;216.0;74.0;291.0;19.0;23.0;43.0
454;Research;1974;12300.0;370.0;249.0;80.0;329.0;17.0;23.0;40.0
455;Research;1975;12830.0;440.0;292.0;94.0;387.0;25.0;29.0;55.0
456;Research;1976;13130.0;494.0;332.0;103.0;435.0;27.0;32.0;58.0
457;Research;1977;12810.0;514.0;353.0;107.0;461.0;16.0;38.0;54.0
458;Research;1978;12550.0;559.0;374.0;114.0;489.0;34.0;37.0;71.0
459;Research;1979;12730.0;593.0;396.0;127.0;523.0;32.0;38.0;71.0
460;Research;1980;12880.0;637.0;412.0;147.0;559.0;42.0;36.0;78.0
461;Research;1981;13171.0;650.0;418.0;155.0;574.0;44.0;33.0;77.0
462;Research;1982;13180.0;664.0;438.0;161.0;598.0;31.0;36.0;66.0
463;Research;1983;13460.0;680.0;446.0;167.0;612.0;23.0;46.0;70.0
464;Research;1984;13900.0;714.0;458.0;190.0;648.0;25.0;41.0;66.0
465;Research;1985;14240.0;758.0;472.0;210.0;681.0;30.0;46.0;76.0
466;Research;1986;14310.0;777.0;471.0;212.0;683.0;41.0;53.0;94.0
467;Research;1987;14390.0;819.0;482.0;225.0;708.0;44.0;67.0;111.0
468;Research;1988;14880.0;822.0;488.0;235.0;722.0;38.0;63.0;100.0
469;Research;1989;14800.0;836.0;494.0;244.0;736.0;32.0;69.0;100.0
470;Research;1990;15380.0;890.0;514.0;267.0;781.0;29.0;79.0;108.0
471;Research;1991;15270.0;949.0;538.0;284.0;822.0;47.0;81.0;128.0
472;Research;1992;15310.0;962.0;573.0;273.0;848.0;37.0;79.0;117.0
473;Research;1993;15580.0;987.0;591.0;291.0;882.0;36.0;70.0;106.0
474;Research;1994;17253.0;1143.0;685.0;332.0;1016.0;38.0;90.0;127.0
475;Universiteiten;1970;10580.0;241.0;126.0;53.0;178.0;0.0;62.0;62.0
476;Universiteiten;1971;11210.0;287.0;155.0;62.0;217.0;0.0;70.0;70.0
477;Universiteiten;1972;11340.0;319.0;187.0;62.0;249.0;0.0;70.0;70.0
478;Universiteiten;1973;11100.0;339.0;215.0;69.0;284.0;0.0;55.0;55.0
479;Universiteiten;1974;11250.0;392.0;256.0;83.0;340.0;0.0;52.0;52.0
480;Universiteiten;1975;11780.0;449.0;301.0;105.0;406.0;0.0;44.0;44.0
481;Universiteiten;1976;11720.0;513.0;338.0;123.0;461.0;0.0;52.0;52.0
482;Universiteiten;1977;11860.0;554.0;364.0;133.0;497.0;0.0;57.0;57.0
483;Universiteiten;1978;12040.0;589.0;385.0;147.0;532.0;0.0;57.0;57.0
484;Universiteiten;1979;12260.0;633.0;413.0;165.0;578.0;0.0;55.0;55.0
485;Universiteiten;1980;12190.0;662.0;431.0;167.0;598.0;0.0;64.0;64.0
486;Universiteiten;1981;12250.0;658.0;429.0;169.0;598.0;0.0;61.0;61.0
487;Universiteiten;1982;15240.0;842.0;564.0;207.0;771.0;0.0;70.0;70.0
488;Universiteiten;1983;15100.0;844.0;558.0;221.0;779.0;0.0;66.0;66.0
489;Universiteiten;1984;15240.0;836.0;543.0;230.0;773.0;0.0;63.0;63.0
490;Universiteiten;1985;15360.0;880.0;559.0;251.0;810.0;0.0;69.0;69.0
491;Universiteiten;1986;15720.0;907.0;571.0;258.0;830.0;0.0;77.0;77.0
492;Universiteiten;1987;15910.0;928.0;577.0;272.0;849.0;0.0;78.0;78.0
493;Universiteiten;1988;16120.0;908.0;564.0;280.0;843.0;0.0;65.0;65.0
494;Universiteiten;1989;16420.0;953.0;583.0;292.0;875.0;0.0;78.0;78.0
495;Universiteiten;1990;24470.0;1364.0;783.0;450.0;1232.0;0.0;133.0;133.0
496;Universiteiten;1991;24820.0;1451.0;818.0;498.0;1316.0;0.0;134.0;134.0
497;Universiteiten;1992;25250.0;1484.0;848.0;525.0;1373.0;0.0;111.0;111.0
498;Universiteiten;1993;25580.0;1532.0;896.0;550.0;1446.0;0.0;86.0;86.0
499;Universiteiten;1994;25103.0;1581.0;896.0;586.0;1482.0;0.0;98.0;98.0
500;Overheidsinstellingen;1970;2340.0;37.0;25.0;8.0;33.0;2.0;2.0;5.0
501;Overheidsinstellingen;1971;2230.0;45.0;29.0;11.0;40.0;2.0;3.0;5.0
502;Overheidsinstellingen;1972;2280.0;50.0;34.0;12.0;45.0;0.0;4.0;5.0
503;Overheidsinstellingen;1973;1961.0;57.0;36.0;13.0;49.0;0.0;8.0;8.0
504;Overheidsinstellingen;1974;2070.0;61.0;43.0;14.0;57.0;0.0;4.0;4.0
505;Overheidsinstellingen;1975;2140.0;70.0;49.0;16.0;66.0;1.0;4.0;5.0
506;Overheidsinstellingen;1976;2230.0;82.0;57.0;18.0;75.0;2.0;5.0;6.0
507;Overheidsinstellingen;1977;2081.0;82.0;58.0;19.0;77.0;0.0;5.0;5.0
508;Overheidsinstellingen;1978;2160.0;90.0;64.0;21.0;85.0;1.0;4.0;5.0
509;Overheidsinstellingen;1979;2190.0;96.0;68.0;23.0;91.0;1.0;4.0;5.0
510;Overheidsinstellingen;1980;2220.0;103.0;74.0;25.0;98.0;2.0;3.0;5.0
511;Overheidsinstellingen;1981;2330.0;110.0;74.0;26.0;101.0;5.0;4.0;9.0
512;Overheidsinstellingen;1982;2280.0;113.0;78.0;27.0;104.0;6.0;3.0;9.0
513;Overheidsinstellingen;1983;2320.0;115.0;78.0;28.0;106.0;6.0;4.0;10.0
514;Overheidsinstellingen;1984;2240.0;115.0;75.0;30.0;106.0;6.0;4.0;10.0
515;Overheidsinstellingen;1985;2120.0;121.0;74.0;32.0;106.0;10.0;5.0;15.0
516;Overheidsinstellingen;1986;2060.0;125.0;73.0;32.0;105.0;15.0;5.0;20.0
517;Overheidsinstellingen;1987;2190.0;132.0;76.0;34.0;110.0;18.0;3.0;21.0
518;Overheidsinstellingen;1988;2160.0;131.0;78.0;38.0;115.0;12.0;4.0;16.0
519;Overheidsinstellingen;1989;2210.0;131.0;77.0;39.0;116.0;11.0;4.0;15.0
520;Overheidsinstellingen;1990;2260.0;135.0;79.0;41.0;120.0;11.0;4.0;15.0
521;Overheidsinstellingen;1991;2250.0;140.0;83.0;43.0;125.0;11.0;4.0;15.0
522;Overheidsinstellingen;1992;2370.0;147.0;91.0;41.0;133.0;11.0;4.0;15.0
523;Overheidsinstellingen;1993;2440.0;150.0;93.0;42.0;135.0;9.0;6.0;15.0
524;Overheidsinstellingen;1994;2421.0;158.0;95.0;47.0;142.0;8.0;8.0;16.0
525;Semi-overheidsinstellingen;1970;6280.0;117.0;73.0;29.0;102.0;8.0;6.0;15.0
526;Semi-overheidsinstellingen;1971;6160.0;130.0;82.0;34.0;116.0;6.0;8.0;15.0
527;Semi-overheidsinstellingen;1972;6300.0;146.0;96.0;37.0;133.0;4.0;9.0;13.0
528;Semi-overheidsinstellingen;1973;6441.0;175.0;115.0;40.0;155.0;10.0;10.0;20.0
529;Semi-overheidsinstellingen;1974;6660.0;202.0;134.0;46.0;180.0;12.0;10.0;22.0
530;Semi-overheidsinstellingen;1975;7020.0;248.0;160.0;51.0;211.0;22.0;15.0;38.0
531;Semi-overheidsinstellingen;1976;7030.0;275.0;180.0;56.0;236.0;24.0;15.0;39.0
532;Semi-overheidsinstellingen;1977;6969.0;281.0;189.0;55.0;245.0;15.0;22.0;37.0
533;Semi-overheidsinstellingen;1978;6700.0;310.0;200.0;58.0;258.0;33.0;20.0;53.0
534;Semi-overheidsinstellingen;1979;6860.0;331.0;212.0;66.0;278.0;31.0;22.0;53.0
535;Semi-overheidsinstellingen;1980;7020.0;358.0;221.0;83.0;304.0;40.0;14.0;54.0
536;Semi-overheidsinstellingen;1981;7311.0;370.0;226.0;91.0;317.0;38.0;16.0;54.0
537;Semi-overheidsinstellingen;1982;7360.0;370.0;236.0;95.0;331.0;24.0;16.0;39.0
538;Semi-overheidsinstellingen;1983;7540.0;371.0;240.0;98.0;337.0;15.0;19.0;34.0
539;Semi-overheidsinstellingen;1984;7890.0;379.0;241.0;106.0;346.0;12.0;21.0;33.0
540;Semi-overheidsinstellingen;1985;8160.0;393.0;242.0;114.0;356.0;13.0;24.0;37.0
541;Semi-overheidsinstellingen;1986;8240.0;409.0;245.0;116.0;361.0;19.0;29.0;48.0
542;Semi-overheidsinstellingen;1987;8090.0;433.0;253.0;121.0;374.0;19.0;40.0;59.0
543;Semi-overheidsinstellingen;1988;8340.0;430.0;251.0;125.0;376.0;16.0;38.0;54.0
544;Semi-overheidsinstellingen;1989;8460.0;439.0;260.0;121.0;380.0;16.0;43.0;59.0
545;Semi-overheidsinstellingen;1990;8980.0;476.0;273.0;132.0;405.0;18.0;53.0;71.0
546;Semi-overheidsinstellingen;1991;8840.0;524.0;295.0;151.0;447.0;24.0;54.0;78.0
547;Semi-overheidsinstellingen;1992;8920.0;532.0;304.0;155.0;459.0;21.0;53.0;74.0
548;Semi-overheidsinstellingen;1993;9270.0;548.0;317.0;163.0;480.0;22.0;46.0;68.0
549;Semi-overheidsinstellingen;1994;11400.0;706.0;424.0;191.0;615.0;26.0;65.0;91.0
550;TNO;1970;3260.0;64.0;36.0;18.0;54.0;4.0;6.0;10.0
551;TNO;1971;3260.0;69.0;43.0;18.0;60.0;2.0;6.0;8.0
552;TNO;1972;3370.0;78.0;49.0;18.0;67.0;7.0;4.0;11.0
553;TNO;1973;3227.0;86.0;55.0;17.0;73.0;9.0;4.0;13.0
554;TNO;1974;3030.0;88.0;60.0;15.0;75.0;5.0;8.0;13.0
555;TNO;1975;3080.0;98.0;69.0;19.0;88.0;1.0;9.0;10.0
556;TNO;1976;3280.0;111.0;79.0;20.0;99.0;1.0;11.0;12.0
557;TNO;1977;3279.0;127.0;91.0;25.0;116.0;1.0;10.0;11.0
558;TNO;1978;3220.0;135.0;95.0;27.0;123.0;0.0;12.0;12.0
