ID;Migratieachtergrond;Persoonskenmerken;Perioden;MeerLandVanMigratie_1;ZowelLandVanMigAlsNederland_2;MeerNederland_3;Nee_4;SomsWelEnSomsNiet_5;Ja_6;Vaak_7;Soms_8;Nooit_9;MeerMetEigenGroep_10;HalfEigenGroepHalfNederlanders_11;MeerMetNederlanders_12;Nooit_13;Soms_14;Vaak_15;Nee_16;SomsWelEnSomsNiet_17;Ja_18;MetMigratieachtergrondNederlanders_19;HalfNederlandersHalfMigratieachtergr_20;MeerMetMigratieachtergrond_21;Nooit_22;Soms_23;Vaak_24;MoeiteMetHetVoerenVanEenGesprek_25;MoeiteMetLezen_26;MoeiteMetSchrijven_27;VrouwVerantwoordelijkVoorHuishouden_28;VrouwStoptMetWerkenNaKrijgenKind_29;DeManIsVerantwoordelijkVoorHetGeld_30;GeldVerdienenBelangrijkerVoorJongens_31;OuderFamilielidHeeftMeerInvloed_32;KindMoetVaakOpBezoekBijOuders_33;KindBlijftThuisWonenTotTrouwen_34;MeerVertrouwenInFamilieDanVrienden_35;KinderenMoetenVoorOudersZorgen_36;HomoSMoetenLevenKunnenLeiden_37;HetIsGoedDatHomoSMogenTrouwen_38;KindMetPartnerZelfdeGeslachtIsProb_39;VrouwMagAbortusLatenUitvoeren_40;IemandBeslistZelfOverLevenseinde_41;GeenDoodstrafMeerIsGoed_42;BezoektActiviteitenVanVerenigingen_43;IsLidVanVereniging_44;DoetVrijwilligerswerk_45;RekentZichTotEenGodsdienstReligie_46;MinstensEenKeerPerWeek_47;ElkeMaand_48;VrijwelNooit_49;LeestVaakNederlandseDagBladen_50;LeestVaakDagBladenUitLandHerkomst_51;KijktVaakNaarNederlandseZenders_52;KijktVaakNaarZendersLandHerkomst_53;HeeftComputerMetInternetaansluiting_54;JaOfMisschien_55;Nee_56;NietStemgerechtigd_57;NietGeinteresseerd_58;EenBeetjeGeinteresseerd_59;ZeerGeinteresseerd_60
54;Marokko;Onderwijsniveau: havo, vwo, mbo;2006;37.0;48.0;15.0;4.0;22.0;74.0;16.0;41.0;43.0;42.0;36.0;22.0;24.0;51.0;25.0;;;;;;;;;;5.0;1.0;2.0;48.0;19.0;15.0;22.0;39.0;78.0;44.0;65.0;;;;;;;;64.0;59.0;10.0;95.0;28.0;13.0;60.0;59.0;4.0;86.0;32.0;81.0;74.0;12.0;15.0;30.0;47.0;23.0
55;Marokko;Onderwijsniveau: havo, vwo, mbo;2011;56.0;35.0;9.0;4.0;34.0;62.0;20.0;51.0;29.0;51.0;36.0;13.0;26.0;63.0;11.0;;;;;;;;;;3.0;3.0;2.0;;20.0;24.0;27.0;44.0;76.0;48.0;67.0;88.0;70.0;33.0;76.0;27.0;24.0;80.0;46.0;;;97.0;37.0;15.0;49.0;41.0;4.0;79.0;27.0;94.0;75.0;11.0;15.0;35.0;41.0;25.0
56;Marokko;Onderwijsniveau: hbo, wo;2006;36.0;45.0;19.0;2.0;19.0;79.0;14.0;50.0;36.0;37.0;43.0;20.0;23.0;49.0;28.0;;;;;;;;;;4.0;4.0;4.0;30.0;14.0;17.0;6.0;34.0;75.0;29.0;61.0;;;;;;;;65.0;58.0;19.0;93.0;26.0;7.0;66.0;63.0;5.0;84.0;24.0;89.0;84.0;9.0;8.0;5.0;48.0;47.0
57;Marokko;Onderwijsniveau: hbo, wo;2011;56.0;33.0;11.0;5.0;34.0;60.0;15.0;55.0;30.0;43.0;40.0;18.0;22.0;60.0;18.0;;;;;;;;;;1.0;0.0;2.0;;13.0;13.0;21.0;37.0;79.0;39.0;64.0;93.0;70.0;33.0;81.0;30.0;23.0;76.0;62.0;;;96.0;37.0;13.0;50.0;65.0;3.0;79.0;22.0;99.0;88.0;7.0;6.0;14.0;47.0;39.0
58;Marokko;20;2006;38.0;41.0;21.0;4.0;17.0;78.0;20.0;35.0;45.0;39.0;31.0;30.0;23.0;46.0;31.0;;;;;;;;;;12.0;15.0;24.0;48.0;30.0;22.0;20.0;40.0;78.0;46.0;68.0;;;;;;;;51.0;46.0;10.0;95.0;30.0;9.0;61.0;38.0;0.0;86.0;46.0;70.0;72.0;12.0;16.0;43.0;40.0;17.0
59;Marokko;20;2011;67.0;27.0;6.0;4.0;35.0;61.0;36.0;46.0;18.0;51.0;33.0;16.0;31.0;56.0;13.0;;;;;;;;;;17.0;17.0;18.0;;29.0;33.0;30.0;47.0;82.0;51.0;68.0;91.0;57.0;26.0;76.0;22.0;21.0;73.0;37.0;;;97.0;40.0;12.0;48.0;32.0;4.0;67.0;40.0;83.0;70.0;11.0;19.0;44.0;37.0;19.0
60;Marokko;30;2006;35.0;49.0;16.0;3.0;17.0;81.0;15.0;48.0;37.0;49.0;32.0;19.0;25.0;59.0;16.0;;;;;;;;;;12.0;14.0;21.0;55.0;29.0;26.0;17.0;43.0;75.0;50.0;64.0;;;;;;;;57.0;48.0;10.0;96.0;32.0;7.0;60.0;45.0;5.0;86.0;45.0;68.0;72.0;11.0;17.0;38.0;43.0;19.0
61;Marokko;30;2011;58.0;35.0;7.0;5.0;35.0;61.0;26.0;51.0;23.0;51.0;33.0;16.0;30.0;60.0;10.0;;;;;;;;;;14.0;13.0;15.0;;20.0;25.0;27.0;45.0;79.0;49.0;70.0;88.0;64.0;33.0;74.0;24.0;18.0;76.0;43.0;;;97.0;38.0;13.0;49.0;36.0;3.0;76.0;41.0;88.0;81.0;10.0;9.0;39.0;37.0;24.0
62;Marokko;40;2006;58.0;32.0;10.0;5.0;31.0;64.0;33.0;41.0;26.0;63.0;29.0;9.0;54.0;34.0;12.0;;;;;;;;;;19.0;24.0;27.0;54.0;31.0;25.0;24.0;52.0;79.0;58.0;73.0;;;;;;;;35.0;35.0;7.0;97.0;37.0;10.0;53.0;34.0;4.0;67.0;52.0;55.0;65.0;17.0;17.0;42.0;37.0;21.0
63;Marokko;40;2011;64.0;29.0;7.0;4.0;35.0;60.0;23.0;50.0;27.0;64.0;31.0;6.0;41.0;51.0;9.0;;;;;;;;;;18.0;16.0;18.0;;24.0;24.0;27.0;49.0;78.0;57.0;65.0;89.0;62.0;23.0;77.0;25.0;26.0;80.0;34.0;;;98.0;50.0;10.0;40.0;32.0;4.0;70.0;42.0;84.0;70.0;11.0;19.0;37.0;44.0;19.0
64;Marokko;50;2006;43.0;41.0;16.0;3.0;21.0;76.0;20.0;39.0;40.0;45.0;32.0;23.0;32.0;47.0;21.0;;;;;;;;;;15.0;16.0;20.0;47.0;25.0;20.0;17.0;42.0;74.0;47.0;63.0;;;;;;;;45.0;42.0;9.0;94.0;;;100.0;39.0;3.0;81.0;41.0;65.0;67.0;14.0;19.0;40.0;42.0;18.0
65;Marokko;50;2011;54.0;35.0;11.0;4.0;33.0;63.0;20.0;49.0;31.0;48.0;33.0;19.0;30.0;58.0;13.0;;;;;;;;;;13.0;12.0;13.0;;20.0;20.0;21.0;42.0;74.0;47.0;65.0;89.0;69.0;34.0;73.0;33.0;27.0;78.0;29.0;;;94.0;;;100.0;31.0;3.0;77.0;32.0;88.0;70.0;12.0;18.0;43.0;39.0;18.0
66;Marokko;60;2006;51.0;39.0;11.0;5.0;28.0;67.0;29.0;47.0;24.0;66.0;28.0;6.0;46.0;43.0;11.0;;;;;;;;;;16.0;22.0;29.0;62.0;38.0;32.0;26.0;54.0;82.0;61.0;78.0;;;;;;;;47.0;41.0;8.0;100.0;79.0;21.0;;39.0;5.0;72.0;59.0;58.0;71.0;15.0;14.0;42.0;36.0;22.0
67;Marokko;60;2011;69.0;27.0;3.0;5.0;36.0;59.0;31.0;50.0;18.0;64.0;32.0;4.0;40.0;53.0;7.0;;;;;;;;;;19.0;18.0;21.0;;26.0;30.0;33.0;52.0;83.0;58.0;70.0;89.0;56.0;22.0;78.0;17.0;19.0;77.0;44.0;;;100.0;79.0;21.0;;36.0;4.0;68.0;50.0;83.0;77.0;10.0;13.0;36.0;41.0;23.0
68;Suriname;1100;2006;20.0;40.0;39.0;2.0;12.0;85.0;12.0;31.0;56.0;31.0;39.0;30.0;25.0;47.0;28.0;;;;;;;;;;1.0;2.0;3.0;40.0;13.0;13.0;14.0;32.0;46.0;27.0;52.0;;;;;;;;58.0;49.0;14.0;70.0;14.0;15.0;71.0;59.0;3.0;90.0;4.0;77.0;80.0;14.0;6.0;32.0;46.0;21.0
69;Suriname;1100;2011;26.0;39.0;35.0;3.0;24.0;73.0;14.0;35.0;51.0;34.0;40.0;26.0;30.0;48.0;22.0;;;;;;;;;;1.0;1.0;2.0;;15.0;13.0;16.0;31.0;52.0;23.0;49.0;72.0;86.0;61.0;34.0;64.0;73.0;66.0;53.0;;;67.0;24.0;10.0;66.0;57.0;5.0;83.0;5.0;89.0;76.0;19.0;5.0;35.0;47.0;18.0
70;Suriname;Geslacht: mannen;2006;21.0;39.0;40.0;2.0;13.0;85.0;10.0;31.0;59.0;29.0;40.0;31.0;25.0;49.0;27.0;;;;;;;;;;1.0;1.0;2.0;42.0;15.0;18.0;19.0;37.0;47.0;29.0;60.0;;;;;;;;60.0;52.0;14.0;68.0;15.0;13.0;71.0;65.0;5.0;87.0;3.0;80.0;79.0;15.0;6.0;28.0;43.0;29.0
71;Suriname;Geslacht: mannen;2011;29.0;39.0;32.0;4.0;24.0;72.0;15.0;34.0;51.0;35.0;37.0;28.0;31.0;48.0;21.0;;;;;;;;;;1.0;1.0;1.0;;21.0;20.0;23.0;36.0;54.0;24.0;49.0;77.0;84.0;57.0;36.0;61.0;74.0;64.0;60.0;;;62.0;22.0;8.0;70.0;61.0;5.0;81.0;3.0;89.0;73.0;20.0;6.0;31.0;46.0;23.0
72;Suriname;Geslacht: vrouwen;2006;20.0;41.0;39.0;3.0;12.0;85.0;14.0;32.0;54.0;33.0;38.0;29.0;25.0;46.0;29.0;;;;;;;;;;1.0;2.0;4.0;39.0;12.0;10.0;10.0;28.0;46.0;26.0;46.0;;;;;;;;56.0;47.0;14.0;73.0;13.0;16.0;71.0;54.0;1.0;93.0;5.0;75.0;81.0;13.0;6.0;37.0;49.0;14.0
73;Suriname;Geslacht: vrouwen;2011;24.0;39.0;37.0;3.0;24.0;74.0;14.0;35.0;51.0;33.0;43.0;24.0;29.0;48.0;23.0;;;;;;;;;;1.0;2.0;2.0;;11.0;8.0;10.0;26.0;50.0;22.0;48.0;68.0;88.0;65.0;31.0;66.0;73.0;68.0;47.0;;;70.0;25.0;12.0;64.0;54.0;5.0;85.0;7.0;89.0;79.0;17.0;4.0;39.0;47.0;14.0
74;Suriname;Leeftijd: 15 tot 25 jaar;2006;21.0;38.0;42.0;1.0;16.0;83.0;6.0;24.0;69.0;29.0;39.0;32.0;19.0;45.0;37.0;;;;;;;;;;0.0;0.0;0.0;30.0;11.0;16.0;17.0;40.0;52.0;19.0;60.0;;;;;;;;64.0;57.0;10.0;59.0;6.0;9.0;85.0;53.0;0.0;88.0;4.0;92.0;61.0;14.0;25.0;36.0;53.0;11.0
75;Suriname;Leeftijd: 15 tot 25 jaar;2011;25.0;34.0;41.0;2.0;22.0;76.0;7.0;25.0;68.0;29.0;44.0;27.0;31.0;45.0;24.0;;;;;;;;;;1.0;0.0;1.0;;14.0;15.0;19.0;35.0;57.0;18.0;54.0;80.0;86.0;68.0;37.0;71.0;77.0;64.0;50.0;;;58.0;16.0;12.0;73.0;41.0;1.0;77.0;4.0;96.0;58.0;24.0;18.0;43.0;44.0;13.0
76;Suriname;Leeftijd: 25 tot 45 jaar;2006;19.0;41.0;40.0;2.0;13.0;85.0;12.0;33.0;55.0;31.0;39.0;30.0;24.0;48.0;28.0;;;;;;;;;;1.0;1.0;1.0;34.0;9.0;10.0;11.0;27.0;42.0;25.0;48.0;;;;;;;;59.0;50.0;14.0;67.0;11.0;14.0;76.0;63.0;4.0;90.0;3.0;81.0;85.0;14.0;1.0;27.0;48.0;25.0
77;Suriname;Leeftijd: 25 tot 45 jaar;2011;24.0;36.0;40.0;4.0;25.0;72.0;12.0;31.0;56.0;32.0;40.0;28.0;26.0;50.0;25.0;;;;;;;;;;1.0;0.0;1.0;;14.0;11.0;14.0;26.0;49.0;19.0;43.0;74.0;86.0;64.0;36.0;65.0;75.0;64.0;52.0;;;61.0;20.0;9.0;71.0;66.0;5.0;81.0;4.0;96.0;79.0;19.0;2.0;31.0;52.0;16.0
78;Suriname;10;2006;22.0;42.0;36.0;3.0;9.0;87.0;17.0;33.0;50.0;33.0;39.0;28.0;29.0;48.0;23.0;;;;;;;;;;2.0;4.0;6.0;55.0;20.0;17.0;16.0;34.0;48.0;36.0;53.0;;;;;;;;51.0;44.0;18.0;83.0;22.0;18.0;60.0;59.0;4.0;93.0;6.0;63.0;86.0;14.0;0.0;37.0;40.0;23.0
79;Suriname;10;2011;29.0;44.0;27.0;3.0;24.0;73.0;20.0;43.0;37.0;38.0;38.0;23.0;34.0;48.0;19.0;;;;;;;;;;2.0;3.0;3.0;;18.0;15.0;17.0;33.0;52.0;29.0;51.0;67.0;86.0;55.0;29.0;58.0;70.0;69.0;56.0;;;76.0;30.0;10.0;59.0;55.0;7.0;89.0;7.0;79.0;83.0;16.0;1.0;35.0;43.0;23.0
80;Suriname;Migratieachtergrond: 1e generatie;2006;24.0;42.0;34.0;3.0;12.0;85.0;15.0;36.0;49.0;34.0;40.0;26.0;28.0;49.0;23.0;;;;;;;;;;1.0;2.0;3.0;46.0;14.0;14.0;15.0;32.0;46.0;33.0;53.0;;;;;;;;54.0;45.0;15.0;77.0;16.0;15.0;69.0;62.0;4.0;90.0;4.0;72.0;83.0;16.0;1.0;34.0;44.0;22.0
81;Suriname;Migratieachtergrond: 1e generatie;2011;31.0;43.0;26.0;4.0;25.0;71.0;19.0;42.0;39.0;37.0;41.0;22.0;32.0;48.0;20.0;;;;;;;;;;1.0;2.0;2.0;;16.0;14.0;17.0;32.0;54.0;29.0;50.0;72.0;86.0;57.0;32.0;58.0;71.0;67.0;54.0;;;74.0;27.0;11.0;63.0;59.0;7.0;86.0;6.0;85.0;78.0;19.0;3.0;36.0;45.0;19.0
82;Suriname;Migratieachtergrond: 2e generatie ;2006;11.0;37.0;53.0;1.0;13.0;86.0;5.0;20.0;75.0;24.0;37.0;39.0;17.0;43.0;40.0;;;;;;;;;;1.0;0.0;1.0;27.0;10.0;12.0;13.0;32.0;46.0;15.0;52.0;;;;;;;;66.0;61.0;13.0;54.0;9.0;12.0;79.0;53.0;1.0;90.0;4.0;90.0;75.0;9.0;16.0;28.0;51.0;21.0
83;Suriname;Migratieachtergrond: 2e generatie ;2011;17.0;32.0;51.0;2.0;21.0;77.0;6.0;20.0;74.0;28.0;38.0;34.0;26.0;47.0;27.0;;;;;;;;;;1.0;1.0;1.0;;14.0;12.0;15.0;28.0;47.0;12.0;45.0;73.0;87.0;69.0;36.0;73.0;78.0;65.0;52.0;;;53.0;17.0;8.0;75.0;53.0;2.0;77.0;3.0;97.0;73.0;18.0;9.0;34.0;50.0;16.0
84;Suriname;Onderwijsniveau: basisonderwijs;2006;19.0;42.0;38.0;4.0;13.0;84.0;21.0;31.0;48.0;42.0;37.0;21.0;34.0;49.0;17.0;;;;;;;;;;4.0;8.0;13.0;64.0;25.0;24.0;23.0;44.0;57.0;47.0;59.0;;;;;;;;39.0;31.0;10.0;79.0;16.0;13.0;70.0;43.0;3.0;89.0;7.0;48.0;72.0;27.0;1.0;53.0;32.0;15.0
85;Suriname;Onderwijsniveau: basisonderwijs;2011;36.0;40.0;24.0;6.0;31.0;64.0;19.0;40.0;40.0;56.0;29.0;15.0;45.0;44.0;11.0;;;;;;;;;;2.0;6.0;9.0;;23.0;21.0;25.0;41.0;60.0;39.0;58.0;;81.0;;;;66.0;;42.0;;;71.0;31.0;8.0;61.0;35.0;3.0;89.0;11.0;69.0;66.0;33.0;1.0;63.0;31.0;5.0
86;Suriname;Onderwijsniveau: vmbo, mbo1, avo;2006;23.0;40.0;36.0;2.0;15.0;83.0;12.0;34.0;55.0;30.0;41.0;29.0;27.0;50.0;23.0;;;;;;;;;;1.0;1.0;0.0;48.0;15.0;16.0;19.0;38.0;50.0;31.0;56.0;;;;;;;;45.0;36.0;11.0;76.0;17.0;14.0;69.0;63.0;1.0;90.0;5.0;72.0;75.0;17.0;8.0;40.0;46.0;14.0
87;Suriname;Onderwijsniveau: vmbo, mbo1, avo;2011;29.0;42.0;29.0;3.0;24.0;72.0;19.0;32.0;49.0;36.0;42.0;22.0;39.0;41.0;20.0;;;;;;;;;;1.0;1.0;1.0;;19.0;16.0;19.0;32.0;54.0;28.0;46.0;76.0;87.0;61.0;35.0;60.0;74.0;61.0;48.0;;;72.0;19.0;11.0;70.0;46.0;5.0;85.0;7.0;82.0;70.0;22.0;8.0;43.0;42.0;15.0
88;Suriname;Onderwijsniveau: havo, vwo, mbo;2006;22.0;42.0;36.0;2.0;9.0;90.0;12.0;29.0;59.0;34.0;40.0;27.0;25.0;46.0;30.0;;;;;;;;;;0.0;0.0;1.0;33.0;12.0;11.0;12.0;29.0;45.0;22.0;52.0;;;;;;;;63.0;55.0;13.0;68.0;12.0;17.0;71.0;60.0;3.0;91.0;4.0;86.0;79.0;11.0;10.0;30.0;49.0;21.0
89;Suriname;Onderwijsniveau: havo, vwo, mbo;2011;26.0;40.0;34.0;2.0;22.0;75.0;13.0;34.0;53.0;34.0;42.0;24.0;28.0;51.0;22.0;;;;;;;;;;2.0;1.0;0.0;;14.0;12.0;16.0;29.0;49.0;21.0;46.0;72.0;87.0;62.0;34.0;67.0;74.0;67.0;53.0;;;67.0;22.0;11.0;67.0;59.0;4.0;82.0;4.0;95.0;74.0;18.0;8.0;33.0;49.0;17.0
90;Suriname;Onderwijsniveau: hbo, wo;2006;16.0;36.0;48.0;2.0;15.0;82.0;7.0;32.0;61.0;19.0;38.0;42.0;15.0;46.0;39.0;;;;;;;;;;0.0;0.0;0.0;25.0;4.0;7.0;5.0;21.0;35.0;17.0;43.0;;;;;;;;77.0;70.0;23.0;62.0;13.0;13.0;74.0;67.0;6.0;91.0;2.0;92.0;94.0;5.0;1.0;12.0;53.0;35.0
91;Suriname;Onderwijsniveau: hbo, wo;2011;19.0;34.0;47.0;3.0;22.0;75.0;10.0;34.0;56.0;22.0;41.0;37.0;18.0;52.0;30.0;;;;;;;;;;1.0;1.0;0.0;;10.0;10.0;10.0;26.0;49.0;14.0;49.0;70.0;87.0;64.0;30.0;72.0;76.0;73.0;62.0;;;59.0;27.0;8.0;65.0;72.0;6.0;81.0;3.0;96.0;88.0;11.0;1.0;18.0;54.0;28.0
92;Suriname;20;2006;20.0;31.0;49.0;1.0;7.0;93.0;9.0;26.0;65.0;18.0;27.0;55.0;15.0;40.0;45.0;;;;;;;;;;2.0;1.0;3.0;39.0;17.0;14.0;16.0;32.0;41.0;28.0;45.0;;;;;;;;60.0;54.0;16.0;64.0;11.0;14.0;75.0;58.0;1.0;91.0;1.0;81.0;78.0;15.0;7.0;30.0;41.0;29.0
93;Suriname;20;2011;16.0;33.0;51.0;3.0;17.0;80.0;8.0;29.0;63.0;21.0;35.0;44.0;21.0;53.0;27.0;;;;;;;;;;2.0;2.0;1.0;;18.0;12.0;13.0;23.0;44.0;20.0;43.0;65.0;87.0;64.0;35.0;81.0;78.0;67.0;50.0;;;50.0;;;;52.0;3.0;86.0;1.0;93.0;74.0;21.0;5.0;34.0;47.0;19.0
94;Suriname;30;2006;17.0;41.0;42.0;1.0;13.0;86.0;12.0;31.0;57.0;27.0;38.0;34.0;18.0;48.0;33.0;;;;;;;;;;1.0;1.0;1.0;39.0;13.0;14.0;13.0;32.0;44.0;27.0;51.0;;;;;;;;62.0;53.0;16.0;69.0;9.0;13.0;78.0;63.0;2.0;89.0;4.0;81.0;83.0;13.0;4.0;35.0;49.0;16.0
95;Suriname;30;2011;19.0;40.0;41.0;2.0;22.0;76.0;12.0;30.0;57.0;25.0;38.0;37.0;20.0;51.0;28.0;;;;;;;;;;1.0;1.0;2.0;;14.0;13.0;17.0;30.0;47.0;18.0;52.0;73.0;84.0;59.0;33.0;64.0;73.0;64.0;54.0;;;61.0;27.0;9.0;64.0;59.0;6.0;82.0;4.0;92.0;75.0;19.0;6.0;32.0;46.0;22.0
96;Suriname;40;2006;22.0;42.0;35.0;3.0;13.0;83.0;13.0;32.0;54.0;36.0;43.0;21.0;31.0;48.0;21.0;;;;;;;;;;1.0;2.0;3.0;41.0;12.0;13.0;14.0;32.0;49.0;27.0;55.0;;;;;;;;54.0;46.0;13.0;73.0;18.0;16.0;67.0;57.0;5.0;91.0;4.0;74.0;79.0;15.0;6.0;32.0;46.0;23.0
97;Suriname;40;2011;33.0;40.0;27.0;4.0;27.0;69.0;17.0;38.0;44.0;43.0;43.0;14.0;39.0;44.0;17.0;;;;;;;;;;2.0;2.0;2.0;;16.0;14.0;17.0;33.0;57.0;27.0;48.0;74.0;87.0;62.0;33.0;59.0;73.0;67.0;53.0;;;75.0;22.0;12.0;66.0;57.0;5.0;83.0;7.0;86.0;77.0;18.0;4.0;37.0;47.0;16.0
98;Suriname;50;2006;20.0;39.0;41.0;2.0;13.0;85.0;11.0;31.0;58.0;30.0;38.0;33.0;22.0;47.0;31.0;;;;;;;;;;1.0;2.0;3.0;37.0;11.0;13.0;13.0;31.0;43.0;24.0;51.0;;;;;;;;56.0;46.0;12.0;63.0;;;100.0;59.0;3.0;90.0;4.0;80.0;79.0;14.0;6.0;32.0;47.0;21.0
99;Suriname;50;2011;25.0;36.0;38.0;3.0;25.0;72.0;13.0;33.0;54.0;32.0;40.0;29.0;29.0;48.0;23.0;;;;;;;;;;1.0;1.0;1.0;;14.0;12.0;15.0;28.0;48.0;18.0;45.0;70.0;90.0;68.0;29.0;71.0;79.0;65.0;46.0;;;57.0;;;100.0;56.0;3.0;82.0;4.0;90.0;76.0;18.0;6.0;35.0;47.0;18.0
100;Suriname;60;2006;24.0;45.0;31.0;2.0;12.0;86.0;17.0;33.0;50.0;37.0;45.0;19.0;33.0;48.0;18.0;;;;;;;;;;1.0;1.0;3.0;53.0;21.0;15.0;17.0;37.0;56.0;41.0;56.0;;;;;;;;65.0;62.0;23.0;100.0;49.0;51.0;;62.0;4.0;91.0;4.0;67.0;83.0;13.0;4.0;35.0;43.0;22.0
101;Suriname;60;2011;29.0;47.0;24.0;3.0;20.0;77.0;20.0;39.0;40.0;42.0;41.0;17.0;32.0;49.0;19.0;;;;;;;;;;2.0;3.0;4.0;;22.0;20.0;20.0;40.0;65.0;41.0;59.0;80.0;74.0;43.0;47.0;43.0;54.0;69.0;73.0;;;100.0;70.0;30.0;;59.0;9.0;87.0;8.0;84.0;77.0;21.0;2.0;35.0;46.0;18.0
102;(voormalige) Nederlandse Antillen, Aruba;1100;2006;35.0;32.0;33.0;4.0;19.0;77.0;16.0;29.0;55.0;31.0;27.0;41.0;26.0;40.0;33.0;;;;;;;;;;3.0;2.0;4.0;42.0;11.0;17.0;19.0;34.0;51.0;22.0;57.0;;;;;;;;59.0;49.0;15.0;66.0;31.0;13.0;56.0;49.0;8.0;87.0;6.0;80.0;69.0;24.0;7.0;46.0;37.0;17.0
103;(voormalige) Nederlandse Antillen, Aruba;1100;2011;35.0;33.0;32.0;4.0;24.0;72.0;15.0;36.0;49.0;30.0;32.0;38.0;29.0;47.0;23.0;;;;;;;;;;3.0;2.0;3.0;;10.0;15.0;20.0;32.0;50.0;16.0;53.0;74.0;84.0;58.0;32.0;61.0;72.0;74.0;55.0;;;64.0;29.0;14.0;57.0;46.0;8.0;81.0;2.0;94.0;66.0;30.0;4.0;46.0;39.0;15.0
104;(voormalige) Nederlandse Antillen, Aruba;Geslacht: mannen;2006;33.0;32.0;35.0;4.0;17.0;79.0;12.0;26.0;62.0;26.0;28.0;45.0;26.0;39.0;34.0;;;;;;;;;;3.0;2.0;4.0;41.0;13.0;21.0;22.0;36.0;50.0;21.0;58.0;;;;;;;;62.0;53.0;15.0;59.0;27.0;10.0;63.0;55.0;8.0;86.0;6.0;80.0;69.0;24.0;7.0;42.0;36.0;22.0
105;(voormalige) Nederlandse Antillen, Aruba;Geslacht: mannen;2011;34.0;32.0;34.0;4.0;25.0;71.0;13.0;36.0;51.0;27.0;32.0;41.0;29.0;48.0;23.0;;;;;;;;;;3.0;2.0;3.0;;14.0;19.0;25.0;36.0;55.0;18.0;56.0;78.0;82.0;54.0;35.0;59.0;74.0;75.0;57.0;;;58.0;25.0;10.0;65.0;50.0;8.0;79.0;2.0;92.0;65.0;31.0;4.0;43.0;37.0;20.0
106;(voormalige) Nederlandse Antillen, Aruba;Geslacht: vrouwen;2006;37.0;32.0;32.0;4.0;20.0;76.0;20.0;31.0;49.0;36.0;26.0;38.0;27.0;41.0;33.0;;;;;;;;;;3.0;2.0;4.0;44.0;9.0;14.0;16.0;32.0;51.0;24.0;56.0;;;;;;;;55.0;45.0;15.0;73.0;33.0;16.0;51.0;44.0;7.0;89.0;7.0;79.0;69.0;24.0;7.0;50.0;38.0;12.0
107;(voormalige) Nederlandse Antillen, Aruba;Geslacht: vrouwen;2011;37.0;33.0;30.0;4.0;23.0;73.0;18.0;35.0;46.0;33.0;32.0;35.0;30.0;46.0;23.0;;;;;;;;;;3.0;2.0;2.0;;7.0;11.0;15.0;28.0;46.0;14.0;51.0;71.0;85.0;62.0;28.0;62.0;70.0;73.0;53.0;;;70.0;32.0;17.0;51.0;42.0;7.0;83.0;2.0;95.0;66.0;29.0;4.0;48.0;40.0;11.0
108;(voormalige) Nederlandse Antillen, Aruba;Leeftijd: 15 tot 25 jaar;2006;35.0;33.0;32.0;4.0;20.0;77.0;13.0;21.0;66.0;32.0;30.0;39.0;20.0;43.0;36.0;;;;;;;;;;1.0;0.0;1.0;41.0;11.0;17.0;23.0;35.0;61.0;13.0;60.0;;;;;;;;63.0;54.0;12.0;55.0;26.0;15.0;59.0;39.0;5.0;82.0;9.0;88.0;53.0;22.0;24.0;52.0;40.0;8.0
109;(voormalige) Nederlandse Antillen, Aruba;Leeftijd: 15 tot 25 jaar;2011;37.0;24.0;39.0;4.0;28.0;68.0;12.0;31.0;58.0;28.0;33.0;39.0;28.0;46.0;26.0;;;;;;;;;;2.0;1.0;2.0;;11.0;16.0;23.0;37.0;54.0;12.0;59.0;84.0;86.0;64.0;32.0;65.0;78.0;73.0;58.0;;;54.0;22.0;13.0;65.0;35.0;3.0;74.0;1.0;98.0;57.0;28.0;15.0;52.0;34.0;14.0
110;(voormalige) Nederlandse Antillen, Aruba;Leeftijd: 25 tot 45 jaar;2006;36.0;33.0;32.0;4.0;21.0;75.0;16.0;34.0;51.0;31.0;27.0;42.0;27.0;38.0;35.0;;;;;;;;;;4.0;2.0;4.0;38.0;9.0;16.0;15.0;32.0;47.0;22.0;54.0;;;;;;;;61.0;51.0;16.0;65.0;32.0;12.0;57.0;53.0;8.0;89.0;5.0;82.0;73.0;27.0;0.0;41.0;40.0;19.0
111;(voormalige) Nederlandse Antillen, Aruba;Leeftijd: 25 tot 45 jaar;2011;34.0;33.0;33.0;4.0;26.0;69.0;17.0;37.0;46.0;29.0;30.0;42.0;28.0;47.0;25.0;;;;;;;;;;2.0;1.0;2.0;;7.0;13.0;16.0;26.0;49.0;13.0;49.0;73.0;85.0;60.0;30.0;62.0;72.0;74.0;55.0;;;60.0;26.0;13.0;61.0;49.0;8.0;81.0;2.0;97.0;70.0;29.0;0.0;42.0;44.0;14.0
112;(voormalige) Nederlandse Antillen, Aruba;10;2006;33.0;30.0;37.0;4.0;14.0;82.0;19.0;28.0;53.0;31.0;26.0;43.0;31.0;40.0;29.0;;;;;;;;;;5.0;4.0;7.0;52.0;14.0;19.0;19.0;35.0;47.0;33.0;59.0;;;;;;;;51.0;42.0;17.0;79.0;32.0;15.0;53.0;55.0;9.0;91.0;7.0;67.0;80.0;20.0;0.0;47.0;29.0;24.0
