ID;Melkvee;GrootveeEenheid;RegioS;Perioden;AlleDieren_1;WeidendeDieren_2;AlleDieren_3;WeidendeDieren_4;BedrijvenZonderWeidegang_5;DierenZonderWeidegang_6;BedrijvenMetWeidegang_7;DierenMetWeidegang_8;UrenBijDagEnNachtWeiden_9;UrenBijBeperktWeiden_10;DagEnNachtWeiden_11;OverdagWeiden_12
2212;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2010;;;;;;;;;;;;
2213;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2011;1089.0;2874.0;45.0;120.0;56.0;62.0;44.0;38.0;24.0;;100.0;
2214;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2012;999.0;2705.0;42.0;113.0;58.0;63.0;42.0;37.0;24.0;;100.0;
2215;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2013;;;;;;;;;;;;
2216;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2014;;;;;;;;;;;;
2217;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2015;;;;;;;;;;;;
2218;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2016;826.0;2655.0;34.0;111.0;64.0;69.0;36.0;31.0;24.0;;100.0;
2219;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2017;851.0;2679.0;35.0;112.0;64.0;68.0;36.0;32.0;24.0;;100.0;
2220;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2018;807.0;2706.0;34.0;113.0;66.0;70.0;34.0;30.0;24.0;;100.0;
2221;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2019;756.0;2581.0;32.0;108.0;67.0;71.0;33.0;29.0;24.0;;100.0;
2222;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2020;773.0;2573.0;32.0;107.0;66.0;70.0;34.0;30.0;24.0;;100.0;
2223;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2021;755.0;2483.0;31.0;103.0;66.0;70.0;34.0;30.0;24.0;;100.0;
2224;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2022;789.0;2572.0;33.0;107.0;65.0;69.0;35.0;31.0;24.0;;100.0;
2225;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Fryslân (PV);2023;719.0;2374.0;30.0;99.0;65.0;70.0;35.0;30.0;24.0;;100.0;
2226;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2010;;;;;;;;;;;;
2227;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2011;1403.0;2624.0;58.0;109.0;42.0;47.0;58.0;53.0;24.0;;100.0;
2228;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2012;1283.0;2624.0;53.0;109.0;44.0;51.0;56.0;49.0;24.0;;100.0;
2229;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2013;;;;;;;;;;;;
2230;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2014;;;;;;;;;;;;
2231;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2015;;;;;;;;;;;;
2232;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2016;1165.0;2533.0;49.0;106.0;50.0;54.0;50.0;46.0;24.0;;100.0;
2233;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2017;1093.0;2510.0;46.0;105.0;52.0;56.0;48.0;44.0;24.0;;100.0;
2234;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2018;1051.0;2524.0;44.0;105.0;54.0;58.0;46.0;42.0;24.0;;100.0;
2235;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2019;920.0;2403.0;38.0;100.0;57.0;62.0;43.0;38.0;24.0;;100.0;
2236;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2020;910.0;2418.0;38.0;101.0;58.0;62.0;42.0;38.0;24.0;;100.0;
2237;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2021;918.0;2357.0;38.0;98.0;56.0;61.0;44.0;39.0;24.0;;100.0;
2238;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2022;869.0;2354.0;36.0;98.0;58.0;63.0;42.0;37.0;24.0;;100.0;
2239;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Drenthe (PV);2023;816.0;2282.0;34.0;95.0;62.0;64.0;38.0;36.0;24.0;;100.0;
2240;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2010;;;;;;;;;;;;
2241;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2011;1475.0;2653.0;61.0;111.0;41.0;44.0;59.0;56.0;24.0;;100.0;
2242;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2012;1420.0;2591.0;59.0;108.0;40.0;45.0;60.0;55.0;24.0;;100.0;
2243;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2013;;;;;;;;;;;;
2244;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2014;;;;;;;;;;;;
2245;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2015;;;;;;;;;;;;
2246;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2016;1222.0;2512.0;51.0;105.0;47.0;51.0;53.0;49.0;24.0;;100.0;
2247;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2017;1130.0;2395.0;47.0;100.0;49.0;53.0;51.0;47.0;24.0;;100.0;
2248;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2018;1030.0;2367.0;43.0;99.0;52.0;56.0;48.0;44.0;24.0;;100.0;
2249;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2019;1013.0;2321.0;42.0;97.0;54.0;56.0;46.0;44.0;24.0;;100.0;
2250;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2020;885.0;2136.0;37.0;89.0;56.0;59.0;44.0;41.0;24.0;;100.0;
2251;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2021;848.0;2127.0;35.0;89.0;57.0;60.0;43.0;40.0;24.0;;100.0;
2252;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2022;850.0;2178.0;35.0;91.0;58.0;61.0;42.0;39.0;24.0;;100.0;
2253;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Overijssel (PV);2023;840.0;2115.0;35.0;88.0;58.0;60.0;42.0;40.0;24.0;;100.0;
2254;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2010;;;;;;;;;;;;
2255;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2011;454.0;2844.0;19.0;119.0;79.0;84.0;21.0;16.0;24.0;;100.0;
2256;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2012;424.0;2675.0;18.0;111.0;80.0;84.0;20.0;16.0;24.0;;100.0;
2257;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2013;;;;;;;;;;;;
2258;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2014;;;;;;;;;;;;
2259;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2015;;;;;;;;;;;;
2260;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2016;429.0;2842.0;18.0;118.0;81.0;85.0;19.0;15.0;24.0;;100.0;
2261;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2017;444.0;2581.0;18.0;108.0;78.0;83.0;22.0;17.0;24.0;;100.0;
2262;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2018;309.0;2419.0;13.0;101.0;80.0;87.0;20.0;13.0;24.0;;100.0;
2263;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2019;324.0;2279.0;14.0;95.0;81.0;86.0;19.0;14.0;24.0;;100.0;
2264;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2020;346.0;2463.0;14.0;103.0;82.0;86.0;18.0;14.0;24.0;;100.0;
2265;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2021;327.0;2592.0;14.0;108.0;81.0;87.0;19.0;13.0;24.0;;100.0;
2266;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2022;422.0;3029.0;18.0;126.0;80.0;86.0;20.0;14.0;24.0;;100.0;
2267;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Flevoland (PV);2023;405.0;2632.0;17.0;110.0;80.0;85.0;20.0;15.0;24.0;;100.0;
2268;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2010;;;;;;;;;;;;
2269;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2011;1234.0;2747.0;51.0;114.0;49.0;55.0;51.0;45.0;24.0;;100.0;
2270;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2012;1153.0;2689.0;48.0;112.0;50.0;57.0;50.0;43.0;24.0;;100.0;
2271;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2013;;;;;;;;;;;;
2272;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2014;;;;;;;;;;;;
2273;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2015;;;;;;;;;;;;
2274;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2016;910.0;2491.0;38.0;104.0;58.0;63.0;42.0;37.0;24.0;;100.0;
2275;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2017;818.0;2490.0;34.0;104.0;61.0;67.0;39.0;33.0;24.0;;100.0;
2276;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2018;729.0;2413.0;30.0;101.0;65.0;70.0;35.0;30.0;24.0;;100.0;
2277;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2019;689.0;2386.0;29.0;99.0;66.0;71.0;34.0;29.0;24.0;;100.0;
2278;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2020;641.0;2297.0;27.0;96.0;67.0;72.0;33.0;28.0;24.0;;100.0;
2279;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2021;652.0;2275.0;27.0;95.0;66.0;71.0;34.0;29.0;24.0;;100.0;
2280;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2022;641.0;2309.0;27.0;96.0;66.0;72.0;34.0;28.0;24.0;;100.0;
2281;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Gelderland (PV);2023;647.0;2251.0;27.0;94.0;66.0;71.0;34.0;29.0;24.0;;100.0;
2282;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2010;;;;;;;;;;;;
2283;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2011;1733.0;2761.0;72.0;115.0;34.0;37.0;66.0;63.0;24.0;;100.0;
2284;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2012;1649.0;2634.0;69.0;110.0;33.0;37.0;67.0;63.0;24.0;;100.0;
2285;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2013;;;;;;;;;;;;
2286;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2014;;;;;;;;;;;;
2287;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2015;;;;;;;;;;;;
2288;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2016;1314.0;2454.0;55.0;102.0;43.0;46.0;57.0;54.0;24.0;;100.0;
2289;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2017;1295.0;2516.0;54.0;105.0;47.0;49.0;53.0;51.0;24.0;;100.0;
2290;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2018;1235.0;2546.0;51.0;106.0;50.0;51.0;50.0;49.0;24.0;;100.0;
2291;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2019;1296.0;2555.0;54.0;106.0;49.0;49.0;51.0;51.0;24.0;;100.0;
2292;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2020;1248.0;2485.0;52.0;104.0;48.0;50.0;52.0;50.0;24.0;;100.0;
2293;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2021;1177.0;2505.0;49.0;104.0;52.0;53.0;48.0;47.0;24.0;;100.0;
2294;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2022;1234.0;2481.0;51.0;103.0;49.0;50.0;51.0;50.0;24.0;;100.0;
2295;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Utrecht (PV);2023;1224.0;2356.0;51.0;98.0;46.0;48.0;54.0;52.0;24.0;;100.0;
2296;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2010;;;;;;;;;;;;
2297;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2011;1932.0;2843.0;81.0;118.0;27.0;32.0;73.0;68.0;24.0;;100.0;
2298;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2012;1922.0;2821.0;80.0;118.0;27.0;32.0;73.0;68.0;24.0;;100.0;
2299;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2013;;;;;;;;;;;;
2300;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2014;;;;;;;;;;;;
2301;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2015;;;;;;;;;;;;
2302;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2016;1661.0;2745.0;69.0;114.0;34.0;39.0;66.0;61.0;24.0;;100.0;
2303;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2017;1647.0;2599.0;69.0;108.0;34.0;37.0;66.0;63.0;24.0;;100.0;
2304;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2018;1608.0;2710.0;67.0;113.0;38.0;41.0;62.0;59.0;24.0;;100.0;
2305;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2019;1544.0;2608.0;64.0;109.0;38.0;41.0;62.0;59.0;24.0;;100.0;
2306;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2020;1563.0;2620.0;65.0;109.0;38.0;40.0;62.0;60.0;24.0;;100.0;
2307;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2021;1525.0;2588.0;64.0;108.0;38.0;41.0;62.0;59.0;24.0;;100.0;
2308;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2022;1563.0;2572.0;65.0;107.0;38.0;39.0;62.0;61.0;24.0;;100.0;
2309;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Holland (PV);2023;1478.0;2500.0;62.0;104.0;40.0;41.0;60.0;59.0;24.0;;100.0;
2310;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2010;;;;;;;;;;;;
2311;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2011;1866.0;2703.0;78.0;113.0;26.0;31.0;74.0;69.0;24.0;;100.0;
2312;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2012;1800.0;2634.0;75.0;110.0;26.0;32.0;74.0;68.0;24.0;;100.0;
2313;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2013;;;;;;;;;;;;
2314;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2014;;;;;;;;;;;;
2315;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2015;;;;;;;;;;;;
2316;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2016;1567.0;2555.0;65.0;106.0;33.0;39.0;67.0;61.0;24.0;;100.0;
2317;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2017;1534.0;2467.0;64.0;103.0;34.0;38.0;66.0;62.0;24.0;;100.0;
2318;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2018;1563.0;2541.0;65.0;106.0;35.0;38.0;65.0;62.0;24.0;;100.0;
2319;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2019;1448.0;2449.0;60.0;102.0;38.0;41.0;62.0;59.0;24.0;;100.0;
2320;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2020;1414.0;2418.0;59.0;101.0;39.0;42.0;61.0;58.0;24.0;;100.0;
2321;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2021;1411.0;2457.0;59.0;102.0;39.0;43.0;61.0;57.0;24.0;;100.0;
2322;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2022;1407.0;2385.0;59.0;99.0;38.0;41.0;63.0;59.0;24.0;;100.0;
2323;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zuid-Holland (PV);2023;1359.0;2368.0;57.0;99.0;38.0;43.0;62.0;57.0;24.0;;100.0;
2324;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2010;;;;;;;;;;;;
2325;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2011;1115.0;2629.0;46.0;110.0;49.0;58.0;51.0;42.0;24.0;;100.0;
2326;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2012;1002.0;2582.0;42.0;108.0;53.0;61.0;47.0;39.0;24.0;;100.0;
2327;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2013;;;;;;;;;;;;
2328;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2014;;;;;;;;;;;;
2329;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2015;;;;;;;;;;;;
2330;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2016;924.0;2758.0;39.0;115.0;55.0;66.0;45.0;34.0;24.0;;100.0;
2331;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2017;803.0;2716.0;33.0;113.0;58.0;70.0;42.0;30.0;24.0;;100.0;
2332;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2018;719.0;2540.0;30.0;106.0;62.0;72.0;38.0;28.0;24.0;;100.0;
2333;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2019;592.0;2317.0;25.0;97.0;64.0;74.0;36.0;26.0;24.0;;100.0;
2334;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2020;720.0;2319.0;30.0;97.0;64.0;69.0;36.0;31.0;24.0;;100.0;
2335;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2021;611.0;2367.0;25.0;99.0;67.0;74.0;33.0;26.0;24.0;;100.0;
2336;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2022;590.0;2169.0;25.0;90.0;64.0;73.0;36.0;27.0;24.0;;100.0;
2337;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Zeeland (PV);2023;596.0;2311.0;25.0;96.0;67.0;74.0;33.0;26.0;24.0;;100.0;
2338;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2010;;;;;;;;;;;;
2339;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2011;559.0;2554.0;23.0;106.0;75.0;78.0;25.0;22.0;24.0;;100.0;
2340;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2012;490.0;2393.0;20.0;100.0;76.0;80.0;24.0;20.0;24.0;;100.0;
2341;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2013;;;;;;;;;;;;
2342;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2014;;;;;;;;;;;;
2343;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2015;;;;;;;;;;;;
2344;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2016;350.0;2175.0;15.0;91.0;80.0;84.0;20.0;16.0;24.0;;100.0;
2345;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2017;336.0;2126.0;14.0;89.0;81.0;84.0;19.0;16.0;24.0;;100.0;
2346;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2018;338.0;2191.0;14.0;91.0;82.0;85.0;18.0;15.0;24.0;;100.0;
2347;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2019;347.0;2328.0;14.0;97.0;83.0;85.0;17.0;15.0;24.0;;100.0;
2348;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2020;288.0;2233.0;12.0;93.0;85.0;87.0;15.0;13.0;24.0;;100.0;
2349;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2021;288.0;2129.0;12.0;89.0;84.0;86.0;16.0;14.0;24.0;;100.0;
2350;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2022;337.0;2274.0;14.0;95.0;83.0;85.0;17.0;15.0;24.0;;100.0;
2351;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Noord-Brabant (PV);2023;246.0;1900.0;10.0;79.0;84.0;87.0;16.0;13.0;24.0;;100.0;
2352;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2010;;;;;;;;;;;;
2353;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2011;858.0;2453.0;36.0;102.0;61.0;65.0;39.0;35.0;24.0;;100.0;
2354;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2012;812.0;2651.0;34.0;110.0;65.0;69.0;35.0;31.0;24.0;;100.0;
2355;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2013;;;;;;;;;;;;
2356;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2014;;;;;;;;;;;;
2357;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2015;;;;;;;;;;;;
2358;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2016;651.0;2636.0;27.0;110.0;70.0;75.0;30.0;25.0;24.0;;100.0;
2359;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2017;503.0;2623.0;21.0;109.0;75.0;81.0;25.0;19.0;24.0;;100.0;
2360;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2018;424.0;2402.0;18.0;100.0;78.0;82.0;22.0;18.0;24.0;;100.0;
2361;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2019;517.0;2668.0;22.0;111.0;75.0;81.0;25.0;19.0;24.0;;100.0;
2362;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2020;399.0;2387.0;17.0;99.0;78.0;83.0;22.0;17.0;24.0;;100.0;
2363;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2021;405.0;2527.0;17.0;105.0;79.0;84.0;21.0;16.0;24.0;;100.0;
2364;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2022;468.0;2636.0;19.0;110.0;78.0;82.0;22.0;18.0;24.0;;100.0;
2365;Jongvee melkveehouderij, < 1 jaar, vrouw;Totaal;Limburg (PV);2023;355.0;2452.0;15.0;102.0;80.0;86.0;20.0;14.0;24.0;;100.0;
2366;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2010;;;;;;;;;;;;
2367;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2011;2030.0;3168.0;85.0;132.0;31.0;36.0;69.0;64.0;24.0;;100.0;
2368;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2012;1948.0;3048.0;81.0;127.0;30.0;36.0;70.0;64.0;24.0;;100.0;
2369;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2013;;;;;;;;;;;;
2370;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2014;;;;;;;;;;;;
2371;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2015;;;;;;;;;;;;
2372;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2016;1828.0;3175.0;76.0;132.0;35.0;42.0;65.0;58.0;24.0;;100.0;
2373;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2017;1741.0;3129.0;73.0;130.0;39.0;44.0;61.0;56.0;24.0;;100.0;
2374;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2018;1724.0;3092.0;72.0;129.0;41.0;44.0;59.0;56.0;24.0;;100.0;
2375;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2019;1729.0;3108.0;72.0;130.0;42.0;44.0;58.0;56.0;24.0;;100.0;
2376;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2020;1550.0;2895.0;65.0;121.0;43.0;46.0;57.0;54.0;24.0;;100.0;
2377;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2021;1592.0;3016.0;66.0;126.0;44.0;47.0;56.0;53.0;24.0;;100.0;
2378;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2022;1656.0;3084.0;69.0;129.0;44.0;46.0;56.0;54.0;24.0;;100.0;
2379;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Nederland;2023;1564.0;2998.0;65.0;125.0;45.0;48.0;55.0;52.0;24.0;;100.0;
2380;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2010;;;;;;;;;;;;
2381;Jongvee melkveehouderij, < 1 jaar, vrouw;0 tot 50 GVE;Groningen (PV);2011;2210.0;3137.0;92.0;131.0;27.0;30.0;73.0;70.0;24.0;;100.0;
