ID;Melkvee;GrootveeEenheid;RegioS;Perioden;AlleDieren_1;WeidendeDieren_2;AlleDieren_3;WeidendeDieren_4;BedrijvenZonderWeidegang_5;DierenZonderWeidegang_6;BedrijvenMetWeidegang_7;DierenMetWeidegang_8;UrenBijDagEnNachtWeiden_9;UrenBijBeperktWeiden_10;DagEnNachtWeiden_11;OverdagWeiden_12
1385;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2023;2278.0;2359.0;180.0;187.0;5.0;3.0;95.0;97.0;19.0;8.0;41.0;59.0
1386;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2010;;;183.0;186.0;2.0;2.0;98.0;98.0;;;78.0;22.0
1387;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2011;;;184.0;187.0;3.0;2.0;97.0;98.0;;;76.0;24.0
1388;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2012;;;184.0;185.0;1.0;0.0;99.0;100.0;;;77.0;23.0
1389;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2013;3245.0;3338.0;184.0;190.0;4.0;3.0;96.0;97.0;21.0;9.0;72.0;28.0
1390;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2014;3265.0;3338.0;190.0;195.0;3.0;2.0;97.0;98.0;21.0;9.0;70.0;30.0
1391;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2015;;;191.0;194.0;3.0;1.0;97.0;99.0;;;68.0;32.0
1392;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2016;3340.0;3434.0;190.0;195.0;3.0;3.0;97.0;97.0;21.0;9.0;74.0;26.0
1393;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2017;3089.0;3133.0;183.0;185.0;2.0;1.0;98.0;99.0;21.0;8.0;68.0;32.0
1394;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2018;3322.0;3360.0;196.0;198.0;4.0;1.0;96.0;99.0;21.0;8.0;70.0;30.0
1395;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2019;3147.0;3246.0;185.0;191.0;4.0;3.0;96.0;97.0;20.0;8.0;73.0;27.0
1396;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2020;3036.0;3090.0;185.0;188.0;3.0;2.0;97.0;98.0;20.0;8.0;67.0;33.0
1397;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2021;3008.0;3071.0;183.0;186.0;3.0;2.0;97.0;98.0;20.0;8.0;71.0;29.0
1398;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2022;3231.0;3257.0;195.0;197.0;2.0;1.0;98.0;99.0;20.0;8.0;71.0;29.0
1399;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2023;2987.0;3068.0;177.0;182.0;5.0;3.0;95.0;97.0;20.0;8.0;75.0;25.0
1400;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2010;;;179.0;183.0;2.0;2.0;98.0;98.0;;;75.0;25.0
1401;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2011;;;182.0;186.0;2.0;2.0;98.0;98.0;;;73.0;27.0
1402;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2012;;;180.0;183.0;2.0;2.0;98.0;98.0;;;74.0;26.0
1403;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2013;3151.0;3201.0;183.0;186.0;2.0;2.0;98.0;98.0;21.0;8.0;68.0;32.0
1404;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2014;3222.0;3266.0;192.0;195.0;2.0;1.0;98.0;99.0;21.0;8.0;66.0;34.0
1405;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2015;;;185.0;188.0;2.0;2.0;98.0;98.0;;;66.0;34.0
1406;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2016;3322.0;3360.0;188.0;190.0;2.0;1.0;98.0;99.0;21.0;9.0;72.0;28.0
1407;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2017;3083.0;3207.0;179.0;186.0;6.0;4.0;94.0;96.0;21.0;9.0;71.0;29.0
1408;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2018;3039.0;3098.0;188.0;191.0;2.0;2.0;98.0;98.0;21.0;9.0;62.0;38.0
1409;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2019;2936.0;2996.0;185.0;189.0;4.0;2.0;96.0;98.0;20.0;9.0;62.0;38.0
1410;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2020;2951.0;3005.0;189.0;193.0;1.0;2.0;99.0;98.0;20.0;8.0;63.0;37.0
1411;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2021;3087.0;3132.0;192.0;195.0;4.0;1.0;96.0;99.0;20.0;9.0;65.0;35.0
1412;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2022;2923.0;2994.0;193.0;198.0;4.0;2.0;96.0;98.0;20.0;8.0;60.0;40.0
1413;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2023;2863.0;2914.0;187.0;190.0;4.0;2.0;96.0;98.0;19.0;8.0;63.0;37.0
1414;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2010;;;178.0;186.0;6.0;5.0;94.0;95.0;;;69.0;31.0
1415;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2011;;;176.0;186.0;4.0;5.0;96.0;95.0;;;73.0;27.0
