ID;RegioS;Inkomensverdeling;AantalPersMet52WekenInkomenAbs_1;AantalPersMet52WekenInkomen_2
7049;Mill en Sint Hubert;"9e-10e 10%-groep; meer dan 24 400 euro";1.2;16.0
7050;Nuenen, Gerwen en Nederwetten;Totaal personen met 52 weken inkomen;15.3;100.0
7051;Nuenen, Gerwen en Nederwetten;"1e 10%-groep; minder dan  6 700 euro";1.7;11.0
7052;Nuenen, Gerwen en Nederwetten;"2e 10%-groep;  6 700 tot  9 100 euro";1.4;9.0
7053;Nuenen, Gerwen en Nederwetten;"3e 10%-groep;  9 100 tot 11 600 euro";1.1;7.0
7054;Nuenen, Gerwen en Nederwetten;"4e 10%-groep; 11 600 tot 13 800 euro";1.0;7.0
7055;Nuenen, Gerwen en Nederwetten;"5e 10%-groep; 13 800 tot 15 800 euro";1.1;7.0
7056;Nuenen, Gerwen en Nederwetten;"6e 10%-groep; 15 800 tot 18 200 euro";1.3;9.0
7057;Nuenen, Gerwen en Nederwetten;"7e 10%-groep; 18 200 tot 20 900 euro";1.3;8.0
7058;Nuenen, Gerwen en Nederwetten;"8e 10%-groep; 20 900 tot 24 400 euro";1.5;10.0
7059;Nuenen, Gerwen en Nederwetten;"9e 10%-groep; 24 400 tot 30 400 euro";1.9;12.0
7060;Nuenen, Gerwen en Nederwetten;"10e 10%-groep; meer dan 30 400  euro";2.9;19.0
7061;Nuenen, Gerwen en Nederwetten;"1e 10%-groep; minder dan 6 700 euro";1.7;11.0
7062;Nuenen, Gerwen en Nederwetten;"2e-4e 10%-groep;  6 700 tot 13 800 euro";3.6;23.0
7063;Nuenen, Gerwen en Nederwetten;"5e-8e 10%-groep; 13 800 tot 24 400 euro";5.2;34.0
7064;Nuenen, Gerwen en Nederwetten;"9e-10e 10%-groep; meer dan 24 400 euro";4.8;32.0
7065;Oirschot;Totaal personen met 52 weken inkomen;12.0;100.0
7066;Oirschot;"1e 10%-groep; minder dan  6 700 euro";1.5;13.0
7067;Oirschot;"2e 10%-groep;  6 700 tot  9 100 euro";1.2;10.0
7068;Oirschot;"3e 10%-groep;  9 100 tot 11 600 euro";1.0;8.0
7069;Oirschot;"4e 10%-groep; 11 600 tot 13 800 euro";1.0;9.0
7070;Oirschot;"5e 10%-groep; 13 800 tot 15 800 euro";1.1;9.0
7071;Oirschot;"6e 10%-groep; 15 800 tot 18 200 euro";1.1;9.0
7072;Oirschot;"7e 10%-groep; 18 200 tot 20 900 euro";1.2;10.0
7073;Oirschot;"8e 10%-groep; 20 900 tot 24 400 euro";1.4;12.0
7074;Oirschot;"9e 10%-groep; 24 400 tot 30 400 euro";1.3;11.0
7075;Oirschot;"10e 10%-groep; meer dan 30 400  euro";1.2;10.0
7076;Oirschot;"1e 10%-groep; minder dan 6 700 euro";1.5;13.0
7077;Oirschot;"2e-4e 10%-groep;  6 700 tot 13 800 euro";3.2;27.0
7078;Oirschot;"5e-8e 10%-groep; 13 800 tot 24 400 euro";4.8;40.0
7079;Oirschot;"9e-10e 10%-groep; meer dan 24 400 euro";2.5;21.0
7080;Oisterwijk;Totaal personen met 52 weken inkomen;17.4;100.0
7081;Oisterwijk;"1e 10%-groep; minder dan  6 700 euro";1.9;11.0
7082;Oisterwijk;"2e 10%-groep;  6 700 tot  9 100 euro";1.7;10.0
7083;Oisterwijk;"3e 10%-groep;  9 100 tot 11 600 euro";1.7;10.0
7084;Oisterwijk;"4e 10%-groep; 11 600 tot 13 800 euro";1.6;9.0
7085;Oisterwijk;"5e 10%-groep; 13 800 tot 15 800 euro";1.5;9.0
7086;Oisterwijk;"6e 10%-groep; 15 800 tot 18 200 euro";1.5;9.0
7087;Oisterwijk;"7e 10%-groep; 18 200 tot 20 900 euro";1.7;10.0
7088;Oisterwijk;"8e 10%-groep; 20 900 tot 24 400 euro";1.7;10.0
7089;Oisterwijk;"9e 10%-groep; 24 400 tot 30 400 euro";1.8;10.0
7090;Oisterwijk;"10e 10%-groep; meer dan 30 400  euro";2.3;13.0
7091;Oisterwijk;"1e 10%-groep; minder dan 6 700 euro";1.9;11.0
7092;Oisterwijk;"2e-4e 10%-groep;  6 700 tot 13 800 euro";5.0;29.0
7093;Oisterwijk;"5e-8e 10%-groep; 13 800 tot 24 400 euro";6.4;37.0
7094;Oisterwijk;"9e-10e 10%-groep; meer dan 24 400 euro";4.1;24.0
7095;Oosterhout;Totaal personen met 52 weken inkomen;36.1;100.0
7096;Oosterhout;"1e 10%-groep; minder dan  6 700 euro";3.8;11.0
7097;Oosterhout;"2e 10%-groep;  6 700 tot  9 100 euro";3.6;10.0
7098;Oosterhout;"3e 10%-groep;  9 100 tot 11 600 euro";3.2;9.0
7099;Oosterhout;"4e 10%-groep; 11 600 tot 13 800 euro";3.5;10.0
7100;Oosterhout;"5e 10%-groep; 13 800 tot 15 800 euro";3.2;9.0
7101;Oosterhout;"6e 10%-groep; 15 800 tot 18 200 euro";3.5;10.0
7102;Oosterhout;"7e 10%-groep; 18 200 tot 20 900 euro";3.7;10.0
7103;Oosterhout;"8e 10%-groep; 20 900 tot 24 400 euro";3.8;11.0
7104;Oosterhout;"9e 10%-groep; 24 400 tot 30 400 euro";3.8;11.0
7105;Oosterhout;"10e 10%-groep; meer dan 30 400  euro";3.8;11.0
7106;Oosterhout;"1e 10%-groep; minder dan 6 700 euro";3.8;11.0
7107;Oosterhout;"2e-4e 10%-groep;  6 700 tot 13 800 euro";10.4;29.0
7108;Oosterhout;"5e-8e 10%-groep; 13 800 tot 24 400 euro";14.2;40.0
7109;Oosterhout;"9e-10e 10%-groep; meer dan 24 400 euro";7.6;21.0
7110;Oss;Totaal personen met 52 weken inkomen;51.1;100.0
7111;Oss;"1e 10%-groep; minder dan  6 700 euro";5.2;10.0
7112;Oss;"2e 10%-groep;  6 700 tot  9 100 euro";5.3;11.0
7113;Oss;"3e 10%-groep;  9 100 tot 11 600 euro";4.8;10.0
7114;Oss;"4e 10%-groep; 11 600 tot 13 800 euro";5.3;10.0
7115;Oss;"5e 10%-groep; 13 800 tot 15 800 euro";5.5;11.0
7116;Oss;"6e 10%-groep; 15 800 tot 18 200 euro";5.1;10.0
7117;Oss;"7e 10%-groep; 18 200 tot 20 900 euro";5.0;10.0
7118;Oss;"8e 10%-groep; 20 900 tot 24 400 euro";5.1;10.0
7119;Oss;"9e 10%-groep; 24 400 tot 30 400 euro";5.2;10.0
7120;Oss;"10e 10%-groep; meer dan 30 400  euro";4.4;9.0
7121;Oss;"1e 10%-groep; minder dan 6 700 euro";5.2;10.0
7122;Oss;"2e-4e 10%-groep;  6 700 tot 13 800 euro";15.5;30.0
7123;Oss;"5e-8e 10%-groep; 13 800 tot 24 400 euro";20.8;41.0
7124;Oss;"9e-10e 10%-groep; meer dan 24 400 euro";9.6;19.0
7125;Rucphen;Totaal personen met 52 weken inkomen;15.6;100.0
7126;Rucphen;"1e 10%-groep; minder dan  6 700 euro";1.8;11.0
7127;Rucphen;"2e 10%-groep;  6 700 tot  9 100 euro";1.9;12.0
7128;Rucphen;"3e 10%-groep;  9 100 tot 11 600 euro";1.7;11.0
7129;Rucphen;"4e 10%-groep; 11 600 tot 13 800 euro";1.7;11.0
7130;Rucphen;"5e 10%-groep; 13 800 tot 15 800 euro";1.5;9.0
7131;Rucphen;"6e 10%-groep; 15 800 tot 18 200 euro";1.3;9.0
7132;Rucphen;"7e 10%-groep; 18 200 tot 20 900 euro";1.5;10.0
7133;Rucphen;"8e 10%-groep; 20 900 tot 24 400 euro";1.6;10.0
7134;Rucphen;"9e 10%-groep; 24 400 tot 30 400 euro";1.5;9.0
7135;Rucphen;"10e 10%-groep; meer dan 30 400  euro";1.3;8.0
7136;Rucphen;"1e 10%-groep; minder dan 6 700 euro";1.8;11.0
7137;Rucphen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";5.2;33.0
7138;Rucphen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";5.9;38.0
7139;Rucphen;"9e-10e 10%-groep; meer dan 24 400 euro";2.7;18.0
7140;Schijndel;Totaal personen met 52 weken inkomen;15.9;100.0
7141;Schijndel;"1e 10%-groep; minder dan  6 700 euro";1.9;12.0
7142;Schijndel;"2e 10%-groep;  6 700 tot  9 100 euro";1.6;10.0
7143;Schijndel;"3e 10%-groep;  9 100 tot 11 600 euro";1.5;9.0
7144;Schijndel;"4e 10%-groep; 11 600 tot 13 800 euro";1.5;9.0
7145;Schijndel;"5e 10%-groep; 13 800 tot 15 800 euro";1.6;10.0
7146;Schijndel;"6e 10%-groep; 15 800 tot 18 200 euro";1.7;11.0
7147;Schijndel;"7e 10%-groep; 18 200 tot 20 900 euro";1.6;10.0
7148;Schijndel;"8e 10%-groep; 20 900 tot 24 400 euro";1.5;9.0
7149;Schijndel;"9e 10%-groep; 24 400 tot 30 400 euro";1.7;11.0
7150;Schijndel;"10e 10%-groep; meer dan 30 400  euro";1.4;9.0
7151;Schijndel;"1e 10%-groep; minder dan 6 700 euro";1.9;12.0
7152;Schijndel;"2e-4e 10%-groep;  6 700 tot 13 800 euro";4.6;29.0
7153;Schijndel;"5e-8e 10%-groep; 13 800 tot 24 400 euro";6.4;40.0
7154;Schijndel;"9e-10e 10%-groep; meer dan 24 400 euro";3.1;20.0
7155;Sint-Michielsgestel;Totaal personen met 52 weken inkomen;18.6;100.0
7156;Sint-Michielsgestel;"1e 10%-groep; minder dan  6 700 euro";2.1;11.0
7157;Sint-Michielsgestel;"2e 10%-groep;  6 700 tot  9 100 euro";2.0;11.0
7158;Sint-Michielsgestel;"3e 10%-groep;  9 100 tot 11 600 euro";1.7;9.0
7159;Sint-Michielsgestel;"4e 10%-groep; 11 600 tot 13 800 euro";1.6;9.0
7160;Sint-Michielsgestel;"5e 10%-groep; 13 800 tot 15 800 euro";1.7;9.0
7161;Sint-Michielsgestel;"6e 10%-groep; 15 800 tot 18 200 euro";1.8;10.0
7162;Sint-Michielsgestel;"7e 10%-groep; 18 200 tot 20 900 euro";1.7;9.0
7163;Sint-Michielsgestel;"8e 10%-groep; 20 900 tot 24 400 euro";1.8;10.0
7164;Sint-Michielsgestel;"9e 10%-groep; 24 400 tot 30 400 euro";2.1;11.0
7165;Sint-Michielsgestel;"10e 10%-groep; meer dan 30 400  euro";2.1;11.0
7166;Sint-Michielsgestel;"1e 10%-groep; minder dan 6 700 euro";2.1;11.0
7167;Sint-Michielsgestel;"2e-4e 10%-groep;  6 700 tot 13 800 euro";5.3;29.0
7168;Sint-Michielsgestel;"5e-8e 10%-groep; 13 800 tot 24 400 euro";6.9;37.0
7169;Sint-Michielsgestel;"9e-10e 10%-groep; meer dan 24 400 euro";4.2;23.0
7170;Sint-Oedenrode;Totaal personen met 52 weken inkomen;11.4;100.0
7171;Sint-Oedenrode;"1e 10%-groep; minder dan  6 700 euro";1.5;14.0
7172;Sint-Oedenrode;"2e 10%-groep;  6 700 tot  9 100 euro";1.1;10.0
7173;Sint-Oedenrode;"3e 10%-groep;  9 100 tot 11 600 euro";1.0;9.0
7174;Sint-Oedenrode;"4e 10%-groep; 11 600 tot 13 800 euro";1.0;9.0
7175;Sint-Oedenrode;"5e 10%-groep; 13 800 tot 15 800 euro";0.9;8.0
7176;Sint-Oedenrode;"6e 10%-groep; 15 800 tot 18 200 euro";1.1;9.0
7177;Sint-Oedenrode;"7e 10%-groep; 18 200 tot 20 900 euro";1.0;9.0
7178;Sint-Oedenrode;"8e 10%-groep; 20 900 tot 24 400 euro";1.2;11.0
7179;Sint-Oedenrode;"9e 10%-groep; 24 400 tot 30 400 euro";1.3;11.0
7180;Sint-Oedenrode;"10e 10%-groep; meer dan 30 400  euro";1.2;10.0
7181;Sint-Oedenrode;"1e 10%-groep; minder dan 6 700 euro";1.5;14.0
7182;Sint-Oedenrode;"2e-4e 10%-groep;  6 700 tot 13 800 euro";3.1;28.0
7183;Sint-Oedenrode;"5e-8e 10%-groep; 13 800 tot 24 400 euro";4.3;38.0
7184;Sint-Oedenrode;"9e-10e 10%-groep; meer dan 24 400 euro";2.4;21.0
7185;Someren;Totaal personen met 52 weken inkomen;11.9;100.0
7186;Someren;"1e 10%-groep; minder dan  6 700 euro";1.5;13.0
7187;Someren;"2e 10%-groep;  6 700 tot  9 100 euro";1.2;10.0
7188;Someren;"3e 10%-groep;  9 100 tot 11 600 euro";1.3;11.0
7189;Someren;"4e 10%-groep; 11 600 tot 13 800 euro";1.1;9.0
7190;Someren;"5e 10%-groep; 13 800 tot 15 800 euro";1.0;9.0
7191;Someren;"6e 10%-groep; 15 800 tot 18 200 euro";1.1;9.0
7192;Someren;"7e 10%-groep; 18 200 tot 20 900 euro";1.1;10.0
7193;Someren;"8e 10%-groep; 20 900 tot 24 400 euro";1.2;10.0
7194;Someren;"9e 10%-groep; 24 400 tot 30 400 euro";1.3;11.0
7195;Someren;"10e 10%-groep; meer dan 30 400  euro";1.1;9.0
7196;Someren;"1e 10%-groep; minder dan 6 700 euro";1.5;13.0
7197;Someren;"2e-4e 10%-groep;  6 700 tot 13 800 euro";3.6;30.0
7198;Someren;"5e-8e 10%-groep; 13 800 tot 24 400 euro";4.4;37.0
7199;Someren;"9e-10e 10%-groep; meer dan 24 400 euro";2.3;20.0
7200;Son en Breugel;Totaal personen met 52 weken inkomen;10.0;100.0
7201;Son en Breugel;"1e 10%-groep; minder dan  6 700 euro";0.9;9.0
7202;Son en Breugel;"2e 10%-groep;  6 700 tot  9 100 euro";1.1;11.0
7203;Son en Breugel;"3e 10%-groep;  9 100 tot 11 600 euro";0.8;8.0
7204;Son en Breugel;"4e 10%-groep; 11 600 tot 13 800 euro";0.8;8.0
7205;Son en Breugel;"5e 10%-groep; 13 800 tot 15 800 euro";0.8;8.0
7206;Son en Breugel;"6e 10%-groep; 15 800 tot 18 200 euro";0.8;8.0
7207;Son en Breugel;"7e 10%-groep; 18 200 tot 20 900 euro";0.9;9.0
7208;Son en Breugel;"8e 10%-groep; 20 900 tot 24 400 euro";1.0;10.0
7209;Son en Breugel;"9e 10%-groep; 24 400 tot 30 400 euro";1.2;12.0
7210;Son en Breugel;"10e 10%-groep; meer dan 30 400  euro";1.7;17.0
7211;Son en Breugel;"1e 10%-groep; minder dan 6 700 euro";0.9;9.0
7212;Son en Breugel;"2e-4e 10%-groep;  6 700 tot 13 800 euro";2.7;27.0
7213;Son en Breugel;"5e-8e 10%-groep; 13 800 tot 24 400 euro";3.5;35.0
7214;Son en Breugel;"9e-10e 10%-groep; meer dan 24 400 euro";2.9;29.0
7215;Steenbergen;Totaal personen met 52 weken inkomen;15.6;100.0
7216;Steenbergen;"1e 10%-groep; minder dan  6 700 euro";1.6;10.0
7217;Steenbergen;"2e 10%-groep;  6 700 tot  9 100 euro";1.6;10.0
7218;Steenbergen;"3e 10%-groep;  9 100 tot 11 600 euro";1.4;9.0
7219;Steenbergen;"4e 10%-groep; 11 600 tot 13 800 euro";1.7;11.0
7220;Steenbergen;"5e 10%-groep; 13 800 tot 15 800 euro";1.5;10.0
7221;Steenbergen;"6e 10%-groep; 15 800 tot 18 200 euro";1.5;10.0
7222;Steenbergen;"7e 10%-groep; 18 200 tot 20 900 euro";1.5;9.0
7223;Steenbergen;"8e 10%-groep; 20 900 tot 24 400 euro";1.6;10.0
7224;Steenbergen;"9e 10%-groep; 24 400 tot 30 400 euro";1.7;11.0
7225;Steenbergen;"10e 10%-groep; meer dan 30 400  euro";1.5;10.0
7226;Steenbergen;"1e 10%-groep; minder dan 6 700 euro";1.6;10.0
7227;Steenbergen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";4.6;30.0
7228;Steenbergen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";6.1;39.0
7229;Steenbergen;"9e-10e 10%-groep; meer dan 24 400 euro";3.3;21.0
7230;Waterland;Totaal personen met 52 weken inkomen;11.8;100.0
7231;Waterland;"1e 10%-groep; minder dan  6 700 euro";1.1;10.0
7232;Waterland;"2e 10%-groep;  6 700 tot  9 100 euro";1.1;10.0
7233;Waterland;"3e 10%-groep;  9 100 tot 11 600 euro";0.8;7.0
7234;Waterland;"4e 10%-groep; 11 600 tot 13 800 euro";1.0;8.0
7235;Waterland;"5e 10%-groep; 13 800 tot 15 800 euro";0.9;8.0
7236;Waterland;"6e 10%-groep; 15 800 tot 18 200 euro";1.1;9.0
7237;Waterland;"7e 10%-groep; 18 200 tot 20 900 euro";1.1;9.0
7238;Waterland;"8e 10%-groep; 20 900 tot 24 400 euro";1.3;11.0
7239;Waterland;"9e 10%-groep; 24 400 tot 30 400 euro";1.4;12.0
7240;Waterland;"10e 10%-groep; meer dan 30 400  euro";1.8;16.0
7241;Waterland;"1e 10%-groep; minder dan 6 700 euro";1.1;10.0
7242;Waterland;"2e-4e 10%-groep;  6 700 tot 13 800 euro";3.0;25.0
7243;Waterland;"5e-8e 10%-groep; 13 800 tot 24 400 euro";4.5;38.0
7244;Waterland;"9e-10e 10%-groep; meer dan 24 400 euro";3.2;27.0
7245;Tilburg;Totaal personen met 52 weken inkomen;136.1;100.0
7246;Tilburg;"1e 10%-groep; minder dan  6 700 euro";14.6;11.0
7247;Tilburg;"2e 10%-groep;  6 700 tot  9 100 euro";14.5;11.0
7248;Tilburg;"3e 10%-groep;  9 100 tot 11 600 euro";15.3;11.0
7249;Tilburg;"4e 10%-groep; 11 600 tot 13 800 euro";14.4;11.0
7250;Tilburg;"5e 10%-groep; 13 800 tot 15 800 euro";14.6;11.0
7251;Tilburg;"6e 10%-groep; 15 800 tot 18 200 euro";14.5;11.0
7252;Tilburg;"7e 10%-groep; 18 200 tot 20 900 euro";13.7;10.0
7253;Tilburg;"8e 10%-groep; 20 900 tot 24 400 euro";12.5;9.0
7254;Tilburg;"9e 10%-groep; 24 400 tot 30 400 euro";11.8;9.0
7255;Tilburg;"10e 10%-groep; meer dan 30 400  euro";10.0;7.0
7256;Tilburg;"1e 10%-groep; minder dan 6 700 euro";14.6;11.0
7257;Tilburg;"2e-4e 10%-groep;  6 700 tot 13 800 euro";44.2;33.0
7258;Tilburg;"5e-8e 10%-groep; 13 800 tot 24 400 euro";55.4;41.0
7259;Tilburg;"9e-10e 10%-groep; meer dan 24 400 euro";21.8;16.0
7260;Uden;Totaal personen met 52 weken inkomen;26.8;100.0
7261;Uden;"1e 10%-groep; minder dan  6 700 euro";2.9;11.0
7262;Uden;"2e 10%-groep;  6 700 tot  9 100 euro";2.5;9.0
7263;Uden;"3e 10%-groep;  9 100 tot 11 600 euro";2.4;9.0
7264;Uden;"4e 10%-groep; 11 600 tot 13 800 euro";2.5;9.0
7265;Uden;"5e 10%-groep; 13 800 tot 15 800 euro";2.8;10.0
7266;Uden;"6e 10%-groep; 15 800 tot 18 200 euro";2.7;10.0
7267;Uden;"7e 10%-groep; 18 200 tot 20 900 euro";2.7;10.0
7268;Uden;"8e 10%-groep; 20 900 tot 24 400 euro";3.0;11.0
7269;Uden;"9e 10%-groep; 24 400 tot 30 400 euro";2.7;10.0
7270;Uden;"10e 10%-groep; meer dan 30 400  euro";2.5;9.0
7271;Uden;"1e 10%-groep; minder dan 6 700 euro";2.9;11.0
7272;Uden;"2e-4e 10%-groep;  6 700 tot 13 800 euro";7.5;28.0
7273;Uden;"5e-8e 10%-groep; 13 800 tot 24 400 euro";11.2;42.0
7274;Uden;"9e-10e 10%-groep; meer dan 24 400 euro";5.2;20.0
7275;Valkenswaard;Totaal personen met 52 weken inkomen;21.0;100.0
7276;Valkenswaard;"1e 10%-groep; minder dan  6 700 euro";2.1;10.0
7277;Valkenswaard;"2e 10%-groep;  6 700 tot  9 100 euro";2.2;11.0
7278;Valkenswaard;"3e 10%-groep;  9 100 tot 11 600 euro";2.0;10.0
7279;Valkenswaard;"4e 10%-groep; 11 600 tot 13 800 euro";2.1;10.0
7280;Valkenswaard;"5e 10%-groep; 13 800 tot 15 800 euro";1.9;9.0
7281;Valkenswaard;"6e 10%-groep; 15 800 tot 18 200 euro";2.1;10.0
7282;Valkenswaard;"7e 10%-groep; 18 200 tot 20 900 euro";2.1;10.0
7283;Valkenswaard;"8e 10%-groep; 20 900 tot 24 400 euro";2.2;10.0
7284;Valkenswaard;"9e 10%-groep; 24 400 tot 30 400 euro";2.2;10.0
7285;Valkenswaard;"10e 10%-groep; meer dan 30 400  euro";2.1;10.0
7286;Valkenswaard;"1e 10%-groep; minder dan 6 700 euro";2.1;10.0
7287;Valkenswaard;"2e-4e 10%-groep;  6 700 tot 13 800 euro";6.3;30.0
7288;Valkenswaard;"5e-8e 10%-groep; 13 800 tot 24 400 euro";8.3;40.0
7289;Valkenswaard;"9e-10e 10%-groep; meer dan 24 400 euro";4.3;21.0
7290;Veghel;Totaal personen met 52 weken inkomen;24.2;100.0
7291;Veghel;"1e 10%-groep; minder dan  6 700 euro";3.0;12.0
7292;Veghel;"2e 10%-groep;  6 700 tot  9 100 euro";2.5;10.0
7293;Veghel;"3e 10%-groep;  9 100 tot 11 600 euro";2.2;9.0
7294;Veghel;"4e 10%-groep; 11 600 tot 13 800 euro";2.2;9.0
7295;Veghel;"5e 10%-groep; 13 800 tot 15 800 euro";2.4;10.0
7296;Veghel;"6e 10%-groep; 15 800 tot 18 200 euro";2.2;9.0
7297;Veghel;"7e 10%-groep; 18 200 tot 20 900 euro";2.4;10.0
7298;Veghel;"8e 10%-groep; 20 900 tot 24 400 euro";2.5;10.0
7299;Veghel;"9e 10%-groep; 24 400 tot 30 400 euro";2.6;11.0
7300;Veghel;"10e 10%-groep; meer dan 30 400  euro";2.3;10.0
7301;Veghel;"1e 10%-groep; minder dan 6 700 euro";3.0;12.0
7302;Veghel;"2e-4e 10%-groep;  6 700 tot 13 800 euro";6.9;29.0
7303;Veghel;"5e-8e 10%-groep; 13 800 tot 24 400 euro";9.4;39.0
7304;Veghel;"9e-10e 10%-groep; meer dan 24 400 euro";4.9;20.0
7305;Veldhoven;Totaal personen met 52 weken inkomen;28.8;100.0
7306;Veldhoven;"1e 10%-groep; minder dan  6 700 euro";2.9;10.0
7307;Veldhoven;"2e 10%-groep;  6 700 tot  9 100 euro";3.0;10.0
7308;Veldhoven;"3e 10%-groep;  9 100 tot 11 600 euro";2.9;10.0
7309;Veldhoven;"4e 10%-groep; 11 600 tot 13 800 euro";2.5;9.0
7310;Veldhoven;"5e 10%-groep; 13 800 tot 15 800 euro";2.6;9.0
7311;Veldhoven;"6e 10%-groep; 15 800 tot 18 200 euro";3.0;10.0
7312;Veldhoven;"7e 10%-groep; 18 200 tot 20 900 euro";2.6;9.0
7313;Veldhoven;"8e 10%-groep; 20 900 tot 24 400 euro";2.9;10.0
7314;Veldhoven;"9e 10%-groep; 24 400 tot 30 400 euro";3.2;11.0
7315;Veldhoven;"10e 10%-groep; meer dan 30 400  euro";3.4;12.0
7316;Veldhoven;"1e 10%-groep; minder dan 6 700 euro";2.9;10.0
7317;Veldhoven;"2e-4e 10%-groep;  6 700 tot 13 800 euro";8.3;29.0
7318;Veldhoven;"5e-8e 10%-groep; 13 800 tot 24 400 euro";11.0;38.0
7319;Veldhoven;"9e-10e 10%-groep; meer dan 24 400 euro";6.6;23.0
7320;Vught;Totaal personen met 52 weken inkomen;17.1;100.0
7321;Vught;"1e 10%-groep; minder dan  6 700 euro";1.5;9.0
7322;Vught;"2e 10%-groep;  6 700 tot  9 100 euro";1.7;10.0
7323;Vught;"3e 10%-groep;  9 100 tot 11 600 euro";1.7;10.0
7324;Vught;"4e 10%-groep; 11 600 tot 13 800 euro";1.3;8.0
7325;Vught;"5e 10%-groep; 13 800 tot 15 800 euro";1.6;9.0
7326;Vught;"6e 10%-groep; 15 800 tot 18 200 euro";1.7;10.0
7327;Vught;"7e 10%-groep; 18 200 tot 20 900 euro";1.5;9.0
7328;Vught;"8e 10%-groep; 20 900 tot 24 400 euro";1.6;10.0
7329;Vught;"9e 10%-groep; 24 400 tot 30 400 euro";1.9;11.0
7330;Vught;"10e 10%-groep; meer dan 30 400  euro";2.6;15.0
7331;Vught;"1e 10%-groep; minder dan 6 700 euro";1.5;9.0
7332;Vught;"2e-4e 10%-groep;  6 700 tot 13 800 euro";4.8;28.0
7333;Vught;"5e-8e 10%-groep; 13 800 tot 24 400 euro";6.4;37.0
7334;Vught;"9e-10e 10%-groep; meer dan 24 400 euro";4.5;26.0
7335;Waalre;Totaal personen met 52 weken inkomen;10.7;100.0
7336;Waalre;"1e 10%-groep; minder dan  6 700 euro";1.1;10.0
7337;Waalre;"2e 10%-groep;  6 700 tot  9 100 euro";1.1;10.0
7338;Waalre;"3e 10%-groep;  9 100 tot 11 600 euro";0.8;8.0
7339;Waalre;"4e 10%-groep; 11 600 tot 13 800 euro";0.9;8.0
7340;Waalre;"5e 10%-groep; 13 800 tot 15 800 euro";0.8;8.0
7341;Waalre;"6e 10%-groep; 15 800 tot 18 200 euro";0.8;8.0
7342;Waalre;"7e 10%-groep; 18 200 tot 20 900 euro";0.9;9.0
7343;Waalre;"8e 10%-groep; 20 900 tot 24 400 euro";0.8;8.0
7344;Waalre;"9e 10%-groep; 24 400 tot 30 400 euro";1.3;12.0
7345;Waalre;"10e 10%-groep; meer dan 30 400  euro";2.1;20.0
7346;Waalre;"1e 10%-groep; minder dan 6 700 euro";1.1;10.0
7347;Waalre;"2e-4e 10%-groep;  6 700 tot 13 800 euro";2.8;26.0
7348;Waalre;"5e-8e 10%-groep; 13 800 tot 24 400 euro";3.4;32.0
7349;Waalre;"9e-10e 10%-groep; meer dan 24 400 euro";3.4;32.0
7350;Waalwijk;Totaal personen met 52 weken inkomen;30.9;100.0
7351;Waalwijk;"1e 10%-groep; minder dan  6 700 euro";3.5;11.0
7352;Waalwijk;"2e 10%-groep;  6 700 tot  9 100 euro";3.2;10.0
7353;Waalwijk;"3e 10%-groep;  9 100 tot 11 600 euro";2.9;10.0
7354;Waalwijk;"4e 10%-groep; 11 600 tot 13 800 euro";3.3;11.0
7355;Waalwijk;"5e 10%-groep; 13 800 tot 15 800 euro";3.0;10.0
7356;Waalwijk;"6e 10%-groep; 15 800 tot 18 200 euro";3.1;10.0
7357;Waalwijk;"7e 10%-groep; 18 200 tot 20 900 euro";3.0;10.0
7358;Waalwijk;"8e 10%-groep; 20 900 tot 24 400 euro";3.1;10.0
7359;Waalwijk;"9e 10%-groep; 24 400 tot 30 400 euro";3.0;10.0
7360;Waalwijk;"10e 10%-groep; meer dan 30 400  euro";2.7;9.0
7361;Waalwijk;"1e 10%-groep; minder dan 6 700 euro";3.5;11.0
7362;Waalwijk;"2e-4e 10%-groep;  6 700 tot 13 800 euro";9.4;30.0
7363;Waalwijk;"5e-8e 10%-groep; 13 800 tot 24 400 euro";12.2;40.0
7364;Waalwijk;"9e-10e 10%-groep; meer dan 24 400 euro";5.8;19.0
7365;Werkendam;Totaal personen met 52 weken inkomen;16.9;100.0
7366;Werkendam;"1e 10%-groep; minder dan  6 700 euro";2.1;12.0
7367;Werkendam;"2e 10%-groep;  6 700 tot  9 100 euro";1.6;10.0
7368;Werkendam;"3e 10%-groep;  9 100 tot 11 600 euro";1.6;9.0
7369;Werkendam;"4e 10%-groep; 11 600 tot 13 800 euro";1.5;9.0
7370;Werkendam;"5e 10%-groep; 13 800 tot 15 800 euro";1.5;9.0
7371;Werkendam;"6e 10%-groep; 15 800 tot 18 200 euro";1.6;9.0
7372;Werkendam;"7e 10%-groep; 18 200 tot 20 900 euro";1.6;10.0
7373;Werkendam;"8e 10%-groep; 20 900 tot 24 400 euro";1.8;11.0
7374;Werkendam;"9e 10%-groep; 24 400 tot 30 400 euro";1.9;11.0
7375;Werkendam;"10e 10%-groep; meer dan 30 400  euro";1.8;11.0
7376;Werkendam;"1e 10%-groep; minder dan 6 700 euro";2.1;12.0
7377;Werkendam;"2e-4e 10%-groep;  6 700 tot 13 800 euro";4.6;27.0
