ID;Kenmerken;Perioden;VrijInOpnemenVerlof_1;ZelfOverUitvoeringWerkBeslissen_2;ZelfWerktempoKunnenRegelen_3;ZelfVolgordeWerkBepalen_4;ZelfBeslissenOverPauze_5;ZelfTemperatuurRegelen_6;ZelfVentilatieRegelen_7;LageAutonomie_8;HogeAutonomie_9;WerkSluitAanBijOpleidingErvaring_10;EentonigWerk_11;ZichKunnenOntplooienInWerk_12;ZelfOplossingenBedenken_13;LageVaardigheidsmogelijkheden_14;HogeVaardigheidsmogelijkheden_15;LageControlemogelijkheden_16;HogeControlemogelijkheden_17;HeeftWerkoverleg_18;IndienWerkoverlegTevredenMetOverleg_19;WerktZelfstandig_20;WerktOnderLeiding_21;WerktSomsZelfstSomsOnderLeiding_22;IndienWerkenOnderLeidingTevreden_23;InHoogTempoWerken_24;OnderTijdsdrukWerken_25;HoogWerktempoEnHogeTijdsdruk_26;HoogWerktempoEnOfHogeTijdsdruk_27;LageWerkdruk_28;HogeWerkdruk_29;GemiddeldRapportcijferWerkdruk_30;MoeilijkTeCombinerenOpdrachten_31;TeWeinigTijd_32;ErgVeelWerk_33;OnBetaaldOverwerk_34;HeeftProblemenDoorWerkdruk_35;ZiekteverzuimVanwegeWerkdruk_36;NaarHuisartsVanwegeWerkdruk_37;NaarSpecialistVanwegeWerkdruk_38;MedischeBehandelingVanwegeWerkdruk_39;GoedePromotiekansen_40;GoedeBeloning_41;LageWaarderingBeloning_42;HogeWaarderingBeloning_43
285;85 Gezondheids- en welzijnszorg;2002;69;64.0;56.0;69.0;38.0;40;41;47.0;25.0;85.0;5.0;81.0;78.0;27.0;45.0;42.0;26.0;97;83.0;46;23;30;85.0;43;32;28;47;36;30;5.8;;;;;28.0;27.0;25.0;8.0;10.0;33;58;47.0;22.0
286;85 Gezondheids- en welzijnszorg;2003;70;;;;;38;42;;;;;;;;;;;95;83.0;51;22;27;83.0;45;36;32;49;33;34;5.9;;;;;;;;;;30;58;51.0;27.0
287;85 Gezondheids- en welzijnszorg;2004;71;;;;;40;42;;;;;;;;;;;95;83.0;47;20;32;83.0;40;31;26;45;37;30;5.6;;;;;;;;;;28;60;;
288;9000e Milieu, cultuur, recreatie en ..;1997;69;74.0;56.0;72.0;50.0;51;55;34.0;34.0;72.0;6.0;74.0;77.0;28.0;43.0;30.0;37.0;82;80.0;66;17;13;74.0;32;27;17;42;36;22;5.2;;;;;21.0;;;;;28;68;32.0;29.0
289;9000e Milieu, cultuur, recreatie en ..;1998;72;72.0;61.0;75.0;49.0;50;54;30.0;36.0;72.0;8.0;79.0;71.0;30.0;44.0;31.0;40.0;82;83.0;55;21;23;80.0;29;21;15;34;38;19;5.0;;;;;30.0;21.0;10.0;3.0;6.0;34;73;32.0;38.0
290;9000e Milieu, cultuur, recreatie en ..;1999;72;77.0;60.0;71.0;46.0;51;54;36.0;29.0;75.0;8.0;75.0;72.0;37.0;41.0;31.0;38.0;76;83.0;72;10;17;75.0;35;31;22;38;44;26;5.1;9.0;20.0;53.0;33.0;26.0;;;;;29;62;29.0;37.0
291;9000e Milieu, cultuur, recreatie en ..;2000;74;76.0;72.0;74.0;61.0;55;57;24.0;41.0;66.0;3.0;78.0;80.0;37.0;38.0;22.0;43.0;87;87.0;67;16;16;79.0;34;30;21;37;47;25;5.0;10.0;22.0;40.0;37.0;26.0;;;;;26;64;33.0;36.0
292;9000e Milieu, cultuur, recreatie en ..;2001;75;78.0;70.0;79.0;56.0;54;60;26.0;44.0;75.0;6.0;73.0;75.0;36.0;37.0;26.0;38.0;81;83.0;63;14;21;80.0;31;21;17;35;44;20;4.9;;;;;22.0;;;;;31;63;35.0;31.0
293;9000e Milieu, cultuur, recreatie en ..;2002;67;77.0;70.0;76.0;58.0;55;60;30.0;46.0;74.0;4.0;76.0;76.0;35.0;38.0;33.0;48.0;78;81.0;55;19;22;79.0;33;25;21;37;46;24;5.0;;;;;25.0;14.0;11.0;6.0;0.0;29;66;44.0;30.0
294;9000e Milieu, cultuur, recreatie en ..;2003;72;;;;;50;53;;;;;;;;;;;84;88.0;59;17;23;80.0;41;27;22;47;35;26;5.5;;;;;;;;;;37;73;39.0;44.0
295;9000e Milieu, cultuur, recreatie en ..;2004;77;;;;;44;47;;;;;;;;;;;83;82.0;57;15;25;86.0;44;34;29;49;39;31;5.6;;;;;;;;;;36;64;;
