ID;Geslacht;Leeftijd;Regio;AantalBewoners_1
365;Totaal mannen en vrouwen;Totaal alle leeftijden;Haskerland;8170
366;Totaal mannen en vrouwen;Totaal alle leeftijden;Hasselt;2256
367;Totaal mannen en vrouwen;Totaal alle leeftijden;Hattem;4525
368;Totaal mannen en vrouwen;Totaal alle leeftijden;Havelte;3774
369;Totaal mannen en vrouwen;Totaal alle leeftijden;Hazerswoude;4681
370;Totaal mannen en vrouwen;Totaal alle leeftijden;Hedel;1689
371;Totaal mannen en vrouwen;Totaal alle leeftijden;Hedikhuizen;1387
372;Totaal mannen en vrouwen;Totaal alle leeftijden;Heel en Panheel;2053
373;Totaal mannen en vrouwen;Totaal alle leeftijden;Heemskerk;4467
374;Totaal mannen en vrouwen;Totaal alle leeftijden;Heemstede;14417
375;Totaal mannen en vrouwen;Totaal alle leeftijden;Heenvliet;1189
376;Totaal mannen en vrouwen;Totaal alle leeftijden;Heer;4328
377;Totaal mannen en vrouwen;Totaal alle leeftijden;'s-Heer-Abtskerke;446
378;Totaal mannen en vrouwen;Totaal alle leeftijden;'s-Heer-Arendskerke;3961
379;Totaal mannen en vrouwen;Totaal alle leeftijden;Heerde;8857
380;Totaal mannen en vrouwen;Totaal alle leeftijden;'s-Heerenhoek;1281
381;Totaal mannen en vrouwen;Totaal alle leeftijden;Heerewaarden;924
382;Totaal mannen en vrouwen;Totaal alle leeftijden;Heerhugowaard;4905
383;Totaal mannen en vrouwen;Totaal alle leeftijden;Heerjansdam;1302
384;Totaal mannen en vrouwen;Totaal alle leeftijden;Heerlen;46917
385;Totaal mannen en vrouwen;Totaal alle leeftijden;Heesch;3115
386;Totaal mannen en vrouwen;Totaal alle leeftijden;Heeswijk;1437
387;Totaal mannen en vrouwen;Totaal alle leeftijden;Heeze;3160
388;Totaal mannen en vrouwen;Totaal alle leeftijden;Hei- en Boeicop;635
389;Totaal mannen en vrouwen;Totaal alle leeftijden;Heijthuizen;2732
390;Totaal mannen en vrouwen;Totaal alle leeftijden;Heilo;4934
391;Totaal mannen en vrouwen;Totaal alle leeftijden;Heinenoord;1958
392;Totaal mannen en vrouwen;Totaal alle leeftijden;Heinkenszand;1898
393;Totaal mannen en vrouwen;Totaal alle leeftijden;Heino;2795
394;Totaal mannen en vrouwen;Totaal alle leeftijden;Hekelingen;990
395;Totaal mannen en vrouwen;Totaal alle leeftijden;Hekendorp;672
396;Totaal mannen en vrouwen;Totaal alle leeftijden;Helden;6183
397;Totaal mannen en vrouwen;Totaal alle leeftijden;Helder (Den);29426
398;Totaal mannen en vrouwen;Totaal alle leeftijden;Hellendoorn;13721
399;Totaal mannen en vrouwen;Totaal alle leeftijden;Hellevoetsluis;1939
400;Totaal mannen en vrouwen;Totaal alle leeftijden;Helmond;25435
401;Totaal mannen en vrouwen;Totaal alle leeftijden;Helvoet (Nieuw-);2414
402;Totaal mannen en vrouwen;Totaal alle leeftijden;Helvoirt;2195
403;Totaal mannen en vrouwen;Totaal alle leeftijden;Hemelumer Oldephaerd en Noordwolde;5155
404;Totaal mannen en vrouwen;Totaal alle leeftijden;Hemmen;206
405;Totaal mannen en vrouwen;Totaal alle leeftijden;Hendrik-Ido-Ambacht;4805
406;Totaal mannen en vrouwen;Totaal alle leeftijden;Hengelo (Gld.);4763
407;Totaal mannen en vrouwen;Totaal alle leeftijden;Hengelo (O.);34338
408;Totaal mannen en vrouwen;Totaal alle leeftijden;Hengstdijk;617
409;Totaal mannen en vrouwen;Totaal alle leeftijden;Hennaarderadeel;4683
410;Totaal mannen en vrouwen;Totaal alle leeftijden;Hensbroek;936
411;Totaal mannen en vrouwen;Totaal alle leeftijden;Herkingen;972
412;Totaal mannen en vrouwen;Totaal alle leeftijden;Herpen;1753
413;Totaal mannen en vrouwen;Totaal alle leeftijden;Herpt;593
414;Totaal mannen en vrouwen;Totaal alle leeftijden;Herten;1383
415;Totaal mannen en vrouwen;Totaal alle leeftijden;'s-Hertogenbosch;42203
416;Totaal mannen en vrouwen;Totaal alle leeftijden;Herwen en Aerdt;5704
417;Totaal mannen en vrouwen;Totaal alle leeftijden;Herwijnen;1867
418;Totaal mannen en vrouwen;Totaal alle leeftijden;Heteren;3729
419;Totaal mannen en vrouwen;Totaal alle leeftijden;Heukelum;1568
420;Totaal mannen en vrouwen;Totaal alle leeftijden;Heumen;3195
421;Totaal mannen en vrouwen;Totaal alle leeftijden;Heusden;1837
422;Totaal mannen en vrouwen;Totaal alle leeftijden;Hillegersberg;15955
423;Totaal mannen en vrouwen;Totaal alle leeftijden;Hillegom;10812
424;Totaal mannen en vrouwen;Totaal alle leeftijden;Hilvarenbeek;3688
425;Totaal mannen en vrouwen;Totaal alle leeftijden;Hilversum;57059
426;Totaal mannen en vrouwen;Totaal alle leeftijden;Hindeloopen;972
427;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoedekenskerke;1395
428;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoek;2714
429;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoenkoop;581
430;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoensbroek;13618
431;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoevelaken;1314
432;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoeven;3867
433;Totaal mannen en vrouwen;Totaal alle leeftijden;Holten;4121
434;Totaal mannen en vrouwen;Totaal alle leeftijden;Hontenisse;5377
435;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoofdplaat;1328
436;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogblokland;795
437;Totaal mannen en vrouwen;Totaal alle leeftijden;Hooge en Lage Mierde;1852
438;Totaal mannen en vrouwen;Totaal alle leeftijden;Hooge en Lage Zwaluwe;4960
439;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogeloon, Hapert en Casteren;2364
440;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogeveen;15313
441;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogezand;11429
442;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogkarspel;2185
443;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogkerk;4125
444;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogland;3596
445;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogvliet;1227
446;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoogwoud;2252
447;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoorn;12049
448;Totaal mannen en vrouwen;Totaal alle leeftijden;Hoornaar;682
449;Totaal mannen en vrouwen;Totaal alle leeftijden;Horn;1672
450;Totaal mannen en vrouwen;Totaal alle leeftijden;Horssen;927
451;Totaal mannen en vrouwen;Totaal alle leeftijden;Horst;7375
452;Totaal mannen en vrouwen;Totaal alle leeftijden;Houten;2432
453;Totaal mannen en vrouwen;Totaal alle leeftijden;Houthem;2067
454;Totaal mannen en vrouwen;Totaal alle leeftijden;Huijbergen;1086
455;Totaal mannen en vrouwen;Totaal alle leeftijden;Huissen;5548
456;Totaal mannen en vrouwen;Totaal alle leeftijden;Huizen;8077
457;Totaal mannen en vrouwen;Totaal alle leeftijden;Hulsberg;2506
458;Totaal mannen en vrouwen;Totaal alle leeftijden;Hulst;3914
459;Totaal mannen en vrouwen;Totaal alle leeftijden;Hummelo en Keppel;3118
460;Totaal mannen en vrouwen;Totaal alle leeftijden;Hunsel;1588
461;Totaal mannen en vrouwen;Totaal alle leeftijden;Hurwenen;506
462;Totaal mannen en vrouwen;Totaal alle leeftijden;Idaarderadeel;5879
463;Totaal mannen en vrouwen;Totaal alle leeftijden;Ilpendam;2340
464;Totaal mannen en vrouwen;Totaal alle leeftijden;Itteren;560
465;Totaal mannen en vrouwen;Totaal alle leeftijden;Ittervoort;315
466;Totaal mannen en vrouwen;Totaal alle leeftijden;Jaarsveld;1568
467;Totaal mannen en vrouwen;Totaal alle leeftijden;Jabeek;613
468;Totaal mannen en vrouwen;Totaal alle leeftijden;Janssteen (St.);3393
469;Totaal mannen en vrouwen;Totaal alle leeftijden;Jisp;744
470;Totaal mannen en vrouwen;Totaal alle leeftijden;Jutphaas;4535
471;Totaal mannen en vrouwen;Totaal alle leeftijden;Kamerik;2122
472;Totaal mannen en vrouwen;Totaal alle leeftijden;Kampen;19880
473;Totaal mannen en vrouwen;Totaal alle leeftijden;Kamperveen;571
474;Totaal mannen en vrouwen;Totaal alle leeftijden;Kantens;2169
475;Totaal mannen en vrouwen;Totaal alle leeftijden;Kapelle;2798
476;Totaal mannen en vrouwen;Totaal alle leeftijden;Kats;627
477;Totaal mannen en vrouwen;Totaal alle leeftijden;Kattendijke;1261
478;Totaal mannen en vrouwen;Totaal alle leeftijden;Katwijk;15637
479;Totaal mannen en vrouwen;Totaal alle leeftijden;Katwoude;236
480;Totaal mannen en vrouwen;Totaal alle leeftijden;Kedichem;1217
481;Totaal mannen en vrouwen;Totaal alle leeftijden;Kerkrade;36705
482;Totaal mannen en vrouwen;Totaal alle leeftijden;Kerkwerve;839
483;Totaal mannen en vrouwen;Totaal alle leeftijden;Kerkwijk;1168
484;Totaal mannen en vrouwen;Totaal alle leeftijden;Kessel;1745
485;Totaal mannen en vrouwen;Totaal alle leeftijden;Kesteren;4050
486;Totaal mannen en vrouwen;Totaal alle leeftijden;Kethel en Spaland;2230
487;Totaal mannen en vrouwen;Totaal alle leeftijden;Klaaswaal;2103
488;Totaal mannen en vrouwen;Totaal alle leeftijden;Klimmen;2009
489;Totaal mannen en vrouwen;Totaal alle leeftijden;Kloetinge;2044
490;Totaal mannen en vrouwen;Totaal alle leeftijden;Kloosterburen;2091
491;Totaal mannen en vrouwen;Totaal alle leeftijden;Klundert;4613
492;Totaal mannen en vrouwen;Totaal alle leeftijden;Kockengen;845
493;Totaal mannen en vrouwen;Totaal alle leeftijden;Koedijk;1930
494;Totaal mannen en vrouwen;Totaal alle leeftijden;Koewacht;2559
495;Totaal mannen en vrouwen;Totaal alle leeftijden;Kollumerland en Nieuwkruisland;8953
496;Totaal mannen en vrouwen;Totaal alle leeftijden;Koog aan de Zaan;4463
497;Totaal mannen en vrouwen;Totaal alle leeftijden;Kortenhoef;1485
498;Totaal mannen en vrouwen;Totaal alle leeftijden;Kortgene;1322
499;Totaal mannen en vrouwen;Totaal alle leeftijden;Koudekerk;1819
500;Totaal mannen en vrouwen;Totaal alle leeftijden;Koudekerke;3721
501;Totaal mannen en vrouwen;Totaal alle leeftijden;Krabbendijke;2417
502;Totaal mannen en vrouwen;Totaal alle leeftijden;Krimpen aan de Lek;3124
503;Totaal mannen en vrouwen;Totaal alle leeftijden;Krimpen aan den IJssel;5018
504;Totaal mannen en vrouwen;Totaal alle leeftijden;Krommenie;5587
505;Totaal mannen en vrouwen;Totaal alle leeftijden;Kruiningen;3881
506;Totaal mannen en vrouwen;Totaal alle leeftijden;Kruis (St.);685
507;Totaal mannen en vrouwen;Totaal alle leeftijden;Kuinre;668
508;Totaal mannen en vrouwen;Totaal alle leeftijden;Kwadijk;431
509;Totaal mannen en vrouwen;Totaal alle leeftijden;Laag-Nieuwkoop;489
510;Totaal mannen en vrouwen;Totaal alle leeftijden;Landsmeer;3471
511;Totaal mannen en vrouwen;Totaal alle leeftijden;Langbroek;1367
512;Totaal mannen en vrouwen;Totaal alle leeftijden;Lange Ruige Weide;721
513;Totaal mannen en vrouwen;Totaal alle leeftijden;Langerak;907
514;Totaal mannen en vrouwen;Totaal alle leeftijden;Laren (Gld.);5674
515;Totaal mannen en vrouwen;Totaal alle leeftijden;Laren (NH.);6513
516;Totaal mannen en vrouwen;Totaal alle leeftijden;Laurens (St.);1153
517;Totaal mannen en vrouwen;Totaal alle leeftijden;Leek;7850
518;Totaal mannen en vrouwen;Totaal alle leeftijden;Leende;1917
519;Totaal mannen en vrouwen;Totaal alle leeftijden;Leens;3858
520;Totaal mannen en vrouwen;Totaal alle leeftijden;Leerbroek;879
521;Totaal mannen en vrouwen;Totaal alle leeftijden;Leerdam;8952
522;Totaal mannen en vrouwen;Totaal alle leeftijden;Leersum;2013
523;Totaal mannen en vrouwen;Totaal alle leeftijden;Leeuwarden;48548
524;Totaal mannen en vrouwen;Totaal alle leeftijden;Leeuwarderadeel;16384
525;Totaal mannen en vrouwen;Totaal alle leeftijden;Leiden;70825
526;Totaal mannen en vrouwen;Totaal alle leeftijden;Leiderdorp;2390
527;Totaal mannen en vrouwen;Totaal alle leeftijden;Leimuiden;2011
528;Totaal mannen en vrouwen;Totaal alle leeftijden;Lekkerkerk;4369
529;Totaal mannen en vrouwen;Totaal alle leeftijden;Lekkerland (Nieuw-);3709
530;Totaal mannen en vrouwen;Totaal alle leeftijden;Lemsterland;7213
531;Totaal mannen en vrouwen;Totaal alle leeftijden;Leusden;2335
532;Totaal mannen en vrouwen;Totaal alle leeftijden;Lexmond;1623
533;Totaal mannen en vrouwen;Totaal alle leeftijden;Lichtenvoorde;7404
534;Totaal mannen en vrouwen;Totaal alle leeftijden;Liempde;1693
535;Totaal mannen en vrouwen;Totaal alle leeftijden;Lienden;4345
536;Totaal mannen en vrouwen;Totaal alle leeftijden;Lier (de);2702
537;Totaal mannen en vrouwen;Totaal alle leeftijden;Lierop;1143
538;Totaal mannen en vrouwen;Totaal alle leeftijden;Lieshout;1970
539;Totaal mannen en vrouwen;Totaal alle leeftijden;Limbricht;2068
540;Totaal mannen en vrouwen;Totaal alle leeftijden;Limmen;2196
541;Totaal mannen en vrouwen;Totaal alle leeftijden;Linden;507
542;Totaal mannen en vrouwen;Totaal alle leeftijden;Linne;1623
543;Totaal mannen en vrouwen;Totaal alle leeftijden;Linschoten;1875
544;Totaal mannen en vrouwen;Totaal alle leeftijden;Lisse;8478
545;Totaal mannen en vrouwen;Totaal alle leeftijden;Lith;1492
546;Totaal mannen en vrouwen;Totaal alle leeftijden;Lithoijen;631
547;Totaal mannen en vrouwen;Totaal alle leeftijden;Lochem;5759
548;Totaal mannen en vrouwen;Totaal alle leeftijden;Loenen;1364
549;Totaal mannen en vrouwen;Totaal alle leeftijden;Loenersloot;583
550;Totaal mannen en vrouwen;Totaal alle leeftijden;Lonneker;31129
551;Totaal mannen en vrouwen;Totaal alle leeftijden;Loon op Zand;10258
552;Totaal mannen en vrouwen;Totaal alle leeftijden;Loosdrecht;3360
553;Totaal mannen en vrouwen;Totaal alle leeftijden;Lopik;1688
554;Totaal mannen en vrouwen;Totaal alle leeftijden;Loppersum;3396
555;Totaal mannen en vrouwen;Totaal alle leeftijden;Losser;14762
556;Totaal mannen en vrouwen;Totaal alle leeftijden;Luijksgestel;1068
557;Totaal mannen en vrouwen;Totaal alle leeftijden;Maarheeze;2825
558;Totaal mannen en vrouwen;Totaal alle leeftijden;Maarn;2116
559;Totaal mannen en vrouwen;Totaal alle leeftijden;Maarssen;3391
560;Totaal mannen en vrouwen;Totaal alle leeftijden;Maarsseveen;1809
561;Totaal mannen en vrouwen;Totaal alle leeftijden;Maarten (St.);1362
562;Totaal mannen en vrouwen;Totaal alle leeftijden;Maartensdijk (St.);2726
563;Totaal mannen en vrouwen;Totaal alle leeftijden;Maartensdijk;3773
564;Totaal mannen en vrouwen;Totaal alle leeftijden;Maasbracht;1788
565;Totaal mannen en vrouwen;Totaal alle leeftijden;Maasbree;13216
566;Totaal mannen en vrouwen;Totaal alle leeftijden;Maasdam;1518
567;Totaal mannen en vrouwen;Totaal alle leeftijden;Maashees en Overloon;2145
568;Totaal mannen en vrouwen;Totaal alle leeftijden;Maasland;3557
569;Totaal mannen en vrouwen;Totaal alle leeftijden;Maasniel;3633
570;Totaal mannen en vrouwen;Totaal alle leeftijden;Maassluis;9567
571;Totaal mannen en vrouwen;Totaal alle leeftijden;Maastricht;60644
572;Totaal mannen en vrouwen;Totaal alle leeftijden;Made en Drimmelen;5335
573;Totaal mannen en vrouwen;Totaal alle leeftijden;Margraten;1278
574;Totaal mannen en vrouwen;Totaal alle leeftijden;Markelo;5082
575;Totaal mannen en vrouwen;Totaal alle leeftijden;Marken;1389
576;Totaal mannen en vrouwen;Totaal alle leeftijden;Marum;6352
577;Totaal mannen en vrouwen;Totaal alle leeftijden;Maurik;4143
578;Totaal mannen en vrouwen;Totaal alle leeftijden;Medemblik;4217
579;Totaal mannen en vrouwen;Totaal alle leeftijden;Meeden;1809
580;Totaal mannen en vrouwen;Totaal alle leeftijden;Meerkerk;1751
581;Totaal mannen en vrouwen;Totaal alle leeftijden;Meerlo;2242
582;Totaal mannen en vrouwen;Totaal alle leeftijden;Meerssen;5436
583;Totaal mannen en vrouwen;Totaal alle leeftijden;Megen, Haren en Macharen;1709
584;Totaal mannen en vrouwen;Totaal alle leeftijden;Meijel;2253
585;Totaal mannen en vrouwen;Totaal alle leeftijden;Melick en Herkenbosch;3027
586;Totaal mannen en vrouwen;Totaal alle leeftijden;Meliskerke;708
587;Totaal mannen en vrouwen;Totaal alle leeftijden;Melissant;1831
588;Totaal mannen en vrouwen;Totaal alle leeftijden;Menaldumadeel;10369
589;Totaal mannen en vrouwen;Totaal alle leeftijden;Meppel;12133
590;Totaal mannen en vrouwen;Totaal alle leeftijden;Merkelbeek;1242
591;Totaal mannen en vrouwen;Totaal alle leeftijden;Mesch;302
592;Totaal mannen en vrouwen;Totaal alle leeftijden;Mheer;954
593;Totaal mannen en vrouwen;Totaal alle leeftijden;Michielsgestel (St.);5491
594;Totaal mannen en vrouwen;Totaal alle leeftijden;Middelburg;18395
595;Totaal mannen en vrouwen;Totaal alle leeftijden;Middelharnis;4418
596;Totaal mannen en vrouwen;Totaal alle leeftijden;Middelie;591
597;Totaal mannen en vrouwen;Totaal alle leeftijden;Middelstum;2679
598;Totaal mannen en vrouwen;Totaal alle leeftijden;Midwolda;4445
599;Totaal mannen en vrouwen;Totaal alle leeftijden;Midwoud;1091
600;Totaal mannen en vrouwen;Totaal alle leeftijden;Mierlo;5372
601;Totaal mannen en vrouwen;Totaal alle leeftijden;Mijdrecht;4615
602;Totaal mannen en vrouwen;Totaal alle leeftijden;Mijnsheerenland;1657
603;Totaal mannen en vrouwen;Totaal alle leeftijden;Mill en Sint Hubert;3804
604;Totaal mannen en vrouwen;Totaal alle leeftijden;Millingen;3334
605;Totaal mannen en vrouwen;Totaal alle leeftijden;Moercapelle;820
606;Totaal mannen en vrouwen;Totaal alle leeftijden;Moergestel;2079
607;Totaal mannen en vrouwen;Totaal alle leeftijden;Molenaarsgraaf;571
608;Totaal mannen en vrouwen;Totaal alle leeftijden;Monnikendam;2461
609;Totaal mannen en vrouwen;Totaal alle leeftijden;Monster;10478
610;Totaal mannen en vrouwen;Totaal alle leeftijden;Montfoort;2001
611;Totaal mannen en vrouwen;Totaal alle leeftijden;Montfort;1235
612;Totaal mannen en vrouwen;Totaal alle leeftijden;Mook en Middelaar;1820
613;Totaal mannen en vrouwen;Totaal alle leeftijden;Moordrecht;2791
614;Totaal mannen en vrouwen;Totaal alle leeftijden;Muiden;2800
615;Totaal mannen en vrouwen;Totaal alle leeftijden;Munstergeleen;1314
616;Totaal mannen en vrouwen;Totaal alle leeftijden;Muntendam;3660
617;Totaal mannen en vrouwen;Totaal alle leeftijden;Naaldwijk;11757
618;Totaal mannen en vrouwen;Totaal alle leeftijden;Naarden;5839
619;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederhemert;1042
620;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederhorst den Berg;2071
621;Totaal mannen en vrouwen;Totaal alle leeftijden;Nederweert;6632
622;Totaal mannen en vrouwen;Totaal alle leeftijden;Neede;5825
623;Totaal mannen en vrouwen;Totaal alle leeftijden;Neer;1944
624;Totaal mannen en vrouwen;Totaal alle leeftijden;Neeritter;623
625;Totaal mannen en vrouwen;Totaal alle leeftijden;Neuzen;10458
626;Totaal mannen en vrouwen;Totaal alle leeftijden;Nibbixwoud;1437
627;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuw- en Sint Joosland;1148
628;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwe Pekela;5473
629;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwenhagen;5217
630;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwenhoorn;1703
631;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwe-Niedorp;1711
632;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwer-Amstel;12421
633;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwerkerk aan den IJssel;3782
634;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwerkerk;1861
635;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuweschans;1998
636;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwkoop;3394
637;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwkuijk;1472
638;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwland;670
639;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwleusen;3714
640;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwolda;1960
641;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwpoort;830
642;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwstadt;1302
643;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwveen;1703
644;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuwvliet;474
645;Totaal mannen en vrouwen;Totaal alle leeftijden;Nieuw-Vossemeer;1475
646;Totaal mannen en vrouwen;Totaal alle leeftijden;Nigtevecht;684
647;Totaal mannen en vrouwen;Totaal alle leeftijden;Nijeveen;1413
648;Totaal mannen en vrouwen;Totaal alle leeftijden;Nijkerk;9889
649;Totaal mannen en vrouwen;Totaal alle leeftijden;Nijmegen;81716
650;Totaal mannen en vrouwen;Totaal alle leeftijden;Nisse;656
651;Totaal mannen en vrouwen;Totaal alle leeftijden;Nistelrode;2758
652;Totaal mannen en vrouwen;Totaal alle leeftijden;Noorbeek;776
653;Totaal mannen en vrouwen;Totaal alle leeftijden;Noordbroek;2052
654;Totaal mannen en vrouwen;Totaal alle leeftijden;Noorddijk;2251
655;Totaal mannen en vrouwen;Totaal alle leeftijden;Noordeloos;1222
656;Totaal mannen en vrouwen;Totaal alle leeftijden;Noordgouwe;882
657;Totaal mannen en vrouwen;Totaal alle leeftijden;Noord-Scharwoude;1977
658;Totaal mannen en vrouwen;Totaal alle leeftijden;Noordwelle;463
659;Totaal mannen en vrouwen;Totaal alle leeftijden;Noordwijk;10130
660;Totaal mannen en vrouwen;Totaal alle leeftijden;Noordwijkerhout;6275
661;Totaal mannen en vrouwen;Totaal alle leeftijden;Nootdorp;1411
662;Totaal mannen en vrouwen;Totaal alle leeftijden;Norg;4921
