ID;Geslacht;Leeftijd;Regio;AantalBewoners_1
2303;Totaal mannen en vrouwen;1-4 jaar;Bemelen;28
2304;Totaal mannen en vrouwen;1-4 jaar;Bemmel;747
2305;Totaal mannen en vrouwen;1-4 jaar;Bennebroek;137
2306;Totaal mannen en vrouwen;1-4 jaar;Benschop;166
2307;Totaal mannen en vrouwen;1-4 jaar;Benthuizen;113
2308;Totaal mannen en vrouwen;1-4 jaar;Berg en Terblijt;229
2309;Totaal mannen en vrouwen;1-4 jaar;Bergambacht;316
2310;Totaal mannen en vrouwen;1-4 jaar;Bergeijk;313
2311;Totaal mannen en vrouwen;1-4 jaar;Bergen (L.);752
2312;Totaal mannen en vrouwen;1-4 jaar;Bergen (NH.);378
2313;Totaal mannen en vrouwen;1-4 jaar;Bergen op Zoom;1862
2314;Totaal mannen en vrouwen;1-4 jaar;Bergh;1093
2315;Totaal mannen en vrouwen;1-4 jaar;Bergharen;125
2316;Totaal mannen en vrouwen;1-4 jaar;Berghem;318
2317;Totaal mannen en vrouwen;1-4 jaar;Bergschenhoek;215
2318;Totaal mannen en vrouwen;1-4 jaar;Berkel en Rodenrijs;512
2319;Totaal mannen en vrouwen;1-4 jaar;Berkel-Enschot;221
2320;Totaal mannen en vrouwen;1-4 jaar;Berkenwoude;93
2321;Totaal mannen en vrouwen;1-4 jaar;Berkhout;255
2322;Totaal mannen en vrouwen;1-4 jaar;Berlicum;376
2323;Totaal mannen en vrouwen;1-4 jaar;Best;475
2324;Totaal mannen en vrouwen;1-4 jaar;Beugen en Rijkevoort;250
2325;Totaal mannen en vrouwen;1-4 jaar;Beuningen;355
2326;Totaal mannen en vrouwen;1-4 jaar;Beusichem;102
2327;Totaal mannen en vrouwen;1-4 jaar;Beverwijk;891
2328;Totaal mannen en vrouwen;1-4 jaar;Bierum;419
2329;Totaal mannen en vrouwen;1-4 jaar;Biervliet;201
2330;Totaal mannen en vrouwen;1-4 jaar;Biggekerke;75
2331;Totaal mannen en vrouwen;1-4 jaar;Bildt ('t);616
2332;Totaal mannen en vrouwen;1-4 jaar;Bilt (de);817
2333;Totaal mannen en vrouwen;1-4 jaar;Bingelrade;43
2334;Totaal mannen en vrouwen;1-4 jaar;Bladel en Netersel;300
2335;Totaal mannen en vrouwen;1-4 jaar;Blankenham;40
2336;Totaal mannen en vrouwen;1-4 jaar;Blaricum;219
2337;Totaal mannen en vrouwen;1-4 jaar;Bleiswijk;202
2338;Totaal mannen en vrouwen;1-4 jaar;Bleskensgraaf en Hofwege;101
2339;Totaal mannen en vrouwen;1-4 jaar;Bloemendaal;683
2340;Totaal mannen en vrouwen;1-4 jaar;Blokker;216
2341;Totaal mannen en vrouwen;1-4 jaar;Blokzijl;85
2342;Totaal mannen en vrouwen;1-4 jaar;Bocholtz;350
2343;Totaal mannen en vrouwen;1-4 jaar;Bodegraven;529
2344;Totaal mannen en vrouwen;1-4 jaar;Boekel;331
2345;Totaal mannen en vrouwen;1-4 jaar;Bolsward;538
2346;Totaal mannen en vrouwen;1-4 jaar;Bommel (den);187
2347;Totaal mannen en vrouwen;1-4 jaar;Borculo;386
2348;Totaal mannen en vrouwen;1-4 jaar;Borger;929
2349;Totaal mannen en vrouwen;1-4 jaar;Borgharen;126
2350;Totaal mannen en vrouwen;1-4 jaar;Borkel en Schaft;91
2351;Totaal mannen en vrouwen;1-4 jaar;Born;258
2352;Totaal mannen en vrouwen;1-4 jaar;Borne;853
2353;Totaal mannen en vrouwen;1-4 jaar;Borsselen;122
2354;Totaal mannen en vrouwen;1-4 jaar;Boschkapelle;115
2355;Totaal mannen en vrouwen;1-4 jaar;Boskoop;679
2356;Totaal mannen en vrouwen;1-4 jaar;Bovenkarspel;308
2357;Totaal mannen en vrouwen;1-4 jaar;Boxmeer;385
2358;Totaal mannen en vrouwen;1-4 jaar;Boxtel;989
2359;Totaal mannen en vrouwen;1-4 jaar;Brakel;166
2360;Totaal mannen en vrouwen;1-4 jaar;Brandwijk;65
2361;Totaal mannen en vrouwen;1-4 jaar;Breda;3499
2362;Totaal mannen en vrouwen;1-4 jaar;Breskens;246
2363;Totaal mannen en vrouwen;1-4 jaar;Breukelen-Nijenrode;248
2364;Totaal mannen en vrouwen;1-4 jaar;Breukelen-Sint Pieters;67
2365;Totaal mannen en vrouwen;1-4 jaar;Brielle;225
2366;Totaal mannen en vrouwen;1-4 jaar;Broek in Waterland;127
2367;Totaal mannen en vrouwen;1-4 jaar;Broek op Langedijk;212
2368;Totaal mannen en vrouwen;1-4 jaar;Broekhuizen;104
2369;Totaal mannen en vrouwen;1-4 jaar;Broeksittard;107
2370;Totaal mannen en vrouwen;1-4 jaar;Brouwershaven;66
2371;Totaal mannen en vrouwen;1-4 jaar;Bruinisse;129
2372;Totaal mannen en vrouwen;1-4 jaar;Brummen;736
2373;Totaal mannen en vrouwen;1-4 jaar;Brunssum;2177
2374;Totaal mannen en vrouwen;1-4 jaar;Budel;558
2375;Totaal mannen en vrouwen;1-4 jaar;Buggenum;50
2376;Totaal mannen en vrouwen;1-4 jaar;Bunde;173
2377;Totaal mannen en vrouwen;1-4 jaar;Bunnik;169
2378;Totaal mannen en vrouwen;1-4 jaar;Bunschoten;529
2379;Totaal mannen en vrouwen;1-4 jaar;Buren;138
2380;Totaal mannen en vrouwen;1-4 jaar;Burgh;39
2381;Totaal mannen en vrouwen;1-4 jaar;Bussum;1839
2382;Totaal mannen en vrouwen;1-4 jaar;Buurmalsen;137
2383;Totaal mannen en vrouwen;1-4 jaar;Cadier en Keer;81
2384;Totaal mannen en vrouwen;1-4 jaar;Cadzand;53
2385;Totaal mannen en vrouwen;1-4 jaar;Callantsoog;75
2386;Totaal mannen en vrouwen;1-4 jaar;Capelle aan den IJssel;826
2387;Totaal mannen en vrouwen;1-4 jaar;Castricum;433
2388;Totaal mannen en vrouwen;1-4 jaar;Chaam;214
2389;Totaal mannen en vrouwen;1-4 jaar;Clinge;319
2390;Totaal mannen en vrouwen;1-4 jaar;Coevorden;631
2391;Totaal mannen en vrouwen;1-4 jaar;Colijnsplaat;133
2392;Totaal mannen en vrouwen;1-4 jaar;Cothen;62
2393;Totaal mannen en vrouwen;1-4 jaar;Cromvoirt;70
2394;Totaal mannen en vrouwen;1-4 jaar;Cuijk en Sint Agatha;445
2395;Totaal mannen en vrouwen;1-4 jaar;Culemborg;697
2396;Totaal mannen en vrouwen;1-4 jaar;Dalen;372
2397;Totaal mannen en vrouwen;1-4 jaar;Dalfsen;722
2398;Totaal mannen en vrouwen;1-4 jaar;Dantumadeel;1138
2399;Totaal mannen en vrouwen;1-4 jaar;Deil;178
2400;Totaal mannen en vrouwen;1-4 jaar;Delden (Ambt-);343
2401;Totaal mannen en vrouwen;1-4 jaar;Delden (Stad-);256
2402;Totaal mannen en vrouwen;1-4 jaar;Delft;4140
2403;Totaal mannen en vrouwen;1-4 jaar;Delfzijl;691
2404;Totaal mannen en vrouwen;1-4 jaar;Denekamp;623
2405;Totaal mannen en vrouwen;1-4 jaar;Deurne;1268
2406;Totaal mannen en vrouwen;1-4 jaar;Deventer;2571
2407;Totaal mannen en vrouwen;1-4 jaar;Didam;717
2408;Totaal mannen en vrouwen;1-4 jaar;Diemen;349
2409;Totaal mannen en vrouwen;1-4 jaar;Diepenheim;136
2410;Totaal mannen en vrouwen;1-4 jaar;Diepenveen;651
2411;Totaal mannen en vrouwen;1-4 jaar;Diessen;151
2412;Totaal mannen en vrouwen;1-4 jaar;Diever;247
2413;Totaal mannen en vrouwen;1-4 jaar;Dinteloord en Prinsenland;391
2414;Totaal mannen en vrouwen;1-4 jaar;Dinther;241
2415;Totaal mannen en vrouwen;1-4 jaar;Dinxperlo;353
2416;Totaal mannen en vrouwen;1-4 jaar;Dirksland;183
2417;Totaal mannen en vrouwen;1-4 jaar;Dodewaard;169
2418;Totaal mannen en vrouwen;1-4 jaar;Doesburg;430
2419;Totaal mannen en vrouwen;1-4 jaar;Doetinchem;1315
2420;Totaal mannen en vrouwen;1-4 jaar;Dokkum;370
2421;Totaal mannen en vrouwen;1-4 jaar;Domburg;73
2422;Totaal mannen en vrouwen;1-4 jaar;Dommelen;80
2423;Totaal mannen en vrouwen;1-4 jaar;Dongen;871
2424;Totaal mannen en vrouwen;1-4 jaar;Doniawerstal;495
2425;Totaal mannen en vrouwen;1-4 jaar;Doorn;264
2426;Totaal mannen en vrouwen;1-4 jaar;Doornspijk;385
2427;Totaal mannen en vrouwen;1-4 jaar;Dordrecht;3928
2428;Totaal mannen en vrouwen;1-4 jaar;Dreischor;67
2429;Totaal mannen en vrouwen;1-4 jaar;Dreumel;255
2430;Totaal mannen en vrouwen;1-4 jaar;Driebergen;426
2431;Totaal mannen en vrouwen;1-4 jaar;Driel;405
2432;Totaal mannen en vrouwen;1-4 jaar;Driewegen;43
2433;Totaal mannen en vrouwen;1-4 jaar;Drunen;365
2434;Totaal mannen en vrouwen;1-4 jaar;Druten;566
2435;Totaal mannen en vrouwen;1-4 jaar;Dubbeldam;383
2436;Totaal mannen en vrouwen;1-4 jaar;Duiven;365
2437;Totaal mannen en vrouwen;1-4 jaar;Duivendijke;46
2438;Totaal mannen en vrouwen;1-4 jaar;Dungen (den);203
2439;Totaal mannen en vrouwen;1-4 jaar;Dussen;370
2440;Totaal mannen en vrouwen;1-4 jaar;Dwingeloo;253
2441;Totaal mannen en vrouwen;1-4 jaar;Echt;943
2442;Totaal mannen en vrouwen;1-4 jaar;Echteld;289
2443;Totaal mannen en vrouwen;1-4 jaar;Edam;804
2444;Totaal mannen en vrouwen;1-4 jaar;Ede;3177
2445;Totaal mannen en vrouwen;1-4 jaar;Eede;88
2446;Totaal mannen en vrouwen;1-4 jaar;Eelde;260
2447;Totaal mannen en vrouwen;1-4 jaar;Eemnes;190
2448;Totaal mannen en vrouwen;1-4 jaar;Eenrum;202
2449;Totaal mannen en vrouwen;1-4 jaar;Eersel;369
2450;Totaal mannen en vrouwen;1-4 jaar;Eethen;201
2451;Totaal mannen en vrouwen;1-4 jaar;Egmond aan Zee;212
2452;Totaal mannen en vrouwen;1-4 jaar;Egmond-Binnen;249
2453;Totaal mannen en vrouwen;1-4 jaar;Eibergen;902
2454;Totaal mannen en vrouwen;1-4 jaar;Eijgelshoven;374
2455;Totaal mannen en vrouwen;1-4 jaar;Eijsden;321
2456;Totaal mannen en vrouwen;1-4 jaar;Eindhoven;9293
2457;Totaal mannen en vrouwen;1-4 jaar;Elburg;198
2458;Totaal mannen en vrouwen;1-4 jaar;Elkerzee;33
2459;Totaal mannen en vrouwen;1-4 jaar;Ellemeet;37
2460;Totaal mannen en vrouwen;1-4 jaar;Ellewoutsdijk;32
2461;Totaal mannen en vrouwen;1-4 jaar;Elsloo;301
2462;Totaal mannen en vrouwen;1-4 jaar;Elst;728
2463;Totaal mannen en vrouwen;1-4 jaar;Emmen;4545
2464;Totaal mannen en vrouwen;1-4 jaar;Empel en Meerwijk;76
2465;Totaal mannen en vrouwen;1-4 jaar;Engelen;159
2466;Totaal mannen en vrouwen;1-4 jaar;Enkhuizen;701
2467;Totaal mannen en vrouwen;1-4 jaar;Enschede;3644
2468;Totaal mannen en vrouwen;1-4 jaar;Epe;1257
2469;Totaal mannen en vrouwen;1-4 jaar;Ermelo;1137
2470;Totaal mannen en vrouwen;1-4 jaar;Erp;338
2471;Totaal mannen en vrouwen;1-4 jaar;Esch;64
2472;Totaal mannen en vrouwen;1-4 jaar;Escharen;131
2473;Totaal mannen en vrouwen;1-4 jaar;Est en Opijnen;78
2474;Totaal mannen en vrouwen;1-4 jaar;Etten en Leur;911
2475;Totaal mannen en vrouwen;1-4 jaar;Everdingen;96
2476;Totaal mannen en vrouwen;1-4 jaar;Ewijk;298
2477;Totaal mannen en vrouwen;1-4 jaar;Ezinge;145
2478;Totaal mannen en vrouwen;1-4 jaar;Ferwerderadeel;750
2479;Totaal mannen en vrouwen;1-4 jaar;Fijnaart en Heijningen;492
2480;Totaal mannen en vrouwen;1-4 jaar;Finsterwolde;269
2481;Totaal mannen en vrouwen;1-4 jaar;Franeker;575
2482;Totaal mannen en vrouwen;1-4 jaar;Franekeradeel;398
2483;Totaal mannen en vrouwen;1-4 jaar;Gaasterland;513
2484;Totaal mannen en vrouwen;1-4 jaar;Gameren;145
2485;Totaal mannen en vrouwen;1-4 jaar;Gassel;64
2486;Totaal mannen en vrouwen;1-4 jaar;Gasselte;321
2487;Totaal mannen en vrouwen;1-4 jaar;Geertruid (St.);107
2488;Totaal mannen en vrouwen;1-4 jaar;Geertruidenberg;279
2489;Totaal mannen en vrouwen;1-4 jaar;Geervliet;73
2490;Totaal mannen en vrouwen;1-4 jaar;Geffen;248
2491;Totaal mannen en vrouwen;1-4 jaar;Geldermalsen;408
2492;Totaal mannen en vrouwen;1-4 jaar;Geldrop;1134
2493;Totaal mannen en vrouwen;1-4 jaar;Geleen;1531
2494;Totaal mannen en vrouwen;1-4 jaar;Gemert;706
2495;Totaal mannen en vrouwen;1-4 jaar;Gendringen;1027
2496;Totaal mannen en vrouwen;1-4 jaar;Genemuiden;326
2497;Totaal mannen en vrouwen;1-4 jaar;Gennep;304
2498;Totaal mannen en vrouwen;1-4 jaar;Gent;346
2499;Totaal mannen en vrouwen;1-4 jaar;Geulle;146
2500;Totaal mannen en vrouwen;1-4 jaar;Giessen;48
2501;Totaal mannen en vrouwen;1-4 jaar;Giessendam;362
2502;Totaal mannen en vrouwen;1-4 jaar;Giessen-Nieuwkerk;99
2503;Totaal mannen en vrouwen;1-4 jaar;Gieten;264
2504;Totaal mannen en vrouwen;1-4 jaar;Giethoorn;159
2505;Totaal mannen en vrouwen;1-4 jaar;Gilze en Rijen;880
2506;Totaal mannen en vrouwen;1-4 jaar;Ginneken en Bavel;1360
2507;Totaal mannen en vrouwen;1-4 jaar;Goedereede;97
2508;Totaal mannen en vrouwen;1-4 jaar;Goes;679
2509;Totaal mannen en vrouwen;1-4 jaar;Goirle;541
2510;Totaal mannen en vrouwen;1-4 jaar;Goor;261
2511;Totaal mannen en vrouwen;1-4 jaar;Gorinchem;1069
2512;Totaal mannen en vrouwen;1-4 jaar;Gorssel;644
2513;Totaal mannen en vrouwen;1-4 jaar;Gouda;2406
2514;Totaal mannen en vrouwen;1-4 jaar;Gouderak;165
2515;Totaal mannen en vrouwen;1-4 jaar;Goudriaan;44
2516;Totaal mannen en vrouwen;1-4 jaar;Goudswaard;139
2517;Totaal mannen en vrouwen;1-4 jaar;Graauw en Langendam;163
2518;Totaal mannen en vrouwen;1-4 jaar;Grafhorst;59
2519;Totaal mannen en vrouwen;1-4 jaar;Graft;104
2520;Totaal mannen en vrouwen;1-4 jaar;Gramsbergen;436
2521;Totaal mannen en vrouwen;1-4 jaar;Grathem;153
2522;Totaal mannen en vrouwen;1-4 jaar;Grave;173
2523;Totaal mannen en vrouwen;1-4 jaar;'s-Graveland;134
2524;Totaal mannen en vrouwen;1-4 jaar;'s-Gravendeel;421
2525;Totaal mannen en vrouwen;1-4 jaar;'s-Gravenhage;28628
2526;Totaal mannen en vrouwen;1-4 jaar;'s-Gravenpolder;81
2527;Totaal mannen en vrouwen;1-4 jaar;'s-Gravenzande;729
2528;Totaal mannen en vrouwen;1-4 jaar;Grevenbicht;146
2529;Totaal mannen en vrouwen;1-4 jaar;Grijpskerk;263
2530;Totaal mannen en vrouwen;1-4 jaar;Grijpskerke;79
2531;Totaal mannen en vrouwen;1-4 jaar;Groede;155
2532;Totaal mannen en vrouwen;1-4 jaar;Groenlo;429
2533;Totaal mannen en vrouwen;1-4 jaar;Groesbeek;848
2534;Totaal mannen en vrouwen;1-4 jaar;Groningen;7342
2535;Totaal mannen en vrouwen;1-4 jaar;Gronsveld;182
2536;Totaal mannen en vrouwen;1-4 jaar;Groot-Ammers;117
2537;Totaal mannen en vrouwen;1-4 jaar;Grootebroek;480
2538;Totaal mannen en vrouwen;1-4 jaar;Grootegast;756
2539;Totaal mannen en vrouwen;1-4 jaar;Grubbenvorst;276
2540;Totaal mannen en vrouwen;1-4 jaar;Gulpen;287
2541;Totaal mannen en vrouwen;1-4 jaar;Haaften;188
2542;Totaal mannen en vrouwen;1-4 jaar;Haaksbergen;862
2543;Totaal mannen en vrouwen;1-4 jaar;Haamstede;80
2544;Totaal mannen en vrouwen;1-4 jaar;Haaren;207
2545;Totaal mannen en vrouwen;1-4 jaar;Haarlem;8438
2546;Totaal mannen en vrouwen;1-4 jaar;Haarlemmerliede en Spaarnwoude;286
2547;Totaal mannen en vrouwen;1-4 jaar;Haarlemmermeer;2606
2548;Totaal mannen en vrouwen;1-4 jaar;Haarzuilens;37
2549;Totaal mannen en vrouwen;1-4 jaar;Haastrecht;170
2550;Totaal mannen en vrouwen;1-4 jaar;Haelen;132
2551;Totaal mannen en vrouwen;1-4 jaar;Hagestein;84
2552;Totaal mannen en vrouwen;1-4 jaar;Halsteren;547
2553;Totaal mannen en vrouwen;1-4 jaar;Ham (den);664
2554;Totaal mannen en vrouwen;1-4 jaar;Haps;207
2555;Totaal mannen en vrouwen;1-4 jaar;Hardenberg (Ambt-);1500
2556;Totaal mannen en vrouwen;1-4 jaar;Hardenberg (Stad-);267
2557;Totaal mannen en vrouwen;1-4 jaar;Harderwijk;783
2558;Totaal mannen en vrouwen;1-4 jaar;Hardinxveld;583
2559;Totaal mannen en vrouwen;1-4 jaar;Haren;487
2560;Totaal mannen en vrouwen;1-4 jaar;Harenkarspel;334
2561;Totaal mannen en vrouwen;1-4 jaar;Harlingen;758
2562;Totaal mannen en vrouwen;1-4 jaar;Harmelen;211
2563;Totaal mannen en vrouwen;1-4 jaar;Haskerland;634
2564;Totaal mannen en vrouwen;1-4 jaar;Hasselt;183
2565;Totaal mannen en vrouwen;1-4 jaar;Hattem;376
2566;Totaal mannen en vrouwen;1-4 jaar;Havelte;349
2567;Totaal mannen en vrouwen;1-4 jaar;Hazerswoude;500
2568;Totaal mannen en vrouwen;1-4 jaar;Hedel;135
2569;Totaal mannen en vrouwen;1-4 jaar;Hedikhuizen;140
2570;Totaal mannen en vrouwen;1-4 jaar;Heel en Panheel;174
2571;Totaal mannen en vrouwen;1-4 jaar;Heemskerk;510
2572;Totaal mannen en vrouwen;1-4 jaar;Heemstede;1039
2573;Totaal mannen en vrouwen;1-4 jaar;Heenvliet;78
2574;Totaal mannen en vrouwen;1-4 jaar;Heer;438
2575;Totaal mannen en vrouwen;1-4 jaar;'s-Heer-Abtskerke;47
2576;Totaal mannen en vrouwen;1-4 jaar;'s-Heer-Arendskerke;379
2577;Totaal mannen en vrouwen;1-4 jaar;Heerde;808
2578;Totaal mannen en vrouwen;1-4 jaar;'s-Heerenhoek;133
2579;Totaal mannen en vrouwen;1-4 jaar;Heerewaarden;49
2580;Totaal mannen en vrouwen;1-4 jaar;Heerhugowaard;541
2581;Totaal mannen en vrouwen;1-4 jaar;Heerjansdam;141
2582;Totaal mannen en vrouwen;1-4 jaar;Heerlen;5011
2583;Totaal mannen en vrouwen;1-4 jaar;Heesch;400
2584;Totaal mannen en vrouwen;1-4 jaar;Heeswijk;121
2585;Totaal mannen en vrouwen;1-4 jaar;Heeze;338
2586;Totaal mannen en vrouwen;1-4 jaar;Hei- en Boeicop;43
2587;Totaal mannen en vrouwen;1-4 jaar;Heijthuizen;207
2588;Totaal mannen en vrouwen;1-4 jaar;Heilo;390
2589;Totaal mannen en vrouwen;1-4 jaar;Heinenoord;159
2590;Totaal mannen en vrouwen;1-4 jaar;Heinkenszand;159
2591;Totaal mannen en vrouwen;1-4 jaar;Heino;302
2592;Totaal mannen en vrouwen;1-4 jaar;Hekelingen;91
2593;Totaal mannen en vrouwen;1-4 jaar;Hekendorp;74
2594;Totaal mannen en vrouwen;1-4 jaar;Helden;751
2595;Totaal mannen en vrouwen;1-4 jaar;Helder (Den);2228
2596;Totaal mannen en vrouwen;1-4 jaar;Hellendoorn;1317
2597;Totaal mannen en vrouwen;1-4 jaar;Hellevoetsluis;114
2598;Totaal mannen en vrouwen;1-4 jaar;Helmond;2557
2599;Totaal mannen en vrouwen;1-4 jaar;Helvoet (Nieuw-);155
2600;Totaal mannen en vrouwen;1-4 jaar;Helvoirt;224
2601;Totaal mannen en vrouwen;1-4 jaar;Hemelumer Oldephaerd en Noordwolde;455
2602;Totaal mannen en vrouwen;1-4 jaar;Hemmen;14
2603;Totaal mannen en vrouwen;1-4 jaar;Hendrik-Ido-Ambacht;420
2604;Totaal mannen en vrouwen;1-4 jaar;Hengelo (Gld.);475
2605;Totaal mannen en vrouwen;1-4 jaar;Hengelo (O.);2736
2606;Totaal mannen en vrouwen;1-4 jaar;Hengstdijk;57
2607;Totaal mannen en vrouwen;1-4 jaar;Hennaarderadeel;377
2608;Totaal mannen en vrouwen;1-4 jaar;Hensbroek;90
2609;Totaal mannen en vrouwen;1-4 jaar;Herkingen;95
2610;Totaal mannen en vrouwen;1-4 jaar;Herpen;172
2611;Totaal mannen en vrouwen;1-4 jaar;Herpt;64
2612;Totaal mannen en vrouwen;1-4 jaar;Herten;126
2613;Totaal mannen en vrouwen;1-4 jaar;'s-Hertogenbosch;3878
2614;Totaal mannen en vrouwen;1-4 jaar;Herwen en Aerdt;582
2615;Totaal mannen en vrouwen;1-4 jaar;Herwijnen;140
2616;Totaal mannen en vrouwen;1-4 jaar;Heteren;340
2617;Totaal mannen en vrouwen;1-4 jaar;Heukelum;118
2618;Totaal mannen en vrouwen;1-4 jaar;Heumen;315
2619;Totaal mannen en vrouwen;1-4 jaar;Heusden;166
2620;Totaal mannen en vrouwen;1-4 jaar;Hillegersberg;1332
2621;Totaal mannen en vrouwen;1-4 jaar;Hillegom;1064
2622;Totaal mannen en vrouwen;1-4 jaar;Hilvarenbeek;355
2623;Totaal mannen en vrouwen;1-4 jaar;Hilversum;4118
2624;Totaal mannen en vrouwen;1-4 jaar;Hindeloopen;72
2625;Totaal mannen en vrouwen;1-4 jaar;Hoedekenskerke;122
2626;Totaal mannen en vrouwen;1-4 jaar;Hoek;175
2627;Totaal mannen en vrouwen;1-4 jaar;Hoenkoop;74
2628;Totaal mannen en vrouwen;1-4 jaar;Hoensbroek;1727
2629;Totaal mannen en vrouwen;1-4 jaar;Hoevelaken;132
2630;Totaal mannen en vrouwen;1-4 jaar;Hoeven;394
2631;Totaal mannen en vrouwen;1-4 jaar;Holten;365
2632;Totaal mannen en vrouwen;1-4 jaar;Hontenisse;434
2633;Totaal mannen en vrouwen;1-4 jaar;Hoofdplaat;115
2634;Totaal mannen en vrouwen;1-4 jaar;Hoogblokland;65
2635;Totaal mannen en vrouwen;1-4 jaar;Hooge en Lage Mierde;196
2636;Totaal mannen en vrouwen;1-4 jaar;Hooge en Lage Zwaluwe;442
2637;Totaal mannen en vrouwen;1-4 jaar;Hoogeloon, Hapert en Casteren;308
2638;Totaal mannen en vrouwen;1-4 jaar;Hoogeveen;1636
2639;Totaal mannen en vrouwen;1-4 jaar;Hoogezand;897
2640;Totaal mannen en vrouwen;1-4 jaar;Hoogkarspel;249
2641;Totaal mannen en vrouwen;1-4 jaar;Hoogkerk;373
2642;Totaal mannen en vrouwen;1-4 jaar;Hoogland;383
2643;Totaal mannen en vrouwen;1-4 jaar;Hoogvliet;128
2644;Totaal mannen en vrouwen;1-4 jaar;Hoogwoud;242
2645;Totaal mannen en vrouwen;1-4 jaar;Hoorn;912
2646;Totaal mannen en vrouwen;1-4 jaar;Hoornaar;59
2647;Totaal mannen en vrouwen;1-4 jaar;Horn;123
2648;Totaal mannen en vrouwen;1-4 jaar;Horssen;83
2649;Totaal mannen en vrouwen;1-4 jaar;Horst;871
2650;Totaal mannen en vrouwen;1-4 jaar;Houten;254
2651;Totaal mannen en vrouwen;1-4 jaar;Houthem;188
2652;Totaal mannen en vrouwen;1-4 jaar;Huijbergen;71
2653;Totaal mannen en vrouwen;1-4 jaar;Huissen;581
2654;Totaal mannen en vrouwen;1-4 jaar;Huizen;591
2655;Totaal mannen en vrouwen;1-4 jaar;Hulsberg;236
2656;Totaal mannen en vrouwen;1-4 jaar;Hulst;290
2657;Totaal mannen en vrouwen;1-4 jaar;Hummelo en Keppel;216
2658;Totaal mannen en vrouwen;1-4 jaar;Hunsel;200
2659;Totaal mannen en vrouwen;1-4 jaar;Hurwenen;35
2660;Totaal mannen en vrouwen;1-4 jaar;Idaarderadeel;393
2661;Totaal mannen en vrouwen;1-4 jaar;Ilpendam;222
2662;Totaal mannen en vrouwen;1-4 jaar;Itteren;59
2663;Totaal mannen en vrouwen;1-4 jaar;Ittervoort;42
2664;Totaal mannen en vrouwen;1-4 jaar;Jaarsveld;150
2665;Totaal mannen en vrouwen;1-4 jaar;Jabeek;73
2666;Totaal mannen en vrouwen;1-4 jaar;Janssteen (St.);260
2667;Totaal mannen en vrouwen;1-4 jaar;Jisp;56
2668;Totaal mannen en vrouwen;1-4 jaar;Jutphaas;505
2669;Totaal mannen en vrouwen;1-4 jaar;Kamerik;227
2670;Totaal mannen en vrouwen;1-4 jaar;Kampen;1604
2671;Totaal mannen en vrouwen;1-4 jaar;Kamperveen;61
2672;Totaal mannen en vrouwen;1-4 jaar;Kantens;175
2673;Totaal mannen en vrouwen;1-4 jaar;Kapelle;198
2674;Totaal mannen en vrouwen;1-4 jaar;Kats;41
2675;Totaal mannen en vrouwen;1-4 jaar;Kattendijke;112
2676;Totaal mannen en vrouwen;1-4 jaar;Katwijk;1510
2677;Totaal mannen en vrouwen;1-4 jaar;Katwoude;23
2678;Totaal mannen en vrouwen;1-4 jaar;Kedichem;105
2679;Totaal mannen en vrouwen;1-4 jaar;Kerkrade;3598
2680;Totaal mannen en vrouwen;1-4 jaar;Kerkwerve;60
2681;Totaal mannen en vrouwen;1-4 jaar;Kerkwijk;89
2682;Totaal mannen en vrouwen;1-4 jaar;Kessel;181
2683;Totaal mannen en vrouwen;1-4 jaar;Kesteren;361
2684;Totaal mannen en vrouwen;1-4 jaar;Kethel en Spaland;221
2685;Totaal mannen en vrouwen;1-4 jaar;Klaaswaal;151
2686;Totaal mannen en vrouwen;1-4 jaar;Klimmen;219
2687;Totaal mannen en vrouwen;1-4 jaar;Kloetinge;151
2688;Totaal mannen en vrouwen;1-4 jaar;Kloosterburen;191
2689;Totaal mannen en vrouwen;1-4 jaar;Klundert;474
2690;Totaal mannen en vrouwen;1-4 jaar;Kockengen;92
2691;Totaal mannen en vrouwen;1-4 jaar;Koedijk;152
2692;Totaal mannen en vrouwen;1-4 jaar;Koewacht;217
2693;Totaal mannen en vrouwen;1-4 jaar;Kollumerland en Nieuwkruisland;860
2694;Totaal mannen en vrouwen;1-4 jaar;Koog aan de Zaan;329
2695;Totaal mannen en vrouwen;1-4 jaar;Kortenhoef;131
2696;Totaal mannen en vrouwen;1-4 jaar;Kortgene;85
2697;Totaal mannen en vrouwen;1-4 jaar;Koudekerk;194
2698;Totaal mannen en vrouwen;1-4 jaar;Koudekerke;302
2699;Totaal mannen en vrouwen;1-4 jaar;Krabbendijke;200
2700;Totaal mannen en vrouwen;1-4 jaar;Krimpen aan de Lek;239
2701;Totaal mannen en vrouwen;1-4 jaar;Krimpen aan den IJssel;542
2702;Totaal mannen en vrouwen;1-4 jaar;Krommenie;420
2703;Totaal mannen en vrouwen;1-4 jaar;Kruiningen;280
2704;Totaal mannen en vrouwen;1-4 jaar;Kruis (St.);59
2705;Totaal mannen en vrouwen;1-4 jaar;Kuinre;54
2706;Totaal mannen en vrouwen;1-4 jaar;Kwadijk;21
2707;Totaal mannen en vrouwen;1-4 jaar;Laag-Nieuwkoop;55
2708;Totaal mannen en vrouwen;1-4 jaar;Landsmeer;258
2709;Totaal mannen en vrouwen;1-4 jaar;Langbroek;139
2710;Totaal mannen en vrouwen;1-4 jaar;Lange Ruige Weide;73
