ID;Geslacht;Leeftijd;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
8078;Mannen;57 jaar;2023;99673;24216;16921;7295;5750;1545;13093;11123
8079;Mannen;57 jaar;2024;97131;24102;16861;7240;5719;1521;13183;10918
8080;Mannen;57 jaar;2025;96772;23391;16087;7304;5794;1511;12401;10990
8081;Mannen;57 jaar;2026;95875;24480;17052;7428;5887;1541;13420;11060
8082;Mannen;57 jaar;2027;100018;25293;17451;7842;6149;1693;13870;11423
8083;Mannen;57 jaar;2028;96468;25261;17611;7651;5842;1809;14209;11052
8084;Mannen;57 jaar;2029;91787;24783;17234;7548;5581;1967;14031;10751
8085;Mannen;57 jaar;2030;85921;24318;16897;7421;5366;2055;13871;10447
8086;Mannen;57 jaar;2031;78624;23385;16527;6858;4728;2130;13551;9834
8087;Mannen;57 jaar;2032;75199;23472;16469;7002;4632;2371;13765;9707
8088;Mannen;57 jaar;2033;71507;23075;15761;7313;4611;2702;13397;9678
8089;Mannen;57 jaar;2034;70904;23232;15469;7763;4637;3126;13497;9735
8090;Mannen;57 jaar;2035;68831;23691;15629;8063;4609;3454;14060;9631
8091;Mannen;57 jaar;2036;69261;24241;15540;8700;4796;3904;14388;9853
8092;Mannen;57 jaar;2037;68366;24705;15392;9313;4888;4425;14793;9912
8093;Mannen;57 jaar;2038;70261;25267;15071;10196;5138;5059;15111;10156
8094;Mannen;57 jaar;2039;68310;25686;15017;10669;5131;5538;15539;10147
8095;Mannen;57 jaar;2040;66368;25643;15218;10425;4984;5442;15647;9996
8096;Mannen;57 jaar;2041;65637;25767;15288;10479;4955;5524;15810;9957
8097;Mannen;57 jaar;2042;67257;26368;15566;10801;5102;5700;16286;10082
8098;Mannen;57 jaar;2043;68295;26526;15567;10960;5203;5757;16404;10122
8099;Mannen;57 jaar;2044;70152;26913;15474;11439;5385;6053;16627;10286
8100;Mannen;57 jaar;2045;71220;27286;15483;11803;5378;6425;16978;10308
8101;Mannen;57 jaar;2046;70201;28038;15536;12502;5457;7045;17718;10320
8102;Mannen;57 jaar;2047;70583;28572;15627;12945;5553;7392;18154;10417
8103;Mannen;57 jaar;2048;73868;29126;15537;13589;5846;7743;18601;10525
8104;Mannen;57 jaar;2049;73515;29457;15498;13960;6002;7958;18810;10648
8105;Mannen;57 jaar;2050;72607;29712;15542;14170;5980;8190;19164;10548
8106;Mannen;58 jaar;2009;90406;16838;11173;5666;5098;568;5937;10901
8107;Mannen;58 jaar;2010;90296;15934;9839;6094;5089;1006;5471;10463
8108;Mannen;58 jaar;2011;92741;16518;10315;6203;4974;1229;6184;10334
8109;Mannen;58 jaar;2012;91862;16336;10467;5869;4630;1239;6409;9926
8110;Mannen;58 jaar;2013;92593;16603;10874;5729;4493;1236;6821;9782
8111;Mannen;58 jaar;2014;92703;17010;11185;5825;4542;1283;7315;9695
8112;Mannen;58 jaar;2015;94559;17887;12054;5833;4483;1350;8198;9689
8113;Mannen;58 jaar;2016;95724;17809;11822;5986;4639;1347;8127;9682
8114;Mannen;58 jaar;2017;96745;18750;12459;6292;4760;1531;8939;9811
8115;Mannen;58 jaar;2018;98510;19512;13170;6342;4739;1602;9557;9955
8116;Mannen;58 jaar;2019;97707;20923;14675;6248;4710;1538;10902;10021
8117;Mannen;58 jaar;2020;100383;20853;14188;6665;5058;1608;10501;10353
8118;Mannen;58 jaar;2021;99876;22007;15217;6790;5222;1568;11626;10381
8119;Mannen;58 jaar;2022;101482;22653;15608;7045;5357;1688;12032;10621
8120;Mannen;58 jaar;2023;101455;23870;16506;7364;5728;1635;12897;10973
8121;Mannen;58 jaar;2024;99102;23941;16686;7255;5719;1536;12950;10991
8122;Mannen;58 jaar;2025;96584;23830;16631;7200;5688;1512;13042;10788
8123;Mannen;58 jaar;2026;96232;23125;15861;7264;5763;1501;12269;10856
8124;Mannen;58 jaar;2027;95346;24204;16817;7387;5856;1531;13277;10927
8125;Mannen;58 jaar;2028;99466;25011;17213;7798;6116;1682;13726;11285
8126;Mannen;58 jaar;2029;95944;24979;17371;7609;5812;1797;14060;10919
8127;Mannen;58 jaar;2030;91299;24510;17003;7507;5553;1954;13890;10620
8128;Mannen;58 jaar;2031;85475;24050;16668;7381;5340;2042;13731;10319
8129;Mannen;58 jaar;2032;78229;23125;16303;6822;4706;2116;13416;9709
8130;Mannen;58 jaar;2033;74830;23214;16248;6966;4611;2356;13629;9584
8131;Mannen;58 jaar;2034;71164;22820;15545;7275;4590;2685;13266;9555
8132;Mannen;58 jaar;2035;70567;22977;15255;7723;4617;3106;13366;9612
8133;Mannen;58 jaar;2036;68509;23432;15412;8020;4588;3432;13924;9508
8134;Mannen;58 jaar;2037;68940;23975;15321;8653;4773;3880;14248;9727
8135;Mannen;58 jaar;2038;68054;24437;15174;9262;4865;4397;14651;9786
8136;Mannen;58 jaar;2039;69940;24993;14853;10140;5113;5027;14965;10028
8137;Mannen;58 jaar;2040;68005;25408;14797;10611;5107;5504;15388;10019
8138;Mannen;58 jaar;2041;66078;25361;14992;10370;4961;5408;15492;9869
8139;Mannen;58 jaar;2042;65355;25482;15059;10423;4933;5490;15653;9830
8140;Mannen;58 jaar;2043;66969;26078;15334;10744;5079;5665;16125;9953
8141;Mannen;58 jaar;2044;68004;26236;15334;10902;5180;5722;16243;9993
8142;Mannen;58 jaar;2045;69854;26621;15243;11378;5361;6017;16465;10156
8143;Mannen;58 jaar;2046;70919;26991;15250;11741;5354;6387;16813;10177
8144;Mannen;58 jaar;2047;69910;27736;15301;12436;5432;7003;17547;10189
8145;Mannen;58 jaar;2048;70295;28265;15388;12877;5528;7349;17980;10285
8146;Mannen;58 jaar;2049;73564;28815;15298;13517;5819;7698;18425;10390
8147;Mannen;58 jaar;2050;73218;29143;15258;13886;5975;7911;18631;10512
8148;Mannen;59 jaar;2009;92396;16156;10532;5624;5118;506;5027;11129
8149;Mannen;59 jaar;2010;89732;16632;11015;5617;5053;565;5865;10768
8150;Mannen;59 jaar;2011;89640;15744;9699;6045;5047;998;5406;10338
8151;Mannen;59 jaar;2012;92076;16323;10169;6154;4935;1219;6111;10213
8152;Mannen;59 jaar;2013;91223;16151;10326;5825;4596;1229;6338;9813
8153;Mannen;59 jaar;2014;91960;16417;10729;5687;4460;1227;6743;9674
8154;Mannen;59 jaar;2015;92081;16820;11036;5784;4510;1274;7233;9587
8155;Mannen;59 jaar;2016;93930;17687;11894;5793;4453;1341;8105;9582
8156;Mannen;59 jaar;2017;95091;17612;11666;5946;4608;1338;8036;9576
8157;Mannen;59 jaar;2018;96110;18540;12291;6250;4729;1520;8837;9703
8158;Mannen;59 jaar;2019;97867;19294;12993;6300;4709;1591;9450;9844
8159;Mannen;59 jaar;2020;97077;20679;14472;6207;4680;1528;10775;9904
8160;Mannen;59 jaar;2021;99740;20617;13995;6622;5026;1597;10385;10233
8161;Mannen;59 jaar;2022;99244;21755;15009;6746;5189;1557;11494;10261
8162;Mannen;59 jaar;2023;100846;22393;15392;7001;5324;1677;11897;10496
8163;Mannen;59 jaar;2024;100826;23596;16279;7317;5694;1624;12752;10845
8164;Mannen;59 jaar;2025;98497;23664;16455;7210;5684;1525;12805;10860
8165;Mannen;59 jaar;2026;96002;23560;16404;7156;5654;1502;12900;10660
8166;Mannen;59 jaar;2027;95659;22861;15641;7220;5729;1491;12135;10726
8167;Mannen;59 jaar;2028;94785;23928;16587;7341;5820;1521;13133;10796
8168;Mannen;59 jaar;2029;98880;24729;16980;7750;6079;1670;13579;11150
8169;Mannen;59 jaar;2030;95387;24697;17135;7562;5777;1785;13909;10789
8170;Mannen;59 jaar;2031;90779;24237;16775;7462;5521;1941;13746;10491
8171;Mannen;59 jaar;2032;84998;23781;16444;7337;5309;2028;13588;10193
8172;Mannen;59 jaar;2033;77805;22865;16084;6782;4680;2102;13278;9587
8173;Mannen;59 jaar;2034;74433;22954;16029;6925;4585;2340;13491;9463
8174;Mannen;59 jaar;2035;70794;22565;15332;7233;4566;2667;13131;9434
8175;Mannen;59 jaar;2036;70203;22722;15044;7678;4592;3086;13231;9491
8176;Mannen;59 jaar;2037;68164;23172;15198;7974;4565;3409;13785;9388
8177;Mannen;59 jaar;2038;68596;23709;15106;8603;4748;3854;14105;9605
8178;Mannen;59 jaar;2039;67718;24170;14962;9208;4840;4369;14506;9665
8179;Mannen;59 jaar;2040;69597;24720;14640;10081;5086;4995;14816;9905
8180;Mannen;59 jaar;2041;67677;25131;14582;10549;5081;5468;15235;9896
8181;Mannen;59 jaar;2042;65766;25081;14771;10310;4936;5374;15335;9746
8182;Mannen;59 jaar;2043;65050;25200;14837;10363;4908;5455;15493;9707
8183;Mannen;59 jaar;2044;66659;25789;15107;10683;5053;5630;15960;9829
8184;Mannen;59 jaar;2045;67691;25947;15107;10840;5153;5687;16079;9868
8185;Mannen;59 jaar;2046;69534;26330;15017;11314;5334;5980;16301;10029
8186;Mannen;59 jaar;2047;70597;26697;15023;11675;5327;6348;16647;10050
8187;Mannen;59 jaar;2048;69597;27437;15071;12366;5405;6961;17375;10061
8188;Mannen;59 jaar;2049;69984;27960;15155;12804;5500;7304;17804;10156
8189;Mannen;59 jaar;2050;73239;28507;15063;13444;5792;7652;18245;10262
8190;Mannen;60 jaar;2009;95246;16488;10500;5988;5469;519;5064;11424
8191;Mannen;60 jaar;2010;91603;15944;10374;5570;5068;501;4971;10973
8192;Mannen;60 jaar;2011;88983;16418;10851;5567;5006;561;5794;10624
8193;Mannen;60 jaar;2012;88909;15548;9556;5992;5002;989;5344;10204
8194;Mannen;60 jaar;2013;91345;16123;10022;6101;4892;1209;6041;10082
8195;Mannen;60 jaar;2014;90514;15961;10184;5778;4559;1219;6268;9694
8196;Mannen;60 jaar;2015;91257;16224;10581;5643;4426;1217;6667;9557
8197;Mannen;60 jaar;2016;91387;16626;10886;5740;4476;1264;7153;9473
8198;Mannen;60 jaar;2017;93227;17480;11731;5749;4419;1330;8011;9468
8199;Mannen;60 jaar;2018;94385;17408;11506;5902;4574;1328;7945;9463
8200;Mannen;60 jaar;2019;95402;18325;12121;6204;4695;1509;8736;9588
8201;Mannen;60 jaar;2020;97155;19068;12814;6254;4675;1579;9343;9726
8202;Mannen;60 jaar;2021;96379;20431;14268;6163;4646;1517;10649;9782
8203;Mannen;60 jaar;2022;99030;20374;13799;6575;4991;1584;10267;10107
8204;Mannen;60 jaar;2023;98545;21499;14800;6699;5154;1545;11362;10136
8205;Mannen;60 jaar;2024;100143;22129;15177;6952;5288;1664;11762;10367
8206;Mannen;60 jaar;2025;100132;23318;16051;7267;5655;1612;12607;10711
8207;Mannen;60 jaar;2026;97830;23384;16223;7160;5646;1514;12660;10724
8208;Mannen;60 jaar;2027;95362;23283;16176;7107;5617;1491;12756;10527
8209;Mannen;60 jaar;2028;95027;22590;15419;7171;5691;1480;12000;10590
8210;Mannen;60 jaar;2029;94166;23648;16356;7292;5782;1509;12988;10660
8211;Mannen;60 jaar;2030;98236;24441;16744;7697;6039;1658;13431;11010
8212;Mannen;60 jaar;2031;94775;24409;16899;7511;5739;1772;13756;10654
8213;Mannen;60 jaar;2032;90208;23959;16547;7412;5485;1927;13601;10358
8214;Mannen;60 jaar;2033;84475;23507;16219;7289;5275;2013;13444;10063
8215;Mannen;60 jaar;2034;77339;22601;15863;6738;4651;2087;13138;9463
8216;Mannen;60 jaar;2035;73996;22690;15809;6880;4557;2323;13350;9340
8217;Mannen;60 jaar;2036;70390;22304;15117;7187;4539;2648;12994;9311
8218;Mannen;60 jaar;2037;69807;22461;14832;7629;4565;3064;13094;9367
8219;Mannen;60 jaar;2038;67785;22907;14984;7923;4538;3385;13642;9265
8220;Mannen;60 jaar;2039;68219;23439;14891;8548;4721;3827;13959;9480
8221;Mannen;60 jaar;2040;67352;23897;14748;9150;4811;4338;14358;9540
8222;Mannen;60 jaar;2041;69222;24442;14425;10016;5057;4960;14664;9778
8223;Mannen;60 jaar;2042;67321;24847;14365;10482;5051;5430;15078;9769
8224;Mannen;60 jaar;2043;65428;24794;14549;10245;4908;5337;15174;9620
8225;Mannen;60 jaar;2044;64723;24911;14613;10298;4880;5418;15331;9580
8226;Mannen;60 jaar;2045;66324;25496;14879;10616;5024;5592;15793;9702
8227;Mannen;60 jaar;2046;67355;25654;14880;10774;5125;5649;15913;9741
8228;Mannen;60 jaar;2047;69191;26034;14789;11245;5305;5940;16133;9901
8229;Mannen;60 jaar;2048;70252;26399;14794;11604;5298;6306;16477;9921
8230;Mannen;60 jaar;2049;69265;27132;14841;12292;5376;6916;17200;9932
8231;Mannen;60 jaar;2050;69655;27650;14922;12728;5471;7257;17625;10025
8232;Mannen;61 jaar;2009;100184;16379;9762;6617;6064;552;4593;11785
8233;Mannen;61 jaar;2010;94323;16259;10333;5926;5412;514;4999;11260
8234;Mannen;61 jaar;2011;90740;15727;10211;5516;5019;497;4907;10820
8235;Mannen;61 jaar;2012;88165;16201;10686;5515;4959;557;5718;10484
8236;Mannen;61 jaar;2013;88115;15349;9412;5937;4956;981;5274;10074
8237;Mannen;61 jaar;2014;90542;15921;9874;6046;4848;1198;5965;9956
8238;Mannen;61 jaar;2015;89734;15766;10037;5729;4521;1209;6189;9577
8239;Mannen;61 jaar;2016;90482;16027;10430;5597;4390;1207;6583;9444
8240;Mannen;61 jaar;2017;90623;16424;10731;5693;4440;1253;7063;9362
8241;Mannen;61 jaar;2018;92453;17266;11564;5703;4383;1319;7909;9357
8242;Mannen;61 jaar;2019;93610;17196;11342;5855;4538;1317;7844;9353
8243;Mannen;61 jaar;2020;94627;18103;11947;6155;4659;1497;8626;9477
8244;Mannen;61 jaar;2021;96374;18838;12632;6206;4640;1567;9226;9612
8245;Mannen;61 jaar;2022;95614;20179;14062;6116;4613;1504;10514;9665
8246;Mannen;61 jaar;2023;98251;20128;13602;6526;4955;1571;10141;9987
8247;Mannen;61 jaar;2024;97781;21238;14589;6649;5117;1533;11221;10017
8248;Mannen;61 jaar;2025;99373;21861;14960;6901;5250;1651;11617;10244
8249;Mannen;61 jaar;2026;99370;23037;15824;7213;5615;1599;12453;10584
8250;Mannen;61 jaar;2027;97095;23102;15994;7108;5606;1502;12507;10595
8251;Mannen;61 jaar;2028;94655;23006;15950;7056;5577;1479;12605;10401
8252;Mannen;61 jaar;2029;94330;22318;15198;7120;5651;1468;11856;10462
8253;Mannen;61 jaar;2030;93483;23365;16126;7239;5741;1498;12834;10531
8254;Mannen;61 jaar;2031;97525;24152;16511;7642;5996;1645;13275;10877
8255;Mannen;61 jaar;2032;94097;24121;16664;7457;5699;1758;13595;10525
8256;Mannen;61 jaar;2033;89572;23680;16321;7359;5447;1912;13447;10233
8257;Mannen;61 jaar;2034;83891;23232;15995;7238;5240;1998;13291;9942
8258;Mannen;61 jaar;2035;76815;22336;15644;6692;4621;2071;12989;9347
8259;Mannen;61 jaar;2036;73504;22426;15593;6833;4528;2305;13202;9224
8260;Mannen;61 jaar;2037;69928;22045;14906;7139;4510;2628;12849;9196
8261;Mannen;61 jaar;2038;69356;22201;14623;7577;4537;3041;12949;9252
8262;Mannen;61 jaar;2039;67354;22644;14774;7870;4510;3360;13493;9151
8263;Mannen;61 jaar;2040;67791;23169;14679;8490;4692;3799;13806;9364
8264;Mannen;61 jaar;2041;66935;23625;14537;9088;4782;4306;14201;9424
8265;Mannen;61 jaar;2042;68798;24163;14215;9949;5025;4923;14504;9660
8266;Mannen;61 jaar;2043;66916;24564;14153;10411;5020;5391;14913;9651
8267;Mannen;61 jaar;2044;65040;24510;14333;10177;4878;5299;15007;9502
8268;Mannen;61 jaar;2045;64346;24625;14395;10231;4851;5379;15162;9463
8269;Mannen;61 jaar;2046;65942;25204;14657;10547;4995;5552;15620;9584
8270;Mannen;61 jaar;2047;66972;25361;14657;10704;5095;5609;15739;9622
8271;Mannen;61 jaar;2048;68800;25740;14567;11173;5274;5899;15959;9781
8272;Mannen;61 jaar;2049;69860;26102;14572;11531;5268;6263;16301;9802
8273;Mannen;61 jaar;2050;68884;26830;14616;12214;5346;6868;17018;9812
8274;Mannen;62 jaar;2009;104944;15193;8489;6703;6215;489;4486;10707
8275;Mannen;62 jaar;2010;99155;16143;9599;6544;5997;547;4531;11612
8276;Mannen;62 jaar;2011;93381;16030;10165;5865;5356;509;4930;11099
8277;Mannen;62 jaar;2012;89857;15511;10050;5460;4967;494;4840;10670
8278;Mannen;62 jaar;2013;87333;15986;10525;5461;4910;551;5640;10346
8279;Mannen;62 jaar;2014;87301;15151;9271;5880;4908;972;5204;9947
8280;Mannen;62 jaar;2015;89716;15721;9731;5990;4802;1187;5887;9834
8281;Mannen;62 jaar;2016;88931;15571;9894;5677;4480;1198;6108;9463
8282;Mannen;62 jaar;2017;89683;15829;10281;5548;4352;1196;6495;9334
8283;Mannen;62 jaar;2018;89832;16223;10579;5644;4402;1243;6969;9254
8284;Mannen;62 jaar;2019;91653;17054;11399;5655;4347;1308;7804;9251
8285;Mannen;62 jaar;2020;92809;16987;11180;5807;4502;1305;7740;9247
8286;Mannen;62 jaar;2021;93828;17882;11777;6105;4622;1483;8510;9372
8287;Mannen;62 jaar;2022;95569;18610;12454;6156;4604;1553;9105;9505
8288;Mannen;62 jaar;2023;94826;19930;13861;6068;4578;1491;10374;9556
8289;Mannen;62 jaar;2024;97449;19885;13411;6475;4917;1557;10010;9875
8290;Mannen;62 jaar;2025;96992;20981;14384;6597;5078;1519;11076;9906
8291;Mannen;62 jaar;2026;98576;21598;14750;6847;5212;1636;11468;10129
8292;Mannen;62 jaar;2027;98581;22761;15603;7157;5573;1584;12295;10465
8293;Mannen;62 jaar;2028;96334;22822;15771;7052;5563;1488;12349;10473
8294;Mannen;62 jaar;2029;93921;22731;15731;7000;5535;1466;12449;10282
8295;Mannen;62 jaar;2030;93605;22050;14986;7064;5609;1455;11708;10342
8296;Mannen;62 jaar;2031;92769;23088;15905;7182;5698;1485;12677;10411
8297;Mannen;62 jaar;2032;96784;23868;16285;7582;5951;1631;13114;10754
8298;Mannen;62 jaar;2033;93390;23837;16437;7400;5657;1743;13431;10406
8299;Mannen;62 jaar;2034;88909;23407;16102;7304;5409;1896;13289;10118
8300;Mannen;62 jaar;2035;83279;22963;15779;7184;5203;1981;13134;9830
8301;Mannen;62 jaar;2036;76267;22078;15434;6644;4590;2053;12837;9241
8302;Mannen;62 jaar;2037;72988;22169;15384;6785;4499;2286;13050;9119
8303;Mannen;62 jaar;2038;69447;21793;14705;7088;4481;2607;12702;9091
8304;Mannen;62 jaar;2039;68884;21949;14426;7524;4507;3017;12803;9147
8305;Mannen;62 jaar;2040;66903;22389;14575;7814;4481;3334;13342;9047
8306;Mannen;62 jaar;2041;67341;22910;14479;8430;4661;3769;13651;9259
8307;Mannen;62 jaar;2042;66498;23362;14338;9024;4751;4273;14044;9318
8308;Mannen;62 jaar;2043;68352;23896;14017;9878;4993;4886;14343;9552
8309;Mannen;62 jaar;2044;66489;24294;13956;10338;4988;5350;14749;9545
8310;Mannen;62 jaar;2045;64634;24237;14131;10106;4847;5259;14839;9397
8311;Mannen;62 jaar;2046;63951;24351;14191;10160;4821;5339;14992;9358
8312;Mannen;62 jaar;2047;65539;24924;14449;10475;4964;5511;15446;9478
8313;Mannen;62 jaar;2048;66567;25082;14450;10632;5064;5568;15566;9516
8314;Mannen;62 jaar;2049;68389;25460;14361;11098;5242;5856;15786;9674
8315;Mannen;62 jaar;2050;69446;25820;14366;11454;5236;6218;16126;9694
8316;Mannen;63 jaar;2009;72944;12329;7654;4676;4376;300;4228;8101
8317;Mannen;63 jaar;2010;103745;14944;8322;6622;6140;482;4416;10528
8318;Mannen;63 jaar;2011;98054;15882;9415;6467;5927;541;4461;11421
8319;Mannen;63 jaar;2012;92371;15779;9980;5799;5295;503;4855;10924
8320;Mannen;63 jaar;2013;88914;15275;9874;5401;4913;488;4768;10507
8321;Mannen;63 jaar;2014;86436;15748;10344;5404;4858;546;5554;10194
8322;Mannen;63 jaar;2015;86422;14935;9114;5820;4859;962;5127;9808
8323;Mannen;63 jaar;2016;88828;15499;9569;5930;4755;1175;5801;9698
8324;Mannen;63 jaar;2017;88062;15354;9731;5623;4438;1185;6018;9336
8325;Mannen;63 jaar;2018;88819;15608;10111;5497;4313;1183;6397;9210
8326;Mannen;63 jaar;2019;88978;15997;10405;5592;4363;1229;6865;9132
8327;Mannen;63 jaar;2020;90792;16816;11212;5604;4309;1294;7686;9130
8328;Mannen;63 jaar;2021;91949;16751;10996;5755;4463;1292;7623;9127
8329;Mannen;63 jaar;2022;92969;17634;11582;6051;4583;1468;8382;9252
8330;Mannen;63 jaar;2023;94705;18355;12252;6103;4566;1537;8971;9384
8331;Mannen;63 jaar;2024;93981;19652;13636;6017;4541;1476;10220;9432
8332;Mannen;63 jaar;2025;96587;19614;13195;6420;4877;1542;9866;9748
8333;Mannen;63 jaar;2026;96144;20694;14153;6540;5036;1505;10915;9778
8334;Mannen;63 jaar;2027;97721;21303;14514;6789;5169;1620;11304;9998
8335;Mannen;63 jaar;2028;97735;22452;15356;7096;5527;1569;12121;10330
8336;Mannen;63 jaar;2029;95516;22513;15521;6992;5518;1474;12176;10337
8337;Mannen;63 jaar;2030;93132;22427;15485;6942;5490;1452;12278;10149
8338;Mannen;63 jaar;2031;92825;21753;14747;7005;5564;1442;11545;10208
8339;Mannen;63 jaar;2032;92006;22780;15657;7123;5652;1471;12504;10276
8340;Mannen;63 jaar;2033;95991;23553;16033;7520;5904;1616;12937;10616
8341;Mannen;63 jaar;2034;92634;23523;16183;7339;5612;1727;13250;10273
8342;Mannen;63 jaar;2035;88199;23102;15857;7246;5367;1878;13115;9988
8343;Mannen;63 jaar;2036;82624;22664;15536;7127;5164;1963;12961;9703
8344;Mannen;63 jaar;2037;75679;21791;15198;6593;4557;2035;12671;9120
8345;Mannen;63 jaar;2038;72434;21883;15150;6733;4467;2266;12883;9000
8346;Mannen;63 jaar;2039;68929;21513;14479;7034;4450;2584;12541;8972
8347;Mannen;63 jaar;2040;68377;21670;14203;7467;4476;2991;12642;9027
8348;Mannen;63 jaar;2041;66419;22106;14350;7755;4450;3306;13177;8929
8349;Mannen;63 jaar;2042;66861;22621;14254;8367;4629;3738;13482;9139
8350;Mannen;63 jaar;2043;66030;23071;14115;8956;4719;4238;13873;9198
8351;Mannen;63 jaar;2044;67876;23600;13795;9805;4959;4846;14169;9431
8352;Mannen;63 jaar;2045;66035;23995;13733;10262;4955;5307;14571;9424
8353;Mannen;63 jaar;2046;64201;23936;13904;10032;4815;5217;14658;9278
8354;Mannen;63 jaar;2047;63528;24049;13962;10087;4789;5297;14810;9239
8355;Mannen;63 jaar;2048;65111;24617;14216;10401;4932;5469;15258;9359
8356;Mannen;63 jaar;2049;66138;24775;14218;10557;5032;5525;15379;9396
8357;Mannen;63 jaar;2050;67953;25151;14130;11021;5208;5813;15599;9552
8358;Mannen;64 jaar;2009;76616;11687;7022;4665;4377;288;3872;7815
8359;Mannen;64 jaar;2010;72111;12101;7485;4616;4320;296;4159;7942
8360;Mannen;64 jaar;2011;102552;14676;8140;6536;6061;476;4343;10334
8361;Mannen;64 jaar;2012;96956;15608;9222;6386;5853;533;4390;11218
8362;Mannen;64 jaar;2013;91364;15514;9786;5728;5231;497;4780;10734
8363;Mannen;64 jaar;2014;87966;15024;9686;5338;4856;482;4695;10328
8364;Mannen;64 jaar;2015;85535;15494;10152;5342;4803;539;5468;10026
8365;Mannen;64 jaar;2016;85537;14701;8946;5755;4805;950;5048;9653
8366;Mannen;64 jaar;2017;87929;15260;9395;5865;4705;1161;5711;9549
8367;Mannen;64 jaar;2018;87183;15120;9556;5563;4392;1171;5924;9195
8368;Mannen;64 jaar;2019;87943;15369;9929;5440;4270;1170;6296;9073
8369;Mannen;64 jaar;2020;88111;15755;10219;5535;4320;1215;6757;8998
8370;Mannen;64 jaar;2021;89918;16562;11014;5548;4268;1280;7564;8998
8371;Mannen;64 jaar;2022;91074;16500;10802;5698;4421;1277;7504;8996
8372;Mannen;64 jaar;2023;92094;17369;11378;5991;4539;1452;8250;9119
8373;Mannen;64 jaar;2024;93821;18082;12039;6043;4523;1520;8833;9249
8374;Mannen;64 jaar;2025;93114;19355;13397;5957;4498;1460;10062;9293
8375;Mannen;64 jaar;2026;95703;19323;12966;6357;4831;1526;9717;9607
8376;Mannen;64 jaar;2027;95272;20387;13910;6477;4988;1489;10749;9637
8377;Mannen;64 jaar;2028;96841;20988;14265;6723;5120;1603;11135;9854
8378;Mannen;64 jaar;2029;96862;22124;15095;7029;5476;1553;11941;10183
8379;Mannen;64 jaar;2030;94671;22184;15258;6926;5467;1459;11996;10188
8380;Mannen;64 jaar;2031;92315;22103;15225;6877;5440;1437;12099;10004
8381;Mannen;64 jaar;2032;92019;21436;14495;6941;5514;1427;11375;10061
8382;Mannen;64 jaar;2033;91212;22453;15395;7058;5602;1456;12324;10129
8383;Mannen;64 jaar;2034;95166;23218;15767;7451;5851;1600;12753;10465
8384;Mannen;64 jaar;2035;91846;23188;15915;7273;5563;1710;13062;10126
