ID;Geslacht;Leeftijd;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
2099;Mannen en vrouwen;48 jaar;2050;147298;74118;38994;35124;15606;19518;47502;26615
2100;Mannen en vrouwen;49 jaar;2009;203824;43175;29804;13371;10038;3333;20730;22444
2101;Mannen en vrouwen;49 jaar;2010;201600;46424;33315;13109;9838;3272;23904;22520
2102;Mannen en vrouwen;49 jaar;2011;208083;45582;31891;13691;10457;3234;22400;23182
2103;Mannen en vrouwen;49 jaar;2012;206370;48646;34425;14221;10909;3312;25188;23458
2104;Mannen en vrouwen;49 jaar;2013;209082;49603;34979;14624;11216;3408;25587;24016
2105;Mannen en vrouwen;49 jaar;2014;209291;52340;37129;15211;11767;3444;27483;24857
2106;Mannen en vrouwen;49 jaar;2015;203973;52451;37303;15148;11898;3250;27571;24880
2107;Mannen en vrouwen;49 jaar;2016;199169;52213;37172;15040;11902;3138;27777;24435
2108;Mannen en vrouwen;49 jaar;2017;198246;51119;35955;15165;12012;3153;26250;24869
2109;Mannen en vrouwen;49 jaar;2018;196900;53752;38402;15350;12095;3255;28924;24827
2110;Mannen en vrouwen;49 jaar;2019;205128;55726;39447;16279;12825;3454;29935;25791
2111;Mannen en vrouwen;49 jaar;2020;198036;56260;40515;15745;11995;3749;31223;25037
2112;Mannen en vrouwen;49 jaar;2021;187990;55427;39871;15556;11532;4024;30991;24436
2113;Mannen en vrouwen;49 jaar;2022;176867;54968;39678;15290;10983;4307;31108;23860
2114;Mannen en vrouwen;49 jaar;2023;161163;53116;38859;14257;9789;4467;30380;22736
2115;Mannen en vrouwen;49 jaar;2024;153387;53352;38810;14542;9645;4897;30756;22596
2116;Mannen en vrouwen;49 jaar;2025;145817;52374;37279;15094;9419;5675;29951;22423
2117;Mannen en vrouwen;49 jaar;2026;144002;52449;36422;16027;9462;6565;29848;22601
2118;Mannen en vrouwen;49 jaar;2027;140015;54071;37223;16848;9464;7384;31522;22548
2119;Mannen en vrouwen;49 jaar;2028;140903;55475;37219;18256;9888;8368;32349;23126
2120;Mannen en vrouwen;49 jaar;2029;139267;56155;36859;19296;9999;9297;32971;23183
2121;Mannen en vrouwen;49 jaar;2030;142728;57817;36411;21407;10571;10836;34033;23784
2122;Mannen en vrouwen;49 jaar;2031;139404;58784;36420;22365;10572;11793;35026;23758
2123;Mannen en vrouwen;49 jaar;2032;134621;58786;36938;21848;10316;11531;35280;23506
2124;Mannen en vrouwen;49 jaar;2033;132924;59349;37228;22121;10258;11863;35816;23533
2125;Mannen en vrouwen;49 jaar;2034;136124;60394;37823;22571;10562;12009;36608;23786
2126;Mannen en vrouwen;49 jaar;2035;138959;60530;37562;22967;10634;12333;36609;23921
2127;Mannen en vrouwen;49 jaar;2036;143265;61167;37097;24070;11163;12907;36851;24316
2128;Mannen en vrouwen;49 jaar;2037;144149;61959;37119;24840;11160;13680;37629;24329
2129;Mannen en vrouwen;49 jaar;2038;142559;63596;37305;26291;11459;14832;38997;24599
2130;Mannen en vrouwen;49 jaar;2039;143913;64644;37529;27115;11551;15564;40045;24599
2131;Mannen en vrouwen;49 jaar;2040;149526;66291;37492;28798;12259;16540;41361;24930
2132;Mannen en vrouwen;49 jaar;2041;149439;66864;37548;29315;12510;16805;41707;25156
2133;Mannen en vrouwen;49 jaar;2042;147092;67483;37666;29816;12589;17228;42377;25106
2134;Mannen en vrouwen;49 jaar;2043;146145;67521;37691;29830;12747;17083;42410;25111
2135;Mannen en vrouwen;49 jaar;2044;146190;68389;37872;30516;12886;17630;43057;25332
2136;Mannen en vrouwen;49 jaar;2045;142246;68379;38079;30299;12916;17384;42975;25404
2137;Mannen en vrouwen;49 jaar;2046;141305;69114;38373;30741;13008;17733;43617;25496
2138;Mannen en vrouwen;49 jaar;2047;141856;70216;38580;31636;13402;18234;44719;25497
2139;Mannen en vrouwen;49 jaar;2048;146251;71362;38562;32799;14027;18772;45563;25799
2140;Mannen en vrouwen;49 jaar;2049;146921;72221;38648;33572;14391;19182;46084;26137
2141;Mannen en vrouwen;49 jaar;2050;149565;73718;38745;34973;15038;19935;47241;26478
2142;Mannen en vrouwen;50 jaar;2009;199134;41376;28445;12931;9667;3265;19592;21784
2143;Mannen en vrouwen;50 jaar;2010;203141;42973;29661;13312;9994;3317;20548;22425
2144;Mannen en vrouwen;50 jaar;2011;200942;46140;33083;13057;9800;3257;23665;22475
2145;Mannen en vrouwen;50 jaar;2012;207405;45333;31697;13636;10416;3220;22212;23122
2146;Mannen en vrouwen;50 jaar;2013;205724;48371;34207;14164;10866;3298;24974;23397
2147;Mannen en vrouwen;50 jaar;2014;208432;49325;34760;14565;11172;3393;25393;23931
2148;Mannen en vrouwen;50 jaar;2015;208644;52046;36895;15151;11722;3429;27285;24761
2149;Mannen en vrouwen;50 jaar;2016;203350;52168;37077;15091;11855;3236;27385;24783
2150;Mannen en vrouwen;50 jaar;2017;198564;51958;36973;14985;11860;3125;27608;24349
2151;Mannen en vrouwen;50 jaar;2018;197637;50872;35763;15109;11970;3140;26103;24769
2152;Mannen en vrouwen;50 jaar;2019;196292;53492;38197;15295;12053;3241;28758;24734
2153;Mannen en vrouwen;50 jaar;2020;204482;55466;39246;16220;12781;3439;29774;25692
2154;Mannen en vrouwen;50 jaar;2021;197422;55995;40307;15688;11955;3733;31052;24943
2155;Mannen en vrouwen;50 jaar;2022;187421;55186;39684;15501;11495;4006;30840;24345
2156;Mannen en vrouwen;50 jaar;2023;176347;54732;39494;15237;10949;4288;30957;23774
2157;Mannen en vrouwen;50 jaar;2024;160712;52901;38691;14210;9762;4448;30244;22657
2158;Mannen en vrouwen;50 jaar;2025;152973;53141;38647;14494;9619;4875;30624;22517
2159;Mannen en vrouwen;50 jaar;2026;145437;52170;37127;15043;9394;5649;29828;22342
2160;Mannen en vrouwen;50 jaar;2027;143633;52250;36279;15971;9437;6535;29731;22519
2161;Mannen en vrouwen;50 jaar;2028;139667;53861;37076;16786;9437;7349;31397;22465
2162;Mannen en vrouwen;50 jaar;2029;140554;55253;37068;18186;9858;8328;32217;23036
2163;Mannen en vrouwen;50 jaar;2030;138929;55932;36712;19220;9967;9253;32838;23094
2164;Mannen en vrouwen;50 jaar;2031;142377;57584;36263;21320;10535;10785;33891;23692
2165;Mannen en vrouwen;50 jaar;2032;139070;58542;36269;22273;10536;11737;34877;23665
2166;Mannen en vrouwen;50 jaar;2033;134307;58537;36779;21758;10281;11477;35125;23413
2167;Mannen en vrouwen;50 jaar;2034;132618;59097;37066;22031;10225;11807;35656;23441
2168;Mannen en vrouwen;50 jaar;2035;135807;60134;37656;22479;10527;11952;36443;23691
2169;Mannen en vrouwen;50 jaar;2036;138631;60274;37401;22873;10599;12274;36447;23827
2170;Mannen en vrouwen;50 jaar;2037;142924;60912;36943;23970;11124;12845;36691;24221
2171;Mannen en vrouwen;50 jaar;2038;143805;61703;36967;24736;11121;13614;37468;24234
2172;Mannen en vrouwen;50 jaar;2039;142223;63330;37151;26179;11419;14760;38827;24503
2173;Mannen en vrouwen;50 jaar;2040;143573;64371;37372;26998;11510;15489;39868;24503
2174;Mannen en vrouwen;50 jaar;2041;149169;66010;37337;28673;12215;16459;41178;24833
2175;Mannen en vrouwen;50 jaar;2042;149085;66583;37394;29188;12466;16722;41524;25059
2176;Mannen en vrouwen;50 jaar;2043;146750;67197;37511;29686;12543;17142;42189;25008
2177;Mannen en vrouwen;50 jaar;2044;145807;67237;37537;29700;12701;16999;42222;25014
2178;Mannen en vrouwen;50 jaar;2045;145855;68101;37718;30382;12840;17542;42866;25235
2179;Mannen en vrouwen;50 jaar;2046;141928;68089;37924;30165;12869;17296;42784;25305
2180;Mannen en vrouwen;50 jaar;2047;140992;68818;38214;30604;12961;17643;43423;25395
2181;Mannen en vrouwen;50 jaar;2048;141544;69914;38418;31496;13354;18142;44518;25395
2182;Mannen en vrouwen;50 jaar;2049;145925;71055;38403;32652;13976;18676;45360;25694
2183;Mannen en vrouwen;50 jaar;2050;146594;71907;38487;33420;14338;19083;45878;26029
2184;Mannen en vrouwen;51 jaar;2009;196142;39578;27189;12389;9492;2897;17868;21710
2185;Mannen en vrouwen;51 jaar;2010;198372;41176;28306;12870;9622;3249;19415;21761
2186;Mannen en vrouwen;51 jaar;2011;202376;42734;29482;13252;9951;3301;20358;22376
2187;Mannen en vrouwen;51 jaar;2012;200201;45845;32843;13002;9759;3243;23438;22407
2188;Mannen en vrouwen;51 jaar;2013;206656;45074;31497;13577;10373;3204;22033;23041
2189;Mannen en vrouwen;51 jaar;2014;204995;48091;33988;14104;10821;3283;24772;23319
2190;Mannen en vrouwen;51 jaar;2015;207696;49043;34539;14504;11127;3377;25204;23839
2191;Mannen en vrouwen;51 jaar;2016;207912;51744;36656;15088;11675;3413;27087;24657
2192;Mannen en vrouwen;51 jaar;2017;202641;51873;36843;15030;11808;3222;27194;24680
2193;Mannen en vrouwen;51 jaar;2018;197873;51687;36761;14927;11816;3111;27431;24256
2194;Mannen en vrouwen;51 jaar;2019;196948;50607;35557;15050;11925;3125;25944;24663
2195;Mannen en vrouwen;51 jaar;2020;195608;53214;37978;15236;12010;3227;28581;24634
2196;Mannen en vrouwen;51 jaar;2021;203762;55184;39027;16157;12734;3423;29600;25584
2197;Mannen en vrouwen;51 jaar;2022;196740;55707;40079;15629;11913;3716;30865;24842
2198;Mannen en vrouwen;51 jaar;2023;186789;54921;39477;15444;11456;3988;30674;24247
2199;Mannen en vrouwen;51 jaar;2024;175770;54472;39290;15182;10914;4268;30789;23682
2200;Mannen en vrouwen;51 jaar;2025;160207;52659;38499;14160;9733;4427;30090;22569
2201;Mannen en vrouwen;51 jaar;2026;152507;52901;38460;14441;9589;4852;30472;22429
2202;Mannen en vrouwen;51 jaar;2027;145009;51938;36950;14988;9365;5623;29685;22253
2203;Mannen en vrouwen;51 jaar;2028;143215;52023;36112;15911;9407;6504;29594;22429
2204;Mannen en vrouwen;51 jaar;2029;139269;53625;36904;16721;9407;7314;31251;22374
2205;Mannen en vrouwen;51 jaar;2030;140157;55004;36891;18113;9826;8287;32064;22940
2206;Mannen en vrouwen;51 jaar;2031;138544;55681;36539;19142;9936;9206;32683;22998
2207;Mannen en vrouwen;51 jaar;2032;141980;57321;36090;21231;10501;10731;33728;23594
2208;Mannen en vrouwen;51 jaar;2033;138691;58272;36093;22179;10501;11678;34706;23566
2209;Mannen en vrouwen;51 jaar;2034;133949;58262;36595;21667;10248;11419;34949;23313
2210;Mannen en vrouwen;51 jaar;2035;132270;58817;36878;21939;10192;11747;35476;23341
2211;Mannen en vrouwen;51 jaar;2036;135448;59846;37463;22384;10491;11893;36257;23590
2212;Mannen en vrouwen;51 jaar;2037;138264;59990;37214;22776;10562;12213;36264;23726
2213;Mannen en vrouwen;51 jaar;2038;142541;60628;36762;23867;11085;12782;36510;24118
2214;Mannen en vrouwen;51 jaar;2039;143421;61416;36787;24628;11081;13547;37284;24132
2215;Mannen en vrouwen;51 jaar;2040;141850;63034;36969;26065;11378;14687;38635;24399
2216;Mannen en vrouwen;51 jaar;2041;143199;64068;37189;26879;11468;15411;39669;24399
2217;Mannen en vrouwen;51 jaar;2042;148776;65697;37153;28544;12168;16376;40971;24726
2218;Mannen en vrouwen;51 jaar;2043;148695;66267;37212;29055;12417;16638;41317;24951
2219;Mannen en vrouwen;51 jaar;2044;146374;66877;37327;29550;12494;17056;41976;24901
2220;Mannen en vrouwen;51 jaar;2045;145437;66917;37353;29564;12651;16913;42011;24906
2221;Mannen en vrouwen;51 jaar;2046;145489;67776;37533;30243;12790;17453;42649;25127
2222;Mannen en vrouwen;51 jaar;2047;141582;67764;37737;30026;12819;17208;42568;25196
2223;Mannen en vrouwen;51 jaar;2048;140650;68487;38024;30463;12910;17553;43203;25284
2224;Mannen en vrouwen;51 jaar;2049;141204;69576;38226;31350;13302;18048;44293;25282
2225;Mannen en vrouwen;51 jaar;2050;145572;70711;38211;32499;13921;18579;45132;25578
2226;Mannen en vrouwen;52 jaar;2009;192858;39022;27105;11917;9204;2713;17661;21361
2227;Mannen en vrouwen;52 jaar;2010;195362;39348;27021;12327;9445;2881;17707;21641
2228;Mannen en vrouwen;52 jaar;2011;197595;40913;28104;12809;9577;3232;19230;21683
2229;Mannen en vrouwen;52 jaar;2012;201590;42456;29264;13192;9908;3284;20175;22281
2230;Mannen en vrouwen;52 jaar;2013;199449;45519;32576;12942;9717;3226;23222;22296
2231;Mannen en vrouwen;52 jaar;2014;205883;44786;31269;13517;10329;3189;21864;22922
2232;Mannen en vrouwen;52 jaar;2015;204236;47782;33739;14043;10776;3267;24579;23203
2233;Mannen en vrouwen;52 jaar;2016;206927;48728;34285;14443;11082;3361;25018;23709
2234;Mannen en vrouwen;52 jaar;2017;207143;51407;36383;15024;11628;3396;26889;24519
2235;Mannen en vrouwen;52 jaar;2018;201891;51541;36572;14969;11762;3207;27000;24540
2236;Mannen en vrouwen;52 jaar;2019;197144;51373;36508;14865;11769;3096;27249;24124
2237;Mannen en vrouwen;52 jaar;2020;196224;50298;35309;14990;11879;3111;25780;24518
2238;Mannen en vrouwen;52 jaar;2021;194893;52891;37715;15176;11964;3212;28396;24495
2239;Mannen en vrouwen;52 jaar;2022;203012;54857;38764;16093;12685;3407;29417;25440
2240;Mannen en vrouwen;52 jaar;2023;196026;55374;39806;15568;11870;3698;30671;24703
2241;Mannen en vrouwen;52 jaar;2024;186127;54607;39223;15384;11416;3968;30497;24110
2242;Mannen en vrouwen;52 jaar;2025;175164;54161;39038;15123;10875;4247;30612;23549
2243;Mannen en vrouwen;52 jaar;2026;159676;52366;38260;14105;9700;4405;29925;22441
2244;Mannen en vrouwen;52 jaar;2027;152015;52609;38224;14385;9557;4828;30309;22301
2245;Mannen en vrouwen;52 jaar;2028;144554;51655;36727;14929;9334;5595;29531;22125
2246;Mannen en vrouwen;52 jaar;2029;142772;51743;35897;15846;9376;6471;29444;22299
2247;Mannen en vrouwen;52 jaar;2030;138846;53335;36683;16652;9375;7277;31091;22243
2248;Mannen en vrouwen;52 jaar;2031;139735;54702;36667;18036;9792;8244;31898;22804
2249;Mannen en vrouwen;52 jaar;2032;138132;55377;36318;19059;9901;9158;32515;22862
2250;Mannen en vrouwen;52 jaar;2033;141556;57004;35866;21138;10464;10674;33550;23454
2251;Mannen en vrouwen;52 jaar;2034;138285;57947;35867;22080;10464;11617;34522;23426
2252;Mannen en vrouwen;52 jaar;2035;133565;57934;36362;21572;10212;11359;34759;23175
2253;Mannen en vrouwen;52 jaar;2036;131895;58484;36642;21842;10156;11686;35282;23202
2254;Mannen en vrouwen;52 jaar;2037;135060;59505;37221;22284;10452;11832;36056;23449
2255;Mannen en vrouwen;52 jaar;2038;137868;59652;36977;22675;10524;12151;36067;23585
2256;Mannen en vrouwen;52 jaar;2039;142129;60289;36529;23759;11044;12716;36313;23976
2257;Mannen en vrouwen;52 jaar;2040;143008;61072;36556;24517;11040;13477;37084;23989
2258;Mannen en vrouwen;52 jaar;2041;141449;62682;36735;25947;11336;14611;38427;24255
2259;Mannen en vrouwen;52 jaar;2042;142796;63709;36954;26755;11424;15331;39456;24253
2260;Mannen en vrouwen;52 jaar;2043;148352;65327;36917;28411;12119;16292;40749;24579
2261;Mannen en vrouwen;52 jaar;2044;148274;65894;36975;28919;12367;16552;41092;24802
2262;Mannen en vrouwen;52 jaar;2045;145967;66500;37090;29410;12443;16967;41748;24752
2263;Mannen en vrouwen;52 jaar;2046;145036;66540;37116;29424;12599;16825;41783;24757
2264;Mannen en vrouwen;52 jaar;2047;145092;67393;37294;30099;12738;17361;42416;24977
2265;Mannen en vrouwen;52 jaar;2048;141205;67379;37495;29884;12767;17117;42335;25044
2266;Mannen en vrouwen;52 jaar;2049;140279;68098;37779;30318;12858;17460;42968;25130
2267;Mannen en vrouwen;52 jaar;2050;140836;69178;37979;31200;13248;17952;44052;25127
2268;Mannen en vrouwen;53 jaar;2009;189119;37259;25392;11867;9255;2612;15996;21263
2269;Mannen en vrouwen;53 jaar;2010;192038;38765;26906;11859;9160;2699;17502;21263
2270;Mannen en vrouwen;53 jaar;2011;194544;39076;26806;12270;9402;2868;17547;21529
2271;Mannen en vrouwen;53 jaar;2012;196780;40627;27875;12752;9536;3216;19059;21568
2272;Mannen en vrouwen;53 jaar;2013;200777;42158;29024;13134;9867;3267;20007;22150
2273;Mannen en vrouwen;53 jaar;2014;198658;45178;32290;12888;9677;3210;23023;22155
2274;Mannen en vrouwen;53 jaar;2015;205068;44477;31016;13460;10287;3174;21704;22773
2275;Mannen en vrouwen;53 jaar;2016;203433;47449;33465;13984;10733;3251;24391;23058
2276;Mannen en vrouwen;53 jaar;2017;206109;48389;34005;14383;11039;3345;24835;23553
2277;Mannen en vrouwen;53 jaar;2018;206323;51045;36082;14963;11583;3380;26692;24353
2278;Mannen en vrouwen;53 jaar;2019;201096;51181;36273;14908;11716;3192;26808;24373
2279;Mannen en vrouwen;53 jaar;2020;196372;51032;36225;14806;11724;3082;27066;23966
2280;Mannen en vrouwen;53 jaar;2021;195459;49961;35030;14931;11835;3096;25612;24348
2281;Mannen en vrouwen;53 jaar;2022;194140;52538;37421;15117;11921;3196;28209;24329
2282;Mannen en vrouwen;53 jaar;2023;202225;54496;38466;16030;12639;3391;29230;25266
2283;Mannen en vrouwen;53 jaar;2024;195276;55005;39498;15507;11827;3680;30472;24533
2284;Mannen en vrouwen;53 jaar;2025;185431;54256;38933;15323;11375;3948;30312;23943
2285;Mannen en vrouwen;53 jaar;2026;174525;53814;38751;15063;10837;4226;30427;23387
2286;Mannen en vrouwen;53 jaar;2027;159114;52036;37985;14051;9667;4383;29753;22283
2287;Mannen en vrouwen;53 jaar;2028;151494;52279;37951;14329;9525;4804;30137;22142
2288;Mannen en vrouwen;53 jaar;2029;144070;51332;36463;14870;9303;5567;29367;21966
2289;Mannen en vrouwen;53 jaar;2030;142299;51426;35644;15782;9345;6437;29286;22140
2290;Mannen en vrouwen;53 jaar;2031;138395;53007;36424;16583;9344;7238;30923;22084
2291;Mannen en vrouwen;53 jaar;2032;139284;54363;36403;17959;9759;8200;31723;22640
2292;Mannen en vrouwen;53 jaar;2033;137690;55034;36057;18977;9868;9109;32336;22697
2293;Mannen en vrouwen;53 jaar;2034;141103;56648;35603;21045;10427;10618;33363;23285
2294;Mannen en vrouwen;53 jaar;2035;137849;57584;35602;21982;10426;11555;34328;23255
2295;Mannen en vrouwen;53 jaar;2036;133155;57563;36088;21476;10176;11300;34559;23005
2296;Mannen en vrouwen;53 jaar;2037;131492;58112;36366;21745;10121;11625;35078;23034
2297;Mannen en vrouwen;53 jaar;2038;134647;59124;36940;22185;10414;11771;35846;23279
2298;Mannen en vrouwen;53 jaar;2039;137444;59274;36700;22574;10486;12088;35860;23414
2299;Mannen en vrouwen;53 jaar;2040;141691;59907;36255;23653;11002;12650;36105;23802
2300;Mannen en vrouwen;53 jaar;2041;142566;60688;36281;24407;11000;13407;36872;23815
2301;Mannen en vrouwen;53 jaar;2042;141020;62287;36458;25828;11293;14535;38207;24079
2302;Mannen en vrouwen;53 jaar;2043;142364;63306;36674;26632;11380;15252;39230;24077
2303;Mannen en vrouwen;53 jaar;2044;147901;64915;36636;28278;12071;16207;40514;24400
2304;Mannen en vrouwen;53 jaar;2045;147828;65479;36695;28783;12317;16466;40857;24622
2305;Mannen en vrouwen;53 jaar;2046;145533;66080;36808;29272;12392;16879;41507;24573
2306;Mannen en vrouwen;53 jaar;2047;144611;66119;36833;29286;12547;16738;41542;24577
2307;Mannen en vrouwen;53 jaar;2048;144668;66966;37008;29958;12687;17271;42170;24796
2308;Mannen en vrouwen;53 jaar;2049;140801;66951;37208;29743;12716;17027;42090;24861
2309;Mannen en vrouwen;53 jaar;2050;139882;67663;37487;30176;12807;17369;42718;24945
2310;Mannen en vrouwen;54 jaar;2009;186774;36324;24660;11664;9233;2431;15067;21257
2311;Mannen en vrouwen;54 jaar;2010;188244;37000;25193;11807;9209;2598;15861;21139
2312;Mannen en vrouwen;54 jaar;2011;191163;38466;26664;11802;9118;2685;17341;21125
2313;Mannen en vrouwen;54 jaar;2012;193671;38784;26569;12215;9362;2852;17395;21388
2314;Mannen en vrouwen;54 jaar;2013;195919;40320;27627;12693;9495;3198;18899;21422
2315;Mannen en vrouwen;54 jaar;2014;199908;41841;28766;13075;9826;3249;19849;21992
2316;Mannen en vrouwen;54 jaar;2015;197811;44824;31992;12832;9639;3193;22836;21988
2317;Mannen en vrouwen;54 jaar;2016;204191;44148;30746;13402;10246;3157;21548;22600
2318;Mannen en vrouwen;54 jaar;2017;202565;47096;33171;13925;10691;3234;24205;22890
2319;Mannen en vrouwen;54 jaar;2018;205227;48025;33703;14322;10995;3327;24652;23373
2320;Mannen en vrouwen;54 jaar;2019;205442;50656;35757;14899;11536;3363;26494;24162
2321;Mannen en vrouwen;54 jaar;2020;200245;50794;35948;14846;11670;3176;26613;24181
2322;Mannen en vrouwen;54 jaar;2021;195550;50660;35914;14745;11679;3067;26879;23781
2323;Mannen en vrouwen;54 jaar;2022;194648;49590;34720;14870;11790;3081;25440;24151
2324;Mannen en vrouwen;54 jaar;2023;193341;52152;37096;15056;11876;3181;28016;24136
2325;Mannen en vrouwen;54 jaar;2024;201392;54103;38138;15965;12591;3374;29037;25066
2326;Mannen en vrouwen;54 jaar;2025;194486;54604;39161;15443;11781;3662;30267;24337
2327;Mannen en vrouwen;54 jaar;2026;184695;53871;38611;15261;11332;3929;30121;23750
2328;Mannen en vrouwen;54 jaar;2027;173851;53433;38431;15002;10797;4205;30235;23198
2329;Mannen en vrouwen;54 jaar;2028;158521;51673;37677;13996;9634;4362;29573;22100
2330;Mannen en vrouwen;54 jaar;2029;150942;51918;37646;14272;9492;4780;29959;21960
2331;Mannen en vrouwen;54 jaar;2030;143559;50978;36168;14811;9273;5538;29196;21782
2332;Mannen en vrouwen;54 jaar;2031;141801;51074;35356;15718;9315;6403;29120;21955
2333;Mannen en vrouwen;54 jaar;2032;137919;52646;36131;16515;9314;7201;30748;21898
2334;Mannen en vrouwen;54 jaar;2033;138809;53991;36108;17884;9727;8157;31541;22450
2335;Mannen en vrouwen;54 jaar;2034;137226;54659;35763;18896;9834;9062;32152;22508
2336;Mannen en vrouwen;54 jaar;2035;140625;56261;35307;20954;10391;10563;33171;23090
2337;Mannen en vrouwen;54 jaar;2036;137393;57188;35302;21885;10390;11495;34128;23060
2338;Mannen en vrouwen;54 jaar;2037;132723;57163;35781;21382;10141;11241;34352;22811
2339;Mannen en vrouwen;54 jaar;2038;131072;57707;36057;21651;10086;11565;34869;22839
2340;Mannen en vrouwen;54 jaar;2039;134214;58711;36623;22088;10378;11710;35629;23081
2341;Mannen en vrouwen;54 jaar;2040;137002;58862;36386;22476;10449;12027;35646;23216
2342;Mannen en vrouwen;54 jaar;2041;141235;59492;35944;23549;10962;12587;35892;23601
2343;Mannen en vrouwen;54 jaar;2042;142110;60269;35970;24299;10959;13340;36655;23613
2344;Mannen en vrouwen;54 jaar;2043;140577;61857;36144;25714;11251;14463;37982;23875
2345;Mannen en vrouwen;54 jaar;2044;141917;62872;36359;26513;11338;15175;38998;23874
2346;Mannen en vrouwen;54 jaar;2045;147436;64469;36319;28151;12025;16126;40274;24195
2347;Mannen en vrouwen;54 jaar;2046;147368;65030;36377;28653;12270;16384;40616;24415
2348;Mannen en vrouwen;54 jaar;2047;145087;65626;36487;29139;12345;16795;41261;24365
2349;Mannen en vrouwen;54 jaar;2048;144172;65665;36512;29153;12499;16655;41297;24368
2350;Mannen en vrouwen;54 jaar;2049;144235;66505;36684;29822;12638;17184;41921;24584
2351;Mannen en vrouwen;54 jaar;2050;140389;66489;36880;29609;12668;16942;41840;24649
2352;Mannen en vrouwen;55 jaar;2009;184816;34938;23276;11662;9275;2388;13730;21208
2353;Mannen en vrouwen;55 jaar;2010;185867;36036;24437;11599;9183;2417;14933;21103
2354;Mannen en vrouwen;55 jaar;2011;187349;36692;24948;11744;9161;2583;15714;20978
2355;Mannen en vrouwen;55 jaar;2012;190264;38137;26396;11741;9071;2670;17178;20959
2356;Mannen en vrouwen;55 jaar;2013;192788;38460;26307;12153;9317;2836;17241;21219
2357;Mannen en vrouwen;55 jaar;2014;195032;39993;27362;12631;9452;3179;18739;21254
2358;Mannen en vrouwen;55 jaar;2015;199010;41503;28491;13012;9782;3230;19689;21814
2359;Mannen en vrouwen;55 jaar;2016;196930;44446;31675;12771;9597;3174;22642;21804
2360;Mannen en vrouwen;55 jaar;2017;203277;43792;30453;13339;10201;3139;21381;22411
2361;Mannen en vrouwen;55 jaar;2018;201660;46713;32853;13860;10644;3216;24009;22704
2362;Mannen en vrouwen;55 jaar;2019;204308;47632;33376;14256;10948;3309;24457;23176
2363;Mannen en vrouwen;55 jaar;2020;204526;50240;35409;14832;11487;3345;26284;23956
2364;Mannen en vrouwen;55 jaar;2021;199362;50377;35597;14779;11621;3159;26404;23973
2365;Mannen en vrouwen;55 jaar;2022;194700;50257;35577;14680;11629;3051;26677;23580
2366;Mannen en vrouwen;55 jaar;2023;193808;49190;34385;14805;11740;3065;25252;23938
2367;Mannen en vrouwen;55 jaar;2024;192517;51733;36743;14989;11825;3164;27807;23926
2368;Mannen en vrouwen;55 jaar;2025;200532;53675;37781;15894;12537;3357;28826;24849
2369;Mannen en vrouwen;55 jaar;2026;193670;54169;38794;15375;11732;3643;30044;24125
2370;Mannen en vrouwen;55 jaar;2027;183936;53451;38258;15194;11285;3908;29911;23541
2371;Mannen en vrouwen;55 jaar;2028;173156;53018;38082;14937;10755;4182;30024;22994
2372;Mannen en vrouwen;55 jaar;2029;157908;51276;37340;13936;9599;4338;29373;21904
2373;Mannen en vrouwen;55 jaar;2030;150372;51522;37310;14211;9458;4754;29759;21762
2374;Mannen en vrouwen;55 jaar;2031;143029;50590;35842;14747;9240;5508;29005;21585
2375;Mannen en vrouwen;55 jaar;2032;141286;50687;35037;15650;9282;6369;28931;21756
2376;Mannen en vrouwen;55 jaar;2033;137428;52248;35806;16442;9281;7162;30549;21699
2377;Mannen en vrouwen;55 jaar;2034;138315;53581;35777;17804;9691;8113;31334;22246
2378;Mannen en vrouwen;55 jaar;2035;136746;54245;35434;18810;9798;9012;31942;22303
2379;Mannen en vrouwen;55 jaar;2036;140134;55834;34977;20857;10352;10505;32953;22881
2380;Mannen en vrouwen;55 jaar;2037;136921;56752;34968;21784;10350;11433;33902;22850
2381;Mannen en vrouwen;55 jaar;2038;132279;56722;35439;21283;10103;11181;34120;22602
2382;Mannen en vrouwen;55 jaar;2039;130638;57262;35711;21551;10048;11503;34632;22630
2383;Mannen en vrouwen;55 jaar;2040;133768;58256;36271;21985;10337;11647;35386;22870
2384;Mannen en vrouwen;55 jaar;2041;136550;58407;36036;22371;10408;11963;35404;23003
2385;Mannen en vrouwen;55 jaar;2042;140766;59035;35598;23438;10918;12519;35650;23385
2386;Mannen en vrouwen;55 jaar;2043;141642;59807;35623;24184;10915;13269;36410;23397
2387;Mannen en vrouwen;55 jaar;2044;140121;61384;35792;25592;11206;14386;37727;23657
2388;Mannen en vrouwen;55 jaar;2045;141461;62393;36005;26388;11292;15096;38736;23657
2389;Mannen en vrouwen;55 jaar;2046;146958;63979;35963;28016;11975;16041;40004;23975
2390;Mannen en vrouwen;55 jaar;2047;146896;64536;36019;28516;12219;16297;40343;24192
2391;Mannen en vrouwen;55 jaar;2048;144631;65126;36126;29000;12293;16706;40984;24142
2392;Mannen en vrouwen;55 jaar;2049;143726;65164;36150;29014;12447;16567;41020;24144
