ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Omschrijving_63;Code_64;Omschrijving_65;InwonertalVoorlopig_66;Omgevingsadressendichtheid_67
302;556;556;Maassluis                  ;MSS;435;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;85;Industriegebied t.n.v. de N. Waterweg   ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;47;GGD Nieuwe Waterweg Noord               ;33;Schiedam           ;14;Dordrecht       ;3;West-Nederland ;2802;Rotterdam en omgeving                   ;7;Westelijk Holland             ;54;Rotterdam             ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;35;Rijnmond (excl. Rotterdam, Hoek v Holl.);5;West-Nederland 1  ;29;Rijnmond                                ;23;Rijmond                                 ;31;Rijnmond                                ;01;Rotterdam            ;28.1;291;Rijnmond                      ;15;Rotterdam                 ;4;20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;33181;1738
303;935;935;Maastricht                 ;MTT;436;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;126;Maastricht                              ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;18;Maastricht           ;nvt ;-  ;nvt                           ;23;Maastricht                ;6;100 000 - < 150 000 inwoners;2;Sterk stedelijk     ;118971;1827
304;Made;1665;Made                       ;MAE;437;2;Breda           ;26;Breda                         ;43;Breda                              ;33;West-Noord-Brabant                 ;101;Zeekleigebied in Noord-Brabant          ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;Gezondheidsdienst Stadsgewest Breda     ;5;Breda              ;17;Tilburg         ;4;Zuid-Nederland ;3002;Westelijke Langstraat                   ;13;Zuidelijk veehouderijgebied   ;66;Breda                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;4;Deltagebied                             ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26455;591
305;936;936;Margraten                  ;MTN;438;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;18;Maastricht           ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13815;250
306;169;169;Markelo                    ;MKO;440;8;Almelo          ;18;Midden-Twente                 ;10;Enschede-Hengelo                   ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;8;Hengelo/Enschede                        ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7069;219
307;De Marne;1663;De Marne                   ;DME;441;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;1;Groninger Hoogeland en n. Westerkwartier;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;2;GGD Groningen, Stad en Ommelanden       ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2001;De Marne                                ;1;Bouwhoek en Hogeland          ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;2;Noord-Groningen en Eemsmond             ;1;Ommelanden                              ;1;Ommelanden                              ;- ;Niet van toepassing  ;1.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10948;138
308;25;25;Marum                      ;MRM;442;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;5;Groninger zuidelijk Westerkwartier      ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;2;GGD Groningen, Stad en Ommelanden       ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2005;Groninger zuidelijk Westerkwartier      ;3;Noordelijk Weidegebied        ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;3;Centraal en westelijk Groningen         ;1;Ommelanden                              ;1;Ommelanden                              ;- ;Niet van toepassing  ;1.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9706;239
309;264;264;Maurik                     ;MRK;443;5;Arnhem          ;62;Rivierenland                  ;18;Tiel                               ;16;Zuidwest-Gelderland                ;37;Oostelijke Betuwe                       ;2;Arnhem          ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                        ;16;Tiel               ;6;Nijmegen        ;2;Oost-Nederland ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied                ;31;Tiel                  ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;19;Zuidwest-Gelderland                     ;2;Oost-Nederland    ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6610;216
310;420;420;Medemblik                  ;MBK;444;14;Alkmaar         ;24;Westfriesland                 ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;40;Hoorn                 ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;3;Ijsselmeerkust                          ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;22;Westfriesland                           ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;- ;Niet van toepassing  ;26.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;7348;810
311;993;993;Meerlo-Wanssum             ;MWM;446;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7335;149
312;938;938;Meerssen                   ;MRN;447;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;62;DGD Zuidelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;18;Maastricht           ;nvt ;-  ;nvt                           ;23;Maastricht                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;20636;528
313;941;941;Meijel                     ;MYL;449;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5664;352
314;83;83;Menaldumadeel              ;MDL;451;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;4;GGD Noord-Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland          ;10;Leeuwarden            ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;17;Overig Nederland                        ;6;Noord-Friesland (exclusief Harlingen)   ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;02;Leeuwarden                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13588;214
315;Menterwolde;1987;Menterwolde                ;MTE;452;18;Groningen       ;34;Groningen/Noord Drenthe       ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;3;Groninger Oldambt                       ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;DGD Oost-Groningen                      ;58;Zuidbroek          ;1;Groningen       ;1;Noord-Nederland;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkolonien en Oldambt       ;4;Veendam               ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;1;Oost-Groningen                          ;1;Noord-Nederland   ;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;- ;Niet van toepassing  ;2.2 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;12105;307
316;119;119;Meppel                     ;MPL;453;19;Assen           ;71;Zuid-Oost Drenthe             ;8;Meppel-Steenwijk                   ;9;Zuidwest-Drenthe                   ;18;Zuiddrents randgebied                   ;5;Leeuwarden      ;3;Zwolle            ;3;Drenthe          ;8;GGD Zuid-West Drenthe                   ;62;Meppel             ;3;Assen           ;1;Noord-Nederland;2203;Zuidwestelijk weidegebied in Drenthe    ;3;Noordelijk Weidegebied        ;15;Meppel                ;5;Zwolle-Meppel en omstreken      ;3;Drenthe                  ;22;Drenthe                   ;3;Drenthe                            ;12;Groningse, Friese en Drentse zandgronden;12;Zuidwest-Drenthe                        ;1;Noord-Nederland   ;9;Zuidwest-Drenthe                        ;6;Zuid-Oost- en Zuid-West-Drenthe         ;6;Zuid-Oost- en Zuid-West-Drenthe         ;- ;Niet van toepassing  ;8.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25421;1159
317;687;687;Middelburg                 ;MBG;455;12;Middelburg      ;5;Zeeland                       ;35;Middelburg-Vlissingen              ;32;Overig Zeeland                     ;95;Kanaalzone Walcheren                    ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;40;Middelburg         ;16;Middelburg      ;3;West-Nederland ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk  akkerbouwgebied;59;Middelburg            ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;44;Overig Zeeland (exclusief Vlissingen)   ;8;Zuidwest-Nederland;32;Walcheren                               ;24;Zeeland                                 ;32;Noord- en Midden Zeeland                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;25;Middelburg/Vlissingen     ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;44664;1477
318;559;559;Middelharnis               ;MHS;456;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;92;Goeree en Overflakkee                   ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;36;Sommelsdijk        ;14;Dordrecht       ;3;West-Nederland ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk  akkerbouwgebied;57;Middelharnis          ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;14;Zeeland                            ;4;Deltagebied                             ;34;Groot-Rijnmond (exclusief Rijnmond)     ;7;West-Nederland 3  ;29;Rijnmond                                ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;- ;Niet van toepassing  ;28.4;292;Overig Groot-Rijnmond         ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;16488;807
319;814;814;Mierlo                     ;MLO;461;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant       ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;115;Industriegebied Helmond                 ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost Brabant                    ;3;Helmond            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;74;Helmond               ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuid-Oost        ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;13;West- en Midden-Brabant                 ;50;Zuidoost-Noord-Brabant                  ;3;Zuid-Nederland    ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ;- ;Niet van toepassing  ;40.2;-  ;nvt                           ;20;Eindhoven/Helmond         ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10079;798
320;815;815;Mill en Sint Hubert        ;MHT;463;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant      ;15;Nijmegen                           ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;1;'s-Hertogenbosch;7;Nijmegen          ;24;'s-Hertogenbosch ;55;GGD Brabant-Noordoost                   ;4;Boxmeer            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied   ;73;Boxmeer               ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;14;Oost-Brabant, Noord- en Midden-Limburg  ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;40;Noord-Oost-Brabant                      ;- ;Niet van toepassing  ;15.2;352;Overig Noordoost-Noord-Brabant;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10953;254
321;265;265;Millingen aan de Rijn      ;MIN;464;5;Arnhem          ;48;Nijmegen e.o                  ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;40;Gebied om Nijmegen                      ;2;Arnhem          ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;17;Nijmegen           ;6;Nijmegen        ;2;Oost-Nederland ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied   ;30;Nijmegen              ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;14;Oost-Brabant, Noord- en Midden-Limburg  ;18;Agglomeraties Arnhem en Nijmegen        ;2;Oost-Nederland    ;14;Arnhem/Nijmegen                         ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;- ;Niet van toepassing  ;15.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;5724;526
322;562;562;Monster                    ;MSR;469;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;27;Delft en Westland                  ;81;Westland                                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;14;Dordrecht       ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;2;Noordzeebadplaatsen                     ;32;Delft en Westland                       ;7;West-Nederland 3  ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;19718;976
323;335;335;Montfoort                  ;MFT;470;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;49;Utrechts weidegebied                    ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;25;GGD West-Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied ;48;Woerden               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;17;Overig Nederland                        ;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;- ;Niet van toepassing  ;19.3;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13236;575
324;944;944;Mook en Middelaar          ;MMR;472;4;Roermond        ;48;Nijmegen e.o                  ;15;Nijmegen                           ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;30;Nijmegen              ;11;Oostelijk Maas-Waalgebied       ;23;Limburg-Noord            ;31;Limburg                   ;6;Arnhem-Oost Gld./Nijm. Rivierenland;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;14;Arnhem/Nijmegen                         ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;15.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7466;324
325;563;563;Moordrecht                 ;MRT;473;9;'s-Gravenhage   ;16;Midden-Holland                ;33;Gouda                              ;28;Oost-Zuid-Holland                  ;74;Gouda en omstreken                      ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden Holland                      ;34;Gouda              ;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;51;Gouda                 ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;33;Oost-Zuid-Holland                       ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                       ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;15;Rotterdam                 ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;7507;888
326;424;424;Muiden                     ;MUN;474;13;Amsterdam       ;4;Gooi en Vechtstreek           ;23;Hilversum                          ;24;Het Gooi en Vechtstreek            ;65;Vechtstreek in Noord-Holland            ;4;Amsterdam       ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek                 ;45;Hilversum          ;10;Haarlem         ;3;West-Nederland ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland             ;8;Midden-Nederland                   ;3;Ijsselmeerkust                          ;29;Het Gooi en Vechtstreek                 ;7;West-Nederland 3  ;20;Gooi en Vechtstreek                     ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;02;Amsterdam            ;nvt ;-  ;nvt                           ;12;Hilversum                 ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6877;392
327;565;565;Naaldwijk                  ;NWK;477;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;27;Delft en Westland                  ;81;Westland                                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;14;Dordrecht       ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;17;Overig Nederland                        ;32;Delft en Westland                       ;7;West-Nederland 3  ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;28557;1023
328;425;425;Naarden                    ;NDN;478;13;Amsterdam       ;4;Gooi en Vechtstreek           ;23;Hilversum                          ;24;Het Gooi en Vechtstreek            ;67;Overige gemeenten in het Gooi           ;4;Amsterdam       ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek                 ;45;Hilversum          ;10;Haarlem         ;3;West-Nederland ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland             ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;29;Het Gooi en Vechtstreek                 ;7;West-Nederland 3  ;20;Gooi en Vechtstreek                     ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;12;Hilversum                 ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;16620;995
329;426;426;Nederhorst den Berg        ;NBG;479;13;Amsterdam       ;4;Gooi en Vechtstreek           ;23;Hilversum                          ;24;Het Gooi en Vechtstreek            ;65;Vechtstreek in Noord-Holland            ;4;Amsterdam       ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek                 ;45;Hilversum          ;10;Haarlem         ;3;West-Nederland ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland             ;8;Midden-Nederland                   ;17;Overig Nederland                        ;29;Het Gooi en Vechtstreek                 ;7;West-Nederland 3  ;20;Gooi en Vechtstreek                     ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;5204;306
330;643;643;Nederlek                   ;NLK;480;9;'s-Gravenhage   ;16;Midden-Holland                ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;75;Krimpenerwaard                          ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden Holland                      ;34;Gouda              ;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;54;Rotterdam             ;17;Rijnmond groot                  ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;34;Groot-Rijnmond (exclusief Rijnmond)     ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                       ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;- ;Niet van toepassing  ;28.1;292;Overig Groot-Rijnmond         ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;14861;795
