ID;BedrijfstakkenBranches;Seizoencorrectie;Perioden;ProductieBedrAfgelopen3Mnd_1;ProductieBedrKomende3Mnd_2;OmzetAfgelopen3Mnd_3;OmzetKomende3Mnd_4;BuitenlandseOmzetAfgelopen3Mnd_5;BuitenlandseOmzetKomende3Mnd_6;VerkoopprijzenTarievenKomende3Mnd_7;PersoneelssterkteAfgelopen3Mnd_8;PersoneelssterkteKomende3Mnd_9;EconomischKlimaatAfgelopen3Mnd_10;WinstgevendheidAfgelopen3Mnd_11
1249;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;23.6;24.8;11.9;29.0;0.6;5.8;8.0;-3.8;2.1;7.5;7.4
1250;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;25.2;10.1;21.4;12.9;5.5;7.5;8.1;-5.4;7.4;6.4;8.8
1251;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;12.6;18.9;8.5;17.8;7.6;7.4;6.8;-2.7;7.1;10.1;8.4
1252;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;19.3;26.1;25.2;27.9;6.7;6.1;7.9;1.1;11.3;9.6;10.1
1253;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;13.1;25.4;13.2;28.0;6.6;7.1;8.9;10.6;11.1;12.7;12.8
1254;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;13.8;21.5;19.8;18.8;5.1;6.5;9.4;0.6;14.4;4.3;7.6
1255;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;15.8;21.7;15.4;21.5;11.6;13.7;13.2;10.5;13.2;17.6;17.7
1256;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;16.5;23.2;18.7;27.4;9.3;11.3;7.7;8.1;10.5;8.4;14.1
1257;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2018 3e kwartaal;18.3;35.2;14.8;39.2;10.0;13.2;10.0;11.3;22.2;18.4;13.4
1258;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2018 4e kwartaal;23.2;16.2;27.0;18.0;15.1;6.9;8.4;12.5;22.0;6.1;6.0
1259;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2019 1e kwartaal;13.7;16.2;10.2;16.3;9.4;14.2;9.1;8.6;18.6;8.1;14.1
1260;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2019 2e kwartaal;17.1;15.8;25.8;20.8;19.0;19.3;12.9;13.0;13.0;10.8;14.6
1261;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2019 3e kwartaal;23.8;32.9;25.5;40.2;11.2;9.8;12.8;15.1;24.8;9.9;20.2
1262;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2019 4e kwartaal;15.0;8.7;20.2;9.1;8.4;6.6;7.5;6.1;17.0;1.4;5.6
1263;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2020 1e kwartaal;3.8;24.1;3.9;23.0;8.6;10.4;16.6;-1.4;19.3;2.5;3.3
1264;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2020 2e kwartaal;6.8;-35.9;4.3;-46.1;4.4;-18.1;-3.1;-1.3;-17.3;-20.1;-4.7
1265;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-15.0;9.3;-28.3;15.2;-15.6;1.8;3.6;-13.9;-3.6;-38.3;-19.2
1266;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2020 4e kwartaal;12.1;1.9;12.4;-8.9;-1.7;-0.7;1.9;-10.3;-0.1;-19.8;-7.1
1267;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2021 1e kwartaal;1.8;19.5;5.3;9.7;1.6;5.9;3.9;-2.4;9.4;-10.9;2.6
1268;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2021 2e kwartaal;10.3;12.2;12.7;6.3;10.2;6.7;3.6;5.9;17.6;0.2;13.5
1269;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2021 3e kwartaal;15.0;23.1;14.6;31.6;-1.2;7.7;14.0;11.4;15.3;11.7;21.2
1270;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2021 4e kwartaal;24.7;19.3;27.0;15.3;7.4;9.1;13.7;6.5;27.1;20.1;18.4
1271;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2022 1e kwartaal;9.1;12.3;10.6;12.0;0.8;6.2;12.7;8.5;23.3;-1.8;4.8
1272;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2022 2e kwartaal;22.8;17.8;18.9;26.9;14.1;7.2;18.6;14.8;26.9;6.1;13.0
1273;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2022 3e kwartaal;17.2;21.9;25.8;29.7;10.4;11.0;22.8;17.2;27.3;-3.7;20.6
1274;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2022 4e kwartaal;12.6;6.7;20.2;7.7;6.7;3.3;27.1;7.0;19.0;-12.5;2.7
1275;J Informatie en communicatie;Seizoengecorrigeerde cijfers;2023 1e kwartaal;12.6;9.0;14.5;21.9;6.2;4.9;30.1;16.3;18.7;-5.4;-3.0
1276;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;;;3.6;-3.2;;;4.8;-4.0;0.8;1.8;-1.1
1277;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;;;-4.8;5.8;;;5.0;-6.3;4.3;1.9;5.0
1278;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;;;8.0;27.5;;;32.0;2.1;-0.6;5.0;0.6
1279;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;;;22.7;8.8;;;6.3;2.1;-6.8;10.9;7.3
1280;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;;;18.6;9.1;;;11.6;-2.6;-2.8;17.9;12.0
1281;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;;;2.5;9.8;;;7.7;-2.6;3.2;8.3;9.5
1282;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;;;11.9;17.1;;;19.0;7.9;7.7;14.6;10.0
1283;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;;;14.8;2.8;;;4.7;6.3;12.3;6.8;4.5
1284;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;;;9.2;-1.5;;;0.6;9.8;16.1;5.7;12.2
1285;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;;;10.6;7.4;;;4.8;12.8;10.9;2.9;7.1
1286;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;;;10.3;20.6;;;20.0;17.1;16.3;1.3;1.6
1287;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;;;7.5;0.8;;;3.6;14.1;15.2;-0.8;-1.1
1288;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;;;7.5;-5.7;;;0.6;14.1;15.0;-3.1;-8.8
1289;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;;;5.1;9.2;;;4.2;14.5;12.2;-1.4;1.0
1290;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;;;5.8;16.1;;;16.1;9.9;7.5;-5.4;0.0
1291;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;;;4.6;3.7;;;-2.3;3.4;6.1;-1.0;-2.1
1292;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;;;8.3;-1.4;;;5.8;11.3;10.2;1.5;7.7
1293;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;;;-9.4;-35.1;;;-6.0;6.0;-3.2;-18.8;-0.2
1294;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;;;-4.9;9.9;;;22.5;6.0;5.2;-18.6;-5.8
1295;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;;;14.8;-2.4;;;3.5;0.9;2.5;-7.0;-1.0
1296;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;;;10.2;-5.0;;;2.1;-0.6;0.1;-8.7;2.8
1297;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;;;-1.5;3.6;;;-3.3;10.5;2.3;-4.7;-6.7
1298;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;;;6.1;2.4;;;2.8;4.6;8.2;3.2;0.8
1299;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;;;1.5;7.8;;;-1.3;7.7;8.9;1.7;0.6
1300;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;;;4.4;1.4;;;5.2;11.2;2.6;2.0;5.7
1301;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;;;5.5;13.6;;;10.4;11.9;13.2;-10.4;2.1
1302;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;;;7.5;17.8;;;21.2;10.4;12.4;-12.8;-6.4
1303;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;;;17.3;4.5;;;2.4;3.1;6.5;-25.1;-9.8
1304;L Verhuur en handel van onroerend goed;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;;;7.5;-7.6;;;19.3;8.0;10.7;-23.0;-14.9
1305;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2016 1e kwartaal;;;6.5;7.1;;;10.4;-1.6;1.4;3.2;-1.4
1306;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2016 2e kwartaal;;;3.6;4.7;;;7.1;-6.3;3.2;3.3;4.5
1307;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2016 3e kwartaal;;;8.3;13.9;;;17.6;-1.1;-0.4;1.2;0.9
1308;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2016 4e kwartaal;;;10.9;13.1;;;13.0;2.8;-6.5;11.8;7.9
1309;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2017 1e kwartaal;;;21.6;14.5;;;17.2;-0.2;-2.2;19.3;11.6
1310;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2017 2e kwartaal;;;11.0;13.6;;;9.8;-2.6;2.1;9.7;9.0
1311;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2017 3e kwartaal;;;12.2;3.5;;;4.6;4.7;7.9;10.8;10.2
1312;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2017 4e kwartaal;;;3.0;7.2;;;11.4;7.0;12.7;7.7;5.0
1313;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2018 1e kwartaal;;;12.2;8.8;;;6.2;12.2;16.7;7.0;11.9
1314;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2018 2e kwartaal;;;19.0;6.3;;;6.9;12.8;9.8;4.3;6.6
1315;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2018 3e kwartaal;;;10.6;7.0;;;5.6;13.9;16.5;-2.4;1.9
1316;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2018 4e kwartaal;;;-4.3;5.2;;;10.3;14.8;15.6;0.1;-0.6
1317;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2019 1e kwartaal;;;10.5;-0.2;;;6.2;16.5;15.6;-1.7;-9.2
1318;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2019 2e kwartaal;;;13.5;13.0;;;6.3;14.5;11.1;0.0;0.4
1319;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2019 3e kwartaal;;;6.2;2.5;;;1.7;6.7;7.7;-9.1;0.2
1320;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2019 4e kwartaal;;;-7.2;8.1;;;4.4;4.0;6.5;0.0;-1.5
1321;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2020 1e kwartaal;;;10.9;9.3;;;11.2;13.4;10.5;2.5;7.4
1322;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2020 2e kwartaal;;;-3.1;-34.0;;;-4.7;5.4;-4.0;-17.5;-0.8
1323;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2020 3e kwartaal;;;-4.7;-4.6;;;9.2;2.9;5.6;-21.6;-5.5
1324;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2020 4e kwartaal;;;5.8;0.3;;;10.2;2.4;2.7;-6.1;-0.3
1325;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2021 1e kwartaal;;;12.8;8.2;;;7.5;1.5;0.4;-7.8;2.5
1326;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2021 2e kwartaal;;;4.8;2.1;;;-2.2;9.9;1.5;-3.4;-7.4
1327;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2021 3e kwartaal;;;6.3;-12.2;;;-10.3;1.5;8.6;0.1;1.1
1328;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2021 4e kwartaal;;;-7.5;10.6;;;5.4;9.2;9.0;2.5;1.2
1329;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2022 1e kwartaal;;;6.0;9.8;;;11.1;12.8;2.6;2.7;4.9
1330;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2022 2e kwartaal;;;12.7;13.0;;;14.4;11.4;12.9;-9.7;1.8
1331;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2022 3e kwartaal;;;8.2;6.9;;;8.3;7.8;12.6;-14.1;-6.0
1332;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2022 4e kwartaal;;;7.8;7.6;;;5.4;4.7;6.5;-25.1;-9.2
1333;L Verhuur en handel van onroerend goed;Seizoengecorrigeerde cijfers;2023 1e kwartaal;;;7.3;0.2;;;21.8;8.4;11.0;-22.0;-16.9
1334;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;22.3;14.4;25.0;13.5;7.9;4.2;24.6;3.7;7.3;12.2;11.7
1335;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;15.6;19.5;15.2;19.8;4.0;5.2;4.3;8.8;10.2;7.4;4.3
1336;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;14.4;-3.2;13.5;-1.7;4.1;-1.6;4.6;6.7;3.6;6.4;4.0
1337;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;2.6;17.0;-1.5;20.1;-1.6;8.4;5.2;8.7;6.8;7.5;3.5
1338;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;24.5;19.0;29.9;18.2;7.3;1.3;24.4;9.6;13.1;15.0;13.7
1339;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;19.7;23.2;19.3;23.2;2.4;4.6;3.9;9.7;14.2;14.1;8.1
1340;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;20.5;9.2;22.0;8.4;3.6;-1.2;5.7;12.8;16.9;15.1;11.6
1341;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;10.0;23.8;9.1;26.5;1.9;8.7;9.5;10.0;18.2;12.6;10.7
1342;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;28.8;16.6;33.9;14.3;7.9;5.7;34.8;19.9;18.6;19.9;23.9
1343;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;19.8;23.8;16.3;26.9;2.1;4.9;5.0;14.3;21.2;15.9;8.6
1344;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;24.8;10.3;30.1;10.4;6.4;-0.1;8.0;18.8;21.7;13.1;13.3
1345;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;10.2;23.1;11.1;26.9;2.5;6.1;11.7;20.0;16.7;10.4;5.2
1346;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;25.7;19.3;28.8;20.1;6.2;6.1;38.1;20.4;18.7;7.8;12.3
1347;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;17.6;21.1;18.0;22.8;3.1;2.6;5.9;15.1;23.7;5.1;6.1
1348;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;20.3;7.3;25.4;7.0;5.1;0.5;8.8;15.6;18.6;6.2;5.8
1349;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;4.2;15.4;5.1;16.1;1.6;4.8;14.7;10.2;15.0;-2.1;2.4
1350;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;17.5;16.8;21.6;16.1;6.6;3.5;40.0;12.7;17.9;0.6;9.9
1351;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-25.2;-62.5;-18.5;-65.5;-11.2;-24.0;-9.9;-2.0;-26.9;-33.1;-28.5
1352;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-29.3;3.6;-33.9;1.3;-13.8;-5.3;0.9;-21.3;1.3;-47.0;-43.8
1353;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;1.3;1.7;3.2;0.6;-5.3;0.0;7.3;-13.7;-4.1;-10.9;-9.0
1354;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;13.3;3.9;13.0;0.5;1.1;-0.4;29.9;-1.8;5.9;-14.4;0.2
1355;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;9.6;15.1;6.2;17.5;-0.8;1.3;4.1;5.3;17.3;-0.8;-1.1
1356;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;21.8;3.8;23.5;4.9;2.3;-0.7;4.7;16.5;26.0;16.7;15.6
1357;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;9.7;25.3;6.9;31.5;0.6;7.7;19.1;15.7;29.0;16.0;12.9
1358;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;24.5;7.9;30.0;11.0;6.0;3.3;45.6;15.0;22.8;5.7;16.8
1359;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;14.7;18.9;18.1;22.2;4.4;5.3;19.6;16.4;28.0;1.6;-2.4
1360;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;12.4;-2.2;16.0;2.4;3.1;0.3;18.3;11.0;24.5;-1.3;1.1
1361;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;-2.7;14.9;1.7;19.9;0.9;4.0;36.4;12.2;18.6;-10.9;-11.0
1362;M-N Zakelijke dienstverlening;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;21.6;10.8;27.7;11.8;8.9;2.5;57.9;14.7;25.3;-3.8;-1.5
1363;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2016 1e kwartaal;16.3;13.9;17.3;15.1;6.8;5.5;9.2;4.0;7.4;12.0;8.0
1364;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2016 2e kwartaal;15.7;12.5;16.2;13.4;4.8;4.2;9.9;9.3;5.8;7.8;6.5
1365;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2016 3e kwartaal;13.6;9.2;11.8;9.2;3.9;2.6;10.2;7.3;4.9;6.7;5.1
1366;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2016 4e kwartaal;9.3;12.2;6.9;14.0;-0.9;4.0;9.3;7.3;9.8;7.1;4.0
1367;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2017 1e kwartaal;18.4;18.5;22.2;19.8;6.2;2.5;9.0;9.8;13.2;14.8;10.0
1368;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2017 2e kwartaal;19.7;16.2;20.3;16.8;3.2;3.5;9.5;10.2;9.8;14.5;10.2
1369;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2017 3e kwartaal;19.8;21.6;20.3;19.3;3.4;2.9;11.4;13.4;18.1;15.4;12.7
1370;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2017 4e kwartaal;16.7;19.0;17.5;20.4;2.5;4.3;13.6;8.6;21.2;12.2;11.2
1371;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2018 1e kwartaal;22.7;16.1;26.2;15.9;6.8;7.0;19.4;20.2;18.8;19.7;20.1
1372;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2018 2e kwartaal;19.8;16.8;17.2;20.5;2.9;3.9;10.6;14.9;16.9;16.3;10.8
1373;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2018 3e kwartaal;24.1;22.6;28.4;21.3;6.2;4.0;13.7;19.4;22.9;13.4;14.3
1374;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2018 4e kwartaal;17.0;18.3;19.5;20.8;3.2;1.7;15.8;18.6;19.7;9.9;5.8
1375;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2019 1e kwartaal;19.7;18.8;21.1;21.7;5.0;7.4;22.7;20.6;18.8;7.6;8.6
1376;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2019 2e kwartaal;17.7;14.1;18.9;16.5;3.9;1.6;11.5;15.7;19.3;5.4;8.3
1377;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2019 3e kwartaal;19.5;19.7;23.7;17.9;4.8;4.7;14.5;16.2;19.8;6.5;6.9
1378;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2019 4e kwartaal;10.9;10.6;13.5;10.0;2.2;0.5;18.8;8.7;18.0;-2.6;2.9
1379;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2020 1e kwartaal;10.7;16.0;13.0;18.1;4.9;3.5;23.5;12.5;18.4;0.3;4.8
1380;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-24.8;-68.6;-16.7;-71.7;-10.5;-24.6;-3.8;-0.8;-31.1;-32.6;-26.4
1381;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-30.5;14.8;-36.0;11.4;-14.2;-1.5;7.4;-21.1;1.9;-46.7;-43.2
1382;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2020 4e kwartaal;9.0;-2.5;12.1;-5.3;-4.0;-3.3;11.4;-14.9;-1.0;-11.3;-6.5
1383;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2021 1e kwartaal;6.5;3.1;4.4;2.5;-0.5;-0.4;13.3;-2.1;6.3;-14.7;-4.8
1384;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2021 2e kwartaal;10.0;9.0;7.9;11.2;-0.1;0.7;10.1;6.5;13.1;-0.4;0.9
1385;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2021 3e kwartaal;20.6;15.0;21.4;15.0;1.9;3.1;11.2;16.6;26.6;16.9;16.2
1386;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2021 4e kwartaal;17.3;21.1;15.8;25.6;1.9;4.4;23.2;14.5;32.1;15.6;15.3
1387;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2022 1e kwartaal;20.6;8.0;23.4;13.6;4.0;3.6;26.5;14.8;23.4;5.7;12.6
1388;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2022 2e kwartaal;17.2;15.2;20.3;15.6;5.5;4.7;28.5;16.9;24.4;2.0;0.0
1389;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2022 3e kwartaal;5.9;7.4;12.6;12.8;2.1;4.4;25.6;11.4;25.5;-1.1;0.0
1390;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2022 4e kwartaal;4.8;8.9;9.5;13.5;2.8;0.1;39.4;11.6;20.6;-11.5;-8.1
1391;M-N Zakelijke dienstverlening;Seizoengecorrigeerde cijfers;2023 1e kwartaal;14.4;11.9;20.4;15.2;6.7;2.6;39.1;14.3;26.3;-3.6;-6.3
1392;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;28.4;19.4;30.1;16.0;10.9;5.7;19.1;7.9;10.1;13.7;15.1
1393;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;18.2;17.9;16.3;15.5;5.0;5.3;2.0;10.0;8.6;7.7;3.9
1394;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;14.4;-7.3;12.3;-4.4;4.2;-3.3;2.3;4.3;7.0;8.0;3.7
1395;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;-0.2;23.6;-6.2;29.5;-4.3;13.4;5.8;13.0;11.8;8.1;4.4
1396;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;28.0;18.1;34.2;14.8;9.3;2.5;20.4;9.3;14.1;19.3;13.9
1397;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;19.8;12.4;17.5;11.9;1.9;5.9;1.0;12.2;13.4;14.1;12.8
1398;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;13.7;-0.2;14.5;-2.7;5.3;-2.5;2.3;12.6;15.8;9.6;10.8
1399;M Specialistische zakelijke diensten;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;1.4;27.2;-2.8;33.6;0.3;13.0;7.6;8.8;22.3;10.0;5.0
