ID;Vervoerstroom;ADRKlasse;Perioden;VervoerdLadinggewicht_1;Vervoersprestatie_2
847;Doorvoer;6.2 Infectueuze stoffen;2019;0;0
848;Doorvoer;6.2 Infectueuze stoffen;2020;0;0
849;Doorvoer;6.2 Infectueuze stoffen;2021;0;0
850;Doorvoer;6.2 Infectueuze stoffen;2022;0;0
851;Doorvoer;6.2 Infectueuze stoffen;2023;0;0
852;Doorvoer;7 Radioactieve stoffen;2012;0;0
853;Doorvoer;7 Radioactieve stoffen;2013;0;0
854;Doorvoer;7 Radioactieve stoffen;2014;0;0
855;Doorvoer;7 Radioactieve stoffen;2015;0;0
856;Doorvoer;7 Radioactieve stoffen;2016;0;0
857;Doorvoer;7 Radioactieve stoffen;2017;0;0
858;Doorvoer;7 Radioactieve stoffen;2018;0;0
859;Doorvoer;7 Radioactieve stoffen;2019;0;0
860;Doorvoer;7 Radioactieve stoffen;2020;0;0
861;Doorvoer;7 Radioactieve stoffen;2021;2;0
862;Doorvoer;7 Radioactieve stoffen;2022;0;0
863;Doorvoer;7 Radioactieve stoffen;2023;0;0
864;Doorvoer;8 Bijtende stoffen;2012;1049;193
865;Doorvoer;8 Bijtende stoffen;2013;1222;224
866;Doorvoer;8 Bijtende stoffen;2014;1281;237
867;Doorvoer;8 Bijtende stoffen;2015;1177;217
868;Doorvoer;8 Bijtende stoffen;2016;1324;239
869;Doorvoer;8 Bijtende stoffen;2017;1291;228
870;Doorvoer;8 Bijtende stoffen;2018;1234;207
871;Doorvoer;8 Bijtende stoffen;2019;1410;236
872;Doorvoer;8 Bijtende stoffen;2020;1363;224
873;Doorvoer;8 Bijtende stoffen;2021;1442;237
874;Doorvoer;8 Bijtende stoffen;2022;1328;213
875;Doorvoer;8 Bijtende stoffen;2023;1196;191
876;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2012;377;67
877;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2013;517;75
878;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2014;878;101
879;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2015;949;108
880;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2016;1022;123
881;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2017;1254;119
882;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2018;1313;145
883;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2019;1117;122
884;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2020;1113;110
885;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2021;1021;89
886;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2022;1316;112
887;Doorvoer;9 Andere gevaarlijke stoffen, voorwerpen;2023;1411;118
888;Doorvoer;9.9 Klasse onbekend;2012;0;0
889;Doorvoer;9.9 Klasse onbekend;2013;4;0
890;Doorvoer;9.9 Klasse onbekend;2014;6;1
891;Doorvoer;9.9 Klasse onbekend;2015;2;0
892;Doorvoer;9.9 Klasse onbekend;2016;0;0
893;Doorvoer;9.9 Klasse onbekend;2017;0;0
894;Doorvoer;9.9 Klasse onbekend;2018;1;0
895;Doorvoer;9.9 Klasse onbekend;2019;47;7
896;Doorvoer;9.9 Klasse onbekend;2020;4;1
897;Doorvoer;9.9 Klasse onbekend;2021;5;1
898;Doorvoer;9.9 Klasse onbekend;2022;0;0
899;Doorvoer;9.9 Klasse onbekend;2023;0;0
