ID;SoortMisdrijf;Perioden;TotaalGeregistreerd_1;TotaalOpgehelderd_2;TotaalGehoordeVerdachten_3;TotaalMannen_4;MeerderjarigeMannen_5;MinderjarigeMannen_6;TotaalVrouwen_7;MeerderjarigeVrouwen_8;MinderjarigeVrouwen_9;TotaalGeregistreerd_10;TotaalOpgehelderd_11;TotaalGehoordeVerdachten_12;TotaalMannen_13;MeerderjarigeMannen_14;MinderjarigeMannen_15;TotaalVrouwen_16;MeerderjarigeVrouwen_17;MinderjarigeVrouwen_18
225;Wegenverkeerswet totaal;1999;128734;51544;53406;48817;47825;992;4589;4529;60;997;399;414;758;814;175;71;76;11
226;Wegenverkeerswet totaal;2000;131139;53426;56873;52112;51122;990;4761;4717;44;1009;411;438;804;865;173;73;79;8
227;Wegenverkeerswet totaal;2001;138254;59110;63287;57997;56949;1048;5290;5224;66;1057;452;484;889;958;180;81;87;12
228;Wegenverkeerswet totaal;2002;142483;63762;63779;58078;57083;995;5701;5646;55;1083;485;485;884;955;168;87;94;10
229;Wegenverkeerswet totaal;2003;153614;71270;69941;63131;62053;1078;6810;6743;67;1161;538;528;955;1033;178;103;111;12
230;Wegenverkeerswet totaal;2004;153794;72635;71874;64455;63335;1120;7419;7329;90;1157;547;541;971;1051;183;112;121;15
231;Wegenverkeerswet totaal;2005;153230;73557;72864;65073;63634;1439;7791;7644;147;1149;552;546;977;1053;234;117;125;25
232;Wegenverkeerswet totaal;2006;153873;75517;75667;67466;65833;1633;8201;8058;143;1151;565;566;1011;1087;266;122;132;24
233;Wegenverkeerswet totaal;2007;157791;76431;76409;67847;65938;1909;8562;8364;198;1178;570;570;1015;1086;310;128;137;34
234;Rijden onder invloed;1999;41151;40772;41146;38139;37754;385;3007;2993;14;319;316;319;592;643;68;46;50;3
235;Rijden onder invloed;2000;43370;43039;44432;41110;40683;427;3322;3304;18;334;331;342;634;689;75;51;55;3
236;Rijden onder invloed;2001;47665;47497;50755;46940;46444;496;3815;3793;22;365;363;388;719;781;85;58;63;4
237;Rijden onder invloed;2002;52445;52210;52544;48273;47750;523;4271;4257;14;399;397;399;735;799;88;65;71;2
238;Rijden onder invloed;2003;57863;57705;57897;52747;52154;593;5150;5113;37;437;436;437;798;868;98;78;85;6
239;Rijden onder invloed;2004;58732;58292;58682;53229;52651;578;5453;5405;48;442;439;442;802;874;95;82;89;8
240;Rijden onder invloed;2005;59067;58973;59260;53591;52644;947;5669;5570;99;443;442;444;805;871;154;85;91;17
241;Rijden onder invloed;2006;61355;61035;61546;55612;54488;1124;5934;5833;101;459;457;460;834;900;183;89;95;17
242;Rijden onder invloed;2007;61622;61216;61790;55615;54318;1297;6175;6035;140;460;457;461;832;895;210;92;99;24
243;Doorrijden na ongeval;1999;83789;8324;9210;7868;7469;399;1342;1310;32;649;64;71;122;127;71;21;22;6
244;Doorrijden na ongeval;2000;84267;8165;8942;7691;7344;347;1251;1232;19;649;63;69;119;124;61;19;21;3
245;Doorrijden na ongeval;2001;86824;8613;8777;7519;7181;338;1258;1232;26;664;66;67;115;121;58;19;21;5
246;Doorrijden na ongeval;2002;87241;9211;8470;7194;6877;317;1276;1242;34;663;70;64;109;115;54;19;21;6
247;Doorrijden na ongeval;2003;91170;9586;8877;7381;7081;300;1496;1480;16;689;72;67;112;118;50;23;24;3
248;Doorrijden na ongeval;2004;90500;10368;9857;8094;7746;348;1763;1731;32;681;78;74;122;129;57;26;29;5
249;Doorrijden na ongeval;2005;89522;10517;9956;8036;7763;273;1920;1884;36;671;79;75;121;128;44;29;31;6
250;Doorrijden na ongeval;2006;87863;10409;10344;8296;7979;317;2048;2018;30;657;78;77;124;132;52;31;33;5
251;Doorrijden na ongeval;2007;90325;10511;10584;8432;8092;340;2152;2108;44;674;78;79;126;133;55;32;34;7
252;Overige misdrijven Wegenverkeerswet;1999;3794;2448;3050;2810;2602;208;240;226;14;29;19;24;44;44;37;4;4;3
253;Overige misdrijven Wegenverkeerswet;2000;3502;2222;3499;3311;3095;216;188;181;7;27;17;27;51;52;38;3;3;1
254;Overige misdrijven Wegenverkeerswet;2001;3765;3000;3755;3538;3324;214;217;199;18;29;23;29;54;56;37;3;3;3
255;Overige misdrijven Wegenverkeerswet;2002;2797;2341;2765;2611;2456;155;154;147;7;21;18;21;40;41;26;2;2;1
256;Overige misdrijven Wegenverkeerswet;2003;4581;3979;3167;3003;2818;185;164;150;14;35;30;24;45;47;31;2;2;2
257;Overige misdrijven Wegenverkeerswet;2004;4562;3975;3335;3132;2938;194;203;193;10;34;30;25;47;49;32;3;3;2
258;Overige misdrijven Wegenverkeerswet;2005;4641;4067;3648;3446;3227;219;202;190;12;35;31;27;52;53;36;3;3;2
259;Overige misdrijven Wegenverkeerswet;2006;4655;4073;3777;3558;3366;192;219;207;12;35;30;28;53;56;31;3;3;2
260;Overige misdrijven Wegenverkeerswet;2007;5844;4704;4035;3800;3528;272;235;221;14;44;35;30;57;58;44;4;4;2
261;Wet op de economische delicten;1999;3709;2094;2907;2700;2515;185;207;202;5;29;16;23;42;43;33;3;3;1
262;Wet op de economische delicten;2000;3528;1886;2780;2619;2447;172;161;152;9;27;15;21;40;41;30;2;3;2
263;Wet op de economische delicten;2001;3595;2507;2963;2797;2670;127;166;156;10;27;19;23;43;45;22;3;3;2
264;Wet op de economische delicten;2002;3610;2708;3289;3085;3021;64;204;204;0;27;21;25;47;51;11;3;3;0
265;Wet op de economische delicten;2003;3985;3162;3830;3638;3550;88;192;181;11;30;24;29;55;59;15;3;3;2
266;Wet op de economische delicten;2004;4195;3527;4282;4064;3918;146;218;206;12;32;27;32;61;65;24;3;3;2
267;Wet op de economische delicten;2005;3974;3258;4066;3844;3684;160;222;210;12;30;24;30;58;61;26;3;3;2
268;Wet op de economische delicten;2006;3210;2706;3441;3216;3007;209;225;186;39;24;20;26;48;50;34;3;3;7
269;Wet op de economische delicten;2007;3150;2526;3145;2946;2786;160;199;170;29;24;19;23;44;46;26;3;3;5
270;Milieuhygiënische wetten;1999;2886;1507;1918;1757;1705;52;161;158;3;22;12;15;27;29;9;2;3;1
271;Milieuhygiënische wetten;2000;2809;1320;1916;1795;1738;57;121;116;5;22;10;15;28;29;10;2;2;1
272;Milieuhygiënische wetten;2001;2923;1889;2118;1984;1961;23;134;125;9;22;14;16;30;33;4;2;2;2
273;Milieuhygiënische wetten;2002;3079;2220;2685;2498;2464;34;187;187;0;23;17;20;38;41;6;3;3;0
274;Milieuhygiënische wetten;2003;3268;2507;2990;2829;2767;62;161;150;11;25;19;23;43;46;10;2;2;2
275;Milieuhygiënische wetten;2004;3506;2868;3411;3223;3135;88;188;180;8;26;22;26;49;52;14;3;3;1
276;Milieuhygiënische wetten;2005;3127;2501;3104;2922;2819;103;182;170;12;23;19;23;44;47;17;3;3;2
277;Milieuhygiënische wetten;2006;2634;2186;2781;2592;2458;134;189;151;38;20;16;21;39;41;22;3;2;6
278;Milieuhygiënische wetten;2007;2592;2072;2559;2384;2251;133;175;146;29;19;15;19;36;37;22;3;2;5
279;Overige misdr. Wet  op de econ. delicten;1999;823;587;989;943;810;133;46;44;2;6;5;8;15;14;24;1;1;0
280;Overige misdr. Wet  op de econ. delicten;2000;719;566;864;824;709;115;40;36;4;6;4;7;13;12;20;1;1;1
281;Overige misdr. Wet  op de econ. delicten;2001;672;618;845;813;709;104;32;31;1;5;5;6;12;12;18;0;1;0
282;Overige misdr. Wet  op de econ. delicten;2002;531;488;604;587;557;30;17;17;0;4;4;5;9;9;5;0;0;0
283;Overige misdr. Wet  op de econ. delicten;2003;717;655;840;809;783;26;31;31;0;5;5;6;12;13;4;0;1;0
284;Overige misdr. Wet  op de econ. delicten;2004;689;659;871;841;783;58;30;26;4;5;5;7;13;13;9;0;0;1
285;Overige misdr. Wet  op de econ. delicten;2005;847;757;962;922;865;57;40;40;0;6;6;7;14;14;9;1;1;0
286;Overige misdr. Wet  op de econ. delicten;2006;576;520;660;624;549;75;36;35;1;4;4;5;9;9;12;1;1;0
287;Overige misdr. Wet  op de econ. delicten;2007;558;454;586;562;535;27;24;24;0;4;3;4;8;9;4;0;0;0
288;Opiumwet;1999;7613;6480;11490;10091;9767;324;1399;1304;95;59;50;89;157;166;57;22;22;18
289;Opiumwet;2000;7474;6448;11643;10230;9906;324;1413;1379;34;58;50;90;158;168;57;22;23;6
290;Opiumwet;2001;10380;9574;13661;11965;11561;404;1696;1633;63;79;73;104;183;194;69;26;27;11
291;Opiumwet;2002;12752;12278;17037;14752;14171;581;2285;2203;82;97;93;129;224;237;98;35;37;15
292;Opiumwet;2003;15633;15034;20877;17951;17321;630;2926;2824;102;118;114;158;272;288;104;44;47;18
293;Opiumwet;2004;15662;14994;22034;18905;18235;670;3129;3036;93;118;113;166;285;303;110;47;50;16
294;Opiumwet;2005;15305;14730;21793;18489;17773;716;3304;3163;141;115;110;163;278;294;117;49;52;24
295;Opiumwet;2006;16361;15548;23088;19659;18925;734;3429;3294;135;122;116;173;295;312;119;51;54;23
296;Opiumwet;2007;15657;14848;21794;18567;17819;748;3227;3124;103;117;111;163;278;294;121;48;51;17
297;Wet Wapens en Munitie;1999;3432;2832;4063;3803;3136;667;260;230;30;27;22;31;59;53;118;4;4;6
298;Wet Wapens en Munitie;2000;2966;2472;3693;3411;2861;550;282;258;24;23;19;28;53;48;96;4;4;4
299;Wet Wapens en Munitie;2001;3508;3231;4094;3764;3132;632;330;307;23;27;25;31;58;53;109;5;5;4
300;Wet Wapens en Munitie;2002;3941;3770;4830;4454;3638;816;376;337;39;30;29;37;68;61;138;6;6;7
301;Wet Wapens en Munitie;2003;5913;5584;6346;5807;4944;863;539;507;32;45;42;48;88;82;143;8;8;6
302;Wet Wapens en Munitie;2004;6124;5731;6455;5866;4879;987;589;544;45;46;43;49;88;81;161;9;9;8
303;Wet Wapens en Munitie;2005;5804;5491;6407;5799;4760;1039;608;556;52;44;41;48;87;79;169;9;9;9
304;Wet Wapens en Munitie;2006;5476;5198;6116;5573;4573;1000;543;478;65;41;39;46;84;75;163;8;8;11
305;Wet Wapens en Munitie;2007;5532;5255;6308;5748;4705;1043;560;512;48;41;39;47;86;78;169;8;8;8
306;Wetboek van Militair Strafrecht;1999;230;200;220;220;220;0;0;0;0;2;2;2;3;4;0;0;0;0
307;Wetboek van Militair Strafrecht;2000;95;67;73;70;70;0;3;3;0;1;1;1;1;1;0;0;0;0
308;Wetboek van Militair Strafrecht;2001;116;82;93;90;90;0;3;3;0;1;1;1;1;2;0;0;0;0
309;Wetboek van Militair Strafrecht;2002;148;108;115;111;111;0;4;4;0;1;1;1;2;2;0;0;0;0
310;Wetboek van Militair Strafrecht;2003;218;164;166;157;156;1;9;9;0;2;1;1;2;3;0;0;0;0
311;Wetboek van Militair Strafrecht;2004;24;15;16;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0
312;Wetboek van Militair Strafrecht;2005;22;15;19;18;18;0;1;1;0;0;0;0;0;0;0;0;0;0
313;Wetboek van Militair Strafrecht;2006;91;65;71;67;67;0;4;4;0;1;0;1;1;1;0;0;0;0
314;Wetboek van Militair Strafrecht;2007;91;48;51;50;50;0;1;1;0;1;0;0;1;1;0;0;0;0
315;Overige wetten;1999;189;141;797;734;699;35;63;61;2;1;1;6;11;12;6;1;1;0
316;Overige wetten;2000;84;62;118;116;102;14;2;2;0;1;0;1;2;2;2;0;0;0
317;Overige wetten;2001;80;53;94;83;69;14;11;10;1;1;0;1;1;1;2;0;0;0
318;Overige wetten;2002;347;340;388;359;344;15;29;27;2;3;3;3;5;6;3;0;0;0
319;Overige wetten;2003;306;291;331;312;301;11;19;19;0;2;2;3;5;5;2;0;0;0
320;Overige wetten;2004;210;204;225;209;189;20;16;14;2;2;2;2;3;3;3;0;0;0
321;Overige wetten;2005;269;258;294;265;247;18;29;26;3;2;2;2;4;4;3;0;0;1
322;Overige wetten;2006;244;231;269;242;216;26;27;18;9;2;2;2;4;4;4;0;0;2
323;Overige wetten;2007;315;278;318;294;258;36;24;24;0;2;2;2;4;4;6;0;0;0
