ID;Bedrijfstype;RegioS;Perioden;TotaalMestnummers_1;MetOverschrijdingVerliesnorm_2;Veebezetting_3;OppervlakteCultuurgrond_4;FosfaatUitKunstmest_5;Fosfaatoverschot_6;Stikstofoverschot_7;ToelaatbaarStikstofoverschot_8;Mestnummers_9;OppervlakteCultuurgrond_10;Fosfaatoverschot_11;FosfaatUitKunstmest_12;BelastbaarFosfaatoverschot_13;OpgelegdeHeffing_14;Mestnummers_15;OppervlakteCultuurgrond_16;Stikstofoverschot_17;ToelaatbaarStikstofoverschot_18;BelastbaarStikstofoverschot_19;OpgelegdeHeffing_20;MestnummersMetPositiefFosfaatsaldo_21;MestnummersMetPositiefStikstofsaldo_22;OppCultuurgrondMetFosfaatsaldo_23;OppCultuurgrondMetStikstofsaldo_24;Fosfaatsaldo_25;Stikstofsaldo_26;TotaalMestnummers_27;MetOverschrijdingVerliesnorm_28;Veebezetting_29;OppervlakteCultuurgrond_30;FosfaatUitKunstmest_31;Fosfaatoverschot_32;Stikstofoverschot_33;ToelaatbaarStikstofoverschot_34;Mestnummers_35;OppervlakteCultuurgrond_36;Fosfaatoverschot_37;FosfaatUitKunstmest_38;BelastbaarFosfaatoverschot_39;OpgelegdeHeffing_40;Mestnummers_41;OppervlakteCultuurgrond_42;Stikstofoverschot_43;ToelaatbaarStikstofoverschot_44;BelastbaarStikstofoverschot_45;OpgelegdeHeffing_46
197;Intensief-melkvee;Noord-Brabant (prv);2000;1520;33.0;3.3;40949;13.0;19.0;238.0;298.0;20.0;7642;51.0;10.0;17.0;2676.0;22.0;8584;361.0;304.0;57.0;1008.0;66.0;66.0;26810.0;26739.0;53.0;210.0;12.0;83.0;4.7;81;0.0;69.0;438.0;373.0;83.0;48;98.0;0.0;63.0;2407.0;67.0;29;860.0;427.0;433.0;1080.0
198;Intensief-melkvee;Noord-Brabant (prv);2001*;1530;33.0;3.3;43576;12.0;19.0;217.0;273.0;20.0;7815;51.0;10.0;17.0;2722.0;23.0;9512;330.0;279.0;51.0;936.0;52.0;50.0;22240.0;21522.0;64.0;264.0;7.0;71.0;3.8;69;0.0;3.0;233.0;363.0;57.0;39;48.0;0.0;13.0;617.0;43.0;8;814.0;423.0;391.0;709.0
199;Intensief-melkvee;Noord-Brabant (prv);2002*;1212;40.0;3.2;36180;9.0;17.0;195.0;244.0;28.0;10107;39.0;10.0;13.0;3458.0;25.0;8609;293.0;247.0;45.0;2292.0;;;;;;;2.0;50.0;2.7;15;0.0;32.0;187.0;256.0;50.0;14;44.0;0.0;19.0;2367.0;0.0;0;;;;
200;Intensief-melkvee;Limburg (prv);1998;332;24.0;3.2;9959;14.0;18.0;251.0;326.0;10.0;912;55.0;10.0;15.0;986.0;17.0;1561;387.0;337.0;50.0;908.0;90.0;83.0;9167.0;8355.0;26.0;100.0;16.0;88.0;3.3;374;7.0;44.0;367.0;332.0;69.0;195;58.0;11.0;18.0;845.0;63.0;240;429.0;330.0;99.0;1612.0
201;Intensief-melkvee;Limburg (prv);1999;297;33.0;3.2;9021;21.0;17.0;271.0;323.0;15.0;1489;52.0;9.0;12.0;866.0;25.0;2424;376.0;322.0;54.0;1168.0;88.0;83.0;7648.0;7154.0;53.0;164.0;8.0;63.0;3.1;193;19.0;26.0;312.0;321.0;38.0;30;46.0;22.0;6.0;172.0;50.0;56;426.0;313.0;112.0;1076.0
202;Intensief-melkvee;Limburg (prv);2000;242;29.0;3.1;7664;15.0;16.0;229.0;295.0;18.0;1546;46.0;8.0;11.0;1690.0;20.0;1649;343.0;297.0;46.0;1016.0;75.0;74.0;5489.0;5311.0;70.0;224.0;9.0;89.0;3.7;202;17.0;54.0;366.0;305.0;89.0;164;64.0;18.0;31.0;4420.0;67.0;156;403.0;304.0;100.0;1767.0
203;Intensief-melkvee;Limburg (prv);2001*;246;29.0;3.0;8460;14.0;15.0;204.0;265.0;15.0;1082;52.0;15.0;18.0;3564.0;21.0;1623;333.0;272.0;62.0;1323.0;57.0;56.0;4630.0;4591.0;79.0;279.0;4.0;75.0;3.4;79;37.0;36.0;315.0;285.0;50.0;22;52.0;0.0;18.0;1052.0;50.0;58;343.0;289.0;54.0;1063.0
204;Intensief-melkvee;Limburg (prv);2002*;173;31.0;3.1;6103;13.0;12.0;190.0;237.0;18.0;961;40.0;15.0;14.0;3907.0;22.0;1219;291.0;240.0;51.0;3150.0;;;;;;;2.0;0.0;3.2;62;6.0;15.0;223.0;253.0;0.0;0;;;;;0.0;0;;;;
205;Intensief-melkvee;Provincie onbekend;1998;25;28.0;3.5;631;21.0;18.0;259.0;339.0;8.0;43;71.0;25.0;31.0;2276.0;20.0;131;393.0;347.0;46.0;575.0;84.0;80.0;467.0;449.0;32.0;140.0;0.0;;;0;;;;;;0;;;;;;0;;;;
206;Intensief-melkvee;Provincie onbekend;1999;15;13.0;3.5;325;28.0;-5.0;227.0;341.0;7.0;20;61.0;0.0;21.0;1230.0;7.0;59;446.0;318.0;128.0;5141.0;87.0;80.0;245.0;239.0;58.0;270.0;0.0;;;0;;;;;;0;;;;;;0;;;;
207;Intensief-melkvee;Provincie onbekend;2000;5;80.0;3.1;81;12.0;0.0;309.0;313.0;40.0;37;47.0;26.0;12.0;832.0;60.0;23;816.0;348.0;469.0;2405.0;60.0;60.0;52.0;80.0;52.0;161.0;0.0;;;0;;;;;;0;;;;;;0;;;;
208;Intensief-melkvee;Provincie onbekend;2001*;7;71.0;2.5;140;10.0;15.0;180.0;179.0;43.0;85;16.0;0.0;7.0;1000.0;43.0;68;377.0;284.0;93.0;1428.0;29.0;29.0;38.0;38.0;39.0;313.0;1.0;100.0;12.9;9;0.0;564.0;2468.0;579.0;100.0;9;564.0;0.0;529.0;41355.0;100.0;9;2468.0;579.0;1888.0;11234.0
209;Intensief-melkvee;Provincie onbekend;2002*;3;0.0;2.2;118;12.0;15.0;104.0;200.0;0.0;0;;;;;0.0;0;;;;;;;;;;;1.0;100.0;14.4;9;0.0;589.0;2721.0;585.0;100.0;9;589.0;0.0;559.0;43956.0;100.0;9;2721.0;585.0;2136.0;42538.0
210;Intensief-melkvee;Concentratiegebied Oost Nederland;1998;2512;30.0;3.2;58249;13.0;25.0;252.0;330.0;21.0;11561;52.0;13.0;12.0;695.0;15.0;8957;378.0;333.0;45.0;703.0;79.0;84.0;46690.0;49093.0;21.0;100.0;71.0;90.0;3.3;873;7.0;46.0;359.0;336.0;85.0;792;56.0;6.0;16.0;639.0;58.0;444;443.0;344.0;99.0;727.0
211;Intensief-melkvee;Concentratiegebied Oost Nederland;1999;2306;41.0;4.2;53814;15.0;18.0;267.0;363.0;20.0;9932;53.0;13.0;13.0;732.0;31.0;17378;384.0;331.0;53.0;876.0;77.0;76.0;41566.0;40280.0;39.0;195.0;40.0;85.0;3.3;466;19.0;28.0;362.0;339.0;70.0;334;55.0;13.0;15.0;514.0;65.0;343;405.0;335.0;70.0;629.0
212;Intensief-melkvee;Concentratiegebied Oost Nederland;2000;1866;39.0;3.1;45271;13.0;23.0;256.0;300.0;24.0;10693;47.0;12.0;12.0;1599.0;27.0;12060;361.0;306.0;54.0;881.0;67.0;67.0;30183.0;29934.0;62.0;306.0;29.0;83.0;3.7;223;5.0;12.0;323.0;332.0;69.0;178;55.0;5.0;20.0;1035.0;55.0;129;367.0;310.0;57.0;313.0
213;Intensief-melkvee;Concentratiegebied Oost Nederland;2001*;1874;35.0;3.2;47033;14.0;21.0;240.0;278.0;18.0;8443;47.0;14.0;12.0;1549.0;27.0;13240;328.0;281.0;46.0;822.0;47.0;46.0;21993.0;21217.0;81.0;320.0;21.0;81.0;3.8;193;4.0;-9.0;284.0;300.0;71.0;160;44.0;3.0;11.0;632.0;52.0;102;396.0;276.0;120.0;829.0
214;Intensief-melkvee;Concentratiegebied Oost Nederland;2002*;1411;40.0;3.1;35635;11.0;18.0;208.0;248.0;28.0;9289;38.0;9.0;12.0;2510.0;26.0;8735;299.0;251.0;49.0;1865.0;;;;;;;9.0;56.0;6.0;56;0.0;-157.0;262.0;332.0;33.0;10;101.0;0.0;75.0;2346.0;56.0;39;370.0;273.0;98.0;1424.0
215;Intensief-melkvee;Concentratiegebied Zuid Nederland;1998;2074;31.0;3.5;53513;13.0;26.0;253.0;333.0;22.0;11146;54.0;11.0;14.0;758.0;16.0;7883;379.0;337.0;41.0;639.0;77.0;82.0;41505.0;44088.0;21.0;102.0;30.0;90.0;3.2;507;4.0;57.0;340.0;321.0;77.0;278;80.0;4.0;40.0;1832.0;57.0;252;440.0;322.0;118.0;1188.0
216;Intensief-melkvee;Concentratiegebied Zuid Nederland;1999;1855;36.0;3.3;48519;16.0;22.0;279.0;328.0;18.0;8843;52.0;14.0;12.0;777.0;25.0;12283;382.0;329.0;52.0;906.0;75.0;76.0;36260.0;36777.0;40.0;154.0;19.0;63.0;3.3;254;10.0;53.0;361.0;333.0;63.0;94;106.0;10.0;66.0;2187.0;47.0;75;572.0;336.0;236.0;1335.0
217;Intensief-melkvee;Concentratiegebied Zuid Nederland;2000;1568;32.0;3.3;43195;12.0;19.0;234.0;297.0;21.0;8491;50.0;10.0;15.0;2468.0;21.0;9060;355.0;302.0;52.0;956.0;67.0;67.0;28298.0;28213.0;54.0;215.0;16.0;88.0;3.8;243;7.0;60.0;364.0;315.0;88.0;191;73.0;7.0;39.0;3954.0;69.0;166;441.0;311.0;130.0;1337.0
218;Intensief-melkvee;Concentratiegebied Zuid Nederland;2001*;1598;32.0;3.3;46605;11.0;19.0;214.0;272.0;20.0;8372;51.0;10.0;17.0;2780.0;22.0;9869;330.0;278.0;53.0;987.0;52.0;51.0;23882.0;23295.0;66.0;274.0;8.0;75.0;3.5;126;4.0;21.0;256.0;321.0;63.0;59;49.0;0.0;14.0;854.0;50.0;66;348.0;290.0;58.0;646.0
219;Intensief-melkvee;Concentratiegebied Zuid Nederland;2002*;1266;40.0;3.2;38410;9.0;17.0;194.0;242.0;28.0;10474;39.0;9.0;13.0;3463.0;24.0;9032;292.0;247.0;45.0;2324.0;;;;;;;4.0;25.0;3.1;77;5.0;18.0;216.0;254.0;25.0;14;44.0;0.0;19.0;2367.0;0.0;0;;;;
220;Intensief-melkvee;Concentratiegebied Overig Nederland;1998;1963;33.0;3.3;54850;20.0;21.0;259.0;337.0;18.0;9187;52.0;13.0;12.0;752.0;21.0;11479;387.0;332.0;55.0;1016.0;85.0;82.0;47521.0;44841.0;25.0;113.0;169.0;83.0;3.2;3570;8.0;42.0;321.0;324.0;70.0;2447;54.0;7.0;14.0;848.0;54.0;1591;439.0;344.0;95.0;1133.0
221;Intensief-melkvee;Concentratiegebied Overig Nederland;1999;1841;42.0;3.1;53713;25.0;19.0;290.0;327.0;16.0;7728;51.0;17.0;12.0;761.0;34.0;18540;391.0;330.0;61.0;1214.0;81.0;74.0;43109.0;38626.0;46.0;162.0;96.0;73.0;3.1;2060;14.0;38.0;328.0;328.0;60.0;1097;57.0;11.0;17.0;997.0;39.0;898;459.0;343.0;116.0;1925.0
222;Intensief-melkvee;Concentratiegebied Overig Nederland;2000;1480;38.0;3.1;44479;18.0;19.0;252.0;303.0;20.0;8034;50.0;16.0;15.0;2449.0;28.0;11595;373.0;305.0;68.0;1289.0;68.0;64.0;29592.0;27567.0;57.0;213.0;72.0;82.0;3.2;1085;11.0;46.0;339.0;321.0;72.0;788;61.0;10.0;26.0;2564.0;49.0;396;560.0;342.0;218.0;1618.0
223;Intensief-melkvee;Concentratiegebied Overig Nederland;2001*;1579;34.0;3.0;52669;15.0;19.0;231.0;276.0;15.0;7854;49.0;17.0;15.0;2774.0;26.0;13720;341.0;279.0;62.0;1373.0;56.0;52.0;30004.0;27809.0;62.0;235.0;44.0;66.0;3.0;747;12.0;27.0;243.0;262.0;45.0;331;47.0;10.0;12.0;1028.0;45.0;289;360.0;267.0;93.0;912.0
224;Intensief-melkvee;Concentratiegebied Overig Nederland;2002*;1191;47.0;3.1;38459;18.0;18.0;230.0;248.0;27.0;9894;42.0;16.0;16.0;4703.0;35.0;12662;330.0;249.0;81.0;4732.0;;;;;;;32.0;66.0;3.5;377;13.0;49.0;374.0;239.0;59.0;158;120.0;22.0;94.0;7115.0;50.0;102;946.0;249.0;697.0;9861.0
225;Intensief-melkvee;Concentratiegebied onbekend;1998;29;24.0;3.7;701;19.0;18.0;255.0;343.0;7.0;43;71.0;25.0;31.0;2276.0;17.0;131;393.0;347.0;46.0;575.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0;;;;;;0;;;;;;0;;;;
226;Intensief-melkvee;Concentratiegebied onbekend;1999;18;17.0;3.5;382;25.0;-1.0;248.0;342.0;11.0;52;58.0;4.0;18.0;1281.0;11.0;91;452.0;328.0;124.0;3849.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0;;;;;;0;;;;;;0;;;;
227;Intensief-melkvee;Concentratiegebied onbekend;2000;8;50.0;2.9;173;8.0;14.0;276.0;304.0;25.0;37;47.0;26.0;12.0;832.0;38.0;23;816.0;348.0;469.0;2405.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0;;;;;;0;;;;;;0;;;;
228;Intensief-melkvee;Concentratiegebied onbekend;2001*;11;55.0;2.8;273;8.0;15.0;199.0;239.0;36.0;120;26.0;0.0;9.0;1323.0;36.0;103;364.0;300.0;64.0;1122.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0;12.9;9;0.0;564.0;2468.0;579.0;100.0;9;564.0;0.0;529.0;41355.0;100.0;9;2468.0;579.0;1888.0;11234.0
229;Intensief-melkvee;Concentratiegebied onbekend;2002*;5;0.0;2.5;193;7.0;13.0;126.0;220.0;0.0;0;;;;;0.0;0;;;;;;;;;;;1.0;100.0;14.4;9;0.0;589.0;2721.0;585.0;100.0;9;589.0;0.0;559.0;43956.0;100.0;9;2721.0;585.0;2136.0;42538.0
230;Intensief-vee;Nederland;1998;7602;46.0;6.0;117351;10.0;32.0;278.0;388.0;42.0;55001;73.0;9.0;33.0;1749.0;16.0;16641;532.0;421.0;111.0;959.0;54.0;76.0;58311.0;89905.0;44.0;150.0;930.0;65.0;7.6;9034;6.0;31.0;186.0;283.0;61.0;3725;89.0;9.0;52.0;1365.0;30.0;1422;600.0;421.0;179.0;628.0
231;Intensief-vee;Nederland;1999;6913;43.0;6.0;106397;12.0;22.0;306.0;385.0;35.0;39519;71.0;10.0;31.0;1721.0;23.0;25837;485.0;394.0;91.0;903.0;55.0;69.0;53753.0;71430.0;70.0;247.0;678.0;50.0;8.7;4616;9.0;16.0;198.0;378.0;46.0;1930;88.0;8.0;49.0;1188.0;22.0;722;617.0;397.0;220.0;729.0
232;Intensief-vee;Nederland;2000;6481;44.0;5.8;103159;10.0;25.0;264.0;354.0;40.0;41877;70.0;9.0;35.0;4107.0;21.0;17025;512.0;398.0;114.0;940.0;48.0;57.0;44662.0;56058.0;90.0;341.0;556.0;54.0;9.3;4404;8.0;10.0;181.0;333.0;49.0;1869;88.0;11.0;53.0;2835.0;27.0;730;605.0;391.0;214.0;712.0
233;Intensief-vee;Nederland;2001*;6239;38.0;5.9;102265;9.0;13.0;236.0;328.0;32.0;32132;68.0;8.0;34.0;4031.0;20.0;17354;463.0;364.0;100.0;922.0;32.0;35.0;27456.0;30853.0;116.0;443.0;394.0;50.0;5.6;8759;4.0;10.0;86.0;159.0;41.0;1845;54.0;8.0;24.0;1688.0;30.0;1170;385.0;301.0;84.0;535.0
234;Intensief-vee;Nederland;2002*;5399;38.0;5.8;91075;9.0;8.0;217.0;302.0;33.0;33223;66.0;7.0;40.0;6839.0;20.0;15851;483.0;331.0;153.0;4988.0;;;;;;;289.0;31.0;6.1;4703;4.0;-4.0;89.0;188.0;24.0;546;71.0;2.0;47.0;2999.0;18.0;267;685.0;437.0;248.0;2691.0
235;Intensief-vee;Noord-Nederland;1998;7821;110.0;16.7;120986;39.0;44.0;781.0;1128.0;29.0;1975;71.0;16.0;31.0;2138.0;21.0;1069;511.0;404.0;107.0;1062.0;67.0;73.0;4140.0;4643.0;50.0;154.0;119.0;64.0;5.6;1949;4.0;15.0;135.0;155.0;60.0;306;80.0;8.0;43.0;718.0;30.0;168;501.0;364.0;137.0;447.0
236;Intensief-vee;Noord-Nederland;1999;338;36.0;5.1;6520;17.0;9.0;267.0;353.0;28.0;1908;72.0;18.0;32.0;2234.0;20.0;1253;461.0;379.0;83.0;979.0;66.0;71.0;3906.0;4137.0;84.0;259.0;87.0;47.0;6.4;769;5.0;10.0;333.0;258.0;44.0;151;78.0;14.0;38.0;580.0;16.0;54;667.0;384.0;283.0;736.0
237;Intensief-vee;Noord-Nederland;2000;305;33.0;4.9;5732;13.0;15.0;248.0;331.0;27.0;1390;93.0;12.0;59.0;7114.0;21.0;982;557.0;385.0;172.0;1529.0;60.0;63.0;2718.0;2907.0;118.0;402.0;72.0;60.0;6.4;549;11.0;33.0;215.0;332.0;49.0;248;73.0;18.0;41.0;1940.0;35.0;207;408.0;305.0;103.0;560.0
238;Intensief-vee;Noord-Nederland;2001*;308;26.0;5.4;5980;12.0;0.0;183.0;305.0;22.0;1036;75.0;11.0;41.0;5655.0;14.0;785;457.0;363.0;95.0;1286.0;43.0;44.0;1754.0;1832.0;154.0;495.0;50.0;36.0;4.7;616;6.0;13.0;134.0;263.0;30.0;134;60.0;2.0;26.0;1589.0;16.0;96;339.0;276.0;63.0;516.0
239;Intensief-vee;Noord-Nederland;2002*;282;33.0;5.0;6102;10.0;3.0;172.0;268.0;26.0;1506;65.0;8.0;39.0;7704.0;19.0;851;438.0;318.0;120.0;4052.0;;;;;;;48.0;100.0;16.3;543;9.0;-48.0;957.0;634.0;27.0;126;51.0;5.0;29.0;2535.0;17.0;31;819.0;426.0;393.0;2720.0
240;Intensief-vee;Oost-Nederland;1998;4230;45.0;6.0;60882;10.0;31.0;274.0;392.0;43.0;28843;68.0;9.0;28.0;1606.0;14.0;7316;521.0;417.0;103.0;838.0;54.0;77.0;30327.0;47699.0;42.0;150.0;320.0;68.0;5.6;2443;14.0;49.0;188.0;364.0;66.0;1449;85.0;17.0;45.0;1201.0;28.0;488;569.0;404.0;165.0;624.0
241;Intensief-vee;Oost-Nederland;1999;3832;44.0;6.0;54526;12.0;24.0;310.0;390.0;36.0;21592;69.0;10.0;29.0;1597.0;23.0;13218;473.0;391.0;82.0;836.0;54.0;69.0;27109.0;37878.0;68.0;246.0;227.0;52.0;6.0;1648;11.0;30.0;118.0;380.0;50.0;935;73.0;8.0;33.0;980.0;20.0;293;498.0;334.0;164.0;694.0
242;Intensief-vee;Oost-Nederland;2000;3601;48.0;5.8;52916;10.0;29.0;270.0;357.0;43.0;24446;68.0;10.0;33.0;3782.0;22.0;9375;488.0;389.0;99.0;793.0;45.0;56.0;21406.0;28691.0;90.0;335.0;183.0;58.0;6.1;1333;15.0;38.0;95.0;355.0;54.0;754;77.0;17.0;43.0;2424.0;27.0;222;647.0;437.0;210.0;637.0
243;Intensief-vee;Oost-Nederland;2001*;3438;39.0;5.7;52227;9.0;21.0;244.0;330.0;35.0;18088;69.0;9.0;34.0;3775.0;21.0;9291;454.0;363.0;91.0;772.0;30.0;34.0;13991.0;16036.0;102.0;433.0;142.0;59.0;5.4;1226;13.0;22.0;36.0;319.0;47.0;640;61.0;16.0;27.0;1817.0;35.0;412;474.0;385.0;89.0;511.0
244;Intensief-vee;Oost-Nederland;2002*;2944;38.0;5.6;45795;9.0;11.0;225.0;307.0;34.0;17854;68.0;8.0;42.0;6689.0;20.0;8487;469.0;326.0;143.0;4442.0;;;;;;;101.0;93.0;16.8;864;73.0;-22.0;123.0;919.0;24.0;224;49.0;1.0;29.0;2455.0;17.0;110;492.0;413.0;79.0;843.0
245;Intensief-vee;West-Nederland;1998;904;46.0;4.7;17485;5.0;26.0;244.0;362.0;42.0;8036;60.0;4.0;20.0;1369.0;13.0;2161;456.0;372.0;85.0;1048.0;54.0;77.0;8675.0;13507.0;45.0;154.0;199.0;73.0;5.8;1884;4.0;34.0;295.0;316.0;69.0;1310;70.0;2.0;36.0;1336.0;32.0;380;595.0;410.0;185.0;748.0
246;Intensief-vee;West-Nederland;1999;803;41.0;4.8;15454;7.0;25.0;284.0;362.0;33.0;5445;63.0;5.0;24.0;1683.0;19.0;3268;438.0;364.0;73.0;1051.0;52.0;69.0;7502.0;10117.0;57.0;232.0;135.0;53.0;5.9;1205;4.0;22.0;352.0;311.0;47.0;433;78.0;5.0;42.0;1118.0;32.0;244;502.0;347.0;155.0;598.0
247;Intensief-vee;West-Nederland;2000;756;40.0;4.6;14588;6.0;25.0;249.0;337.0;36.0;5492;60.0;5.0;25.0;3416.0;18.0;2301;454.0;381.0;73.0;850.0;49.0;58.0;6577.0;7905.0;71.0;327.0;103.0;62.0;6.3;1003;3.0;10.0;206.0;261.0;59.0;417;84.0;4.0;49.0;2604.0;36.0;141;754.0;384.0;370.0;961.0
248;Intensief-vee;West-Nederland;2001*;701;37.0;5.0;14922;5.0;17.0;210.0;302.0;31.0;4796;57.0;5.0;23.0;3563.0;17.0;2169;433.0;340.0;93.0;1168.0;32.0;35.0;3386.0;3799.0;108.0;440.0;85.0;193.0;19.9;4785;13.0;48.0;497.0;800.0;47.0;387;53.0;4.0;23.0;1428.0;26.0;121;388.0;250.0;138.0;516.0
249;Intensief-vee;West-Nederland;2002*;635;41.0;4.7;13264;6.0;15.0;211.0;272.0;34.0;5038;53.0;4.0;28.0;5897.0;19.0;2186;501.0;303.0;198.0;8564.0;;;;;;;63.0;127.0;25.6;1798;13.0;16.0;277.0;772.0;29.0;88;78.0;1.0;55.0;2441.0;22.0;55;615.0;345.0;270.0;2743.0
250;Intensief-vee;Zuid-Nederland;1998;2090;48.0;6.8;31979;11.0;40.0;310.0;403.0;44.0;15930;87.0;10.0;48.0;2298.0;20.0;6033;578.0;447.0;131.0;1145.0;52.0;73.0;14972.0;23749.0;47.0;146.0;286.0;56.0;14.4;2083;5.0;28.0;66.0;342.0;51.0;632;143.0;9.0;104.0;1930.0;30.0;358;715.0;491.0;224.0;626.0
251;Intensief-vee;Zuid-Nederland;1999;1922;43.0;6.8;29645;13.0;18.0;318.0;396.0;34.0;10557;79.0;12.0;40.0;1962.0;26.0;8048;526.0;412.0;113.0;971.0;55.0;67.0;15142.0;19104.0;76.0;253.0;227.0;46.0;17.0;990;14.0;-9.0;61.0;546.0;41.0;411;134.0;11.0;94.0;1729.0;19.0;132;1074.0;637.0;437.0;892.0
252;Intensief-vee;Zuid-Nederland;2000;1804;41.0;6.5;29774;10.0;19.0;263.0;360.0;35.0;10505;74.0;9.0;40.0;4840.0;20.0;4333;585.0;429.0;156.0;1194.0;50.0;57.0;13906.0;16499.0;92.0;345.0;195.0;45.0;17.3;1011;4.0;-37.0;73.0;499.0;39.0;451;117.0;6.0;82.0;3953.0;19.0;160;672.0;446.0;226.0;656.0
253;Intensief-vee;Zuid-Nederland;2001*;1780;36.0;6.8;28943;9.0;0.0;247.0;342.0;29.0;8143;73.0;9.0;39.0;4626.0;21.0;5061;495.0;375.0;120.0;1088.0;33.0;35.0;8303.0;9144.0;135.0;451.0;115.0;82.0;14.7;1796;50.0;47.0;139.0;583.0;33.0;390;68.0;6.0;33.0;1697.0;32.0;248;610.0;467.0;143.0;540.0
254;Intensief-vee;Zuid-Nederland;2002*;1533;36.0;6.8;25892;8.0;1.0;218.0;316.0;31.0;8824;72.0;8.0;45.0;7477.0;20.0;4327;508.0;355.0;153.0;4879.0;;;;;;;75.0;75.0;16.1;1456;6.0;20.0;243.0;685.0;17.0;108;135.0;1.0;96.0;5240.0;19.0;71;982.0;553.0;428.0;5177.0
255;Intensief-vee;Landsdeel onbekend;1998;28;43.0;5.4;464;8.0;16.0;247.0;383.0;36.0;217;63.0;5.0;25.0;1741.0;11.0;61;489.0;365.0;124.0;1719.0;50.0;68.0;196.0;306.0;77.0;174.0;6.0;33.0;8.6;676;0.0;10.0;52.0;81.0;33.0;29;88.0;0.0;48.0;2614.0;33.0;29;344.0;313.0;31.0;297.0
256;Intensief-vee;Landsdeel onbekend;1999;18;22.0;6.7;252;13.0;7.0;280.0;425.0;11.0;17;112.0;4.0;72.0;2506.0;22.0;51;626.0;443.0;183.0;1584.0;50.0;67.0;94.0;194.0;203.0;364.0;2.0;0.0;8.5;4;0.0;-122.0;-119.0;801.0;0.0;0;;;;;0.0;0;;;;
257;Intensief-vee;Landsdeel onbekend;2000;15;27.0;8.5;149;6.0;-40.0;267.0;480.0;20.0;44;81.0;0.0;46.0;5293.0;20.0;33;656.0;599.0;57.0;431.0;60.0;60.0;55.0;55.0;417.0;827.0;3.0;0.0;7.0;508;0.0;11.0;50.0;86.0;0.0;0;;;;;0.0;0;;;;
258;Intensief-vee;Landsdeel onbekend;2001*;12;25.0;5.5;193;3.0;-36.0;138.0;365.0;25.0;69;65.0;8.0;30.0;4695.0;17.0;48;319.0;306.0;13.0;212.0;17.0;25.0;20.0;41.0;222.0;495.0;2.0;50.0;6.4;335;0.0;19.0;82.0;95.0;50.0;294;17.0;0.0;7.0;4624.0;50.0;294;83.0;73.0;10.0;2098.0
259;Intensief-vee;Landsdeel onbekend;2002*;5;20.0;17.4;23;69.0;-94.0;694.0;722.0;20.0;1;3664.0;0.0;3638.0;;20.0;1;15183.0;3590.0;11593.0;;;;;;;;2.0;0.0;5.8;42;51.0;25.0;37.0;356.0;0.0;0;;;;;0.0;0;;;;
260;Intensief-vee;Groningen (prv);1998;76;28.0;5.7;1204;10.0;2.0;232.0;364.0;21.0;224;78.0;14.0;38.0;1976.0;14.0;128;495.0;379.0;116.0;917.0;70.0;76.0;855.0;849.0;53.0;187.0;26.0;69.0;3.9;244;15.0;34.0;211.0;293.0;62.0;78;59.0;8.0;24.0;439.0;27.0;73;409.0;359.0;50.0;352.0
261;Intensief-vee;Groningen (prv);1999;79;32.0;5.3;1260;20.0;-8.0;279.0;367.0;20.0;249;56.0;14.0;16.0;851.0;16.0;166;441.0;344.0;97.0;845.0;70.0;73.0;790.0;812.0;87.0;273.0;19.0;47.0;5.4;152;6.0;17.0;166.0;236.0;42.0;41;72.0;14.0;32.0;579.0;21.0;27;610.0;349.0;261.0;1183.0
262;Intensief-vee;Groningen (prv);2000;71;25.0;4.4;1515;12.0;1.0;221.0;316.0;15.0;136;92.0;6.0;57.0;5069.0;18.0;268;416.0;324.0;92.0;1389.0;66.0;66.0;610.0;565.0;135.0;527.0;10.0;50.0;5.9;41;0.0;26.0;230.0;438.0;50.0;16;74.0;0.0;39.0;879.0;30.0;7;512.0;360.0;152.0;232.0
263;Intensief-vee;Groningen (prv);2001*;71;25.0;5.3;1359;6.0;-3.0;175.0;292.0;18.0;114;191.0;14.0;156.0;11803.0;18.0;125;734.0;510.0;224.0;1557.0;45.0;44.0;371.0;407.0;182.0;579.0;9.0;44.0;3.6;171;11.0;26.0;-51.0;297.0;33.0;20;68.0;0.0;33.0;1539.0;22.0;10;341.0;234.0;107.0;368.0
264;Intensief-vee;Groningen (prv);2002*;70;36.0;4.9;1404;5.0;-5.0;178.0;272.0;24.0;282;56.0;2.0;29.0;4998.0;21.0;208;414.0;315.0;99.0;2868.0;;;;;;;10.0;30.0;5.1;73;5.0;18.0;155.0;266.0;30.0;6;269.0;55.0;242.0;4437.0;20.0;2;3056.0;635.0;2422.0;6214.0
265;Intensief-vee;Friesland (prv);1998;143;37.0;5.0;2430;20.0;10.0;271.0;375.0;27.0;517;99.0;8.0;59.0;3356.0;24.0;383;618.0;447.0;171.0;1311.0;69.0;71.0;1741.0;1901.0;57.0;162.0;57.0;60.0;7.7;202;4.0;32.0;270.0;441.0;58.0;103;99.0;6.0;61.0;736.0;35.0;50;629.0;372.0;257.0;456.0
