ID;Bedrijfstype;RegioS;Perioden;TotaalMestnummers_1;MetOverschrijdingVerliesnorm_2;Veebezetting_3;OppervlakteCultuurgrond_4;FosfaatUitKunstmest_5;Fosfaatoverschot_6;Stikstofoverschot_7;ToelaatbaarStikstofoverschot_8;Mestnummers_9;OppervlakteCultuurgrond_10;Fosfaatoverschot_11;FosfaatUitKunstmest_12;BelastbaarFosfaatoverschot_13;OpgelegdeHeffing_14;Mestnummers_15;OppervlakteCultuurgrond_16;Stikstofoverschot_17;ToelaatbaarStikstofoverschot_18;BelastbaarStikstofoverschot_19;OpgelegdeHeffing_20;MestnummersMetPositiefFosfaatsaldo_21;MestnummersMetPositiefStikstofsaldo_22;OppCultuurgrondMetFosfaatsaldo_23;OppCultuurgrondMetStikstofsaldo_24;Fosfaatsaldo_25;Stikstofsaldo_26;TotaalMestnummers_27;MetOverschrijdingVerliesnorm_28;Veebezetting_29;OppervlakteCultuurgrond_30;FosfaatUitKunstmest_31;Fosfaatoverschot_32;Stikstofoverschot_33;ToelaatbaarStikstofoverschot_34;Mestnummers_35;OppervlakteCultuurgrond_36;Fosfaatoverschot_37;FosfaatUitKunstmest_38;BelastbaarFosfaatoverschot_39;OpgelegdeHeffing_40;Mestnummers_41;OppervlakteCultuurgrond_42;Stikstofoverschot_43;ToelaatbaarStikstofoverschot_44;BelastbaarStikstofoverschot_45;OpgelegdeHeffing_46
628;Varkens;Flevoland (prv);2001*;35;31.0;6.8;777;34.0;5.0;200.0;304.0;31.0;226;82.0;44.0;47.0;6488.0;9.0;18;1243.0;861.0;382.0;1520.0;34.0;34.0;318.0;318.0;85.0;360.0;0.0;;;0;;;;;;0;;;;;;0;;;;
629;Varkens;Flevoland (prv);2002*;31;32.0;7.0;711;48.0;12.0;199.0;303.0;26.0;134;64.0;28.0;34.0;5203.0;13.0;8;3155.0;2271.0;885.0;2685.0;;;;;;;0.0;;;0;;;;;;0;;;;;;0;;;;
630;Varkens;Gelderland (prv);1998;3301;62.0;16.0;20080;7.0;76.0;435.0;564.0;60.0;11987;148.0;7.0;108.0;2675.0;28.0;2979;1298.0;942.0;356.0;759.0;38.0;63.0;7797.0;14617.0;66.0;219.0;70.0;74.0;8.4;291;5.0;97.0;229.0;414.0;74.0;233;127.0;6.0;87.0;1632.0;23.0;66;538.0;391.0;147.0;413.0
631;Varkens;Gelderland (prv);1999;2732;42.0;16.1;17774;8.0;11.0;374.0;567.0;40.0;6784;119.0;8.0;79.0;1975.0;18.0;2012;1093.0;804.0;289.0;782.0;41.0;60.0;7431.0;11859.0;102.0;399.0;26.0;46.0;8.6;82;1.0;46.0;49.0;420.0;46.0;42;121.0;0.0;81.0;1178.0;8.0;3;734.0;412.0;322.0;346.0
632;Varkens;Gelderland (prv);2000;2464;59.0;15.1;17966;9.0;52.0;381.0;521.0;57.0;10043;114.0;9.0;79.0;4554.0;23.0;2251;1121.0;866.0;255.0;659.0;33.0;47.0;6021.0;9108.0;110.0;539.0;16.0;69.0;12.7;71;6.0;87.0;260.0;470.0;63.0;55;128.0;7.0;93.0;4275.0;31.0;17;877.0;651.0;226.0;533.0
633;Varkens;Gelderland (prv);2001*;2248;44.0;14.6;17882;8.0;18.0;324.0;486.0;41.0;7567;102.0;8.0;67.0;4345.0;21.0;2174;991.0;734.0;257.0;793.0;17.0;21.0;3348.0;4037.0;125.0;688.0;5.0;20.0;7.6;33;0.0;40.0;34.0;346.0;20.0;0;;;;3276.0;20.0;0;;;;205.0
634;Varkens;Gelderland (prv);2002*;2002;49.0;14.1;17101;7.0;36.0;355.0;453.0;46.0;7992;125.0;7.0;98.0;7947.0;22.0;2506;1164.0;684.0;480.0;6319.0;;;;;;;4.0;25.0;6.6;32;0.0;22.0;-28.0;291.0;25.0;0;;;;324.0;25.0;0;;;;163.0
635;Varkens;Utrecht (prv);1998;374;56.0;14.7;2275;5.0;46.0;398.0;548.0;51.0;1078;128.0;3.0;88.0;2063.0;27.0;355;1007.0;776.0;232.0;565.0;43.0;64.0;1052.0;1640.0;66.0;229.0;22.0;82.0;7.0;76;10.0;78.0;110.0;388.0;82.0;71;95.0;10.0;55.0;857.0;9.0;1;2716.0;1431.0;1285.0;525.0
636;Varkens;Utrecht (prv);1999;333;37.0;14.7;2055;9.0;-7.0;351.0;554.0;32.0;643;98.0;6.0;58.0;1334.0;17.0;208;936.0;761.0;175.0;408.0;47.0;62.0;994.0;1355.0;128.0;438.0;11.0;64.0;5.1;49;6.0;72.0;147.0;351.0;55.0;38;93.0;8.0;53.0;1118.0;9.0;0;10713.0;5050.0;5663.0;617.0
637;Varkens;Utrecht (prv);2000;314;48.0;13.5;2122;6.0;34.0;341.0;508.0;46.0;1083;101.0;8.0;66.0;3735.0;20.0;223;1087.0;797.0;291.0;668.0;40.0;53.0;795.0;1055.0;143.0;601.0;4.0;50.0;3.6;15;0.0;25.0;25.0;328.0;50.0;6;42.0;0.0;7.0;159.0;0.0;0;;;;
638;Varkens;Utrecht (prv);2001*;280;46.0;12.3;2288;6.0;17.0;305.0;457.0;42.0;1024;78.0;6.0;43.0;2868.0;21.0;365;706.0;570.0;136.0;575.0;15.0;18.0;287.0;345.0;206.0;775.0;4.0;50.0;2.9;29;0.0;27.0;-58.0;255.0;50.0;7;58.0;0.0;23.0;491.0;0.0;0;;;;
639;Varkens;Utrecht (prv);2002*;245;44.0;11.9;2120;7.0;38.0;297.0;420.0;42.0;995;105.0;5.0;79.0;6994.0;21.0;227;1031.0;699.0;332.0;3164.0;;;;;;;3.0;0.0;3.6;22;0.0;14.0;-15.0;235.0;0.0;0;;;;;0.0;0;;;;
640;Varkens;Noord-Holland (prv);1998;36;64.0;21.1;175;13.0;68.0;497.0;687.0;58.0;84;186.0;26.0;146.0;2522.0;28.0;12;3368.0;2430.0;938.0;753.0;42.0;53.0;71.0;105.0;112.0;249.0;8.0;38.0;8.5;37;0.0;37.0;51.0;423.0;38.0;34;77.0;0.0;37.0;1491.0;13.0;0;2000.0;767.0;1233.0;151.0
641;Varkens;Noord-Holland (prv);1999;29;28.0;17.4;172;9.0;-34.0;372.0;613.0;24.0;67;93.0;13.0;53.0;1986.0;10.0;23;534.0;493.0;41.0;218.0;59.0;66.0;76.0;87.0;214.0;461.0;4.0;25.0;14.9;13;0.0;-31.0;-107.0;540.0;25.0;12;41.0;0.0;1.0;15.0;0.0;0;;;;
642;Varkens;Noord-Holland (prv);2000;22;68.0;12.8;213;1.0;87.0;354.0;487.0;68.0;174;111.0;1.0;76.0;7319.0;23.0;27;995.0;721.0;274.0;1003.0;36.0;45.0;57.0;70.0;152.0;613.0;4.0;75.0;11.0;21;0.0;83.0;123.0;434.0;75.0;21;89.0;0.0;54.0;2940.0;25.0;1;3704.0;3074.0;630.0;214.0
643;Varkens;Noord-Holland (prv);2001*;22;50.0;14.9;168;5.0;-46.0;250.0;527.0;45.0;68;96.0;7.0;61.0;3182.0;18.0;11;1075.0;923.0;151.0;379.0;14.0;14.0;10.0;10.0;459.0;1183.0;1.0;100.0;38.1;3;0.0;77.0;-58.0;927.0;100.0;3;77.0;0.0;42.0;948.0;0.0;0;;;;
644;Varkens;Noord-Holland (prv);2002*;18;44.0;15.2;128;1.0;41.0;437.0;497.0;33.0;42;150.0;1.0;124.0;9367.0;28.0;29;838.0;678.0;160.0;1893.0;;;;;;;2.0;50.0;82.3;5;0.0;93.0;93.0;1748.0;50.0;3;253.0;0.0;228.0;6147.0;0.0;0;;;;
645;Varkens;Zuid-Holland (prv);1998;155;48.0;15.4;1094;24.0;27.0;369.0;557.0;42.0;566;108.0;27.0;68.0;2527.0;23.0;153;1031.0;820.0;212.0;617.0;52.0;65.0;502.0;591.0;95.0;291.0;20.0;65.0;9.7;69;6.0;72.0;110.0;451.0;65.0;48;121.0;9.0;81.0;1256.0;25.0;2;1828.0;895.0;933.0;286.0
646;Varkens;Zuid-Holland (prv);1999;134;34.0;12.0;1407;33.0;-48.0;285.0;472.0;26.0;393;81.0;27.0;41.0;1702.0;20.0;287;563.0;443.0;120.0;868.0;54.0;56.0;332.0;392.0;267.0;637.0;11.0;45.0;24.9;19;0.0;253.0;438.0;724.0;45.0;10;601.0;0.0;561.0;5198.0;18.0;4;1783.0;944.0;838.0;1141.0
647;Varkens;Zuid-Holland (prv);2000;132;54.0;8.9;2053;17.0;217.0;268.0;373.0;48.0;407;1110.0;10.0;1075.0;5129.0;26.0;422;557.0;448.0;108.0;934.0;39.0;45.0;349.0;462.0;247.0;667.0;8.0;63.0;18.7;30;0.0;111.0;248.0;616.0;63.0;24;143.0;0.0;108.0;4440.0;38.0;5;1048.0;770.0;277.0;321.0
648;Varkens;Zuid-Holland (prv);2001*;120;42.0;9.3;1921;18.0;24.0;261.0;371.0;37.0;585;89.0;9.0;54.0;5702.0;23.0;320;492.0;373.0;119.0;845.0;19.0;23.0;124.0;205.0;411.0;1001.0;3.0;33.0;6.2;16;102.0;42.0;172.0;329.0;33.0;0;;;;1833.0;33.0;0;;;;135.0
649;Varkens;Zuid-Holland (prv);2002*;105;47.0;10.0;1445;17.0;15.0;284.0;379.0;39.0;416;87.0;19.0;60.0;5674.0;24.0;294;661.0;499.0;162.0;4362.0;;;;;;;1.0;0.0;3.1;12;0.0;8.0;-245.0;126.0;0.0;0;;;;;0.0;0;;;;
650;Varkens;Zeeland (prv);1998;73;33.0;7.8;1357;22.0;11.0;282.0;350.0;25.0;166;167.0;10.0;127.0;3743.0;23.0;94;1385.0;890.0;495.0;1595.0;63.0;66.0;749.0;818.0;58.0;133.0;5.0;60.0;6.4;36;0.0;60.0;191.0;322.0;60.0;15;131.0;0.0;91.0;1936.0;20.0;1;3848.0;2662.0;1186.0;403.0
651;Varkens;Zeeland (prv);1999;65;40.0;8.3;1361;23.0;4.0;342.0;365.0;25.0;421;138.0;35.0;98.0;10903.0;32.0;342;760.0;444.0;316.0;3499.0;63.0;60.0;734.0;717.0;117.0;233.0;2.0;0.0;4.4;20;8.0;-4.0;250.0;270.0;0.0;0;;;;;0.0;0;;;;
652;Varkens;Zeeland (prv);2000;56;46.0;9.3;1052;9.0;23.0;306.0;368.0;38.0;220;174.0;7.0;139.0;12632.0;29.0;205;771.0;537.0;234.0;1849.0;52.0;52.0;446.0;446.0;136.0;300.0;2.0;100.0;4.4;20;0.0;52.0;300.0;258.0;50.0;19;58.0;0.0;23.0;2655.0;100.0;20;300.0;258.0;42.0;284.0
653;Varkens;Zeeland (prv);2001*;43;44.0;9.3;783;14.0;37.0;341.0;360.0;35.0;462;109.0;11.0;74.0;22754.0;33.0;477;433.0;275.0;158.0;3656.0;30.0;30.0;177.0;177.0;217.0;386.0;0.0;;;0;;;;;;0;;;;;;0;;;;
654;Varkens;Zeeland (prv);2002*;37;38.0;8.1;933;11.0;22.0;295.0;334.0;32.0;155;152.0;6.0;123.0;14223.0;24.0;30;3390.0;2269.0;1121.0;8316.0;;;;;;;0.0;;;0;;;;;;0;;;;;;0;;;;
655;Varkens;Noord-Brabant (prv);1998;4591;72.0;22.0;29958;7.0;180.0;761.0;666.0;70.0;20640;297.0;6.0;257.0;4242.0;51.0;11316;1551.0;892.0;659.0;1311.0;27.0;42.0;8071.0;15540.0;120.0;253.0;27.0;74.0;11.5;84;1.0;172.0;322.0;453.0;70.0;60;236.0;1.0;196.0;2668.0;15.0;4;3814.0;1290.0;2525.0;1877.0
656;Varkens;Noord-Brabant (prv);1999;3993;56.0;24.3;28872;10.0;53.0;691.0;719.0;50.0;14449;226.0;8.0;186.0;3367.0;40.0;9231;1446.0;952.0;494.0;1178.0;35.0;45.0;10037.0;15057.0;165.0;375.0;9.0;78.0;9.4;87;33.0;280.0;583.0;394.0;78.0;67;355.0;42.0;315.0;13399.0;33.0;40;1203.0;480.0;723.0;6617.0
657;Varkens;Noord-Brabant (prv);2000;3700;51.0;22.5;29294;8.0;11.0;510.0;652.0;44.0;12377;146.0;6.0;112.0;7036.0;30.0;5560;1419.0;1031.0;387.0;1321.0;37.0;43.0;10952.0;13743.0;188.0;518.0;7.0;57.0;34.9;23;9.0;858.0;1511.0;921.0;57.0;9;2047.0;21.0;2011.0;42870.0;14.0;0;;;;16092.0
658;Varkens;Noord-Brabant (prv);2001*;3445;46.0;21.4;29823;7.0;-11.0;516.0;609.0;35.0;9328;147.0;5.0;112.0;7482.0;33.0;6882;1249.0;882.0;367.0;1562.0;18.0;20.0;6399.0;7096.0;184.0;596.0;3.0;67.0;27.1;32;0.0;957.0;1840.0;1128.0;67.0;16;1841.0;0.0;1806.0;132799.0;33.0;0;;;;29566.0
659;Varkens;Noord-Brabant (prv);2002*;3109;57.0;18.8;31227;6.0;28.0;461.0;532.0;50.0;15201;139.0;5.0;110.0;10408.0;36.0;7867;1134.0;787.0;347.0;5557.0;;;;;;;0.0;;;0;;;;;;0;;;;;;0;;;;
660;Varkens;Limburg (prv);1998;1359;62.0;17.7;12114;4.0;107.0;560.0;563.0;59.0;6347;236.0;3.0;196.0;3743.0;42.0;3033;1532.0;942.0;590.0;1189.0;38.0;52.0;5424.0;8205.0;72.0;202.0;15.0;73.0;26.4;60;0.0;82.0;147.0;758.0;73.0;45;117.0;0.0;77.0;1309.0;7.0;1;1153.0;468.0;685.0;466.0
661;Varkens;Limburg (prv);1999;1174;49.0;19.0;11064;7.0;27.0;497.0;594.0;42.0;4393;149.0;6.0;110.0;2709.0;30.0;2223;1299.0;951.0;348.0;957.0;45.0;54.0;5498.0;7331.0;101.0;312.0;4.0;100.0;97.8;11;0.0;163.0;78.0;2340.0;100.0;11;163.0;0.0;124.0;1399.0;25.0;3;336.0;299.0;37.0;86.0
662;Varkens;Limburg (prv);2000;1089;57.0;18.7;10940;16.0;51.0;473.0;556.0;53.0;5654;135.0;19.0;100.0;7892.0;29.0;1798;1415.0;1004.0;410.0;1526.0;36.0;42.0;4484.0;5514.0;109.0;418.0;5.0;80.0;4.7;71;0.0;65.0;190.0;251.0;80.0;3;806.0;0.0;771.0;4935.0;40.0;0;8146.0;2400.0;5746.0;684.0
663;Varkens;Limburg (prv);2001*;1027;39.0;18.4;11002;7.0;-37.0;393.0;527.0;28.0;2570;123.0;4.0;88.0;6565.0;25.0;1916;1092.0;828.0;264.0;1313.0;21.0;22.0;2841.0;3098.0;139.0;557.0;3.0;67.0;79.9;1;0.0;174.0;2120.0;1912.0;33.0;0;;;;1561.0;67.0;1;2974.0;1922.0;1052.0;179.0
664;Varkens;Limburg (prv);2002*;926;50.0;17.2;10627;4.0;6.0;365.0;487.0;44.0;4549;115.0;4.0;87.0;9333.0;30.0;1865;1176.0;881.0;295.0;4523.0;;;;;;;1.0;0.0;76.6;0;0.0;-334.0;31.0;1651.0;0.0;0;;;;;0.0;0;;;;
665;Varkens;Provincie onbekend;1998;50;54.0;17.8;346;4.0;29.0;324.0;588.0;50.0;124;210.0;6.0;170.0;2390.0;32.0;56;1348.0;1053.0;295.0;434.0;42.0;48.0;215.0;237.0;106.0;405.0;1.0;100.0;9.7;5;0.0;340.0;744.0;435.0;100.0;5;340.0;0.0;300.0;6407.0;100.0;5;744.0;435.0;308.0;1011.0
666;Varkens;Provincie onbekend;1999;32;22.0;13.4;281;6.0;-38.0;223.0;497.0;19.0;49;142.0;2.0;102.0;3493.0;16.0;19;1493.0;1297.0;195.0;516.0;41.0;44.0;204.0;208.0;120.0;567.0;0.0;;;0;;;;;;0;;;;;;0;;;;
667;Varkens;Provincie onbekend;2000;23;65.0;18.2;154;2.0;76.0;425.0;589.0;61.0;96;132.0;1.0;97.0;5290.0;30.0;8;3208.0;2487.0;721.0;494.0;22.0;22.0;29.0;29.0;148.0;679.0;1.0;0.0;32.1;5;0.0;-194.0;-293.0;849.0;0.0;0;;;;;0.0;0;;;;
668;Varkens;Provincie onbekend;2001*;17;53.0;33.8;65;11.0;66.0;512.0;913.0;53.0;41;202.0;15.0;167.0;6699.0;18.0;1;8657.0;4405.0;4252.0;1119.0;12.0;12.0;7.0;7.0;291.0;1030.0;0.0;;;0;;;;;;0;;;;;;0;;;;
669;Varkens;Provincie onbekend;2002*;14;71.0;28.5;48;3.0;202.0;1010.0;781.0;71.0;40;272.0;3.0;245.0;9717.0;36.0;10;2735.0;1007.0;1728.0;8060.0;;;;;;;0.0;;;0;;;;;;0;;;;;;0;;;;
670;Varkens;Concentratiegebied Oost Nederland;1998;4591;63.0;15.1;29477;7.0;79.0;418.0;545.0;62.0;18626;138.0;8.0;98.0;2670.0;27.0;4620;1144.0;852.0;292.0;731.0;36.0;62.0;10179.0;20290.0;59.0;216.0;100.0;84.0;8.5;462;3.0;126.0;307.0;409.0;82.0;432;144.0;3.0;104.0;2178.0;24.0;68;1168.0;584.0;584.0;1091.0
671;Varkens;Concentratiegebied Oost Nederland;1999;3862;45.0;15.4;26304;10.0;20.0;363.0;553.0;42.0;10781;113.0;10.0;73.0;1923.0;18.0;3136;988.0;752.0;235.0;691.0;38.0;59.0;9975.0;16444.0;91.0;404.0;37.0;57.0;8.7;139;1.0;151.0;317.0;415.0;54.0;91;238.0;1.0;198.0;3870.0;16.0;4;7735.0;2359.0;5376.0;2622.0
672;Varkens;Concentratiegebied Oost Nederland;2000;3517;59.0;14.7;26331;9.0;52.0;360.0;511.0;57.0;14973;108.0;10.0;74.0;4357.0;21.0;3179;1021.0;806.0;215.0;597.0;31.0;46.0;8107.0;12705.0;99.0;546.0;22.0;73.0;11.5;92;7.0;91.0;272.0;442.0;68.0;71;127.0;7.0;92.0;3656.0;36.0;24;878.0;663.0;215.0;433.0
673;Varkens;Concentratiegebied Oost Nederland;2001*;3184;45.0;14.2;26081;9.0;19.0;318.0;476.0;42.0;11172;101.0;9.0;66.0;4314.0;21.0;3615;862.0;651.0;210.0;776.0;15.0;19.0;3998.0;5121.0;123.0;721.0;8.0;75.0;6.5;37;3.0;73.0;153.0;322.0;75.0;34;80.0;3.0;45.0;1919.0;25.0;4;670.0;489.0;181.0;221.0
674;Varkens;Concentratiegebied Oost Nederland;2002*;2886;49.0;13.5;25288;8.0;29.0;323.0;437.0;45.0;11476;110.0;8.0;83.0;6652.0;22.0;3676;988.0;625.0;363.0;4913.0;;;;;;;5.0;60.0;11.8;14;19.0;45.0;331.0;392.0;60.0;11;60.0;24.0;35.0;1155.0;40.0;4;395.0;358.0;37.0;122.0
675;Varkens;Concentratiegebied Zuid Nederland;1998;5635;71.0;21.1;39342;6.0;168.0;723.0;644.0;68.0;26026;287.0;5.0;247.0;4194.0;50.0;13824;1565.0;908.0;658.0;1297.0;29.0;43.0;11922.0;21581.0;98.0;236.0;37.0;73.0;18.5;123;0.0;135.0;253.0;600.0;70.0;87;194.0;1.0;154.0;2173.0;14.0;5;3319.0;1137.0;2182.0;1595.0
676;Varkens;Concentratiegebied Zuid Nederland;1999;4911;56.0;23.2;37517;8.0;50.0;652.0;694.0;49.0;18311;210.0;7.0;171.0;3253.0;39.0;11072;1437.0;961.0;476.0;1148.0;37.0;46.0;14225.0;20800.0;140.0;351.0;11.0;82.0;27.4;58;2.0;405.0;650.0;802.0;82.0;38;601.0;3.0;561.0;10686.0;27.0;5;8143.0;2365.0;5778.0;6069.0
677;Varkens;Concentratiegebied Zuid Nederland;2000;4565;52.0;21.7;38125;10.0;22.0;504.0;631.0;46.0;17217;143.0;11.0;108.0;7307.0;30.0;6992;1437.0;1040.0;398.0;1371.0;36.0;42.0;14318.0;18084.0;162.0;489.0;11.0;64.0;10.5;93;2.0;248.0;489.0;383.0;64.0;12;1766.0;17.0;1731.0;26322.0;27.0;0;100643.0;27351.0;73291.0;5820.0
678;Varkens;Concentratiegebied Zuid Nederland;2001*;4268;44.0;20.9;38654;7.0;-19.0;488.0;592.0;33.0;11329;143.0;5.0;108.0;7381.0;31.0;8412;1229.0;879.0;350.0;1534.0;18.0;20.0;8451.0;9383.0;169.0;596.0;6.0;67.0;28.4;33;0.0;936.0;1848.0;1148.0;50.0;16;1851.0;0.0;1816.0;89053.0;50.0;1;119252.0;31328.0;87924.0;9975.0
679;Varkens;Concentratiegebied Zuid Nederland;2002*;3849;55.0;18.7;39314;5.0;23.0;444.0;527.0;49.0;18839;135.0;4.0;106.0;10277.0;35.0;9224;1157.0;814.0;343.0;5400.0;;;;;;;1.0;0.0;76.6;0;0.0;-334.0;31.0;1651.0;0.0;0;;;;;0.0;0;;;;
680;Varkens;Concentratiegebied Overig Nederland;1998;2042;49.0;14.3;17107;14.0;33.0;377.0;513.0;45.0;6798;147.0;12.0;107.0;3025.0;25.0;2284;1226.0;866.0;360.0;985.0;52.0;68.0;9510.0;13265.0;87.0;217.0;109.0;68.0;9.3;491;8.0;74.0;137.0;421.0;67.0;379;117.0;10.0;77.0;1654.0;18.0;30;1313.0;730.0;583.0;602.0
681;Varkens;Concentratiegebied Overig Nederland;1999;1737;36.0;13.7;16729;17.0;-10.0;336.0;499.0;31.0;4568;124.0;14.0;84.0;2890.0;19.0;2308;920.0;669.0;251.0;1144.0;54.0;64.0;9337.0;11337.0;131.0;376.0;54.0;54.0;14.9;245;15.0;116.0;290.0;531.0;54.0;169;194.0;20.0;154.0;3893.0;15.0;72;719.0;498.0;221.0;1357.0
682;Varkens;Concentratiegebied Overig Nederland;2000;1564;51.0;13.1;16615;11.0;57.0;348.0;465.0;47.0;5975;194.0;9.0;160.0;6128.0;24.0;2360;1000.0;742.0;258.0;1068.0;44.0;51.0;7652.0;8733.0;145.0;500.0;36.0;58.0;11.0;199;0.0;46.0;110.0;442.0;56.0;127;92.0;0.0;57.0;2913.0;19.0;27;564.0;459.0;105.0;276.0
683;Varkens;Concentratiegebied Overig Nederland;2001*;1419;41.0;13.2;15644;11.0;12.0;328.0;450.0;37.0;5145;109.0;9.0;74.0;6157.0;22.0;2749;786.0;582.0;205.0;1202.0;23.0;25.0;4096.0;4373.0;167.0;560.0;14.0;36.0;5.2;126;13.0;45.0;101.0;336.0;36.0;20;148.0;2.0;113.0;3832.0;14.0;2;2384.0;1937.0;448.0;282.0
684;Varkens;Concentratiegebied Overig Nederland;2002*;1295;44.0;12.4;15950;11.0;15.0;298.0;416.0;40.0;5469;106.0;8.0;78.0;7962.0;24.0;2668;817.0;598.0;219.0;4243.0;;;;;;;10.0;10.0;8.3;101;0.0;16.0;-14.0;336.0;10.0;3;253.0;0.0;228.0;6147.0;0.0;0;;;;
685;Varkens;Concentratiegebied onbekend;1998;59;54.0;17.6;388;3.0;31.0;331.0;582.0;49.0;162;177.0;5.0;137.0;2207.0;31.0;58;1411.0;1127.0;284.0;384.0;5.0;5.0;21.0;21.0;81.0;181.0;2.0;50.0;10.5;8;0.0;229.0;487.0;470.0;50.0;5;340.0;0.0;300.0;6407.0;50.0;5;744.0;435.0;308.0;1011.0
686;Varkens;Concentratiegebied onbekend;1999;37;22.0;12.9;320;5.0;-36.0;202.0;483.0;19.0;59;147.0;2.0;107.0;3814.0;14.0;19;1493.0;1297.0;195.0;516.0;11.0;11.0;26.0;26.0;517.0;821.0;0.0;;;0;;;;;;0;;;;;;0;;;;
687;Varkens;Concentratiegebied onbekend;2000;26;65.0;17.2;181;2.0;73.0;406.0;559.0;62.0;120;119.0;1.0;84.0;4999.0;31.0;8;3266.0;2506.0;760.0;467.0;12.0;8.0;30.0;21.0;253.0;133.0;1.0;0.0;32.1;5;0.0;-194.0;-293.0;849.0;0.0;0;;;;;0.0;0;;;;
688;Varkens;Concentratiegebied onbekend;2001*;21;52.0;25.1;101;8.0;24.0;299.0;711.0;52.0;53;181.0;14.0;146.0;6096.0;14.0;1;8657.0;4405.0;4252.0;1119.0;5.0;5.0;2.0;2.0;771.0;670.0;0.0;;;0;;;;;;0;;;;;;0;;;;
689;Varkens;Concentratiegebied onbekend;2002*;17;65.0;21.6;79;2.0;99.0;650.0;597.0;65.0;40;277.0;3.0;250.0;8956.0;35.0;10;2771.0;1036.0;1734.0;6840.0;;;;;;;0.0;;;0;;;;;;0;;;;;;0;;;;
690;Akkerbouw;Nederland;1998;1266;31.0;0.0;42268;26.0;13.0;70.0;186.0;29.0;10703;58.0;16.0;18.0;1657.0;8.0;2861;228.0;183.0;45.0;876.0;0.0;80.0;110.0;33691.0;48.0;128.0;1233.0;32.0;0.0;27416;8.0;0.0;-54.0;224.0;31.0;6173;76.0;7.0;36.0;2087.0;5.0;841;247.0;186.0;61.0;608.0
691;Akkerbouw;Nederland;1999;2240;29.0;0.0;70167;37.0;19.0;82.0;185.0;27.0;15965;56.0;23.0;16.0;1268.0;6.0;4275;262.0;187.0;75.0;1660.0;5.0;79.0;1596.0;55408.0;46.0;178.0;1327.0;29.0;0.0;28059;13.0;6.0;16.0;205.0;28.0;4722;68.0;7.0;28.0;1256.0;3.0;4182;314.0;177.0;138.0;766.0
692;Akkerbouw;Nederland;2000;4257;14.0;0.0;149086;27.0;5.0;49.0;162.0;11.0;12164;49.0;20.0;14.0;2420.0;5.0;7158;218.0;158.0;60.0;1342.0;5.0;79.0;3497.0;114733.0;54.0;198.0;1441.0;21.0;0.1;24834;12.0;4.0;-29.0;194.0;20.0;4077;53.0;9.0;19.0;1794.0;3.0;836;276.0;166.0;110.0;1206.0
693;Akkerbouw;Nederland;2001*;17142;9.0;0.0;531147;28.0;-2.0;36.0;152.0;6.0;26114;45.0;13.0;13.0;1700.0;4.0;16204;180.0;137.0;42.0;648.0;1.0;76.0;3380.0;405365.0;85.0;169.0;4097.0;11.0;0.0;106571;8.0;-7.0;-46.0;156.0;10.0;5651;51.0;8.0;20.0;1660.0;3.0;2269;184.0;113.0;71.0;713.0
694;Akkerbouw;Nederland;2002*;16990;9.0;0.0;546736;31.0;-7.0;43.0;142.0;5.0;25517;50.0;18.0;25.0;6600.0;5.0;29137;188.0;132.0;56.0;3540.0;;;;;;;3563.0;10.0;0.1;68458;11.0;-12.0;-53.0;177.0;8.0;5262;69.0;14.0;42.0;6629.0;4.0;2214;279.0;126.0;153.0;7197.0
695;Akkerbouw;Noord-Nederland;1998;1431;58.0;0.1;51981;96.0;12.0;174.0;568.0;21.0;2494;56.0;18.0;16.0;2275.0;8.0;782;217.0;177.0;40.0;1064.0;0.0;80.0;60.0;12137.0;58.0;129.0;224.0;26.0;0.1;6766;9.0;17.0;-9.0;207.0;25.0;2000;82.0;7.0;42.0;5219.0;5.0;377;244.0;189.0;55.0;1314.0
696;Akkerbouw;Noord-Nederland;1999;422;19.0;0.0;23376;42.0;12.0;68.0;182.0;18.0;3457;53.0;30.0;13.0;1683.0;4.0;518;212.0;182.0;29.0;689.0;2.0;84.0;292.0;19866.0;53.0;182.0;226.0;20.0;0.0;6281;9.0;6.0;0.0;204.0;20.0;875;66.0;3.0;26.0;1723.0;0.0;65;191.0;177.0;14.0;638.0
697;Akkerbouw;Noord-Nederland;2000;873;8.0;0.0;50801;25.0;5.0;60.0;159.0;6.0;2765;46.0;19.0;12.0;4037.0;4.0;1901;199.0;154.0;44.0;1711.0;2.0;83.0;381.0;41270.0;57.0;180.0;248.0;13.0;0.1;6826;12.0;4.0;-4.0;185.0;11.0;567;48.0;9.0;13.0;1158.0;2.0;101;190.0;165.0;25.0;383.0
698;Akkerbouw;Noord-Nederland;2001*;3160;5.0;0.0;153362;26.0;-3.0;39.0;146.0;4.0;5884;47.0;12.0;14.0;2693.0;3.0;3713;180.0;139.0;41.0;991.0;1.0;78.0;333.0;119524.0;51.0;164.0;678.0;8.0;0.1;25475;8.0;-10.0;30.0;172.0;7.0;1148;50.0;7.0;20.0;1809.0;3.0;523;171.0;92.0;80.0;1406.0
