ID;BedrijfstakkenBranchesSBI2008;Perioden;InvesteringenInMaterieleVasteActiva_1;GrondEnTerreinen_2;Bedrijfsgebouwen_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweMaterieleVasteActiva_9;BestaandeMaterieleVasteActiva_10;VerkoopVanMaterieleVasteActiva_11
4301;743 Vertaalbureaus en tolken;2020;;;;;;;;;;;
4302;743 Vertaalbureaus en tolken;2021;;;;;;;;;;;
4303;743 Vertaalbureaus en tolken;2022;;;;;;;;;;;
4304;743 Vertaalbureaus en tolken;2023;;;;;;;;;;;
4305;749 Overige adviesbureaus;2009;;;;;;;;;;;
4306;749 Overige adviesbureaus;2010;;;;;;;;;;;
4307;749 Overige adviesbureaus;2011;;;;;;;;;;;
4308;749 Overige adviesbureaus;2012;;;;;;;;;;;
4309;749 Overige adviesbureaus;2013;;;;;;;;;;;
4310;749 Overige adviesbureaus;2014;;;;;;;;;;;
4311;749 Overige adviesbureaus;2015;;;;;;;;;;;
4312;749 Overige adviesbureaus;2016;;;;;;;;;;;
4313;749 Overige adviesbureaus;2017;;;;;;;;;;;
4314;749 Overige adviesbureaus;2018;;;;;;;;;;;
4315;749 Overige adviesbureaus;2019;;;;;;;;;;;
4316;749 Overige adviesbureaus;2020;;;;;;;;;;;
4317;749 Overige adviesbureaus;2021;;;;;;;;;;;
4318;749 Overige adviesbureaus;2022;;;;;;;;;;;
4319;749 Overige adviesbureaus;2023;;;;;;;;;;;
4320;75 Veterinaire dienstverlening;2009;33.48;0.06;3.96;0.27;3.07;7.12;16.02;2.98;29.95;3.53;0.01
4321;75 Veterinaire dienstverlening;2010;7.93;0.0;1.98;0.02;1.57;0.51;3.08;0.78;7.83;0.09;0.08
4322;75 Veterinaire dienstverlening;2011;20.23;0.0;8.92;0.2;1.05;1.63;7.14;1.29;19.86;0.37;0.07
4323;75 Veterinaire dienstverlening;2012;13.08;0.06;3.43;0.0;1.32;2.31;4.84;1.12;11.35;1.73;0.13
4324;75 Veterinaire dienstverlening;2013;13.24;0.0;2.81;0.0;3.05;2.35;2.97;2.06;10.51;2.73;3.37
4325;75 Veterinaire dienstverlening;2014;13.45;0.35;3.68;0.01;1.15;3.03;3.79;1.45;11.93;1.52;0.07
4326;75 Veterinaire dienstverlening;2015;20.15;0.34;6.13;0.13;2.03;2.37;7.43;1.72;19.24;0.91;1.45
4327;75 Veterinaire dienstverlening;2016;36.95;0.94;16.98;0.03;1.6;3.83;6.7;6.87;34.13;2.82;0.26
4328;75 Veterinaire dienstverlening;2017;30.81;0.0;10.61;0.26;1.87;3.43;10.53;4.11;26.87;3.94;0.16
4329;75 Veterinaire dienstverlening;2018;35.51;0.21;5.98;0.19;4.97;2.34;18.88;2.95;33.57;1.94;7.67
4330;75 Veterinaire dienstverlening;2019;36.35;0.0;13.06;0.44;1.3;3.23;11.81;6.53;35.09;1.26;0.33
4331;75 Veterinaire dienstverlening;2020;32.41;0.12;7.88;0.04;1.0;3.04;14.94;5.4;17.72;14.69;1.23
4332;75 Veterinaire dienstverlening;2021;35.53;0.0;10.2;0.0;1.77;6.27;15.65;1.64;19.66;15.88;48.62
4333;75 Veterinaire dienstverlening;2022;43.89;0.09;15.88;0.02;0.41;5.52;13.54;8.43;42.91;0.98;0.15
4334;75 Veterinaire dienstverlening;2023;;;;;;;;;;;
4335;750 Veterinaire dienstverlening;2009;;;;;;;;;;;
4336;750 Veterinaire dienstverlening;2010;;;;;;;;;;;
4337;750 Veterinaire dienstverlening;2011;;;;;;;;;;;
4338;750 Veterinaire dienstverlening;2012;;;;;;;;;;;
4339;750 Veterinaire dienstverlening;2013;;;;;;;;;;;
4340;750 Veterinaire dienstverlening;2014;;;;;;;;;;;
4341;750 Veterinaire dienstverlening;2015;;;;;;;;;;;
4342;750 Veterinaire dienstverlening;2016;;;;;;;;;;;
4343;750 Veterinaire dienstverlening;2017;;;;;;;;;;;
4344;750 Veterinaire dienstverlening;2018;;;;;;;;;;;
4345;750 Veterinaire dienstverlening;2019;;;;;;;;;;;
4346;750 Veterinaire dienstverlening;2020;;;;;;;;;;;
4347;750 Veterinaire dienstverlening;2021;;;;;;;;;;;
4348;750 Veterinaire dienstverlening;2022;;;;;;;;;;;
4349;750 Veterinaire dienstverlening;2023;;;;;;;;;;;
4350;N Verhuur en overige zakelijke diensten;2009;4065.54;16.32;273.62;43.74;3003.98;93.82;387.64;246.42;3836.73;228.82;1749.84
4351;N Verhuur en overige zakelijke diensten;2010;3708.03;9.17;102.54;31.62;3021.32;67.46;296.5;179.41;3350.32;357.7;1712.04
4352;N Verhuur en overige zakelijke diensten;2011;5515.2;10.12;134.09;6.79;4589.21;100.59;389.42;284.98;5364.96;150.24;2224.95
4353;N Verhuur en overige zakelijke diensten;2012;5460.23;18.69;148.91;9.57;4576.6;96.75;415.89;193.83;5303.19;157.04;1920.91
4354;N Verhuur en overige zakelijke diensten;2013;4998.9;23.06;189.74;8.95;4085.55;98.45;390.68;202.46;4783.87;215.04;1558.29
4355;N Verhuur en overige zakelijke diensten;2014;5703.34;17.2;197.26;14.66;4638.27;103.23;483.88;248.85;4911.69;791.65;2065.15
4356;N Verhuur en overige zakelijke diensten;2015;7230.99;25.97;232.78;17.86;6211.45;122.89;408.46;211.59;7000.43;230.56;2370.22
4357;N Verhuur en overige zakelijke diensten;2016;7109.74;42.54;252.49;7.84;5816.0;129.72;646.57;214.58;6773.46;336.28;2425.4
4358;N Verhuur en overige zakelijke diensten;2017;7078.65;36.52;266.53;18.15;5545.46;150.8;791.27;269.93;6769.2;309.45;2418.17
4359;N Verhuur en overige zakelijke diensten;2018;8612.07;37.75;303.68;22.68;6800.45;152.93;919.2;375.37;8199.5;412.56;3498.88
4360;N Verhuur en overige zakelijke diensten;2019;10858.14;58.31;431.07;37.21;8633.65;201.51;1126.39;370.01;10326.42;531.72;3716.76
4361;N Verhuur en overige zakelijke diensten;2020;8384.28;22.34;320.57;47.6;6707.87;149.67;804.87;331.36;8083.42;300.86;4115.06
4362;N Verhuur en overige zakelijke diensten;2021;9017.79;48.78;293.33;65.43;7004.35;146.38;1020.93;438.6;8669.42;348.38;3909.9
4363;N Verhuur en overige zakelijke diensten;2022;10382.04;66.61;752.63;40.55;7411.02;164.19;1243.53;703.5;9753.79;628.24;4302.18
4364;N Verhuur en overige zakelijke diensten;2023;;;;;;;;;;;
4365;77 Verhuur van roerende goederen;2009;3303.3;2.56;41.28;31.66;2876.88;16.55;203.48;130.89;3166.0;137.3;1399.73
4366;77 Verhuur van roerende goederen;2010;3273.53;3.96;27.34;23.82;2933.95;10.66;169.07;104.74;2965.99;307.54;1666.46
4367;77 Verhuur van roerende goederen;2011;4900.56;4.33;30.66;1.43;4415.11;35.09;219.23;194.71;4798.02;102.53;2158.97
4368;77 Verhuur van roerende goederen;2012;4862.86;5.36;25.3;0.84;4422.56;16.17;275.02;117.61;4798.59;64.27;1842.71
4369;77 Verhuur van roerende goederen;2013;4405.37;2.43;33.13;3.8;3951.71;20.27;254.33;139.71;4285.55;119.82;1470.92
4370;77 Verhuur van roerende goederen;2014;5115.79;3.77;58.99;2.51;4501.62;21.63;344.88;182.38;4418.16;697.64;2008.0
4371;77 Verhuur van roerende goederen;2015;6596.06;2.38;66.13;14.29;6053.87;27.82;279.55;152.03;6458.91;137.16;2295.3
4372;77 Verhuur van roerende goederen;2016;6349.7;8.94;54.66;2.85;5655.2;23.93;473.64;130.47;6125.75;223.94;2306.73
4373;77 Verhuur van roerende goederen;2017;6200.27;16.21;44.49;1.01;5341.33;23.75;597.92;175.56;6016.67;183.6;2336.95
4374;77 Verhuur van roerende goederen;2018;7682.61;5.03;53.49;6.64;6605.54;35.05;702.89;273.97;7438.76;243.84;3374.0
4375;77 Verhuur van roerende goederen;2019;9775.69;21.79;147.88;26.31;8401.43;46.3;881.23;250.76;9502.11;273.58;3606.94
4376;77 Verhuur van roerende goederen;2020;7374.4;3.79;63.42;35.5;6495.65;30.26;520.21;225.55;7235.83;138.57;3997.92
4377;77 Verhuur van roerende goederen;2021;7957.99;18.86;63.57;28.18;6742.27;49.52;711.84;343.75;7817.11;140.88;3729.5
4378;77 Verhuur van roerende goederen;2022;8769.92;9.67;88.87;24.56;7136.51;35.86;922.56;551.9;8392.29;377.63;3610.43
4379;77 Verhuur van roerende goederen;2023;;;;;;;;;;;
4380;771 Verhuur en lease van auto's;2009;;;;;;;;;;;
4381;771 Verhuur en lease van auto's;2010;;;;;;;;;;;
4382;771 Verhuur en lease van auto's;2011;;;;;;;;;;;
4383;771 Verhuur en lease van auto's;2012;;;;;;;;;;;
4384;771 Verhuur en lease van auto's;2013;;;;;;;;;;;
4385;771 Verhuur en lease van auto's;2014;;;;;;;;;;;
4386;771 Verhuur en lease van auto's;2015;;;;;;;;;;;
4387;771 Verhuur en lease van auto's;2016;;;;;;;;;;;
4388;771 Verhuur en lease van auto's;2017;;;;;;;;;;;
4389;771 Verhuur en lease van auto's;2018;;;;;;;;;;;
4390;771 Verhuur en lease van auto's;2019;;;;;;;;;;;
4391;771 Verhuur en lease van auto's;2020;;;;;;;;;;;
4392;771 Verhuur en lease van auto's;2021;;;;;;;;;;;
4393;771 Verhuur en lease van auto's;2022;;;;;;;;;;;
4394;771 Verhuur en lease van auto's;2023;;;;;;;;;;;
4395;772 Verhuur van consumentenartikelen;2009;;;;;;;;;;;
4396;772 Verhuur van consumentenartikelen;2010;;;;;;;;;;;
4397;772 Verhuur van consumentenartikelen;2011;;;;;;;;;;;
4398;772 Verhuur van consumentenartikelen;2012;;;;;;;;;;;
4399;772 Verhuur van consumentenartikelen;2013;;;;;;;;;;;
4400;772 Verhuur van consumentenartikelen;2014;;;;;;;;;;;
4401;772 Verhuur van consumentenartikelen;2015;;;;;;;;;;;
4402;772 Verhuur van consumentenartikelen;2016;;;;;;;;;;;
4403;772 Verhuur van consumentenartikelen;2017;;;;;;;;;;;
4404;772 Verhuur van consumentenartikelen;2018;;;;;;;;;;;
4405;772 Verhuur van consumentenartikelen;2019;;;;;;;;;;;
4406;772 Verhuur van consumentenartikelen;2020;;;;;;;;;;;
4407;772 Verhuur van consumentenartikelen;2021;;;;;;;;;;;
4408;772 Verhuur van consumentenartikelen;2022;;;;;;;;;;;
4409;772 Verhuur van consumentenartikelen;2023;;;;;;;;;;;
4410;773 Zakelijke verhuur van goederen;2009;;;;;;;;;;;
4411;773 Zakelijke verhuur van goederen;2010;;;;;;;;;;;
4412;773 Zakelijke verhuur van goederen;2011;;;;;;;;;;;
4413;773 Zakelijke verhuur van goederen;2012;;;;;;;;;;;
4414;773 Zakelijke verhuur van goederen;2013;;;;;;;;;;;
4415;773 Zakelijke verhuur van goederen;2014;;;;;;;;;;;
4416;773 Zakelijke verhuur van goederen;2015;;;;;;;;;;;
4417;773 Zakelijke verhuur van goederen;2016;;;;;;;;;;;
4418;773 Zakelijke verhuur van goederen;2017;;;;;;;;;;;
4419;773 Zakelijke verhuur van goederen;2018;;;;;;;;;;;
4420;773 Zakelijke verhuur van goederen;2019;;;;;;;;;;;
4421;773 Zakelijke verhuur van goederen;2020;;;;;;;;;;;
4422;773 Zakelijke verhuur van goederen;2021;;;;;;;;;;;
4423;773 Zakelijke verhuur van goederen;2022;;;;;;;;;;;
4424;773 Zakelijke verhuur van goederen;2023;;;;;;;;;;;
4425;774 Exploitatie van patenten;2009;;;;;;;;;;;
4426;774 Exploitatie van patenten;2010;;;;;;;;;;;
4427;774 Exploitatie van patenten;2011;;;;;;;;;;;
4428;774 Exploitatie van patenten;2012;;;;;;;;;;;
4429;774 Exploitatie van patenten;2013;;;;;;;;;;;
4430;774 Exploitatie van patenten;2014;;;;;;;;;;;
4431;774 Exploitatie van patenten;2015;;;;;;;;;;;
4432;774 Exploitatie van patenten;2016;;;;;;;;;;;
4433;774 Exploitatie van patenten;2017;;;;;;;;;;;
4434;774 Exploitatie van patenten;2018;;;;;;;;;;;
4435;774 Exploitatie van patenten;2019;;;;;;;;;;;
4436;774 Exploitatie van patenten;2020;;;;;;;;;;;
4437;774 Exploitatie van patenten;2021;;;;;;;;;;;
4438;774 Exploitatie van patenten;2022;;;;;;;;;;;
4439;774 Exploitatie van patenten;2023;;;;;;;;;;;
4440;78 Uitzendbureaus en arbeidsbemiddeling;2009;201.39;0.78;47.09;0.47;43.23;32.28;23.52;54.01;162.57;38.82;48.9
4441;78 Uitzendbureaus en arbeidsbemiddeling;2010;96.44;1.93;27.25;1.43;22.62;14.12;10.61;18.48;72.54;23.9;13.75
4442;78 Uitzendbureaus en arbeidsbemiddeling;2011;209.39;0.69;44.14;0.35;104.85;18.67;9.0;31.68;187.53;21.85;29.69
4443;78 Uitzendbureaus en arbeidsbemiddeling;2012;159.31;3.82;50.79;0.01;55.69;19.66;8.85;20.5;124.67;34.64;34.61
4444;78 Uitzendbureaus en arbeidsbemiddeling;2013;120.84;2.07;41.92;0.2;36.63;14.86;10.21;14.94;88.8;32.04;18.56
4445;78 Uitzendbureaus en arbeidsbemiddeling;2014;112.8;4.25;34.91;0.25;37.23;16.84;7.13;12.19;81.66;31.14;17.85
4446;78 Uitzendbureaus en arbeidsbemiddeling;2015;148.17;4.97;46.9;0.24;42.03;24.54;10.78;18.71;112.37;35.8;14.1
4447;78 Uitzendbureaus en arbeidsbemiddeling;2016;180.34;3.61;68.25;0.17;39.61;27.38;16.11;25.21;152.36;27.98;25.39
4448;78 Uitzendbureaus en arbeidsbemiddeling;2017;221.56;5.37;87.71;0.14;57.56;31.17;17.45;22.16;175.17;46.39;37.68
4449;78 Uitzendbureaus en arbeidsbemiddeling;2018;246.62;8.3;103.41;0.48;52.16;33.2;23.01;26.07;177.37;69.25;25.05
4450;78 Uitzendbureaus en arbeidsbemiddeling;2019;259.76;7.85;90.67;0.66;64.91;35.04;27.95;32.68;193.5;66.26;21.74
4451;78 Uitzendbureaus en arbeidsbemiddeling;2020;259.82;11.28;104.84;0.1;48.16;28.58;40.21;26.65;183.46;76.36;34.06
4452;78 Uitzendbureaus en arbeidsbemiddeling;2021;292.82;21.04;107.82;0.0;66.44;32.35;38.48;26.69;205.68;87.14;26.69
4453;78 Uitzendbureaus en arbeidsbemiddeling;2022;396.52;12.95;159.35;0.17;92.3;43.3;45.2;43.25;299.28;97.24;24.97
4454;78 Uitzendbureaus en arbeidsbemiddeling;2023;;;;;;;;;;;
4455;781 Arbeidsbemiddeling;2009;;;;;;;;;;;
4456;781 Arbeidsbemiddeling;2010;;;;;;;;;;;
4457;781 Arbeidsbemiddeling;2011;;;;;;;;;;;
4458;781 Arbeidsbemiddeling;2012;;;;;;;;;;;
4459;781 Arbeidsbemiddeling;2013;;;;;;;;;;;
4460;781 Arbeidsbemiddeling;2014;;;;;;;;;;;
4461;781 Arbeidsbemiddeling;2015;;;;;;;;;;;
4462;781 Arbeidsbemiddeling;2016;;;;;;;;;;;
4463;781 Arbeidsbemiddeling;2017;;;;;;;;;;;
4464;781 Arbeidsbemiddeling;2018;;;;;;;;;;;
4465;781 Arbeidsbemiddeling;2019;;;;;;;;;;;
4466;781 Arbeidsbemiddeling;2020;;;;;;;;;;;
4467;781 Arbeidsbemiddeling;2021;;;;;;;;;;;
4468;781 Arbeidsbemiddeling;2022;;;;;;;;;;;
4469;781 Arbeidsbemiddeling;2023;;;;;;;;;;;
4470;"782 Uitzend- en uitleenbureaus; pools";2009;;;;;;;;;;;
4471;"782 Uitzend- en uitleenbureaus; pools";2010;;;;;;;;;;;
4472;"782 Uitzend- en uitleenbureaus; pools";2011;;;;;;;;;;;
4473;"782 Uitzend- en uitleenbureaus; pools";2012;;;;;;;;;;;
4474;"782 Uitzend- en uitleenbureaus; pools";2013;;;;;;;;;;;
4475;"782 Uitzend- en uitleenbureaus; pools";2014;;;;;;;;;;;
4476;"782 Uitzend- en uitleenbureaus; pools";2015;;;;;;;;;;;
4477;"782 Uitzend- en uitleenbureaus; pools";2016;;;;;;;;;;;
4478;"782 Uitzend- en uitleenbureaus; pools";2017;;;;;;;;;;;
4479;"782 Uitzend- en uitleenbureaus; pools";2018;;;;;;;;;;;
4480;"782 Uitzend- en uitleenbureaus; pools";2019;;;;;;;;;;;
4481;"782 Uitzend- en uitleenbureaus; pools";2020;;;;;;;;;;;
4482;"782 Uitzend- en uitleenbureaus; pools";2021;;;;;;;;;;;
4483;"782 Uitzend- en uitleenbureaus; pools";2022;;;;;;;;;;;
4484;"782 Uitzend- en uitleenbureaus; pools";2023;;;;;;;;;;;
4485;783 Payrolling (personeelsbeheer);2009;;;;;;;;;;;
4486;783 Payrolling (personeelsbeheer);2010;;;;;;;;;;;
4487;783 Payrolling (personeelsbeheer);2011;;;;;;;;;;;
4488;783 Payrolling (personeelsbeheer);2012;;;;;;;;;;;
4489;783 Payrolling (personeelsbeheer);2013;;;;;;;;;;;
4490;783 Payrolling (personeelsbeheer);2014;;;;;;;;;;;
4491;783 Payrolling (personeelsbeheer);2015;;;;;;;;;;;
4492;783 Payrolling (personeelsbeheer);2016;;;;;;;;;;;
4493;783 Payrolling (personeelsbeheer);2017;;;;;;;;;;;
4494;783 Payrolling (personeelsbeheer);2018;;;;;;;;;;;
4495;783 Payrolling (personeelsbeheer);2019;;;;;;;;;;;
4496;783 Payrolling (personeelsbeheer);2020;;;;;;;;;;;
4497;783 Payrolling (personeelsbeheer);2021;;;;;;;;;;;
4498;783 Payrolling (personeelsbeheer);2022;;;;;;;;;;;
4499;783 Payrolling (personeelsbeheer);2023;;;;;;;;;;;
4500;79 Reisbureaus, reisorganisatie en -info;2009;45.27;0.0;6.15;0.0;4.26;8.88;7.57;18.39;42.54;2.73;3.86
4501;79 Reisbureaus, reisorganisatie en -info;2010;31.24;0.0;2.02;0.0;1.68;13.34;2.84;11.36;31.13;0.11;3.68
4502;79 Reisbureaus, reisorganisatie en -info;2011;39.5;0.0;3.05;0.0;3.84;14.19;3.05;15.37;38.39;1.12;2.03
4503;79 Reisbureaus, reisorganisatie en -info;2012;50.58;0.0;5.73;0.0;9.83;17.14;1.4;16.48;48.34;2.24;5.93
4504;79 Reisbureaus, reisorganisatie en -info;2013;57.41;0.0;7.33;0.0;14.53;23.77;0.08;11.71;52.92;4.5;34.3
4505;79 Reisbureaus, reisorganisatie en -info;2014;64.42;0.0;7.61;0.0;2.73;27.21;0.21;26.66;61.58;2.84;5.49
4506;79 Reisbureaus, reisorganisatie en -info;2015;62.25;0.0;16.63;0.0;5.87;32.94;0.64;6.18;58.25;4.0;1.72
4507;79 Reisbureaus, reisorganisatie en -info;2016;66.05;0.0;2.58;0.0;3.4;36.52;0.05;23.5;65.46;0.59;2.7
4508;79 Reisbureaus, reisorganisatie en -info;2017;83.79;0.39;12.36;0.37;9.35;44.62;0.23;16.48;80.73;3.06;1.83
4509;79 Reisbureaus, reisorganisatie en -info;2018;83.22;0.23;21.05;0.0;3.81;46.25;1.27;10.6;79.79;3.43;8.57
4510;79 Reisbureaus, reisorganisatie en -info;2019;117.49;0.0;11.12;0.21;17.48;63.58;1.22;23.88;104.68;12.81;2.24
4511;79 Reisbureaus, reisorganisatie en -info;2020;69.93;0.0;5.61;0.0;13.1;40.36;0.1;10.75;67.65;2.28;7.59
4512;79 Reisbureaus, reisorganisatie en -info;2021;26.53;0.0;1.05;0.1;3.53;14.82;0.15;6.87;21.83;4.69;7.03
4513;79 Reisbureaus, reisorganisatie en -info;2022;;;;;;;;;;;
4514;79 Reisbureaus, reisorganisatie en -info;2023;;;;;;;;;;;
4515;791 Reisbureaus, reisorganisatiebureaus;2009;;;;;;;;;;;
4516;791 Reisbureaus, reisorganisatiebureaus;2010;;;;;;;;;;;
4517;791 Reisbureaus, reisorganisatiebureaus;2011;;;;;;;;;;;
4518;791 Reisbureaus, reisorganisatiebureaus;2012;;;;;;;;;;;
4519;791 Reisbureaus, reisorganisatiebureaus;2013;;;;;;;;;;;
4520;791 Reisbureaus, reisorganisatiebureaus;2014;;;;;;;;;;;
4521;791 Reisbureaus, reisorganisatiebureaus;2015;;;;;;;;;;;
4522;791 Reisbureaus, reisorganisatiebureaus;2016;;;;;;;;;;;
4523;791 Reisbureaus, reisorganisatiebureaus;2017;;;;;;;;;;;
4524;791 Reisbureaus, reisorganisatiebureaus;2018;;;;;;;;;;;
4525;791 Reisbureaus, reisorganisatiebureaus;2019;;;;;;;;;;;
4526;791 Reisbureaus, reisorganisatiebureaus;2020;;;;;;;;;;;
4527;791 Reisbureaus, reisorganisatiebureaus;2021;;;;;;;;;;;
4528;791 Reisbureaus, reisorganisatiebureaus;2022;;;;;;;;;;;
4529;791 Reisbureaus, reisorganisatiebureaus;2023;;;;;;;;;;;
4530;799 Reisinformatie-, reserveerbureaus;2009;;;;;;;;;;;
4531;799 Reisinformatie-, reserveerbureaus;2010;;;;;;;;;;;
4532;799 Reisinformatie-, reserveerbureaus;2011;;;;;;;;;;;
4533;799 Reisinformatie-, reserveerbureaus;2012;;;;;;;;;;;
4534;799 Reisinformatie-, reserveerbureaus;2013;;;;;;;;;;;
4535;799 Reisinformatie-, reserveerbureaus;2014;;;;;;;;;;;
4536;799 Reisinformatie-, reserveerbureaus;2015;;;;;;;;;;;
4537;799 Reisinformatie-, reserveerbureaus;2016;;;;;;;;;;;
4538;799 Reisinformatie-, reserveerbureaus;2017;;;;;;;;;;;
4539;799 Reisinformatie-, reserveerbureaus;2018;;;;;;;;;;;
4540;799 Reisinformatie-, reserveerbureaus;2019;;;;;;;;;;;
4541;799 Reisinformatie-, reserveerbureaus;2020;;;;;;;;;;;
4542;799 Reisinformatie-, reserveerbureaus;2021;;;;;;;;;;;
4543;799 Reisinformatie-, reserveerbureaus;2022;;;;;;;;;;;
4544;799 Reisinformatie-, reserveerbureaus;2023;;;;;;;;;;;
4545;80 Beveiligings- en opsporingsdiensten;2009;28.18;0.53;4.92;0.02;6.91;5.32;6.44;4.05;25.87;2.31;18.17
4546;80 Beveiligings- en opsporingsdiensten;2010;23.84;0.0;2.93;0.0;6.97;4.47;6.39;3.07;23.07;0.76;0.2
4547;80 Beveiligings- en opsporingsdiensten;2011;19.2;0.0;1.16;0.02;3.88;4.9;2.89;6.35;18.03;1.16;2.23
4548;80 Beveiligings- en opsporingsdiensten;2012;24.28;0.0;3.05;0.0;6.24;5.14;3.54;6.31;23.11;1.17;0.78
4549;80 Beveiligings- en opsporingsdiensten;2013;24.58;0.0;2.39;0.0;12.03;5.51;1.21;3.44;21.29;3.28;2.12
4550;80 Beveiligings- en opsporingsdiensten;2014;16.51;0.0;0.57;0.01;7.26;3.97;3.13;1.56;16.17;0.34;1.93
4551;80 Beveiligings- en opsporingsdiensten;2015;19.02;0.0;1.52;0.01;6.14;3.77;2.95;4.63;18.33;0.69;2.2
4552;80 Beveiligings- en opsporingsdiensten;2016;26.21;0.02;3.82;0.0;11.39;5.58;3.04;2.36;23.8;2.41;0.86
4553;80 Beveiligings- en opsporingsdiensten;2017;34.97;0.01;9.71;0.0;5.59;6.26;7.81;5.59;32.59;2.38;1.34
4554;80 Beveiligings- en opsporingsdiensten;2018;30.96;0.18;5.31;0.0;7.46;5.83;10.09;2.1;26.08;4.88;41.66
4555;80 Beveiligings- en opsporingsdiensten;2019;70.05;0.15;9.94;0.0;5.62;9.95;29.95;14.43;53.83;16.21;0.89
4556;80 Beveiligings- en opsporingsdiensten;2020;46.59;0.67;10.95;0.0;7.82;10.95;13.36;2.84;39.1;7.49;1.68
4557;80 Beveiligings- en opsporingsdiensten;2021;49.97;0.0;6.53;0.0;11.19;5.1;22.7;4.45;42.3;7.67;6.51
4558;80 Beveiligings- en opsporingsdiensten;2022;;;;;;;;;;;
4559;80 Beveiligings- en opsporingsdiensten;2023;;;;;;;;;;;
4560;801 Particuliere beveiligingdiensten;2009;;;;;;;;;;;
4561;801 Particuliere beveiligingdiensten;2010;;;;;;;;;;;
4562;801 Particuliere beveiligingdiensten;2011;;;;;;;;;;;
4563;801 Particuliere beveiligingdiensten;2012;;;;;;;;;;;
4564;801 Particuliere beveiligingdiensten;2013;;;;;;;;;;;
4565;801 Particuliere beveiligingdiensten;2014;;;;;;;;;;;
4566;801 Particuliere beveiligingdiensten;2015;;;;;;;;;;;
4567;801 Particuliere beveiligingdiensten;2016;;;;;;;;;;;
4568;801 Particuliere beveiligingdiensten;2017;;;;;;;;;;;
4569;801 Particuliere beveiligingdiensten;2018;;;;;;;;;;;
4570;801 Particuliere beveiligingdiensten;2019;;;;;;;;;;;
4571;801 Particuliere beveiligingdiensten;2020;;;;;;;;;;;
4572;801 Particuliere beveiligingdiensten;2021;;;;;;;;;;;
4573;801 Particuliere beveiligingdiensten;2022;;;;;;;;;;;
4574;801 Particuliere beveiligingdiensten;2023;;;;;;;;;;;
4575;802 Beveiliging via alarmsystemen;2009;;;;;;;;;;;
4576;802 Beveiliging via alarmsystemen;2010;;;;;;;;;;;
4577;802 Beveiliging via alarmsystemen;2011;;;;;;;;;;;
4578;802 Beveiliging via alarmsystemen;2012;;;;;;;;;;;
4579;802 Beveiliging via alarmsystemen;2013;;;;;;;;;;;
4580;802 Beveiliging via alarmsystemen;2014;;;;;;;;;;;
4581;802 Beveiliging via alarmsystemen;2015;;;;;;;;;;;
4582;802 Beveiliging via alarmsystemen;2016;;;;;;;;;;;
4583;802 Beveiliging via alarmsystemen;2017;;;;;;;;;;;
4584;802 Beveiliging via alarmsystemen;2018;;;;;;;;;;;
4585;802 Beveiliging via alarmsystemen;2019;;;;;;;;;;;
4586;802 Beveiliging via alarmsystemen;2020;;;;;;;;;;;
4587;802 Beveiliging via alarmsystemen;2021;;;;;;;;;;;
4588;802 Beveiliging via alarmsystemen;2022;;;;;;;;;;;
4589;802 Beveiliging via alarmsystemen;2023;;;;;;;;;;;
4590;803 Detectivebureaus;2009;;;;;;;;;;;
4591;803 Detectivebureaus;2010;;;;;;;;;;;
4592;803 Detectivebureaus;2011;;;;;;;;;;;
4593;803 Detectivebureaus;2012;;;;;;;;;;;
4594;803 Detectivebureaus;2013;;;;;;;;;;;
4595;803 Detectivebureaus;2014;;;;;;;;;;;
4596;803 Detectivebureaus;2015;;;;;;;;;;;
4597;803 Detectivebureaus;2016;;;;;;;;;;;
4598;803 Detectivebureaus;2017;;;;;;;;;;;
4599;803 Detectivebureaus;2018;;;;;;;;;;;
4600;803 Detectivebureaus;2019;;;;;;;;;;;
4601;803 Detectivebureaus;2020;;;;;;;;;;;
4602;803 Detectivebureaus;2021;;;;;;;;;;;
4603;803 Detectivebureaus;2022;;;;;;;;;;;
4604;803 Detectivebureaus;2023;;;;;;;;;;;
4605;81 Schoonmaakbedrijven, hoveniers e.d.;2009;233.69;3.4;37.18;4.73;67.19;9.38;91.27;20.53;200.62;33.07;217.98
4606;81 Schoonmaakbedrijven, hoveniers e.d.;2010;166.24;3.15;18.38;0.46;52.0;5.89;59.74;26.62;143.72;22.52;24.92
4607;81 Schoonmaakbedrijven, hoveniers e.d.;2011;188.58;0.34;21.37;1.26;57.53;12.53;81.08;14.48;176.16;12.41;15.28
4608;81 Schoonmaakbedrijven, hoveniers e.d.;2012;209.54;2.38;35.5;1.67;73.76;13.15;67.31;15.76;170.07;39.46;25.81
4609;81 Schoonmaakbedrijven, hoveniers e.d.;2013;218.93;4.02;41.07;4.28;65.25;11.81;81.56;10.94;183.35;35.58;20.25
4610;81 Schoonmaakbedrijven, hoveniers e.d.;2014;240.91;5.05;36.03;11.46;77.84;12.53;85.45;12.55;191.92;48.99;27.98
4611;81 Schoonmaakbedrijven, hoveniers e.d.;2015;254.25;18.48;45.24;0.35;84.88;10.49;79.6;15.22;205.84;48.41;38.61
