ID;BedrijfstakkenBranchesSBI2008;Perioden;InvesteringenInMaterieleVasteActiva_1;GrondEnTerreinen_2;Bedrijfsgebouwen_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweMaterieleVasteActiva_9;BestaandeMaterieleVasteActiva_10;VerkoopVanMaterieleVasteActiva_11
1004;204 Wasmiddel- en cosmeticaindustrie;2023;;;;;;;;;;;
1005;205 Overige chemische productenindustrie;2009;;;;;;;;;;;
1006;205 Overige chemische productenindustrie;2010;;;;;;;;;;;
1007;205 Overige chemische productenindustrie;2011;;;;;;;;;;;
1008;205 Overige chemische productenindustrie;2012;;;;;;;;;;;
1009;205 Overige chemische productenindustrie;2013;;;;;;;;;;;
1010;205 Overige chemische productenindustrie;2014;;;;;;;;;;;
1011;205 Overige chemische productenindustrie;2015;;;;;;;;;;;
1012;205 Overige chemische productenindustrie;2016;;;;;;;;;;;
1013;205 Overige chemische productenindustrie;2017;;;;;;;;;;;
1014;205 Overige chemische productenindustrie;2018;;;;;;;;;;;
1015;205 Overige chemische productenindustrie;2019;;;;;;;;;;;
1016;205 Overige chemische productenindustrie;2020;;;;;;;;;;;
1017;205 Overige chemische productenindustrie;2021;;;;;;;;;;;
1018;205 Overige chemische productenindustrie;2022;;;;;;;;;;;
1019;205 Overige chemische productenindustrie;2023;;;;;;;;;;;
1020;206 Synthetische vezelindustrie;2009;;;;;;;;;;;
1021;206 Synthetische vezelindustrie;2010;;;;;;;;;;;
1022;206 Synthetische vezelindustrie;2011;;;;;;;;;;;
1023;206 Synthetische vezelindustrie;2012;;;;;;;;;;;
1024;206 Synthetische vezelindustrie;2013;;;;;;;;;;;
1025;206 Synthetische vezelindustrie;2014;;;;;;;;;;;
1026;206 Synthetische vezelindustrie;2015;;;;;;;;;;;
1027;206 Synthetische vezelindustrie;2016;;;;;;;;;;;
1028;206 Synthetische vezelindustrie;2017;;;;;;;;;;;
1029;206 Synthetische vezelindustrie;2018;;;;;;;;;;;
1030;206 Synthetische vezelindustrie;2019;;;;;;;;;;;
1031;206 Synthetische vezelindustrie;2020;;;;;;;;;;;
1032;206 Synthetische vezelindustrie;2021;;;;;;;;;;;
1033;206 Synthetische vezelindustrie;2022;;;;;;;;;;;
1034;206 Synthetische vezelindustrie;2023;;;;;;;;;;;
1035;21 Farmaceutische industrie;2009;;;;;;;;;;;
1036;21 Farmaceutische industrie;2010;169.13;1.17;51.83;0.27;0.92;4.45;102.67;7.83;166.66;2.48;1.34
1037;21 Farmaceutische industrie;2011;109.43;1.91;26.34;0.08;1.51;3.7;68.45;7.44;91.48;17.95;1.94
1038;21 Farmaceutische industrie;2012;;;;;;;;;;;
1039;21 Farmaceutische industrie;2013;182.05;0.0;48.6;0.82;0.71;9.97;99.15;22.8;181.44;0.61;0.78
1040;21 Farmaceutische industrie;2014;;;;;;;;;;;
1041;21 Farmaceutische industrie;2015;;;;;;;;;;;
1042;21 Farmaceutische industrie;2016;168.86;0.0;28.68;0.35;1.08;20.71;112.18;5.87;168.54;0.33;0.34
1043;21 Farmaceutische industrie;2017;183.73;3.33;27.74;0.21;3.43;18.07;117.9;13.04;180.35;3.37;1.32
1044;21 Farmaceutische industrie;2018;;;;;;;;;;;
1045;21 Farmaceutische industrie;2019;329.29;0.85;107.47;2.63;0.9;21.58;179.61;16.25;325.21;4.08;9.28
1046;21 Farmaceutische industrie;2020;398.23;1.86;88.51;33.84;1.42;10.13;250.96;11.51;391.16;7.07;150.92
1047;21 Farmaceutische industrie;2021;311.12;5.07;122.93;2.84;0.67;15.13;144.48;20.0;298.75;12.37;4.08
1048;21 Farmaceutische industrie;2022;548.89;7.23;212.69;57.22;1.52;39.78;215.92;14.53;535.17;13.71;15.79
1049;21 Farmaceutische industrie;2023;465.04;;;;;;;;;;
1050;211 Farmaceutische grondstofindustrie;2009;;;;;;;;;;;
1051;211 Farmaceutische grondstofindustrie;2010;;;;;;;;;;;
1052;211 Farmaceutische grondstofindustrie;2011;;;;;;;;;;;
1053;211 Farmaceutische grondstofindustrie;2012;;;;;;;;;;;
1054;211 Farmaceutische grondstofindustrie;2013;;;;;;;;;;;
1055;211 Farmaceutische grondstofindustrie;2014;;;;;;;;;;;
1056;211 Farmaceutische grondstofindustrie;2015;;;;;;;;;;;
1057;211 Farmaceutische grondstofindustrie;2016;;;;;;;;;;;
1058;211 Farmaceutische grondstofindustrie;2017;;;;;;;;;;;
1059;211 Farmaceutische grondstofindustrie;2018;;;;;;;;;;;
1060;211 Farmaceutische grondstofindustrie;2019;;;;;;;;;;;
1061;211 Farmaceutische grondstofindustrie;2020;;;;;;;;;;;
1062;211 Farmaceutische grondstofindustrie;2021;;;;;;;;;;;
1063;211 Farmaceutische grondstofindustrie;2022;;;;;;;;;;;
1064;211 Farmaceutische grondstofindustrie;2023;;;;;;;;;;;
1065;212 Farmaceutische productenindustrie;2009;;;;;;;;;;;
1066;212 Farmaceutische productenindustrie;2010;;;;;;;;;;;
1067;212 Farmaceutische productenindustrie;2011;;;;;;;;;;;
1068;212 Farmaceutische productenindustrie;2012;;;;;;;;;;;
1069;212 Farmaceutische productenindustrie;2013;;;;;;;;;;;
1070;212 Farmaceutische productenindustrie;2014;;;;;;;;;;;
1071;212 Farmaceutische productenindustrie;2015;;;;;;;;;;;
1072;212 Farmaceutische productenindustrie;2016;;;;;;;;;;;
1073;212 Farmaceutische productenindustrie;2017;;;;;;;;;;;
1074;212 Farmaceutische productenindustrie;2018;;;;;;;;;;;
1075;212 Farmaceutische productenindustrie;2019;;;;;;;;;;;
1076;212 Farmaceutische productenindustrie;2020;;;;;;;;;;;
1077;212 Farmaceutische productenindustrie;2021;;;;;;;;;;;
1078;212 Farmaceutische productenindustrie;2022;;;;;;;;;;;
1079;212 Farmaceutische productenindustrie;2023;;;;;;;;;;;
1080;22 Rubber- en kunststofproductindustrie;2009;;;;;;;;;;;
1081;22 Rubber- en kunststofproductindustrie;2010;186.73;0.56;18.47;1.45;7.17;6.66;133.37;19.05;179.07;7.66;8.7
1082;22 Rubber- en kunststofproductindustrie;2011;310.27;2.45;28.24;0.91;8.3;6.57;242.61;21.19;290.31;19.95;29.38
1083;22 Rubber- en kunststofproductindustrie;2012;258.77;5.42;45.2;0.66;10.3;9.37;167.64;20.2;239.25;19.53;17.85
1084;22 Rubber- en kunststofproductindustrie;2013;278.7;0.52;29.54;1.48;8.32;8.74;209.85;20.25;267.79;10.91;14.77
1085;22 Rubber- en kunststofproductindustrie;2014;255.01;2.13;34.5;1.65;10.55;6.46;181.15;18.57;245.93;9.07;6.04
1086;22 Rubber- en kunststofproductindustrie;2015;284.61;0.46;29.03;1.06;9.5;6.43;217.13;20.99;273.12;11.49;7.4
1087;22 Rubber- en kunststofproductindustrie;2016;329.47;4.31;51.07;0.63;11.88;8.81;229.76;22.99;312.75;16.72;12.1
1088;22 Rubber- en kunststofproductindustrie;2017;376.03;16.23;85.91;0.88;9.27;8.55;233.08;22.11;331.43;44.61;10.09
1089;22 Rubber- en kunststofproductindustrie;2018;405.63;13.32;66.05;1.87;15.14;11.01;269.68;28.56;367.23;38.41;10.83
1090;22 Rubber- en kunststofproductindustrie;2019;392.49;8.22;72.96;1.73;14.11;8.66;250.95;35.87;374.62;17.87;11.97
1091;22 Rubber- en kunststofproductindustrie;2020;482.08;5.9;110.47;0.45;12.12;8.79;313.4;30.96;452.96;29.12;26.53
1092;22 Rubber- en kunststofproductindustrie;2021;509.97;27.81;101.07;1.81;11.18;9.48;320.86;37.76;460.45;49.52;36.82
1093;22 Rubber- en kunststofproductindustrie;2022;423.52;12.02;57.46;0.69;11.98;10.92;291.07;39.38;389.64;33.89;25.01
1094;22 Rubber- en kunststofproductindustrie;2023;476.52;;;;;;;;;;
1095;221 Rubberproductenindustrie;2009;;;;;;;;;;;
1096;221 Rubberproductenindustrie;2010;;;;;;;;;;;
1097;221 Rubberproductenindustrie;2011;;;;;;;;;;;
1098;221 Rubberproductenindustrie;2012;;;;;;;;;;;
1099;221 Rubberproductenindustrie;2013;;;;;;;;;;;
1100;221 Rubberproductenindustrie;2014;;;;;;;;;;;
1101;221 Rubberproductenindustrie;2015;;;;;;;;;;;
1102;221 Rubberproductenindustrie;2016;;;;;;;;;;;
1103;221 Rubberproductenindustrie;2017;;;;;;;;;;;
1104;221 Rubberproductenindustrie;2018;;;;;;;;;;;
1105;221 Rubberproductenindustrie;2019;;;;;;;;;;;
1106;221 Rubberproductenindustrie;2020;;;;;;;;;;;
1107;221 Rubberproductenindustrie;2021;;;;;;;;;;;
1108;221 Rubberproductenindustrie;2022;;;;;;;;;;;
1109;221 Rubberproductenindustrie;2023;;;;;;;;;;;
1110;222 Kunststofproductenindustrie;2009;;;;;;;;;;;
1111;222 Kunststofproductenindustrie;2010;;;;;;;;;;;
1112;222 Kunststofproductenindustrie;2011;;;;;;;;;;;
1113;222 Kunststofproductenindustrie;2012;;;;;;;;;;;
1114;222 Kunststofproductenindustrie;2013;;;;;;;;;;;
1115;222 Kunststofproductenindustrie;2014;;;;;;;;;;;
1116;222 Kunststofproductenindustrie;2015;;;;;;;;;;;
1117;222 Kunststofproductenindustrie;2016;;;;;;;;;;;
1118;222 Kunststofproductenindustrie;2017;;;;;;;;;;;
1119;222 Kunststofproductenindustrie;2018;;;;;;;;;;;
1120;222 Kunststofproductenindustrie;2019;;;;;;;;;;;
1121;222 Kunststofproductenindustrie;2020;;;;;;;;;;;
1122;222 Kunststofproductenindustrie;2021;;;;;;;;;;;
1123;222 Kunststofproductenindustrie;2022;;;;;;;;;;;
1124;222 Kunststofproductenindustrie;2023;;;;;;;;;;;
1125;23 Bouwmaterialenindustrie;2009;235.55;3.47;38.87;3.43;12.68;6.95;153.24;16.92;224.07;11.48;8.41
1126;23 Bouwmaterialenindustrie;2010;204.47;7.72;18.67;2.62;9.98;4.21;143.97;17.3;193.27;11.2;40.24
1127;23 Bouwmaterialenindustrie;2011;208.3;3.49;36.37;2.46;16.87;3.68;123.51;21.92;194.6;13.7;13.31
1128;23 Bouwmaterialenindustrie;2012;154.95;8.42;14.52;1.14;13.05;4.92;106.64;6.25;138.5;16.44;14.99
1129;23 Bouwmaterialenindustrie;2013;184.35;1.75;17.46;2.22;11.86;4.56;137.64;8.86;177.9;6.45;44.21
1130;23 Bouwmaterialenindustrie;2014;188.31;11.79;17.68;2.3;12.29;2.08;130.8;11.37;172.75;15.56;26.91
1131;23 Bouwmaterialenindustrie;2015;189.5;9.65;13.73;1.37;11.37;5.23;139.69;8.46;171.21;18.29;2.79
1132;23 Bouwmaterialenindustrie;2016;172.35;0.7;20.18;1.81;17.09;3.52;119.04;10.02;166.67;5.68;6.82
1133;23 Bouwmaterialenindustrie;2017;248.46;18.73;25.18;2.98;17.47;4.71;170.71;8.68;220.21;28.25;7.34
1134;23 Bouwmaterialenindustrie;2018;252.23;2.31;26.32;4.63;17.57;7.8;181.35;12.23;243.07;9.16;6.41
1135;23 Bouwmaterialenindustrie;2019;336.54;6.77;44.72;7.41;34.17;8.25;221.9;13.33;323.91;12.63;8.82
1136;23 Bouwmaterialenindustrie;2020;331.32;20.04;38.73;2.16;24.47;5.32;219.21;21.39;300.03;31.3;28.56
1137;23 Bouwmaterialenindustrie;2021;310.06;14.08;34.13;2.5;17.41;5.64;211.16;25.14;276.13;33.92;31.35
1138;23 Bouwmaterialenindustrie;2022;302.42;11.2;32.6;4.92;21.86;7.3;210.53;14.02;272.15;30.27;29.8
1139;23 Bouwmaterialenindustrie;2023;364.16;;;;;;;;;;
1140;231 Glas- en glaswerkindustrie;2009;;;;;;;;;;;
1141;231 Glas- en glaswerkindustrie;2010;;;;;;;;;;;
1142;231 Glas- en glaswerkindustrie;2011;;;;;;;;;;;
1143;231 Glas- en glaswerkindustrie;2012;;;;;;;;;;;
1144;231 Glas- en glaswerkindustrie;2013;;;;;;;;;;;
1145;231 Glas- en glaswerkindustrie;2014;;;;;;;;;;;
1146;231 Glas- en glaswerkindustrie;2015;;;;;;;;;;;
1147;231 Glas- en glaswerkindustrie;2016;;;;;;;;;;;
1148;231 Glas- en glaswerkindustrie;2017;;;;;;;;;;;
1149;231 Glas- en glaswerkindustrie;2018;;;;;;;;;;;
1150;231 Glas- en glaswerkindustrie;2019;;;;;;;;;;;
1151;231 Glas- en glaswerkindustrie;2020;;;;;;;;;;;
1152;231 Glas- en glaswerkindustrie;2021;;;;;;;;;;;
1153;231 Glas- en glaswerkindustrie;2022;;;;;;;;;;;
1154;231 Glas- en glaswerkindustrie;2023;;;;;;;;;;;
1155;232 Vuurvast keramische productindustrie;2009;;;;;;;;;;;
1156;232 Vuurvast keramische productindustrie;2010;;;;;;;;;;;
1157;232 Vuurvast keramische productindustrie;2011;;;;;;;;;;;
1158;232 Vuurvast keramische productindustrie;2012;;;;;;;;;;;
1159;232 Vuurvast keramische productindustrie;2013;;;;;;;;;;;
1160;232 Vuurvast keramische productindustrie;2014;;;;;;;;;;;
1161;232 Vuurvast keramische productindustrie;2015;;;;;;;;;;;
1162;232 Vuurvast keramische productindustrie;2016;;;;;;;;;;;
1163;232 Vuurvast keramische productindustrie;2017;;;;;;;;;;;
1164;232 Vuurvast keramische productindustrie;2018;;;;;;;;;;;
1165;232 Vuurvast keramische productindustrie;2019;;;;;;;;;;;
1166;232 Vuurvast keramische productindustrie;2020;;;;;;;;;;;
1167;232 Vuurvast keramische productindustrie;2021;;;;;;;;;;;
1168;232 Vuurvast keramische productindustrie;2022;;;;;;;;;;;
1169;232 Vuurvast keramische productindustrie;2023;;;;;;;;;;;
1170;233 Keramische bouwproductenindustrie;2009;;;;;;;;;;;
1171;233 Keramische bouwproductenindustrie;2010;;;;;;;;;;;
1172;233 Keramische bouwproductenindustrie;2011;;;;;;;;;;;
1173;233 Keramische bouwproductenindustrie;2012;;;;;;;;;;;
1174;233 Keramische bouwproductenindustrie;2013;;;;;;;;;;;
1175;233 Keramische bouwproductenindustrie;2014;;;;;;;;;;;
1176;233 Keramische bouwproductenindustrie;2015;;;;;;;;;;;
1177;233 Keramische bouwproductenindustrie;2016;;;;;;;;;;;
1178;233 Keramische bouwproductenindustrie;2017;;;;;;;;;;;
1179;233 Keramische bouwproductenindustrie;2018;;;;;;;;;;;
1180;233 Keramische bouwproductenindustrie;2019;;;;;;;;;;;
1181;233 Keramische bouwproductenindustrie;2020;;;;;;;;;;;
1182;233 Keramische bouwproductenindustrie;2021;;;;;;;;;;;
1183;233 Keramische bouwproductenindustrie;2022;;;;;;;;;;;
1184;233 Keramische bouwproductenindustrie;2023;;;;;;;;;;;
1185;234 Overige keramische industrie;2009;;;;;;;;;;;
1186;234 Overige keramische industrie;2010;;;;;;;;;;;
1187;234 Overige keramische industrie;2011;;;;;;;;;;;
1188;234 Overige keramische industrie;2012;;;;;;;;;;;
1189;234 Overige keramische industrie;2013;;;;;;;;;;;
1190;234 Overige keramische industrie;2014;;;;;;;;;;;
1191;234 Overige keramische industrie;2015;;;;;;;;;;;
1192;234 Overige keramische industrie;2016;;;;;;;;;;;
1193;234 Overige keramische industrie;2017;;;;;;;;;;;
1194;234 Overige keramische industrie;2018;;;;;;;;;;;
1195;234 Overige keramische industrie;2019;;;;;;;;;;;
1196;234 Overige keramische industrie;2020;;;;;;;;;;;
1197;234 Overige keramische industrie;2021;;;;;;;;;;;
1198;234 Overige keramische industrie;2022;;;;;;;;;;;
1199;234 Overige keramische industrie;2023;;;;;;;;;;;
1200;235 Cement-, kalk- en gipsindustrie;2009;;;;;;;;;;;
1201;235 Cement-, kalk- en gipsindustrie;2010;;;;;;;;;;;
1202;235 Cement-, kalk- en gipsindustrie;2011;;;;;;;;;;;
1203;235 Cement-, kalk- en gipsindustrie;2012;;;;;;;;;;;
1204;235 Cement-, kalk- en gipsindustrie;2013;;;;;;;;;;;
1205;235 Cement-, kalk- en gipsindustrie;2014;;;;;;;;;;;
1206;235 Cement-, kalk- en gipsindustrie;2015;;;;;;;;;;;
1207;235 Cement-, kalk- en gipsindustrie;2016;;;;;;;;;;;
1208;235 Cement-, kalk- en gipsindustrie;2017;;;;;;;;;;;
1209;235 Cement-, kalk- en gipsindustrie;2018;;;;;;;;;;;
1210;235 Cement-, kalk- en gipsindustrie;2019;;;;;;;;;;;
1211;235 Cement-, kalk- en gipsindustrie;2020;;;;;;;;;;;
1212;235 Cement-, kalk- en gipsindustrie;2021;;;;;;;;;;;
1213;235 Cement-, kalk- en gipsindustrie;2022;;;;;;;;;;;
1214;235 Cement-, kalk- en gipsindustrie;2023;;;;;;;;;;;
1215;236 Beton-, gips-, cementwarenindustrie;2009;;;;;;;;;;;
1216;236 Beton-, gips-, cementwarenindustrie;2010;;;;;;;;;;;
1217;236 Beton-, gips-, cementwarenindustrie;2011;;;;;;;;;;;
1218;236 Beton-, gips-, cementwarenindustrie;2012;;;;;;;;;;;
1219;236 Beton-, gips-, cementwarenindustrie;2013;;;;;;;;;;;
1220;236 Beton-, gips-, cementwarenindustrie;2014;;;;;;;;;;;
1221;236 Beton-, gips-, cementwarenindustrie;2015;;;;;;;;;;;
1222;236 Beton-, gips-, cementwarenindustrie;2016;;;;;;;;;;;
1223;236 Beton-, gips-, cementwarenindustrie;2017;;;;;;;;;;;
1224;236 Beton-, gips-, cementwarenindustrie;2018;;;;;;;;;;;
1225;236 Beton-, gips-, cementwarenindustrie;2019;;;;;;;;;;;
1226;236 Beton-, gips-, cementwarenindustrie;2020;;;;;;;;;;;
1227;236 Beton-, gips-, cementwarenindustrie;2021;;;;;;;;;;;
1228;236 Beton-, gips-, cementwarenindustrie;2022;;;;;;;;;;;
1229;236 Beton-, gips-, cementwarenindustrie;2023;;;;;;;;;;;
1230;237 Natuursteenbewerkende industrie;2009;;;;;;;;;;;
1231;237 Natuursteenbewerkende industrie;2010;;;;;;;;;;;
1232;237 Natuursteenbewerkende industrie;2011;;;;;;;;;;;
1233;237 Natuursteenbewerkende industrie;2012;;;;;;;;;;;
1234;237 Natuursteenbewerkende industrie;2013;;;;;;;;;;;
1235;237 Natuursteenbewerkende industrie;2014;;;;;;;;;;;
1236;237 Natuursteenbewerkende industrie;2015;;;;;;;;;;;
1237;237 Natuursteenbewerkende industrie;2016;;;;;;;;;;;
1238;237 Natuursteenbewerkende industrie;2017;;;;;;;;;;;
1239;237 Natuursteenbewerkende industrie;2018;;;;;;;;;;;
1240;237 Natuursteenbewerkende industrie;2019;;;;;;;;;;;
1241;237 Natuursteenbewerkende industrie;2020;;;;;;;;;;;
1242;237 Natuursteenbewerkende industrie;2021;;;;;;;;;;;
1243;237 Natuursteenbewerkende industrie;2022;;;;;;;;;;;
1244;237 Natuursteenbewerkende industrie;2023;;;;;;;;;;;
1245;239 Overige minerale productenindustrie;2009;;;;;;;;;;;
1246;239 Overige minerale productenindustrie;2010;;;;;;;;;;;
1247;239 Overige minerale productenindustrie;2011;;;;;;;;;;;
1248;239 Overige minerale productenindustrie;2012;;;;;;;;;;;
1249;239 Overige minerale productenindustrie;2013;;;;;;;;;;;
1250;239 Overige minerale productenindustrie;2014;;;;;;;;;;;
1251;239 Overige minerale productenindustrie;2015;;;;;;;;;;;
1252;239 Overige minerale productenindustrie;2016;;;;;;;;;;;
1253;239 Overige minerale productenindustrie;2017;;;;;;;;;;;
1254;239 Overige minerale productenindustrie;2018;;;;;;;;;;;
1255;239 Overige minerale productenindustrie;2019;;;;;;;;;;;
1256;239 Overige minerale productenindustrie;2020;;;;;;;;;;;
1257;239 Overige minerale productenindustrie;2021;;;;;;;;;;;
1258;239 Overige minerale productenindustrie;2022;;;;;;;;;;;
1259;239 Overige minerale productenindustrie;2023;;;;;;;;;;;
1260;24 Basismetaalindustrie;2009;544.44;0.8;33.29;9.11;2.68;1.33;482.11;15.12;542.11;2.33;35.49
1261;24 Basismetaalindustrie;2010;137.67;0.0;5.19;1.58;1.6;2.09;121.08;6.12;135.64;2.03;6.07
1262;24 Basismetaalindustrie;2011;147.63;0.05;14.63;1.7;3.43;2.12;113.93;11.77;140.58;7.05;4.5
1263;24 Basismetaalindustrie;2012;192.97;3.73;12.56;0.99;2.68;2.48;163.32;7.21;181.93;11.04;23.99
1264;24 Basismetaalindustrie;2013;170.07;0.49;19.58;2.47;2.29;2.85;136.72;5.66;162.38;7.69;7.53
1265;24 Basismetaalindustrie;2014;180.28;1.11;9.44;0.58;1.71;2.34;156.59;8.51;176.19;4.09;1.51
1266;24 Basismetaalindustrie;2015;256.26;8.13;28.82;0.81;12.78;3.4;193.69;8.63;227.76;28.5;2.23
1267;24 Basismetaalindustrie;2016;249.22;1.3;25.31;0.29;4.21;4.29;201.13;12.7;245.11;4.12;2.06
1268;24 Basismetaalindustrie;2017;355.05;2.1;34.84;5.15;2.68;4.52;292.26;13.5;348.66;6.39;11.44
1269;24 Basismetaalindustrie;2018;386.14;6.33;41.24;7.45;5.1;2.5;317.21;6.33;373.45;12.69;4.32
1270;24 Basismetaalindustrie;2019;337.22;1.78;31.17;1.54;2.2;4.13;289.15;7.26;330.24;6.99;5.21
1271;24 Basismetaalindustrie;2020;227.72;0.5;43.74;2.02;2.69;3.13;167.85;7.78;220.16;7.56;10.91
1272;24 Basismetaalindustrie;2021;472.97;7.96;71.64;14.02;2.18;3.82;366.58;6.77;460.18;12.78;4.86
1273;24 Basismetaalindustrie;2022;519.49;0.25;19.74;22.17;3.31;5.96;459.79;8.28;518.13;1.36;4.21
1274;24 Basismetaalindustrie;2023;901.76;;;;;;;;;;
1275;24-25 Basismetaal, metaalprod.-industrie;2009;1068.78;8.43;158.91;14.67;51.79;21.25;767.98;45.74;1008.18;60.59;71.7
1276;24-25 Basismetaal, metaalprod.-industrie;2010;576.08;7.33;83.76;13.12;40.53;15.99;375.57;39.79;528.2;47.88;60.68
1277;24-25 Basismetaal, metaalprod.-industrie;2011;580.61;3.35;95.86;12.43;49.33;21.22;353.23;45.21;539.57;41.04;36.46
1278;24-25 Basismetaal, metaalprod.-industrie;2012;665.33;22.08;86.55;2.68;49.84;25.23;433.82;45.13;598.96;66.37;55.53
1279;24-25 Basismetaal, metaalprod.-industrie;2013;645.84;18.69;99.9;8.43;56.36;22.94;406.75;32.77;593.91;51.93;49.25
1280;24-25 Basismetaal, metaalprod.-industrie;2014;699.47;11.23;102.19;3.02;43.37;23.53;471.27;44.85;657.76;41.71;41.4
1281;24-25 Basismetaal, metaalprod.-industrie;2015;824.16;31.01;132.39;4.47;62.53;25.56;523.96;44.23;718.52;105.65;31.65
1282;24-25 Basismetaal, metaalprod.-industrie;2016;905.79;18.26;180.64;7.84;58.46;26.28;567.4;46.92;838.32;67.47;33.84
1283;24-25 Basismetaal, metaalprod.-industrie;2017;1027.38;33.39;163.66;12.37;60.93;27.19;688.62;41.22;946.54;80.84;64.84
1284;24-25 Basismetaal, metaalprod.-industrie;2018;1150.34;28.52;258.21;9.88;75.32;26.15;707.19;45.06;1025.84;124.5;51.16
1285;24-25 Basismetaal, metaalprod.-industrie;2019;1260.08;31.51;310.93;4.39;75.11;30.48;756.66;51.0;1168.14;91.95;41.69
1286;24-25 Basismetaal, metaalprod.-industrie;2020;1088.23;19.33;266.96;2.48;74.73;27.37;645.19;52.17;979.69;108.54;128.5
1287;24-25 Basismetaal, metaalprod.-industrie;2021;1313.3;42.66;252.32;15.33;73.79;28.81;839.37;61.02;1199.26;114.04;65.02
1288;24-25 Basismetaal, metaalprod.-industrie;2022;1428.8;22.19;227.62;23.44;76.12;30.52;981.74;67.17;1327.44;101.37;79.11
1289;24-25 Basismetaal, metaalprod.-industrie;2023;1897.98;;;;;;;;;;
1290;24-30, 33 Metalektro;2009;2515.05;38.03;423.47;23.62;129.33;96.01;1650.13;154.46;2368.32;146.73;151.21
1291;24-30, 33 Metalektro;2010;2073.85;21.15;294.67;32.09;261.08;90.59;1236.34;137.95;1974.5;99.35;168.34
1292;24-30, 33 Metalektro;2011;2472.64;38.5;515.54;18.5;395.69;97.21;1244.3;162.89;2324.78;147.85;148.33
1293;24-30, 33 Metalektro;2012;2237.04;49.36;381.4;16.06;150.27;97.55;1389.31;153.09;2067.83;169.21;124.53
1294;24-30, 33 Metalektro;2013;2213.87;68.33;449.89;16.81;139.63;112.46;1307.97;118.78;2055.44;158.43;121.54
1295;24-30, 33 Metalektro;2014;2193.7;39.12;434.56;10.34;123.3;95.04;1339.9;151.44;2072.16;121.54;153.89
1296;24-30, 33 Metalektro;2015;2648.31;73.67;627.38;12.38;173.77;103.12;1517.73;140.25;2451.56;196.75;111.61
1297;24-30, 33 Metalektro;2016;2707.86;49.22;499.97;22.84;225.1;121.46;1612.17;177.1;2526.52;181.34;91.82
1298;24-30, 33 Metalektro;2017;2911.11;76.5;498.17;18.15;203.0;124.69;1807.44;183.15;2728.67;182.44;221.31
1299;24-30, 33 Metalektro;2018;3297.65;77.2;752.9;37.27;202.66;121.89;1919.61;186.12;3007.22;290.44;200.63
1300;24-30, 33 Metalektro;2019;3686.73;97.97;1001.8;10.13;578.48;152.67;1589.73;255.95;3407.99;278.74;192.86
1301;24-30, 33 Metalektro;2020;2931.64;55.45;721.69;9.64;395.56;131.36;1405.32;212.62;2658.36;273.28;462.55
1302;24-30, 33 Metalektro;2021;3751.2;99.93;1120.71;19.71;239.04;160.55;1747.99;363.28;3469.07;282.13;254.82
1303;24-30, 33 Metalektro;2022;4147.96;116.51;1072.28;30.32;353.4;154.14;2140.33;280.99;3856.22;291.74;293.92
1304;24-30, 33 Metalektro;2023;4710.86;;;;;;;;;;
1305;241 IJzer- en staalindustrie;2009;;;;;;;;;;;
1306;241 IJzer- en staalindustrie;2010;;;;;;;;;;;
1307;241 IJzer- en staalindustrie;2011;;;;;;;;;;;
1308;241 IJzer- en staalindustrie;2012;;;;;;;;;;;
1309;241 IJzer- en staalindustrie;2013;;;;;;;;;;;
1310;241 IJzer- en staalindustrie;2014;;;;;;;;;;;
1311;241 IJzer- en staalindustrie;2015;;;;;;;;;;;
1312;241 IJzer- en staalindustrie;2016;;;;;;;;;;;
1313;241 IJzer- en staalindustrie;2017;;;;;;;;;;;
1314;241 IJzer- en staalindustrie;2018;;;;;;;;;;;
1315;241 IJzer- en staalindustrie;2019;;;;;;;;;;;
1316;241 IJzer- en staalindustrie;2020;;;;;;;;;;;
1317;241 IJzer- en staalindustrie;2021;;;;;;;;;;;
1318;241 IJzer- en staalindustrie;2022;;;;;;;;;;;
1319;241 IJzer- en staalindustrie;2023;;;;;;;;;;;
1320;242 Stalen buizenindustrie;2009;;;;;;;;;;;
1321;242 Stalen buizenindustrie;2010;;;;;;;;;;;
1322;242 Stalen buizenindustrie;2011;;;;;;;;;;;
1323;242 Stalen buizenindustrie;2012;;;;;;;;;;;
1324;242 Stalen buizenindustrie;2013;;;;;;;;;;;
1325;242 Stalen buizenindustrie;2014;;;;;;;;;;;
1326;242 Stalen buizenindustrie;2015;;;;;;;;;;;
1327;242 Stalen buizenindustrie;2016;;;;;;;;;;;
1328;242 Stalen buizenindustrie;2017;;;;;;;;;;;
1329;242 Stalen buizenindustrie;2018;;;;;;;;;;;
1330;242 Stalen buizenindustrie;2019;;;;;;;;;;;
1331;242 Stalen buizenindustrie;2020;;;;;;;;;;;
1332;242 Stalen buizenindustrie;2021;;;;;;;;;;;
1333;242 Stalen buizenindustrie;2022;;;;;;;;;;;
1334;242 Stalen buizenindustrie;2023;;;;;;;;;;;
1335;243 Staaltrekkerijen, -walserijen e.d.;2009;;;;;;;;;;;
1336;243 Staaltrekkerijen, -walserijen e.d.;2010;;;;;;;;;;;
1337;243 Staaltrekkerijen, -walserijen e.d.;2011;;;;;;;;;;;
1338;243 Staaltrekkerijen, -walserijen e.d.;2012;;;;;;;;;;;
