ID;SBI93;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2;CumulatieveOmzetontwikkeling_3
408;631 Laad-, los- en ..;2006 4e kwartaal;140;7.3;9.6
409;631 Laad-, los- en ..;2006;131;9.6;9.6
410;631 Laad-, los- en ..;2007 1e kwartaal;135;9.2;9.2
411;631 Laad-, los- en ..;2007 2e kwartaal;138;6.7;7.9
412;631 Laad-, los- en ..;2007 3e kwartaal;134;3.6;6.5
413;631 Laad-, los- en ..;2007 4e kwartaal;147;4.6;6.0
414;631 Laad-, los- en ..;2007;138;6.0;6.0
415;631 Laad-, los- en ..;2008 1e kwartaal;145;8.1;8.1
416;631 Laad-, los- en ..;2008 2e kwartaal;152;10.4;9.2
417;631 Laad-, los- en ..;2008 3e kwartaal;148;10.6;9.7
418;631 Laad-, los- en ..;2008 4e kwartaal;155;5.4;8.5
419;631 Laad-, los- en ..;2008;150;8.5;8.5
420;6311 Laad-, los- en overslagactiviteiten;2003 1e kwartaal;96;;
421;6311 Laad-, los- en overslagactiviteiten;2003 2e kwartaal;102;;
422;6311 Laad-, los- en overslagactiviteiten;2003 3e kwartaal;101;;
423;6311 Laad-, los- en overslagactiviteiten;2003 4e kwartaal;101;;
424;6311 Laad-, los- en overslagactiviteiten;2003;100;;
425;6311 Laad-, los- en overslagactiviteiten;2004 1e kwartaal;106;10.4;10.4
426;6311 Laad-, los- en overslagactiviteiten;2004 2e kwartaal;110;7.4;8.9
427;6311 Laad-, los- en overslagactiviteiten;2004 3e kwartaal;108;6.9;8.2
428;6311 Laad-, los- en overslagactiviteiten;2004 4e kwartaal;110;8.8;8.3
429;6311 Laad-, los- en overslagactiviteiten;2004;108;8.3;8.3
430;6311 Laad-, los- en overslagactiviteiten;2005 1e kwartaal;109;3.4;3.4
431;6311 Laad-, los- en overslagactiviteiten;2005 2e kwartaal;123;11.9;7.7
432;6311 Laad-, los- en overslagactiviteiten;2005 3e kwartaal;114;6.0;7.2
433;6311 Laad-, los- en overslagactiviteiten;2005 4e kwartaal;122;11.0;8.1
434;6311 Laad-, los- en overslagactiviteiten;2005;117;8.1;8.1
435;6311 Laad-, los- en overslagactiviteiten;2006 1e kwartaal;119;8.6;8.6
436;6311 Laad-, los- en overslagactiviteiten;2006 2e kwartaal;124;1.0;4.6
437;6311 Laad-, los- en overslagactiviteiten;2006 3e kwartaal;126;9.8;6.3
438;6311 Laad-, los- en overslagactiviteiten;2006 4e kwartaal;131;7.5;6.6
439;6311 Laad-, los- en overslagactiviteiten;2006;125;6.6;6.6
440;6311 Laad-, los- en overslagactiviteiten;2007 1e kwartaal;133;11.6;11.6
441;6311 Laad-, los- en overslagactiviteiten;2007 2e kwartaal;139;11.7;11.7
442;6311 Laad-, los- en overslagactiviteiten;2007 3e kwartaal;146;16.4;13.3
443;6311 Laad-, los- en overslagactiviteiten;2007 4e kwartaal;161;23.1;15.9
444;6311 Laad-, los- en overslagactiviteiten;2007;145;15.9;15.9
445;6311 Laad-, los- en overslagactiviteiten;2008 1e kwartaal;157;18.3;18.3
446;6311 Laad-, los- en overslagactiviteiten;2008 2e kwartaal;166;19.9;19.1
447;6311 Laad-, los- en overslagactiviteiten;2008 3e kwartaal;167;14.4;17.5
448;6311 Laad-, los- en overslagactiviteiten;2008 4e kwartaal;164;1.5;13.0
449;6311 Laad-, los- en overslagactiviteiten;2008;164;13.0;13.0
450;6312 Opslag;2003 1e kwartaal;94;;
451;6312 Opslag;2003 2e kwartaal;99;;
452;6312 Opslag;2003 3e kwartaal;97;;
453;6312 Opslag;2003 4e kwartaal;110;;
454;6312 Opslag;2003;100;;
455;6312 Opslag;2004 1e kwartaal;108;14.5;14.5
456;6312 Opslag;2004 2e kwartaal;110;11.0;12.8
457;6312 Opslag;2004 3e kwartaal;112;15.3;13.6
458;6312 Opslag;2004 4e kwartaal;132;20.4;15.5
459;6312 Opslag;2004;115;15.5;15.5
460;6312 Opslag;2005 1e kwartaal;111;2.5;2.5
461;6312 Opslag;2005 2e kwartaal;115;4.5;3.5
462;6312 Opslag;2005 3e kwartaal;120;6.8;4.6
463;6312 Opslag;2005 4e kwartaal;138;4.9;4.7
464;6312 Opslag;2005;121;4.7;4.7
465;6312 Opslag;2006 1e kwartaal;127;14.9;14.9
466;6312 Opslag;2006 2e kwartaal;133;15.9;15.4
467;6312 Opslag;2006 3e kwartaal;133;10.9;13.8
468;6312 Opslag;2006 4e kwartaal;148;7.2;11.9
469;6312 Opslag;2006;135;11.9;11.9
470;6312 Opslag;2007 1e kwartaal;136;7.3;7.3
471;6312 Opslag;2007 2e kwartaal;137;2.9;5.0
472;6312 Opslag;2007 3e kwartaal;124;-6.5;1.1
473;6312 Opslag;2007 4e kwartaal;135;-9.1;-1.7
474;6312 Opslag;2007;133;-1.7;-1.7
475;6312 Opslag;2008 1e kwartaal;136;-0.3;-0.3
476;6312 Opslag;2008 2e kwartaal;140;2.3;1.0
477;6312 Opslag;2008 3e kwartaal;133;6.8;2.8
478;6312 Opslag;2008 4e kwartaal;147;9.3;4.5
479;6312 Opslag;2008;139;4.5;4.5
480;632 Overige dienstverlening voor het ..;2003 1e kwartaal;88;;
481;632 Overige dienstverlening voor het ..;2003 2e kwartaal;102;;
482;632 Overige dienstverlening voor het ..;2003 3e kwartaal;106;;
483;632 Overige dienstverlening voor het ..;2003 4e kwartaal;104;;
484;632 Overige dienstverlening voor het ..;2003;100;;
485;632 Overige dienstverlening voor het ..;2004 1e kwartaal;95;8.5;8.5
486;632 Overige dienstverlening voor het ..;2004 2e kwartaal;106;4.1;6.1
487;632 Overige dienstverlening voor het ..;2004 3e kwartaal;112;5.4;5.9
488;632 Overige dienstverlening voor het ..;2004 4e kwartaal;116;10.9;7.2
489;632 Overige dienstverlening voor het ..;2004;107;7.2;7.2
490;632 Overige dienstverlening voor het ..;2005 1e kwartaal;102;7.4;7.4
491;632 Overige dienstverlening voor het ..;2005 2e kwartaal;118;11.1;9.4
492;632 Overige dienstverlening voor het ..;2005 3e kwartaal;123;10.0;9.6
493;632 Overige dienstverlening voor het ..;2005 4e kwartaal;119;2.6;7.7
494;632 Overige dienstverlening voor het ..;2005;115;7.7;7.7
495;632 Overige dienstverlening voor het ..;2006 1e kwartaal;109;6.5;6.5
496;632 Overige dienstverlening voor het ..;2006 2e kwartaal;130;10.0;8.4
497;632 Overige dienstverlening voor het ..;2006 3e kwartaal;134;8.8;8.5
498;632 Overige dienstverlening voor het ..;2006 4e kwartaal;129;9.1;8.7
499;632 Overige dienstverlening voor het ..;2006;125;8.7;8.7
500;632 Overige dienstverlening voor het ..;2007 1e kwartaal;118;8.6;8.6
501;632 Overige dienstverlening voor het ..;2007 2e kwartaal;134;3.2;5.7
502;632 Overige dienstverlening voor het ..;2007 3e kwartaal;140;4.8;5.3
503;632 Overige dienstverlening voor het ..;2007 4e kwartaal;137;6.3;5.6
504;632 Overige dienstverlening voor het ..;2007;132;5.6;5.6
505;632 Overige dienstverlening voor het ..;2008 1e kwartaal;119;0.9;0.9
506;632 Overige dienstverlening voor het ..;2008 2e kwartaal;136;1.9;1.4
507;632 Overige dienstverlening voor het ..;2008 3e kwartaal;135;-3.6;-0.4
508;632 Overige dienstverlening voor het ..;2008 4e kwartaal;133;-3.2;-1.1
509;632 Overige dienstverlening voor het ..;2008;131;-1.1;-1.1
510;6321 Overige dienstverlening voor ..;2003 1e kwartaal;93;;
511;6321 Overige dienstverlening voor ..;2003 2e kwartaal;101;;
512;6321 Overige dienstverlening voor ..;2003 3e kwartaal;99;;
513;6321 Overige dienstverlening voor ..;2003 4e kwartaal;107;;
514;6321 Overige dienstverlening voor ..;2003;100;;
515;6321 Overige dienstverlening voor ..;2004 1e kwartaal;120;29.3;29.3
516;6321 Overige dienstverlening voor ..;2004 2e kwartaal;129;28.0;28.6
517;6321 Overige dienstverlening voor ..;2004 3e kwartaal;142;42.8;33.4
518;6321 Overige dienstverlening voor ..;2004 4e kwartaal;146;35.8;34.1
519;6321 Overige dienstverlening voor ..;2004;134;34.1;34.1
520;6321 Overige dienstverlening voor ..;2005 1e kwartaal;133;11.1;11.1
521;6321 Overige dienstverlening voor ..;2005 2e kwartaal;159;23.7;17.6
522;6321 Overige dienstverlening voor ..;2005 3e kwartaal;155;9.6;14.7
523;6321 Overige dienstverlening voor ..;2005 4e kwartaal;161;10.5;13.6
524;6321 Overige dienstverlening voor ..;2005;152;13.6;13.6
525;6321 Overige dienstverlening voor ..;2006 1e kwartaal;167;25.2;25.2
526;6321 Overige dienstverlening voor ..;2006 2e kwartaal;187;17.4;20.9
527;6321 Overige dienstverlening voor ..;2006 3e kwartaal;185;19.0;20.3
528;6321 Overige dienstverlening voor ..;2006 4e kwartaal;201;24.6;21.4
529;6321 Overige dienstverlening voor ..;2006;185;21.4;21.4
530;6321 Overige dienstverlening voor ..;2007 1e kwartaal;180;8.2;8.2
531;6321 Overige dienstverlening voor ..;2007 2e kwartaal;181;-3.4;2.0
532;6321 Overige dienstverlening voor ..;2007 3e kwartaal;180;-2.7;0.4
533;6321 Overige dienstverlening voor ..;2007 4e kwartaal;194;-3.6;-0.7
534;6321 Overige dienstverlening voor ..;2007;184;-0.7;-0.7
535;6321 Overige dienstverlening voor ..;2008 1e kwartaal;177;-1.9;-1.9
536;6321 Overige dienstverlening voor ..;2008 2e kwartaal;181;0.3;-0.8
537;6321 Overige dienstverlening voor ..;2008 3e kwartaal;173;-3.9;-1.8
538;6321 Overige dienstverlening voor ..;2008 4e kwartaal;191;-1.4;-1.7
539;6321 Overige dienstverlening voor ..;2008;180;-1.7;-1.7
540;6322 Overige dienstverlening voor ..;2003 1e kwartaal;94;;
541;6322 Overige dienstverlening voor ..;2003 2e kwartaal;102;;
542;6322 Overige dienstverlening voor ..;2003 3e kwartaal;100;;
543;6322 Overige dienstverlening voor ..;2003 4e kwartaal;104;;
544;6322 Overige dienstverlening voor ..;2003;100;;
545;6322 Overige dienstverlening voor ..;2004 1e kwartaal;88;-6.2;-6.2
546;6322 Overige dienstverlening voor ..;2004 2e kwartaal;87;-14.6;-10.6
547;6322 Overige dienstverlening voor ..;2004 3e kwartaal;92;-8.8;-10.0
548;6322 Overige dienstverlening voor ..;2004 4e kwartaal;99;-4.5;-8.5
549;6322 Overige dienstverlening voor ..;2004;91;-8.5;-8.5
550;6322 Overige dienstverlening voor ..;2005 1e kwartaal;94;7.1;7.1
551;6322 Overige dienstverlening voor ..;2005 2e kwartaal;93;6.9;7.0
552;6322 Overige dienstverlening voor ..;2005 3e kwartaal;100;8.8;7.6
553;6322 Overige dienstverlening voor ..;2005 4e kwartaal;102;2.5;6.2
554;6322 Overige dienstverlening voor ..;2005;97;6.2;6.2
555;6322 Overige dienstverlening voor ..;2006 1e kwartaal;96;1.5;1.5
556;6322 Overige dienstverlening voor ..;2006 2e kwartaal;105;12.0;6.8
557;6322 Overige dienstverlening voor ..;2006 3e kwartaal;108;8.8;7.5
558;6322 Overige dienstverlening voor ..;2006 4e kwartaal;111;9.7;8.0
559;6322 Overige dienstverlening voor ..;2006;105;8.0;8.0
560;6322 Overige dienstverlening voor ..;2007 1e kwartaal;107;12.0;12.0
561;6322 Overige dienstverlening voor ..;2007 2e kwartaal;118;13.2;12.7
562;6322 Overige dienstverlening voor ..;2007 3e kwartaal;117;7.7;10.9
563;6322 Overige dienstverlening voor ..;2007 4e kwartaal;130;16.8;12.5
564;6322 Overige dienstverlening voor ..;2007;118;12.5;12.5
565;6322 Overige dienstverlening voor ..;2008 1e kwartaal;106;-1.0;-1.0
566;6322 Overige dienstverlening voor ..;2008 2e kwartaal;126;6.6;3.0
567;6322 Overige dienstverlening voor ..;2008 3e kwartaal;134;15.3;7.2
568;6322 Overige dienstverlening voor ..;2008 4e kwartaal;128;-1.8;4.7
569;6322 Overige dienstverlening voor ..;2008;124;4.7;4.7
570;6323 Luchthavens en overige ..;2003 1e kwartaal;81;;
571;6323 Luchthavens en overige ..;2003 2e kwartaal;102;;
572;6323 Luchthavens en overige ..;2003 3e kwartaal;114;;
573;6323 Luchthavens en overige ..;2003 4e kwartaal;103;;
574;6323 Luchthavens en overige ..;2003;100;;
575;6323 Luchthavens en overige ..;2004 1e kwartaal;91;12.4;12.4
576;6323 Luchthavens en overige ..;2004 2e kwartaal;112;9.6;10.9
577;6323 Luchthavens en overige ..;2004 3e kwartaal;117;2.6;7.7
578;6323 Luchthavens en overige ..;2004 4e kwartaal;117;12.8;9.0
579;6323 Luchthavens en overige ..;2004;109;9.0;9.0
580;6323 Luchthavens en overige ..;2005 1e kwartaal;96;5.7;5.7
581;6323 Luchthavens en overige ..;2005 2e kwartaal;121;8.1;7.0
582;6323 Luchthavens en overige ..;2005 3e kwartaal;129;10.8;8.4
583;6323 Luchthavens en overige ..;2005 4e kwartaal;115;-1.0;5.9
584;6323 Luchthavens en overige ..;2005;115;5.9;5.9
585;6323 Luchthavens en overige ..;2006 1e kwartaal;97;0.4;0.4
586;6323 Luchthavens en overige ..;2006 2e kwartaal;127;5.0;3.0
587;6323 Luchthavens en overige ..;2006 3e kwartaal;134;4.1;3.4
588;6323 Luchthavens en overige ..;2006 4e kwartaal;116;0.4;2.7
589;6323 Luchthavens en overige ..;2006;119;2.7;2.7
590;6323 Luchthavens en overige ..;2007 1e kwartaal;103;6.3;6.3
591;6323 Luchthavens en overige ..;2007 2e kwartaal;128;0.5;3.0
592;6323 Luchthavens en overige ..;2007 3e kwartaal;144;6.9;4.5
593;6323 Luchthavens en overige ..;2007 4e kwartaal;122;5.2;4.7
594;6323 Luchthavens en overige ..;2007;124;4.7;4.7
595;6323 Luchthavens en overige ..;2008 1e kwartaal;107;4.3;4.3
596;6323 Luchthavens en overige ..;2008 2e kwartaal;127;-0.7;1.5
597;6323 Luchthavens en overige ..;2008 3e kwartaal;135;-6.0;-1.4
598;6323 Luchthavens en overige ..;2008 4e kwartaal;120;-1.4;-1.4
599;6323 Luchthavens en overige ..;2008;122;-1.4;-1.4
600;"633 Reisorganisatie en -bemiddeling; ..";2003 1e kwartaal;95;;
601;"633 Reisorganisatie en -bemiddeling; ..";2003 2e kwartaal;102;;
602;"633 Reisorganisatie en -bemiddeling; ..";2003 3e kwartaal;122;;
603;"633 Reisorganisatie en -bemiddeling; ..";2003 4e kwartaal;81;;
604;"633 Reisorganisatie en -bemiddeling; ..";2003;100;;
605;"633 Reisorganisatie en -bemiddeling; ..";2004 1e kwartaal;93;-1.2;-1.2
606;"633 Reisorganisatie en -bemiddeling; ..";2004 2e kwartaal;100;-1.9;-1.6
607;"633 Reisorganisatie en -bemiddeling; ..";2004 3e kwartaal;141;15.8;5.1
608;"633 Reisorganisatie en -bemiddeling; ..";2004 4e kwartaal;84;2.9;4.6
609;"633 Reisorganisatie en -bemiddeling; ..";2004;105;4.6;4.6
610;"633 Reisorganisatie en -bemiddeling; ..";2005 1e kwartaal;98;5.1;5.1
611;"633 Reisorganisatie en -bemiddeling; ..";2005 2e kwartaal;109;8.6;6.9
612;"633 Reisorganisatie en -bemiddeling; ..";2005 3e kwartaal;146;3.2;5.4
613;"633 Reisorganisatie en -bemiddeling; ..";2005 4e kwartaal;90;7.4;5.8
614;"633 Reisorganisatie en -bemiddeling; ..";2005;111;5.8;5.8
615;"633 Reisorganisatie en -bemiddeling; ..";2006 1e kwartaal;111;12.7;12.7
616;"633 Reisorganisatie en -bemiddeling; ..";2006 2e kwartaal;121;11.1;11.9
617;"633 Reisorganisatie en -bemiddeling; ..";2006 3e kwartaal;168;15.2;13.3
618;"633 Reisorganisatie en -bemiddeling; ..";2006 4e kwartaal;105;16.4;13.9
619;"633 Reisorganisatie en -bemiddeling; ..";2006;126;13.9;13.9
620;"633 Reisorganisatie en -bemiddeling; ..";2007 1e kwartaal;125;12.7;12.7
621;"633 Reisorganisatie en -bemiddeling; ..";2007 2e kwartaal;124;2.7;7.5
622;"633 Reisorganisatie en -bemiddeling; ..";2007 3e kwartaal;170;1.0;4.8
623;"633 Reisorganisatie en -bemiddeling; ..";2007 4e kwartaal;108;3.4;4.5
624;"633 Reisorganisatie en -bemiddeling; ..";2007;132;4.5;4.5
625;"633 Reisorganisatie en -bemiddeling; ..";2008 1e kwartaal;135;8.3;8.3
626;"633 Reisorganisatie en -bemiddeling; ..";2008 2e kwartaal;125;1.0;4.6
627;"633 Reisorganisatie en -bemiddeling; ..";2008 3e kwartaal;168;-1.0;2.3
628;"633 Reisorganisatie en -bemiddeling; ..";2008 4e kwartaal;105;-2.6;1.3
629;"633 Reisorganisatie en -bemiddeling; ..";2008;133;1.3;1.3
630;63301 Reisorganisatie;2003 1e kwartaal;91;;
631;63301 Reisorganisatie;2003 2e kwartaal;104;;
632;63301 Reisorganisatie;2003 3e kwartaal;128;;
633;63301 Reisorganisatie;2003 4e kwartaal;76;;
634;63301 Reisorganisatie;2003;100;;
635;63301 Reisorganisatie;2004 1e kwartaal;87;-4.6;-4.6
636;63301 Reisorganisatie;2004 2e kwartaal;95;-8.8;-6.8
637;63301 Reisorganisatie;2004 3e kwartaal;146;13.9;1.4
638;63301 Reisorganisatie;2004 4e kwartaal;74;-3.6;0.4
639;63301 Reisorganisatie;2004;100;0.4;0.4
640;63301 Reisorganisatie;2005 1e kwartaal;92;5.1;5.1
641;63301 Reisorganisatie;2005 2e kwartaal;98;3.0;4.0
642;63301 Reisorganisatie;2005 3e kwartaal;144;-1.3;1.6
643;63301 Reisorganisatie;2005 4e kwartaal;81;10.4;3.2
644;63301 Reisorganisatie;2005;104;3.2;3.2
645;63301 Reisorganisatie;2006 1e kwartaal;104;14.1;14.1
646;63301 Reisorganisatie;2006 2e kwartaal;114;17.0;15.6
647;63301 Reisorganisatie;2006 3e kwartaal;176;22.0;18.4
648;63301 Reisorganisatie;2006 4e kwartaal;101;23.9;19.4
649;63301 Reisorganisatie;2006;124;19.4;19.4
650;63301 Reisorganisatie;2007 1e kwartaal;119;13.8;13.8
651;63301 Reisorganisatie;2007 2e kwartaal;120;4.9;9.1
652;63301 Reisorganisatie;2007 3e kwartaal;186;5.8;7.7
653;63301 Reisorganisatie;2007 4e kwartaal;106;5.3;7.2
654;63301 Reisorganisatie;2007;133;7.2;7.2
655;63301 Reisorganisatie;2008 1e kwartaal;141;18.4;18.4
656;63301 Reisorganisatie;2008 2e kwartaal;126;4.7;11.5
657;63301 Reisorganisatie;2008 3e kwartaal;180;-2.9;5.2
658;63301 Reisorganisatie;2008 4e kwartaal;100;-5.9;3.0
659;63301 Reisorganisatie;2008;137;3.0;3.0
660;63302x  Reisbemiddeling en -informatie;2003 1e kwartaal;102;;
661;63302x  Reisbemiddeling en -informatie;2003 2e kwartaal;97;;
662;63302x  Reisbemiddeling en -informatie;2003 3e kwartaal;108;;
663;63302x  Reisbemiddeling en -informatie;2003 4e kwartaal;92;;
664;63302x  Reisbemiddeling en -informatie;2003;100;;
665;63302x  Reisbemiddeling en -informatie;2004 1e kwartaal;108;5.9;5.9
666;63302x  Reisbemiddeling en -informatie;2004 2e kwartaal;112;15.3;10.5
667;63302x  Reisbemiddeling en -informatie;2004 3e kwartaal;131;21.2;14.2
668;63302x  Reisbemiddeling en -informatie;2004 4e kwartaal;107;15.6;14.6
669;63302x  Reisbemiddeling en -informatie;2004;115;14.6;14.6
670;63302x  Reisbemiddeling en -informatie;2005 1e kwartaal;114;5.2;5.2
671;63302x  Reisbemiddeling en -informatie;2005 2e kwartaal;134;19.9;12.7
672;63302x  Reisbemiddeling en -informatie;2005 3e kwartaal;151;15.2;13.6
673;63302x  Reisbemiddeling en -informatie;2005 4e kwartaal;109;2.4;11.0
674;63302x  Reisbemiddeling en -informatie;2005;127;11.0;11.0
675;63302x  Reisbemiddeling en -informatie;2006 1e kwartaal;125;9.9;9.9
676;63302x  Reisbemiddeling en -informatie;2006 2e kwartaal;136;1.1;5.1
677;63302x  Reisbemiddeling en -informatie;2006 3e kwartaal;151;0.1;3.2
678;63302x  Reisbemiddeling en -informatie;2006 4e kwartaal;113;3.4;3.3
679;63302x  Reisbemiddeling en -informatie;2006;131;3.3;3.3
680;63302x  Reisbemiddeling en -informatie;2007 1e kwartaal;138;10.5;10.5
681;63302x  Reisbemiddeling en -informatie;2007 2e kwartaal;134;-1.7;4.2
682;63302x  Reisbemiddeling en -informatie;2007 3e kwartaal;133;-12.2;-1.8
683;63302x  Reisbemiddeling en -informatie;2007 4e kwartaal;112;-0.7;-1.6
684;63302x  Reisbemiddeling en -informatie;2007;129;-1.6;-1.6
685;63302x  Reisbemiddeling en -informatie;2008 1e kwartaal;122;-12.0;-12.0
686;63302x  Reisbemiddeling en -informatie;2008 2e kwartaal;124;-6.9;-9.5
687;63302x  Reisbemiddeling en -informatie;2008 3e kwartaal;139;5.1;-4.7
688;63302x  Reisbemiddeling en -informatie;2008 4e kwartaal;118;4.8;-2.7
689;63302x  Reisbemiddeling en -informatie;2008;126;-2.7;-2.7
690;634 Expediteurs, cargadoors en ..;2003 1e kwartaal;98;;
691;634 Expediteurs, cargadoors en ..;2003 2e kwartaal;97;;
692;634 Expediteurs, cargadoors en ..;2003 3e kwartaal;99;;
693;634 Expediteurs, cargadoors en ..;2003 4e kwartaal;106;;
694;634 Expediteurs, cargadoors en ..;2003;100;;
695;634 Expediteurs, cargadoors en ..;2004 1e kwartaal;100;2.7;2.7
696;634 Expediteurs, cargadoors en ..;2004 2e kwartaal;106;9.5;6.1
697;634 Expediteurs, cargadoors en ..;2004 3e kwartaal;113;13.7;8.7
698;634 Expediteurs, cargadoors en ..;2004 4e kwartaal;120;13.2;9.9
699;634 Expediteurs, cargadoors en ..;2004;110;9.9;9.9
700;634 Expediteurs, cargadoors en ..;2005 1e kwartaal;118;17.5;17.5
701;634 Expediteurs, cargadoors en ..;2005 2e kwartaal;126;18.8;18.2
702;634 Expediteurs, cargadoors en ..;2005 3e kwartaal;126;11.3;15.8
703;634 Expediteurs, cargadoors en ..;2005 4e kwartaal;132;10.1;14.2
704;634 Expediteurs, cargadoors en ..;2005;125;14.2;14.2
705;634 Expediteurs, cargadoors en ..;2006 1e kwartaal;130;10.7;10.7
706;634 Expediteurs, cargadoors en ..;2006 2e kwartaal;138;9.4;10.0
707;634 Expediteurs, cargadoors en ..;2006 3e kwartaal;126;0.2;6.7
708;634 Expediteurs, cargadoors en ..;2006 4e kwartaal;143;7.6;6.9
709;634 Expediteurs, cargadoors en ..;2006;134;6.9;6.9
710;634 Expediteurs, cargadoors en ..;2007 1e kwartaal;142;8.9;8.9
711;634 Expediteurs, cargadoors en ..;2007 2e kwartaal;151;9.4;9.1
712;634 Expediteurs, cargadoors en ..;2007 3e kwartaal;157;24.4;14.0
713;634 Expediteurs, cargadoors en ..;2007 4e kwartaal;170;19.4;15.4
714;634 Expediteurs, cargadoors en ..;2007;155;15.4;15.4
715;634 Expediteurs, cargadoors en ..;2008 1e kwartaal;150;6.0;6.0
716;634 Expediteurs, cargadoors en ..;2008 2e kwartaal;158;4.5;5.2
717;634 Expediteurs, cargadoors en ..;2008 3e kwartaal;159;1.4;3.9
718;634 Expediteurs, cargadoors en ..;2008 4e kwartaal;156;-8.3;0.5
719;634 Expediteurs, cargadoors en ..;2008;156;0.5;0.5
720;64 Post en telecommunicatie;2003 1e kwartaal;97;;
721;64 Post en telecommunicatie;2003 2e kwartaal;99;;
722;64 Post en telecommunicatie;2003 3e kwartaal;100;;
723;64 Post en telecommunicatie;2003 4e kwartaal;105;;
724;64 Post en telecommunicatie;2003;100;;
725;64 Post en telecommunicatie;2004 1e kwartaal;99;2.4;2.4
726;64 Post en telecommunicatie;2004 2e kwartaal;100;0.5;1.4
727;64 Post en telecommunicatie;2004 3e kwartaal;101;1.0;1.3
728;64 Post en telecommunicatie;2004 4e kwartaal;105;0.5;1.1
729;64 Post en telecommunicatie;2004;101;1.1;1.1
730;64 Post en telecommunicatie;2005 1e kwartaal;99;0.6;0.6
731;64 Post en telecommunicatie;2005 2e kwartaal;102;2.2;1.4
732;64 Post en telecommunicatie;2005 3e kwartaal;100;-0.2;0.9
733;64 Post en telecommunicatie;2005 4e kwartaal;105;-0.2;0.6
734;64 Post en telecommunicatie;2005;102;0.6;0.6
735;64 Post en telecommunicatie;2006 1e kwartaal;102;3.1;3.1
736;64 Post en telecommunicatie;2006 2e kwartaal;102;0.7;1.9
737;64 Post en telecommunicatie;2006 3e kwartaal;104;3.1;2.3
738;64 Post en telecommunicatie;2006 4e kwartaal;110;5.1;3.0
739;64 Post en telecommunicatie;2006;105;3.0;3.0
740;64 Post en telecommunicatie;2007 1e kwartaal;105;2.4;2.4
741;64 Post en telecommunicatie;2007 2e kwartaal;107;4.3;3.4
742;64 Post en telecommunicatie;2007 3e kwartaal;104;0.3;2.3
743;64 Post en telecommunicatie;2007 4e kwartaal;107;-2.7;1.0
744;64 Post en telecommunicatie;2007;106;1.0;1.0
745;64 Post en telecommunicatie;2008 1e kwartaal;102;-3.0;-3.0
746;64 Post en telecommunicatie;2008 2e kwartaal;103;-3.3;-3.2
747;64 Post en telecommunicatie;2008 3e kwartaal;101;-2.6;-3.0
748;64 Post en telecommunicatie;2008 4e kwartaal;109;1.4;-1.9
749;64 Post en telecommunicatie;2008;104;-1.9;-1.9
750;641 Post- en koeriersdiensten;2003 1e kwartaal;98;;
751;641 Post- en koeriersdiensten;2003 2e kwartaal;96;;
752;641 Post- en koeriersdiensten;2003 3e kwartaal;93;;
753;641 Post- en koeriersdiensten;2003 4e kwartaal;113;;
754;641 Post- en koeriersdiensten;2003;100;;
755;641 Post- en koeriersdiensten;2004 1e kwartaal;107;9.4;9.4
756;641 Post- en koeriersdiensten;2004 2e kwartaal;104;8.2;8.8
757;641 Post- en koeriersdiensten;2004 3e kwartaal;100;8.0;8.5
758;641 Post- en koeriersdiensten;2004 4e kwartaal;123;9.1;8.7
759;641 Post- en koeriersdiensten;2004;109;8.7;8.7
760;641 Post- en koeriersdiensten;2005 1e kwartaal;108;0.4;0.4
761;641 Post- en koeriersdiensten;2005 2e kwartaal;108;3.5;2.0
762;641 Post- en koeriersdiensten;2005 3e kwartaal;101;0.8;1.6
763;641 Post- en koeriersdiensten;2005 4e kwartaal;123;-0.3;1.0
764;641 Post- en koeriersdiensten;2005;110;1.0;1.0
765;641 Post- en koeriersdiensten;2006 1e kwartaal;113;5.3;5.3
766;641 Post- en koeriersdiensten;2006 2e kwartaal;109;1.3;3.3
767;641 Post- en koeriersdiensten;2006 3e kwartaal;105;4.2;3.6
768;641 Post- en koeriersdiensten;2006 4e kwartaal;125;1.8;3.1
769;641 Post- en koeriersdiensten;2006;113;3.1;3.1
770;641 Post- en koeriersdiensten;2007 1e kwartaal;114;0.5;0.5
771;641 Post- en koeriersdiensten;2007 2e kwartaal;113;2.9;1.7
772;641 Post- en koeriersdiensten;2007 3e kwartaal;105;-0.2;1.1
773;641 Post- en koeriersdiensten;2007 4e kwartaal;123;-1.5;0.4
774;641 Post- en koeriersdiensten;2007;114;0.4;0.4
775;641 Post- en koeriersdiensten;2008 1e kwartaal;117;2.9;2.9
776;641 Post- en koeriersdiensten;2008 2e kwartaal;114;1.4;2.2
777;641 Post- en koeriersdiensten;2008 3e kwartaal;109;3.5;2.6
778;641 Post- en koeriersdiensten;2008 4e kwartaal;127;3.3;2.8
779;641 Post- en koeriersdiensten;2008;117;2.8;2.8
780;642 Telecommunicatie;2003 1e kwartaal;96;;
781;642 Telecommunicatie;2003 2e kwartaal;100;;
782;642 Telecommunicatie;2003 3e kwartaal;101;;
783;642 Telecommunicatie;2003 4e kwartaal;103;;
784;642 Telecommunicatie;2003;100;;
785;642 Telecommunicatie;2004 1e kwartaal;97;0.6;0.6
786;642 Telecommunicatie;2004 2e kwartaal;98;-1.4;-0.4
787;642 Telecommunicatie;2004 3e kwartaal;101;-0.6;-0.5
