ID;Overheidssectoren;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
401;Provinciale overheid;2021 2e kwartaal;0.3;0.5;0.5
402;Provinciale overheid;2021 3e kwartaal;0.2;0.4;0.4
403;Provinciale overheid;2021 4e kwartaal;0.3;0.4;0.4
404;Provinciale overheid;2021 jaargem. /jaartotaal;0.3;1.8;1.9
405;Provinciale overheid;2022 1e kwartaal;0.4;0.8;0.7
406;Provinciale overheid;2022 2e kwartaal;0.3;0.7;0.8
407;Provinciale overheid;2022 3e kwartaal;0.3;0.8;0.9
408;Provinciale overheid;2022 4e kwartaal;0.4;0.5;0.4
409;Provinciale overheid;2022 jaargem. /jaartotaal;0.3;2.9;2.8
410;Provinciale overheid;2023 1e kwartaal;0.4;0.7;0.6
411;Provinciale overheid;2023 2e kwartaal;0.3;0.7;0.8
412;Provinciale overheid;2023 3e kwartaal;0.3;0.7;0.7
413;Provinciale overheid;2023 4e kwartaal;0.4;0.7;0.7
414;Provinciale overheid;2023 jaargem. /jaartotaal;0.4;2.8;2.8
415;Provinciale overheid;2024 1e kwartaal;0.3;0.5;0.5
416;Provinciale overheid;2024 2e kwartaal;0.4;0.5;0.5
417;Provinciale overheid;2024 3e kwartaal;0.5;0.9;0.8
418;Provinciale overheid;2024 4e kwartaal;0.5;0.9;0.9
419;Provinciale overheid;2024 jaargem. /jaartotaal;0.4;2.8;2.7
420;Gemeentelijke overheid;1997 1e kwartaal;3.8;3.1;2.7
421;Gemeentelijke overheid;1997 2e kwartaal;4.1;3.4;3.0
422;Gemeentelijke overheid;1997 3e kwartaal;3.5;2.3;2.9
423;Gemeentelijke overheid;1997 4e kwartaal;4.2;3.4;2.6
424;Gemeentelijke overheid;1997 jaargem. /jaartotaal;;12.0;11.0
425;Gemeentelijke overheid;1998 1e kwartaal;4.7;3.8;3.3
426;Gemeentelijke overheid;1998 2e kwartaal;5.0;3.5;3.2
427;Gemeentelijke overheid;1998 3e kwartaal;4.1;2.4;3.3
428;Gemeentelijke overheid;1998 4e kwartaal;4.1;3.2;3.2
429;Gemeentelijke overheid;1998 jaargem. /jaartotaal;4.5;13.0;13.0
430;Gemeentelijke overheid;1999 1e kwartaal;5.0;4.3;3.4
431;Gemeentelijke overheid;1999 2e kwartaal;5.5;4.3;3.7
432;Gemeentelijke overheid;1999 3e kwartaal;5.1;3.7;4.1
433;Gemeentelijke overheid;1999 4e kwartaal;5.6;3.7;3.2
434;Gemeentelijke overheid;1999 jaargem. /jaartotaal;5.1;16.0;14.0
435;Gemeentelijke overheid;2000 1e kwartaal;5.8;4.5;4.3
436;Gemeentelijke overheid;2000 2e kwartaal;6.1;4.3;3.9
437;Gemeentelijke overheid;2000 3e kwartaal;5.0;3.2;4.3
438;Gemeentelijke overheid;2000 4e kwartaal;6.0;4.2;3.2
439;Gemeentelijke overheid;2000 jaargem. /jaartotaal;5.7;16.0;16.0
440;Gemeentelijke overheid;2001 1e kwartaal;6.2;5.0;4.9
441;Gemeentelijke overheid;2001 2e kwartaal;6.2;5.2;5.1
442;Gemeentelijke overheid;2001 3e kwartaal;5.8;3.9;4.3
443;Gemeentelijke overheid;2001 4e kwartaal;6.1;4.0;3.6
444;Gemeentelijke overheid;2001 jaargem. /jaartotaal;6.1;18.0;18.0
445;Gemeentelijke overheid;2002 1e kwartaal;6.1;4.5;4.5
446;Gemeentelijke overheid;2002 2e kwartaal;6.5;4.9;4.5
447;Gemeentelijke overheid;2002 3e kwartaal;5.2;3.3;4.7
448;Gemeentelijke overheid;2002 4e kwartaal;5.5;3.6;3.2
449;Gemeentelijke overheid;2002 jaargem. /jaartotaal;5.9;16.0;17.0
450;Gemeentelijke overheid;2003 1e kwartaal;5.3;4.1;4.3
451;Gemeentelijke overheid;2003 2e kwartaal;4.9;3.6;3.9
452;Gemeentelijke overheid;2003 3e kwartaal;3.7;2.1;3.4
453;Gemeentelijke overheid;2003 4e kwartaal;4.1;2.9;2.4
454;Gemeentelijke overheid;2003 jaargem. /jaartotaal;4.7;13.0;14.0
455;Gemeentelijke overheid;2004 1e kwartaal;4.5;3.3;3.0
456;Gemeentelijke overheid;2004 2e kwartaal;4.3;2.7;2.8
457;Gemeentelijke overheid;2004 3e kwartaal;3.7;2.1;2.7
458;Gemeentelijke overheid;2004 4e kwartaal;3.7;2.5;2.4
459;Gemeentelijke overheid;2004 jaargem. /jaartotaal;4.1;11.0;11.0
460;Gemeentelijke overheid;2005 1e kwartaal;3.8;3.1;3.0
461;Gemeentelijke overheid;2005 2e kwartaal;4.1;3.1;2.7
462;Gemeentelijke overheid;2005 3e kwartaal;3.3;2.4;3.2
463;Gemeentelijke overheid;2005 4e kwartaal;4.6;4.2;2.9
464;Gemeentelijke overheid;2005 jaargem. /jaartotaal;3.8;13.0;12.0
465;Gemeentelijke overheid;2006 1e kwartaal;4.2;3.2;3.6
466;Gemeentelijke overheid;2006 2e kwartaal;4.2;3.6;3.7
467;Gemeentelijke overheid;2006 3e kwartaal;3.9;3.2;3.4
468;Gemeentelijke overheid;2006 4e kwartaal;4.2;3.1;2.8
469;Gemeentelijke overheid;2006 jaargem. /jaartotaal;4.2;13.0;14.0
470;Gemeentelijke overheid;2007 1e kwartaal;5.4;4.6;3.4
471;Gemeentelijke overheid;2007 2e kwartaal;5.3;3.4;3.5
472;Gemeentelijke overheid;2007 3e kwartaal;5.0;3.2;3.6
473;Gemeentelijke overheid;2007 4e kwartaal;5.3;3.8;3.5
474;Gemeentelijke overheid;2007 jaargem. /jaartotaal;5.1;15.0;14.0
475;Gemeentelijke overheid;2008 1e kwartaal;6.4;5.3;4.2
476;Gemeentelijke overheid;2008 2e kwartaal;6.9;4.9;4.4
477;Gemeentelijke overheid;2008 3e kwartaal;6.6;3.6;4.8
478;Gemeentelijke overheid;2008 4e kwartaal;6.6;4.2;4.1
479;Gemeentelijke overheid;2008 jaargem. /jaartotaal;6.5;18.0;18.0
480;Gemeentelijke overheid;2009 1e kwartaal;5.8;4.0;4.7
481;Gemeentelijke overheid;2009 2e kwartaal;5.3;3.9;4.4
482;Gemeentelijke overheid;2009 3e kwartaal;4.2;2.6;3.5
483;Gemeentelijke overheid;2009 4e kwartaal;4.3;3.2;3.0
484;Gemeentelijke overheid;2009 jaargem. /jaartotaal;5.2;14.0;16.0
485;Gemeentelijke overheid;2010 1e kwartaal;4.1;3.2;3.4
486;Gemeentelijke overheid;2010 2e kwartaal;4.0;3.1;3.2
487;Gemeentelijke overheid;2010 3e kwartaal;3.2;2.1;2.8
488;Gemeentelijke overheid;2010 4e kwartaal;3.2;2.3;2.3
489;Gemeentelijke overheid;2010 jaargem. /jaartotaal;3.8;11.0;12.0
490;Gemeentelijke overheid;2011 1e kwartaal;3.1;2.4;2.5
491;Gemeentelijke overheid;2011 2e kwartaal;3.1;2.4;2.4
492;Gemeentelijke overheid;2011 3e kwartaal;2.5;2.0;2.5
493;Gemeentelijke overheid;2011 4e kwartaal;2.7;2.3;2.1
494;Gemeentelijke overheid;2011 jaargem. /jaartotaal;2.9;9.0;9.0
495;Gemeentelijke overheid;2012 1e kwartaal;2.8;2.5;2.4
496;Gemeentelijke overheid;2012 2e kwartaal;2.5;2.2;2.5
497;Gemeentelijke overheid;2012 3e kwartaal;2.4;2.0;2.1
498;Gemeentelijke overheid;2012 4e kwartaal;2.5;2.1;2.1
499;Gemeentelijke overheid;2012 jaargem. /jaartotaal;2.6;8.8;9.0
500;Gemeentelijke overheid;2013 1e kwartaal;2.6;2.3;2.1
501;Gemeentelijke overheid;2013 2e kwartaal;2.3;2.1;2.4
502;Gemeentelijke overheid;2013 3e kwartaal;2.3;2.0;2.1
503;Gemeentelijke overheid;2013 4e kwartaal;2.3;2.2;2.1
504;Gemeentelijke overheid;2013 jaargem. /jaartotaal;2.4;8.6;9.1
505;Gemeentelijke overheid;2014 1e kwartaal;2.4;2.7;2.6
506;Gemeentelijke overheid;2014 2e kwartaal;2.3;2.3;2.4
507;Gemeentelijke overheid;2014 3e kwartaal;2.7;2.4;2.0
508;Gemeentelijke overheid;2014 4e kwartaal;2.8;2.9;2.8
509;Gemeentelijke overheid;2014 jaargem. /jaartotaal;2.5;10.3;9.8
510;Gemeentelijke overheid;2015 1e kwartaal;2.9;3.3;3.2
511;Gemeentelijke overheid;2015 2e kwartaal;3.2;3.5;3.2
512;Gemeentelijke overheid;2015 3e kwartaal;2.9;2.8;3.1
513;Gemeentelijke overheid;2015 4e kwartaal;3.3;3.5;3.1
514;Gemeentelijke overheid;2015 jaargem. /jaartotaal;3.0;13.1;12.6
515;Gemeentelijke overheid;2016 1e kwartaal;3.4;3.9;3.8
516;Gemeentelijke overheid;2016 2e kwartaal;3.4;3.9;3.8
517;Gemeentelijke overheid;2016 3e kwartaal;2.9;3.2;3.7
518;Gemeentelijke overheid;2016 4e kwartaal;3.6;4.4;3.6
519;Gemeentelijke overheid;2016 jaargem. /jaartotaal;3.3;15.3;15.0
520;Gemeentelijke overheid;2017 1e kwartaal;3.7;4.7;4.6
521;Gemeentelijke overheid;2017 2e kwartaal;3.9;4.9;4.8
522;Gemeentelijke overheid;2017 3e kwartaal;3.5;4.0;4.3
523;Gemeentelijke overheid;2017 4e kwartaal;4.1;4.9;4.3
524;Gemeentelijke overheid;2017 jaargem. /jaartotaal;3.7;18.5;18.0
525;Gemeentelijke overheid;2018 1e kwartaal;4.5;5.4;5.0
526;Gemeentelijke overheid;2018 2e kwartaal;4.1;5.2;5.5
527;Gemeentelijke overheid;2018 3e kwartaal;3.9;4.6;4.8
528;Gemeentelijke overheid;2018 4e kwartaal;4.6;6.5;5.8
529;Gemeentelijke overheid;2018 jaargem. /jaartotaal;4.2;21.7;21.1
530;Gemeentelijke overheid;2019 1e kwartaal;4.8;6.2;6.1
531;Gemeentelijke overheid;2019 2e kwartaal;4.6;5.5;5.7
532;Gemeentelijke overheid;2019 3e kwartaal ;4.3;5.1;5.5
533;Gemeentelijke overheid;2019 4e kwartaal;4.7;5.9;5.4
534;Gemeentelijke overheid;2019 jaargem. /jaartotaal;4.6;22.7;22.7
535;Gemeentelijke overheid;2020 1e kwartaal;4.5;5.6;5.7
536;Gemeentelijke overheid;2020 2e kwartaal;4.0;4.7;5.2
537;Gemeentelijke overheid;2020 3e kwartaal;3.6;5.0;5.5
538;Gemeentelijke overheid;2020 4e kwartaal;4.3;5.8;5.2
539;Gemeentelijke overheid;2020 jaargem. /jaartotaal;4.2;21.1;21.4
540;Gemeentelijke overheid;2021 1e kwartaal;4.9;6.6;6.0
541;Gemeentelijke overheid;2021 2e kwartaal;4.8;7.3;7.3
542;Gemeentelijke overheid;2021 3e kwartaal;5.0;6.7;6.5
543;Gemeentelijke overheid;2021 4e kwartaal;5.6;7.8;7.2
544;Gemeentelijke overheid;2021 jaargem. /jaartotaal;4.9;28.4;27.0
545;Gemeentelijke overheid;2022 1e kwartaal;6.0;8.0;7.5
546;Gemeentelijke overheid;2022 2e kwartaal;6.1;8.2;8.1
547;Gemeentelijke overheid;2022 3e kwartaal;6.1;7.9;7.9
548;Gemeentelijke overheid;2022 4e kwartaal;7.1;9.6;8.7
549;Gemeentelijke overheid;2022 jaargem. /jaartotaal;6.2;33.7;32.2
550;Gemeentelijke overheid;2023 1e kwartaal;6.9;9.1;9.3
551;Gemeentelijke overheid;2023 2e kwartaal;6.9;8.4;8.5
552;Gemeentelijke overheid;2023 3e kwartaal;7.0;8.1;8.0
553;Gemeentelijke overheid;2023 4e kwartaal;7.7;9.7;8.9
554;Gemeentelijke overheid;2023 jaargem. /jaartotaal;7.1;35.3;34.6
555;Gemeentelijke overheid;2024 1e kwartaal;8.5;9.9;9.1
556;Gemeentelijke overheid;2024 2e kwartaal;7.1;7.5;9.0
557;Gemeentelijke overheid;2024 3e kwartaal;6.9;7.6;7.9
558;Gemeentelijke overheid;2024 4e kwartaal;7.7;9.0;8.2
559;Gemeentelijke overheid;2024 jaargem. /jaartotaal;7.5;34.0;34.0
560;Onderwijs;1997 1e kwartaal;2.8;7.4;7.3
561;Onderwijs;1997 2e kwartaal;3.3;7.0;6.5
562;Onderwijs;1997 3e kwartaal;2.9;12.2;12.6
563;Onderwijs;1997 4e kwartaal;3.2;6.9;6.6
564;Onderwijs;1997 jaargem. /jaartotaal;;34.0;33.0
565;Onderwijs;1998 1e kwartaal;3.3;8.5;8.4
566;Onderwijs;1998 2e kwartaal;4.9;9.1;7.5
567;Onderwijs;1998 3e kwartaal;4.3;15.1;15.8
568;Onderwijs;1998 4e kwartaal;4.9;8.6;8.0
569;Onderwijs;1998 jaargem. /jaartotaal;4.1;41.0;40.0
570;Onderwijs;1999 1e kwartaal;4.1;9.4;10.1
571;Onderwijs;1999 2e kwartaal;5.9;11.1;9.3
572;Onderwijs;1999 3e kwartaal;4.9;14.1;15.2
573;Onderwijs;1999 4e kwartaal;6.1;8.7;7.5
574;Onderwijs;1999 jaargem. /jaartotaal;5.1;43.0;42.0
575;Onderwijs;2000 1e kwartaal;5.8;9.6;9.9
576;Onderwijs;2000 2e kwartaal;7.3;11.2;9.8
577;Onderwijs;2000 3e kwartaal;5.8;15.7;17.2
578;Onderwijs;2000 4e kwartaal;6.1;10.4;10.1
579;Onderwijs;2000 jaargem. /jaartotaal;6.3;47.0;47.0
580;Onderwijs;2001 1e kwartaal;5.5;9.9;10.5
581;Onderwijs;2001 2e kwartaal;7.0;11.8;10.3
582;Onderwijs;2001 3e kwartaal;5.8;13.9;15.1
583;Onderwijs;2001 4e kwartaal;6.3;9.7;9.3
584;Onderwijs;2001 jaargem. /jaartotaal;6.1;45.0;45.0
585;Onderwijs;2002 1e kwartaal;5.2;9.4;10.5
586;Onderwijs;2002 2e kwartaal;6.8;11.5;9.8
587;Onderwijs;2002 3e kwartaal;4.8;13.9;15.9
588;Onderwijs;2002 4e kwartaal;5.3;7.3;6.8
589;Onderwijs;2002 jaargem. /jaartotaal;5.7;42.0;43.0
590;Onderwijs;2003 1e kwartaal;3.7;5.8;7.4
591;Onderwijs;2003 2e kwartaal;4.7;8.0;7.0
592;Onderwijs;2003 3e kwartaal;3.7;10.2;11.1
593;Onderwijs;2003 4e kwartaal;3.4;6.1;6.4
594;Onderwijs;2003 jaargem. /jaartotaal;4.1;30.0;32.0
595;Onderwijs;2004 1e kwartaal;3.7;5.4;5.1
596;Onderwijs;2004 2e kwartaal;5.8;8.7;6.6
597;Onderwijs;2004 3e kwartaal;4.0;8.0;9.8
598;Onderwijs;2004 4e kwartaal;3.9;5.8;5.9
599;Onderwijs;2004 jaargem. /jaartotaal;4.3;28.0;27.0
600;Onderwijs;2005 1e kwartaal;3.6;5.6;5.9
601;Onderwijs;2005 2e kwartaal;6.5;9.5;6.5
602;Onderwijs;2005 3e kwartaal;5.6;9.7;10.7
603;Onderwijs;2005 4e kwartaal;5.5;6.7;6.9
604;Onderwijs;2005 jaargem. /jaartotaal;5.1;32.0;30.0
605;Onderwijs;2006 1e kwartaal;5.2;6.7;7.0
606;Onderwijs;2006 2e kwartaal;5.9;9.0;8.2
607;Onderwijs;2006 3e kwartaal;4.7;9.5;10.7
608;Onderwijs;2006 4e kwartaal;5.9;9.3;8.2
609;Onderwijs;2006 jaargem. /jaartotaal;5.4;35.0;34.0
610;Onderwijs;2007 1e kwartaal;6.0;9.7;9.5
611;Onderwijs;2007 2e kwartaal;7.8;12.3;10.5
612;Onderwijs;2007 3e kwartaal;7.1;13.4;14.1
613;Onderwijs;2007 4e kwartaal;6.6;8.1;8.6
614;Onderwijs;2007 jaargem. /jaartotaal;6.8;44.0;43.0
615;Onderwijs;2008 1e kwartaal;7.2;9.2;8.6
616;Onderwijs;2008 2e kwartaal;8.4;12.2;11.1
617;Onderwijs;2008 3e kwartaal;6.5;11.4;14.3
618;Onderwijs;2008 4e kwartaal;6.6;7.7;7.6
619;Onderwijs;2008 jaargem. /jaartotaal;7.2;41.0;42.0
620;Onderwijs;2009 1e kwartaal;5.2;6.8;8.2
621;Onderwijs;2009 2e kwartaal;6.5;10.4;9.1
622;Onderwijs;2009 3e kwartaal;4.3;9.3;11.2
623;Onderwijs;2009 4e kwartaal;4.1;6.0;6.2
624;Onderwijs;2009 jaargem. /jaartotaal;5.3;33.0;35.0
625;Onderwijs;2010 1e kwartaal;4.0;5.7;5.7
626;Onderwijs;2010 2e kwartaal;4.6;8.3;7.7
627;Onderwijs;2010 3e kwartaal;3.8;9.2;10.0
628;Onderwijs;2010 4e kwartaal;3.4;5.9;6.3
629;Onderwijs;2010 jaargem. /jaartotaal;4.0;29.0;30.0
630;Onderwijs;2011 1e kwartaal;3.0;6.2;6.6
631;Onderwijs;2011 2e kwartaal;3.7;8.3;7.5
632;Onderwijs;2011 3e kwartaal;2.9;8.2;8.9
633;Onderwijs;2011 4e kwartaal;2.8;5.9;6.0
634;Onderwijs;2011 jaargem. /jaartotaal;3.2;28.0;29.0
635;Onderwijs;2012 1e kwartaal;2.6;5.4;5.6
636;Onderwijs;2012 2e kwartaal;3.7;8.5;7.4
637;Onderwijs;2012 3e kwartaal;2.7;6.7;7.7
638;Onderwijs;2012 4e kwartaal;2.9;5.4;5.2
639;Onderwijs;2012 jaargem. /jaartotaal;3.0;26.0;25.9
640;Onderwijs;2013 1e kwartaal;2.6;5.3;5.6
641;Onderwijs;2013 2e kwartaal;3.5;8.1;7.3
642;Onderwijs;2013 3e kwartaal;2.6;6.6;7.4
643;Onderwijs;2013 4e kwartaal;2.8;6.1;5.9
644;Onderwijs;2013 jaargem. /jaartotaal;2.9;27.6;26.0
645;Onderwijs;2014 1e kwartaal;3.1;6.3;6.0
646;Onderwijs;2014 2e kwartaal;4.6;10.0;8.5
647;Onderwijs;2014 3e kwartaal;3.3;7.9;9.2
648;Onderwijs;2014 4e kwartaal;3.5;6.2;6.1
649;Onderwijs;2014 jaargem. /jaartotaal;3.5;30.5;29.7
650;Onderwijs;2015 1e kwartaal;4.1;7.0;6.4
651;Onderwijs;2015 2e kwartaal;5.8;12.0;10.4
652;Onderwijs;2015 3e kwartaal;4.5;9.2;10.5
653;Onderwijs;2015 4e kwartaal;4.7;7.2;7.1
654;Onderwijs;2015 jaargem. /jaartotaal;4.6;35.5;34.3
655;Onderwijs;2016 1e kwartaal;4.9;7.7;7.5
656;Onderwijs;2016 2e kwartaal;6.9;12.4;10.4
657;Onderwijs;2016 3e kwartaal;5.3;10.3;11.9
658;Onderwijs;2016 4e kwartaal;5.9;8.2;7.7
659;Onderwijs;2016 jaargem. /jaartotaal;5.6;38.6;37.4
660;Onderwijs;2017 1e kwartaal;5.8;7.9;7.9
661;Onderwijs;2017 2e kwartaal;7.6;12.8;11.0
662;Onderwijs;2017 3e kwartaal;5.8;10.6;12.5
663;Onderwijs;2017 4e kwartaal;5.6;9.1;9.3
664;Onderwijs;2017 jaargem. /jaartotaal;6.2;40.4;40.6
665;Onderwijs;2018 1e kwartaal;5.8;8.6;8.4
666;Onderwijs;2018 2e kwartaal;8.5;16.9;14.1
667;Onderwijs;2018 3e kwartaal;6.2;12.9;15.2
668;Onderwijs;2018 4e kwartaal;6.7;10.9;10.5
669;Onderwijs;2018 jaargem. /jaartotaal;6.7;49.4;48.3
670;Onderwijs;2019 1e kwartaal;7.2;9.9;9.4
671;Onderwijs;2019 2e kwartaal;10.2;18.5;15.5
672;Onderwijs;2019 3e kwartaal ;7.8;13.3;15.6
673;Onderwijs;2019 4e kwartaal;8.3;11.2;10.7
674;Onderwijs;2019 jaargem. /jaartotaal;8.2;52.9;51.3
675;Onderwijs;2020 1e kwartaal;7.9;10.1;10.5
676;Onderwijs;2020 2e kwartaal;8.3;14.5;14.1
677;Onderwijs;2020 3e kwartaal;6.8;11.8;13.3
678;Onderwijs;2020 4e kwartaal;8.0;10.9;9.7
679;Onderwijs;2020 jaargem. /jaartotaal;7.8;47.3;47.6
680;Onderwijs;2021 1e kwartaal;7.3;9.0;9.7
681;Onderwijs;2021 2e kwartaal;12.0;21.4;16.7
682;Onderwijs;2021 3e kwartaal;10.6;18.5;19.9
683;Onderwijs;2021 4e kwartaal;10.9;14.1;13.8
684;Onderwijs;2021 jaargem. /jaartotaal;9.8;63.0;60.1
685;Onderwijs;2022 1e kwartaal;11.4;13.0;12.6
686;Onderwijs;2022 2e kwartaal;15.6;23.1;18.8
687;Onderwijs;2022 3e kwartaal;13.4;17.1;19.3
688;Onderwijs;2022 4e kwartaal;13.8;14.1;13.6
689;Onderwijs;2022 jaargem. /jaartotaal;13.2;67.2;64.3
690;Onderwijs;2023 1e kwartaal;13.9;12.5;12.4
691;Onderwijs;2023 2e kwartaal;16.8;20.3;17.4
692;Onderwijs;2023 3e kwartaal;14.6;16.7;18.9
693;Onderwijs;2023 4e kwartaal;14.9;14.9;14.7
694;Onderwijs;2023 jaargem. /jaartotaal;14.9;64.3;63.3
695;Onderwijs;2024 1e kwartaal;15.6;12.0;11.2
696;Onderwijs;2024 2e kwartaal;16.4;20.5;19.7
697;Onderwijs;2024 3e kwartaal;12.4;12.8;16.8
698;Onderwijs;2024 4e kwartaal;12.2;11.8;12.0
699;Onderwijs;2024 jaargem. /jaartotaal;14.5;57.1;59.8
700;Politie;1997 1e kwartaal;0.3;0.7;0.7
701;Politie;1997 2e kwartaal;0.5;1.1;0.9
702;Politie;1997 3e kwartaal;0.7;1.1;0.9
703;Politie;1997 4e kwartaal;0.4;0.5;0.7
704;Politie;1997 jaargem. /jaartotaal;;3.0;3.0
705;Politie;1998 1e kwartaal;0.7;1.1;0.8
706;Politie;1998 2e kwartaal;1.0;1.0;0.8
707;Politie;1998 3e kwartaal;0.7;0.6;0.8
708;Politie;1998 4e kwartaal;1.2;1.1;0.6
709;Politie;1998 jaargem. /jaartotaal;0.8;4.0;3.0
710;Politie;1999 1e kwartaal;1.3;1.4;1.2
711;Politie;1999 2e kwartaal;1.6;0.9;0.7
712;Politie;1999 3e kwartaal;1.4;0.7;0.9
713;Politie;1999 4e kwartaal;2.1;1.6;0.9
714;Politie;1999 jaargem. /jaartotaal;1.5;5.0;4.0
715;Politie;2000 1e kwartaal;1.4;0.7;1.4
716;Politie;2000 2e kwartaal;1.3;1.1;1.2
717;Politie;2000 3e kwartaal;1.2;1.2;1.3
718;Politie;2000 4e kwartaal;1.1;1.0;1.0
719;Politie;2000 jaargem. /jaartotaal;1.4;4.0;5.0
720;Politie;2001 1e kwartaal;1.1;1.0;1.0
721;Politie;2001 2e kwartaal;0.8;1.2;1.5
722;Politie;2001 3e kwartaal;0.8;1.2;1.2
723;Politie;2001 4e kwartaal;0.9;1.1;1.0
724;Politie;2001 jaargem. /jaartotaal;0.9;5.0;5.0
725;Politie;2002 1e kwartaal;0.8;0.9;1.0
726;Politie;2002 2e kwartaal;0.4;0.8;1.1
727;Politie;2002 3e kwartaal;0.4;0.8;0.8
728;Politie;2002 4e kwartaal;0.5;1.1;1.0
729;Politie;2002 jaargem. /jaartotaal;0.6;4.0;4.0
730;Politie;2003 1e kwartaal;0.4;1.1;1.1
731;Politie;2003 2e kwartaal;0.4;0.9;0.9
732;Politie;2003 3e kwartaal;0.4;0.8;0.9
733;Politie;2003 4e kwartaal;0.4;0.4;0.4
734;Politie;2003 jaargem. /jaartotaal;0.4;3.0;3.0
735;Politie;2004 1e kwartaal;0.5;0.5;0.3
736;Politie;2004 2e kwartaal;0.9;1.1;0.7
737;Politie;2004 3e kwartaal;0.3;0.2;0.7
738;Politie;2004 4e kwartaal;1.1;1.0;0.2
739;Politie;2004 jaargem. /jaartotaal;0.6;3.0;2.0
740;Politie;2005 1e kwartaal;0.7;0.5;0.9
741;Politie;2005 2e kwartaal;0.7;0.9;0.8
742;Politie;2005 3e kwartaal;0.6;0.5;0.5
743;Politie;2005 4e kwartaal;0.3;0.4;0.7
744;Politie;2005 jaargem. /jaartotaal;0.7;2.0;3.0
745;Politie;2006 1e kwartaal;1.0;1.5;0.9
746;Politie;2006 2e kwartaal;0.8;0.9;1.2
747;Politie;2006 3e kwartaal;1.2;0.9;0.5
748;Politie;2006 4e kwartaal;0.9;0.8;1.0
749;Politie;2006 jaargem. /jaartotaal;0.9;4.0;4.0
750;Politie;2007 1e kwartaal;0.9;0.7;0.8
751;Politie;2007 2e kwartaal;1.0;0.8;0.7
752;Politie;2007 3e kwartaal;0.9;0.7;0.8
753;Politie;2007 4e kwartaal;1.0;1.0;0.9
754;Politie;2007 jaargem. /jaartotaal;0.9;3.0;3.0
755;Politie;2008 1e kwartaal;0.9;0.7;0.7
756;Politie;2008 2e kwartaal;1.5;1.1;0.5
757;Politie;2008 3e kwartaal;1.2;0.3;1.4
758;Politie;2008 4e kwartaal;0.9;0.5;0.8
759;Politie;2008 jaargem. /jaartotaal;1.1;3.0;3.0
760;Politie;2009 1e kwartaal;0.7;0.5;0.6
761;Politie;2009 2e kwartaal;0.8;0.6;0.6
762;Politie;2009 3e kwartaal;0.6;0.6;0.5
763;Politie;2009 4e kwartaal;0.4;0.3;0.5
764;Politie;2009 jaargem. /jaartotaal;0.7;2.0;2.0
765;Politie;2010 1e kwartaal;0.5;0.5;0.4
766;Politie;2010 2e kwartaal;0.4;0.3;0.4
767;Politie;2010 3e kwartaal;0.4;0.3;0.3
768;Politie;2010 4e kwartaal;0.4;0.4;0.4
769;Politie;2010 jaargem. /jaartotaal;0.4;1.0;1.0
770;Politie;2011 1e kwartaal;0.5;0.4;0.3
771;Politie;2011 2e kwartaal;0.5;0.4;0.4
772;Politie;2011 3e kwartaal;0.5;0.4;0.4
773;Politie;2011 4e kwartaal;0.5;0.5;0.5
774;Politie;2011 jaargem. /jaartotaal;0.5;2.0;2.0
775;Politie;2012 1e kwartaal;0.4;0.3;0.4
776;Politie;2012 2e kwartaal;0.3;0.3;0.4
777;Politie;2012 3e kwartaal;0.3;0.2;0.2
778;Politie;2012 4e kwartaal;0.2;0.3;0.3
779;Politie;2012 jaargem. /jaartotaal;0.3;1.1;1.3
780;Politie;2013 1e kwartaal;0.1;0.1;0.2
781;Politie;2013 2e kwartaal;0.1;0.1;0.1
782;Politie;2013 3e kwartaal;0.1;0.1;0.1
783;Politie;2013 4e kwartaal;0.1;0.1;0.1
784;Politie;2013 jaargem. /jaartotaal;0.2;0.5;0.6
785;Politie;2014 1e kwartaal;0.2;0.1;0.1
786;Politie;2014 2e kwartaal;0.1;0.1;0.2
787;Politie;2014 3e kwartaal;0.0;0.1;0.1
788;Politie;2014 4e kwartaal;0.0;0.0;0.0
789;Politie;2014 jaargem. /jaartotaal;0.1;0.3;0.4
790;Politie;2015 1e kwartaal;0.0;0.0;0.0
791;Politie;2015 2e kwartaal;0.0;0.0;0.0
792;Politie;2015 3e kwartaal;0.1;0.2;0.1
793;Politie;2015 4e kwartaal;0.1;0.1;0.1
794;Politie;2015 jaargem. /jaartotaal;0.0;0.3;0.2
795;Politie;2016 1e kwartaal;0.1;0.1;0.1
796;Politie;2016 2e kwartaal;0.4;0.5;0.2
797;Politie;2016 3e kwartaal;0.8;0.7;0.3
798;Politie;2016 4e kwartaal;1.8;2.2;1.2
799;Politie;2016 jaargem. /jaartotaal;0.6;3.6;1.8
800;Politie;2017 1e kwartaal;2.0;2.4;2.2
801;Politie;2017 2e kwartaal;4.9;4.4;1.5
802;Politie;2017 3e kwartaal;4.5;1.4;1.8
803;Politie;2017 4e kwartaal;5.1;2.5;1.9
804;Politie;2017 jaargem. /jaartotaal;3.7;10.7;7.4
805;Politie;2018 1e kwartaal;4.4;1.8;1.9
806;Politie;2018 2e kwartaal;4.2;2.0;2.2
807;Politie;2018 3e kwartaal;4.3;1.7;1.5
808;Politie;2018 4e kwartaal;4.4;2.0;1.9
809;Politie;2018 jaargem. /jaartotaal;4.3;7.4;7.5
810;Politie;2019 1e kwartaal;3.9;1.5;2.0
