ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
1448;Personenauto's: elektrisch;2019;103.1;;-0.7;15.5;102.8;;-0.6;17.2
1449;Personenauto's: elektrisch;2020 1e kwartaal;102.8;-0.8;-1.4;15.5;103.2;-0.3;-0.3;17.2
1450;Personenauto's: elektrisch;2020 2e kwartaal;104.2;1.3;1.8;15.5;104.4;1.2;2.3;17.2
1451;Personenauto's: elektrisch;2020 3e kwartaal;103.3;-0.9;1.1;15.5;103.6;-0.7;1.4;17.2
1452;Personenauto's: elektrisch;2020 4e kwartaal;102.5;-0.8;-1.1;15.5;103.3;-0.3;-0.1;17.2
1453;Personenauto's: elektrisch;2020;103.2;;0.1;15.5;103.6;;0.8;17.2
1454;Personenauto's: elektrisch;2021 1e kwartaal;100.7;-1.7;-2.1;15.5;101.9;-1.4;-1.2;17.2
1455;Personenauto's: elektrisch;2021 2e kwartaal;99.8;-0.9;-4.2;15.5;101.2;-0.7;-3.0;17.2
1456;Personenauto's: elektrisch;2021 3e kwartaal;99.3;-0.5;-3.9;15.5;101.0;-0.2;-2.6;17.2
1457;Personenauto's: elektrisch;2021 4e kwartaal;99.7;0.4;-2.7;15.5;101.5;0.6;-1.7;17.2
1458;Personenauto's: elektrisch;2021;99.9;;-3.2;15.5;101.4;;-2.1;17.2
1459;Personenauto's: elektrisch;2022 1e kwartaal;101.5;1.8;0.8;15.5;104.5;3.0;2.6;17.2
1460;Personenauto's: elektrisch;2022 2e kwartaal;106.0;4.4;6.2;15.5;108.7;3.9;7.4;17.2
1461;Personenauto's: elektrisch;2022 3e kwartaal;108.8;2.6;9.6;15.5;111.9;2.9;10.8;17.2
1462;Personenauto's: elektrisch;2022 4e kwartaal;113.8;4.6;14.1;15.5;118.8;6.2;17.0;17.2
1463;Personenauto's: elektrisch;2022;107.5;;7.7;15.5;111.0;;9.4;17.2
1464;Personenauto's: elektrisch;2023 1e kwartaal;115.6;1.5;13.8;15.5;124.8;5.0;19.3;17.2
1465;Personenauto's: elektrisch;2023 2e kwartaal;115.1;-0.4;8.6;15.5;125.1;0.2;15.1;17.2
1466;Personenauto's: elektrisch;2023 3e kwartaal;114.2;-0.8;5.0;15.5;122.9;-1.7;9.9;17.2
1467;Personenauto's: elektrisch;2023 4e kwartaal;115.0;0.7;1.1;15.5;123.5;0.5;4.0;17.2
1468;Personenauto's: elektrisch;2023;115.0;;6.9;15.5;124.1;;11.8;17.2
1469;Elektrische auto klasse A;2001 3e kwartaal;;;;;;;;
1470;Elektrische auto klasse A;2001 4e kwartaal;;;;;;;;
1471;Elektrische auto klasse A;2001;;;;;;;;
1472;Elektrische auto klasse A;2002 1e kwartaal;;;;;;;;
1473;Elektrische auto klasse A;2002 2e kwartaal;;;;;;;;
1474;Elektrische auto klasse A;2002 3e kwartaal;;;;;;;;
1475;Elektrische auto klasse A;2002 4e kwartaal;;;;;;;;
1476;Elektrische auto klasse A;2002;;;;;;;;
1477;Elektrische auto klasse A;2003 1e kwartaal;;;;;;;;
1478;Elektrische auto klasse A;2003 2e kwartaal;;;;;;;;
1479;Elektrische auto klasse A;2003 3e kwartaal;;;;;;;;
1480;Elektrische auto klasse A;2003 4e kwartaal;;;;;;;;
1481;Elektrische auto klasse A;2003 ;;;;;;;;
1482;Elektrische auto klasse A;2004 1e kwartaal;;;;;;;;
1483;Elektrische auto klasse A;2004 2e kwartaal;;;;;;;;
1484;Elektrische auto klasse A;2004 3e kwartaal;;;;;;;;
1485;Elektrische auto klasse A;2004 4e kwartaal;;;;;;;;
1486;Elektrische auto klasse A;2004;;;;;;;;
1487;Elektrische auto klasse A;2005 1e kwartaal;;;;;;;;
1488;Elektrische auto klasse A;2005 2e kwartaal;;;;;;;;
1489;Elektrische auto klasse A;2005 3e kwartaal;;;;;;;;
1490;Elektrische auto klasse A;2005 4e kwartaal;;;;;;;;
1491;Elektrische auto klasse A;2005;;;;;;;;
1492;Elektrische auto klasse A;2006 1e kwartaal;;;;;;;;
1493;Elektrische auto klasse A;2006 2e kwartaal;;;;;;;;
1494;Elektrische auto klasse A;2006 3e kwartaal;;;;;;;;
1495;Elektrische auto klasse A;2006 4e kwartaal;;;;;;;;
1496;Elektrische auto klasse A;2006;;;;;;;;
1497;Elektrische auto klasse A;2007 1e kwartaal;;;;;;;;
1498;Elektrische auto klasse A;2007 2e kwartaal;;;;;;;;
1499;Elektrische auto klasse A;2007 3e kwartaal;;;;;;;;
1500;Elektrische auto klasse A;2007 4e kwartaal;;;;;;;;
1501;Elektrische auto klasse A;2007;;;;;;;;
1502;Elektrische auto klasse A;2008 1e kwartaal;;;;;;;;
1503;Elektrische auto klasse A;2008 2e kwartaal;;;;;;;;
1504;Elektrische auto klasse A;2008 3e kwartaal;;;;;;;;
1505;Elektrische auto klasse A;2008 4e kwartaal;;;;;;;;
1506;Elektrische auto klasse A;2008;;;;;;;;
1507;Elektrische auto klasse A;2009 1e kwartaal;;;;;;;;
1508;Elektrische auto klasse A;2009 2e kwartaal;;;;;;;;
1509;Elektrische auto klasse A;2009 3e kwartaal;;;;;;;;
1510;Elektrische auto klasse A;2009 4e kwartaal;;;;;;;;
1511;Elektrische auto klasse A;2009;;;;;;;;
1512;Elektrische auto klasse A;2010 1e kwartaal;;;;;;;;
1513;Elektrische auto klasse A;2010 2e kwartaal;;;;;;;;
1514;Elektrische auto klasse A;2010 3e kwartaal;;;;;;;;
1515;Elektrische auto klasse A;2010 4e kwartaal;;;;;;;;
1516;Elektrische auto klasse A;2010;;;;;;;;
1517;Elektrische auto klasse A;2011 1e kwartaal;;;;;;;;
1518;Elektrische auto klasse A;2011 2e kwartaal;;;;;;;;
1519;Elektrische auto klasse A;2011 3e kwartaal;;;;;;;;
1520;Elektrische auto klasse A;2011 4e kwartaal;;;;;;;;
1521;Elektrische auto klasse A;2011;;;;;;;;
1522;Elektrische auto klasse A;2012 1e kwartaal;;;;;;;;
1523;Elektrische auto klasse A;2012 2e kwartaal;;;;;;;;
1524;Elektrische auto klasse A;2012 3e kwartaal;;;;;;;;
1525;Elektrische auto klasse A;2012 4e kwartaal;;;;;;;;
1526;Elektrische auto klasse A;2012;;;;;;;;
1527;Elektrische auto klasse A;2013 1e kwartaal;;;;;;;;
1528;Elektrische auto klasse A;2013 2e kwartaal;;;;;;;;
1529;Elektrische auto klasse A;2013 3e kwartaal;;;;;;;;
1530;Elektrische auto klasse A;2013 4e kwartaal;;;;;;;;
1531;Elektrische auto klasse A;2013;;;;;;;;
1532;Elektrische auto klasse A;2014 1e kwartaal;;;;;;;;
1533;Elektrische auto klasse A;2014 2e kwartaal;;;;;;;;
1534;Elektrische auto klasse A;2014 3e kwartaal;;;;;;;;
1535;Elektrische auto klasse A;2014 4e kwartaal;;;;;;;;
1536;Elektrische auto klasse A;2014;;;;;;;;
1537;Elektrische auto klasse A;2015 1e kwartaal;;;;1.3;;;;1.4
1538;Elektrische auto klasse A;2015 2e kwartaal;;;;1.3;;;;1.4
1539;Elektrische auto klasse A;2015 3e kwartaal;;;;1.3;;;;1.4
1540;Elektrische auto klasse A;2015 4e kwartaal;;;;1.3;;;;1.4
1541;Elektrische auto klasse A;2015;;;;1.3;;;;1.4
1542;Elektrische auto klasse A;2016 1e kwartaal;;;;1.3;;;;1.4
1543;Elektrische auto klasse A;2016 2e kwartaal;;;;1.3;;;;1.4
1544;Elektrische auto klasse A;2016 3e kwartaal;;;;1.3;;;;1.4
1545;Elektrische auto klasse A;2016 4e kwartaal;;;;1.3;;;;1.4
1546;Elektrische auto klasse A;2016;;;;1.3;;;;1.4
1547;Elektrische auto klasse A;2017 1e kwartaal;;;;1.3;;;;1.4
1548;Elektrische auto klasse A;2017 2e kwartaal;;;;1.3;;;;1.4
1549;Elektrische auto klasse A;2017 3e kwartaal;;;;1.3;;;;1.4
1550;Elektrische auto klasse A;2017 4e kwartaal;;;;1.3;;;;1.4
1551;Elektrische auto klasse A;2017;;;;1.3;;;;1.4
1552;Elektrische auto klasse A;2018 1e kwartaal;103.0;;;1.3;101.0;;;1.4
1553;Elektrische auto klasse A;2018 2e kwartaal;104.9;1.8;;1.3;103.7;2.7;;1.4
1554;Elektrische auto klasse A;2018 3e kwartaal;103.3;-1.5;;1.3;102.1;-1.5;;1.4
1555;Elektrische auto klasse A;2018 4e kwartaal;101.9;-1.4;;1.3;101.6;-0.5;;1.4
1556;Elektrische auto klasse A;2018;103.3;;;1.3;102.1;;;1.4
1557;Elektrische auto klasse A;2019 1e kwartaal;102.1;0.1;-1.0;1.3;100.8;-0.8;-0.2;1.4
1558;Elektrische auto klasse A;2019 2e kwartaal;101.4;-0.6;-3.3;1.3;100.6;-0.2;-3.0;1.4
1559;Elektrische auto klasse A;2019 3e kwartaal;100.4;-1.0;-2.9;1.3;100.5;-0.1;-1.6;1.4
1560;Elektrische auto klasse A;2019 4e kwartaal;99.3;-1.0;-2.5;1.3;100.0;-0.4;-1.6;1.4
1561;Elektrische auto klasse A;2019;100.8;;-2.4;1.3;100.5;;-1.6;1.4
1562;Elektrische auto klasse A;2020 1e kwartaal;99.0;-0.3;-3.0;1.3;100.5;0.5;-0.3;1.4
1563;Elektrische auto klasse A;2020 2e kwartaal;101.2;2.3;-0.2;1.3;102.4;1.9;1.8;1.4
1564;Elektrische auto klasse A;2020 3e kwartaal;100.7;-0.6;0.3;1.3;102.0;-0.4;1.5;1.4
1565;Elektrische auto klasse A;2020 4e kwartaal;99.6;-1.0;0.3;1.3;101.5;-0.5;1.4;1.4
1566;Elektrische auto klasse A;2020;100.1;;-0.6;1.3;101.6;;1.1;1.4
1567;Elektrische auto klasse A;2021 1e kwartaal;100.0;0.4;1.0;1.3;102.6;1.1;2.1;1.4
1568;Elektrische auto klasse A;2021 2e kwartaal;98.3;-1.8;-2.9;1.3;101.3;-1.3;-1.1;1.4
1569;Elektrische auto klasse A;2021 3e kwartaal;97.7;-0.6;-3.0;1.3;101.0;-0.3;-1.0;1.4
1570;Elektrische auto klasse A;2021 4e kwartaal;99.4;1.8;-0.2;1.3;103.0;2.0;1.6;1.4
1571;Elektrische auto klasse A;2021;98.8;;-1.3;1.3;102.0;;0.4;1.4
1572;Elektrische auto klasse A;2022 1e kwartaal;100.4;1.0;0.4;1.3;105.8;2.7;3.1;1.4
1573;Elektrische auto klasse A;2022 2e kwartaal;105.4;5.0;7.3;1.3;110.0;4.0;8.6;1.4
1574;Elektrische auto klasse A;2022 3e kwartaal;107.5;2.0;10.0;1.3;113.0;2.7;11.9;1.4
1575;Elektrische auto klasse A;2022 4e kwartaal;111.1;3.4;11.8;1.3;119.9;6.1;16.3;1.4
1576;Elektrische auto klasse A;2022;106.1;;7.3;1.3;112.2;;10.0;1.4
1577;Elektrische auto klasse A;2023 1e kwartaal;115.4;3.9;15.0;1.3;130.4;8.7;23.2;1.4
1578;Elektrische auto klasse A;2023 2e kwartaal;115.8;0.3;9.9;1.3;132.0;1.2;20.0;1.4
1579;Elektrische auto klasse A;2023 3e kwartaal;116.0;0.1;7.9;1.3;130.2;-1.4;15.2;1.4
1580;Elektrische auto klasse A;2023 4e kwartaal;116.6;0.6;5.0;1.3;130.8;0.5;9.1;1.4
1581;Elektrische auto klasse A;2023;116.0;;9.3;1.3;130.8;;16.6;1.4
1582;Elektrische auto klasse B;2001 3e kwartaal;;;;;;;;
1583;Elektrische auto klasse B;2001 4e kwartaal;;;;;;;;
1584;Elektrische auto klasse B;2001;;;;;;;;
1585;Elektrische auto klasse B;2002 1e kwartaal;;;;;;;;
1586;Elektrische auto klasse B;2002 2e kwartaal;;;;;;;;
1587;Elektrische auto klasse B;2002 3e kwartaal;;;;;;;;
1588;Elektrische auto klasse B;2002 4e kwartaal;;;;;;;;
1589;Elektrische auto klasse B;2002;;;;;;;;
1590;Elektrische auto klasse B;2003 1e kwartaal;;;;;;;;
1591;Elektrische auto klasse B;2003 2e kwartaal;;;;;;;;
1592;Elektrische auto klasse B;2003 3e kwartaal;;;;;;;;
1593;Elektrische auto klasse B;2003 4e kwartaal;;;;;;;;
1594;Elektrische auto klasse B;2003 ;;;;;;;;
1595;Elektrische auto klasse B;2004 1e kwartaal;;;;;;;;
1596;Elektrische auto klasse B;2004 2e kwartaal;;;;;;;;
1597;Elektrische auto klasse B;2004 3e kwartaal;;;;;;;;
1598;Elektrische auto klasse B;2004 4e kwartaal;;;;;;;;
1599;Elektrische auto klasse B;2004;;;;;;;;
1600;Elektrische auto klasse B;2005 1e kwartaal;;;;;;;;
1601;Elektrische auto klasse B;2005 2e kwartaal;;;;;;;;
1602;Elektrische auto klasse B;2005 3e kwartaal;;;;;;;;
1603;Elektrische auto klasse B;2005 4e kwartaal;;;;;;;;
1604;Elektrische auto klasse B;2005;;;;;;;;
1605;Elektrische auto klasse B;2006 1e kwartaal;;;;;;;;
1606;Elektrische auto klasse B;2006 2e kwartaal;;;;;;;;
1607;Elektrische auto klasse B;2006 3e kwartaal;;;;;;;;
1608;Elektrische auto klasse B;2006 4e kwartaal;;;;;;;;
1609;Elektrische auto klasse B;2006;;;;;;;;
1610;Elektrische auto klasse B;2007 1e kwartaal;;;;;;;;
1611;Elektrische auto klasse B;2007 2e kwartaal;;;;;;;;
1612;Elektrische auto klasse B;2007 3e kwartaal;;;;;;;;
1613;Elektrische auto klasse B;2007 4e kwartaal;;;;;;;;
1614;Elektrische auto klasse B;2007;;;;;;;;
1615;Elektrische auto klasse B;2008 1e kwartaal;;;;;;;;
1616;Elektrische auto klasse B;2008 2e kwartaal;;;;;;;;
1617;Elektrische auto klasse B;2008 3e kwartaal;;;;;;;;
1618;Elektrische auto klasse B;2008 4e kwartaal;;;;;;;;
1619;Elektrische auto klasse B;2008;;;;;;;;
1620;Elektrische auto klasse B;2009 1e kwartaal;;;;;;;;
1621;Elektrische auto klasse B;2009 2e kwartaal;;;;;;;;
1622;Elektrische auto klasse B;2009 3e kwartaal;;;;;;;;
1623;Elektrische auto klasse B;2009 4e kwartaal;;;;;;;;
1624;Elektrische auto klasse B;2009;;;;;;;;
1625;Elektrische auto klasse B;2010 1e kwartaal;;;;;;;;
1626;Elektrische auto klasse B;2010 2e kwartaal;;;;;;;;
1627;Elektrische auto klasse B;2010 3e kwartaal;;;;;;;;
1628;Elektrische auto klasse B;2010 4e kwartaal;;;;;;;;
1629;Elektrische auto klasse B;2010;;;;;;;;
1630;Elektrische auto klasse B;2011 1e kwartaal;;;;;;;;
1631;Elektrische auto klasse B;2011 2e kwartaal;;;;;;;;
1632;Elektrische auto klasse B;2011 3e kwartaal;;;;;;;;
1633;Elektrische auto klasse B;2011 4e kwartaal;;;;;;;;
1634;Elektrische auto klasse B;2011;;;;;;;;
1635;Elektrische auto klasse B;2012 1e kwartaal;;;;;;;;
1636;Elektrische auto klasse B;2012 2e kwartaal;;;;;;;;
1637;Elektrische auto klasse B;2012 3e kwartaal;;;;;;;;
1638;Elektrische auto klasse B;2012 4e kwartaal;;;;;;;;
1639;Elektrische auto klasse B;2012;;;;;;;;
1640;Elektrische auto klasse B;2013 1e kwartaal;;;;;;;;
1641;Elektrische auto klasse B;2013 2e kwartaal;;;;;;;;
1642;Elektrische auto klasse B;2013 3e kwartaal;;;;;;;;
1643;Elektrische auto klasse B;2013 4e kwartaal;;;;;;;;
1644;Elektrische auto klasse B;2013;;;;;;;;
1645;Elektrische auto klasse B;2014 1e kwartaal;;;;;;;;
1646;Elektrische auto klasse B;2014 2e kwartaal;;;;;;;;
1647;Elektrische auto klasse B;2014 3e kwartaal;;;;;;;;
1648;Elektrische auto klasse B;2014 4e kwartaal;;;;;;;;
1649;Elektrische auto klasse B;2014;;;;;;;;
1650;Elektrische auto klasse B;2015 1e kwartaal;;;;1.6;;;;1.8
1651;Elektrische auto klasse B;2015 2e kwartaal;;;;1.6;;;;1.8
1652;Elektrische auto klasse B;2015 3e kwartaal;;;;1.6;;;;1.8
1653;Elektrische auto klasse B;2015 4e kwartaal;;;;1.6;;;;1.8
1654;Elektrische auto klasse B;2015;;;;1.6;;;;1.8
1655;Elektrische auto klasse B;2016 1e kwartaal;;;;1.6;;;;1.8
1656;Elektrische auto klasse B;2016 2e kwartaal;;;;1.6;;;;1.8
1657;Elektrische auto klasse B;2016 3e kwartaal;;;;1.6;;;;1.8
1658;Elektrische auto klasse B;2016 4e kwartaal;;;;1.6;;;;1.8
1659;Elektrische auto klasse B;2016;;;;1.6;;;;1.8
1660;Elektrische auto klasse B;2017 1e kwartaal;;;;1.6;;;;1.8
1661;Elektrische auto klasse B;2017 2e kwartaal;;;;1.6;;;;1.8
1662;Elektrische auto klasse B;2017 3e kwartaal;;;;1.6;;;;1.8
1663;Elektrische auto klasse B;2017 4e kwartaal;;;;1.6;;;;1.8
1664;Elektrische auto klasse B;2017;;;;1.6;;;;1.8
1665;Elektrische auto klasse B;2018 1e kwartaal;102.2;;;1.6;102.5;;;1.8
1666;Elektrische auto klasse B;2018 2e kwartaal;103.5;1.2;;1.6;103.8;1.3;;1.8
1667;Elektrische auto klasse B;2018 3e kwartaal;103.3;-0.2;;1.6;104.2;0.4;;1.8
1668;Elektrische auto klasse B;2018 4e kwartaal;102.8;-0.5;;1.6;104.0;-0.2;;1.8
1669;Elektrische auto klasse B;2018;103.0;;;1.6;103.6;;;1.8
1670;Elektrische auto klasse B;2019 1e kwartaal;103.5;0.7;1.2;1.6;103.3;-0.7;0.8;1.8
1671;Elektrische auto klasse B;2019 2e kwartaal;102.6;-0.9;-0.9;1.6;102.9;-0.4;-0.9;1.8
1672;Elektrische auto klasse B;2019 3e kwartaal;101.5;-1.1;-1.8;1.6;102.8;-0.1;-1.4;1.8
1673;Elektrische auto klasse B;2019 4e kwartaal;103.7;2.2;0.9;1.6;104.4;1.6;0.4;1.8
1674;Elektrische auto klasse B;2019;102.8;;-0.1;1.6;103.3;;-0.3;1.8
1675;Elektrische auto klasse B;2020 1e kwartaal;104.0;0.3;0.5;1.6;105.8;1.4;2.4;1.8
1676;Elektrische auto klasse B;2020 2e kwartaal;105.3;1.2;2.6;1.6;106.8;1.0;3.8;1.8
1677;Elektrische auto klasse B;2020 3e kwartaal;104.0;-1.3;2.4;1.6;105.6;-1.2;2.7;1.8
1678;Elektrische auto klasse B;2020 4e kwartaal;102.8;-1.1;-0.9;1.6;105.2;-0.3;0.8;1.8
1679;Elektrische auto klasse B;2020;104.0;;1.2;1.6;105.9;;2.4;1.8
1680;Elektrische auto klasse B;2021 1e kwartaal;99.1;-3.5;-4.7;1.6;102.0;-3.0;-3.6;1.8
1681;Elektrische auto klasse B;2021 2e kwartaal;97.5;-1.6;-7.4;1.6;100.8;-1.2;-5.6;1.8
1682;Elektrische auto klasse B;2021 3e kwartaal;96.3;-1.2;-7.3;1.6;99.9;-0.9;-5.4;1.8
1683;Elektrische auto klasse B;2021 4e kwartaal;98.2;1.9;-4.5;1.6;102.0;2.1;-3.1;1.8
1684;Elektrische auto klasse B;2021;97.8;;-6.0;1.6;101.2;;-4.4;1.8
1685;Elektrische auto klasse B;2022 1e kwartaal;98.6;0.5;-0.5;1.6;104.0;2.0;1.9;1.8
1686;Elektrische auto klasse B;2022 2e kwartaal;105.7;7.2;8.4;1.6;110.1;5.8;9.2;1.8
1687;Elektrische auto klasse B;2022 3e kwartaal;108.0;2.1;12.1;1.6;112.9;2.6;13.0;1.8
1688;Elektrische auto klasse B;2022 4e kwartaal;112.4;4.1;14.5;1.6;119.5;5.9;17.2;1.8
1689;Elektrische auto klasse B;2022;106.2;;8.6;1.6;111.6;;10.3;1.8
1690;Elektrische auto klasse B;2023 1e kwartaal;117.1;4.2;18.7;1.6;129.2;8.1;24.2;1.8
1691;Elektrische auto klasse B;2023 2e kwartaal;117.8;0.6;11.4;1.6;130.5;1.0;18.6;1.8
1692;Elektrische auto klasse B;2023 3e kwartaal;115.8;-1.7;7.2;1.6;127.0;-2.7;12.5;1.8
1693;Elektrische auto klasse B;2023 4e kwartaal;116.9;1.0;4.1;1.6;128.1;0.8;7.2;1.8
1694;Elektrische auto klasse B;2023;116.9;;10.1;1.6;128.7;;15.3;1.8
1695;Elektrische auto klasse C;2001 3e kwartaal;;;;;;;;
1696;Elektrische auto klasse C;2001 4e kwartaal;;;;;;;;
1697;Elektrische auto klasse C;2001;;;;;;;;
1698;Elektrische auto klasse C;2002 1e kwartaal;;;;;;;;
1699;Elektrische auto klasse C;2002 2e kwartaal;;;;;;;;
1700;Elektrische auto klasse C;2002 3e kwartaal;;;;;;;;
1701;Elektrische auto klasse C;2002 4e kwartaal;;;;;;;;
1702;Elektrische auto klasse C;2002;;;;;;;;
1703;Elektrische auto klasse C;2003 1e kwartaal;;;;;;;;
1704;Elektrische auto klasse C;2003 2e kwartaal;;;;;;;;
1705;Elektrische auto klasse C;2003 3e kwartaal;;;;;;;;
1706;Elektrische auto klasse C;2003 4e kwartaal;;;;;;;;
1707;Elektrische auto klasse C;2003 ;;;;;;;;
1708;Elektrische auto klasse C;2004 1e kwartaal;;;;;;;;
1709;Elektrische auto klasse C;2004 2e kwartaal;;;;;;;;
1710;Elektrische auto klasse C;2004 3e kwartaal;;;;;;;;
1711;Elektrische auto klasse C;2004 4e kwartaal;;;;;;;;
1712;Elektrische auto klasse C;2004;;;;;;;;
1713;Elektrische auto klasse C;2005 1e kwartaal;;;;;;;;
1714;Elektrische auto klasse C;2005 2e kwartaal;;;;;;;;
1715;Elektrische auto klasse C;2005 3e kwartaal;;;;;;;;
1716;Elektrische auto klasse C;2005 4e kwartaal;;;;;;;;
1717;Elektrische auto klasse C;2005;;;;;;;;
1718;Elektrische auto klasse C;2006 1e kwartaal;;;;;;;;
1719;Elektrische auto klasse C;2006 2e kwartaal;;;;;;;;
1720;Elektrische auto klasse C;2006 3e kwartaal;;;;;;;;
1721;Elektrische auto klasse C;2006 4e kwartaal;;;;;;;;
1722;Elektrische auto klasse C;2006;;;;;;;;
1723;Elektrische auto klasse C;2007 1e kwartaal;;;;;;;;
1724;Elektrische auto klasse C;2007 2e kwartaal;;;;;;;;
1725;Elektrische auto klasse C;2007 3e kwartaal;;;;;;;;
1726;Elektrische auto klasse C;2007 4e kwartaal;;;;;;;;
1727;Elektrische auto klasse C;2007;;;;;;;;
1728;Elektrische auto klasse C;2008 1e kwartaal;;;;;;;;
1729;Elektrische auto klasse C;2008 2e kwartaal;;;;;;;;
1730;Elektrische auto klasse C;2008 3e kwartaal;;;;;;;;
1731;Elektrische auto klasse C;2008 4e kwartaal;;;;;;;;
1732;Elektrische auto klasse C;2008;;;;;;;;
1733;Elektrische auto klasse C;2009 1e kwartaal;;;;;;;;
1734;Elektrische auto klasse C;2009 2e kwartaal;;;;;;;;
1735;Elektrische auto klasse C;2009 3e kwartaal;;;;;;;;
1736;Elektrische auto klasse C;2009 4e kwartaal;;;;;;;;
1737;Elektrische auto klasse C;2009;;;;;;;;
1738;Elektrische auto klasse C;2010 1e kwartaal;;;;;;;;
1739;Elektrische auto klasse C;2010 2e kwartaal;;;;;;;;
1740;Elektrische auto klasse C;2010 3e kwartaal;;;;;;;;
1741;Elektrische auto klasse C;2010 4e kwartaal;;;;;;;;
1742;Elektrische auto klasse C;2010;;;;;;;;
1743;Elektrische auto klasse C;2011 1e kwartaal;;;;;;;;
1744;Elektrische auto klasse C;2011 2e kwartaal;;;;;;;;
1745;Elektrische auto klasse C;2011 3e kwartaal;;;;;;;;
1746;Elektrische auto klasse C;2011 4e kwartaal;;;;;;;;
1747;Elektrische auto klasse C;2011;;;;;;;;
1748;Elektrische auto klasse C;2012 1e kwartaal;;;;;;;;
1749;Elektrische auto klasse C;2012 2e kwartaal;;;;;;;;
1750;Elektrische auto klasse C;2012 3e kwartaal;;;;;;;;
1751;Elektrische auto klasse C;2012 4e kwartaal;;;;;;;;
1752;Elektrische auto klasse C;2012;;;;;;;;
1753;Elektrische auto klasse C;2013 1e kwartaal;;;;;;;;
1754;Elektrische auto klasse C;2013 2e kwartaal;;;;;;;;
1755;Elektrische auto klasse C;2013 3e kwartaal;;;;;;;;
1756;Elektrische auto klasse C;2013 4e kwartaal;;;;;;;;
1757;Elektrische auto klasse C;2013;;;;;;;;
1758;Elektrische auto klasse C;2014 1e kwartaal;;;;;;;;
1759;Elektrische auto klasse C;2014 2e kwartaal;;;;;;;;
1760;Elektrische auto klasse C;2014 3e kwartaal;;;;;;;;
1761;Elektrische auto klasse C;2014 4e kwartaal;;;;;;;;
1762;Elektrische auto klasse C;2014;;;;;;;;
1763;Elektrische auto klasse C;2015 1e kwartaal;;;;5.3;;;;5.9
1764;Elektrische auto klasse C;2015 2e kwartaal;;;;5.3;;;;5.9
1765;Elektrische auto klasse C;2015 3e kwartaal;;;;5.3;;;;5.9
1766;Elektrische auto klasse C;2015 4e kwartaal;;;;5.3;;;;5.9
1767;Elektrische auto klasse C;2015;;;;5.3;;;;5.9
1768;Elektrische auto klasse C;2016 1e kwartaal;;;;5.3;;;;5.9
1769;Elektrische auto klasse C;2016 2e kwartaal;;;;5.3;;;;5.9
1770;Elektrische auto klasse C;2016 3e kwartaal;;;;5.3;;;;5.9
1771;Elektrische auto klasse C;2016 4e kwartaal;;;;5.3;;;;5.9
1772;Elektrische auto klasse C;2016;;;;5.3;;;;5.9
1773;Elektrische auto klasse C;2017 1e kwartaal;;;;5.3;;;;5.9
1774;Elektrische auto klasse C;2017 2e kwartaal;;;;5.3;;;;5.9
1775;Elektrische auto klasse C;2017 3e kwartaal;;;;5.3;;;;5.9
1776;Elektrische auto klasse C;2017 4e kwartaal;;;;5.3;;;;5.9
1777;Elektrische auto klasse C;2017;;;;5.3;;;;5.9
1778;Elektrische auto klasse C;2018 1e kwartaal;98.3;;;5.3;98.6;;;5.9
1779;Elektrische auto klasse C;2018 2e kwartaal;101.3;3.0;;5.3;101.6;3.1;;5.9
1780;Elektrische auto klasse C;2018 3e kwartaal;100.5;-0.8;;5.3;100.8;-0.7;;5.9
1781;Elektrische auto klasse C;2018 4e kwartaal;100.8;0.3;;5.3;101.2;0.4;;5.9
1782;Elektrische auto klasse C;2018;100.2;;;5.3;100.6;;;5.9
1783;Elektrische auto klasse C;2019 1e kwartaal;100.9;0.1;2.6;5.3;100.9;-0.3;2.4;5.9
1784;Elektrische auto klasse C;2019 2e kwartaal;99.8;-1.1;-1.4;5.3;100.2;-0.7;-1.3;5.9
1785;Elektrische auto klasse C;2019 3e kwartaal;100.1;0.3;-0.4;5.3;100.5;0.2;-0.4;5.9
1786;Elektrische auto klasse C;2019 4e kwartaal;99.7;-0.4;-1.1;5.3;100.0;-0.5;-1.2;5.9
1787;Elektrische auto klasse C;2019;100.1;;-0.1;5.3;100.4;;-0.1;5.9
1788;Elektrische auto klasse C;2020 1e kwartaal;98.5;-1.2;-2.4;5.3;99.6;-0.5;-1.4;5.9
1789;Elektrische auto klasse C;2020 2e kwartaal;99.5;1.0;-0.3;5.3;100.6;1.0;0.3;5.9
1790;Elektrische auto klasse C;2020 3e kwartaal;98.2;-1.3;-1.9;5.3;99.5;-1.0;-1.0;5.9
1791;Elektrische auto klasse C;2020 4e kwartaal;97.4;-0.8;-2.3;5.3;99.2;-0.3;-0.8;5.9
1792;Elektrische auto klasse C;2020;98.4;;-1.7;5.3;99.7;;-0.7;5.9
1793;Elektrische auto klasse C;2021 1e kwartaal;95.9;-1.6;-2.6;5.3;98.1;-1.1;-1.5;5.9
1794;Elektrische auto klasse C;2021 2e kwartaal;95.9;0.1;-3.6;5.3;98.1;0.0;-2.5;5.9
1795;Elektrische auto klasse C;2021 3e kwartaal;96.1;0.1;-2.2;5.3;98.2;0.2;-1.3;5.9
