ID;Geslacht;Geboorteplaats;Regio;Bewoners_1
320;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Lonneker;16
321;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Ede;112
322;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Helder (Den);218
323;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Gouda;35
324;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Alkmaar;52
325;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Vlaardingen;15
326;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Haarlemmermeer;8
327;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Helmond;22
328;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Bussum;395
329;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Zeist;360
330;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Rheden;119
331;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Venlo;36
332;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Roosendaal en Nispen;14
333;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Vlissingen;95
334;Totaal mannen en vrouwen;Geb. in Ned.-Indië, Suriname of Curaçao;Bergen op Zoom;44
335;Totaal mannen en vrouwen;Geboren in het buitenland;Nederland;244838
336;Totaal mannen en vrouwen;Geboren in het buitenland;Groningen (provincie);4609
337;Totaal mannen en vrouwen;Geboren in het buitenland;Friesland;3003
338;Totaal mannen en vrouwen;Geboren in het buitenland;Drenthe;1921
339;Totaal mannen en vrouwen;Geboren in het buitenland;Overijssel;13410
340;Totaal mannen en vrouwen;Geboren in het buitenland;Gelderland;20435
341;Totaal mannen en vrouwen;Geboren in het buitenland;Utrecht (provincie);7109
342;Totaal mannen en vrouwen;Geboren in het buitenland;Noord-Holland;45655
343;Totaal mannen en vrouwen;Geboren in het buitenland;Zuid-Holland;48002
344;Totaal mannen en vrouwen;Geboren in het buitenland;Zeeland;6978
345;Totaal mannen en vrouwen;Geboren in het buitenland;Noord-Brabant;22398
346;Totaal mannen en vrouwen;Geboren in het buitenland;Limburg;71318
347;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met meer dan 100000 inwoners;75576
348;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 50001 - 100000 inwoners;28903
349;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 20001 - 50000 inwoners;42155
350;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 10001 - 20000 inwoners;39082
351;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 5001 - 10000 inwoners;26249
352;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 2001 - 5000 inwoners;24803
353;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 1001 - 2000 inwoners;6572
354;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 501 - 1000 inwoners;1271
355;Totaal mannen en vrouwen;Geboren in het buitenland;Gemeenten met 500 of minder inwoners;227
356;Totaal mannen en vrouwen;Geboren in het buitenland;Amsterdam;30327
357;Totaal mannen en vrouwen;Geboren in het buitenland;Rotterdam;16742
358;Totaal mannen en vrouwen;Geboren in het buitenland;'s-Gravenhage;19882
359;Totaal mannen en vrouwen;Geboren in het buitenland;Utrecht;2997
360;Totaal mannen en vrouwen;Geboren in het buitenland;Haarlem;3662
361;Totaal mannen en vrouwen;Geboren in het buitenland;Groningen;1966
362;Totaal mannen en vrouwen;Geboren in het buitenland;Eindhoven;5540
363;Totaal mannen en vrouwen;Geboren in het buitenland;Nijmegen;3974
364;Totaal mannen en vrouwen;Geboren in het buitenland;Tilburg;2190
365;Totaal mannen en vrouwen;Geboren in het buitenland;Arnhem;3194
366;Totaal mannen en vrouwen;Geboren in het buitenland;Leiden;1090
367;Totaal mannen en vrouwen;Geboren in het buitenland;Maastricht;3623
368;Totaal mannen en vrouwen;Geboren in het buitenland;Apeldoorn;1235
369;Totaal mannen en vrouwen;Geboren in het buitenland;Hilversum;1974
370;Totaal mannen en vrouwen;Geboren in het buitenland;Dordrecht;1270
371;Totaal mannen en vrouwen;Geboren in het buitenland;Schiedam;1012
372;Totaal mannen en vrouwen;Geboren in het buitenland;Enschede;3102
373;Totaal mannen en vrouwen;Geboren in het buitenland;Delft;699
374;Totaal mannen en vrouwen;Geboren in het buitenland;Leeuwarden;811
375;Totaal mannen en vrouwen;Geboren in het buitenland;Heerlen;11979
376;Totaal mannen en vrouwen;Geboren in het buitenland;Breda;1199
377;Totaal mannen en vrouwen;Geboren in het buitenland;'s-Hertogenbosch;1033
378;Totaal mannen en vrouwen;Geboren in het buitenland;Velsen;990
379;Totaal mannen en vrouwen;Geboren in het buitenland;Emmen;715
380;Totaal mannen en vrouwen;Geboren in het buitenland;Zwolle;534
381;Totaal mannen en vrouwen;Geboren in het buitenland;Amersfoort;686
382;Totaal mannen en vrouwen;Geboren in het buitenland;Kerkrade;9049
383;Totaal mannen en vrouwen;Geboren in het buitenland;Deventer;784
384;Totaal mannen en vrouwen;Geboren in het buitenland;Hengelo (O.);1540
385;Totaal mannen en vrouwen;Geboren in het buitenland;Zaandam;412
386;Totaal mannen en vrouwen;Geboren in het buitenland;Almelo;1266
387;Totaal mannen en vrouwen;Geboren in het buitenland;Lonneker;1762
388;Totaal mannen en vrouwen;Geboren in het buitenland;Ede;373
389;Totaal mannen en vrouwen;Geboren in het buitenland;Helder (Den);383
390;Totaal mannen en vrouwen;Geboren in het buitenland;Gouda;328
391;Totaal mannen en vrouwen;Geboren in het buitenland;Alkmaar;467
392;Totaal mannen en vrouwen;Geboren in het buitenland;Vlaardingen;282
393;Totaal mannen en vrouwen;Geboren in het buitenland;Haarlemmermeer;187
394;Totaal mannen en vrouwen;Geboren in het buitenland;Helmond;818
395;Totaal mannen en vrouwen;Geboren in het buitenland;Bussum;1239
396;Totaal mannen en vrouwen;Geboren in het buitenland;Zeist;696
397;Totaal mannen en vrouwen;Geboren in het buitenland;Rheden;583
398;Totaal mannen en vrouwen;Geboren in het buitenland;Venlo;2326
399;Totaal mannen en vrouwen;Geboren in het buitenland;Roosendaal en Nispen;633
400;Totaal mannen en vrouwen;Geboren in het buitenland;Vlissingen;643
401;Totaal mannen en vrouwen;Geboren in het buitenland;Bergen op Zoom;437
402;Totaal mannen en vrouwen;Geboorteplaats onbekend;Nederland;216
403;Totaal mannen en vrouwen;Geboorteplaats onbekend;Groningen (provincie);14
404;Totaal mannen en vrouwen;Geboorteplaats onbekend;Friesland;16
405;Totaal mannen en vrouwen;Geboorteplaats onbekend;Drenthe;2
406;Totaal mannen en vrouwen;Geboorteplaats onbekend;Overijssel;12
407;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gelderland;20
408;Totaal mannen en vrouwen;Geboorteplaats onbekend;Utrecht (provincie);12
409;Totaal mannen en vrouwen;Geboorteplaats onbekend;Noord-Holland;32
410;Totaal mannen en vrouwen;Geboorteplaats onbekend;Zuid-Holland;45
411;Totaal mannen en vrouwen;Geboorteplaats onbekend;Zeeland;4
412;Totaal mannen en vrouwen;Geboorteplaats onbekend;Noord-Brabant;48
413;Totaal mannen en vrouwen;Geboorteplaats onbekend;Limburg;11
414;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met meer dan 100000 inwoners;58
415;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 50001 - 100000 inwoners;41
416;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 20001 - 50000 inwoners;17
417;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 10001 - 20000 inwoners;33
418;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 5001 - 10000 inwoners;34
419;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 2001 - 5000 inwoners;25
420;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 1001 - 2000 inwoners;5
421;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 501 - 1000 inwoners;3
422;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gemeenten met 500 of minder inwoners;0
423;Totaal mannen en vrouwen;Geboorteplaats onbekend;Amsterdam;15
424;Totaal mannen en vrouwen;Geboorteplaats onbekend;Rotterdam;4
425;Totaal mannen en vrouwen;Geboorteplaats onbekend;'s-Gravenhage;27
426;Totaal mannen en vrouwen;Geboorteplaats onbekend;Utrecht;2
427;Totaal mannen en vrouwen;Geboorteplaats onbekend;Haarlem;5
428;Totaal mannen en vrouwen;Geboorteplaats onbekend;Groningen;5
429;Totaal mannen en vrouwen;Geboorteplaats onbekend;Eindhoven;28
430;Totaal mannen en vrouwen;Geboorteplaats onbekend;Nijmegen;2
431;Totaal mannen en vrouwen;Geboorteplaats onbekend;Tilburg;0
432;Totaal mannen en vrouwen;Geboorteplaats onbekend;Arnhem;0
433;Totaal mannen en vrouwen;Geboorteplaats onbekend;Leiden;0
434;Totaal mannen en vrouwen;Geboorteplaats onbekend;Maastricht;0
435;Totaal mannen en vrouwen;Geboorteplaats onbekend;Apeldoorn;7
436;Totaal mannen en vrouwen;Geboorteplaats onbekend;Hilversum;0
437;Totaal mannen en vrouwen;Geboorteplaats onbekend;Dordrecht;1
438;Totaal mannen en vrouwen;Geboorteplaats onbekend;Schiedam;0
439;Totaal mannen en vrouwen;Geboorteplaats onbekend;Enschede;1
440;Totaal mannen en vrouwen;Geboorteplaats onbekend;Delft;2
441;Totaal mannen en vrouwen;Geboorteplaats onbekend;Leeuwarden;0
442;Totaal mannen en vrouwen;Geboorteplaats onbekend;Heerlen;1
443;Totaal mannen en vrouwen;Geboorteplaats onbekend;Breda;0
444;Totaal mannen en vrouwen;Geboorteplaats onbekend;'s-Hertogenbosch;0
445;Totaal mannen en vrouwen;Geboorteplaats onbekend;Velsen;4
446;Totaal mannen en vrouwen;Geboorteplaats onbekend;Emmen;0
447;Totaal mannen en vrouwen;Geboorteplaats onbekend;Zwolle;0
448;Totaal mannen en vrouwen;Geboorteplaats onbekend;Amersfoort;0
449;Totaal mannen en vrouwen;Geboorteplaats onbekend;Kerkrade;2
450;Totaal mannen en vrouwen;Geboorteplaats onbekend;Deventer;0
451;Totaal mannen en vrouwen;Geboorteplaats onbekend;Hengelo (O.);0
452;Totaal mannen en vrouwen;Geboorteplaats onbekend;Zaandam;0
453;Totaal mannen en vrouwen;Geboorteplaats onbekend;Almelo;1
454;Totaal mannen en vrouwen;Geboorteplaats onbekend;Lonneker;1
455;Totaal mannen en vrouwen;Geboorteplaats onbekend;Ede;0
456;Totaal mannen en vrouwen;Geboorteplaats onbekend;Helder (Den);0
457;Totaal mannen en vrouwen;Geboorteplaats onbekend;Gouda;0
458;Totaal mannen en vrouwen;Geboorteplaats onbekend;Alkmaar;0
459;Totaal mannen en vrouwen;Geboorteplaats onbekend;Vlaardingen;0
460;Totaal mannen en vrouwen;Geboorteplaats onbekend;Haarlemmermeer;1
461;Totaal mannen en vrouwen;Geboorteplaats onbekend;Helmond;1
462;Totaal mannen en vrouwen;Geboorteplaats onbekend;Bussum;0
463;Totaal mannen en vrouwen;Geboorteplaats onbekend;Zeist;5
464;Totaal mannen en vrouwen;Geboorteplaats onbekend;Rheden;0
465;Totaal mannen en vrouwen;Geboorteplaats onbekend;Venlo;0
466;Totaal mannen en vrouwen;Geboorteplaats onbekend;Roosendaal en Nispen;0
467;Totaal mannen en vrouwen;Geboorteplaats onbekend;Vlissingen;0
468;Totaal mannen en vrouwen;Geboorteplaats onbekend;Bergen op Zoom;1
469;Mannen;Totale bevolking;Nederland;3942676
470;Mannen;Totale bevolking;Groningen (provincie);195240
471;Mannen;Totale bevolking;Friesland;200079
472;Mannen;Totale bevolking;Drenthe;114795
473;Mannen;Totale bevolking;Overijssel;263602
474;Mannen;Totale bevolking;Gelderland;417397
475;Mannen;Totale bevolking;Utrecht (provincie);199548
476;Mannen;Totale bevolking;Noord-Holland;737129
477;Mannen;Totale bevolking;Zuid-Holland;957413
478;Mannen;Totale bevolking;Zeeland;123914
479;Mannen;Totale bevolking;Noord-Brabant;452367
480;Mannen;Totale bevolking;Limburg;281192
481;Mannen;Totale bevolking;Gemeenten met meer dan 100000 inwoners;1038157
482;Mannen;Totale bevolking;Gemeenten met 50001 - 100000 inwoners;388461
483;Mannen;Totale bevolking;Gemeenten met 20001 - 50000 inwoners;450101
484;Mannen;Totale bevolking;Gemeenten met 10001 - 20000 inwoners;589609
485;Mannen;Totale bevolking;Gemeenten met 5001 - 10000 inwoners;613151
486;Mannen;Totale bevolking;Gemeenten met 2001 - 5000 inwoners;623616
487;Mannen;Totale bevolking;Gemeenten met 1001 - 2000 inwoners;179342
488;Mannen;Totale bevolking;Gemeenten met 501 - 1000 inwoners;54549
489;Mannen;Totale bevolking;Gemeenten met 500 of minder inwoners;5690
490;Mannen;Totale bevolking;Amsterdam;365512
491;Mannen;Totale bevolking;Rotterdam;290051
492;Mannen;Totale bevolking;'s-Gravenhage;201071
493;Mannen;Totale bevolking;Utrecht;74573
494;Mannen;Totale bevolking;Haarlem;56921
495;Mannen;Totale bevolking;Groningen;50029
496;Mannen;Totale bevolking;Eindhoven;48520
497;Mannen;Totale bevolking;Nijmegen;39181
498;Mannen;Totale bevolking;Tilburg;38804
499;Mannen;Totale bevolking;Arnhem;37093
500;Mannen;Totale bevolking;Leiden;34261
501;Mannen;Totale bevolking;Maastricht;29099
502;Mannen;Totale bevolking;Apeldoorn;29860
503;Mannen;Totale bevolking;Hilversum;26995
504;Mannen;Totale bevolking;Dordrecht;27607
505;Mannen;Totale bevolking;Schiedam;26219
506;Mannen;Totale bevolking;Enschede;25496
507;Mannen;Totale bevolking;Delft;25326
508;Mannen;Totale bevolking;Leeuwarden;23180
509;Mannen;Totale bevolking;Heerlen;24173
510;Mannen;Totale bevolking;Breda;21154
511;Mannen;Totale bevolking;'s-Hertogenbosch;20045
512;Mannen;Totale bevolking;Velsen;20769
513;Mannen;Totale bevolking;Emmen;21082
514;Mannen;Totale bevolking;Zwolle;19799
515;Mannen;Totale bevolking;Amersfoort;18886
516;Mannen;Totale bevolking;Kerkrade;19316
517;Mannen;Totale bevolking;Deventer;17909
518;Mannen;Totale bevolking;Hengelo (O.);17271
519;Mannen;Totale bevolking;Zaandam;16769
520;Mannen;Totale bevolking;Almelo;15806
521;Mannen;Totale bevolking;Lonneker;15991
522;Mannen;Totale bevolking;Ede;15782
523;Mannen;Totale bevolking;Helder (Den);15203
524;Mannen;Totale bevolking;Gouda;14238
525;Mannen;Totale bevolking;Alkmaar;13657
526;Mannen;Totale bevolking;Vlaardingen;13853
527;Mannen;Totale bevolking;Haarlemmermeer;13797
528;Mannen;Totale bevolking;Helmond;12756
529;Mannen;Totale bevolking;Bussum;11325
530;Mannen;Totale bevolking;Zeist;11386
531;Mannen;Totale bevolking;Rheden;11733
532;Mannen;Totale bevolking;Venlo;11814
533;Mannen;Totale bevolking;Roosendaal en Nispen;10811
534;Mannen;Totale bevolking;Vlissingen;10892
535;Mannen;Totale bevolking;Bergen op Zoom;10704
536;Mannen;Geboren in de huidige woongemeente;Nederland;2442374
537;Mannen;Geboren in de huidige woongemeente;Groningen (provincie);114716
538;Mannen;Geboren in de huidige woongemeente;Friesland;128299
539;Mannen;Geboren in de huidige woongemeente;Drenthe;73043
540;Mannen;Geboren in de huidige woongemeente;Overijssel;168568
541;Mannen;Geboren in de huidige woongemeente;Gelderland;277952
542;Mannen;Geboren in de huidige woongemeente;Utrecht (provincie);112031
543;Mannen;Geboren in de huidige woongemeente;Noord-Holland;444291
544;Mannen;Geboren in de huidige woongemeente;Zuid-Holland;591547
545;Mannen;Geboren in de huidige woongemeente;Zeeland;80430
546;Mannen;Geboren in de huidige woongemeente;Noord-Brabant;290707
547;Mannen;Geboren in de huidige woongemeente;Limburg;160790
548;Mannen;Geboren in de huidige woongemeente;Gemeenten met meer dan 100000 inwoners;660235
549;Mannen;Geboren in de huidige woongemeente;Gemeenten met 50001 - 100000 inwoners;224449
550;Mannen;Geboren in de huidige woongemeente;Gemeenten met 20001 - 50000 inwoners;246954
551;Mannen;Geboren in de huidige woongemeente;Gemeenten met 10001 - 20000 inwoners;352926
552;Mannen;Geboren in de huidige woongemeente;Gemeenten met 5001 - 10000 inwoners;400832
553;Mannen;Geboren in de huidige woongemeente;Gemeenten met 2001 - 5000 inwoners;401661
554;Mannen;Geboren in de huidige woongemeente;Gemeenten met 1001 - 2000 inwoners;118404
555;Mannen;Geboren in de huidige woongemeente;Gemeenten met 501 - 1000 inwoners;33851
556;Mannen;Geboren in de huidige woongemeente;Gemeenten met 500 of minder inwoners;3062
557;Mannen;Geboren in de huidige woongemeente;Amsterdam;252756
558;Mannen;Geboren in de huidige woongemeente;Rotterdam;187184
559;Mannen;Geboren in de huidige woongemeente;'s-Gravenhage;117036
560;Mannen;Geboren in de huidige woongemeente;Utrecht;46267
561;Mannen;Geboren in de huidige woongemeente;Haarlem;29349
562;Mannen;Geboren in de huidige woongemeente;Groningen;27643
563;Mannen;Geboren in de huidige woongemeente;Eindhoven;19817
564;Mannen;Geboren in de huidige woongemeente;Nijmegen;20906
565;Mannen;Geboren in de huidige woongemeente;Tilburg;28046
566;Mannen;Geboren in de huidige woongemeente;Arnhem;21929
567;Mannen;Geboren in de huidige woongemeente;Leiden;24109
568;Mannen;Geboren in de huidige woongemeente;Maastricht;20281
569;Mannen;Geboren in de huidige woongemeente;Apeldoorn;16947
570;Mannen;Geboren in de huidige woongemeente;Hilversum;11668
571;Mannen;Geboren in de huidige woongemeente;Dordrecht;16955
572;Mannen;Geboren in de huidige woongemeente;Schiedam;15321
573;Mannen;Geboren in de huidige woongemeente;Enschede;11810
574;Mannen;Geboren in de huidige woongemeente;Delft;16660
575;Mannen;Geboren in de huidige woongemeente;Leeuwarden;11814
576;Mannen;Geboren in de huidige woongemeente;Heerlen;7875
577;Mannen;Geboren in de huidige woongemeente;Breda;9717
578;Mannen;Geboren in de huidige woongemeente;'s-Hertogenbosch;13354
579;Mannen;Geboren in de huidige woongemeente;Velsen;8240
580;Mannen;Geboren in de huidige woongemeente;Emmen;14654
581;Mannen;Geboren in de huidige woongemeente;Zwolle;12099
582;Mannen;Geboren in de huidige woongemeente;Amersfoort;9512
583;Mannen;Geboren in de huidige woongemeente;Kerkrade;9273
584;Mannen;Geboren in de huidige woongemeente;Deventer;11036
585;Mannen;Geboren in de huidige woongemeente;Hengelo (O.);9205
586;Mannen;Geboren in de huidige woongemeente;Zaandam;9616
587;Mannen;Geboren in de huidige woongemeente;Almelo;9540
588;Mannen;Geboren in de huidige woongemeente;Lonneker;7030
589;Mannen;Geboren in de huidige woongemeente;Ede;10347
590;Mannen;Geboren in de huidige woongemeente;Helder (Den);7911
591;Mannen;Geboren in de huidige woongemeente;Gouda;9488
592;Mannen;Geboren in de huidige woongemeente;Alkmaar;6492
593;Mannen;Geboren in de huidige woongemeente;Vlaardingen;10062
594;Mannen;Geboren in de huidige woongemeente;Haarlemmermeer;8346
595;Mannen;Geboren in de huidige woongemeente;Helmond;8380
596;Mannen;Geboren in de huidige woongemeente;Bussum;4209
597;Mannen;Geboren in de huidige woongemeente;Zeist;4743
598;Mannen;Geboren in de huidige woongemeente;Rheden;7240
599;Mannen;Geboren in de huidige woongemeente;Venlo;7250
600;Mannen;Geboren in de huidige woongemeente;Roosendaal en Nispen;7121
601;Mannen;Geboren in de huidige woongemeente;Vlissingen;5550
602;Mannen;Geboren in de huidige woongemeente;Bergen op Zoom;6850
603;Mannen;Geboren in een andere gem. in de prov.;Nederland;808050
604;Mannen;Geboren in een andere gem. in de prov.;Groningen (provincie);57341
605;Mannen;Geboren in een andere gem. in de prov.;Friesland;58770
606;Mannen;Geboren in een andere gem. in de prov.;Drenthe;21663
607;Mannen;Geboren in een andere gem. in de prov.;Overijssel;49225
608;Mannen;Geboren in een andere gem. in de prov.;Gelderland;69284
609;Mannen;Geboren in een andere gem. in de prov.;Utrecht (provincie);30661
610;Mannen;Geboren in een andere gem. in de prov.;Noord-Holland;133501
611;Mannen;Geboren in een andere gem. in de prov.;Zuid-Holland;198267
612;Mannen;Geboren in een andere gem. in de prov.;Zeeland;32355
613;Mannen;Geboren in een andere gem. in de prov.;Noord-Brabant;100138
614;Mannen;Geboren in een andere gem. in de prov.;Limburg;56845
615;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met meer dan 100000 inwoners;138438
616;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 50001 - 100000 inwoners;74074
617;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 20001 - 50000 inwoners;98522
618;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 10001 - 20000 inwoners;141081
619;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 5001 - 10000 inwoners;138612
620;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 2001 - 5000 inwoners;154572
621;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 1001 - 2000 inwoners;44760
622;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 501 - 1000 inwoners;15919
623;Mannen;Geboren in een andere gem. in de prov.;Gemeenten met 500 of minder inwoners;2072
624;Mannen;Geboren in een andere gem. in de prov.;Amsterdam;30337
625;Mannen;Geboren in een andere gem. in de prov.;Rotterdam;46111
626;Mannen;Geboren in een andere gem. in de prov.;'s-Gravenhage;30564
627;Mannen;Geboren in een andere gem. in de prov.;Utrecht;6134
628;Mannen;Geboren in een andere gem. in de prov.;Haarlem;12745
629;Mannen;Geboren in een andere gem. in de prov.;Groningen;12547
630;Mannen;Geboren in een andere gem. in de prov.;Eindhoven;10878
631;Mannen;Geboren in een andere gem. in de prov.;Nijmegen;6645
632;Mannen;Geboren in een andere gem. in de prov.;Tilburg;6564
633;Mannen;Geboren in een andere gem. in de prov.;Arnhem;5894
634;Mannen;Geboren in een andere gem. in de prov.;Leiden;5164
635;Mannen;Geboren in een andere gem. in de prov.;Maastricht;4352
636;Mannen;Geboren in een andere gem. in de prov.;Apeldoorn;4375
637;Mannen;Geboren in een andere gem. in de prov.;Hilversum;5878
638;Mannen;Geboren in een andere gem. in de prov.;Dordrecht;5857
639;Mannen;Geboren in een andere gem. in de prov.;Schiedam;7171
640;Mannen;Geboren in een andere gem. in de prov.;Enschede;6465
641;Mannen;Geboren in een andere gem. in de prov.;Delft;4831
642;Mannen;Geboren in een andere gem. in de prov.;Leeuwarden;8171
643;Mannen;Geboren in een andere gem. in de prov.;Heerlen;4952
644;Mannen;Geboren in een andere gem. in de prov.;Breda;7152
645;Mannen;Geboren in een andere gem. in de prov.;'s-Hertogenbosch;3340
646;Mannen;Geboren in een andere gem. in de prov.;Velsen;6455
647;Mannen;Geboren in een andere gem. in de prov.;Emmen;3269
648;Mannen;Geboren in een andere gem. in de prov.;Zwolle;3100
649;Mannen;Geboren in een andere gem. in de prov.;Amersfoort;2116
650;Mannen;Geboren in een andere gem. in de prov.;Kerkrade;3760
651;Mannen;Geboren in een andere gem. in de prov.;Deventer;2031
652;Mannen;Geboren in een andere gem. in de prov.;Hengelo (O.);4060
653;Mannen;Geboren in een andere gem. in de prov.;Zaandam;4007
654;Mannen;Geboren in een andere gem. in de prov.;Almelo;2925
655;Mannen;Geboren in een andere gem. in de prov.;Lonneker;5053
656;Mannen;Geboren in een andere gem. in de prov.;Ede;1861
657;Mannen;Geboren in een andere gem. in de prov.;Helder (Den);3002
658;Mannen;Geboren in een andere gem. in de prov.;Gouda;3056
659;Mannen;Geboren in een andere gem. in de prov.;Alkmaar;4659
660;Mannen;Geboren in een andere gem. in de prov.;Vlaardingen;2798
661;Mannen;Geboren in een andere gem. in de prov.;Haarlemmermeer;2247
662;Mannen;Geboren in een andere gem. in de prov.;Helmond;2846
663;Mannen;Geboren in een andere gem. in de prov.;Bussum;3789
664;Mannen;Geboren in een andere gem. in de prov.;Zeist;2392
665;Mannen;Geboren in een andere gem. in de prov.;Rheden;2461
666;Mannen;Geboren in een andere gem. in de prov.;Venlo;2046
667;Mannen;Geboren in een andere gem. in de prov.;Roosendaal en Nispen;2432
668;Mannen;Geboren in een andere gem. in de prov.;Vlissingen;2780
669;Mannen;Geboren in een andere gem. in de prov.;Bergen op Zoom;1762
670;Mannen;Geboren in een andere gem. in Nederland;Nederland;578029
671;Mannen;Geboren in een andere gem. in Nederland;Groningen (provincie);21173
672;Mannen;Geboren in een andere gem. in Nederland;Friesland;11704
673;Mannen;Geboren in een andere gem. in Nederland;Drenthe;19114
674;Mannen;Geboren in een andere gem. in Nederland;Overijssel;40133
675;Mannen;Geboren in een andere gem. in Nederland;Gelderland;60650
676;Mannen;Geboren in een andere gem. in Nederland;Utrecht (provincie);53347
677;Mannen;Geboren in een andere gem. in Nederland;Noord-Holland;140890
678;Mannen;Geboren in een andere gem. in Nederland;Zuid-Holland;144223
679;Mannen;Geboren in een andere gem. in Nederland;Zeeland;7482
680;Mannen;Geboren in een andere gem. in Nederland;Noord-Brabant;51100
681;Mannen;Geboren in een andere gem. in Nederland;Limburg;28213
682;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met meer dan 100000 inwoners;205640
683;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 50001 - 100000 inwoners;76329
684;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 20001 - 50000 inwoners;84128
685;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 10001 - 20000 inwoners;77102
686;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 5001 - 10000 inwoners;61596
687;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 2001 - 5000 inwoners;55606
688;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 1001 - 2000 inwoners;12983
689;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 501 - 1000 inwoners;4214
690;Mannen;Geboren in een andere gem. in Nederland;Gemeenten met 500 of minder inwoners;431
691;Mannen;Geboren in een andere gem. in Nederland;Amsterdam;70336
692;Mannen;Geboren in een andere gem. in Nederland;Rotterdam;49085
693;Mannen;Geboren in een andere gem. in Nederland;'s-Gravenhage;43266
694;Mannen;Geboren in een andere gem. in Nederland;Utrecht;20687
695;Mannen;Geboren in een andere gem. in Nederland;Haarlem;13287
696;Mannen;Geboren in een andere gem. in Nederland;Groningen;8979
697;Mannen;Geboren in een andere gem. in Nederland;Eindhoven;15073
698;Mannen;Geboren in een andere gem. in Nederland;Nijmegen;9662
699;Mannen;Geboren in een andere gem. in Nederland;Tilburg;3240
700;Mannen;Geboren in een andere gem. in Nederland;Arnhem;7961
701;Mannen;Geboren in een andere gem. in Nederland;Leiden;4256
702;Mannen;Geboren in een andere gem. in Nederland;Maastricht;2959
703;Mannen;Geboren in een andere gem. in Nederland;Apeldoorn;7899
704;Mannen;Geboren in een andere gem. in Nederland;Hilversum;8509
705;Mannen;Geboren in een andere gem. in Nederland;Dordrecht;4137
706;Mannen;Geboren in een andere gem. in Nederland;Schiedam;3220
707;Mannen;Geboren in een andere gem. in Nederland;Enschede;6054
708;Mannen;Geboren in een andere gem. in Nederland;Delft;3359
709;Mannen;Geboren in een andere gem. in Nederland;Leeuwarden;2885
710;Mannen;Geboren in een andere gem. in Nederland;Heerlen;4996
711;Mannen;Geboren in een andere gem. in Nederland;Breda;3601
712;Mannen;Geboren in een andere gem. in Nederland;'s-Hertogenbosch;2940
713;Mannen;Geboren in een andere gem. in Nederland;Velsen;5620
