ID;Bronnen;Emissies;Perioden;EmissiesNederlandsGrondgebied_1
1524;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2010;1.518
1525;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2011;1.36
1526;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2012;1.202
1527;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2013;1.077
1528;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2014;0.953
1529;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2015;0.903
1530;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2016;0.814
1531;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2017;0.813
1532;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2018;0.743
1533;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2019;0.688
1534;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2020;0.556
1535;"Wegverkeer; personenauto's";PM2.5 (fijn stof);2021;0.555
1536;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1990;7600.0
1537;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1991;7900.0
1538;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1992;8400.0
1539;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1993;8500.0
1540;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1994;8500.0
1541;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1995;8600.0
1542;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1996;8600.0
1543;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1997;8800.0
1544;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1998;9100.0
1545;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);1999;9800.0
1546;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2000;9700.0
1547;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2001;9800.0
1548;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2002;9800.0
1549;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2003;9900.0
1550;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2004;10100.0
1551;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2005;10000.0
1552;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2006;10000.0
1553;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2007;10100.0
1554;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2008;10300.0
1555;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2009;10100.0
1556;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2010;10100.0
1557;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2011;9900.0
1558;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2012;9700.0
1559;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2013;9300.0
1560;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2014;9300.0
1561;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2015;9600.0
1562;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2016;10000.0
1563;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2017;10200.0
1564;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2018;10400.0
1565;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2019;10600.0
1566;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2020;10400.0
1567;"Wegverkeer; vrachtvoertuigen";Kooldioxide (CO2);2021;10800.0
1568;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1990;68.591
1569;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1991;66.24
1570;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1992;65.059
1571;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1993;62.298
1572;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1994;56.513
1573;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1995;50.758
1574;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1996;44.718
1575;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1997;39.862
1576;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1998;35.792
1577;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);1999;33.213
1578;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2000;30.144
1579;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2001;27.744
1580;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2002;25.489
1581;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2003;23.702
1582;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2004;23.069
1583;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2005;21.163
1584;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2006;20.544
1585;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2007;20.662
1586;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2008;20.839
1587;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2009;20.406
1588;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2010;19.76
1589;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2011;19.026
1590;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2012;18.202
1591;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2013;16.389
1592;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2014;15.122
1593;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2015;14.116
1594;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2016;12.895
1595;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2017;11.884
1596;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2018;10.944
1597;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2019;9.938
1598;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2020;9.037
1599;"Wegverkeer; vrachtvoertuigen";Koolmonoxide (CO);2021;9.163
1600;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1990;20.516
1601;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1991;20.379
1602;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1992;19.637
1603;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1993;17.985
1604;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1994;16.055
1605;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1995;14.263
1606;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1996;12.439
1607;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1997;10.988
1608;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1998;9.991
1609;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;1999;9.516
1610;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2000;8.804
1611;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2001;8.268
1612;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2002;7.634
1613;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2003;7.045
1614;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2004;6.67
1615;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2005;6.637
1616;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2006;6.569
1617;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2007;6.484
1618;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2008;6.243
1619;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2009;5.591
1620;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2010;5.196
1621;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2011;4.919
1622;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2012;4.493
1623;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2013;4.786
1624;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2014;5.048
1625;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2015;5.501
1626;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2016;5.918
1627;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2017;6.314
1628;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2018;6.678
1629;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2019;6.963
1630;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2020;6.997
1631;"Wegverkeer; vrachtvoertuigen";VOS door verbranding;2021;7.107
1632;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1990;0.0
1633;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1991;0.0
1634;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1992;0.0
1635;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1993;0.0
1636;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1994;0.0
1637;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1995;0.0
1638;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1996;0.0
1639;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1997;0.0
1640;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1998;0.0
1641;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;1999;0.0
1642;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2000;0.0
1643;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2001;0.0
1644;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2002;0.0
1645;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2003;0.0
1646;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2004;0.0
1647;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2005;0.0
1648;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2006;0.0
1649;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2007;0.0
1650;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2008;0.0
1651;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2009;0.0
1652;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2010;0.0
1653;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2011;0.0
1654;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2012;0.0
1655;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2013;0.0
1656;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2014;0.0
1657;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2015;0.0
1658;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2016;0.0
1659;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2017;0.0
1660;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2018;0.0
1661;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2019;0.0
1662;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2020;0.0
1663;"Wegverkeer; vrachtvoertuigen";VOS door verdamping;2021;0.0
1664;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1990;20.516
1665;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1991;20.379
1666;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1992;19.637
1667;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1993;17.985
1668;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1994;16.055
1669;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1995;14.263
1670;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1996;12.439
1671;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1997;10.988
1672;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1998;9.991
1673;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);1999;9.516
1674;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2000;8.804
1675;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2001;8.268
1676;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2002;7.634
1677;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2003;7.045
1678;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2004;6.67
1679;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2005;6.637
1680;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2006;6.569
1681;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2007;6.484
1682;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2008;6.243
1683;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2009;5.591
1684;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2010;5.196
1685;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2011;4.919
1686;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2012;4.493
1687;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2013;4.786
1688;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2014;5.048
1689;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2015;5.501
1690;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2016;5.918
1691;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2017;6.314
1692;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2018;6.678
1693;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2019;6.963
1694;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2020;6.997
1695;"Wegverkeer; vrachtvoertuigen";Vluchtige organische stoffen (VOS);2021;7.107
1696;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1990;0.876
1697;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1991;0.866
1698;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1992;0.833
1699;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1993;0.764
1700;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1994;0.679
1701;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1995;0.601
1702;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1996;0.522
1703;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1997;0.46
1704;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1998;0.417
1705;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);1999;0.395
1706;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2000;0.373
1707;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2001;0.361
1708;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2002;0.338
1709;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2003;0.318
1710;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2004;0.306
1711;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2005;0.319
1712;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2006;0.326
1713;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2007;0.333
1714;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2008;0.333
1715;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2009;0.296
1716;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2010;0.285
1717;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2011;0.277
1718;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2012;0.258
1719;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2013;0.284
1720;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2014;0.311
1721;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2015;0.346
1722;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2016;0.373
1723;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2017;0.411
1724;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2018;0.458
1725;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2019;0.49
1726;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2020;0.487
1727;"Wegverkeer; vrachtvoertuigen";Methaan (CH4);2021;0.492
1728;"Wegverkeer; vrachtvoertuigen";NMVOS;1990;19.612
1729;"Wegverkeer; vrachtvoertuigen";NMVOS;1991;19.485
1730;"Wegverkeer; vrachtvoertuigen";NMVOS;1992;18.775
1731;"Wegverkeer; vrachtvoertuigen";NMVOS;1993;17.193
1732;"Wegverkeer; vrachtvoertuigen";NMVOS;1994;15.347
1733;"Wegverkeer; vrachtvoertuigen";NMVOS;1995;13.632
1734;"Wegverkeer; vrachtvoertuigen";NMVOS;1996;11.885
1735;"Wegverkeer; vrachtvoertuigen";NMVOS;1997;10.497
1736;"Wegverkeer; vrachtvoertuigen";NMVOS;1998;9.541
1737;"Wegverkeer; vrachtvoertuigen";NMVOS;1999;9.087
1738;"Wegverkeer; vrachtvoertuigen";NMVOS;2000;8.396
1739;"Wegverkeer; vrachtvoertuigen";NMVOS;2001;7.872
1740;"Wegverkeer; vrachtvoertuigen";NMVOS;2002;7.26
1741;"Wegverkeer; vrachtvoertuigen";NMVOS;2003;6.692
1742;"Wegverkeer; vrachtvoertuigen";NMVOS;2004;6.329
1743;"Wegverkeer; vrachtvoertuigen";NMVOS;2005;6.282
1744;"Wegverkeer; vrachtvoertuigen";NMVOS;2006;6.206
1745;"Wegverkeer; vrachtvoertuigen";NMVOS;2007;6.113
1746;"Wegverkeer; vrachtvoertuigen";NMVOS;2008;5.872
1747;"Wegverkeer; vrachtvoertuigen";NMVOS;2009;5.258
1748;"Wegverkeer; vrachtvoertuigen";NMVOS;2010;4.875
1749;"Wegverkeer; vrachtvoertuigen";NMVOS;2011;4.607
1750;"Wegverkeer; vrachtvoertuigen";NMVOS;2012;4.199
1751;"Wegverkeer; vrachtvoertuigen";NMVOS;2013;4.466
1752;"Wegverkeer; vrachtvoertuigen";NMVOS;2014;4.702
1753;"Wegverkeer; vrachtvoertuigen";NMVOS;2015;5.118
1754;"Wegverkeer; vrachtvoertuigen";NMVOS;2016;5.507
1755;"Wegverkeer; vrachtvoertuigen";NMVOS;2017;5.865
1756;"Wegverkeer; vrachtvoertuigen";NMVOS;2018;6.18
1757;"Wegverkeer; vrachtvoertuigen";NMVOS;2019;6.431
1758;"Wegverkeer; vrachtvoertuigen";NMVOS;2020;6.468
1759;"Wegverkeer; vrachtvoertuigen";NMVOS;2021;6.573
1760;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1990;104.71
1761;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1991;108.28
1762;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1992;110.21
1763;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1993;105.25
1764;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1994;98.904
1765;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1995;95.235
1766;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1996;89.405
1767;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1997;86.281
1768;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1998;84.589
1769;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);1999;87.794
1770;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2000;86.488
1771;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2001;85.237
1772;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2002;83.66
1773;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2003;82.729
1774;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2004;83.455
1775;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2005;82.359
1776;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2006;82.332
1777;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2007;83.08
1778;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2008;82.235
1779;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2009;77.441
1780;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2010;73.331
1781;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2011;69.642
1782;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2012;65.239
1783;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2013;59.554
1784;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2014;55.841
1785;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2015;54.073
1786;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2016;52.229
1787;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2017;49.249
1788;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2018;45.603
1789;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2019;42.284
1790;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2020;38.305
1791;"Wegverkeer; vrachtvoertuigen";Stikstofoxiden (NOx);2021;36.815
1792;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1990;0.058
1793;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1991;0.074
1794;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1992;0.089
1795;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1993;0.104
1796;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1994;0.114
1797;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1995;0.124
1798;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1996;0.131
1799;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1997;0.14
1800;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1998;0.149
1801;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);1999;0.161
1802;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2000;0.165
1803;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2001;0.164
1804;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2002;0.159
1805;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2003;0.159
1806;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2004;0.161
1807;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2005;0.158
1808;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2006;0.156
1809;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2007;0.183
1810;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2008;0.217
1811;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2009;0.245
1812;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2010;0.273
1813;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2011;0.295
1814;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2012;0.314
1815;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2013;0.326
1816;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2014;0.35
1817;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2015;0.379
1818;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2016;0.415
1819;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2017;0.432
1820;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2018;0.449
1821;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2019;0.457
1822;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2020;0.46
1823;"Wegverkeer; vrachtvoertuigen";Distikstofoxide (N20);2021;0.476
1824;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1990;7.476
1825;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1991;7.874
1826;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1992;8.363
1827;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1993;8.492
1828;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1994;8.262
1829;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1995;7.734
1830;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1996;5.756
1831;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1997;2.497
1832;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1998;2.591
1833;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);1999;2.797
1834;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2000;1.616
1835;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2001;0.245
1836;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2002;0.201
1837;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2003;0.183
1838;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2004;0.204
1839;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2005;0.053
1840;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2006;0.071
1841;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2007;0.072
1842;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2008;0.067
1843;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2009;0.066
1844;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2010;0.065
1845;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2011;0.064
1846;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2012;0.063
1847;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2013;0.061
1848;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2014;0.06
1849;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2015;0.062
1850;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2016;0.065
1851;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2017;0.066
1852;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2018;0.068
1853;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2019;0.068
1854;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2020;0.067
1855;"Wegverkeer; vrachtvoertuigen";Zwaveldioxide (SO2);2021;0.069
1856;"Wegverkeer; vrachtvoertuigen";PM10;1990;8.787
1857;"Wegverkeer; vrachtvoertuigen";PM10;1991;8.917
1858;"Wegverkeer; vrachtvoertuigen";PM10;1992;8.826
1859;"Wegverkeer; vrachtvoertuigen";PM10;1993;8.27
1860;"Wegverkeer; vrachtvoertuigen";PM10;1994;7.624
1861;"Wegverkeer; vrachtvoertuigen";PM10;1995;7.022
