ID;InkomensEnVermogensbegrippen;KenmerkenVanHuishoudens;Perioden;Ginicoefficient_1;Theilcoefficient_2;RobinHoodIndex_3;Ratio8020_4;RelatieveInterkwartielafstand_5;ParticuliereHuishoudens_6;GemiddeldBedrag_7;k_25ePercentiel_8;Mediaan_9;k_75ePercentiel_10;TotaalBedrag_11;TotaalBedragTop10_12;TotaalBedragTop1_13;TotaalBedragTop01_14
147;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2015;0.745;1.441;54.7;;2.282;1954.0;6.6;0.1;2.5;6.9;12.9;2.6;1.5;0.9
148;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2016;0.748;1.419;55.0;;2.114;2004.3;7.0;0.1;2.8;7.0;14.0;2.9;1.8;1.0
149;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2017;0.756;1.538;55.9;;1.935;2057.9;7.6;0.0;3.1;7.1;15.6;3.7;2.4;1.5
150;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2018;0.756;1.486;56.2;;1.815;2102.9;7.9;0.0;3.4;7.2;16.7;4.0;2.5;1.5
151;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2019;0.779;1.708;58.9;;1.729;2151.8;9.6;0.0;3.8;7.5;20.7;6.6;4.7;2.8
152;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2020;0.756;1.491;56.8;;1.676;2198.3;8.9;0.0;4.0;7.6;19.7;4.8;3.0;1.8
153;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2021;0.75;1.401;56.3;;1.628;2242.4;9.3;0.0;4.3;7.9;20.8;4.7;2.7;1.5
154;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2022;0.757;1.45;57.5;;1.602;2288.2;10.4;0.0;4.5;8.1;23.9;5.9;3.6;2.0
155;Gestandaardiseerd primair inkomen;Hoofdkostwinner: 65 jaar of ouder;2023;0.764;1.577;58.6;;1.635;2335.4;12.3;0.1;4.8;8.9;28.7;8.1;5.3;3.4
156;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2011;0.534;0.563;35.8;;1.599;5911.4;32.6;4.1;27.9;49.5;192.6;65.2;14.8;4.4
157;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2012;0.538;0.567;36.3;;1.649;5942.8;32.9;4.1;27.6;50.3;195.6;66.6;14.8;4.3
158;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2013;0.541;0.571;36.7;;1.687;5973.4;32.9;4.0;27.1;50.7;196.7;67.3;14.6;4.2
159;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2014;0.553;0.602;37.3;;1.702;5977.6;34.5;4.2;27.5;51.9;206.1;73.8;18.4;5.2
160;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2015;0.542;0.573;36.8;;1.7;6010.0;33.5;4.2;27.4;51.7;201.2;68.8;14.9;4.4
161;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2016;0.542;0.571;36.7;;1.686;6021.1;34.6;4.5;28.5;53.3;208.5;71.4;15.6;4.7
162;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2017;0.541;0.57;36.5;;1.667;6039.3;35.9;4.7;29.8;55.2;217.0;74.3;16.7;5.2
163;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2018;0.539;0.571;36.2;;1.639;6046.7;37.1;4.9;31.1;56.6;224.2;76.5;17.9;5.9
164;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2019;0.548;0.62;36.5;;1.625;6055.0;40.1;5.2;32.9;59.5;242.7;86.5;24.3;9.5
165;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2020;0.54;0.579;36.4;;1.651;6059.6;40.1;5.2;33.5;61.3;242.7;82.8;19.7;6.8
166;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2021;;;;;;;;;;;;;;
167;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2022;;;;;;;;;;;;;;
168;Gestandaardiseerd primair inkomen;Hoofdkostwinner: Nederland;2023;;;;;;;;;;;;;;
169;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2011;0.584;0.678;40.4;;1.953;719.5;30.7;2.5;21.7;45.7;22.1;8.4;2.6;0.8
170;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2012;0.589;0.698;40.9;;2.025;735.8;31.0;2.4;21.1;46.2;22.8;8.7;2.7;0.9
171;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2013;0.592;0.692;41.3;;2.088;747.5;30.9;2.3;20.5;46.3;23.1;8.9;2.7;0.9
172;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2014;0.6;0.719;41.8;;2.09;758.6;32.3;2.5;20.9;47.2;24.5;9.7;3.1;0.9
173;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2015;0.592;0.714;41.1;;2.035;777.7;31.8;2.7;21.3;47.0;24.7;9.5;3.1;1.1
174;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2016;0.587;0.683;40.8;;1.985;792.6;32.7;3.0;22.3;48.2;25.9;9.8;3.1;1.0
175;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2017;0.584;0.7;40.3;;1.908;809.9;34.1;3.5;23.8;49.8;27.6;10.5;3.4;1.2
176;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2018;0.573;0.646;39.4;;1.823;833.7;35.2;4.0;25.5;51.4;29.3;10.9;3.3;1.1
177;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2019;0.577;0.693;39.4;;1.774;858.1;38.1;4.5;27.5;54.2;32.7;12.5;4.1;1.4
178;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2020;0.571;0.666;39.2;;1.779;884.0;38.5;4.5;28.3;55.8;34.0;12.6;4.0;1.4
179;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2021;;;;;;;;;;;;;;
180;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2022;;;;;;;;;;;;;;
181;Gestandaardiseerd primair inkomen;Hoofdkostwinner: westers;2023;;;;;;;;;;;;;;
182;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2011;0.587;0.665;41.8;;2.169;716.6;21.1;0.3;14.7;33.4;15.1;2.8;0.6;0.2
183;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2012;0.598;0.711;42.7;;2.269;733.6;21.3;0.1;14.1;33.6;15.6;3.1;0.7;0.2
184;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2013;0.606;0.713;43.4;;2.386;747.0;21.2;0.0;13.5;33.8;15.9;3.2;0.7;0.2
185;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2014;0.613;0.734;43.9;;2.435;760.2;21.9;0.0;13.5;34.5;16.6;3.5;0.8;0.2
186;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2015;0.607;0.715;43.4;;2.39;780.9;22.2;0.0;14.1;35.2;17.3;3.7;0.9;0.3
187;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2016;0.604;0.704;43.1;;2.358;809.5;23.0;0.0;14.8;36.5;18.6;3.9;0.9;0.2
188;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2017;0.599;0.694;42.7;;2.3;845.7;24.3;0.0;16.0;38.4;20.5;4.4;1.0;0.3
189;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2018;0.584;0.653;41.4;;2.148;880.3;25.9;0.3;18.2;40.7;22.8;4.9;1.1;0.3
190;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2019;0.575;0.637;40.5;;2.028;914.2;28.2;0.9;20.5;43.7;25.8;5.8;1.2;0.3
191;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2020;0.577;0.648;40.8;;2.069;950.8;29.5;0.7;21.3;45.9;28.0;6.5;1.4;0.4
192;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2021;;;;;;;;;;;;;;
193;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2022;;;;;;;;;;;;;;
194;Gestandaardiseerd primair inkomen;Hoofdkostwinner: niet-westers;2023;;;;;;;;;;;;;;
195;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2011;0.312;0.185;21.1;;0.684;3954.7;47.0;29.1;42.3;58.4;185.8;58.6;10.0;2.0
196;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2012;0.316;0.188;21.4;;0.704;3945.9;48.0;29.3;43.2;60.0;189.3;60.9;10.2;2.0
197;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2013;0.317;0.188;21.5;;0.706;3906.0;48.9;29.7;43.9;61.1;191.1;63.1;11.1;2.3
198;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2014;0.321;0.194;21.7;;0.712;3886.0;50.1;30.2;44.7;62.4;194.6;63.6;9.8;2.0
199;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2015;0.319;0.191;21.6;;0.711;3921.0;49.9;30.1;44.7;62.3;195.5;64.7;11.8;2.5
200;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2016;0.319;0.188;21.5;;0.715;3960.2;50.8;30.7;45.7;63.7;201.1;65.1;11.2;2.2
201;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2017;0.318;0.192;21.4;;0.712;4020.1;52.1;31.6;47.0;65.4;209.3;66.8;11.2;2.2
202;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2018;0.317;0.186;21.3;;0.708;4111.1;52.9;32.2;47.9;66.5;217.3;67.9;11.0;2.1
203;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2019;0.317;0.187;21.3;;0.709;4177.5;55.2;33.6;50.0;69.4;230.4;70.5;10.2;1.5
204;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2020;0.314;0.184;21.2;;0.707;4193.4;57.3;35.0;52.0;72.1;240.2;74.8;11.9;2.2
205;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2021;0.318;0.191;21.4;;0.714;4220.7;59.5;36.0;53.6;74.6;250.9;78.4;13.2;2.8
206;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2022;0.316;0.187;21.3;;0.712;4311.5;63.6;38.6;57.5;79.9;274.0;84.7;13.8;2.6
207;Gestandaardiseerd primair inkomen;Bron: Inkomen als werknemer;2023;0.316;0.184;21.3;;0.717;4371.5;67.7;41.0;61.2;85.2;295.8;92.0;14.5;2.2
208;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2011;0.451;0.44;30.6;;1.014;613.6;49.7;21.9;38.0;60.9;30.5;14.9;5.9;2.0
209;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2012;0.458;0.454;31.2;;1.054;617.0;49.2;20.9;37.2;60.6;30.3;14.5;5.7;2.0
210;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2013;0.448;0.427;30.4;;1.047;619.7;47.8;20.7;37.0;59.9;29.7;13.5;4.9;1.6
211;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2014;0.483;0.493;33.2;;1.073;636.5;54.8;21.8;38.6;63.6;34.9;18.1;8.2;2.5
212;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2015;0.432;0.413;29.1;;0.995;657.3;49.9;22.6;39.4;62.2;32.8;14.7;5.1;1.9
213;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2016;0.433;0.406;29.3;;0.995;677.2;53.4;24.1;41.6;65.9;36.1;16.9;6.1;2.2
214;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2017;0.429;0.389;29.0;;0.977;686.8;55.6;25.4;43.5;68.3;38.2;17.9;6.5;2.3
215;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2018;0.433;0.413;29.2;;0.961;713.8;58.7;26.8;45.3;70.7;41.9;20.1;7.8;3.0
216;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2019;0.48;0.573;32.7;;0.983;735.1;67.6;28.0;47.3;74.8;49.7;26.4;12.9;5.8
217;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2020;0.444;0.461;29.9;;0.966;716.6;64.2;28.7;48.7;76.1;46.0;22.5;9.3;4.0
218;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2021;0.431;0.417;29.0;;0.951;751.8;66.3;30.7;51.3;79.8;49.9;23.9;9.2;3.6
219;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2022;0.434;0.435;29.2;;0.937;796.6;70.3;32.4;53.8;83.1;56.0;26.2;10.6;4.4
220;Gestandaardiseerd primair inkomen;Bron: Inkomen als zelfstandige (totaal);2023;0.449;0.506;30.2;;0.931;815.9;75.1;33.7;55.9;86.2;61.3;28.6;12.7;6.1
221;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2011;0.768;1.647;57.6;;3.415;2779.3;4.9;0.0;1.1;5.6;13.5;2.8;2.1;1.4
222;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2012;0.766;1.642;57.3;;3.371;2849.3;5.0;0.0;1.2;5.8;14.4;3.0;2.3;1.5
223;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2013;0.757;1.573;56.5;;3.427;2942.1;5.1;0.0;1.2;6.0;14.9;2.8;2.0;1.4
224;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2014;0.785;1.803;58.5;;3.455;2973.8;6.0;0.0;1.3;6.2;17.8;5.4;4.3;2.0
225;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2015;0.754;1.557;55.9;;3.656;2990.2;5.0;0.0;1.2;6.2;14.9;2.6;1.9;1.3
226;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2016;0.761;1.591;56.3;;3.67;2985.9;5.3;0.0;1.2;6.2;15.8;3.2;2.3;1.5
227;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2017;0.776;1.707;57.2;;3.531;2988.0;5.9;0.0;1.3;6.3;17.6;4.5;3.4;2.1
228;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2018;0.772;1.734;56.6;;3.319;2935.8;5.8;0.0;1.4;6.3;17.1;4.3;3.4;2.2
229;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2019;0.802;2.075;59.9;;2.92;2914.8;7.2;0.0;1.7;6.5;21.1;7.8;6.6;3.9
230;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2020;0.768;1.768;56.1;;2.774;2984.5;6.2;0.0;1.9;6.6;18.6;4.8;3.9;2.5
231;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2021;0.766;1.787;55.8;;2.514;2978.9;6.5;0.0;2.2;6.8;19.4;4.9;3.9;2.6
232;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2022;0.771;1.823;56.5;;2.255;2933.4;7.0;0.0;2.6;7.0;20.7;5.8;4.8;3.1
233;Gestandaardiseerd primair inkomen;Bron: Overdrachtsinkomen;2023;0.785;2.061;58.3;;2.158;2969.5;8.3;0.0;2.9;7.3;24.6;8.3;7.3;5.0
234;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2011;0.748;1.562;55.4;;2.605;2329.3;5.6;0.1;1.9;6.3;13.0;2.8;2.1;1.4
235;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2012;0.744;1.549;54.9;;2.519;2381.1;5.8;0.1;2.0;6.6;13.9;3.0;2.2;1.5
236;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2013;0.732;1.473;53.6;;2.449;2437.2;5.9;0.1;2.2;6.8;14.4;2.7;2.0;1.4
237;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2014;0.764;1.702;56.2;;2.354;2452.1;7.0;0.1;2.4;7.0;17.2;5.4;4.3;2.0
238;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2015;0.727;1.456;52.9;;2.367;2455.9;5.8;0.1;2.4;6.9;14.4;2.6;1.9;1.3
239;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2016;0.735;1.488;53.4;;2.232;2458.3;6.2;0.0;2.6;7.0;15.2;3.1;2.3;1.5
240;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2017;0.752;1.606;54.9;;2.063;2472.4;6.9;0.0;2.9;7.0;17.0;4.5;3.4;2.1
241;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2018;0.749;1.641;54.4;;1.96;2451.6;6.8;0.0;3.0;6.9;16.6;4.3;3.4;2.2
242;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2019;0.784;1.985;58.6;;1.851;2457.0;8.4;0.0;3.3;7.1;20.6;7.8;6.6;3.9
243;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2020;0.746;1.674;54.2;;1.787;2498.5;7.2;0.0;3.5;7.2;18.0;4.7;3.8;2.5
244;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2021;0.744;1.7;54.0;;1.718;2516.8;7.5;0.0;3.8;7.4;18.8;4.9;3.9;2.6
245;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2022;0.75;1.739;55.0;;1.651;2496.1;8.1;0.0;4.0;7.5;20.1;5.8;4.8;3.1
246;Gestandaardiseerd primair inkomen;Bron: Uitkering inkomensverzekering;2023;0.764;1.973;57.0;;1.64;2517.6;9.5;0.0;4.2;7.9;24.0;8.3;7.2;5.0
247;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2011;0.612;0.821;45.6;;2.025;82.1;5.7;0.1;4.0;9.4;0.5;;;
248;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2012;0.612;0.82;45.4;;2.025;95.8;5.7;0.1;4.0;9.5;0.5;;;
249;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2013;0.6;0.766;44.1;;1.991;121.1;6.0;0.2;4.3;9.8;0.7;;;
250;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2014;0.6;0.754;44.0;;2.005;127.1;6.2;0.2;4.3;9.9;0.8;;;
251;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2015;0.602;0.748;44.2;;2.04;112.3;6.3;0.2;4.3;10.1;0.7;;;
252;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2016;0.598;0.728;43.8;;2.035;95.1;6.6;0.2;4.5;10.6;0.6;;;
253;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2017;0.586;0.687;42.7;;1.961;77.4;7.2;0.4;5.0;11.1;0.6;;;
254;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2018;0.577;0.655;42.0;;1.957;60.7;7.6;0.6;5.3;11.7;0.5;;;
255;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2019;0.566;0.621;41.2;;1.886;51.6;8.0;0.9;5.6;12.2;0.4;;;
256;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2020;0.551;0.586;39.9;;1.723;56.7;8.0;1.2;5.8;12.0;0.5;;;
257;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2021;0.555;0.587;40.2;;1.797;45.9;8.1;0.9;5.9;12.3;0.4;;;
258;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2022;0.552;0.576;40.2;;1.822;30.5;8.7;1.3;6.2;13.2;0.3;;;
259;Gestandaardiseerd primair inkomen;Bron: Uitkering werkloosheid;2023;0.55;0.56;40.0;;1.807;30.4;9.4;1.4;6.7;14.0;0.3;;;
260;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2011;0.742;1.247;58.4;;5.893;260.2;3.7;0.0;0.4;5.9;1.0;;;
261;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2012;0.743;1.25;58.5;;6.136;261.1;3.7;0.0;0.4;6.0;1.0;;;
262;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2013;0.743;1.236;58.3;;6.315;263.9;3.8;0.0;0.4;6.1;1.0;;;
263;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2014;0.741;1.221;58.0;;6.547;260.0;3.9;0.0;0.4;6.3;1.0;;;
264;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2015;0.741;1.205;57.8;;6.546;258.9;4.0;0.0;0.3;6.3;1.0;;;
265;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2016;0.739;1.176;57.2;;6.655;259.9;4.1;0.0;0.3;6.4;1.1;;;
266;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2017;0.739;1.159;56.8;;6.857;263.4;4.4;0.0;0.3;6.6;1.1;;;
267;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2018;0.736;1.136;56.3;;7.004;266.1;4.5;0.0;0.3;6.7;1.2;;;
268;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2019;0.735;1.12;56.0;;7.2;267.9;4.6;0.0;0.3;6.8;1.2;0.0;;
269;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2020;0.738;1.138;56.3;;7.256;272.8;4.7;0.0;0.2;6.9;1.3;0.0;;
270;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2021;0.735;1.117;56.0;;7.443;269.3;4.9;0.0;0.2;7.0;1.3;0.0;;
271;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2022;0.732;1.096;55.6;;7.731;264.7;5.2;0.0;0.3;7.4;1.4;0.0;;
272;Gestandaardiseerd primair inkomen;Bron: Uitkering arbeidsongeschiktheid;2023;0.726;1.059;55.1;;6.56;274.6;5.9;0.0;0.7;8.2;1.6;0.0;;
273;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2011;0.752;1.607;55.7;;2.434;1987.1;5.8;0.1;2.0;6.2;11.6;2.8;2.1;1.4
274;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2012;0.748;1.593;55.2;;2.349;2024.2;6.1;0.1;2.2;6.5;12.4;3.0;2.2;1.5
275;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2013;0.736;1.522;53.9;;2.285;2052.2;6.1;0.1;2.4;6.8;12.6;2.7;2.0;1.4
276;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2014;0.771;1.765;57.3;;2.193;2065.0;7.5;0.1;2.6;6.9;15.4;5.4;4.3;2.0
277;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2015;0.73;1.508;53.0;;2.195;2084.7;6.1;0.1;2.6;6.9;12.6;2.5;1.9;1.3
278;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2016;0.738;1.54;53.7;;2.063;2103.3;6.4;0.1;2.8;6.9;13.5;3.1;2.3;1.5
279;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2017;0.757;1.663;55.6;;1.903;2131.6;7.2;0.0;3.1;7.0;15.3;4.5;3.4;2.1
280;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2018;0.753;1.703;54.9;;1.813;2124.8;7.0;0.0;3.3;6.9;14.9;4.2;3.4;2.2
281;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2019;0.79;2.056;59.7;;1.72;2137.6;8.9;0.0;3.6;7.1;18.9;7.8;6.6;3.9
282;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2020;0.749;1.737;54.8;;1.666;2168.9;7.5;0.0;3.7;7.2;16.2;4.7;3.8;2.5
283;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2021;0.746;1.76;54.5;;1.607;2201.7;7.8;0.0;4.0;7.3;17.1;4.9;3.9;2.6
284;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2022;0.752;1.795;55.6;;1.557;2200.8;8.4;0.0;4.2;7.4;18.5;5.8;4.8;3.1
285;Gestandaardiseerd primair inkomen;Bron: Uitkering pensioen;2023;0.768;2.047;57.9;;1.546;2212.6;10.0;0.1;4.5;7.9;22.1;8.3;7.2;5.0
286;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2011;0.85;1.816;72.6;;1.253;351.2;0.9;0.0;0.0;0.6;0.3;;;
287;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2012;0.856;1.861;73.2;;1.154;367.8;0.9;0.0;0.0;0.5;0.3;;;
288;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2013;0.858;1.864;73.5;;1.134;398.7;0.9;0.0;0.0;0.5;0.4;;;
289;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2014;0.855;1.823;73.2;;1.185;409.4;1.0;0.0;0.0;0.5;0.4;;;
290;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2015;0.856;1.808;73.3;;1.108;422.0;1.0;0.0;0.0;0.4;0.4;;;
291;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2016;0.854;1.777;73.1;;1.113;435.9;1.0;0.0;0.0;0.5;0.4;;;
292;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2017;0.85;1.713;72.5;;1.121;447.1;1.1;0.0;0.0;0.5;0.5;;;
293;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2018;0.844;1.662;71.6;;1.277;429.9;1.1;0.0;0.0;0.6;0.5;;;
294;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2019;0.843;1.646;71.3;;1.264;412.4;1.1;0.0;0.0;0.6;0.5;;;
295;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2020;0.846;1.749;72.2;;1.525;438.3;1.2;0.0;0.0;0.8;0.5;;;
296;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2021;0.847;1.703;71.7;;1.385;420.9;1.3;0.0;0.0;0.7;0.5;;;
297;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2022;0.856;1.728;72.9;;0.998;418.3;1.2;0.0;0.0;0.4;0.5;;;
298;Gestandaardiseerd primair inkomen;Bron: Uitkering sociale voorziening;2023;0.857;1.726;72.9;;1.01;412.9;1.3;0.0;0.0;0.4;0.5;;;
299;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2011;0.615;0.797;47.7;;1.599;98.8;1.3;0.0;0.8;2.2;0.1;;;
300;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2012;0.634;0.894;49.6;;1.68;100.3;1.2;0.0;0.7;2.1;0.1;;;
301;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2013;0.639;0.884;49.9;;1.733;106.2;1.2;0.0;0.6;2.1;0.1;;;
302;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2014;0.645;0.859;50.7;;1.795;112.4;1.2;0.0;0.6;2.1;0.1;;;
