ID;InkomensEnVermogensbegrippen;KenmerkenVanHuishoudens;Perioden;Ginicoefficient_1;Theilcoefficient_2;RobinHoodIndex_3;Ratio8020_4;RelatieveInterkwartielafstand_5;ParticuliereHuishoudens_6;GemiddeldBedrag_7;k_25ePercentiel_8;Mediaan_9;k_75ePercentiel_10;TotaalBedrag_11;TotaalBedragTop10_12;TotaalBedragTop1_13;TotaalBedragTop01_14
898;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2012;0.282;0.196;19.5;4.22;0.561;2849.3;21.3;14.4;18.5;25.0;60.8;8.9;2.8;1.3
899;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2013;0.281;0.193;19.4;4.19;0.558;2942.1;21.2;14.3;18.5;24.9;62.4;8.7;2.7;1.3
900;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2014;0.3;0.241;20.9;4.464;0.556;2973.8;22.5;14.8;18.9;25.6;66.8;11.0;4.7;2.0
901;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2015;0.276;0.19;19.2;4.109;0.552;2990.2;21.9;15.0;19.1;25.8;65.6;8.6;2.7;1.3
902;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2016;0.278;0.19;19.4;4.026;0.555;2985.9;22.6;15.3;19.5;26.4;67.5;8.9;3.1;1.4
903;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2017;0.298;0.247;21.0;4.304;0.558;2988.0;24.0;15.6;19.9;27.0;71.6;11.7;5.7;2.5
904;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2018;0.276;0.211;19.4;3.924;0.549;2935.8;23.7;15.9;20.3;27.3;69.5;9.3;3.7;1.9
905;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2019;0.298;0.282;21.2;4.229;0.562;2914.8;25.6;16.6;21.2;28.8;74.7;12.1;6.1;3.1
906;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2020;0.278;0.214;19.6;3.972;0.563;2984.5;25.4;17.0;21.8;29.6;75.8;9.7;3.9;2.0
907;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2021;0.276;0.219;19.5;3.894;0.57;2978.9;26.5;17.6;22.7;30.8;78.9;9.9;4.1;2.1
908;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2022;0.265;0.21;18.9;3.634;0.529;2933.4;28.1;19.3;24.0;32.3;82.5;9.9;4.5;2.4
909;Gestandaardiseerd inkomen;Bron: Overdrachtsinkomen;2023;0.276;0.261;19.4;3.858;0.521;2969.5;30.6;21.0;26.1;34.8;90.8;11.9;6.1;3.8
910;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2011;0.251;0.167;17.7;3.365;0.493;2329.3;22.9;16.1;19.8;26.1;53.4;8.2;2.5;1.2
911;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2012;0.254;0.172;17.9;3.425;0.501;2381.1;23.4;16.3;20.2;26.7;55.7;8.9;2.8;1.3
912;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2013;0.252;0.17;17.7;3.403;0.495;2437.2;23.3;16.4;20.2;26.6;56.9;8.7;2.7;1.3
913;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2014;0.273;0.22;19.5;3.657;0.497;2452.1;24.8;16.8;20.7;27.4;60.9;11.0;4.7;2.0
914;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2015;0.248;0.166;17.5;3.341;0.495;2455.9;24.2;17.1;20.9;27.7;59.4;8.6;2.6;1.3
915;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2016;0.252;0.17;17.9;3.362;0.497;2458.3;24.9;17.4;21.3;28.3;61.1;8.9;3.1;1.4
916;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2017;0.278;0.233;19.9;3.74;0.5;2472.4;26.3;17.8;21.8;29.0;65.1;11.7;5.7;2.5
917;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2018;0.256;0.196;18.2;3.43;0.492;2451.6;25.8;18.0;22.1;29.1;63.2;9.3;3.7;1.9
918;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2019;0.282;0.272;20.2;3.774;0.504;2457.0;27.9;18.7;23.1;30.6;68.5;12.1;6.1;3.1
919;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2020;0.258;0.199;18.3;3.477;0.504;2498.5;27.6;19.2;23.7;31.4;69.0;9.7;3.9;2.0
920;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2021;0.258;0.206;18.3;3.46;0.509;2516.8;28.7;19.9;24.7;32.7;72.2;9.9;4.1;2.1
921;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2022;0.249;0.199;17.8;3.265;0.484;2496.1;30.3;21.3;26.0;34.1;75.6;9.9;4.5;2.4
922;Gestandaardiseerd inkomen;Bron: Uitkering inkomensverzekering;2023;0.257;0.251;18.3;3.385;0.476;2517.6;33.1;23.1;28.1;36.7;83.2;11.9;6.1;3.8
923;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2011;0.224;0.098;15.7;3.038;0.493;82.1;17.7;13.3;16.4;21.4;1.5;;;
924;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2012;0.224;0.098;15.7;3.074;0.494;95.8;17.7;13.3;16.3;21.4;1.7;;;
925;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2013;0.222;0.093;15.6;3.042;0.497;121.1;18.1;13.5;16.6;21.9;2.2;;;
926;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2014;0.222;0.092;15.6;3.034;0.491;127.1;18.5;13.8;16.9;22.3;2.3;;;
927;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2015;0.224;0.093;15.8;3.055;0.5;112.3;19.0;14.2;17.4;23.0;2.1;;;
928;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2016;0.228;0.096;16.1;3.108;0.519;95.1;19.6;14.5;18.0;23.9;1.9;;;
929;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2017;0.235;0.105;16.5;3.232;0.529;77.4;20.1;14.8;18.6;24.7;1.6;;;
930;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2018;0.234;0.101;16.5;3.182;0.549;60.7;20.7;15.1;19.2;25.7;1.3;;;
931;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2019;0.243;0.108;17.1;3.295;0.575;51.6;21.4;15.4;19.7;26.8;1.1;0.0;;
932;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2020;0.241;0.106;17.0;3.279;0.558;56.7;21.1;15.4;19.1;26.0;1.2;0.0;0.0;
933;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2021;0.242;0.108;16.9;3.303;0.549;45.9;21.1;15.7;19.3;26.1;1.0;0.0;0.0;
934;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2022;0.232;0.097;16.4;2.893;0.554;30.5;23.0;17.2;20.9;28.3;0.7;0.0;;
935;Gestandaardiseerd inkomen;Bron: Uitkering werkloosheid;2023;0.238;0.101;16.7;3.035;0.548;30.4;24.5;18.2;22.5;30.0;0.7;0.0;;
936;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2011;0.189;0.071;13.6;2.529;0.419;260.2;17.8;13.8;16.4;20.8;4.6;;;
937;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2012;0.19;0.071;13.7;2.541;0.425;261.1;17.9;13.9;16.4;21.0;4.7;;;
938;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2013;0.193;0.072;13.9;2.567;0.43;263.9;18.0;13.9;16.5;21.1;4.8;;;
939;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2014;0.19;0.07;13.8;2.526;0.423;260.0;18.4;14.3;16.8;21.5;4.8;;;
940;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2015;0.186;0.065;13.5;2.46;0.414;258.9;18.6;14.5;16.9;21.6;4.8;;;
941;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2016;0.186;0.064;13.6;2.447;0.419;259.9;19.0;14.8;17.2;22.1;4.9;;;
942;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2017;0.19;0.067;13.9;2.486;0.422;263.4;19.5;15.0;17.5;22.5;5.1;;;
943;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2018;0.189;0.066;13.8;2.467;0.415;266.1;19.7;15.2;17.6;22.7;5.2;;;
944;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2019;0.192;0.068;14.0;2.499;0.423;267.9;20.5;15.8;18.3;23.7;5.5;0.1;0.0;
945;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2020;0.194;0.071;14.2;2.541;0.425;272.8;21.1;16.2;18.9;24.4;5.8;0.2;0.0;
946;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2021;0.194;0.069;14.3;2.518;0.432;269.3;21.6;16.6;19.2;25.0;5.8;0.1;0.0;
947;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2022;0.182;0.063;13.5;2.384;0.383;264.7;23.0;18.2;20.3;26.1;6.1;0.1;0.0;
948;Gestandaardiseerd inkomen;Bron: Uitkering arbeidsongeschiktheid;2023;0.183;0.062;13.6;2.401;0.396;274.6;25.3;19.9;22.6;29.0;7.0;0.2;0.0;
949;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2011;0.252;0.173;17.9;3.355;0.495;1987.1;23.8;16.6;20.4;27.0;47.3;8.1;2.5;1.2
950;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2012;0.255;0.178;18.0;3.4;0.5;2024.2;24.4;16.9;20.9;27.6;49.4;8.8;2.8;1.3
951;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2013;0.253;0.176;17.8;3.375;0.495;2052.2;24.3;17.0;20.9;27.6;49.9;8.5;2.7;1.3
952;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2014;0.277;0.231;19.9;3.654;0.499;2065.0;26.0;17.5;21.5;28.4;53.7;10.9;4.7;1.9
953;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2015;0.249;0.173;17.6;3.316;0.496;2084.7;25.2;17.7;21.6;28.7;52.4;8.4;2.6;1.3
954;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2016;0.253;0.176;18.0;3.346;0.496;2103.3;25.8;18.0;22.0;29.2;54.3;8.8;3.1;1.4
955;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2017;0.282;0.245;20.2;3.759;0.498;2131.6;27.4;18.4;22.5;29.9;58.4;11.6;5.7;2.5
956;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2018;0.258;0.205;18.3;3.426;0.488;2124.8;26.7;18.6;22.8;29.9;56.7;9.2;3.7;1.9
957;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2019;0.285;0.287;20.5;3.796;0.499;2137.6;29.0;19.4;23.8;31.5;61.9;11.9;6.1;3.1
958;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2020;0.258;0.208;18.4;3.462;0.496;2168.9;28.6;20.0;24.5;32.3;62.1;9.5;3.9;2.0
959;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2021;0.258;0.215;18.3;3.435;0.499;2201.7;29.7;20.6;25.5;33.6;65.5;9.7;4.1;2.1
960;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2022;0.25;0.208;17.9;3.254;0.478;2200.8;31.3;22.0;26.8;35.0;68.8;9.8;4.4;2.4
961;Gestandaardiseerd inkomen;Bron: Uitkering pensioen;2023;0.26;0.265;18.5;3.401;0.469;2212.6;34.1;23.8;29.0;37.6;75.5;11.7;6.1;3.8
962;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2011;0.135;0.048;8.7;2.059;0.192;351.2;12.5;11.4;12.7;13.8;4.4;;;
963;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2012;0.133;0.047;8.7;2.048;0.187;367.8;12.6;11.5;12.8;13.9;4.6;;;
964;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2013;0.133;0.046;8.7;2.034;0.197;398.7;12.6;11.4;12.8;14.0;5.0;;;
965;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2014;0.126;0.041;8.3;1.953;0.187;409.4;13.1;12.0;13.4;14.5;5.4;;;
966;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2015;0.121;0.037;7.9;1.89;0.183;422.0;13.4;12.2;13.7;14.7;5.6;;;
967;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2016;0.115;0.035;7.6;1.839;0.174;435.9;13.6;12.4;13.9;14.9;5.9;;;
968;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2017;0.112;0.033;7.4;1.801;0.17;447.1;13.9;12.7;14.2;15.2;6.2;;;
969;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2018;0.108;0.032;7.2;1.768;0.167;429.9;14.0;13.0;14.4;15.4;6.0;;;
970;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2019;0.106;0.03;7.0;1.742;0.159;412.4;14.6;13.5;14.9;15.9;6.0;0.0;;
971;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2020;0.118;0.041;7.8;1.889;0.165;438.3;14.9;13.8;15.3;16.3;6.5;0.0;;
972;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2021;0.112;0.035;7.3;1.811;0.154;420.9;15.4;14.3;15.7;16.7;6.5;0.0;;
973;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2022;0.148;0.08;9.5;2.505;0.166;418.3;16.2;15.7;17.5;18.5;6.8;0.0;;
974;Gestandaardiseerd inkomen;Bron: Uitkering sociale voorziening;2023;0.144;0.065;9.5;2.434;0.155;412.9;17.8;17.2;19.1;20.1;7.3;0.0;;
975;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2011;0.346;0.225;25.1;7.419;0.772;98.8;5.0;2.9;4.4;6.6;0.5;;;
976;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2012;0.355;0.246;25.8;8.298;0.762;100.3;4.8;2.8;4.2;6.4;0.5;;;
977;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2013;0.343;0.231;24.9;7.043;0.732;106.2;5.1;3.0;4.5;6.6;0.5;;;
978;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2014;0.346;0.224;25.2;7.178;0.76;112.4;5.2;3.0;4.5;6.8;0.6;;;
979;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2015;0.352;0.257;25.9;7.307;0.787;112.3;5.4;3.1;4.6;7.0;0.6;;;
980;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2016;0.405;0.365;29.0;21.06;0.88;91.6;5.2;2.9;4.4;7.1;0.5;;;
981;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2017;0.462;0.424;33.6;;1.147;68.5;4.9;2.0;4.2;7.2;0.3;;;
982;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2018;0.558;0.652;41.8;;1.76;54.3;4.3;0.0;3.4;7.0;0.2;;;
983;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2019;0.604;0.916;45.4;;2.018;45.4;4.4;-0.3;3.1;7.1;0.2;0.0;;
984;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2020;0.627;1.026;47.5;;2.196;47.7;4.4;-0.3;2.8;7.1;0.2;0.0;0.0;0.0
985;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2021;0.608;0.934;45.8;;2.123;41.2;4.8;-0.3;3.2;7.8;0.2;0.0;0.0;
986;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2022;0.33;0.184;24.1;5.164;0.883;19.0;8.2;4.7;7.5;11.2;0.2;;;
987;Gestandaardiseerd inkomen;Bron: Studiefinanciering;2023;0.504;0.509;38.3;;1.635;39.1;5.7;1.9;3.7;8.6;0.2;;;
988;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2011;0.246;0.154;16.8;3.398;0.469;4160.8;31.3;22.2;27.8;35.5;130.2;39.8;9.6;3.1
989;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2012;0.245;0.156;16.7;3.383;0.463;4195.2;31.6;22.5;28.1;35.7;132.4;40.5;9.8;3.2
990;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2013;0.242;0.148;16.5;3.322;0.464;4226.7;31.9;22.8;28.5;36.2;134.8;40.8;9.5;3.0
991;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2014;0.262;0.185;17.9;3.561;0.463;4254.4;33.9;23.5;29.4;37.3;144.1;46.3;13.2;4.1
992;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2015;0.24;0.149;16.4;3.297;0.463;4287.0;33.4;23.8;29.9;37.9;143.1;43.0;10.1;3.3
993;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2016;0.24;0.146;16.4;3.261;0.46;4327.4;34.8;24.8;31.1;39.3;150.6;45.3;10.9;3.6
994;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2017;0.249;0.164;17.0;3.36;0.457;4369.3;36.1;25.4;31.8;40.2;157.9;49.0;13.0;4.3
995;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2018;0.242;0.16;16.6;3.268;0.45;4415.7;36.4;25.9;32.3;40.6;160.8;49.1;12.7;4.5
996;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2019;0.266;0.228;18.2;3.566;0.451;4456.2;39.4;27.1;33.8;42.6;175.6;57.5;18.4;7.6
997;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2020;0.245;0.171;16.7;3.308;0.451;4487.2;39.7;28.2;35.2;44.2;178.1;54.7;14.6;5.5
998;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2021;0.245;0.17;16.7;3.3;0.454;4514.5;41.5;29.4;36.7;46.3;187.5;57.4;15.1;5.5
999;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2022;0.245;0.171;16.6;3.283;0.451;4566.1;43.8;31.0;38.7;48.6;199.9;61.4;16.6;6.2
1000;Gestandaardiseerd inkomen;Woningbezit: eigen woning;2023;0.248;0.2;16.7;3.327;0.443;4583.6;47.1;33.4;41.5;51.9;216.1;67.6;19.9;8.5
1001;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2011;0.25;0.13;16.8;3.896;0.469;3186.7;18.1;13.4;16.9;21.6;57.8;3.5;0.8;0.2
1002;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2012;0.253;0.138;17.0;3.99;0.473;3216.9;18.2;13.4;17.0;21.7;58.5;3.6;0.9;0.3
1003;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2013;0.254;0.135;17.1;3.989;0.472;3241.2;18.2;13.4;17.0;21.6;58.9;3.7;0.8;0.3
1004;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2014;0.256;0.141;17.2;4.005;0.465;3242.0;18.7;13.8;17.4;22.1;60.7;4.0;0.9;0.3
1005;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2015;0.256;0.143;17.2;4.003;0.461;3281.6;19.0;14.0;17.6;22.4;62.3;4.2;1.1;0.4
1006;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2016;0.258;0.142;17.4;4.024;0.474;3295.8;19.6;14.3;18.1;23.1;64.4;4.3;1.0;0.4
1007;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2017;0.258;0.15;17.4;4.002;0.469;3325.6;20.0;14.7;18.6;23.6;66.5;4.5;1.1;0.4
1008;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2018;0.255;0.143;17.2;3.954;0.466;3344.9;20.3;15.0;18.9;24.0;67.9;4.4;1.1;0.4
1009;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2019;0.257;0.145;17.4;3.976;0.481;3371.2;21.3;15.6;19.8;25.3;71.9;4.7;1.2;0.4
1010;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2020;0.257;0.142;17.5;3.98;0.495;3407.3;22.2;16.1;20.5;26.5;75.6;4.9;1.2;0.4
1011;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2021;0.258;0.141;17.7;3.932;0.511;3436.9;23.3;16.6;21.4;27.8;80.0;5.4;1.3;0.4
1012;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2022;0.25;0.137;17.2;3.732;0.478;3475.3;24.8;18.4;22.6;29.4;86.3;5.7;1.4;0.5
1013;Gestandaardiseerd inkomen;Woningbezit: huurwoning;2023;0.247;0.134;16.9;3.735;0.477;3573.3;26.9;19.9;24.8;32.0;96.0;6.0;1.5;0.6
1014;Vermogen;Particuliere huishoudens;2011;0.777;1.602;60.0;;6.043;7347.6;168.8;0.6;31.8;192.9;1240.3;774.0;317.9;125.1
1015;Vermogen;Particuliere huishoudens;2012;0.791;1.721;61.8;;7.02;7412.1;158.5;0.1;25.1;176.6;1174.6;765.5;319.1;126.1
1016;Vermogen;Particuliere huishoudens;2013;0.818;1.988;64.8;;8.9;7467.8;150.4;-0.6;17.2;153.0;1123.0;796.9;357.4;145.8
1017;Vermogen;Particuliere huishoudens;2014;0.818;2.045;64.8;;8.894;7496.4;150.9;-0.9;17.3;153.6;1131.2;801.6;361.3;154.0
1018;Vermogen;Particuliere huishoudens;2015;0.814;1.947;64.0;;7.729;7568.5;160.4;-0.1;20.9;161.6;1214.3;847.8;386.4;157.3
1019;Vermogen;Particuliere huishoudens;2016;0.808;1.891;63.2;;7.22;7623.2;166.8;0.1;23.5;169.6;1271.5;869.7;391.1;163.8
1020;Vermogen;Particuliere huishoudens;2017;0.8;1.87;62.0;;6.081;7694.9;182.6;0.7;30.2;184.5;1404.9;939.8;426.6;184.7
1021;Vermogen;Particuliere huishoudens;2018;0.789;1.754;60.7;;5.145;7760.6;199.9;1.3;39.4;204.3;1551.6;1010.0;454.1;192.1
1022;Vermogen;Particuliere huishoudens;2019;0.774;1.631;59.0;;4.306;7827.4;216.8;1.9;52.4;227.6;1697.3;1067.0;471.8;193.9
1023;Vermogen;Particuliere huishoudens;2020;0.766;1.591;57.9;;3.801;7894.5;239.2;2.6;65.3;250.8;1888.0;1168.0;520.8;215.6
1024;Vermogen;Particuliere huishoudens;2021;0.74;1.412;55.3;;3.221;7951.4;259.5;4.4;88.4;289.2;2063.5;1200.0;506.0;200.1
1025;Vermogen;Particuliere huishoudens;2022;0.719;1.35;52.9;;2.671;8041.4;319.8;5.5;135.3;367.0;2571.6;1423.0;608.1;255.9
1026;Vermogen;Particuliere huishoudens;2023;0.723;1.37;53.3;;2.744;8156.9;322.9;5.2;133.3;371.0;2634.2;1467.0;624.3;260.2
1027;Vermogen;Type: Eenpersoonshuishouden;2011;0.826;1.831;67.7;;10.3;2623.5;98.6;0.0;8.4;86.2;258.6;141.8;48.9;18.2
1028;Vermogen;Type: Eenpersoonshuishouden;2012;0.833;1.928;68.7;;11.17;2673.3;93.2;0.0;7.0;77.7;249.2;142.1;49.2;18.9
1029;Vermogen;Type: Eenpersoonshuishouden;2013;0.846;2.092;70.1;;14.39;2713.4;87.8;0.0;4.7;68.0;238.4;145.9;53.0;20.3
1030;Vermogen;Type: Eenpersoonshuishouden;2014;0.85;2.398;70.2;;14.82;2721.7;91.7;-0.1;4.7;70.2;249.6;155.5;62.2;
1031;Vermogen;Type: Eenpersoonshuishouden;2015;0.841;2.04;69.2;;11.45;2782.7;92.3;0.0;6.5;74.1;256.8;152.8;55.8;21.2
1032;Vermogen;Type: Eenpersoonshuishouden;2016;0.839;2.022;68.9;;11.27;2820.4;96.5;0.0;7.0;78.6;272.2;160.1;59.7;24.2
1033;Vermogen;Type: Eenpersoonshuishouden;2017;0.833;1.935;68.0;;10.45;2872.5;102.9;0.2;8.3;87.0;295.7;168.4;61.5;24.5
1034;Vermogen;Type: Eenpersoonshuishouden;2018;0.828;1.901;67.2;;10.2;2910.1;112.5;0.3;9.7;99.2;327.5;182.2;67.7;28.0
1035;Vermogen;Type: Eenpersoonshuishouden;2019;0.819;1.822;66.2;;10.21;2949.8;121.3;0.5;11.2;115.2;357.9;191.1;69.4;28.4
1036;Vermogen;Type: Eenpersoonshuishouden;2020;0.814;1.782;65.4;;10.41;2985.9;132.7;0.6;12.6;131.7;396.1;207.2;76.1;31.4
1037;Vermogen;Type: Eenpersoonshuishouden;2021;0.798;1.624;63.8;;10.01;3014.0;144.1;1.0;15.7;158.1;434.4;210.6;73.1;27.6
1038;Vermogen;Type: Eenpersoonshuishouden;2022;0.789;1.593;62.8;;11.51;3085.0;174.1;1.0;18.0;208.4;537.1;244.8;89.0;37.3
1039;Vermogen;Type: Eenpersoonshuishouden;2023;0.79;1.614;63.0;;11.72;3164.0;173.3;1.1;17.7;208.8;548.4;246.4;89.7;38.7
1040;Vermogen;Type: Meerpersoonshuishouden;2011;0.746;1.473;56.1;;3.365;4724.0;207.8;2.0;69.2;234.7;981.6;632.3;269.0;106.9
1041;Vermogen;Type: Meerpersoonshuishouden;2012;0.764;1.597;58.2;;3.929;4738.8;195.3;0.4;55.1;217.0;925.4;623.4;269.9;107.2
1042;Vermogen;Type: Meerpersoonshuishouden;2013;0.797;1.889;61.9;;4.987;4754.4;186.1;-1.8;38.3;191.0;884.6;651.1;304.5;125.5
1043;Vermogen;Type: Meerpersoonshuishouden;2014;0.795;1.881;61.8;;5.021;4774.7;184.6;-2.4;38.1;191.2;881.6;646.1;299.1;124.4
1044;Vermogen;Type: Meerpersoonshuishouden;2015;0.793;1.847;61.1;;4.553;4785.8;200.1;-0.7;44.3;201.6;957.5;695.0;330.6;136.1
1045;Vermogen;Type: Meerpersoonshuishouden;2016;0.784;1.781;60.1;;4.157;4802.8;208.1;0.3;50.8;211.5;999.4;709.6;331.4;139.6
1046;Vermogen;Type: Meerpersoonshuishouden;2017;0.775;1.773;58.8;;3.612;4822.4;230.0;2.0;63.1;229.9;1109.2;771.5;365.0;160.2
1047;Vermogen;Type: Meerpersoonshuishouden;2018;0.76;1.635;57.2;;3.141;4850.5;252.4;5.0;79.1;253.5;1224.1;828.4;386.5;164.1
1048;Vermogen;Type: Meerpersoonshuishouden;2019;0.741;1.498;55.3;;2.741;4877.5;274.6;9.2;98.9;280.2;1339.4;876.8;402.3;165.5
1049;Vermogen;Type: Meerpersoonshuishouden;2020;0.731;1.456;54.1;;2.492;4908.6;303.9;13.4;117.8;307.1;1492.0;961.3;444.7;184.2
1050;Vermogen;Type: Meerpersoonshuishouden;2021;0.699;1.271;51.1;;2.193;4937.4;330.0;21.7;150.2;351.1;1629.1;989.4;432.8;172.5
1051;Vermogen;Type: Meerpersoonshuishouden;2022;0.67;1.195;48.1;;1.881;4956.4;410.5;33.7;217.1;442.0;2034.4;1178.0;519.0;218.6
1052;Vermogen;Type: Meerpersoonshuishouden;2023;0.673;1.211;48.4;;1.903;4992.9;417.8;30.9;220.3;450.2;2085.8;1220.0;534.6;221.5
1053;Vermogen;Type: Eenoudergezin;2011;0.845;2.07;69.9;;20.09;472.2;90.7;-0.5;3.9;79.1;42.8;25.0;9.2;3.6
1054;Vermogen;Type: Eenoudergezin;2012;0.852;2.171;71.2;;21.91;485.9;81.8;-1.5;3.1;68.3;39.8;24.2;8.7;3.1
1055;Vermogen;Type: Eenoudergezin;2013;0.869;2.49;74.0;;27.34;496.9;73.0;-2.7;1.9;51.2;36.3;24.6;9.6;3.5
