ID;Bouwjaar;Perioden;TotaalNederland_1;Groningen_2;Fryslan_3;Drenthe_4;Overijssel_5;Flevoland_6;Gelderland_7;Utrecht_8;NoordHolland_9;ZuidHolland_10;Zeeland_11;NoordBrabant_12;Limburg_13;TotaalMotorfietsen_14;k_1Cilinder_15;k_2Cilinders_16;k_3Cilinders_17;k_4Cilinders_18;k_5Cilinders_19;k_6Cilinders_20;OverigEnOnbekendAantalCilinders_21;TotaalMotorfietsen_22;k_50Cc_23;k_51125Cc_24;k_126175Cc_25;k_176250Cc_26;k_251375Cc_27;k_376500Cc_28;k_501625Cc_29;k_626750Cc_30;k_751875Cc_31;k_8761000Cc_32;k_10011125Cc_33;k_1126CcEnMeer_34;OverigEnOnbekend_35;TotaalMotorfietsen_36;k_18Tot20Jaar_37;k_20Tot25Jaar_38;k_25Tot30Jaar_39;k_30Tot40Jaar_40;k_40Tot50Jaar_41;k_50Tot60Jaar_42;k_60Tot65Jaar_43;k_65JaarEnOuder_44;OpNaamRechtspersoon_45
97;Bouwjaren vanaf 2020;2025;86879;2357;2618;2752;5288;2202;10617;6623;14723;18325;2094;13857;5423;86879;15732;49991;7380;11807;0;535;1434;86879;0;3091;794;594;8108;5370;1116;21032;6667;15635;5362;17676;1434;86879;392;6243;7945;13974;10957;17882;9578;9114;10794
98;Bouwjaar 1899;2019;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
99;Bouwjaar 1899;2020;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
100;Bouwjaar 1899;2021;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
101;Bouwjaar 1899;2022;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
102;Bouwjaar 1899;2023;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
103;Bouwjaar 1899;2024;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
104;Bouwjaar 1899;2025;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
105;Bouwjaar 1900;2019;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0
106;Bouwjaar 1900;2020;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0
107;Bouwjaar 1900;2021;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0
108;Bouwjaar 1900;2022;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0
109;Bouwjaar 1900;2023;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0
110;Bouwjaar 1900;2024;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0
111;Bouwjaar 1900;2025;2;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0
112;Bouwjaar 1901;2019;3;0;0;1;0;0;0;0;1;1;0;0;0;3;2;0;0;0;0;0;1;3;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;0;2;0
113;Bouwjaar 1901;2020;3;0;0;1;0;0;0;0;1;1;0;0;0;3;2;0;0;0;0;0;1;3;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;0;2;0
114;Bouwjaar 1901;2021;3;0;0;1;0;0;0;0;1;1;0;0;0;3;2;0;0;0;0;0;1;3;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;1;0;0;0;2;0
115;Bouwjaar 1901;2022;2;0;0;1;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0
116;Bouwjaar 1901;2023;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0
117;Bouwjaar 1901;2024;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0
118;Bouwjaar 1901;2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
119;Bouwjaar 1902;2019;7;1;0;1;0;0;3;0;1;0;0;0;1;7;7;0;0;0;0;0;0;7;0;0;0;2;4;1;0;0;0;0;0;0;0;7;0;0;0;0;0;4;1;2;0
120;Bouwjaar 1902;2020;7;1;0;1;0;0;3;0;1;0;0;0;1;7;7;0;0;0;0;0;0;7;0;0;0;2;4;1;0;0;0;0;0;0;0;7;0;0;0;0;0;4;0;3;0
121;Bouwjaar 1902;2021;7;1;0;1;0;0;3;0;1;0;0;0;1;7;7;0;0;0;0;0;0;7;0;0;0;2;4;1;0;0;0;0;0;0;0;7;0;0;0;0;0;4;0;3;0
122;Bouwjaar 1902;2022;7;1;0;1;0;0;3;0;1;0;0;0;1;7;7;0;0;0;0;0;0;7;0;0;0;2;4;1;0;0;0;0;0;0;0;7;0;0;0;0;0;4;0;3;0
123;Bouwjaar 1902;2023;7;1;0;1;0;0;3;0;1;0;0;0;1;7;7;0;0;0;0;0;0;7;0;0;0;2;4;1;0;0;0;0;0;0;0;7;0;0;0;0;0;4;0;3;0
124;Bouwjaar 1902;2024;7;1;0;1;0;0;3;0;1;0;0;0;1;7;7;0;0;0;0;0;0;7;0;0;0;2;4;1;0;0;0;0;0;0;0;7;0;0;0;0;0;4;0;3;0
125;Bouwjaar 1902;2025;7;1;0;1;0;0;3;0;1;0;0;0;1;7;7;0;0;0;0;0;0;7;0;0;0;2;4;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;4;3;0
126;Bouwjaar 1903;2019;10;1;1;3;1;0;2;2;0;0;0;0;0;10;10;0;0;0;0;0;0;10;0;0;0;2;6;2;0;0;0;0;0;0;0;10;0;0;0;0;1;2;0;7;0
127;Bouwjaar 1903;2020;10;1;0;3;1;0;2;2;0;0;0;0;1;10;10;0;0;0;0;0;0;10;0;0;0;1;7;2;0;0;0;0;0;0;0;10;0;0;0;0;2;2;0;6;0
128;Bouwjaar 1903;2021;10;1;0;3;1;0;2;2;0;0;0;0;1;10;10;0;0;0;0;0;0;10;0;0;0;1;7;2;0;0;0;0;0;0;0;10;0;0;0;0;2;2;0;6;0
129;Bouwjaar 1903;2022;12;1;0;3;1;0;2;4;0;0;0;0;1;12;12;0;0;0;0;0;0;12;0;0;0;1;8;3;0;0;0;0;0;0;0;12;0;0;0;0;2;2;0;8;0
130;Bouwjaar 1903;2023;12;1;0;3;1;0;1;4;0;1;0;0;1;12;12;0;0;0;0;0;0;12;0;0;0;0;8;4;0;0;0;0;0;0;0;12;0;0;0;0;2;1;0;8;1
131;Bouwjaar 1903;2024;11;2;1;3;1;0;1;3;0;0;0;0;0;11;11;0;0;0;0;0;0;11;0;0;0;0;7;4;0;0;0;0;0;0;0;11;0;0;0;0;1;1;0;9;0
132;Bouwjaar 1903;2025;12;2;1;3;1;0;1;2;0;0;0;1;1;12;12;0;0;0;0;0;0;12;0;0;0;0;7;5;0;0;0;0;0;0;0;12;0;0;0;1;1;0;1;9;0
133;Bouwjaar 1904;2019;12;2;0;2;1;0;3;1;0;0;0;1;2;12;11;1;0;0;0;0;0;12;0;0;1;2;6;3;0;0;0;0;0;0;0;12;0;0;0;0;2;3;1;5;1
134;Bouwjaar 1904;2020;11;2;0;2;1;0;3;1;0;0;0;0;2;11;10;1;0;0;0;0;0;11;0;0;1;2;5;3;0;0;0;0;0;0;0;11;0;0;0;0;2;3;1;4;1
135;Bouwjaar 1904;2021;12;3;0;2;1;0;3;1;0;0;0;0;2;12;11;1;0;0;0;0;0;12;0;0;1;2;6;3;0;0;0;0;0;0;0;12;0;0;0;0;2;4;1;4;1
136;Bouwjaar 1904;2022;12;3;0;2;1;0;3;1;0;0;0;0;2;12;11;1;0;0;0;0;0;12;0;0;1;2;6;3;0;0;0;0;0;0;0;12;0;0;0;0;2;4;0;5;1
137;Bouwjaar 1904;2023;13;4;0;2;1;0;3;1;0;0;0;0;2;13;12;1;0;0;0;0;0;13;0;0;1;2;6;4;0;0;0;0;0;0;0;13;0;0;0;0;2;4;0;6;1
138;Bouwjaar 1904;2024;13;4;0;2;1;0;3;1;0;0;0;0;2;13;12;1;0;0;0;0;0;13;0;0;1;2;6;4;0;0;0;0;0;0;0;13;0;0;0;0;2;4;0;6;1
139;Bouwjaar 1904;2025;14;4;0;2;1;0;3;1;0;0;0;1;2;14;13;1;0;0;0;0;0;14;0;0;1;2;7;4;0;0;0;0;0;0;0;14;0;0;0;0;1;3;2;7;1
140;Bouwjaar 1905;2019;4;0;0;0;0;0;3;0;0;0;0;0;1;4;1;3;0;0;0;0;0;4;0;0;0;1;1;2;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;3;0
141;Bouwjaar 1905;2020;4;0;0;0;0;0;3;0;0;0;0;0;1;4;1;3;0;0;0;0;0;4;0;0;0;1;1;2;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;3;0
142;Bouwjaar 1905;2021;4;0;0;0;0;0;3;0;0;0;0;0;1;4;1;3;0;0;0;0;0;4;0;0;0;1;1;2;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;3;0
143;Bouwjaar 1905;2022;3;0;0;0;0;0;2;0;0;0;0;0;1;3;0;3;0;0;0;0;0;3;0;0;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;2;0
144;Bouwjaar 1905;2023;3;0;0;0;0;0;2;0;0;0;0;0;1;3;0;3;0;0;0;0;0;3;0;0;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;2;0
145;Bouwjaar 1905;2024;4;0;1;0;0;0;2;0;0;0;0;0;1;4;1;3;0;0;0;0;0;4;0;0;0;0;2;2;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;3;0
146;Bouwjaar 1905;2025;4;0;1;0;0;0;2;0;0;0;0;0;1;4;1;3;0;0;0;0;0;4;0;0;0;0;2;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;3;0
147;Bouwjaar 1906;2019;8;2;1;2;0;0;3;0;0;0;0;0;0;8;4;4;0;0;0;0;0;8;0;0;0;0;2;5;0;1;0;0;0;0;0;8;0;0;0;0;1;4;0;3;0
148;Bouwjaar 1906;2020;9;2;1;2;0;0;3;0;0;0;0;1;0;9;4;5;0;0;0;0;0;9;0;0;0;0;2;6;0;1;0;0;0;0;0;9;0;0;0;0;1;4;0;4;0
149;Bouwjaar 1906;2021;9;3;1;2;0;0;3;0;0;0;0;0;0;9;4;5;0;0;0;0;0;9;0;0;0;0;2;6;0;1;0;0;0;0;0;9;0;0;0;0;2;4;0;3;0
150;Bouwjaar 1906;2022;9;3;1;2;0;0;3;0;0;0;0;0;0;9;4;5;0;0;0;0;0;9;0;0;0;0;2;6;0;1;0;0;0;0;0;9;0;0;0;0;2;4;0;3;0
151;Bouwjaar 1906;2023;9;3;1;2;0;0;3;0;0;0;0;0;0;9;4;5;0;0;0;0;0;9;0;0;0;0;2;6;0;1;0;0;0;0;0;9;0;0;0;0;2;4;0;3;0
152;Bouwjaar 1906;2024;9;3;1;1;0;0;3;0;0;0;0;1;0;9;4;5;0;0;0;0;0;9;0;0;0;0;2;6;0;1;0;0;0;0;0;9;0;0;0;0;1;5;0;3;0
153;Bouwjaar 1906;2025;9;3;1;1;0;0;3;0;0;0;0;1;0;9;4;5;0;0;0;0;0;9;0;0;0;0;2;6;0;1;0;0;0;0;0;9;0;0;0;0;1;2;3;3;0
154;Bouwjaar 1907;2019;10;0;1;3;1;0;2;0;0;1;0;1;1;10;7;3;0;0;0;0;0;10;0;0;0;4;1;3;1;0;0;0;0;0;1;10;0;0;1;0;0;3;2;4;0
155;Bouwjaar 1907;2020;10;0;1;3;1;0;2;0;0;1;0;1;1;10;7;3;0;0;0;0;0;10;0;0;0;4;1;3;1;0;0;0;0;0;1;10;0;0;1;0;0;2;3;4;0
156;Bouwjaar 1907;2021;9;0;1;2;1;0;2;0;0;1;0;1;1;9;6;3;0;0;0;0;0;9;0;0;0;3;1;3;1;0;0;0;0;0;1;9;0;0;1;0;0;2;3;3;0
157;Bouwjaar 1907;2022;9;0;1;2;1;0;2;0;0;1;0;1;1;9;6;3;0;0;0;0;0;9;0;0;0;3;1;3;1;0;0;0;0;0;1;9;0;0;1;0;0;2;2;4;0
158;Bouwjaar 1907;2023;9;0;1;2;1;0;2;0;0;1;0;1;1;9;6;3;0;0;0;0;0;9;0;0;0;3;1;3;1;0;0;0;0;0;1;9;0;0;1;0;0;1;2;5;0
159;Bouwjaar 1907;2024;9;0;1;2;1;0;2;0;0;1;0;1;1;9;6;3;0;0;0;0;0;9;0;0;0;3;1;3;1;0;0;0;0;0;1;9;0;0;0;1;0;1;2;5;0
160;Bouwjaar 1907;2025;7;0;1;0;1;0;2;0;0;1;0;1;1;7;5;2;0;0;0;0;0;7;0;0;0;3;1;2;1;0;0;0;0;0;0;7;0;0;0;2;0;0;2;3;0
161;Bouwjaar 1908;2019;7;0;1;0;0;0;4;0;0;0;1;1;0;7;3;4;0;0;0;0;0;7;0;0;0;1;3;1;0;0;0;2;0;0;0;7;0;0;0;0;0;3;0;4;0
162;Bouwjaar 1908;2020;7;0;1;0;0;0;4;0;0;0;1;1;0;7;3;4;0;0;0;0;0;7;0;0;0;1;3;1;0;0;0;2;0;0;0;7;0;0;0;0;0;3;0;4;0
163;Bouwjaar 1908;2021;7;0;1;0;0;0;4;0;0;0;1;1;0;7;3;4;0;0;0;0;0;7;0;0;0;1;3;1;0;0;0;2;0;0;0;7;0;0;0;0;0;3;0;4;0
164;Bouwjaar 1908;2022;7;0;1;0;0;0;4;0;0;0;1;1;0;7;3;4;0;0;0;0;0;7;0;0;0;1;3;1;0;0;0;2;0;0;0;7;0;0;0;0;0;3;0;4;0
165;Bouwjaar 1908;2023;7;0;1;0;0;0;4;0;0;0;1;1;0;7;3;4;0;0;0;0;0;7;0;0;0;1;3;1;0;0;0;2;0;0;0;7;0;0;0;0;0;3;0;4;0
166;Bouwjaar 1908;2024;7;0;1;0;0;0;4;0;0;0;1;1;0;7;3;4;0;0;0;0;0;7;0;0;0;1;3;1;0;0;0;2;0;0;0;7;0;0;0;0;0;3;0;4;0
167;Bouwjaar 1908;2025;7;0;1;0;0;0;4;0;0;0;1;1;0;7;3;4;0;0;0;0;0;7;0;0;0;1;3;1;0;0;0;2;0;0;0;7;0;0;0;0;0;0;3;4;0
168;Bouwjaar 1909;2019;7;1;0;1;0;0;0;0;0;1;1;1;2;7;7;0;0;0;0;0;0;7;0;0;0;2;0;5;0;0;0;0;0;0;0;7;0;0;0;1;1;0;1;4;0
169;Bouwjaar 1909;2020;7;1;0;1;0;0;0;0;0;1;1;1;2;7;7;0;0;0;0;0;0;7;0;0;0;2;0;5;0;0;0;0;0;0;0;7;0;0;0;1;1;0;1;4;0
170;Bouwjaar 1909;2021;7;1;0;1;0;0;0;0;0;1;1;1;2;7;7;0;0;0;0;0;0;7;0;0;0;2;0;5;0;0;0;0;0;0;0;7;0;0;0;0;2;0;1;4;0
171;Bouwjaar 1909;2022;7;1;0;1;0;0;0;0;0;1;1;1;2;7;7;0;0;0;0;0;0;7;0;0;0;2;0;5;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;5;0
172;Bouwjaar 1909;2023;7;1;0;1;0;0;0;0;0;1;1;1;2;7;7;0;0;0;0;0;0;7;0;0;0;2;0;5;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;5;0
173;Bouwjaar 1909;2024;6;1;0;1;0;0;0;0;0;1;1;1;1;6;6;0;0;0;0;0;0;6;0;0;0;1;0;5;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;5;0
174;Bouwjaar 1909;2025;6;1;0;1;0;0;0;0;0;1;1;1;1;6;6;0;0;0;0;0;0;6;0;0;0;1;0;5;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;5;0
175;Bouwjaar 1910;2019;13;2;1;2;3;0;3;1;0;0;1;0;0;13;9;3;0;1;0;0;0;13;0;0;0;4;3;5;0;0;0;0;1;0;0;13;0;0;0;1;2;6;1;3;0
176;Bouwjaar 1910;2020;12;2;1;2;2;0;3;1;0;0;0;1;0;12;8;3;0;1;0;0;0;12;0;0;0;3;3;5;0;0;0;0;1;0;0;12;0;0;0;1;2;4;2;3;0
177;Bouwjaar 1910;2021;11;1;1;2;2;0;3;1;0;0;0;1;0;11;7;3;0;1;0;0;0;11;0;0;0;2;3;5;0;0;0;0;1;0;0;11;0;0;0;0;2;3;3;3;0
178;Bouwjaar 1910;2022;12;2;1;2;1;0;4;1;0;0;0;0;1;12;7;4;0;1;0;0;0;12;0;0;0;2;3;5;0;1;0;0;1;0;0;12;0;0;0;0;4;3;1;4;0
179;Bouwjaar 1910;2023;11;2;1;2;1;0;3;1;0;0;0;0;1;11;7;3;0;1;0;0;0;11;0;0;0;2;2;5;0;1;0;0;1;0;0;11;0;0;0;0;4;2;1;4;0
180;Bouwjaar 1910;2024;12;2;1;2;1;0;3;1;0;0;0;0;2;12;8;3;0;1;0;0;0;12;0;0;0;2;2;5;1;1;0;0;1;0;0;12;0;0;0;0;3;3;2;4;0
181;Bouwjaar 1910;2025;12;2;1;1;1;0;3;1;0;1;0;0;2;12;7;4;0;1;0;0;0;12;0;0;0;2;2;4;1;2;0;0;1;0;0;12;0;0;0;0;1;4;2;5;0
182;Bouwjaar 1911;2019;20;4;0;2;1;0;3;1;0;2;0;6;1;20;17;3;0;0;0;0;0;20;0;0;0;2;5;12;0;1;0;0;0;0;0;20;0;0;0;0;3;4;3;10;0
183;Bouwjaar 1911;2020;21;4;0;2;1;0;3;0;0;2;0;8;1;21;18;3;0;0;0;0;0;21;0;0;0;2;5;13;0;1;0;0;0;0;0;21;0;0;0;0;2;5;2;12;0
184;Bouwjaar 1911;2021;22;4;0;2;1;0;3;0;0;2;0;8;2;22;19;3;0;0;0;0;0;22;0;0;0;2;5;14;0;1;0;0;0;0;0;22;0;0;0;0;3;5;2;12;0
185;Bouwjaar 1911;2022;22;4;0;2;1;0;3;0;0;2;0;8;2;22;19;3;0;0;0;0;0;22;0;0;0;2;5;14;0;1;0;0;0;0;0;22;0;0;0;0;3;5;2;12;0
186;Bouwjaar 1911;2023;22;4;0;1;1;0;4;1;0;2;0;7;2;22;19;3;0;0;0;0;0;22;0;0;0;2;6;13;0;1;0;0;0;0;0;22;0;0;0;0;3;4;1;14;0
187;Bouwjaar 1911;2024;23;4;0;1;1;0;4;1;0;2;0;7;3;23;20;3;0;0;0;0;0;23;0;0;0;2;6;13;1;1;0;0;0;0;0;23;0;0;0;0;2;6;1;14;0
188;Bouwjaar 1911;2025;23;4;0;1;1;0;4;0;0;2;0;8;3;23;20;3;0;0;0;0;0;23;0;0;0;2;6;13;1;1;0;0;0;0;0;23;0;0;0;0;2;4;2;15;0
189;Bouwjaar 1912;2019;24;4;2;3;1;0;2;1;4;1;0;4;2;24;17;6;0;1;0;0;0;24;0;0;0;2;6;14;0;2;0;0;0;0;0;24;0;0;0;1;5;3;3;12;0
190;Bouwjaar 1912;2020;25;5;3;3;1;0;2;1;4;1;0;3;2;25;18;6;0;1;0;0;0;25;0;0;0;2;6;15;0;2;0;0;0;0;0;25;0;0;0;1;6;3;2;13;0
191;Bouwjaar 1912;2021;26;4;3;4;1;0;2;1;4;1;0;2;4;26;18;5;0;3;0;0;0;26;0;0;0;1;5;17;0;2;0;0;0;0;1;26;0;0;0;1;8;3;2;12;0
192;Bouwjaar 1912;2022;21;4;3;3;0;0;2;1;2;0;0;2;4;21;15;4;0;2;0;0;0;21;0;0;0;0;3;15;0;2;0;0;0;0;1;21;0;0;0;0;8;2;1;10;0
193;Bouwjaar 1912;2023;20;3;3;4;0;0;1;1;2;0;0;2;4;20;14;4;0;2;0;0;0;20;0;0;0;0;3;13;1;2;0;0;0;0;1;20;0;0;0;0;7;1;2;10;0
194;Bouwjaar 1912;2024;21;3;4;4;0;0;1;1;2;0;0;2;4;21;15;4;0;2;0;0;0;21;0;0;0;0;4;13;1;2;0;0;0;0;1;21;0;0;0;0;5;3;2;11;0
195;Bouwjaar 1912;2025;23;3;4;4;1;0;1;1;2;0;0;2;5;23;17;4;0;2;0;0;0;23;0;0;0;0;4;14;2;2;0;0;0;0;1;23;0;0;0;0;2;8;1;12;0
196;Bouwjaar 1913;2019;42;6;2;5;3;0;8;2;3;5;0;5;3;42;26;14;0;2;0;0;0;42;0;0;0;3;8;19;2;1;2;6;0;1;0;42;0;0;0;2;4;5;6;25;0
197;Bouwjaar 1913;2020;41;5;2;5;3;0;8;2;3;5;0;5;3;41;25;14;0;2;0;0;0;41;0;0;0;3;8;19;2;1;1;6;0;1;0;41;0;0;0;2;3;6;3;27;0
198;Bouwjaar 1913;2021;39;4;2;5;2;0;8;2;3;5;0;4;4;39;24;13;0;2;0;0;0;39;0;0;0;1;7;20;2;1;1;6;0;1;0;39;0;0;0;2;4;5;3;25;0
199;Bouwjaar 1913;2022;35;3;2;4;2;0;8;2;2;4;0;4;4;35;21;12;0;2;0;0;0;35;0;0;0;1;7;17;2;1;1;5;0;1;0;35;0;0;0;0;4;4;1;26;0
200;Bouwjaar 1913;2023;35;3;2;4;2;0;8;2;2;4;0;4;4;35;21;12;0;2;0;0;0;35;0;0;0;1;7;17;2;1;1;5;0;1;0;35;0;0;0;0;4;3;2;26;0
201;Bouwjaar 1913;2024;35;3;2;4;2;0;8;1;2;3;0;5;5;35;20;13;0;2;0;0;0;35;0;0;0;1;7;15;2;1;2;6;0;1;0;35;0;0;0;1;3;6;2;23;0
202;Bouwjaar 1913;2025;38;4;2;4;2;0;8;2;2;3;0;6;5;38;22;14;0;2;0;0;0;38;0;0;0;1;8;16;3;1;2;6;0;1;0;38;0;0;0;1;1;7;5;24;0
203;Bouwjaar 1914;2019;47;5;4;11;3;0;7;3;3;3;0;3;5;47;28;19;0;0;0;0;0;47;0;1;1;3;9;11;10;3;3;6;0;0;0;47;0;0;0;2;9;7;6;23;0
204;Bouwjaar 1914;2020;48;5;4;11;3;0;8;1;3;3;0;5;5;48;28;20;0;0;0;0;0;48;0;1;1;3;9;12;10;3;3;6;0;0;0;48;0;0;0;1;7;10;5;25;0
205;Bouwjaar 1914;2021;49;7;4;11;3;0;7;1;3;5;0;4;4;49;29;20;0;0;0;0;0;49;0;1;1;4;10;12;9;3;3;6;0;0;0;49;0;0;0;1;8;11;1;28;0
206;Bouwjaar 1914;2022;47;6;4;10;2;0;7;1;2;5;0;4;6;47;30;17;0;0;0;0;0;47;0;1;1;4;9;13;9;3;2;5;0;0;0;47;0;0;0;0;9;11;0;27;0
207;Bouwjaar 1914;2023;48;6;5;9;3;0;7;1;3;5;0;4;5;48;29;19;0;0;0;0;0;48;0;1;1;4;10;12;9;3;2;6;0;0;0;48;0;0;0;0;7;11;2;28;0
208;Bouwjaar 1914;2024;49;6;6;9;3;0;7;1;3;5;0;4;5;49;29;20;0;0;0;0;0;49;0;1;1;4;11;12;9;3;2;6;0;0;0;49;0;0;0;0;3;14;6;26;0
209;Bouwjaar 1914;2025;50;6;6;9;2;0;7;2;3;5;0;4;6;50;31;19;0;0;0;0;0;50;0;1;1;4;11;13;9;3;2;6;0;0;0;50;0;0;0;0;4;13;5;28;0
210;Bouwjaar 1915;2019;16;2;2;3;2;0;2;0;0;2;1;0;2;16;9;7;0;0;0;0;0;16;0;0;0;2;2;3;4;0;0;5;0;0;0;16;0;0;0;0;3;5;1;7;0
211;Bouwjaar 1915;2020;16;2;2;3;2;0;2;0;0;2;1;0;2;16;9;7;0;0;0;0;0;16;0;0;0;2;2;3;4;0;0;5;0;0;0;16;0;0;0;0;3;5;1;7;0
212;Bouwjaar 1915;2021;16;2;2;3;2;0;2;0;0;2;1;0;2;16;9;7;0;0;0;0;0;16;0;0;0;2;2;3;4;0;0;5;0;0;0;16;0;0;0;0;2;6;1;7;0
213;Bouwjaar 1915;2022;16;2;2;3;2;0;2;0;0;2;1;0;2;16;9;7;0;0;0;0;0;16;0;0;0;2;2;3;4;0;0;5;0;0;0;16;0;0;0;0;2;6;1;7;0
214;Bouwjaar 1915;2023;16;2;2;3;2;0;2;0;0;2;1;0;2;16;9;7;0;0;0;0;0;16;0;0;0;2;2;3;4;0;0;5;0;0;0;16;0;0;0;0;2;6;0;8;0
215;Bouwjaar 1915;2024;16;2;2;3;2;0;2;0;1;1;1;0;2;16;9;7;0;0;0;0;0;16;0;0;0;2;2;3;4;0;0;5;0;0;0;16;0;0;0;0;1;6;1;8;0
216;Bouwjaar 1915;2025;16;1;2;4;2;0;2;0;1;1;1;0;2;16;9;7;0;0;0;0;0;16;0;0;0;2;2;3;4;0;0;5;0;0;0;16;0;0;0;0;1;5;2;8;0
217;Bouwjaar 1916;2019;12;0;0;1;3;0;2;2;3;0;0;1;0;12;4;8;0;0;0;0;0;12;0;0;0;0;1;1;3;1;0;6;0;0;0;12;0;0;0;0;0;1;4;7;0
218;Bouwjaar 1916;2020;13;0;0;1;2;0;3;2;3;0;0;2;0;13;5;8;0;0;0;0;0;13;0;0;0;0;1;1;4;1;0;6;0;0;0;13;0;0;0;0;0;1;3;9;0
219;Bouwjaar 1916;2021;14;1;0;1;2;0;3;2;4;0;0;1;0;14;5;9;0;0;0;0;0;14;0;0;0;0;1;1;4;1;0;7;0;0;0;14;0;0;0;0;0;1;2;11;0
220;Bouwjaar 1916;2022;13;1;0;1;2;0;3;2;3;0;0;1;0;13;5;8;0;0;0;0;0;13;0;0;0;0;1;1;4;1;0;6;0;0;0;13;0;0;0;0;0;1;2;10;0
221;Bouwjaar 1916;2023;13;1;0;1;2;0;3;2;2;0;0;2;0;13;6;7;0;0;0;0;0;13;0;0;0;1;1;1;4;1;0;5;0;0;0;13;0;0;0;0;0;2;0;11;0
222;Bouwjaar 1916;2024;13;1;0;1;2;0;3;2;2;0;0;2;0;13;6;7;0;0;0;0;0;13;0;0;0;1;1;1;4;1;0;5;0;0;0;13;0;0;0;0;0;2;0;11;0
