ID;TypeGefailleerde;BedrijfstakkenBranchesSBI2008;Perioden;UitgesprokenFaillissementen_1
6025;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 juli;0
6026;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 augustus;0
6027;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 september;0
6028;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 3e kwartaal;0
6029;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 oktober;0
6030;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 november;0
6031;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 december;0
6032;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022 4e kwartaal;0
6033;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2022;0
6034;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 januari;0
6035;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 februari;0
6036;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 maart;0
6037;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 1e kwartaal;0
6038;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 april;0
6039;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 mei;0
6040;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 juni;0
6041;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 2e kwartaal;0
6042;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 juli;0
6043;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 augustus;0
6044;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 september;0
6045;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 3e kwartaal;0
6046;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 oktober;0
6047;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 november;0
6048;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 december;0
6049;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023 4e kwartaal;0
6050;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2023;0
6051;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 januari;0
6052;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 februari;0
6053;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 maart;0
6054;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 1e kwartaal;0
6055;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 april;0
6056;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 mei;0
6057;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 juni;0
6058;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 2e kwartaal;0
6059;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 juli;0
6060;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 augustus;0
6061;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 september;0
6062;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 3e kwartaal;0
6063;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 oktober;0
6064;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 november;1
6065;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 december;0
6066;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024 4e kwartaal;1
6067;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2024;1
6068;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2025 januari;0
6069;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2025 februari;0
6070;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2025 maart;0
6071;Bedrijven, instellingen en eenmanszaken;08 Delfstoffenwinning (geen olie en gas);2025 1e kwartaal;0
6072;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 januari;0
6073;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 februari;0
6074;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 maart;0
6075;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 1e kwartaal;0
6076;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 april;0
6077;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 mei;0
6078;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 juni;0
6079;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 2e kwartaal;0
6080;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 juli;0
6081;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 augustus;0
6082;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 september;0
6083;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 3e kwartaal;0
6084;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 oktober;0
6085;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 november;0
6086;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 december;0
6087;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009 4e kwartaal;0
6088;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2009;0
6089;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 januari;0
6090;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 februari;0
6091;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 maart;0
6092;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 1e kwartaal;0
6093;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 april;0
6094;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 mei;0
6095;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 juni;0
6096;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 2e kwartaal;0
6097;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 juli;0
6098;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 augustus;0
6099;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 september;0
6100;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 3e kwartaal;0
6101;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 oktober;0
6102;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 november;0
6103;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 december;0
6104;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010 4e kwartaal;0
6105;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2010;0
6106;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 januari;0
6107;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 februari;0
6108;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 maart;0
6109;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 1e kwartaal;0
6110;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 april;0
6111;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 mei;0
6112;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 juni;0
6113;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 2e kwartaal;0
6114;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 juli;0
6115;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 augustus;0
6116;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 september;0
6117;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 3e kwartaal;0
6118;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 oktober;0
6119;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 november;0
6120;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 december;0
6121;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011 4e kwartaal;0
6122;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2011;0
6123;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 januari;0
6124;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 februari;0
6125;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 maart;0
6126;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 1e kwartaal;0
6127;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 april;0
6128;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 mei;0
6129;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 juni;0
6130;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 2e kwartaal;0
6131;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 juli;0
6132;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 augustus;0
6133;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 september;0
6134;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 3e kwartaal;0
6135;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 oktober;0
6136;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 november;0
6137;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 december;0
6138;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012 4e kwartaal;0
6139;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2012;0
6140;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 januari;0
6141;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 februari;0
6142;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 maart;0
6143;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 1e kwartaal;0
6144;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 april;0
6145;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 mei;0
6146;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 juni;0
6147;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 2e kwartaal;0
6148;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 juli;0
6149;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 augustus;0
6150;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 september;0
6151;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 3e kwartaal;0
6152;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 oktober;0
6153;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 november;0
6154;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 december;0
6155;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013 4e kwartaal;0
6156;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2013;0
6157;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 januari;0
6158;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 februari;0
6159;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 maart;0
6160;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 1e kwartaal;0
6161;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 april;0
6162;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 mei;0
6163;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 juni;0
6164;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 2e kwartaal;0
6165;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 juli;0
6166;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 augustus;0
6167;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 september;1
6168;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 3e kwartaal;1
6169;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 oktober;0
6170;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 november;0
6171;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 december;0
6172;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014 4e kwartaal;0
6173;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2014;1
6174;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 januari;0
6175;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 februari;0
6176;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 maart;0
6177;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 1e kwartaal;0
6178;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 april;0
6179;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 mei;0
6180;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 juni;0
6181;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 2e kwartaal;0
6182;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 juli;0
6183;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 augustus;0
6184;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 september;0
6185;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 3e kwartaal;0
6186;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 oktober;0
6187;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 november;0
6188;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 december;0
6189;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015 4e kwartaal;0
6190;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2015;0
6191;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 januari;0
6192;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 februari;0
6193;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 maart;0
6194;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 1e kwartaal;0
6195;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 april;0
6196;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 mei;0
6197;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 juni;0
6198;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 2e kwartaal;0
6199;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 juli;0
6200;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 augustus;0
6201;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 september;0
6202;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 3e kwartaal;0
6203;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 oktober;0
6204;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 november;0
6205;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 december;0
6206;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016 4e kwartaal;0
6207;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2016;0
6208;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2017 januari;0
6209;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2017 februari;0
6210;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2017 maart;0
6211;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2017 1e kwartaal;0
6212;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2017 april;0
6213;Bedrijven, instellingen en eenmanszaken;081 Winning van zand, grind en klei;2017 mei;0
