ID;EnergieverbruikersSBI2008;Perioden;TotaalNettoEnergieverbruik_1;Omzettingsverliezen_2;EnergetischFinaalVerbruik_3;NietEnergetischFinaalVerbruik_4;OverigeEnergieverliezen_5;TotaalBrutoEnergieverbruik_6;Winning_7;TotaalEnergieIngekocht_8;SteenkoolEnSteenkoolproducten_9;Aardoliegrondstoffen_10;MotorbrandstoffenVoorWegverkeer_11;OverigeAardolieproducten_12;OverigeEnergieproducten_13
279;22-23 Kunststof- en bouwmateriaalindustr;2008;42;0;42;0;0;42;1;41;2;0;1;1;37
280;22-23 Kunststof- en bouwmateriaalindustr;2009;37;0;37;0;0;37;1;36;1;0;1;1;33
281;22-23 Kunststof- en bouwmateriaalindustr;2010;38;0;38;0;0;38;1;37;2;0;1;1;34
282;22-23 Kunststof- en bouwmateriaalindustr;2011;35;0;35;0;0;35;1;34;1;0;1;1;31
283;22-23 Kunststof- en bouwmateriaalindustr;2012;35;0;34;0;0;35;1;34;1;0;1;1;31
284;22-23 Kunststof- en bouwmateriaalindustr;2013;33;0;33;0;0;33;1;32;1;0;1;0;30
285;22 Rubber- en kunststofproductindustrie;1995;7;0;7;0;0;7;0;7;0;0;0;0;7
286;22 Rubber- en kunststofproductindustrie;1996;7;0;7;0;0;7;0;7;0;0;0;0;7
287;22 Rubber- en kunststofproductindustrie;1997;7;0;7;0;0;7;0;7;0;0;0;0;7
288;22 Rubber- en kunststofproductindustrie;1998;7;0;7;0;0;7;0;7;0;0;0;0;7
289;22 Rubber- en kunststofproductindustrie;1999;8;0;8;0;0;8;0;8;0;0;0;0;7
290;22 Rubber- en kunststofproductindustrie;2000;8;0;8;0;0;8;0;8;0;0;0;0;7
291;22 Rubber- en kunststofproductindustrie;2001;8;0;8;0;0;8;0;8;0;0;0;0;8
292;22 Rubber- en kunststofproductindustrie;2002;8;0;8;0;0;8;0;8;0;0;0;0;8
293;22 Rubber- en kunststofproductindustrie;2003;8;0;8;0;0;8;0;8;0;0;0;0;8
294;22 Rubber- en kunststofproductindustrie;2004;8;0;8;0;0;8;0;8;0;0;0;0;8
295;22 Rubber- en kunststofproductindustrie;2005;8;0;8;0;0;8;0;8;0;0;0;0;8
296;22 Rubber- en kunststofproductindustrie;2006;8;0;8;0;0;8;0;8;0;0;0;0;8
297;22 Rubber- en kunststofproductindustrie;2007;8;0;8;0;0;8;0;8;0;0;0;0;8
298;22 Rubber- en kunststofproductindustrie;2008;8;0;8;0;0;8;0;8;0;0;0;0;8
299;22 Rubber- en kunststofproductindustrie;2009;6;0;6;0;0;6;0;6;0;0;0;0;6
300;22 Rubber- en kunststofproductindustrie;2010;6;0;6;0;0;6;0;6;0;0;0;0;6
301;22 Rubber- en kunststofproductindustrie;2011;7;0;7;0;0;7;0;7;0;0;0;0;7
302;22 Rubber- en kunststofproductindustrie;2012;8;0;8;0;0;8;0;8;0;0;0;0;8
303;22 Rubber- en kunststofproductindustrie;2013;8;0;8;0;0;8;0;8;0;0;0;0;8
304;23 Bouwmaterialenindustrie;1995;36;0;34;2;0;37;0;37;2;0;0;5;29
305;23 Bouwmaterialenindustrie;1996;38;0;37;1;0;38;0;38;2;0;0;4;32
306;23 Bouwmaterialenindustrie;1997;38;0;37;1;0;39;0;39;2;0;1;3;33
307;23 Bouwmaterialenindustrie;1998;36;0;35;1;0;37;0;37;2;0;1;3;31
308;23 Bouwmaterialenindustrie;1999;37;0;36;1;0;37;0;37;2;0;1;2;32
309;23 Bouwmaterialenindustrie;2000;38;0;37;1;0;38;0;38;2;0;1;2;33
310;23 Bouwmaterialenindustrie;2001;37;0;36;1;0;37;0;37;2;0;1;2;32
311;23 Bouwmaterialenindustrie;2002;33;0;32;1;0;33;1;33;2;0;1;1;29
312;23 Bouwmaterialenindustrie;2003;32;0;32;0;0;33;1;32;2;0;1;1;29
313;23 Bouwmaterialenindustrie;2004;33;0;32;1;0;33;1;32;2;0;0;1;29
314;23 Bouwmaterialenindustrie;2005;33;0;32;0;0;33;1;32;1;0;0;1;29
315;23 Bouwmaterialenindustrie;2006;33;0;33;0;0;33;1;32;1;0;1;1;29
316;23 Bouwmaterialenindustrie;2007;34;0;34;0;0;35;1;33;2;0;1;1;30
317;23 Bouwmaterialenindustrie;2008;34;0;34;0;0;34;1;33;2;0;1;1;30
318;23 Bouwmaterialenindustrie;2009;31;0;31;0;0;31;1;30;1;0;0;1;27
319;23 Bouwmaterialenindustrie;2010;32;0;32;0;0;32;1;31;2;0;0;1;28
320;23 Bouwmaterialenindustrie;2011;28;0;28;0;0;28;1;27;1;0;0;1;24
321;23 Bouwmaterialenindustrie;2012;26;0;26;0;0;27;1;26;1;0;0;1;23
322;23 Bouwmaterialenindustrie;2013;24;0;24;0;0;25;1;24;1;0;0;0;22
323;24-25 Basismetaal, metaalprod.-industrie;1995;158;17;67;74;0;290;2;288;240;0;1;-7;54
324;24-25 Basismetaal, metaalprod.-industrie;1996;159;19;66;74;0;291;2;290;241;0;1;-7;56
325;24-25 Basismetaal, metaalprod.-industrie;1997;162;18;67;78;0;295;2;293;242;0;1;-7;57
326;24-25 Basismetaal, metaalprod.-industrie;1998;160;18;65;78;0;290;2;288;233;0;1;-5;59
327;24-25 Basismetaal, metaalprod.-industrie;1999;155;15;63;77;0;266;2;264;207;0;1;-5;61
328;24-25 Basismetaal, metaalprod.-industrie;2000;150;14;64;73;0;252;2;250;193;0;1;-5;62
329;24-25 Basismetaal, metaalprod.-industrie;2001;154;14;63;77;0;260;2;259;203;0;1;-7;61
330;24-25 Basismetaal, metaalprod.-industrie;2002;155;14;63;78;0;257;2;256;201;0;1;-7;60
331;24-25 Basismetaal, metaalprod.-industrie;2003;158;14;63;81;0;264;2;262;210;0;1;-9;59
332;24-25 Basismetaal, metaalprod.-industrie;2004;164;15;65;83;0;272;2;270;218;0;1;-10;61
333;24-25 Basismetaal, metaalprod.-industrie;2005;163;15;65;83;0;273;2;271;217;0;1;-9;62
334;24-25 Basismetaal, metaalprod.-industrie;2006;152;14;65;73;0;254;2;252;203;0;1;-10;58
335;24-25 Basismetaal, metaalprod.-industrie;2007;163;15;65;84;0;272;2;270;220;0;1;-9;58
336;24-25 Basismetaal, metaalprod.-industrie;2008;159;16;65;78;0;264;2;262;211;0;2;-10;60
337;24-25 Basismetaal, metaalprod.-industrie;2009;129;14;57;58;0;210;2;209;169;0;1;-9;48
338;24-25 Basismetaal, metaalprod.-industrie;2010;146;14;64;68;0;247;2;246;186;0;1;4;55
339;24-25 Basismetaal, metaalprod.-industrie;2011;155;15;62;78;0;257;2;256;206;0;1;-10;58
340;24-25 Basismetaal, metaalprod.-industrie;2012;142;15;59;68;0;240;2;238;204;0;1;-12;44
341;24-25 Basismetaal, metaalprod.-industrie;2013;137;18;57;62;0;235;2;234;201;0;1;-12;44
342;24 Basismetaalindustrie;1995;143;17;52;73;0;275;2;273;240;0;0;-8;41
343;24 Basismetaalindustrie;1996;143;19;51;73;0;276;2;274;240;0;0;-8;42
344;24 Basismetaalindustrie;1997;147;18;52;77;0;280;2;278;242;0;0;-7;43
345;24 Basismetaalindustrie;1998;144;18;50;77;0;274;2;272;233;0;0;-6;45
346;24 Basismetaalindustrie;1999;138;15;46;77;0;248;2;247;207;0;0;-6;46
347;24 Basismetaalindustrie;2000;134;14;48;72;0;236;2;234;193;0;0;-6;48
348;24 Basismetaalindustrie;2001;138;14;48;76;0;244;2;243;203;0;0;-8;47
349;24 Basismetaalindustrie;2002;139;14;48;77;0;241;2;240;201;0;0;-7;46
350;24 Basismetaalindustrie;2003;144;14;49;80;0;249;2;247;210;0;0;-9;47
351;24 Basismetaalindustrie;2004;149;15;51;83;0;257;2;255;218;0;0;-11;48
352;24 Basismetaalindustrie;2005;148;15;51;83;0;258;2;256;217;0;0;-10;48
353;24 Basismetaalindustrie;2006;138;14;51;73;0;240;2;238;203;0;0;-10;45
354;24 Basismetaalindustrie;2007;149;15;51;83;0;258;2;256;220;0;0;-10;46
355;24 Basismetaalindustrie;2008;144;16;51;78;0;250;2;248;211;0;0;-11;47
356;24 Basismetaalindustrie;2009;114;14;42;58;0;195;2;194;169;0;0;-10;35
357;24 Basismetaalindustrie;2010;131;14;49;67;0;232;2;230;186;0;0;3;42
358;24 Basismetaalindustrie;2011;142;15;49;78;0;244;2;243;206;0;0;-10;46
359;24 Basismetaalindustrie;2012;130;15;46;68;0;227;2;226;204;0;0;-12;34
360;24 Basismetaalindustrie;2013;125;18;45;62;0;223;2;222;201;0;0;-12;33
361;25 Metaalproductenindustrie;1995;15;0;15;0;0;15;0;15;0;0;1;1;13
362;25 Metaalproductenindustrie;1996;15;0;15;0;0;15;0;15;0;0;1;1;14
363;25 Metaalproductenindustrie;1997;15;0;15;0;0;15;0;15;0;0;1;1;14
364;25 Metaalproductenindustrie;1998;16;0;15;1;0;16;0;16;0;0;1;1;14
365;25 Metaalproductenindustrie;1999;17;0;17;1;0;17;0;17;0;0;1;1;15
366;25 Metaalproductenindustrie;2000;16;0;15;0;0;16;0;16;0;0;1;1;14
367;25 Metaalproductenindustrie;2001;16;0;15;0;0;16;0;16;0;0;1;1;14
368;25 Metaalproductenindustrie;2002;16;0;15;1;0;16;0;16;0;0;1;1;14
369;25 Metaalproductenindustrie;2003;15;0;14;0;0;15;0;15;0;0;1;1;13
370;25 Metaalproductenindustrie;2004;15;0;14;0;0;15;0;15;0;0;1;1;13
371;25 Metaalproductenindustrie;2005;15;0;15;1;0;15;0;15;0;0;1;1;13
372;25 Metaalproductenindustrie;2006;15;0;14;1;0;15;0;15;0;0;1;1;13
373;25 Metaalproductenindustrie;2007;14;0;13;0;0;14;0;14;0;0;1;1;12
374;25 Metaalproductenindustrie;2008;15;0;14;1;0;15;0;15;0;0;1;1;12
375;25 Metaalproductenindustrie;2009;15;0;14;0;0;15;0;15;0;0;1;1;13
376;25 Metaalproductenindustrie;2010;15;0;15;0;0;15;0;15;0;0;1;1;13
377;25 Metaalproductenindustrie;2011;13;0;13;0;0;13;0;13;0;0;1;1;11
378;25 Metaalproductenindustrie;2012;13;0;13;0;0;13;0;13;0;0;1;0;11
379;25 Metaalproductenindustrie;2013;12;0;12;0;0;12;0;12;0;0;1;0;10
380;26-27 Elektrische en elektron. Industrie;1995;20;0;7;13;0;20;0;20;0;0;0;13;6
381;26-27 Elektrische en elektron. Industrie;1996;20;0;7;13;0;20;0;20;0;0;0;13;7
382;26-27 Elektrische en elektron. Industrie;1997;15;0;7;8;0;15;0;15;0;0;0;8;6
383;26-27 Elektrische en elektron. Industrie;1998;21;0;7;14;0;21;0;21;0;0;0;14;7
384;26-27 Elektrische en elektron. Industrie;1999;20;0;7;13;0;20;0;20;0;0;0;13;7
385;26-27 Elektrische en elektron. Industrie;2000;22;0;7;15;0;22;0;22;0;0;0;15;7
386;26-27 Elektrische en elektron. Industrie;2001;18;0;7;12;0;18;0;18;0;0;0;12;6
387;26-27 Elektrische en elektron. Industrie;2002;17;0;7;10;0;17;0;17;0;0;0;10;6
388;26-27 Elektrische en elektron. Industrie;2003;19;0;6;13;0;19;0;19;0;0;0;13;6
389;26-27 Elektrische en elektron. Industrie;2004;20;0;6;13;0;20;0;20;0;0;0;13;6
390;26-27 Elektrische en elektron. Industrie;2005;21;0;6;15;0;21;0;21;0;0;0;15;6
391;26-27 Elektrische en elektron. Industrie;2006;22;0;6;16;0;22;0;22;0;0;0;16;6
392;26-27 Elektrische en elektron. Industrie;2007;22;0;6;16;0;22;0;22;0;0;0;16;5
393;26-27 Elektrische en elektron. Industrie;2008;24;0;6;18;0;24;0;24;0;0;0;18;6
394;26-27 Elektrische en elektron. Industrie;2009;26;0;6;20;0;26;0;26;0;0;0;20;6
395;26-27 Elektrische en elektron. Industrie;2010;22;0;6;16;0;22;0;22;0;0;0;16;6
396;26-27 Elektrische en elektron. Industrie;2011;24;0;5;18;0;24;0;24;0;0;0;18;5
397;26-27 Elektrische en elektron. Industrie;2012;20;0;5;15;0;20;0;20;0;0;0;15;5
398;26-27 Elektrische en elektron. Industrie;2013;15;0;5;10;0;15;0;15;0;0;0;10;5
399;26 Elektrotechnische industrie;1995;3;0;3;0;0;3;0;3;0;0;0;0;3
400;26 Elektrotechnische industrie;1996;3;0;3;0;0;3;0;3;0;0;0;0;3
401;26 Elektrotechnische industrie;1997;3;0;3;0;0;3;0;3;0;0;0;0;3
402;26 Elektrotechnische industrie;1998;3;0;3;0;0;3;0;3;0;0;0;0;3
403;26 Elektrotechnische industrie;1999;4;0;3;0;0;4;0;4;0;0;0;0;3
404;26 Elektrotechnische industrie;2000;3;0;3;0;0;3;0;3;0;0;0;0;3
405;26 Elektrotechnische industrie;2001;3;0;3;0;0;3;0;3;0;0;0;0;3
406;26 Elektrotechnische industrie;2002;3;0;3;0;0;3;0;3;0;0;0;0;3
407;26 Elektrotechnische industrie;2003;3;0;3;0;0;3;0;3;0;0;0;0;3
408;26 Elektrotechnische industrie;2004;3;0;3;0;0;3;0;3;0;0;0;0;3
409;26 Elektrotechnische industrie;2005;3;0;3;0;0;3;0;3;0;0;0;0;3
410;26 Elektrotechnische industrie;2006;3;0;3;0;0;3;0;3;0;0;0;0;3
411;26 Elektrotechnische industrie;2007;3;0;2;0;0;3;0;3;0;0;0;0;2
412;26 Elektrotechnische industrie;2008;3;0;3;0;0;3;0;3;0;0;0;0;2
413;26 Elektrotechnische industrie;2009;3;0;3;0;0;3;0;3;0;0;0;0;3
414;26 Elektrotechnische industrie;2010;3;0;3;0;0;3;0;3;0;0;0;0;3
415;26 Elektrotechnische industrie;2011;3;0;2;0;0;3;0;3;0;0;0;0;2
416;26 Elektrotechnische industrie;2012;2;0;2;0;0;2;0;2;0;0;0;0;2
417;26 Elektrotechnische industrie;2013;2;0;2;0;0;2;0;2;0;0;0;0;2
418;27 Elektrische apparatenindustrie;1995;17;0;4;13;0;17;0;17;0;0;0;13;4
419;27 Elektrische apparatenindustrie;1996;17;0;4;13;0;17;0;17;0;0;0;13;4
420;27 Elektrische apparatenindustrie;1997;11;0;4;8;0;11;0;11;0;0;0;8;4
421;27 Elektrische apparatenindustrie;1998;18;0;4;14;0;18;0;18;0;0;0;14;4
422;27 Elektrische apparatenindustrie;1999;17;0;4;13;0;17;0;17;0;0;0;13;4
423;27 Elektrische apparatenindustrie;2000;19;0;4;15;0;19;0;19;0;0;0;15;4
424;27 Elektrische apparatenindustrie;2001;15;0;4;11;0;15;0;15;0;0;0;11;4
425;27 Elektrische apparatenindustrie;2002;13;0;4;10;0;13;0;13;0;0;0;10;4
426;27 Elektrische apparatenindustrie;2003;16;0;3;13;0;16;0;16;0;0;0;13;3
427;27 Elektrische apparatenindustrie;2004;17;0;3;13;0;17;0;17;0;0;0;13;3
428;27 Elektrische apparatenindustrie;2005;18;0;3;15;0;18;0;18;0;0;0;15;3
429;27 Elektrische apparatenindustrie;2006;19;0;3;16;0;19;0;19;0;0;0;16;3
430;27 Elektrische apparatenindustrie;2007;19;0;3;16;0;19;0;19;0;0;0;16;3
431;27 Elektrische apparatenindustrie;2008;21;0;3;18;0;21;0;21;0;0;0;18;3
432;27 Elektrische apparatenindustrie;2009;23;0;3;19;0;23;0;23;0;0;0;19;3
433;27 Elektrische apparatenindustrie;2010;20;0;4;16;0;20;0;20;0;0;0;16;3
434;27 Elektrische apparatenindustrie;2011;21;0;3;18;0;21;0;21;0;0;0;18;3
435;27 Elektrische apparatenindustrie;2012;18;0;3;15;0;18;0;18;0;0;0;15;3
436;27 Elektrische apparatenindustrie;2013;13;0;3;10;0;13;0;13;0;0;0;10;3
437;28 Machine-industrie;1995;9;0;8;0;0;9;0;9;0;0;0;0;8
438;28 Machine-industrie;1996;10;0;9;0;0;10;0;10;0;0;0;0;9
439;28 Machine-industrie;1997;9;0;9;0;0;9;0;9;0;0;0;0;9
440;28 Machine-industrie;1998;10;0;9;0;0;10;0;10;0;0;0;0;9
441;28 Machine-industrie;1999;10;0;10;0;0;10;0;10;0;0;1;0;10
442;28 Machine-industrie;2000;10;0;9;0;0;10;0;10;0;0;1;0;9
443;28 Machine-industrie;2001;10;0;9;0;0;10;0;10;0;0;1;0;9
444;28 Machine-industrie;2002;10;0;9;0;0;10;0;10;0;0;0;0;9
445;28 Machine-industrie;2003;9;0;9;0;0;9;0;9;0;0;0;0;8
446;28 Machine-industrie;2004;9;0;9;0;0;9;0;9;0;0;1;0;8
447;28 Machine-industrie;2005;9;0;9;0;0;9;0;9;0;0;1;0;9
448;28 Machine-industrie;2006;9;0;9;0;0;9;0;9;0;0;1;0;8
449;28 Machine-industrie;2007;8;0;8;0;0;8;0;8;0;0;1;0;7
450;28 Machine-industrie;2008;8;0;8;0;0;8;0;8;0;0;1;0;8
451;28 Machine-industrie;2009;9;0;9;0;0;9;0;9;0;0;1;0;8
452;28 Machine-industrie;2010;9;0;9;0;0;9;0;9;0;0;1;0;8
453;28 Machine-industrie;2011;8;0;7;0;0;8;0;8;0;0;1;0;7
454;28 Machine-industrie;2012;7;0;7;0;0;7;0;7;0;0;1;0;6
455;28 Machine-industrie;2013;7;0;7;0;0;7;0;7;0;0;1;0;6
456;29-30 Transportmiddelenindustrie;1995;7;0;6;1;0;7;0;7;0;0;0;1;5
457;29-30 Transportmiddelenindustrie;1996;7;0;6;1;0;7;0;7;0;0;0;1;5
458;29-30 Transportmiddelenindustrie;1997;7;0;6;1;0;7;0;7;0;0;0;1;5
459;29-30 Transportmiddelenindustrie;1998;7;0;6;1;0;7;0;7;0;0;0;1;5
460;29-30 Transportmiddelenindustrie;1999;7;0;6;1;0;7;0;7;0;0;0;1;5
461;29-30 Transportmiddelenindustrie;2000;7;0;6;1;0;7;0;7;0;0;0;1;5
462;29-30 Transportmiddelenindustrie;2001;7;0;6;1;0;7;0;7;0;0;0;1;5
463;29-30 Transportmiddelenindustrie;2002;7;0;6;1;0;7;0;7;0;0;0;1;6
464;29-30 Transportmiddelenindustrie;2003;7;0;6;1;0;7;0;7;0;0;0;1;5
465;29-30 Transportmiddelenindustrie;2004;7;0;6;1;0;7;0;7;0;0;0;1;5
466;29-30 Transportmiddelenindustrie;2005;6;0;5;1;0;6;0;6;0;0;0;1;5
467;29-30 Transportmiddelenindustrie;2006;6;0;5;1;0;6;0;6;0;0;0;1;4
468;29-30 Transportmiddelenindustrie;2007;6;0;5;1;0;6;0;6;0;0;0;1;4
469;29-30 Transportmiddelenindustrie;2008;7;0;6;1;0;7;0;7;0;0;0;1;5
470;29-30 Transportmiddelenindustrie;2009;7;0;6;1;0;7;0;7;0;0;0;1;5
471;29-30 Transportmiddelenindustrie;2010;7;0;6;1;0;7;0;7;0;0;0;1;5
472;29-30 Transportmiddelenindustrie;2011;5;0;4;1;0;5;0;5;0;0;0;1;4
473;29-30 Transportmiddelenindustrie;2012;4;0;4;0;0;4;0;4;0;0;0;0;4
474;29-30 Transportmiddelenindustrie;2013;5;0;5;0;0;5;0;5;0;0;0;0;4
475;31-33 Overige industrie en reparatie;1995;10;0;7;3;0;10;0;10;0;0;1;3;6
476;31-33 Overige industrie en reparatie;1996;12;0;7;4;0;12;0;12;0;0;1;5;6
477;31-33 Overige industrie en reparatie;1997;11;0;7;4;0;11;0;11;0;0;1;4;6
478;31-33 Overige industrie en reparatie;1998;11;0;7;4;0;11;0;11;0;0;1;4;6
479;31-33 Overige industrie en reparatie;1999;12;0;8;3;0;12;0;12;0;1;1;4;6
480;31-33 Overige industrie en reparatie;2000;12;0;7;4;0;12;0;12;0;0;1;5;6
481;31-33 Overige industrie en reparatie;2001;10;0;8;2;0;10;0;10;0;0;1;2;7
482;31-33 Overige industrie en reparatie;2002;11;0;9;2;0;11;0;11;0;1;1;2;7
483;31-33 Overige industrie en reparatie;2003;10;0;8;2;0;10;0;10;0;0;1;2;6
484;31-33 Overige industrie en reparatie;2004;11;0;8;3;0;11;0;11;0;0;1;3;7
485;31-33 Overige industrie en reparatie;2005;12;0;8;4;0;12;0;12;0;0;2;4;6
486;31-33 Overige industrie en reparatie;2006;13;0;8;5;0;13;0;13;0;0;2;5;6
487;31-33 Overige industrie en reparatie;2007;11;0;8;3;0;11;0;11;0;0;2;3;6
488;31-33 Overige industrie en reparatie;2008;12;0;8;3;0;12;0;12;0;0;2;3;6
489;31-33 Overige industrie en reparatie;2009;10;0;7;3;0;10;0;10;0;0;2;3;4
490;31-33 Overige industrie en reparatie;2010;11;0;7;4;0;11;0;11;0;0;3;4;5
491;31-33 Overige industrie en reparatie;2011;13;0;8;4;0;13;0;13;0;0;3;4;5
492;31-33 Overige industrie en reparatie;2012;10;0;10;0;0;10;0;10;0;0;3;0;7
493;31-33 Overige industrie en reparatie;2013;10;0;10;0;0;10;0;10;0;0;3;0;7
494;D Energievoorziening;1995;346;326;7;0;13;665;3;662;265;0;0;32;365
495;D Energievoorziening;1996;343;322;8;0;13;688;4;684;252;0;0;30;402
496;D Energievoorziening;1997;330;310;6;0;13;679;4;675;239;0;0;34;402
497;D Energievoorziening;1998;341;319;7;0;14;714;5;709;251;0;0;33;425
498;D Energievoorziening;1999;318;296;7;0;14;688;6;682;213;0;0;35;433
499;D Energievoorziening;2000;329;307;7;0;15;706;9;697;232;0;0;34;430
500;D Energievoorziening;2001;362;340;8;0;15;757;13;744;248;0;0;35;461
501;D Energievoorziening;2002;373;349;9;0;15;777;18;760;250;0;0;38;471
502;D Energievoorziening;2003;376;353;8;0;15;783;16;767;256;0;0;40;470
503;D Energievoorziening;2004;384;360;8;0;16;814;25;790;248;0;0;38;504
504;D Energievoorziening;2005;375;350;8;0;16;789;41;749;234;0;0;37;478
505;D Energievoorziening;2006;348;324;8;0;16;732;42;691;226;0;0;12;453
506;D Energievoorziening;2007;360;337;6;0;17;759;30;730;242;0;0;14;474
507;D Energievoorziening;2008;362;338;7;0;17;756;35;720;229;0;0;14;477
508;D Energievoorziening;2009;376;353;7;0;16;789;42;747;226;0;0;11;509
509;D Energievoorziening;2010;380;356;8;0;16;814;46;767;220;0;1;12;535
510;D Energievoorziening;2011;341;318;7;0;17;744;24;720;208;0;1;14;498
511;D Energievoorziening;2012;322;298;7;0;16;682;24;658;238;0;1;16;404
512;D Energievoorziening;2013;308;284;8;0;16;660;23;637;246;0;1;16;375
513;E Waterbedrijven en afvalbeheer;1995;31;25;6;0;0;42;35;8;0;0;1;0;6
514;E Waterbedrijven en afvalbeheer;1996;37;30;6;0;0;49;41;7;0;0;1;0;6
515;E Waterbedrijven en afvalbeheer;1997;42;35;7;0;0;59;50;9;0;0;1;0;7
516;E Waterbedrijven en afvalbeheer;1998;45;37;8;0;0;61;53;9;0;0;2;0;7
517;E Waterbedrijven en afvalbeheer;1999;48;40;8;0;0;65;56;9;0;0;2;0;7
518;E Waterbedrijven en afvalbeheer;2000;48;40;8;0;0;65;56;9;0;0;2;0;7
519;E Waterbedrijven en afvalbeheer;2001;48;39;9;0;0;64;55;10;0;0;2;0;7
520;E Waterbedrijven en afvalbeheer;2002;51;41;10;0;0;69;59;10;0;0;2;0;8
521;E Waterbedrijven en afvalbeheer;2003;52;42;10;0;0;70;60;10;0;0;2;0;7
522;E Waterbedrijven en afvalbeheer;2004;58;47;10;0;0;75;65;10;0;0;3;0;7
523;E Waterbedrijven en afvalbeheer;2005;60;47;13;0;0;79;68;11;0;0;3;0;8
524;E Waterbedrijven en afvalbeheer;2006;61;46;14;0;0;81;70;12;0;0;3;0;9
525;E Waterbedrijven en afvalbeheer;2007;66;44;21;0;0;86;75;12;0;0;3;0;8
526;E Waterbedrijven en afvalbeheer;2008;77;53;24;0;0;99;86;13;0;0;4;0;9
527;E Waterbedrijven en afvalbeheer;2009;79;47;31;0;0;103;91;12;0;0;4;0;8
528;E Waterbedrijven en afvalbeheer;2010;84;47;36;0;1;107;91;16;0;0;5;0;11
529;E Waterbedrijven en afvalbeheer;2011;84;48;35;0;1;111;95;16;0;0;5;0;10
530;E Waterbedrijven en afvalbeheer;2012;97;52;45;0;0;123;103;21;0;0;6;1;14
531;E Waterbedrijven en afvalbeheer;2013;97;51;45;0;0;124;103;22;0;0;5;1;15
532;F Bouwnijverheid;1995;67;0;41;27;0;67;0;67;7;0;14;36;10
533;F Bouwnijverheid;1996;68;0;42;26;0;68;0;68;8;0;14;35;12
534;F Bouwnijverheid;1997;67;0;42;25;0;67;0;67;7;0;14;35;10
535;F Bouwnijverheid;1998;66;0;43;23;0;66;0;66;7;0;15;33;11
536;F Bouwnijverheid;1999;63;0;43;20;0;63;0;63;3;0;16;35;10
537;F Bouwnijverheid;2000;62;0;44;17;0;62;0;62;3;0;16;32;10
538;F Bouwnijverheid;2001;70;0;48;22;0;70;0;70;5;0;18;35;12
539;F Bouwnijverheid;2002;71;0;49;22;0;71;0;71;5;0;19;36;12
540;F Bouwnijverheid;2003;68;0;48;20;0;68;0;68;5;0;19;33;12
541;F Bouwnijverheid;2004;70;0;48;22;0;71;0;71;5;0;19;35;12
542;F Bouwnijverheid;2005;70;0;46;24;0;71;0;71;4;0;19;37;11
543;F Bouwnijverheid;2006;69;0;47;21;0;69;0;69;2;0;18;38;12
544;F Bouwnijverheid;2007;69;0;47;22;0;70;0;70;5;0;20;34;11
545;F Bouwnijverheid;2008;67;0;47;20;0;68;0;68;6;0;20;30;12
546;F Bouwnijverheid;2009;63;0;49;14;0;63;0;63;1;0;20;30;11
547;F Bouwnijverheid;2010;63;0;48;15;0;64;0;64;4;0;19;29;11
548;F Bouwnijverheid;2011;60;0;47;13;0;61;0;61;3;0;19;29;9
549;F Bouwnijverheid;2012;58;0;46;12;0;58;0;58;3;0;19;27;10
550;F Bouwnijverheid;2013;56;0;47;10;0;56;0;56;0;0;19;27;11
551;G-I Handel, vervoer en horeca;1995;427;1;424;2;0;520;0;520;0;6;103;312;100
552;G-I Handel, vervoer en horeca;1996;454;1;451;2;0;575;0;575;0;7;103;353;111
553;G-I Handel, vervoer en horeca;1997;467;0;464;2;0;553;0;553;0;8;107;334;104
554;G-I Handel, vervoer en horeca;1998;489;0;486;3;0;571;0;571;0;5;111;346;109
555;G-I Handel, vervoer en horeca;1999;510;1;506;3;0;602;0;602;0;7;121;375;99
556;G-I Handel, vervoer en horeca;2000;521;0;518;3;0;602;0;602;0;4;122;370;106
557;G-I Handel, vervoer en horeca;2001;527;0;524;3;0;617;0;617;0;4;120;377;116
558;G-I Handel, vervoer en horeca;2002;523;0;520;3;0;693;0;693;0;9;121;444;119
559;G-I Handel, vervoer en horeca;2003;530;0;527;3;0;738;0;738;0;8;120;489;121
560;G-I Handel, vervoer en horeca;2004;537;1;534;3;0;828;0;828;0;8;119;573;128
561;G-I Handel, vervoer en horeca;2005;538;2;532;4;0;853;0;853;0;12;120;603;117
562;G-I Handel, vervoer en horeca;2006;541;1;537;4;0;879;2;877;0;11;121;614;131
563;G-I Handel, vervoer en horeca;2007;548;-1;547;3;0;873;4;869;0;12;124;611;122
564;G-I Handel, vervoer en horeca;2008;566;0;562;3;0;821;5;817;0;14;124;548;131
565;G-I Handel, vervoer en horeca;2009;534;1;531;3;0;840;7;834;0;12;121;574;127
566;G-I Handel, vervoer en horeca;2010;551;1;547;3;0;932;3;929;0;19;117;643;149
567;G-I Handel, vervoer en horeca;2011;538;1;534;3;0;888;5;883;0;17;117;617;132
568;G-I Handel, vervoer en horeca;2012;538;0;536;2;0;1029;5;1023;0;20;114;754;135
569;G-I Handel, vervoer en horeca;2013;543;1;541;2;0;1080;6;1073;0;32;113;795;134
570;G Handel;1995;80;1;79;0;0;174;0;174;0;6;21;89;58
571;G Handel;1996;87;1;86;0;0;208;0;208;0;7;21;115;65
572;G Handel;1997;83;0;82;0;0;170;0;170;0;8;22;79;60
573;G Handel;1998;86;0;86;0;0;169;0;169;0;5;22;78;63
574;G Handel;1999;83;1;82;0;0;175;0;175;0;7;24;86;58
