ID;CPIMetOnderliggendeReeksen;Perioden;Prijsindices_1;Inflatie_2
485;Onderliggende reeks II;2012 juni;109.56;1.9
486;Onderliggende reeks II;2012 juli;110.25;2.0
487;Onderliggende reeks II;2012 augustus;110.31;2.0
488;Onderliggende reeks II;2012 september;110.73;2.0
489;Onderliggende reeks II;2012 oktober;110.65;1.9
490;Onderliggende reeks II;2012 november;110.21;1.8
491;Onderliggende reeks II;2012 december;110.13;2.0
492;Onderliggende reeks II;2013 januari;109.4;1.5
493;Onderliggende reeks II;2013 februari;110.31;1.5
494;Onderliggende reeks II;2013 maart;111.49;1.4
495;Onderliggende reeks II;2013 april;111.51;1.1
496;Onderliggende reeks II;2013 mei;111.55;1.3
497;Onderliggende reeks II;2013 juni;111.11;1.4
498;Onderliggende reeks II;2013 juli;112.08;1.7
499;Onderliggende reeks II;2013 augustus;111.86;1.4
500;Onderliggende reeks II;2013 september;111.9;1.1
501;Onderliggende reeks II;2013 oktober;111.63;0.9
502;Onderliggende reeks II;2013 november;111.1;0.8
503;Onderliggende reeks II;2013 december;111.21;1.0
504;Onderliggende reeks II;2014 januari;110.48;1.0
505;Onderliggende reeks II;2014 februari;111.02;0.6
506;Onderliggende reeks II;2014 maart;112.03;0.5
507;Onderliggende reeks II;2014 april;112.54;0.9
508;Onderliggende reeks II;2014 mei;112.12;0.5
509;Onderliggende reeks II;2014 juni;111.81;0.6
510;Onderliggende reeks II;2014 juli;112.76;0.6
511;Onderliggende reeks II;2014 augustus;112.63;0.7
512;Onderliggende reeks II;2014 september;112.6;0.6
513;Onderliggende reeks II;2014 oktober;112.49;0.8
514;Onderliggende reeks II;2014 november;111.82;0.6
515;Onderliggende reeks II;2014 december;111.63;0.4
516;Onderliggende reeks II;2015 januari;110.4;-0.1
517;Onderliggende reeks II;2015 februari;111.12;0.1
518;Onderliggende reeks II;2015 maart;112.27;0.2
519;Onderliggende reeks II;2015 april;112.94;0.4
520;Onderliggende reeks II;2015 mei;113.17;0.9
521;Onderliggende reeks II;2015 juni;112.68;0.8
522;Onderliggende reeks II;2015 juli;113.63;0.8
523;Onderliggende reeks II;2015 augustus;113.21;0.5
524;Onderliggende reeks II;2015 september;113.0;0.4
525;Onderliggende reeks II;2015 oktober;112.99;0.4
526;Onderliggende reeks II;2015 november;112.34;0.5
527;Onderliggende reeks II;2015 december;112.24;0.5
528;Onderliggende reeks III;2006 januari;98.7;
529;Onderliggende reeks III;2006 februari;99.39;
530;Onderliggende reeks III;2006 maart;100.34;
531;Onderliggende reeks III;2006 april;100.71;
532;Onderliggende reeks III;2006 mei;100.74;
533;Onderliggende reeks III;2006 juni;100.14;
534;Onderliggende reeks III;2006 juli;99.03;
535;Onderliggende reeks III;2006 augustus;99.72;
536;Onderliggende reeks III;2006 september;100.61;
537;Onderliggende reeks III;2006 oktober;100.51;
538;Onderliggende reeks III;2006 november;100.35;
539;Onderliggende reeks III;2006 december;99.78;
540;Onderliggende reeks III;2007 januari;99.49;0.8
541;Onderliggende reeks III;2007 februari;100.12;0.7
542;Onderliggende reeks III;2007 maart;101.42;1.1
543;Onderliggende reeks III;2007 april;101.89;1.2
544;Onderliggende reeks III;2007 mei;101.8;1.0
545;Onderliggende reeks III;2007 juni;101.19;1.0
546;Onderliggende reeks III;2007 juli;100.44;1.4
547;Onderliggende reeks III;2007 augustus;100.69;1.0
548;Onderliggende reeks III;2007 september;101.43;0.8
549;Onderliggende reeks III;2007 oktober;101.62;1.1
550;Onderliggende reeks III;2007 november;101.59;1.2
551;Onderliggende reeks III;2007 december;101.02;1.2
552;Onderliggende reeks III;2008 januari;101.11;1.6
553;Onderliggende reeks III;2008 februari;102.06;1.9
554;Onderliggende reeks III;2008 maart;103.35;1.9
555;Onderliggende reeks III;2008 april;103.62;1.7
556;Onderliggende reeks III;2008 mei;103.85;2.0
557;Onderliggende reeks III;2008 juni;103.28;2.1
558;Onderliggende reeks III;2008 juli;102.54;2.1
559;Onderliggende reeks III;2008 augustus;102.96;2.3
560;Onderliggende reeks III;2008 september;103.68;2.2
561;Onderliggende reeks III;2008 oktober;104.01;2.4
562;Onderliggende reeks III;2008 november;103.86;2.2
563;Onderliggende reeks III;2008 december;103.23;2.2
564;Onderliggende reeks III;2009 januari;102.76;1.6
565;Onderliggende reeks III;2009 februari;103.75;1.7
566;Onderliggende reeks III;2009 maart;105.21;1.8
567;Onderliggende reeks III;2009 april;105.55;1.9
568;Onderliggende reeks III;2009 mei;105.53;1.6
569;Onderliggende reeks III;2009 juni;104.8;1.5
570;Onderliggende reeks III;2009 juli;103.8;1.2
571;Onderliggende reeks III;2009 augustus;103.97;1.0
572;Onderliggende reeks III;2009 september;104.84;1.1
573;Onderliggende reeks III;2009 oktober;105.13;1.1
574;Onderliggende reeks III;2009 november;104.9;1.0
575;Onderliggende reeks III;2009 december;104.08;0.8
576;Onderliggende reeks III;2010 januari;103.67;0.9
577;Onderliggende reeks III;2010 februari;104.73;0.9
578;Onderliggende reeks III;2010 maart;106.26;1.0
579;Onderliggende reeks III;2010 april;106.53;0.9
580;Onderliggende reeks III;2010 mei;106.46;0.9
581;Onderliggende reeks III;2010 juni;105.7;0.9
582;Onderliggende reeks III;2010 juli;104.74;0.9
583;Onderliggende reeks III;2010 augustus;104.86;0.9
584;Onderliggende reeks III;2010 september;105.72;0.8
585;Onderliggende reeks III;2010 oktober;106.05;0.9
586;Onderliggende reeks III;2010 november;105.83;0.9
587;Onderliggende reeks III;2010 december;105.27;1.1
588;Onderliggende reeks III;2011 januari voor herberekening;104.9;1.2
589;Onderliggende reeks III;2011 februari voor herberekening;105.94;1.2
590;Onderliggende reeks III;2011 maart voor herberekening;107.5;1.2
591;Onderliggende reeks III;2011 april voor herberekening;107.86;1.2
592;Onderliggende reeks III;2011 mei voor herberekening;107.97;1.4
593;Onderliggende reeks III;2011 juni voor herberekening;107.31;1.5
594;Onderliggende reeks III;2011 juli voor herberekening;106.47;1.7
595;Onderliggende reeks III;2011 augustus voor herberekening;106.62;1.7
596;Onderliggende reeks III;2011 september voor herberekening;107.62;1.8
597;Onderliggende reeks III;2011 oktober voor herberekening;107.74;1.6
598;Onderliggende reeks III;2011 november voor herberekening;107.57;1.6
599;Onderliggende reeks III;2011 december voor herberekening;106.96;1.6
600;Onderliggende reeks III;2011 januari na herberekening;104.71;
601;Onderliggende reeks III;2011 februari na herberekening;105.87;
602;Onderliggende reeks III;2011 maart na herberekening;107.34;
603;Onderliggende reeks III;2011 april na herberekening;107.77;
604;Onderliggende reeks III;2011 mei na herberekening;107.77;
605;Onderliggende reeks III;2011 juni na herberekening;107.09;
606;Onderliggende reeks III;2011 juli na herberekening;106.97;
607;Onderliggende reeks III;2011 augustus na herberekening;107.16;
608;Onderliggende reeks III;2011 september na herberekening;107.59;
609;Onderliggende reeks III;2011 oktober na herberekening;107.81;
610;Onderliggende reeks III;2011 november na herberekening;107.36;
611;Onderliggende reeks III;2011 december na herberekening;107.01;
612;Onderliggende reeks III;2012 januari;106.33;1.5
613;Onderliggende reeks III;2012 februari;107.41;1.5
614;Onderliggende reeks III;2012 maart;108.92;1.5
615;Onderliggende reeks III;2012 april;109.37;1.5
616;Onderliggende reeks III;2012 mei;109.28;1.4
617;Onderliggende reeks III;2012 juni;108.72;1.5
618;Onderliggende reeks III;2012 juli;108.75;1.7
619;Onderliggende reeks III;2012 augustus;108.64;1.4
620;Onderliggende reeks III;2012 september;109.06;1.4
621;Onderliggende reeks III;2012 oktober;109.09;1.2
622;Onderliggende reeks III;2012 november;108.66;1.2
623;Onderliggende reeks III;2012 december;108.68;1.6
624;Onderliggende reeks III;2013 januari;107.82;1.4
625;Onderliggende reeks III;2013 februari;108.92;1.4
626;Onderliggende reeks III;2013 maart;110.62;1.6
627;Onderliggende reeks III;2013 april;110.81;1.3
628;Onderliggende reeks III;2013 mei;110.96;1.5
629;Onderliggende reeks III;2013 juni;110.33;1.5
630;Onderliggende reeks III;2013 juli;110.41;1.5
631;Onderliggende reeks III;2013 augustus;110.08;1.3
632;Onderliggende reeks III;2013 september;110.14;1.0
633;Onderliggende reeks III;2013 oktober;109.98;0.8
634;Onderliggende reeks III;2013 november;109.34;0.6
635;Onderliggende reeks III;2013 december;109.44;0.7
636;Onderliggende reeks III;2014 januari;108.55;0.7
637;Onderliggende reeks III;2014 februari;109.27;0.3
638;Onderliggende reeks III;2014 maart;110.72;0.1
639;Onderliggende reeks III;2014 april;111.33;0.5
640;Onderliggende reeks III;2014 mei;110.75;-0.2
641;Onderliggende reeks III;2014 juni;110.26;-0.1
642;Onderliggende reeks III;2014 juli;110.42;0.0
643;Onderliggende reeks III;2014 augustus;110.39;0.3
644;Onderliggende reeks III;2014 september;110.32;0.2
645;Onderliggende reeks III;2014 oktober;110.32;0.3
646;Onderliggende reeks III;2014 november;109.55;0.2
647;Onderliggende reeks III;2014 december;109.65;0.2
648;Onderliggende reeks III;2015 januari;108.41;-0.1
649;Onderliggende reeks III;2015 februari;109.23;0.0
650;Onderliggende reeks III;2015 maart;110.66;-0.1
651;Onderliggende reeks III;2015 april;111.5;0.2
652;Onderliggende reeks III;2015 mei;111.72;0.9
653;Onderliggende reeks III;2015 juni;111.01;0.7
654;Onderliggende reeks III;2015 juli;111.71;1.2
655;Onderliggende reeks III;2015 augustus;111.42;0.9
656;Onderliggende reeks III;2015 september;111.35;0.9
657;Onderliggende reeks III;2015 oktober;111.5;1.1
658;Onderliggende reeks III;2015 november;110.52;0.9
659;Onderliggende reeks III;2015 december;110.63;0.9
660;Onderliggende reeks IV;2006 januari;98.77;
661;Onderliggende reeks IV;2006 februari;99.44;
662;Onderliggende reeks IV;2006 maart;100.37;
663;Onderliggende reeks IV;2006 april;100.72;
664;Onderliggende reeks IV;2006 mei;100.77;
665;Onderliggende reeks IV;2006 juni;100.1;
666;Onderliggende reeks IV;2006 juli;98.99;
667;Onderliggende reeks IV;2006 augustus;99.6;
668;Onderliggende reeks IV;2006 september;100.52;
669;Onderliggende reeks IV;2006 oktober;100.55;
670;Onderliggende reeks IV;2006 november;100.38;
671;Onderliggende reeks IV;2006 december;99.78;
672;Onderliggende reeks IV;2007 januari;99.4;0.6
673;Onderliggende reeks IV;2007 februari;100.03;0.6
674;Onderliggende reeks IV;2007 maart;101.39;1.0
675;Onderliggende reeks IV;2007 april;101.83;1.1
676;Onderliggende reeks IV;2007 mei;101.77;1.0
677;Onderliggende reeks IV;2007 juni;101.12;1.0
678;Onderliggende reeks IV;2007 juli;100.35;1.4
679;Onderliggende reeks IV;2007 augustus;100.68;1.1
680;Onderliggende reeks IV;2007 september;101.46;0.9
681;Onderliggende reeks IV;2007 oktober;101.66;1.1
682;Onderliggende reeks IV;2007 november;101.63;1.2
683;Onderliggende reeks IV;2007 december;101.02;1.2
684;Onderliggende reeks IV;2008 januari;101.01;1.6
685;Onderliggende reeks IV;2008 februari;101.99;2.0
686;Onderliggende reeks IV;2008 maart;103.26;1.8
687;Onderliggende reeks IV;2008 april;103.48;1.6
688;Onderliggende reeks IV;2008 mei;103.68;1.9
689;Onderliggende reeks IV;2008 juni;103.09;1.9
690;Onderliggende reeks IV;2008 juli;102.35;2.0
691;Onderliggende reeks IV;2008 augustus;102.87;2.2
692;Onderliggende reeks IV;2008 september;103.62;2.1
693;Onderliggende reeks IV;2008 oktober;103.98;2.3
694;Onderliggende reeks IV;2008 november;103.85;2.2
695;Onderliggende reeks IV;2008 december;103.16;2.1
696;Onderliggende reeks IV;2009 januari;102.54;1.5
697;Onderliggende reeks IV;2009 februari;103.48;1.5
698;Onderliggende reeks IV;2009 maart;105.0;1.7
699;Onderliggende reeks IV;2009 april;105.41;1.9
700;Onderliggende reeks IV;2009 mei;105.45;1.7
701;Onderliggende reeks IV;2009 juni;104.69;1.6
702;Onderliggende reeks IV;2009 juli;103.8;1.4
703;Onderliggende reeks IV;2009 augustus;104.03;1.1
704;Onderliggende reeks IV;2009 september;105.02;1.4
705;Onderliggende reeks IV;2009 oktober;105.28;1.3
706;Onderliggende reeks IV;2009 november;105.01;1.1
707;Onderliggende reeks IV;2009 december;104.14;0.9
708;Onderliggende reeks IV;2010 januari;103.61;1.0
709;Onderliggende reeks IV;2010 februari;104.65;1.1
710;Onderliggende reeks IV;2010 maart;106.14;1.1
711;Onderliggende reeks IV;2010 april;106.38;0.9
712;Onderliggende reeks IV;2010 mei;106.39;0.9
713;Onderliggende reeks IV;2010 juni;105.6;0.9
714;Onderliggende reeks IV;2010 juli;104.55;0.7
715;Onderliggende reeks IV;2010 augustus;104.71;0.7
716;Onderliggende reeks IV;2010 september;105.61;0.6
717;Onderliggende reeks IV;2010 oktober;105.94;0.6
718;Onderliggende reeks IV;2010 november;105.69;0.6
719;Onderliggende reeks IV;2010 december;105.07;0.9
720;Onderliggende reeks IV;2011 januari voor herberekening;104.68;1.0
721;Onderliggende reeks IV;2011 februari voor herberekening;105.67;1.0
722;Onderliggende reeks IV;2011 maart voor herberekening;107.26;1.1
723;Onderliggende reeks IV;2011 april voor herberekening;107.61;1.2
724;Onderliggende reeks IV;2011 mei voor herberekening;107.78;1.3
725;Onderliggende reeks IV;2011 juni voor herberekening;107.14;1.5
726;Onderliggende reeks IV;2011 juli voor herberekening;106.32;1.7
727;Onderliggende reeks IV;2011 augustus voor herberekening;106.55;1.8
728;Onderliggende reeks IV;2011 september voor herberekening;107.62;1.9
729;Onderliggende reeks IV;2011 oktober voor herberekening;107.77;1.7
730;Onderliggende reeks IV;2011 november voor herberekening;107.6;1.8
731;Onderliggende reeks IV;2011 december voor herberekening;106.92;1.8
732;Onderliggende reeks IV;2011 januari na herberekening;104.49;
733;Onderliggende reeks IV;2011 februari na herberekening;105.59;
734;Onderliggende reeks IV;2011 maart na herberekening;107.09;
735;Onderliggende reeks IV;2011 april na herberekening;107.52;
736;Onderliggende reeks IV;2011 mei na herberekening;107.57;
737;Onderliggende reeks IV;2011 juni na herberekening;106.92;
738;Onderliggende reeks IV;2011 juli na herberekening;106.84;
739;Onderliggende reeks IV;2011 augustus na herberekening;107.11;
740;Onderliggende reeks IV;2011 september na herberekening;107.6;
741;Onderliggende reeks IV;2011 oktober na herberekening;107.85;
742;Onderliggende reeks IV;2011 november na herberekening;107.38;
743;Onderliggende reeks IV;2011 december na herberekening;106.98;
744;Onderliggende reeks IV;2012 januari;106.31;1.7
745;Onderliggende reeks IV;2012 februari;107.28;1.6
746;Onderliggende reeks IV;2012 maart;108.82;1.6
747;Onderliggende reeks IV;2012 april;109.29;1.6
748;Onderliggende reeks IV;2012 mei;109.23;1.5
749;Onderliggende reeks IV;2012 juni;108.59;1.6
750;Onderliggende reeks IV;2012 juli;108.66;1.7
751;Onderliggende reeks IV;2012 augustus;108.63;1.4
752;Onderliggende reeks IV;2012 september;109.03;1.3
753;Onderliggende reeks IV;2012 oktober;108.99;1.1
754;Onderliggende reeks IV;2012 november;108.56;1.1
755;Onderliggende reeks IV;2012 december;108.45;1.4
756;Onderliggende reeks IV;2013 januari;107.61;1.2
757;Onderliggende reeks IV;2013 februari;108.64;1.3
758;Onderliggende reeks IV;2013 maart;110.35;1.4
759;Onderliggende reeks IV;2013 april;110.53;1.1
760;Onderliggende reeks IV;2013 mei;110.63;1.3
761;Onderliggende reeks IV;2013 juni;109.98;1.3
762;Onderliggende reeks IV;2013 juli;110.17;1.4
763;Onderliggende reeks IV;2013 augustus;109.93;1.2
764;Onderliggende reeks IV;2013 september;110.05;0.9
765;Onderliggende reeks IV;2013 oktober;109.92;0.9
766;Onderliggende reeks IV;2013 november;109.3;0.7
767;Onderliggende reeks IV;2013 december;109.3;0.8
768;Onderliggende reeks IV;2014 januari;108.37;0.7
769;Onderliggende reeks IV;2014 februari;109.11;0.4
770;Onderliggende reeks IV;2014 maart;110.58;0.2
771;Onderliggende reeks IV;2014 april;111.19;0.6
772;Onderliggende reeks IV;2014 mei;110.65;0.0
773;Onderliggende reeks IV;2014 juni;110.16;0.2
774;Onderliggende reeks IV;2014 juli;110.38;0.2
775;Onderliggende reeks IV;2014 augustus;110.42;0.4
776;Onderliggende reeks IV;2014 september;110.34;0.3
777;Onderliggende reeks IV;2014 oktober;110.37;0.4
778;Onderliggende reeks IV;2014 november;109.52;0.2
779;Onderliggende reeks IV;2014 december;109.59;0.3
780;Onderliggende reeks IV;2015 januari;108.34;0.0
781;Onderliggende reeks IV;2015 februari;109.12;0.0
782;Onderliggende reeks IV;2015 maart;110.6;0.0
783;Onderliggende reeks IV;2015 april;111.42;0.2
784;Onderliggende reeks IV;2015 mei;111.61;0.9
785;Onderliggende reeks IV;2015 juni;110.83;0.6
786;Onderliggende reeks IV;2015 juli;111.52;1.0
787;Onderliggende reeks IV;2015 augustus;111.13;0.6
788;Onderliggende reeks IV;2015 september;111.11;0.7
789;Onderliggende reeks IV;2015 oktober;111.21;0.8
790;Onderliggende reeks IV;2015 november;110.25;0.7
791;Onderliggende reeks IV;2015 december;110.32;0.7
792;Onderliggende reeks V;2006 januari;98.75;
793;Onderliggende reeks V;2006 februari;99.29;
794;Onderliggende reeks V;2006 maart;100.04;
795;Onderliggende reeks V;2006 april;100.32;
796;Onderliggende reeks V;2006 mei;100.36;
797;Onderliggende reeks V;2006 juni;99.82;
798;Onderliggende reeks V;2006 juli;99.45;
799;Onderliggende reeks V;2006 augustus;99.93;
800;Onderliggende reeks V;2006 september;100.68;
801;Onderliggende reeks V;2006 oktober;100.7;
802;Onderliggende reeks V;2006 november;100.56;
803;Onderliggende reeks V;2006 december;100.08;
804;Onderliggende reeks V;2007 januari;99.78;1.0
805;Onderliggende reeks V;2007 februari;100.28;1.0
806;Onderliggende reeks V;2007 maart;101.38;1.3
807;Onderliggende reeks V;2007 april;101.73;1.4
808;Onderliggende reeks V;2007 mei;101.68;1.3
809;Onderliggende reeks V;2007 juni;101.16;1.3
810;Onderliggende reeks V;2007 juli;100.81;1.4
811;Onderliggende reeks V;2007 augustus;101.07;1.1
812;Onderliggende reeks V;2007 september;101.7;1.0
813;Onderliggende reeks V;2007 oktober;101.87;1.2
814;Onderliggende reeks V;2007 november;101.84;1.3
815;Onderliggende reeks V;2007 december;101.35;1.3
816;Onderliggende reeks V;2008 januari;101.34;1.6
817;Onderliggende reeks V;2008 februari;102.13;1.8
818;Onderliggende reeks V;2008 maart;103.15;1.7
819;Onderliggende reeks V;2008 april;103.33;1.6
820;Onderliggende reeks V;2008 mei;103.5;1.8
821;Onderliggende reeks V;2008 juni;103.02;1.8
822;Onderliggende reeks V;2008 juli;102.81;2.0
823;Onderliggende reeks V;2008 augustus;103.22;2.1
824;Onderliggende reeks V;2008 september;103.83;2.1
825;Onderliggende reeks V;2008 oktober;104.12;2.2
826;Onderliggende reeks V;2008 november;104.01;2.1
827;Onderliggende reeks V;2008 december;103.45;2.1
828;Onderliggende reeks V;2009 januari;102.95;1.6
829;Onderliggende reeks V;2009 februari;103.72;1.6
830;Onderliggende reeks V;2009 maart;104.95;1.7
831;Onderliggende reeks V;2009 april;105.28;1.9
832;Onderliggende reeks V;2009 mei;105.31;1.7
833;Onderliggende reeks V;2009 juni;104.7;1.6
834;Onderliggende reeks V;2009 juli;104.54;1.7
835;Onderliggende reeks V;2009 augustus;104.72;1.5
836;Onderliggende reeks V;2009 september;105.53;1.6
837;Onderliggende reeks V;2009 oktober;105.73;1.5
838;Onderliggende reeks V;2009 november;105.51;1.4
839;Onderliggende reeks V;2009 december;104.81;1.3
840;Onderliggende reeks V;2010 januari;104.38;1.4
841;Onderliggende reeks V;2010 februari;105.23;1.5
842;Onderliggende reeks V;2010 maart;106.43;1.4
843;Onderliggende reeks V;2010 april;106.63;1.3
844;Onderliggende reeks V;2010 mei;106.63;1.3
845;Onderliggende reeks V;2010 juni;105.99;1.2
846;Onderliggende reeks V;2010 juli;105.48;0.9
847;Onderliggende reeks V;2010 augustus;105.6;0.8
848;Onderliggende reeks V;2010 september;106.33;0.8
849;Onderliggende reeks V;2010 oktober;106.6;0.8
850;Onderliggende reeks V;2010 november;106.4;0.8
851;Onderliggende reeks V;2010 december;105.89;1.0
852;Onderliggende reeks V;2011 januari voor herberekening;105.58;1.1
853;Onderliggende reeks V;2011 februari voor herberekening;106.38;1.1
854;Onderliggende reeks V;2011 maart voor herberekening;107.66;1.2
855;Onderliggende reeks V;2011 april voor herberekening;107.94;1.2
856;Onderliggende reeks V;2011 mei voor herberekening;108.08;1.4
857;Onderliggende reeks V;2011 juni voor herberekening;107.56;1.5
858;Onderliggende reeks V;2011 juli voor herberekening;107.27;1.7
859;Onderliggende reeks V;2011 augustus voor herberekening;107.45;1.8
860;Onderliggende reeks V;2011 september voor herberekening;108.31;1.9
861;Onderliggende reeks V;2011 oktober voor herberekening;108.44;1.7
862;Onderliggende reeks V;2011 november voor herberekening;108.29;1.8
863;Onderliggende reeks V;2011 december voor herberekening;107.75;1.8
864;Onderliggende reeks V;2011 januari na herberekening;105.43;
865;Onderliggende reeks V;2011 februari na herberekening;106.32;
866;Onderliggende reeks V;2011 maart na herberekening;107.52;
867;Onderliggende reeks V;2011 april na herberekening;107.87;
868;Onderliggende reeks V;2011 mei na herberekening;107.91;
869;Onderliggende reeks V;2011 juni na herberekening;107.38;
870;Onderliggende reeks V;2011 juli na herberekening;107.69;
871;Onderliggende reeks V;2011 augustus na herberekening;107.9;
872;Onderliggende reeks V;2011 september na herberekening;108.29;
873;Onderliggende reeks V;2011 oktober na herberekening;108.5;
874;Onderliggende reeks V;2011 november na herberekening;108.12;
875;Onderliggende reeks V;2011 december na herberekening;107.8;
876;Onderliggende reeks V;2012 januari;107.26;1.7
877;Onderliggende reeks V;2012 februari;108.04;1.6
878;Onderliggende reeks V;2012 maart;109.28;1.6
879;Onderliggende reeks V;2012 april;109.65;1.7
880;Onderliggende reeks V;2012 mei;109.6;1.6
881;Onderliggende reeks V;2012 juni;109.09;1.6
882;Onderliggende reeks V;2012 juli;109.74;1.9
883;Onderliggende reeks V;2012 augustus;109.71;1.7
884;Onderliggende reeks V;2012 september;110.04;1.6
885;Onderliggende reeks V;2012 oktober;110.0;1.4
886;Onderliggende reeks V;2012 november;109.66;1.4
887;Onderliggende reeks V;2012 december;109.57;1.6
888;Onderliggende reeks V;2013 januari;108.9;1.5
889;Onderliggende reeks V;2013 februari;109.73;1.6
890;Onderliggende reeks V;2013 maart;111.1;1.7
891;Onderliggende reeks V;2013 april;111.24;1.5
892;Onderliggende reeks V;2013 mei;111.32;1.6
893;Onderliggende reeks V;2013 juni;110.8;1.6
894;Onderliggende reeks V;2013 juli;111.97;2.0
895;Onderliggende reeks V;2013 augustus;111.78;1.9
896;Onderliggende reeks V;2013 september;111.88;1.7
897;Onderliggende reeks V;2013 oktober;111.77;1.6
898;Onderliggende reeks V;2013 november;111.27;1.5
899;Onderliggende reeks V;2013 december;111.27;1.6
900;Onderliggende reeks V;2014 januari;110.53;1.5
901;Onderliggende reeks V;2014 februari;111.12;1.3
902;Onderliggende reeks V;2014 maart;112.29;1.1
903;Onderliggende reeks V;2014 april;112.78;1.4
904;Onderliggende reeks V;2014 mei;112.36;0.9
905;Onderliggende reeks V;2014 juni;111.96;1.0
906;Onderliggende reeks V;2014 juli;113.15;1.1
907;Onderliggende reeks V;2014 augustus;113.17;1.2
908;Onderliggende reeks V;2014 september;113.11;1.1
909;Onderliggende reeks V;2014 oktober;113.14;1.2
910;Onderliggende reeks V;2014 november;112.46;1.1
911;Onderliggende reeks V;2014 december;112.51;1.1
912;Onderliggende reeks V;2015 januari;111.53;0.9
913;Onderliggende reeks V;2015 februari;112.14;0.9
914;Onderliggende reeks V;2015 maart;113.3;0.9
915;Onderliggende reeks V;2015 april;113.94;1.0
916;Onderliggende reeks V;2015 mei;114.1;1.5
917;Onderliggende reeks V;2015 juni;113.49;1.4
918;Onderliggende reeks V;2015 juli;114.66;1.3
919;Onderliggende reeks V;2015 augustus;114.35;1.0
920;Onderliggende reeks V;2015 september;114.33;1.1
921;Onderliggende reeks V;2015 oktober;114.37;1.1
922;Onderliggende reeks V;2015 november;113.62;1.0
923;Onderliggende reeks V;2015 december;113.68;1.0
